year,quintil_oecd,regtyp,plb0417_v2,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,4th Quintile,Rural regions,"Yes, definitely",0.10836,74,456,0.07980,0.13692
2014,5th Quintile,Urban regions,"No, definitely not",0.76993,781,1022,0.74411,0.79575
2014,5th Quintile,Urban regions,Probably,0.03289,53,1022,0.02195,0.04383
2014,5th Quintile,Urban regions,"Yes, definitely",0.17265,188,1022,0.14947,0.19583
2014,5th Quintile,Rural regions,"No, definitely not",0.72621,210,271,0.67303,0.77940
2014,5th Quintile,Rural regions,"Yes, definitely",0.18037,61,271,0.13450,0.22623
2015,1st Quintile,Urban regions,"No, definitely not",0.55400,706,1748,0.53069,0.57731
2015,1st Quintile,Urban regions,Probably not,0.04998,122,1748,0.03976,0.06020
2015,1st Quintile,Urban regions,Probably,0.07574,225,1748,0.06333,0.08815
2015,1st Quintile,Urban regions,"Yes, definitely",0.32028,695,1748,0.29840,0.34216
2015,1st Quintile,Rural regions,"No, definitely not",0.55188,457,1038,0.52161,0.58215
2015,1st Quintile,Rural regions,Probably not,0.08002,97,1038,0.06350,0.09653
2015,1st Quintile,Rural regions,Probably,0.08785,125,1038,0.07062,0.10508
2015,1st Quintile,Rural regions,"Yes, definitely",0.28025,359,1038,0.25291,0.30759
2015,2nd Quintile,Urban regions,"No, definitely not",0.76568,830,1285,0.74251,0.78885
2015,2nd Quintile,Urban regions,Probably not,0.03364,49,1285,0.02377,0.04350
2015,2nd Quintile,Urban regions,Probably,0.06110,95,1285,0.04800,0.07420
2015,2nd Quintile,Urban regions,"Yes, definitely",0.13959,311,1285,0.12063,0.15854
2015,2nd Quintile,Rural regions,"No, definitely not",0.81268,671,925,0.78753,0.83784
2015,2nd Quintile,Rural regions,Probably not,0.03203,40,925,0.02068,0.04338
2015,2nd Quintile,Rural regions,Probably,0.03023,48,925,0.01919,0.04127
2015,2nd Quintile,Rural regions,"Yes, definitely",0.12505,166,925,0.10373,0.14638
2015,3rd Quintile,Urban regions,"No, definitely not",0.78396,717,1042,0.75896,0.80896
2015,3rd Quintile,Urban regions,Probably not,0.02066,43,1042,0.01202,0.02930
2015,3rd Quintile,Urban regions,Probably,0.04006,50,1042,0.02815,0.05197
2015,3rd Quintile,Urban regions,"Yes, definitely",0.15532,232,1042,0.13332,0.17733
2015,3rd Quintile,Rural regions,"No, definitely not",0.80591,507,630,0.77500,0.83682
2015,3rd Quintile,Rural regions,"Yes, definitely",0.14216,123,630,0.11487,0.16945
2015,4th Quintile,Urban regions,"No, definitely not",0.79607,682,905,0.76980,0.82233
2015,4th Quintile,Urban regions,Probably,0.01886,34,905,0.00999,0.02772
2015,4th Quintile,Urban regions,"Yes, definitely",0.16566,189,905,0.14143,0.18990
2015,4th Quintile,Rural regions,"No, definitely not",0.79345,323,408,0.75412,0.83278
2015,4th Quintile,Rural regions,"Yes, definitely",0.17417,85,408,0.13733,0.21102
2015,5th Quintile,Urban regions,"No, definitely not",0.76749,784,1048,0.74190,0.79308
2015,5th Quintile,Urban regions,Probably not,0.03591,36,1048,0.02464,0.04718
2015,5th Quintile,Urban regions,Probably,0.04980,47,1048,0.03662,0.06298
2015,5th Quintile,Urban regions,"Yes, definitely",0.14680,181,1048,0.12536,0.16824
2015,5th Quintile,Rural regions,"No, definitely not",0.79513,235,276,0.74742,0.84283
2015,5th Quintile,Rural regions,"Yes, definitely",0.11889,41,276,0.08063,0.15714
2016,1st Quintile,Urban regions,"No, definitely not",0.52433,683,1727,0.50077,0.54789
2016,1st Quintile,Urban regions,Probably not,0.06967,117,1727,0.05766,0.08168
2016,1st Quintile,Urban regions,Probably,0.09833,244,1727,0.08428,0.11238
2016,1st Quintile,Urban regions,"Yes, definitely",0.30767,683,1727,0.28590,0.32945
2016,1st Quintile,Rural regions,"No, definitely not",0.50717,410,967,0.47565,0.53870
2016,1st Quintile,Rural regions,Probably not,0.06682,59,967,0.05108,0.08257
2016,1st Quintile,Rural regions,Probably,0.13529,149,967,0.11372,0.15686
2016,1st Quintile,Rural regions,"Yes, definitely",0.29071,349,967,0.26208,0.31935
2016,2nd Quintile,Urban regions,"No, definitely not",0.73901,751,1222,0.71437,0.76364
2016,2nd Quintile,Urban regions,Probably not,0.02227,55,1222,0.01400,0.03055
2016,2nd Quintile,Urban regions,Probably,0.04632,89,1222,0.03453,0.05811
2016,2nd Quintile,Urban regions,"Yes, definitely",0.19240,327,1222,0.17029,0.21451
2016,2nd Quintile,Rural regions,"No, definitely not",0.81736,664,873,0.79172,0.84301
2016,2nd Quintile,Rural regions,Probably not,0.03467,37,873,0.02252,0.04681
2016,2nd Quintile,Rural regions,Probably,0.03063,38,873,0.01919,0.04207
2016,2nd Quintile,Rural regions,"Yes, definitely",0.11734,134,873,0.09598,0.13870
2016,3rd Quintile,Urban regions,"No, definitely not",0.77868,694,942,0.75216,0.80521
2016,3rd Quintile,Urban regions,Probably,0.03142,37,942,0.02027,0.04257
2016,3rd Quintile,Urban regions,"Yes, definitely",0.17791,211,942,0.15348,0.20235
2016,3rd Quintile,Rural regions,"No, definitely not",0.83212,467,561,0.80116,0.86308
2016,3rd Quintile,Rural regions,"Yes, definitely",0.12284,94,561,0.09565,0.15003
2016,4th Quintile,Urban regions,"No, definitely not",0.77683,590,811,0.74815,0.80550
2016,4th Quintile,Urban regions,Probably,0.03181,40,811,0.01972,0.04390
2016,4th Quintile,Urban regions,"Yes, definitely",0.17101,181,811,0.14508,0.19694
2016,4th Quintile,Rural regions,"No, definitely not",0.84473,342,411,0.80968,0.87979
2016,4th Quintile,Rural regions,"Yes, definitely",0.11248,69,411,0.08190,0.14307
2016,5th Quintile,Urban regions,"No, definitely not",0.77615,808,1063,0.75108,0.80122
2016,5th Quintile,Urban regions,Probably not,0.02793,37,1063,0.01802,0.03784
2016,5th Quintile,Urban regions,Probably,0.04097,42,1063,0.02905,0.05289
2016,5th Quintile,Urban regions,"Yes, definitely",0.15495,176,1063,0.13319,0.17672
2016,5th Quintile,Rural regions,"No, definitely not",0.80295,229,264,0.75487,0.85102
2016,5th Quintile,Rural regions,"Yes, definitely",0.09931,35,264,0.06316,0.13545
2017,1st Quintile,Urban regions,"No, definitely not",0.54095,666,2423,0.52110,0.56080
2017,1st Quintile,Urban regions,Probably not,0.05412,130,2423,0.04511,0.06314
2017,1st Quintile,Urban regions,Probably,0.08349,341,2423,0.07248,0.09451
2017,1st Quintile,Urban regions,"Yes, definitely",0.32143,1286,2423,0.30283,0.34003
2017,1st Quintile,Rural regions,"No, definitely not",0.55296,438,1214,0.52498,0.58094
2017,1st Quintile,Rural regions,Probably not,0.04753,67,1214,0.03556,0.05951
2017,1st Quintile,Rural regions,Probably,0.12715,177,1214,0.10840,0.14590
2017,1st Quintile,Rural regions,"Yes, definitely",0.27236,532,1214,0.24730,0.29741
2017,2nd Quintile,Urban regions,"No, definitely not",0.76477,733,1189,0.74065,0.78889
2017,2nd Quintile,Urban regions,Probably not,0.03739,44,1189,0.02661,0.04818
2017,2nd Quintile,Urban regions,Probably,0.03918,90,1189,0.02815,0.05022
2017,2nd Quintile,Urban regions,"Yes, definitely",0.15865,322,1189,0.13788,0.17943
2017,2nd Quintile,Rural regions,"No, definitely not",0.85672,598,782,0.83215,0.88129
2017,2nd Quintile,Rural regions,Probably,0.01796,39,782,0.00864,0.02727
2017,2nd Quintile,Rural regions,"Yes, definitely",0.10408,145,782,0.08266,0.12549
2017,3rd Quintile,Urban regions,"No, definitely not",0.77188,639,927,0.74485,0.79891
2017,3rd Quintile,Urban regions,Probably not,0.04745,34,927,0.03376,0.06115
2017,3rd Quintile,Urban regions,Probably,0.01994,45,927,0.01093,0.02894
2017,3rd Quintile,Urban regions,"Yes, definitely",0.16073,209,927,0.13708,0.18439
2017,3rd Quintile,Rural regions,"No, definitely not",0.89090,487,579,0.86548,0.91632
2017,3rd Quintile,Rural regions,"Yes, definitely",0.08244,92,579,0.06002,0.10486
2017,4th Quintile,Urban regions,"No, definitely not",0.78401,585,797,0.75542,0.81260
2017,4th Quintile,Urban regions,Probably,0.02958,46,797,0.01781,0.04135
2017,4th Quintile,Urban regions,"Yes, definitely",0.15833,166,797,0.13297,0.18369
2017,4th Quintile,Rural regions,"No, definitely not",0.81041,317,394,0.77165,0.84916
2017,4th Quintile,Rural regions,"Yes, definitely",0.14600,77,394,0.11109,0.18091
2017,5th Quintile,Urban regions,"No, definitely not",0.78578,739,917,0.75921,0.81235
2017,5th Quintile,Urban regions,Probably not,0.04203,31,917,0.02903,0.05502
2017,5th Quintile,Urban regions,"Yes, definitely",0.14096,147,917,0.11842,0.16349
2017,5th Quintile,Rural regions,"No, definitely not",0.79234,198,235,0.74036,0.84431
2017,5th Quintile,Rural regions,"Yes, definitely",0.11857,37,235,0.07715,0.15999
2018,1st Quintile,Urban regions,"No, definitely not",0.52115,674,2777,0.50256,0.53973
2018,1st Quintile,Urban regions,Probably not,0.05026,122,2777,0.04213,0.05838
2018,1st Quintile,Urban regions,Probably,0.07710,431,2777,0.06717,0.08702
2018,1st Quintile,Urban regions,"Yes, definitely",0.35150,1550,2777,0.33374,0.36926
2018,1st Quintile,Rural regions,"No, definitely not",0.57663,492,1412,0.55085,0.60241
2018,1st Quintile,Rural regions,Probably not,0.06038,87,1412,0.04795,0.07281
2018,1st Quintile,Rural regions,Probably,0.09339,189,1412,0.07821,0.10857
2018,1st Quintile,Rural regions,"Yes, definitely",0.26960,644,1412,0.24645,0.29275
2018,2nd Quintile,Urban regions,"No, definitely not",0.77335,807,1336,0.75089,0.79581
2018,2nd Quintile,Urban regions,Probably not,0.03272,59,1336,0.02318,0.04226
2018,2nd Quintile,Urban regions,Probably,0.05174,98,1336,0.03986,0.06363
2018,2nd Quintile,Urban regions,"Yes, definitely",0.14218,372,1336,0.12345,0.16092
2018,2nd Quintile,Rural regions,"No, definitely not",0.82519,588,785,0.79860,0.85177
2018,2nd Quintile,Rural regions,Probably,0.03158,41,785,0.01934,0.04382
2018,2nd Quintile,Rural regions,"Yes, definitely",0.12150,156,785,0.09863,0.14437
2018,3rd Quintile,Urban regions,"No, definitely not",0.78131,673,982,0.75545,0.80718
2018,3rd Quintile,Urban regions,Probably,0.04270,54,982,0.03005,0.05535
2018,3rd Quintile,Urban regions,"Yes, definitely",0.16189,255,982,0.13884,0.18494
2018,3rd Quintile,Rural regions,"No, definitely not",0.87270,493,569,0.84529,0.90011
2018,3rd Quintile,Rural regions,"Yes, definitely",0.07690,76,569,0.05499,0.09881
2018,4th Quintile,Urban regions,"No, definitely not",0.75771,593,829,0.72853,0.78690
2018,4th Quintile,Urban regions,Probably,0.02522,38,829,0.01454,0.03589
2018,4th Quintile,Urban regions,"Yes, definitely",0.18810,198,829,0.16148,0.21472
2018,4th Quintile,Rural regions,"No, definitely not",0.83020,333,402,0.79345,0.86695
2018,4th Quintile,Rural regions,"Yes, definitely",0.11541,69,402,0.08414,0.14669
2018,5th Quintile,Urban regions,"No, definitely not",0.80216,753,910,0.77626,0.82806
2018,5th Quintile,Urban regions,"Yes, definitely",0.13597,157,910,0.11368,0.15825
2018,5th Quintile,Rural regions,"No, definitely not",0.73746,233,283,0.68610,0.78881
2018,5th Quintile,Rural regions,"Yes, definitely",0.18512,50,283,0.13979,0.23046
2019,1st Quintile,Urban regions,"No, definitely not",0.55135,777,2804,0.53293,0.56976
2019,1st Quintile,Urban regions,Probably not,0.05011,119,2804,0.04203,0.05818
2019,1st Quintile,Urban regions,Probably,0.09721,408,2804,0.08624,0.10818
2019,1st Quintile,Urban regions,"Yes, definitely",0.30134,1500,2804,0.28435,0.31832
2019,1st Quintile,Rural regions,"No, definitely not",0.60212,507,1337,0.57587,0.62836
2019,1st Quintile,Rural regions,Probably not,0.05853,80,1337,0.04594,0.07112
2019,1st Quintile,Rural regions,Probably,0.10088,214,1337,0.08473,0.11703
2019,1st Quintile,Rural regions,"Yes, definitely",0.23847,536,1337,0.21562,0.26132
2019,2nd Quintile,Urban regions,"No, definitely not",0.76248,782,1213,0.73852,0.78643
2019,2nd Quintile,Urban regions,Probably not,0.03150,49,1213,0.02167,0.04134
2019,2nd Quintile,Urban regions,Probably,0.02914,76,1213,0.01967,0.03861
2019,2nd Quintile,Urban regions,"Yes, definitely",0.17688,306,1213,0.15540,0.19837
2019,2nd Quintile,Rural regions,"No, definitely not",0.84423,605,761,0.81844,0.87001
2019,2nd Quintile,Rural regions,Probably,0.02401,33,761,0.01313,0.03489
2019,2nd Quintile,Rural regions,"Yes, definitely",0.11094,123,761,0.08861,0.13326
2019,3rd Quintile,Urban regions,"No, definitely not",0.78842,641,868,0.76123,0.81560
2019,3rd Quintile,Urban regions,Probably,0.05461,46,868,0.03949,0.06974
2019,3rd Quintile,Urban regions,"Yes, definitely",0.13575,181,868,0.11295,0.15856
2019,3rd Quintile,Rural regions,"No, definitely not",0.85598,452,531,0.82609,0.88587
2019,3rd Quintile,Rural regions,"Yes, definitely",0.10129,79,531,0.07560,0.12697
2019,4th Quintile,Urban regions,"No, definitely not",0.73674,566,745,0.70509,0.76839
2019,4th Quintile,Urban regions,Probably,0.04632,34,745,0.03122,0.06142
2019,4th Quintile,Urban regions,"Yes, definitely",0.18150,145,745,0.15380,0.20919
2019,4th Quintile,Rural regions,"No, definitely not",0.78350,327,397,0.74294,0.82407
2019,4th Quintile,Rural regions,"Yes, definitely",0.14386,70,397,0.10929,0.17842
2019,5th Quintile,Urban regions,"No, definitely not",0.81822,705,841,0.79214,0.84430
2019,5th Quintile,Urban regions,"Yes, definitely",0.12962,136,841,0.10691,0.15234
2019,5th Quintile,Rural regions,"No, definitely not",0.81425,227,271,0.76786,0.86064
2019,5th Quintile,Rural regions,"Yes, definitely",0.10069,44,271,0.06479,0.13658
2020,1st Quintile,Urban regions,"No, definitely not",0.56817,771,2574,0.54903,0.58731
2020,1st Quintile,Urban regions,Probably not,0.04311,133,2574,0.03526,0.05095
2020,1st Quintile,Urban regions,Probably,0.10334,387,2574,0.09157,0.11510
2020,1st Quintile,Urban regions,"Yes, definitely",0.28539,1283,2574,0.26794,0.30284
2020,1st Quintile,Rural regions,"No, definitely not",0.59993,503,1244,0.57269,0.62716
2020,1st Quintile,Rural regions,Probably not,0.04788,68,1244,0.03601,0.05975
2020,1st Quintile,Rural regions,Probably,0.14313,200,1244,0.12366,0.16260
2020,1st Quintile,Rural regions,"Yes, definitely",0.20907,473,1244,0.18646,0.23167
2020,2nd Quintile,Urban regions,"No, definitely not",0.76922,743,1156,0.74492,0.79352
2020,2nd Quintile,Urban regions,Probably not,0.03543,47,1156,0.02477,0.04609
2020,2nd Quintile,Urban regions,Probably,0.03656,72,1156,0.02574,0.04739
2020,2nd Quintile,Urban regions,"Yes, definitely",0.15879,294,1156,0.13771,0.17986
2020,2nd Quintile,Rural regions,"No, definitely not",0.81096,612,777,0.78341,0.83851
2020,2nd Quintile,Rural regions,Probably,0.02750,32,777,0.01599,0.03900
2020,2nd Quintile,Rural regions,"Yes, definitely",0.12803,133,777,0.10452,0.15153
2020,3rd Quintile,Urban regions,"No, definitely not",0.73960,603,866,0.71035,0.76884
2020,3rd Quintile,Urban regions,Probably not,0.04481,39,866,0.03102,0.05859
2020,3rd Quintile,Urban regions,Probably,0.02365,34,866,0.01352,0.03378
2020,3rd Quintile,Urban regions,"Yes, definitely",0.19195,190,866,0.16570,0.21819
2020,3rd Quintile,Rural regions,"No, definitely not",0.84799,415,484,0.81597,0.88001
2020,3rd Quintile,Rural regions,"Yes, definitely",0.11125,69,484,0.08321,0.13929
2020,4th Quintile,Urban regions,"No, definitely not",0.80011,593,774,0.77192,0.82831
2020,4th Quintile,Urban regions,Probably,0.03360,33,774,0.02090,0.04630
2020,4th Quintile,Urban regions,"Yes, definitely",0.12955,148,774,0.10588,0.15323
2020,4th Quintile,Rural regions,"No, definitely not",0.81537,301,364,0.77545,0.85528
2020,4th Quintile,Rural regions,"Yes, definitely",0.12511,63,364,0.09108,0.15915
2020,5th Quintile,Urban regions,"No, definitely not",0.76412,750,986,0.73761,0.79063
2020,5th Quintile,Urban regions,Probably not,0.04768,41,986,0.03438,0.06099
2020,5th Quintile,Urban regions,Probably,0.04596,43,986,0.03288,0.05904
2020,5th Quintile,Urban regions,"Yes, definitely",0.14224,152,986,0.12042,0.16405
2020,5th Quintile,Rural regions,"No, definitely not",0.76006,244,298,0.71149,0.80863
2020,5th Quintile,Rural regions,"Yes, definitely",0.19400,54,298,0.14903,0.23898
2021,1st Quintile,Urban regions,"No, definitely not",0.54105,538,1756,0.51774,0.56437
2021,1st Quintile,Urban regions,Probably not,0.05612,91,1756,0.04535,0.06689
2021,1st Quintile,Urban regions,Probably,0.13352,329,1756,0.11761,0.14943
2021,1st Quintile,Urban regions,"Yes, definitely",0.26931,798,1756,0.24856,0.29007
2021,1st Quintile,Rural regions,"No, definitely not",0.64340,346,756,0.60923,0.67757
2021,1st Quintile,Rural regions,Probably not,0.06672,48,756,0.04892,0.08452
2021,1st Quintile,Rural regions,Probably,0.10219,113,756,0.08058,0.12380
2021,1st Quintile,Rural regions,"Yes, definitely",0.18769,249,756,0.15984,0.21554
2021,2nd Quintile,Urban regions,"No, definitely not",0.65874,487,861,0.62706,0.69043
2021,2nd Quintile,Urban regions,Probably not,0.05210,38,861,0.03725,0.06695
2021,2nd Quintile,Urban regions,Probably,0.05529,80,861,0.04001,0.07056
2021,2nd Quintile,Urban regions,"Yes, definitely",0.23387,256,861,0.20558,0.26216
2021,2nd Quintile,Rural regions,"No, definitely not",0.79671,421,564,0.76347,0.82995
2021,2nd Quintile,Rural regions,Probably,0.04290,40,564,0.02616,0.05964
2021,2nd Quintile,Rural regions,"Yes, definitely",0.12064,103,564,0.09373,0.14754
2021,3rd Quintile,Urban regions,"No, definitely not",0.73624,395,581,0.70038,0.77211
2021,3rd Quintile,Urban regions,Probably,0.03578,39,581,0.02067,0.05090
2021,3rd Quintile,Urban regions,"Yes, definitely",0.20179,147,581,0.16913,0.23446
2021,3rd Quintile,Rural regions,"No, definitely not",0.82047,261,304,0.77725,0.86368
2021,3rd Quintile,Rural regions,"Yes, definitely",0.09027,43,304,0.05801,0.12254
2021,4th Quintile,Urban regions,"No, definitely not",0.79439,418,565,0.76104,0.82775
2021,4th Quintile,Urban regions,Probably,0.03661,33,565,0.02111,0.05211
2021,4th Quintile,Urban regions,"Yes, definitely",0.14873,114,565,0.11937,0.17810
2021,4th Quintile,Rural regions,"No, definitely not",0.80735,245,281,0.76115,0.85354
2021,4th Quintile,Rural regions,"Yes, definitely",0.08878,36,281,0.05546,0.12209
2021,5th Quintile,Urban regions,"No, definitely not",0.78570,581,744,0.75619,0.81521
2021,5th Quintile,Urban regions,Probably,0.05792,42,744,0.04113,0.07472
2021,5th Quintile,Urban regions,"Yes, definitely",0.13059,121,744,0.10636,0.15482
2021,5th Quintile,Rural regions,"No, definitely not",0.81796,185,219,0.76673,0.86918
2021,5th Quintile,Rural regions,"Yes, definitely",0.11556,34,219,0.07312,0.15800
2022,1st Quintile,Urban regions,"No, definitely not",0.62901,485,1525,0.60476,0.65327
2022,1st Quintile,Urban regions,Probably not,0.04860,89,1525,0.03780,0.05939
2022,1st Quintile,Urban regions,Probably,0.08198,300,1525,0.06820,0.09575
2022,1st Quintile,Urban regions,"Yes, definitely",0.24042,651,1525,0.21896,0.26187
2022,1st Quintile,Rural regions,"No, definitely not",0.65130,312,678,0.61540,0.68720
2022,1st Quintile,Rural regions,Probably not,0.10856,59,678,0.08513,0.13199
2022,1st Quintile,Rural regions,Probably,0.10286,118,678,0.07998,0.12574
2022,1st Quintile,Rural regions,"Yes, definitely",0.13728,189,678,0.11136,0.16321
2022,2nd Quintile,Urban regions,"No, definitely not",0.79044,460,734,0.76097,0.81990
2022,2nd Quintile,Urban regions,Probably not,0.03909,34,734,0.02506,0.05313
2022,2nd Quintile,Urban regions,Probably,0.04557,72,734,0.03047,0.06067
2022,2nd Quintile,Urban regions,"Yes, definitely",0.12490,168,734,0.10097,0.14884
2022,2nd Quintile,Rural regions,"No, definitely not",0.86496,387,467,0.83393,0.89599
2022,2nd Quintile,Rural regions,"Yes, definitely",0.08231,80,467,0.05736,0.10727
2022,3rd Quintile,Urban regions,"No, definitely not",0.86722,430,555,0.83896,0.89548
2022,3rd Quintile,Urban regions,Probably,0.02419,32,555,0.01139,0.03698
2022,3rd Quintile,Urban regions,"Yes, definitely",0.07321,93,555,0.05152,0.09490
2022,3rd Quintile,Rural regions,"No, definitely not",0.90246,300,338,0.87079,0.93414
2022,3rd Quintile,Rural regions,"Yes, definitely",0.06846,38,338,0.04150,0.09543
2022,4th Quintile,Urban regions,"No, definitely not",0.84234,416,510,0.81068,0.87400
2022,4th Quintile,Urban regions,"Yes, definitely",0.10100,94,510,0.07483,0.12718
2022,4th Quintile,Rural regions,"No, definitely not",0.84530,221,258,0.80109,0.88951
2022,4th Quintile,Rural regions,"Yes, definitely",0.10022,37,258,0.06350,0.13693
2022,5th Quintile,Urban regions,"No, definitely not",0.77218,508,678,0.74058,0.80377
2022,5th Quintile,Urban regions,Probably not,0.05188,36,678,0.03517,0.06858
2022,5th Quintile,Urban regions,Probably,0.03787,35,678,0.02349,0.05225
2022,5th Quintile,Urban regions,"Yes, definitely",0.13807,99,678,0.11208,0.16406
2022,5th Quintile,Rural regions,"No, definitely not",0.79724,183,216,0.74350,0.85098
2022,5th Quintile,Rural regions,"Yes, definitely",0.12087,33,216,0.07730,0.16445
