,Unnamed: 0,year,bula_h,plb0417_v2,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
638,638,2010,Mecklenburg-Western Pomerania,"Yes, definitely",0.1884,71,9231,0.12886,0.2502
639,639,2010,Saxony,"No, definitely not",0.64303,347,9231,0.59786,0.70578
640,640,2010,Saxony,Probably,0.07213,48,9231,0.04117,0.1097
641,641,2010,Saxony,"Yes, definitely",0.28484,254,9231,0.23049,0.36678
642,642,2010,Saxony-Anhalt,"No, definitely not",0.76217,216,9231,0.69411,0.83572
643,643,2010,Saxony-Anhalt,"Yes, definitely",0.23783,123,9231,0.17523,0.30062
644,644,2010,Thuringa,"No, definitely not",0.77557,250,9231,0.71146,0.84067
645,645,2010,Thuringa,"Yes, definitely",0.22443,109,9231,0.17345,0.27547
646,646,2011,Schleswig-Holstein,"No, definitely not",0.7497,210,10799,0.66664,0.85838
647,647,2011,Schleswig-Holstein,"Yes, definitely",0.2503,141,10799,0.20178,0.31074
648,648,2011,Hamburg,"No, definitely not",0.79996,99,10799,0.69993,0.88482
649,649,2011,Hamburg,"Yes, definitely",0.20004,57,10799,0.14572,0.25102
650,650,2011,Lower Saxony,"No, definitely not",0.76001,663,10799,0.71361,0.80132
651,651,2011,Lower Saxony,Probably not,0.02949,43,10799,0.01957,0.04082
652,652,2011,Lower Saxony,Probably,0.03101,81,10799,0.02108,0.04482
653,653,2011,Lower Saxony,"Yes, definitely",0.17949,251,10799,0.1511,0.20424
654,654,2011,Bremen,"No, definitely not",0.70724,44,10799,0.53592,0.87629
655,655,2011,Bremen,"Yes, definitely",0.29276,32,10799,0.2026,0.38746
656,656,2011,North Rhine-Westphalia,"No, definitely not",0.71387,1370,10799,0.68557,0.74474
657,657,2011,North Rhine-Westphalia,Probably not,0.03224,92,10799,0.02429,0.03985
658,658,2011,North Rhine-Westphalia,Probably,0.05864,211,10799,0.04786,0.07074
659,659,2011,North Rhine-Westphalia,"Yes, definitely",0.19525,624,10799,0.17403,0.21458
660,660,2011,Hesse,"No, definitely not",0.68264,389,10799,0.63228,0.74094
661,661,2011,Hesse,Probably,0.08151,81,10799,0.06162,0.10397
662,662,2011,Hesse,"Yes, definitely",0.23586,200,10799,0.19946,0.27904
663,663,2011,"Rhineland-Palatinate, Saarland","No, definitely not",0.69642,398,10799,0.64352,0.74253
664,664,2011,"Rhineland-Palatinate, Saarland",Probably not,0.03441,32,10799,0.02476,0.04652
665,665,2011,"Rhineland-Palatinate, Saarland",Probably,0.08251,65,10799,0.0589,0.1101
666,666,2011,"Rhineland-Palatinate, Saarland","Yes, definitely",0.18667,130,10799,0.14835,0.23578
667,667,2011,Baden-Wuerttemberg,"No, definitely not",0.72044,746,10799,0.68126,0.77105
668,668,2011,Baden-Wuerttemberg,Probably not,0.02743,56,10799,0.01876,0.03872
669,669,2011,Baden-Wuerttemberg,Probably,0.05084,108,10799,0.03646,0.06783
670,670,2011,Baden-Wuerttemberg,"Yes, definitely",0.20128,370,10799,0.17762,0.22707
671,671,2011,Bavaria,"No, definitely not",0.78414,1023,10799,0.74473,0.82439
672,672,2011,Bavaria,Probably not,0.03545,85,10799,0.02686,0.04689
673,673,2011,Bavaria,Probably,0.04464,125,10799,0.03511,0.05529
674,674,2011,Bavaria,"Yes, definitely",0.13577,358,10799,0.1208,0.15342
675,675,2011,Berlin,"No, definitely not",0.67648,241,10799,0.62356,0.72759
676,676,2011,Berlin,Probably,0.08146,40,10799,0.05595,0.11106
677,677,2011,Berlin,"Yes, definitely",0.24206,130,10799,0.20403,0.29012
678,678,2011,Brandenburg,"No, definitely not",0.7466,316,10799,0.67638,0.82247
679,679,2011,Brandenburg,Probably,0.06316,35,10799,0.04826,0.08216
680,680,2011,Brandenburg,"Yes, definitely",0.19024,124,10799,0.15544,0.2276
681,681,2011,Mecklenburg-Western Pomerania,"No, definitely not",0.77751,179,10799,0.68371,0.88837
682,682,2011,Mecklenburg-Western Pomerania,"Yes, definitely",0.22249,82,10799,0.18139,0.26108
683,683,2011,Saxony,"No, definitely not",0.69475,425,10799,0.65849,0.735
684,684,2011,Saxony,Probably,0.052,54,10799,0.03883,0.06457
685,685,2011,Saxony,"Yes, definitely",0.25325,229,10799,0.21368,0.29616
686,686,2011,Saxony-Anhalt,"No, definitely not",0.78136,289,10799,0.71449,0.8416
687,687,2011,Saxony-Anhalt,Probably,0.06564,39,10799,0.03642,0.10298
688,688,2011,Saxony-Anhalt,"Yes, definitely",0.153,128,10799,0.12832,0.17983
689,689,2011,Thuringa,"No, definitely not",0.78257,298,10799,0.71208,0.86409
690,690,2011,Thuringa,"Yes, definitely",0.21743,106,10799,0.17882,0.26124
691,691,2012,Schleswig-Holstein,"No, definitely not",0.74546,218,10335,0.66032,0.83378
692,692,2012,Schleswig-Holstein,Probably,0.04141,33,10335,0.02873,0.05687
693,693,2012,Schleswig-Holstein,"Yes, definitely",0.21313,116,10335,0.17329,0.26123
694,694,2012,Hamburg,"No, definitely not",0.79497,110,10335,0.70786,0.90427
695,695,2012,Hamburg,"Yes, definitely",0.20503,47,10335,0.15735,0.25505
696,696,2012,Lower Saxony,"No, definitely not",0.75376,656,10335,0.70273,0.80447
697,697,2012,Lower Saxony,Probably not,0.02776,44,10335,0.01769,0.04024
698,698,2012,Lower Saxony,Probably,0.04882,69,10335,0.03542,0.06266
699,699,2012,Lower Saxony,"Yes, definitely",0.16967,226,10335,0.13877,0.1941
700,700,2012,Bremen,"No, definitely not",0.58934,43,10335,0.45232,0.74304
701,701,2012,Bremen,"Yes, definitely",0.41066,33,10335,0.2771,0.54484
702,702,2012,North Rhine-Westphalia,"No, definitely not",0.70214,1284,10335,0.67291,0.73047
703,703,2012,North Rhine-Westphalia,Probably not,0.02907,102,10335,0.02397,0.03439
704,704,2012,North Rhine-Westphalia,Probably,0.06201,185,10335,0.05321,0.07325
705,705,2012,North Rhine-Westphalia,"Yes, definitely",0.20678,582,10335,0.18655,0.23143
706,706,2012,Hesse,"No, definitely not",0.6946,406,10335,0.64363,0.7499
707,707,2012,Hesse,Probably not,0.04744,32,10335,0.03291,0.07008
708,708,2012,Hesse,Probably,0.07913,83,10335,0.06149,0.10029
709,709,2012,Hesse,"Yes, definitely",0.17883,179,10335,0.15536,0.20754
710,710,2012,"Rhineland-Palatinate, Saarland","No, definitely not",0.72647,397,10335,0.6725,0.78828
711,711,2012,"Rhineland-Palatinate, Saarland",Probably,0.07979,65,10335,0.05698,0.11074
712,712,2012,"Rhineland-Palatinate, Saarland","Yes, definitely",0.19374,132,10335,0.154,0.23539
713,713,2012,Baden-Wuerttemberg,"No, definitely not",0.72503,741,10335,0.68439,0.77128
714,714,2012,Baden-Wuerttemberg,Probably not,0.02784,41,10335,0.01849,0.04056
715,715,2012,Baden-Wuerttemberg,Probably,0.04889,93,10335,0.03728,0.0642
716,716,2012,Baden-Wuerttemberg,"Yes, definitely",0.19824,304,10335,0.17094,0.23598
717,717,2012,Bavaria,"No, definitely not",0.76166,1003,10335,0.72086,0.8014
718,718,2012,Bavaria,Probably not,0.04448,75,10335,0.0335,0.05592
719,719,2012,Bavaria,Probably,0.05497,131,10335,0.04184,0.07078
720,720,2012,Bavaria,"Yes, definitely",0.13889,318,10335,0.12358,0.15804
721,721,2012,Berlin,"No, definitely not",0.66385,246,10335,0.59956,0.73647
722,722,2012,Berlin,Probably,0.07701,32,10335,0.05138,0.11008
723,723,2012,Berlin,"Yes, definitely",0.25915,133,10335,0.22043,0.30653
724,724,2012,Brandenburg,"No, definitely not",0.75879,310,10335,0.69909,0.81883
725,725,2012,Brandenburg,"Yes, definitely",0.24121,124,10335,0.18092,0.3057
726,726,2012,Mecklenburg-Western Pomerania,"No, definitely not",0.80173,169,10335,0.70756,0.89503
727,727,2012,Mecklenburg-Western Pomerania,"Yes, definitely",0.19827,65,10335,0.13829,0.26761
728,728,2012,Saxony,"No, definitely not",0.69651,456,10335,0.652,0.74512
729,729,2012,Saxony,Probably,0.05535,48,10335,0.03353,0.08538
730,730,2012,Saxony,"Yes, definitely",0.24814,205,10335,0.20868,0.28401
731,731,2012,Saxony-Anhalt,"No, definitely not",0.79181,270,10335,0.72894,0.85661
732,732,2012,Saxony-Anhalt,"Yes, definitely",0.20819,119,10335,0.1751,0.23767
733,733,2012,Thuringa,"No, definitely not",0.7378,300,10335,0.67403,0.80841
734,734,2012,Thuringa,"Yes, definitely",0.2622,110,10335,0.21642,0.30929
735,735,2013,Schleswig-Holstein,"No, definitely not",0.75234,214,11091,0.66367,0.82223
736,736,2013,Schleswig-Holstein,"Yes, definitely",0.24766,170,11091,0.1928,0.30405
737,737,2013,Hamburg,"No, definitely not",0.84564,127,11091,0.74792,0.96049
738,738,2013,Hamburg,"Yes, definitely",0.15436,62,11091,0.11902,0.19927
739,739,2013,Lower Saxony,"No, definitely not",0.72609,658,11091,0.67953,0.77535
740,740,2013,Lower Saxony,Probably not,0.02477,46,11091,0.017,0.03184
741,741,2013,Lower Saxony,Probably,0.05885,99,11091,0.04343,0.07765
742,742,2013,Lower Saxony,"Yes, definitely",0.19029,308,11091,0.16458,0.21535
743,743,2013,Bremen,"No, definitely not",0.64536,43,11091,0.45144,0.81415
744,744,2013,Bremen,"Yes, definitely",0.35464,46,11091,0.23056,0.4946
745,745,2013,North Rhine-Westphalia,"No, definitely not",0.69292,1292,11091,0.66296,0.72739
746,746,2013,North Rhine-Westphalia,Probably not,0.04014,123,11091,0.03039,0.04911
747,747,2013,North Rhine-Westphalia,Probably,0.04826,235,11091,0.04124,0.05753
748,748,2013,North Rhine-Westphalia,"Yes, definitely",0.21867,782,11091,0.19686,0.24458
749,749,2013,Hesse,"No, definitely not",0.68205,409,11091,0.62594,0.74175
750,750,2013,Hesse,Probably not,0.04387,34,11091,0.02786,0.06177
751,751,2013,Hesse,Probably,0.0669,75,11091,0.0458,0.08597
752,752,2013,Hesse,"Yes, definitely",0.20719,243,11091,0.17894,0.23695
753,753,2013,"Rhineland-Palatinate, Saarland","No, definitely not",0.73197,383,11091,0.6866,0.78628
754,754,2013,"Rhineland-Palatinate, Saarland",Probably,0.06297,63,11091,0.04316,0.08812
755,755,2013,"Rhineland-Palatinate, Saarland","Yes, definitely",0.20506,157,11091,0.16803,0.2551
756,756,2013,Baden-Wuerttemberg,"No, definitely not",0.72129,691,11091,0.67994,0.7647
757,757,2013,Baden-Wuerttemberg,Probably not,0.02244,43,11091,0.01667,0.0285
758,758,2013,Baden-Wuerttemberg,Probably,0.05317,106,11091,0.04005,0.06498
759,759,2013,Baden-Wuerttemberg,"Yes, definitely",0.2031,409,11091,0.1825,0.22716
760,760,2013,Bavaria,"No, definitely not",0.72586,980,11091,0.69496,0.76726
761,761,2013,Bavaria,Probably not,0.03625,79,11091,0.02804,0.04625
762,762,2013,Bavaria,Probably,0.04311,122,11091,0.03305,0.05643
763,763,2013,Bavaria,"Yes, definitely",0.19478,456,11091,0.1737,0.21476
764,764,2013,Berlin,"No, definitely not",0.61101,235,11091,0.55308,0.68177
765,765,2013,Berlin,Probably not,0.09154,36,11091,0.06636,0.12283
766,766,2013,Berlin,Probably,0.06479,38,11091,0.0414,0.09124
767,767,2013,Berlin,"Yes, definitely",0.23267,163,11091,0.2,0.27274
768,768,2013,Brandenburg,"No, definitely not",0.76514,329,11091,0.6962,0.84699
769,769,2013,Brandenburg,Probably,0.053,38,11091,0.03821,0.06996
770,770,2013,Brandenburg,"Yes, definitely",0.18186,114,11091,0.13634,0.24833
771,771,2013,Mecklenburg-Western Pomerania,"No, definitely not",0.80687,164,11091,0.71386,0.90288
772,772,2013,Mecklenburg-Western Pomerania,"Yes, definitely",0.19313,60,11091,0.13343,0.26065
773,773,2013,Saxony,"No, definitely not",0.74828,427,11091,0.69408,0.79581
774,774,2013,Saxony,Probably,0.05427,46,11091,0.03878,0.07199
775,775,2013,Saxony,"Yes, definitely",0.19745,172,11091,0.16473,0.2418
776,776,2013,Saxony-Anhalt,"No, definitely not",0.7569,273,11091,0.69196,0.82177
777,777,2013,Saxony-Anhalt,Probably,0.08159,36,11091,0.04174,0.13878
778,778,2013,Saxony-Anhalt,"Yes, definitely",0.16151,128,11091,0.13619,0.19695
779,779,2013,Thuringa,"No, definitely not",0.80823,284,11091,0.73888,0.89753
780,780,2013,Thuringa,"Yes, definitely",0.19177,93,11091,0.15569,0.23454
781,781,2014,Schleswig-Holstein,"No, definitely not",0.81475,206,9708,0.72128,0.92654
782,782,2014,Schleswig-Holstein,"Yes, definitely",0.18525,107,9708,0.15301,0.21803
783,783,2014,Hamburg,"No, definitely not",0.87021,109,9708,0.75869,0.99212
784,784,2014,Hamburg,"Yes, definitely",0.12979,33,9708,0.08717,0.18506
785,785,2014,Lower Saxony,"No, definitely not",0.72536,609,9708,0.67715,0.77428
786,786,2014,Lower Saxony,Probably not,0.03023,50,9708,0.01977,0.04413
787,787,2014,Lower Saxony,Probably,0.03802,77,9708,0.02747,0.04857
788,788,2014,Lower Saxony,"Yes, definitely",0.20638,270,9708,0.17532,0.23401
789,789,2014,Bremen,"No, definitely not",0.72265,47,9708,0.53092,0.97761
790,790,2014,Bremen,"Yes, definitely",0.27735,36,9708,0.17279,0.36764
791,791,2014,North Rhine-Westphalia,"No, definitely not",0.69443,1185,9708,0.65706,0.72424
792,792,2014,North Rhine-Westphalia,Probably not,0.03893,107,9708,0.0304,0.0493
793,793,2014,North Rhine-Westphalia,Probably,0.06053,183,9708,0.04911,0.07462
794,794,2014,North Rhine-Westphalia,"Yes, definitely",0.2061,628,9708,0.18629,0.23221
795,795,2014,Hesse,"No, definitely not",0.67083,368,9708,0.62085,0.73077
796,796,2014,Hesse,Probably not,0.03969,34,9708,0.02885,0.05241
797,797,2014,Hesse,Probably,0.07736,62,9708,0.05329,0.10147
798,798,2014,Hesse,"Yes, definitely",0.21212,177,9708,0.1759,0.26203
799,799,2014,"Rhineland-Palatinate, Saarland","No, definitely not",0.71668,358,9708,0.66393,0.7724
800,800,2014,"Rhineland-Palatinate, Saarland",Probably,0.05347,57,9708,0.04081,0.06418
801,801,2014,"Rhineland-Palatinate, Saarland","Yes, definitely",0.22985,147,9708,0.18582,0.27422
802,802,2014,Baden-Wuerttemberg,"No, definitely not",0.71321,626,9708,0.66275,0.75561
803,803,2014,Baden-Wuerttemberg,Probably not,0.03672,45,9708,0.02441,0.04941
804,804,2014,Baden-Wuerttemberg,Probably,0.05074,93,9708,0.03867,0.06846
805,805,2014,Baden-Wuerttemberg,"Yes, definitely",0.19932,326,9708,0.17722,0.22849
806,806,2014,Bavaria,"No, definitely not",0.73451,929,9708,0.68948,0.76955
807,807,2014,Bavaria,Probably not,0.03082,51,9708,0.02385,0.0404
808,808,2014,Bavaria,Probably,0.04843,106,9708,0.03794,0.06143
809,809,2014,Bavaria,"Yes, definitely",0.18624,376,9708,0.16073,0.20986
810,810,2014,Berlin,"No, definitely not",0.74591,223,9708,0.6799,0.83668
811,811,2014,Berlin,"Yes, definitely",0.25409,118,9708,0.21646,0.29647
812,812,2014,Brandenburg,"No, definitely not",0.7426,316,9708,0.65949,0.83819
813,813,2014,Brandenburg,"Yes, definitely",0.2574,110,9708,0.19629,0.34671
814,814,2014,Mecklenburg-Western Pomerania,"No, definitely not",0.78627,156,9708,0.69592,0.87473
815,815,2014,Mecklenburg-Western Pomerania,"Yes, definitely",0.21373,59,9708,0.16611,0.27222
816,816,2014,Saxony,"No, definitely not",0.74507,411,9708,0.70083,0.79214
817,817,2014,Saxony,Probably,0.06675,45,9708,0.04447,0.09534
818,818,2014,Saxony,"Yes, definitely",0.18818,125,9708,0.14823,0.2308
819,819,2014,Saxony-Anhalt,"No, definitely not",0.74558,259,9708,0.67677,0.81044
820,820,2014,Saxony-Anhalt,"Yes, definitely",0.25442,122,9708,0.19321,0.31982
821,821,2014,Thuringa,"No, definitely not",0.81408,276,9708,0.73562,0.89985
822,822,2014,Thuringa,"Yes, definitely",0.18592,86,9708,0.15015,0.23311
823,823,2015,Schleswig-Holstein,"No, definitely not",0.78277,196,9685,0.69126,0.88478
824,824,2015,Schleswig-Holstein,"Yes, definitely",0.21723,106,9685,0.17216,0.26569
825,825,2015,Hamburg,"No, definitely not",0.81924,104,9685,0.72476,0.93121
826,826,2015,Hamburg,"Yes, definitely",0.18076,51,9685,0.1319,0.24143
827,827,2015,Lower Saxony,"No, definitely not",0.71516,572,9685,0.6713,0.76938
828,828,2015,Lower Saxony,Probably not,0.03066,48,9685,0.02119,0.04613
829,829,2015,Lower Saxony,Probably,0.03435,75,9685,0.0257,0.04292
830,830,2015,Lower Saxony,"Yes, definitely",0.21982,310,9685,0.19216,0.25109
831,831,2015,Bremen,"No, definitely not",1.0,39,9685,0.74007,1.31011
832,832,2015,North Rhine-Westphalia,"No, definitely not",0.68983,1181,9685,0.65989,0.7242
833,833,2015,North Rhine-Westphalia,Probably not,0.03041,103,9685,0.02269,0.04127
834,834,2015,North Rhine-Westphalia,Probably,0.04828,208,9685,0.04179,0.05625
835,835,2015,North Rhine-Westphalia,"Yes, definitely",0.23147,680,9685,0.20927,0.26065
836,836,2015,Hesse,"No, definitely not",0.66444,348,9685,0.60378,0.73201
837,837,2015,Hesse,Probably not,0.05763,40,9685,0.03799,0.08147
838,838,2015,Hesse,Probably,0.05561,51,9685,0.02869,0.08352
839,839,2015,Hesse,"Yes, definitely",0.22232,201,9685,0.1841,0.257
840,840,2015,"Rhineland-Palatinate, Saarland","No, definitely not",0.76194,390,9685,0.70459,0.81817
841,841,2015,"Rhineland-Palatinate, Saarland",Probably,0.07452,63,9685,0.05044,0.10982
842,842,2015,"Rhineland-Palatinate, Saarland","Yes, definitely",0.16354,158,9685,0.13417,0.19443
843,843,2015,Baden-Wuerttemberg,"No, definitely not",0.72065,618,9685,0.67295,0.7713
844,844,2015,Baden-Wuerttemberg,Probably not,0.02368,48,9685,0.01608,0.0335
845,845,2015,Baden-Wuerttemberg,Probably,0.06022,79,9685,0.04271,0.08008
846,846,2015,Baden-Wuerttemberg,"Yes, definitely",0.19545,325,9685,0.16892,0.23068
847,847,2015,Bavaria,"No, definitely not",0.75054,887,9685,0.70699,0.80426
848,848,2015,Bavaria,Probably not,0.03791,68,9685,0.02959,0.04745
849,849,2015,Bavaria,Probably,0.05056,109,9685,0.0382,0.06565
850,850,2015,Bavaria,"Yes, definitely",0.16099,371,9685,0.13818,0.18413
851,851,2015,Berlin,"No, definitely not",0.73191,222,9685,0.6551,0.81023
852,852,2015,Berlin,"Yes, definitely",0.26809,117,9685,0.21742,0.32246
853,853,2015,Brandenburg,"No, definitely not",0.83669,315,9685,0.74263,0.93928
854,854,2015,Brandenburg,"Yes, definitely",0.16331,87,9685,0.10972,0.22403
855,855,2015,Mecklenburg-Western Pomerania,"No, definitely not",0.81524,168,9685,0.73397,0.90397
856,856,2015,Mecklenburg-Western Pomerania,"Yes, definitely",0.18476,51,9685,0.13594,0.22682
857,857,2015,Saxony,"No, definitely not",0.77562,407,9685,0.72,0.82647
858,858,2015,Saxony,Probably,0.03919,31,9685,0.02196,0.0624
859,859,2015,Saxony,"Yes, definitely",0.18519,131,9685,0.14925,0.22972
860,860,2015,Saxony-Anhalt,"No, definitely not",0.77079,251,9685,0.68466,0.8553
861,861,2015,Saxony-Anhalt,Probably,0.05425,32,9685,0.03324,0.08144
862,862,2015,Saxony-Anhalt,"Yes, definitely",0.17497,91,9685,0.13176,0.22586
863,863,2015,Thuringa,"No, definitely not",0.79269,271,9685,0.71863,0.88831
864,864,2015,Thuringa,"Yes, definitely",0.20731,82,9685,0.13231,0.29297
865,865,2016,Schleswig-Holstein,"No, definitely not",0.73859,203,11423,0.64308,0.84748
866,866,2016,Schleswig-Holstein,Probably,0.06141,72,11423,0.03106,0.0947
867,867,2016,Schleswig-Holstein,"Yes, definitely",0.2,193,11423,0.15199,0.25033
868,868,2016,Hamburg,"No, definitely not",0.82307,105,11423,0.71119,0.92652
869,869,2016,Hamburg,"Yes, definitely",0.17693,59,11423,0.12158,0.25419
870,870,2016,Lower Saxony,"No, definitely not",0.7204,584,11423,0.66985,0.78691
871,871,2016,Lower Saxony,Probably not,0.0379,57,11423,0.02208,0.05667
872,872,2016,Lower Saxony,Probably,0.05645,125,11423,0.03935,0.07586
873,873,2016,Lower Saxony,"Yes, definitely",0.18525,413,11423,0.15275,0.22363
874,874,2016,Bremen,"No, definitely not",0.69556,38,11423,0.4892,0.92457
875,875,2016,Bremen,"Yes, definitely",0.30444,63,11423,0.15398,0.46339
876,876,2016,North Rhine-Westphalia,"No, definitely not",0.70225,1129,11423,0.67249,0.74052
877,877,2016,North Rhine-Westphalia,Probably not,0.03123,134,11423,0.025,0.03934
878,878,2016,North Rhine-Westphalia,Probably,0.05608,272,11423,0.04309,0.07075
879,879,2016,North Rhine-Westphalia,"Yes, definitely",0.21044,948,11423,0.18265,0.23765
880,880,2016,Hesse,"No, definitely not",0.6436,349,11423,0.58938,0.71034
881,881,2016,Hesse,Probably not,0.05764,41,11423,0.03294,0.08384
882,882,2016,Hesse,Probably,0.07807,75,11423,0.05137,0.10807
883,883,2016,Hesse,"Yes, definitely",0.22069,308,11423,0.18286,0.26939
884,884,2016,"Rhineland-Palatinate, Saarland","No, definitely not",0.70539,363,11423,0.64873,0.75791
885,885,2016,"Rhineland-Palatinate, Saarland",Probably not,0.02271,37,11423,0.01401,0.03232
886,886,2016,"Rhineland-Palatinate, Saarland",Probably,0.06478,95,11423,0.04287,0.09196
887,887,2016,"Rhineland-Palatinate, Saarland","Yes, definitely",0.20713,295,11423,0.16903,0.24667
888,888,2016,Baden-Wuerttemberg,"No, definitely not",0.72232,570,11423,0.67303,0.76971
889,889,2016,Baden-Wuerttemberg,Probably not,0.03679,46,11423,0.02565,0.05468
890,890,2016,Baden-Wuerttemberg,Probably,0.05302,142,11423,0.03586,0.07317
891,891,2016,Baden-Wuerttemberg,"Yes, definitely",0.18787,459,11423,0.16032,0.21314
892,892,2016,Bavaria,"No, definitely not",0.73343,872,11423,0.68895,0.77961
893,893,2016,Bavaria,Probably not,0.02405,60,11423,0.01708,0.03301
894,894,2016,Bavaria,Probably,0.03611,143,11423,0.02747,0.0481
895,895,2016,Bavaria,"Yes, definitely",0.2064,503,11423,0.17322,0.24155
896,896,2016,Berlin,"No, definitely not",0.6383,220,11423,0.56076,0.72178
897,897,2016,Berlin,Probably,0.06108,51,11423,0.04183,0.08352
898,898,2016,Berlin,"Yes, definitely",0.30062,157,11423,0.23357,0.37117
899,899,2016,Brandenburg,"No, definitely not",0.79042,302,11423,0.69756,0.88333
900,900,2016,Brandenburg,Probably,0.09186,54,11423,0.04522,0.15069
901,901,2016,Brandenburg,"Yes, definitely",0.11772,134,11423,0.0786,0.16619
902,902,2016,Mecklenburg-Western Pomerania,"No, definitely not",0.8085,160,11423,0.68209,0.91427
903,903,2016,Mecklenburg-Western Pomerania,"Yes, definitely",0.1915,93,11423,0.13025,0.28116
904,904,2016,Saxony,"No, definitely not",0.71962,395,11423,0.67218,0.78435
905,905,2016,Saxony,Probably,0.0583,62,11423,0.03231,0.09034
906,906,2016,Saxony,"Yes, definitely",0.22208,207,11423,0.16985,0.28339
907,907,2016,Saxony-Anhalt,"No, definitely not",0.72308,231,11423,0.64711,0.79618
908,908,2016,Saxony-Anhalt,Probably,0.06367,42,11423,0.04285,0.09345
909,909,2016,Saxony-Anhalt,"Yes, definitely",0.21325,145,11423,0.15231,0.27391
910,910,2016,Thuringa,"No, definitely not",0.72373,264,11423,0.63639,0.81045
911,911,2016,Thuringa,Probably,0.0699,36,11423,0.04071,0.10398
912,912,2016,Thuringa,"Yes, definitely",0.20637,117,11423,0.14034,0.27426
913,913,2017,Schleswig-Holstein,"No, definitely not",0.76381,222,12484,0.67502,0.85126
914,914,2017,Schleswig-Holstein,Probably,0.04677,52,12484,0.01598,0.08839
915,915,2017,Schleswig-Holstein,"Yes, definitely",0.18942,238,12484,0.14202,0.24135
916,916,2017,Hamburg,"No, definitely not",0.81847,102,12484,0.70748,0.95669
917,917,2017,Hamburg,"Yes, definitely",0.18153,95,12484,0.13615,0.22551
918,918,2017,Lower Saxony,"No, definitely not",0.71033,602,12484,0.65163,0.77031
919,919,2017,Lower Saxony,Probably not,0.02703,58,12484,0.01708,0.03591
920,920,2017,Lower Saxony,Probably,0.05348,157,12484,0.03716,0.06854
921,921,2017,Lower Saxony,"Yes, definitely",0.20917,557,12484,0.17606,0.24325
922,922,2017,Bremen,"No, definitely not",0.63184,42,12484,0.46731,0.82024
923,923,2017,Bremen,Probably,0.05765,47,12484,0.02102,0.10379
924,924,2017,Bremen,"Yes, definitely",0.31052,45,12484,0.19798,0.49154
925,925,2017,North Rhine-Westphalia,"No, definitely not",0.6835,1200,12484,0.6539,0.71657
926,926,2017,North Rhine-Westphalia,Probably not,0.0449,128,12484,0.03505,0.05713
927,927,2017,North Rhine-Westphalia,Probably,0.04851,294,12484,0.04071,0.05989
928,928,2017,North Rhine-Westphalia,"Yes, definitely",0.22309,1218,12484,0.19782,0.24728
929,929,2017,Hesse,"No, definitely not",0.62466,361,12484,0.56916,0.67421
930,930,2017,Hesse,Probably not,0.0615,39,12484,0.03737,0.0899
931,931,2017,Hesse,Probably,0.07809,109,12484,0.04908,0.111
932,932,2017,Hesse,"Yes, definitely",0.23574,393,12484,0.18957,0.27453
933,933,2017,"Rhineland-Palatinate, Saarland","No, definitely not",0.74346,378,12484,0.69034,0.81386
934,934,2017,"Rhineland-Palatinate, Saarland",Probably not,0.0405,37,12484,0.02102,0.06205
935,935,2017,"Rhineland-Palatinate, Saarland",Probably,0.03668,70,12484,0.02457,0.05052
936,936,2017,"Rhineland-Palatinate, Saarland","Yes, definitely",0.17936,276,12484,0.14067,0.20924
937,937,2017,Baden-Wuerttemberg,"No, definitely not",0.71954,599,12484,0.67029,0.76585
938,938,2017,Baden-Wuerttemberg,Probably not,0.04854,53,12484,0.03394,0.06565
939,939,2017,Baden-Wuerttemberg,Probably,0.04697,132,12484,0.03259,0.06169
940,940,2017,Baden-Wuerttemberg,"Yes, definitely",0.18495,505,12484,0.15528,0.21674
941,941,2017,Bavaria,"No, definitely not",0.73968,885,12484,0.6951,0.7845
942,942,2017,Bavaria,Probably not,0.0422,79,12484,0.02994,0.05306
943,943,2017,Bavaria,Probably,0.03856,141,12484,0.0298,0.04866
944,944,2017,Bavaria,"Yes, definitely",0.17956,528,12484,0.15171,0.20513
945,945,2017,Berlin,"No, definitely not",0.6244,229,12484,0.56099,0.69574
946,946,2017,Berlin,Probably,0.07705,46,12484,0.05073,0.11299
947,947,2017,Berlin,"Yes, definitely",0.29855,158,12484,0.23059,0.37362
948,948,2017,Brandenburg,"No, definitely not",0.79092,330,12484,0.70302,0.88675
949,949,2017,Brandenburg,Probably,0.07836,45,12484,0.03997,0.13724
950,950,2017,Brandenburg,"Yes, definitely",0.13071,159,12484,0.09323,0.17019
951,951,2017,Mecklenburg-Western Pomerania,"No, definitely not",0.77042,177,12484,0.66604,0.86069
952,952,2017,Mecklenburg-Western Pomerania,"Yes, definitely",0.22958,78,12484,0.15522,0.30586
953,953,2017,Saxony,"No, definitely not",0.7045,421,12484,0.65662,0.75712
954,954,2017,Saxony,Probably,0.07027,66,12484,0.04344,0.09627
955,955,2017,Saxony,"Yes, definitely",0.22524,249,12484,0.1876,0.26846
956,956,2017,Saxony-Anhalt,"No, definitely not",0.75369,249,12484,0.65607,0.83821
957,957,2017,Saxony-Anhalt,Probably,0.05889,38,12484,0.02074,0.11579
958,958,2017,Saxony-Anhalt,"Yes, definitely",0.18742,165,12484,0.13259,0.24164
959,959,2017,Thuringa,"No, definitely not",0.70324,265,12484,0.62808,0.79478
960,960,2017,Thuringa,Probably,0.04563,33,12484,0.02404,0.07004
