,Unnamed: 0,year,pgisced97,sampreg,plh0187,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
607,607,2019,Primary Level,West,Sometimes,0.30385,93,24757,0.23459,0.38244
608,608,2019,Primary Level,West,Often,0.2078,56,24757,0.15143,0.26427
609,609,2019,Lower Secondary Level,West,Very seldom,0.16528,410,24757,0.14448,0.1835
610,610,2019,Lower Secondary Level,West,Seldom,0.32838,659,24757,0.30168,0.36119
611,611,2019,Lower Secondary Level,West,Sometimes,0.3343,644,24757,0.30658,0.35786
612,612,2019,Lower Secondary Level,West,Often,0.13206,251,24757,0.11374,0.15086
613,613,2019,Lower Secondary Level,West,Very often,0.03997,71,24757,0.03146,0.04905
614,614,2019,Lower Secondary Level,East,Very seldom,0.18489,72,24757,0.13559,0.23702
615,615,2019,Lower Secondary Level,East,Seldom,0.38301,131,24757,0.31391,0.44551
616,616,2019,Lower Secondary Level,East,Sometimes,0.3085,108,24757,0.24021,0.38769
617,617,2019,Lower Secondary Level,East,Often,0.12359,46,24757,0.08434,0.16972
618,618,2019,Upper Secondary Level,West,Very seldom,0.22896,2003,24757,0.21819,0.23903
619,619,2019,Upper Secondary Level,West,Seldom,0.34917,3008,24757,0.3327,0.36144
620,620,2019,Upper Secondary Level,West,Sometimes,0.29203,2491,24757,0.27718,0.30458
621,621,2019,Upper Secondary Level,West,Often,0.10164,783,24757,0.09324,0.11063
622,622,2019,Upper Secondary Level,West,Very often,0.0282,203,24757,0.0237,0.0329
623,623,2019,Upper Secondary Level,East,Very seldom,0.20828,589,24757,0.19298,0.23067
624,624,2019,Upper Secondary Level,East,Seldom,0.35559,949,24757,0.33032,0.38285
625,625,2019,Upper Secondary Level,East,Sometimes,0.30178,737,24757,0.27647,0.32791
626,626,2019,Upper Secondary Level,East,Often,0.10706,262,24757,0.09462,0.12441
627,627,2019,Upper Secondary Level,East,Very often,0.02728,69,24757,0.02034,0.03529
628,628,2019,Post-secondary Non-tertiary Level,West,Very seldom,0.2633,488,24757,0.23545,0.29487
629,629,2019,Post-secondary Non-tertiary Level,West,Seldom,0.35606,668,24757,0.31823,0.38726
630,630,2019,Post-secondary Non-tertiary Level,West,Sometimes,0.27634,501,24757,0.24366,0.31343
631,631,2019,Post-secondary Non-tertiary Level,West,Often,0.08608,147,24757,0.07106,0.10571
632,632,2019,Post-secondary Non-tertiary Level,West,Very often,0.01822,42,24757,0.01188,0.02472
633,633,2019,Post-secondary Non-tertiary Level,East,Very seldom,0.28177,96,24757,0.21614,0.36518
634,634,2019,Post-secondary Non-tertiary Level,East,Seldom,0.3531,110,24757,0.28374,0.41828
635,635,2019,Post-secondary Non-tertiary Level,East,Sometimes,0.36513,82,24757,0.26458,0.46561
636,636,2019,First Stage of Tertiary Education,West,Very seldom,0.27682,332,24757,0.23653,0.32212
637,637,2019,First Stage of Tertiary Education,West,Seldom,0.37524,466,24757,0.33199,0.41518
638,638,2019,First Stage of Tertiary Education,West,Sometimes,0.27295,323,24757,0.23798,0.31319
639,639,2019,First Stage of Tertiary Education,West,Often,0.075,83,24757,0.05193,0.09685
640,640,2019,First Stage of Tertiary Education,East,Very seldom,0.21786,105,24757,0.16517,0.3032
641,641,2019,First Stage of Tertiary Education,East,Seldom,0.46078,185,24757,0.38137,0.57547
642,642,2019,First Stage of Tertiary Education,East,Sometimes,0.32136,117,24757,0.24688,0.3927
643,643,2019,Second Stage of Tertiary Education,West,Very seldom,0.2718,1540,24757,0.25663,0.28888
644,644,2019,Second Stage of Tertiary Education,West,Seldom,0.38518,2082,24757,0.36307,0.40569
645,645,2019,Second Stage of Tertiary Education,West,Sometimes,0.2666,1383,24757,0.25115,0.28555
646,646,2019,Second Stage of Tertiary Education,West,Often,0.06469,331,24757,0.05715,0.07243
647,647,2019,Second Stage of Tertiary Education,West,Very often,0.01172,66,24757,0.00864,0.01487
648,648,2019,Second Stage of Tertiary Education,East,Very seldom,0.23258,423,24757,0.2037,0.26088
649,649,2019,Second Stage of Tertiary Education,East,Seldom,0.40443,607,24757,0.36613,0.43948
650,650,2019,Second Stage of Tertiary Education,East,Sometimes,0.27759,421,24757,0.23096,0.32483
651,651,2019,Second Stage of Tertiary Education,East,Often,0.0854,108,24757,0.06466,0.1054
652,652,2020,Pre-primary Level,West,Very seldom,0.2326,57,24663,0.15749,0.33931
653,653,2020,Pre-primary Level,West,Seldom,0.35735,104,24663,0.27827,0.4301
654,654,2020,Pre-primary Level,West,Sometimes,0.41005,86,24663,0.31886,0.5339
655,655,2020,Primary Level,West,Very seldom,0.10245,89,24663,0.07046,0.14423
656,656,2020,Primary Level,West,Seldom,0.24709,134,24663,0.18212,0.31161
657,657,2020,Primary Level,West,Sometimes,0.45366,146,24663,0.3625,0.55308
658,658,2020,Primary Level,West,Often,0.1968,57,24663,0.14044,0.26089
659,659,2020,Lower Secondary Level,West,Very seldom,0.18483,410,24663,0.1614,0.21055
660,660,2020,Lower Secondary Level,West,Seldom,0.33279,684,24663,0.29845,0.37019
661,661,2020,Lower Secondary Level,West,Sometimes,0.31099,651,24663,0.2791,0.337
662,662,2020,Lower Secondary Level,West,Often,0.12328,267,24663,0.1057,0.14203
663,663,2020,Lower Secondary Level,West,Very often,0.04811,82,24663,0.03667,0.05929
664,664,2020,Lower Secondary Level,East,Very seldom,0.19596,69,24663,0.14953,0.24053
665,665,2020,Lower Secondary Level,East,Seldom,0.32073,120,24663,0.24455,0.39464
666,666,2020,Lower Secondary Level,East,Sometimes,0.33878,113,24663,0.25772,0.44521
667,667,2020,Lower Secondary Level,East,Often,0.14453,44,24663,0.11131,0.18462
668,668,2020,Upper Secondary Level,West,Very seldom,0.22839,1908,24663,0.21676,0.24217
669,669,2020,Upper Secondary Level,West,Seldom,0.34499,2889,24663,0.32687,0.36063
670,670,2020,Upper Secondary Level,West,Sometimes,0.28369,2342,24663,0.26969,0.29632
671,671,2020,Upper Secondary Level,West,Often,0.10911,864,24663,0.10181,0.11928
672,672,2020,Upper Secondary Level,West,Very often,0.03381,237,24663,0.02884,0.03911
673,673,2020,Upper Secondary Level,East,Very seldom,0.20192,528,24663,0.18244,0.22002
674,674,2020,Upper Secondary Level,East,Seldom,0.34157,915,24663,0.31837,0.36691
675,675,2020,Upper Secondary Level,East,Sometimes,0.29561,672,24663,0.27277,0.32455
676,676,2020,Upper Secondary Level,East,Often,0.12899,267,24663,0.11386,0.14782
677,677,2020,Upper Secondary Level,East,Very often,0.03191,72,24663,0.02383,0.04266
678,678,2020,Post-secondary Non-tertiary Level,West,Very seldom,0.2117,444,24663,0.18542,0.2393
679,679,2020,Post-secondary Non-tertiary Level,West,Seldom,0.378,698,24663,0.34259,0.4182
680,680,2020,Post-secondary Non-tertiary Level,West,Sometimes,0.26934,573,24663,0.23785,0.30105
681,681,2020,Post-secondary Non-tertiary Level,West,Often,0.12091,191,24663,0.09619,0.14432
682,682,2020,Post-secondary Non-tertiary Level,West,Very often,0.02005,43,24663,0.0141,0.02697
683,683,2020,Post-secondary Non-tertiary Level,East,Very seldom,0.19684,80,24663,0.1503,0.24459
684,684,2020,Post-secondary Non-tertiary Level,East,Seldom,0.51396,124,24663,0.41389,0.644
685,685,2020,Post-secondary Non-tertiary Level,East,Sometimes,0.2892,91,24663,0.21636,0.39374
686,686,2020,First Stage of Tertiary Education,West,Very seldom,0.20668,251,24663,0.18107,0.23283
687,687,2020,First Stage of Tertiary Education,West,Seldom,0.42414,445,24663,0.37889,0.47473
688,688,2020,First Stage of Tertiary Education,West,Sometimes,0.29247,278,24663,0.25351,0.33418
689,689,2020,First Stage of Tertiary Education,West,Often,0.07671,85,24663,0.05928,0.09546
690,690,2020,First Stage of Tertiary Education,East,Very seldom,0.18418,92,24663,0.13565,0.25123
691,691,2020,First Stage of Tertiary Education,East,Seldom,0.46515,160,24663,0.35992,0.56675
692,692,2020,First Stage of Tertiary Education,East,Sometimes,0.2443,100,24663,0.18648,0.29977
693,693,2020,First Stage of Tertiary Education,East,Often,0.10636,32,24663,0.0739,0.1409
694,694,2020,Second Stage of Tertiary Education,West,Very seldom,0.23962,1408,24663,0.22382,0.25712
695,695,2020,Second Stage of Tertiary Education,West,Seldom,0.39976,2187,24663,0.37557,0.42375
696,696,2020,Second Stage of Tertiary Education,West,Sometimes,0.28328,1546,24663,0.26931,0.3052
697,697,2020,Second Stage of Tertiary Education,West,Often,0.06584,390,24663,0.057,0.07517
698,698,2020,Second Stage of Tertiary Education,West,Very often,0.0115,76,24663,0.00826,0.01486
699,699,2020,Second Stage of Tertiary Education,East,Very seldom,0.22024,380,24663,0.18786,0.25832
700,700,2020,Second Stage of Tertiary Education,East,Seldom,0.38095,590,24663,0.33927,0.41735
701,701,2020,Second Stage of Tertiary Education,East,Sometimes,0.29509,443,24663,0.26377,0.33683
702,702,2020,Second Stage of Tertiary Education,East,Often,0.07774,118,24663,0.06494,0.09243
703,703,2020,Second Stage of Tertiary Education,East,Very often,0.02598,31,24663,0.0164,0.03868
704,704,2021,Pre-primary Level,West,Seldom,0.57818,61,16329,0.36343,0.79902
705,705,2021,Pre-primary Level,West,Sometimes,0.42182,55,16329,0.22102,0.69599
706,706,2021,Primary Level,West,Very seldom,0.15086,34,16329,0.09655,0.20692
707,707,2021,Primary Level,West,Seldom,0.30894,54,16329,0.21342,0.41861
708,708,2021,Primary Level,West,Sometimes,0.31619,52,16329,0.1999,0.45491
709,709,2021,Primary Level,West,Often,0.22401,32,16329,0.12102,0.35429
710,710,2021,Lower Secondary Level,West,Very seldom,0.19216,239,16329,0.16253,0.22546
711,711,2021,Lower Secondary Level,West,Seldom,0.34686,410,16329,0.30912,0.39052
712,712,2021,Lower Secondary Level,West,Sometimes,0.27449,287,16329,0.23916,0.32828
713,713,2021,Lower Secondary Level,West,Often,0.15799,174,16329,0.12919,0.19516
714,714,2021,Lower Secondary Level,West,Very often,0.02849,46,16329,0.01934,0.0376
715,715,2021,Lower Secondary Level,East,Very seldom,0.29393,57,16329,0.22615,0.36165
716,716,2021,Lower Secondary Level,East,Seldom,0.50208,71,16329,0.34536,0.70416
717,717,2021,Lower Secondary Level,East,Sometimes,0.20399,48,16329,0.13512,0.29316
718,718,2021,Upper Secondary Level,West,Very seldom,0.2178,1188,16329,0.20297,0.23375
719,719,2021,Upper Secondary Level,West,Seldom,0.3897,2059,16329,0.36869,0.41306
720,720,2021,Upper Secondary Level,West,Sometimes,0.26572,1406,16329,0.25213,0.28491
721,721,2021,Upper Secondary Level,West,Often,0.10443,543,16329,0.09353,0.11228
722,722,2021,Upper Secondary Level,West,Very often,0.02236,136,16329,0.01919,0.02752
723,723,2021,Upper Secondary Level,East,Very seldom,0.21901,365,16329,0.19166,0.24591
724,724,2021,Upper Secondary Level,East,Seldom,0.41108,644,16329,0.36845,0.45361
725,725,2021,Upper Secondary Level,East,Sometimes,0.2387,422,16329,0.21445,0.26493
726,726,2021,Upper Secondary Level,East,Often,0.11024,156,16329,0.09294,0.13464
727,727,2021,Upper Secondary Level,East,Very often,0.02097,34,16329,0.01392,0.03053
728,728,2021,Post-secondary Non-tertiary Level,West,Very seldom,0.21995,318,16329,0.18537,0.2519
729,729,2021,Post-secondary Non-tertiary Level,West,Seldom,0.38508,487,16329,0.33725,0.43571
730,730,2021,Post-secondary Non-tertiary Level,West,Sometimes,0.23372,340,16329,0.20267,0.26489
731,731,2021,Post-secondary Non-tertiary Level,West,Often,0.12113,130,16329,0.0927,0.14623
732,732,2021,Post-secondary Non-tertiary Level,West,Very often,0.04012,40,16329,0.02598,0.05848
733,733,2021,Post-secondary Non-tertiary Level,East,Very seldom,0.3007,58,16329,0.19015,0.45573
734,734,2021,Post-secondary Non-tertiary Level,East,Seldom,0.37877,84,16329,0.29491,0.48401
735,735,2021,Post-secondary Non-tertiary Level,East,Sometimes,0.32053,45,16329,0.19562,0.43541
736,736,2021,First Stage of Tertiary Education,West,Very seldom,0.26567,197,16329,0.217,0.3119
737,737,2021,First Stage of Tertiary Education,West,Seldom,0.39676,282,16329,0.3443,0.46479
738,738,2021,First Stage of Tertiary Education,West,Sometimes,0.25105,183,16329,0.20607,0.30248
739,739,2021,First Stage of Tertiary Education,West,Often,0.08653,58,16329,0.05649,0.11723
740,740,2021,First Stage of Tertiary Education,East,Very seldom,0.26004,74,16329,0.19416,0.35789
741,741,2021,First Stage of Tertiary Education,East,Seldom,0.54045,107,16329,0.39774,0.72255
742,742,2021,First Stage of Tertiary Education,East,Sometimes,0.1995,59,16329,0.14284,0.25439
743,743,2021,Second Stage of Tertiary Education,West,Very seldom,0.24158,1082,16329,0.22287,0.26107
744,744,2021,Second Stage of Tertiary Education,West,Seldom,0.41624,1690,16329,0.38931,0.44476
745,745,2021,Second Stage of Tertiary Education,West,Sometimes,0.26461,1064,16329,0.24644,0.28584
746,746,2021,Second Stage of Tertiary Education,West,Often,0.06572,283,16329,0.05615,0.07615
747,747,2021,Second Stage of Tertiary Education,West,Very often,0.01186,56,16329,0.00903,0.01469
748,748,2021,Second Stage of Tertiary Education,East,Very seldom,0.23648,290,16329,0.20456,0.27092
749,749,2021,Second Stage of Tertiary Education,East,Seldom,0.38941,454,16329,0.34796,0.43821
750,750,2021,Second Stage of Tertiary Education,East,Sometimes,0.27025,281,16329,0.23164,0.30866
751,751,2021,Second Stage of Tertiary Education,East,Often,0.10387,94,16329,0.08082,0.12807
