year,bula_h,migback,pli0079,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Berlin,No migration background,Never,0.07219,56,809,0.05435,0.09004
2019,Berlin,Direct migration background,At least once per week,0.43076,97,221,0.36532,0.49619
2019,Berlin,Direct migration background,At least once per month,0.22902,62,221,0.17349,0.28455
2019,Berlin,Direct migration background,Seldom,0.24145,62,221,0.18490,0.29800
2019,Berlin,Indirect migration background,At least once per week,0.44616,31,31,0.26828,0.62404
2019,Brandenburg,No migration background,At least once per week,0.13679,145,1003,0.11552,0.15807
2019,Brandenburg,No migration background,At least once per month,0.27381,349,1003,0.24620,0.30142
2019,Brandenburg,No migration background,Seldom,0.48347,412,1003,0.45252,0.51441
2019,Brandenburg,No migration background,Never,0.10288,97,1003,0.08407,0.12169
2019,Brandenburg,Direct migration background,At least once per month,0.27597,38,147,0.20346,0.34847
2019,Brandenburg,Direct migration background,Seldom,0.25437,66,147,0.18372,0.32501
2019,Brandenburg,Direct migration background,Never,0.25892,43,147,0.18786,0.32997
2019,Mecklenburg-Western Pomerania,No migration background,At least once per week,0.15834,105,578,0.12855,0.18813
2019,Mecklenburg-Western Pomerania,No migration background,At least once per month,0.36194,222,578,0.32273,0.40115
2019,Mecklenburg-Western Pomerania,No migration background,Seldom,0.39875,206,578,0.35879,0.43870
2019,Mecklenburg-Western Pomerania,No migration background,Never,0.07956,45,578,0.05748,0.10164
2019,Saxony,No migration background,At least once per week,0.13302,227,1513,0.11590,0.15014
2019,Saxony,No migration background,At least once per month,0.37570,578,1513,0.35129,0.40011
2019,Saxony,No migration background,Seldom,0.41441,606,1513,0.38958,0.43924
2019,Saxony,No migration background,Never,0.07259,102,1513,0.05951,0.08567
2019,Saxony,Direct migration background,At least once per week,0.23409,43,170,0.17025,0.29793
2019,Saxony,Direct migration background,At least once per month,0.41345,41,170,0.33920,0.48770
2019,Saxony,Direct migration background,Seldom,0.24511,52,170,0.18025,0.30996
2019,Saxony,Direct migration background,Never,0.10735,34,170,0.06068,0.15402
2019,Saxony-Anhalt,No migration background,At least once per week,0.14280,112,824,0.11890,0.16670
2019,Saxony-Anhalt,No migration background,At least once per month,0.31602,281,824,0.28425,0.34778
2019,Saxony-Anhalt,No migration background,Seldom,0.35256,320,824,0.31991,0.38520
2019,Saxony-Anhalt,No migration background,Never,0.18517,111,824,0.15863,0.21171
2019,Saxony-Anhalt,Direct migration background,At least once per month,0.23814,38,82,0.14538,0.33090
2019,Saxony-Anhalt,Direct migration background,Seldom,0.51504,44,82,0.40620,0.62388
2019,Thuringa,No migration background,At least once per week,0.14192,141,846,0.11839,0.16545
2019,Thuringa,No migration background,At least once per month,0.37087,312,846,0.33830,0.40344
2019,Thuringa,No migration background,Seldom,0.34219,311,846,0.31020,0.37418
2019,Thuringa,No migration background,Never,0.14301,82,846,0.11940,0.16661
2019,Thuringa,Direct migration background,At least once per month,0.47165,45,85,0.36490,0.57841
2019,Thuringa,Direct migration background,Seldom,0.24439,40,85,0.15249,0.33629
