year,bula_h,hhtyp,hgeqpinsul,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,Lower Saxony,Couple with children,No,0.23241,119,463,0.19390,0.27093
2022,Lower Saxony,Other Combinations,Yes,0.68356,63,63,0.56779,0.79933
2022,North Rhine-Westphalia,No answer / don't know,Yes,0.48811,52,52,0.35092,0.62530
2022,North Rhine-Westphalia,Single-person household,Yes,0.62282,637,1030,0.59320,0.65243
2022,North Rhine-Westphalia,Single-person household,No,0.37718,393,1030,0.34757,0.40680
2022,North Rhine-Westphalia,Couple without children,Yes,0.71882,814,1158,0.69292,0.74473
2022,North Rhine-Westphalia,Couple without children,No,0.28118,344,1158,0.25527,0.30708
2022,North Rhine-Westphalia,Single parent,Yes,0.49010,116,202,0.42099,0.55921
2022,North Rhine-Westphalia,Single parent,No,0.50990,86,202,0.44079,0.57901
2022,North Rhine-Westphalia,Couple with children,Yes,0.69389,786,1098,0.66661,0.72116
2022,North Rhine-Westphalia,Couple with children,No,0.30611,312,1098,0.27884,0.33339
2022,North Rhine-Westphalia,Other Combinations,Yes,0.68823,146,222,0.62716,0.74930
2022,North Rhine-Westphalia,Other Combinations,No,0.31177,76,222,0.25070,0.37284
2022,Hesse,Single-person household,Yes,0.62621,229,364,0.57644,0.67599
2022,Hesse,Single-person household,No,0.37379,135,364,0.32401,0.42356
2022,Hesse,Couple without children,Yes,0.64407,239,374,0.59548,0.69266
2022,Hesse,Couple without children,No,0.35593,135,374,0.30734,0.40452
2022,Hesse,Single parent,Yes,0.46987,38,73,0.35459,0.58515
2022,Hesse,Single parent,No,0.53013,35,73,0.41485,0.64541
2022,Hesse,Couple with children,Yes,0.68679,214,317,0.63565,0.73793
2022,Hesse,Couple with children,No,0.31321,103,317,0.26207,0.36435
2022,Hesse,Other Combinations,Yes,0.58016,38,38,0.42114,0.73919
2022,"Rhineland-Palatinate, Saarland",Single-person household,Yes,0.54168,139,251,0.47991,0.60344
2022,"Rhineland-Palatinate, Saarland",Single-person household,No,0.45832,112,251,0.39656,0.52009
2022,"Rhineland-Palatinate, Saarland",Couple without children,Yes,0.69474,190,267,0.63940,0.75008
2022,"Rhineland-Palatinate, Saarland",Couple without children,No,0.30526,77,267,0.24992,0.36060
2022,"Rhineland-Palatinate, Saarland",Couple with children,Yes,0.79672,160,219,0.74330,0.85014
2022,"Rhineland-Palatinate, Saarland",Couple with children,No,0.20328,59,219,0.14986,0.25670
2022,"Rhineland-Palatinate, Saarland",Other Combinations,Yes,0.64227,35,35,0.48115,0.80339
2022,Baden-Wuerttemberg,No answer / don't know,Yes,0.46370,35,35,0.29607,0.63132
2022,Baden-Wuerttemberg,Single-person household,Yes,0.54920,320,588,0.50895,0.58945
2022,Baden-Wuerttemberg,Single-person household,No,0.45080,268,588,0.41055,0.49105
2022,Baden-Wuerttemberg,Couple without children,Yes,0.63371,411,622,0.59581,0.67160
2022,Baden-Wuerttemberg,Couple without children,No,0.36629,211,622,0.32840,0.40419
2022,Baden-Wuerttemberg,Single parent,Yes,0.50875,57,105,0.41266,0.60483
2022,Baden-Wuerttemberg,Single parent,No,0.49125,48,105,0.39517,0.58734
2022,Baden-Wuerttemberg,Couple with children,Yes,0.74362,538,708,0.71143,0.77581
2022,Baden-Wuerttemberg,Couple with children,No,0.25638,170,708,0.22419,0.28857
2022,Baden-Wuerttemberg,Other Combinations,Yes,0.69789,112,153,0.62489,0.77089
2022,Baden-Wuerttemberg,Other Combinations,No,0.30211,41,153,0.22911,0.37511
2022,Bavaria,No answer / don't know,Yes,0.62692,43,78,0.51890,0.73495
2022,Bavaria,No answer / don't know,No,0.37308,35,78,0.26505,0.48110
2022,Bavaria,Single-person household,Yes,0.49931,449,830,0.46528,0.53335
2022,Bavaria,Single-person household,No,0.50069,381,830,0.46665,0.53472
2022,Bavaria,Couple without children,Yes,0.66569,583,882,0.63454,0.69684
2022,Bavaria,Couple without children,No,0.33431,299,882,0.30316,0.36546
2022,Bavaria,Single parent,Yes,0.43881,88,175,0.36507,0.51254
2022,Bavaria,Single parent,No,0.56119,87,175,0.48746,0.63493
2022,Bavaria,Couple with children,Yes,0.63680,556,833,0.60412,0.66948
2022,Bavaria,Couple with children,No,0.36320,277,833,0.33052,0.39588
2022,Bavaria,Other Combinations,Yes,0.62340,121,183,0.55301,0.69380
2022,Bavaria,Other Combinations,No,0.37660,62,183,0.30620,0.44699
2022,Berlin,Single-person household,Yes,0.57065,233,436,0.52413,0.61716
2022,Berlin,Single-person household,No,0.42935,203,436,0.38284,0.47587
2022,Berlin,Couple without children,Yes,0.67627,205,332,0.62586,0.72668
2022,Berlin,Couple without children,No,0.32373,127,332,0.27332,0.37414
2022,Berlin,Single parent,Yes,0.64657,35,35,0.48589,0.80726
2022,Berlin,Couple with children,Yes,0.65063,128,188,0.58229,0.71896
2022,Berlin,Couple with children,No,0.34937,60,188,0.28104,0.41771
2022,Berlin,Other Combinations,Yes,0.57709,31,31,0.40031,0.75387
2022,Brandenburg,Single-person household,Yes,0.69136,126,183,0.62424,0.75847
2022,Brandenburg,Single-person household,No,0.30864,57,183,0.24153,0.37576
2022,Brandenburg,Couple without children,Yes,0.83040,192,236,0.78241,0.87838
2022,Brandenburg,Couple without children,No,0.16960,44,236,0.12162,0.21759
2022,Brandenburg,Couple with children,Yes,0.81802,150,193,0.76344,0.87259
2022,Brandenburg,Couple with children,No,0.18198,43,193,0.12741,0.23656
2022,Mecklenburg-Western Pomerania,Single-person household,Yes,0.79300,116,116,0.71895,0.86705
2022,Mecklenburg-Western Pomerania,Couple without children,Yes,0.76039,99,99,0.67588,0.84490
2022,Mecklenburg-Western Pomerania,Couple with children,Yes,0.74245,69,69,0.63851,0.84638
2022,Saxony,Single-person household,Yes,0.59713,237,369,0.54701,0.64724
2022,Saxony,Single-person household,No,0.40287,132,369,0.35276,0.45299
2022,Saxony,Couple without children,Yes,0.68657,266,387,0.64029,0.73284
2022,Saxony,Couple without children,No,0.31343,121,387,0.26716,0.35971
2022,Saxony,Single parent,Yes,0.66498,64,99,0.57153,0.75844
2022,Saxony,Single parent,No,0.33502,35,99,0.24156,0.42847
2022,Saxony,Couple with children,Yes,0.71211,236,316,0.66210,0.76211
2022,Saxony,Couple with children,No,0.28789,80,316,0.23789,0.33790
2022,Saxony,Other Combinations,Yes,0.76705,41,41,0.63605,0.89805
2022,Saxony-Anhalt,Single-person household,Yes,0.70018,135,189,0.63468,0.76567
2022,Saxony-Anhalt,Single-person household,No,0.29982,54,189,0.23433,0.36532
2022,Saxony-Anhalt,Couple without children,Yes,0.81240,149,195,0.75747,0.86734
2022,Saxony-Anhalt,Couple without children,No,0.18760,46,195,0.13266,0.24253
2022,Saxony-Anhalt,Single parent,Yes,0.95079,40,40,0.88290,1.01868
2022,Saxony-Anhalt,Couple with children,Yes,0.84560,126,170,0.79112,0.90008
2022,Saxony-Anhalt,Couple with children,No,0.15440,44,170,0.09992,0.20888
2022,Thuringa,Single-person household,Yes,0.71107,113,169,0.64253,0.77962
2022,Thuringa,Single-person household,No,0.28893,56,169,0.22038,0.35747
2022,Thuringa,Couple without children,Yes,0.68002,115,160,0.60751,0.75253
2022,Thuringa,Couple without children,No,0.31998,45,160,0.24747,0.39249
2022,Thuringa,Couple with children,Yes,0.69912,111,153,0.62620,0.77203
2022,Thuringa,Couple with children,No,0.30088,42,153,0.22797,0.37380
