,Unnamed: 0,year,age_gr,quintil_oecd,plh0040,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
571,571,2004,66 and older,1st Quintile,Somewhat concerned,0.43172,264,21488,0.40129,0.46388
572,572,2004,66 and older,1st Quintile,Not concerned at all,0.07676,50,21488,0.0668,0.08594
573,573,2004,66 and older,2nd Quintile,Very concerned,0.63265,554,21488,0.60785,0.65938
574,574,2004,66 and older,2nd Quintile,Somewhat concerned,0.30593,288,21488,0.29177,0.32364
575,575,2004,66 and older,2nd Quintile,Not concerned at all,0.06142,55,21488,0.05311,0.07073
576,576,2004,66 and older,3rd Quintile,Very concerned,0.59016,468,21488,0.56269,0.61801
577,577,2004,66 and older,3rd Quintile,Somewhat concerned,0.34303,263,21488,0.31998,0.36296
578,578,2004,66 and older,3rd Quintile,Not concerned at all,0.06681,47,21488,0.05688,0.07772
579,579,2004,66 and older,4th Quintile,Very concerned,0.58193,408,21488,0.55282,0.62145
580,580,2004,66 and older,4th Quintile,Somewhat concerned,0.36949,261,21488,0.34174,0.39971
581,581,2004,66 and older,4th Quintile,Not concerned at all,0.04858,37,21488,0.04118,0.0572
582,582,2004,66 and older,5th Quintile,Very concerned,0.51906,370,21488,0.47788,0.56146
583,583,2004,66 and older,5th Quintile,Somewhat concerned,0.41017,306,21488,0.37427,0.4493
584,584,2004,66 and older,5th Quintile,Not concerned at all,0.07077,58,21488,0.05562,0.08834
585,585,2005,17-29 y.,1st Quintile,Very concerned,0.3808,336,20590,0.34564,0.42376
586,586,2005,17-29 y.,1st Quintile,Somewhat concerned,0.44775,415,20590,0.41477,0.487
587,587,2005,17-29 y.,1st Quintile,Not concerned at all,0.17145,162,20590,0.15032,0.19214
588,588,2005,17-29 y.,2nd Quintile,Very concerned,0.3922,268,20590,0.34764,0.44273
589,589,2005,17-29 y.,2nd Quintile,Somewhat concerned,0.4581,336,20590,0.42004,0.50079
590,590,2005,17-29 y.,2nd Quintile,Not concerned at all,0.14969,122,20590,0.12853,0.17458
591,591,2005,17-29 y.,3rd Quintile,Very concerned,0.36745,242,20590,0.32443,0.41529
592,592,2005,17-29 y.,3rd Quintile,Somewhat concerned,0.46141,339,20590,0.41359,0.51119
593,593,2005,17-29 y.,3rd Quintile,Not concerned at all,0.17114,116,20590,0.1482,0.19563
594,594,2005,17-29 y.,4th Quintile,Very concerned,0.34239,239,20590,0.30595,0.38772
595,595,2005,17-29 y.,4th Quintile,Somewhat concerned,0.51096,377,20590,0.46911,0.56887
596,596,2005,17-29 y.,4th Quintile,Not concerned at all,0.14665,103,20590,0.12149,0.17743
597,597,2005,17-29 y.,5th Quintile,Very concerned,0.3038,215,20590,0.26879,0.33995
598,598,2005,17-29 y.,5th Quintile,Somewhat concerned,0.48336,377,20590,0.44031,0.53113
599,599,2005,17-29 y.,5th Quintile,Not concerned at all,0.21284,164,20590,0.17749,0.24796
600,600,2005,30-45 y.,1st Quintile,Very concerned,0.51305,425,20590,0.47142,0.55608
601,601,2005,30-45 y.,1st Quintile,Somewhat concerned,0.38273,352,20590,0.35215,0.4131
602,602,2005,30-45 y.,1st Quintile,Not concerned at all,0.10422,86,20590,0.08932,0.11682
603,603,2005,30-45 y.,2nd Quintile,Very concerned,0.48694,495,20590,0.45247,0.52299
604,604,2005,30-45 y.,2nd Quintile,Somewhat concerned,0.44305,476,20590,0.40639,0.48137
605,605,2005,30-45 y.,2nd Quintile,Not concerned at all,0.07,68,20590,0.05804,0.08251
606,606,2005,30-45 y.,3rd Quintile,Very concerned,0.47546,569,20590,0.44502,0.50994
607,607,2005,30-45 y.,3rd Quintile,Somewhat concerned,0.44403,509,20590,0.41304,0.47176
608,608,2005,30-45 y.,3rd Quintile,Not concerned at all,0.08051,85,20590,0.06633,0.09455
609,609,2005,30-45 y.,4th Quintile,Very concerned,0.40448,547,20590,0.37473,0.4343
610,610,2005,30-45 y.,4th Quintile,Somewhat concerned,0.49167,655,20590,0.46412,0.52092
611,611,2005,30-45 y.,4th Quintile,Not concerned at all,0.10384,145,20590,0.09169,0.1199
612,612,2005,30-45 y.,5th Quintile,Very concerned,0.32755,561,20590,0.303,0.35559
613,613,2005,30-45 y.,5th Quintile,Somewhat concerned,0.53068,816,20590,0.49232,0.56232
614,614,2005,30-45 y.,5th Quintile,Not concerned at all,0.14177,270,20590,0.12798,0.15762
615,615,2005,46-65 y.,1st Quintile,Very concerned,0.58365,448,20590,0.54782,0.62094
616,616,2005,46-65 y.,1st Quintile,Somewhat concerned,0.356,280,20590,0.32755,0.38247
617,617,2005,46-65 y.,1st Quintile,Not concerned at all,0.06034,47,20590,0.05021,0.07021
618,618,2005,46-65 y.,2nd Quintile,Very concerned,0.55084,549,20590,0.51218,0.58388
619,619,2005,46-65 y.,2nd Quintile,Somewhat concerned,0.37431,358,20590,0.34643,0.40362
620,620,2005,46-65 y.,2nd Quintile,Not concerned at all,0.07485,66,20590,0.06148,0.09071
621,621,2005,46-65 y.,3rd Quintile,Very concerned,0.5734,631,20590,0.5392,0.61168
622,622,2005,46-65 y.,3rd Quintile,Somewhat concerned,0.36771,406,20590,0.34104,0.39009
623,623,2005,46-65 y.,3rd Quintile,Not concerned at all,0.05888,66,20590,0.04737,0.06772
624,624,2005,46-65 y.,4th Quintile,Very concerned,0.53293,754,20590,0.50288,0.56666
625,625,2005,46-65 y.,4th Quintile,Somewhat concerned,0.4019,587,20590,0.37278,0.42796
626,626,2005,46-65 y.,4th Quintile,Not concerned at all,0.06517,92,20590,0.05431,0.07556
627,627,2005,46-65 y.,5th Quintile,Very concerned,0.45418,1113,20590,0.4261,0.48122
628,628,2005,46-65 y.,5th Quintile,Somewhat concerned,0.45075,1270,20590,0.42751,0.47731
629,629,2005,46-65 y.,5th Quintile,Not concerned at all,0.09506,318,20590,0.08711,0.1063
630,630,2005,66 and older,1st Quintile,Very concerned,0.61217,361,20590,0.57355,0.64901
631,631,2005,66 and older,1st Quintile,Somewhat concerned,0.32198,185,20590,0.29776,0.34606
632,632,2005,66 and older,1st Quintile,Not concerned at all,0.06585,38,20590,0.05515,0.07688
633,633,2005,66 and older,2nd Quintile,Very concerned,0.6536,610,20590,0.62535,0.6789
634,634,2005,66 and older,2nd Quintile,Somewhat concerned,0.2898,271,20590,0.27061,0.3084
635,635,2005,66 and older,2nd Quintile,Not concerned at all,0.0566,54,20590,0.04934,0.06486
636,636,2005,66 and older,3rd Quintile,Very concerned,0.63016,484,20590,0.6039,0.66444
637,637,2005,66 and older,3rd Quintile,Somewhat concerned,0.31015,233,20590,0.28797,0.33376
638,638,2005,66 and older,3rd Quintile,Not concerned at all,0.05969,36,20590,0.04979,0.06958
639,639,2005,66 and older,4th Quintile,Very concerned,0.62043,430,20590,0.58806,0.65554
640,640,2005,66 and older,4th Quintile,Somewhat concerned,0.3376,221,20590,0.30959,0.36336
641,641,2005,66 and older,4th Quintile,Not concerned at all,0.04197,31,20590,0.03478,0.04979
642,642,2005,66 and older,5th Quintile,Very concerned,0.59021,422,20590,0.53863,0.64058
643,643,2005,66 and older,5th Quintile,Somewhat concerned,0.35041,302,20590,0.31701,0.38211
644,644,2005,66 and older,5th Quintile,Not concerned at all,0.05938,57,20590,0.04682,0.07258
645,645,2006,17-29 y.,1st Quintile,Very concerned,0.36541,267,19209,0.32046,0.4001
646,646,2006,17-29 y.,1st Quintile,Somewhat concerned,0.43392,362,19209,0.39083,0.47038
647,647,2006,17-29 y.,1st Quintile,Not concerned at all,0.20068,153,19209,0.17263,0.23426
648,648,2006,17-29 y.,2nd Quintile,Very concerned,0.40589,224,19209,0.35273,0.44465
649,649,2006,17-29 y.,2nd Quintile,Somewhat concerned,0.46234,269,19209,0.40986,0.52604
650,650,2006,17-29 y.,2nd Quintile,Not concerned at all,0.13178,86,19209,0.11056,0.15464
651,651,2006,17-29 y.,3rd Quintile,Very concerned,0.35533,214,19209,0.3059,0.40382
652,652,2006,17-29 y.,3rd Quintile,Somewhat concerned,0.47925,309,19209,0.42126,0.53541
653,653,2006,17-29 y.,3rd Quintile,Not concerned at all,0.16542,92,19209,0.14058,0.19486
654,654,2006,17-29 y.,4th Quintile,Very concerned,0.32078,212,19209,0.28085,0.35761
655,655,2006,17-29 y.,4th Quintile,Somewhat concerned,0.49614,341,19209,0.45283,0.53989
656,656,2006,17-29 y.,4th Quintile,Not concerned at all,0.18308,118,19209,0.15302,0.21522
657,657,2006,17-29 y.,5th Quintile,Very concerned,0.25826,158,19209,0.2203,0.29797
658,658,2006,17-29 y.,5th Quintile,Somewhat concerned,0.52645,319,19209,0.46439,0.61044
659,659,2006,17-29 y.,5th Quintile,Not concerned at all,0.2153,142,19209,0.18185,0.26844
660,660,2006,30-45 y.,1st Quintile,Very concerned,0.49794,382,19209,0.45895,0.53968
661,661,2006,30-45 y.,1st Quintile,Somewhat concerned,0.40179,344,19209,0.37386,0.43251
662,662,2006,30-45 y.,1st Quintile,Not concerned at all,0.10027,72,19209,0.08226,0.11954
663,663,2006,30-45 y.,2nd Quintile,Very concerned,0.50172,446,19209,0.46713,0.54001
664,664,2006,30-45 y.,2nd Quintile,Somewhat concerned,0.43955,448,19209,0.41304,0.47817
665,665,2006,30-45 y.,2nd Quintile,Not concerned at all,0.05874,59,19209,0.04694,0.07322
666,666,2006,30-45 y.,3rd Quintile,Very concerned,0.40122,463,19209,0.37151,0.43309
667,667,2006,30-45 y.,3rd Quintile,Somewhat concerned,0.482,543,19209,0.44593,0.51678
668,668,2006,30-45 y.,3rd Quintile,Not concerned at all,0.11677,99,19209,0.09962,0.13611
669,669,2006,30-45 y.,4th Quintile,Very concerned,0.38137,459,19209,0.35484,0.4139
670,670,2006,30-45 y.,4th Quintile,Somewhat concerned,0.49823,621,19209,0.47044,0.52597
671,671,2006,30-45 y.,4th Quintile,Not concerned at all,0.1204,143,19209,0.10349,0.13763
672,672,2006,30-45 y.,5th Quintile,Very concerned,0.31038,440,19209,0.27689,0.33642
673,673,2006,30-45 y.,5th Quintile,Somewhat concerned,0.50674,755,19209,0.47493,0.54008
674,674,2006,30-45 y.,5th Quintile,Not concerned at all,0.18288,258,19209,0.16193,0.20381
675,675,2006,46-65 y.,1st Quintile,Very concerned,0.47962,390,19209,0.44295,0.50945
676,676,2006,46-65 y.,1st Quintile,Somewhat concerned,0.41571,309,19209,0.38432,0.44818
677,677,2006,46-65 y.,1st Quintile,Not concerned at all,0.10466,84,19209,0.08791,0.12238
678,678,2006,46-65 y.,2nd Quintile,Very concerned,0.52621,423,19209,0.4886,0.56259
679,679,2006,46-65 y.,2nd Quintile,Somewhat concerned,0.37886,314,19209,0.34997,0.41186
680,680,2006,46-65 y.,2nd Quintile,Not concerned at all,0.09493,72,19209,0.08273,0.11073
681,681,2006,46-65 y.,3rd Quintile,Very concerned,0.5006,505,19209,0.46902,0.53082
682,682,2006,46-65 y.,3rd Quintile,Somewhat concerned,0.43014,464,19209,0.39432,0.46286
683,683,2006,46-65 y.,3rd Quintile,Not concerned at all,0.06926,70,19209,0.05339,0.08248
684,684,2006,46-65 y.,4th Quintile,Very concerned,0.46736,631,19209,0.43628,0.49725
685,685,2006,46-65 y.,4th Quintile,Somewhat concerned,0.47093,652,19209,0.4418,0.50499
686,686,2006,46-65 y.,4th Quintile,Not concerned at all,0.0617,96,19209,0.04971,0.07326
687,687,2006,46-65 y.,5th Quintile,Very concerned,0.39397,946,19209,0.37261,0.41807
688,688,2006,46-65 y.,5th Quintile,Somewhat concerned,0.48641,1332,19209,0.46233,0.51504
689,689,2006,46-65 y.,5th Quintile,Not concerned at all,0.11961,335,19209,0.10566,0.1325
690,690,2006,66 and older,1st Quintile,Very concerned,0.49543,292,19209,0.46268,0.5266
691,691,2006,66 and older,1st Quintile,Somewhat concerned,0.43593,235,19209,0.40623,0.46771
692,692,2006,66 and older,1st Quintile,Not concerned at all,0.06864,34,19209,0.05806,0.08186
693,693,2006,66 and older,2nd Quintile,Very concerned,0.59715,552,19209,0.56936,0.62264
694,694,2006,66 and older,2nd Quintile,Somewhat concerned,0.36485,323,19209,0.34246,0.38826
695,695,2006,66 and older,2nd Quintile,Not concerned at all,0.038,40,19209,0.03253,0.04392
696,696,2006,66 and older,3rd Quintile,Very concerned,0.56984,508,19209,0.544,0.59623
697,697,2006,66 and older,3rd Quintile,Somewhat concerned,0.37208,312,19209,0.34219,0.39804
698,698,2006,66 and older,3rd Quintile,Not concerned at all,0.05807,40,19209,0.04941,0.06731
699,699,2006,66 and older,4th Quintile,Very concerned,0.57822,366,19209,0.54424,0.6186
700,700,2006,66 and older,4th Quintile,Somewhat concerned,0.36445,249,19209,0.33521,0.39483
701,701,2006,66 and older,4th Quintile,Not concerned at all,0.05733,35,19209,0.04647,0.06975
702,702,2006,66 and older,5th Quintile,Very concerned,0.49272,369,19209,0.44803,0.52828
703,703,2006,66 and older,5th Quintile,Somewhat concerned,0.42724,366,19209,0.38947,0.46491
704,704,2006,66 and older,5th Quintile,Not concerned at all,0.08005,67,19209,0.06499,0.09843
705,705,2007,17-29 y.,1st Quintile,Very concerned,0.35404,287,20370,0.32102,0.38958
706,706,2007,17-29 y.,1st Quintile,Somewhat concerned,0.47135,396,20370,0.43567,0.51384
707,707,2007,17-29 y.,1st Quintile,Not concerned at all,0.17461,150,20370,0.1511,0.19712
708,708,2007,17-29 y.,2nd Quintile,Very concerned,0.37697,243,20370,0.32634,0.42539
709,709,2007,17-29 y.,2nd Quintile,Somewhat concerned,0.45981,301,20370,0.40967,0.51088
710,710,2007,17-29 y.,2nd Quintile,Not concerned at all,0.16322,108,20370,0.13518,0.19031
711,711,2007,17-29 y.,3rd Quintile,Very concerned,0.40652,239,20370,0.35868,0.45063
712,712,2007,17-29 y.,3rd Quintile,Somewhat concerned,0.42759,277,20370,0.38285,0.45955
713,713,2007,17-29 y.,3rd Quintile,Not concerned at all,0.16589,114,20370,0.14017,0.18792
714,714,2007,17-29 y.,4th Quintile,Very concerned,0.3382,208,20370,0.28326,0.39153
715,715,2007,17-29 y.,4th Quintile,Somewhat concerned,0.48317,338,20370,0.43739,0.53226
716,716,2007,17-29 y.,4th Quintile,Not concerned at all,0.17863,109,20370,0.14845,0.21263
717,717,2007,17-29 y.,5th Quintile,Very concerned,0.29386,160,20370,0.254,0.33174
718,718,2007,17-29 y.,5th Quintile,Somewhat concerned,0.5072,298,20370,0.45391,0.57113
719,719,2007,17-29 y.,5th Quintile,Not concerned at all,0.19893,134,20370,0.16613,0.24161
720,720,2007,30-45 y.,1st Quintile,Very concerned,0.4544,340,20370,0.41468,0.49521
721,721,2007,30-45 y.,1st Quintile,Somewhat concerned,0.44265,349,20370,0.39779,0.49238
722,722,2007,30-45 y.,1st Quintile,Not concerned at all,0.10295,78,20370,0.08467,0.11917
723,723,2007,30-45 y.,2nd Quintile,Very concerned,0.48244,479,20370,0.44631,0.51858
724,724,2007,30-45 y.,2nd Quintile,Somewhat concerned,0.43727,471,20370,0.4073,0.46976
725,725,2007,30-45 y.,2nd Quintile,Not concerned at all,0.08029,80,20370,0.06706,0.09638
726,726,2007,30-45 y.,3rd Quintile,Very concerned,0.42518,478,20370,0.38999,0.45591
727,727,2007,30-45 y.,3rd Quintile,Somewhat concerned,0.46419,526,20370,0.43434,0.4999
728,728,2007,30-45 y.,3rd Quintile,Not concerned at all,0.11063,113,20370,0.09242,0.13037
729,729,2007,30-45 y.,4th Quintile,Very concerned,0.3805,511,20370,0.35029,0.40491
730,730,2007,30-45 y.,4th Quintile,Somewhat concerned,0.47787,615,20370,0.44612,0.51383
731,731,2007,30-45 y.,4th Quintile,Not concerned at all,0.14162,168,20370,0.12113,0.15823
732,732,2007,30-45 y.,5th Quintile,Very concerned,0.29252,439,20370,0.26629,0.32177
733,733,2007,30-45 y.,5th Quintile,Somewhat concerned,0.51727,755,20370,0.48343,0.54883
734,734,2007,30-45 y.,5th Quintile,Not concerned at all,0.19021,280,20370,0.17053,0.21108
735,735,2007,46-65 y.,1st Quintile,Very concerned,0.49176,419,20370,0.45379,0.52721
736,736,2007,46-65 y.,1st Quintile,Somewhat concerned,0.38972,319,20370,0.35725,0.42616
737,737,2007,46-65 y.,1st Quintile,Not concerned at all,0.11852,101,20370,0.10168,0.13777
738,738,2007,46-65 y.,2nd Quintile,Very concerned,0.48946,444,20370,0.45858,0.528
739,739,2007,46-65 y.,2nd Quintile,Somewhat concerned,0.44301,374,20370,0.40819,0.47293
740,740,2007,46-65 y.,2nd Quintile,Not concerned at all,0.06753,50,20370,0.0549,0.081
741,741,2007,46-65 y.,3rd Quintile,Very concerned,0.48254,533,20370,0.4523,0.51255
742,742,2007,46-65 y.,3rd Quintile,Somewhat concerned,0.4397,501,20370,0.40971,0.46948
743,743,2007,46-65 y.,3rd Quintile,Not concerned at all,0.07775,92,20370,0.06437,0.08953
744,744,2007,46-65 y.,4th Quintile,Very concerned,0.47962,733,20370,0.45546,0.50883
745,745,2007,46-65 y.,4th Quintile,Somewhat concerned,0.45422,693,20370,0.42733,0.48145
746,746,2007,46-65 y.,4th Quintile,Not concerned at all,0.06616,114,20370,0.05463,0.0773
747,747,2007,46-65 y.,5th Quintile,Very concerned,0.4059,1015,20370,0.37928,0.42957
748,748,2007,46-65 y.,5th Quintile,Somewhat concerned,0.48205,1303,20370,0.45618,0.51005
749,749,2007,46-65 y.,5th Quintile,Not concerned at all,0.11206,330,20370,0.10163,0.12679
750,750,2007,66 and older,1st Quintile,Very concerned,0.54917,395,20370,0.51671,0.58006
751,751,2007,66 and older,1st Quintile,Somewhat concerned,0.36195,253,20370,0.33287,0.39262
752,752,2007,66 and older,1st Quintile,Not concerned at all,0.08888,56,20370,0.07651,0.10296
753,753,2007,66 and older,2nd Quintile,Very concerned,0.62069,635,20370,0.59424,0.65487
754,754,2007,66 and older,2nd Quintile,Somewhat concerned,0.3128,294,20370,0.29458,0.33471
755,755,2007,66 and older,2nd Quintile,Not concerned at all,0.06651,57,20370,0.05645,0.07711
756,756,2007,66 and older,3rd Quintile,Very concerned,0.60838,580,20370,0.57719,0.63931
757,757,2007,66 and older,3rd Quintile,Somewhat concerned,0.34147,319,20370,0.3207,0.36393
758,758,2007,66 and older,3rd Quintile,Not concerned at all,0.05015,44,20370,0.04046,0.06019
759,759,2007,66 and older,4th Quintile,Very concerned,0.56726,451,20370,0.53162,0.6022
760,760,2007,66 and older,4th Quintile,Somewhat concerned,0.36374,301,20370,0.33118,0.39474
761,761,2007,66 and older,4th Quintile,Not concerned at all,0.069,52,20370,0.05962,0.07911
762,762,2007,66 and older,5th Quintile,Very concerned,0.50222,407,20370,0.46534,0.54476
763,763,2007,66 and older,5th Quintile,Somewhat concerned,0.42806,395,20370,0.38983,0.46786
764,764,2007,66 and older,5th Quintile,Not concerned at all,0.06972,66,20370,0.05406,0.08767
765,765,2008,17-29 y.,1st Quintile,Very concerned,0.32719,252,19239,0.28485,0.36678
766,766,2008,17-29 y.,1st Quintile,Somewhat concerned,0.4693,366,19239,0.43326,0.50746
767,767,2008,17-29 y.,1st Quintile,Not concerned at all,0.20351,163,19239,0.17673,0.2292
768,768,2008,17-29 y.,2nd Quintile,Very concerned,0.32148,186,19239,0.26986,0.37293
769,769,2008,17-29 y.,2nd Quintile,Somewhat concerned,0.49367,274,19239,0.44063,0.53567
770,770,2008,17-29 y.,2nd Quintile,Not concerned at all,0.18486,109,19239,0.15868,0.21519
771,771,2008,17-29 y.,3rd Quintile,Very concerned,0.3046,202,19239,0.27161,0.34246
772,772,2008,17-29 y.,3rd Quintile,Somewhat concerned,0.5131,312,19239,0.45983,0.57118
773,773,2008,17-29 y.,3rd Quintile,Not concerned at all,0.1823,120,19239,0.15233,0.2119
774,774,2008,17-29 y.,4th Quintile,Very concerned,0.2728,155,19239,0.23392,0.32061
775,775,2008,17-29 y.,4th Quintile,Somewhat concerned,0.53836,336,19239,0.4845,0.59029
776,776,2008,17-29 y.,4th Quintile,Not concerned at all,0.18884,113,19239,0.15044,0.23461
777,777,2008,17-29 y.,5th Quintile,Very concerned,0.279,154,19239,0.23803,0.32081
778,778,2008,17-29 y.,5th Quintile,Somewhat concerned,0.49381,267,19239,0.42291,0.56815
779,779,2008,17-29 y.,5th Quintile,Not concerned at all,0.22718,134,19239,0.18985,0.26604
780,780,2008,30-45 y.,1st Quintile,Very concerned,0.4541,314,19239,0.40637,0.48941
781,781,2008,30-45 y.,1st Quintile,Somewhat concerned,0.4025,307,19239,0.35772,0.43708
782,782,2008,30-45 y.,1st Quintile,Not concerned at all,0.1434,97,19239,0.12068,0.16592
783,783,2008,30-45 y.,2nd Quintile,Very concerned,0.4166,384,19239,0.38272,0.45613
784,784,2008,30-45 y.,2nd Quintile,Somewhat concerned,0.46017,438,19239,0.42535,0.49501
785,785,2008,30-45 y.,2nd Quintile,Not concerned at all,0.12323,91,19239,0.10428,0.14407
786,786,2008,30-45 y.,3rd Quintile,Very concerned,0.36204,394,19239,0.33023,0.39335
787,787,2008,30-45 y.,3rd Quintile,Somewhat concerned,0.50169,558,19239,0.46194,0.53702
788,788,2008,30-45 y.,3rd Quintile,Not concerned at all,0.13627,136,19239,0.11506,0.15305
789,789,2008,30-45 y.,4th Quintile,Very concerned,0.33933,363,19239,0.30727,0.3684
790,790,2008,30-45 y.,4th Quintile,Somewhat concerned,0.51707,592,19239,0.48231,0.55254
791,791,2008,30-45 y.,4th Quintile,Not concerned at all,0.1436,178,19239,0.12555,0.16158
792,792,2008,30-45 y.,5th Quintile,Very concerned,0.24651,326,19239,0.22132,0.27338
793,793,2008,30-45 y.,5th Quintile,Somewhat concerned,0.5082,684,19239,0.47178,0.54255
794,794,2008,30-45 y.,5th Quintile,Not concerned at all,0.2453,289,19239,0.22098,0.2685
795,795,2008,46-65 y.,1st Quintile,Very concerned,0.45954,379,19239,0.42153,0.49686
796,796,2008,46-65 y.,1st Quintile,Somewhat concerned,0.44475,331,19239,0.40715,0.48209
797,797,2008,46-65 y.,1st Quintile,Not concerned at all,0.09571,85,19239,0.08232,0.10975
798,798,2008,46-65 y.,2nd Quintile,Very concerned,0.48639,381,19239,0.44471,0.52161
799,799,2008,46-65 y.,2nd Quintile,Somewhat concerned,0.43554,377,19239,0.40146,0.47267
800,800,2008,46-65 y.,2nd Quintile,Not concerned at all,0.07807,70,19239,0.06439,0.09405
801,801,2008,46-65 y.,3rd Quintile,Very concerned,0.41566,446,19239,0.39108,0.44786
802,802,2008,46-65 y.,3rd Quintile,Somewhat concerned,0.51113,564,19239,0.47565,0.54442
803,803,2008,46-65 y.,3rd Quintile,Not concerned at all,0.07321,92,19239,0.06391,0.08655
804,804,2008,46-65 y.,4th Quintile,Very concerned,0.44693,620,19239,0.41714,0.47497
805,805,2008,46-65 y.,4th Quintile,Somewhat concerned,0.45505,708,19239,0.43109,0.48773
806,806,2008,46-65 y.,4th Quintile,Not concerned at all,0.09802,151,19239,0.08385,0.113
807,807,2008,46-65 y.,5th Quintile,Very concerned,0.33515,781,19239,0.3131,0.35678
808,808,2008,46-65 y.,5th Quintile,Somewhat concerned,0.50099,1263,19239,0.47159,0.53299
809,809,2008,46-65 y.,5th Quintile,Not concerned at all,0.16386,423,19239,0.1468,0.18021
810,810,2008,66 and older,1st Quintile,Very concerned,0.50676,364,19239,0.47675,0.54154
811,811,2008,66 and older,1st Quintile,Somewhat concerned,0.41367,285,19239,0.38508,0.44207
812,812,2008,66 and older,1st Quintile,Not concerned at all,0.07957,57,19239,0.06736,0.09066
813,813,2008,66 and older,2nd Quintile,Very concerned,0.57916,604,19239,0.55379,0.6118
814,814,2008,66 and older,2nd Quintile,Somewhat concerned,0.36147,378,19239,0.33919,0.38658
815,815,2008,66 and older,2nd Quintile,Not concerned at all,0.05937,51,19239,0.05062,0.07072
816,816,2008,66 and older,3rd Quintile,Very concerned,0.5433,516,19239,0.51443,0.57037
817,817,2008,66 and older,3rd Quintile,Somewhat concerned,0.39301,357,19239,0.36435,0.42195
818,818,2008,66 and older,3rd Quintile,Not concerned at all,0.06369,60,19239,0.05383,0.07263
819,819,2008,66 and older,4th Quintile,Very concerned,0.47634,340,19239,0.4432,0.51427
820,820,2008,66 and older,4th Quintile,Somewhat concerned,0.44222,308,19239,0.41132,0.47386
821,821,2008,66 and older,4th Quintile,Not concerned at all,0.08145,57,19239,0.06845,0.09965
822,822,2008,66 and older,5th Quintile,Very concerned,0.43002,346,19239,0.38889,0.4694
823,823,2008,66 and older,5th Quintile,Somewhat concerned,0.47824,455,19239,0.43997,0.51701
824,824,2008,66 and older,5th Quintile,Not concerned at all,0.09174,96,19239,0.07642,0.10881
825,825,2009,17-29 y.,1st Quintile,Very concerned,0.26359,198,17929,0.22982,0.29681
826,826,2009,17-29 y.,1st Quintile,Somewhat concerned,0.48195,345,17929,0.43642,0.52758
827,827,2009,17-29 y.,1st Quintile,Not concerned at all,0.25446,169,17929,0.22521,0.29486
828,828,2009,17-29 y.,2nd Quintile,Very concerned,0.25031,124,17929,0.207,0.30064
829,829,2009,17-29 y.,2nd Quintile,Somewhat concerned,0.51025,246,17929,0.45136,0.57682
830,830,2009,17-29 y.,2nd Quintile,Not concerned at all,0.23944,117,17929,0.18794,0.29278
831,831,2009,17-29 y.,3rd Quintile,Very concerned,0.2829,147,17929,0.23168,0.33585
832,832,2009,17-29 y.,3rd Quintile,Somewhat concerned,0.48083,279,17929,0.43108,0.5361
833,833,2009,17-29 y.,3rd Quintile,Not concerned at all,0.23627,124,17929,0.19669,0.27555
834,834,2009,17-29 y.,4th Quintile,Very concerned,0.22819,140,17929,0.18556,0.28126
835,835,2009,17-29 y.,4th Quintile,Somewhat concerned,0.53629,300,17929,0.46445,0.60841
836,836,2009,17-29 y.,4th Quintile,Not concerned at all,0.23552,143,17929,0.18366,0.30046
837,837,2009,17-29 y.,5th Quintile,Very concerned,0.19794,97,17929,0.1625,0.24517
838,838,2009,17-29 y.,5th Quintile,Somewhat concerned,0.50457,249,17929,0.42189,0.58026
839,839,2009,17-29 y.,5th Quintile,Not concerned at all,0.29749,158,17929,0.24698,0.34888
840,840,2009,30-45 y.,1st Quintile,Very concerned,0.42551,274,17929,0.38113,0.47195
841,841,2009,30-45 y.,1st Quintile,Somewhat concerned,0.44965,298,17929,0.40874,0.49204
842,842,2009,30-45 y.,1st Quintile,Not concerned at all,0.12485,79,17929,0.10078,0.14967
843,843,2009,30-45 y.,2nd Quintile,Very concerned,0.33787,280,17929,0.29325,0.38807
844,844,2009,30-45 y.,2nd Quintile,Somewhat concerned,0.51455,448,17929,0.46145,0.56227
845,845,2009,30-45 y.,2nd Quintile,Not concerned at all,0.14758,109,17929,0.12241,0.17325
846,846,2009,30-45 y.,3rd Quintile,Very concerned,0.27757,296,17929,0.24831,0.31123
847,847,2009,30-45 y.,3rd Quintile,Somewhat concerned,0.5502,514,17929,0.50382,0.59992
848,848,2009,30-45 y.,3rd Quintile,Not concerned at all,0.17223,157,17929,0.14434,0.19967
849,849,2009,30-45 y.,4th Quintile,Very concerned,0.24101,281,17929,0.21377,0.27436
850,850,2009,30-45 y.,4th Quintile,Somewhat concerned,0.56433,583,17929,0.52128,0.60932
851,851,2009,30-45 y.,4th Quintile,Not concerned at all,0.19466,176,17929,0.16563,0.22007
852,852,2009,30-45 y.,5th Quintile,Very concerned,0.16927,206,17929,0.14238,0.19396
853,853,2009,30-45 y.,5th Quintile,Somewhat concerned,0.54198,633,17929,0.50505,0.59355
854,854,2009,30-45 y.,5th Quintile,Not concerned at all,0.28875,319,17929,0.25682,0.32705
855,855,2009,46-65 y.,1st Quintile,Very concerned,0.43574,336,17929,0.40412,0.47004
856,856,2009,46-65 y.,1st Quintile,Somewhat concerned,0.44948,353,17929,0.41648,0.49112
857,857,2009,46-65 y.,1st Quintile,Not concerned at all,0.11478,90,17929,0.09304,0.13329
