,Unnamed: 0,year,age_gr,migback,pli0092_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
619,619,2013,30-45 y.,Direct migration background,At least once per month,0.07604,63,25315,0.04814,0.11208
620,620,2013,30-45 y.,Direct migration background,Seldom,0.17486,184,25315,0.13364,0.21746
621,621,2013,30-45 y.,Direct migration background,Never,0.3625,565,25315,0.31607,0.41542
622,622,2013,30-45 y.,Indirect migration background,At least once per week,0.5502,231,25315,0.46081,0.65968
623,623,2013,30-45 y.,Indirect migration background,Seldom,0.18434,91,25315,0.13239,0.25542
624,624,2013,30-45 y.,Indirect migration background,Never,0.26546,159,25315,0.21805,0.33646
625,625,2013,46-65 y.,No migration background,At least once per week,0.4837,3978,25315,0.46792,0.49856
626,626,2013,46-65 y.,No migration background,At least once per month,0.0499,368,25315,0.04527,0.05594
627,627,2013,46-65 y.,No migration background,Seldom,0.16178,1201,25315,0.15141,0.17248
628,628,2013,46-65 y.,No migration background,Never,0.30462,2392,25315,0.29433,0.31801
629,629,2013,46-65 y.,Direct migration background,At least once per week,0.33524,291,25315,0.29641,0.38919
630,630,2013,46-65 y.,Direct migration background,At least once per month,0.04995,31,25315,0.03029,0.08161
631,631,2013,46-65 y.,Direct migration background,Seldom,0.16611,120,25315,0.13804,0.20679
632,632,2013,46-65 y.,Direct migration background,Never,0.44869,426,25315,0.39125,0.50031
633,633,2013,46-65 y.,Indirect migration background,At least once per week,0.61944,80,25315,0.47274,0.78218
634,634,2013,46-65 y.,Indirect migration background,Never,0.38056,43,25315,0.25195,0.52112
635,635,2013,66 and older,No migration background,At least once per week,0.40624,1928,25315,0.3921,0.42003
636,636,2013,66 and older,No migration background,At least once per month,0.03124,133,25315,0.0265,0.03559
637,637,2013,66 and older,No migration background,Seldom,0.1027,457,25315,0.09548,0.11034
638,638,2013,66 and older,No migration background,Never,0.45982,1999,25315,0.44736,0.47331
639,639,2013,66 and older,Direct migration background,At least once per week,0.25428,99,25315,0.2177,0.29614
640,640,2013,66 and older,Direct migration background,Seldom,0.07065,31,25315,0.05288,0.09163
641,641,2013,66 and older,Direct migration background,Never,0.67508,237,25315,0.61387,0.75001
642,642,2015,17-29 y.,No migration background,At least once per week,0.60008,1441,26598,0.56625,0.63693
643,643,2015,17-29 y.,No migration background,At least once per month,0.07211,191,26598,0.06039,0.08626
644,644,2015,17-29 y.,No migration background,Seldom,0.14753,376,26598,0.13185,0.16587
645,645,2015,17-29 y.,No migration background,Never,0.18029,561,26598,0.16561,0.20304
646,646,2015,17-29 y.,Direct migration background,At least once per week,0.47977,493,26598,0.42345,0.53474
647,647,2015,17-29 y.,Direct migration background,At least once per month,0.12012,59,26598,0.07841,0.16732
648,648,2015,17-29 y.,Direct migration background,Seldom,0.13788,150,26598,0.11116,0.17945
649,649,2015,17-29 y.,Direct migration background,Never,0.26223,374,26598,0.22425,0.29748
650,650,2015,17-29 y.,Indirect migration background,At least once per week,0.57941,441,26598,0.51985,0.65545
651,651,2015,17-29 y.,Indirect migration background,At least once per month,0.0856,64,26598,0.06816,0.10503
652,652,2015,17-29 y.,Indirect migration background,Seldom,0.1109,108,26598,0.08719,0.1351
653,653,2015,17-29 y.,Indirect migration background,Never,0.22409,190,26598,0.1875,0.26478
654,654,2015,30-45 y.,No migration background,At least once per week,0.45514,2073,26598,0.42294,0.48282
655,655,2015,30-45 y.,No migration background,At least once per month,0.08848,370,26598,0.07639,0.10127
656,656,2015,30-45 y.,No migration background,Seldom,0.16409,784,26598,0.14619,0.17913
657,657,2015,30-45 y.,No migration background,Never,0.29229,1592,26598,0.27171,0.31235
658,658,2015,30-45 y.,Direct migration background,At least once per week,0.36649,926,26598,0.33466,0.40087
659,659,2015,30-45 y.,Direct migration background,At least once per month,0.04747,129,26598,0.03811,0.05697
660,660,2015,30-45 y.,Direct migration background,Seldom,0.15597,430,26598,0.13375,0.17961
661,661,2015,30-45 y.,Direct migration background,Never,0.43007,1327,26598,0.39274,0.45737
662,662,2015,30-45 y.,Indirect migration background,At least once per week,0.48127,261,26598,0.40584,0.56061
663,663,2015,30-45 y.,Indirect migration background,Seldom,0.2121,125,26598,0.17237,0.25775
664,664,2015,30-45 y.,Indirect migration background,Never,0.30663,224,26598,0.24373,0.36567
665,665,2015,46-65 y.,No migration background,At least once per week,0.43656,3285,26598,0.42231,0.45328
666,666,2015,46-65 y.,No migration background,At least once per month,0.05595,408,26598,0.05012,0.06151
667,667,2015,46-65 y.,No migration background,Seldom,0.15628,1074,26598,0.14433,0.1678
668,668,2015,46-65 y.,No migration background,Never,0.35121,2517,26598,0.33734,0.3638
669,669,2015,46-65 y.,Direct migration background,At least once per week,0.29893,449,26598,0.26543,0.33141
670,670,2015,46-65 y.,Direct migration background,At least once per month,0.03735,64,26598,0.02443,0.04879
671,671,2015,46-65 y.,Direct migration background,Seldom,0.10645,187,26598,0.08657,0.12999
672,672,2015,46-65 y.,Direct migration background,Never,0.55726,955,26598,0.50739,0.61126
673,673,2015,46-65 y.,Indirect migration background,At least once per week,0.63087,90,26598,0.47267,0.80475
674,674,2015,46-65 y.,Indirect migration background,Never,0.36913,55,26598,0.28205,0.47379
675,675,2015,66 and older,No migration background,At least once per week,0.35881,1655,26598,0.3424,0.37446
676,676,2015,66 and older,No migration background,At least once per month,0.02715,118,26598,0.02305,0.0308
677,677,2015,66 and older,No migration background,Seldom,0.08632,387,26598,0.07907,0.09404
678,678,2015,66 and older,No migration background,Never,0.52771,2263,26598,0.50849,0.54573
679,679,2015,66 and older,Direct migration background,At least once per week,0.28863,115,26598,0.24785,0.34048
680,680,2015,66 and older,Direct migration background,Never,0.71137,287,26598,0.62167,0.77764
681,681,2017,17-29 y.,No migration background,At least once per week,0.59925,1688,30333,0.56767,0.63304
682,682,2017,17-29 y.,No migration background,At least once per month,0.07791,239,30333,0.06687,0.08823
683,683,2017,17-29 y.,No migration background,Seldom,0.12976,407,30333,0.11621,0.14599
684,684,2017,17-29 y.,No migration background,Never,0.19308,597,30333,0.1761,0.21169
685,685,2017,17-29 y.,Direct migration background,At least once per week,0.46305,888,30333,0.39523,0.52886
686,686,2017,17-29 y.,Direct migration background,At least once per month,0.03296,97,30333,0.021,0.045
687,687,2017,17-29 y.,Direct migration background,Seldom,0.15211,283,30333,0.11163,0.20389
688,688,2017,17-29 y.,Direct migration background,Never,0.35188,798,30333,0.28332,0.41921
689,689,2017,17-29 y.,Indirect migration background,At least once per week,0.55107,427,30333,0.48497,0.62452
690,690,2017,17-29 y.,Indirect migration background,At least once per month,0.05483,52,30333,0.04044,0.07096
691,691,2017,17-29 y.,Indirect migration background,Seldom,0.16695,125,30333,0.13254,0.202
692,692,2017,17-29 y.,Indirect migration background,Never,0.22714,200,30333,0.19249,0.26493
693,693,2017,30-45 y.,No migration background,At least once per week,0.48882,2045,30333,0.46284,0.51664
694,694,2017,30-45 y.,No migration background,At least once per month,0.08332,315,30333,0.07148,0.09318
695,695,2017,30-45 y.,No migration background,Seldom,0.15719,698,30333,0.14319,0.17527
696,696,2017,30-45 y.,No migration background,Never,0.27067,1498,30333,0.25359,0.28794
697,697,2017,30-45 y.,Direct migration background,At least once per week,0.39823,1275,30333,0.35609,0.4395
698,698,2017,30-45 y.,Direct migration background,At least once per month,0.0527,199,30333,0.04041,0.06496
699,699,2017,30-45 y.,Direct migration background,Seldom,0.13331,567,30333,0.11075,0.15409
700,700,2017,30-45 y.,Direct migration background,Never,0.41576,1927,30333,0.37726,0.45644
701,701,2017,30-45 y.,Indirect migration background,At least once per week,0.51655,267,30333,0.45842,0.59081
702,702,2017,30-45 y.,Indirect migration background,At least once per month,0.0668,31,30333,0.03936,0.10297
703,703,2017,30-45 y.,Indirect migration background,Seldom,0.13694,80,30333,0.107,0.168
704,704,2017,30-45 y.,Indirect migration background,Never,0.2797,214,30333,0.22582,0.33936
705,705,2017,46-65 y.,No migration background,At least once per week,0.45837,3806,30333,0.4419,0.47438
706,706,2017,46-65 y.,No migration background,At least once per month,0.04664,404,30333,0.04213,0.05243
707,707,2017,46-65 y.,No migration background,Seldom,0.14987,1198,30333,0.141,0.16104
708,708,2017,46-65 y.,No migration background,Never,0.34511,2720,30333,0.33179,0.35711
709,709,2017,46-65 y.,Direct migration background,At least once per week,0.35422,617,30333,0.31093,0.40027
710,710,2017,46-65 y.,Direct migration background,At least once per month,0.03558,73,30333,0.02043,0.05987
711,711,2017,46-65 y.,Direct migration background,Seldom,0.11237,255,30333,0.09166,0.13235
712,712,2017,46-65 y.,Direct migration background,Never,0.49784,1253,30333,0.45402,0.54416
713,713,2017,46-65 y.,Indirect migration background,At least once per week,0.6348,101,30333,0.50285,0.81145
714,714,2017,46-65 y.,Indirect migration background,Never,0.3652,86,30333,0.2933,0.43808
715,715,2017,66 and older,No migration background,At least once per week,0.38862,1845,30333,0.37497,0.4051
716,716,2017,66 and older,No migration background,At least once per month,0.02853,134,30333,0.02378,0.03332
717,717,2017,66 and older,No migration background,Seldom,0.08943,412,30333,0.0821,0.09634
718,718,2017,66 and older,No migration background,Never,0.49342,2076,30333,0.4749,0.51412
719,719,2017,66 and older,Direct migration background,At least once per week,0.33135,133,30333,0.27389,0.40407
720,720,2017,66 and older,Direct migration background,Never,0.66865,303,30333,0.57642,0.76194
721,721,2019,17-29 y.,No migration background,At least once per week,0.65407,1701,28686,0.61968,0.69079
722,722,2019,17-29 y.,No migration background,At least once per month,0.08213,213,28686,0.07017,0.09589
723,723,2019,17-29 y.,No migration background,Seldom,0.11905,333,28686,0.10371,0.13398
724,724,2019,17-29 y.,No migration background,Never,0.14476,455,28686,0.12915,0.16168
725,725,2019,17-29 y.,Direct migration background,At least once per week,0.60701,682,28686,0.49678,0.7138
726,726,2019,17-29 y.,Direct migration background,At least once per month,0.03608,80,28686,0.02303,0.05185
727,727,2019,17-29 y.,Direct migration background,Seldom,0.08454,160,28686,0.0599,0.11121
728,728,2019,17-29 y.,Direct migration background,Never,0.27236,415,28686,0.20155,0.34756
729,729,2019,17-29 y.,Indirect migration background,At least once per week,0.625,431,28686,0.5503,0.71344
730,730,2019,17-29 y.,Indirect migration background,At least once per month,0.05325,39,28686,0.03203,0.08132
731,731,2019,17-29 y.,Indirect migration background,Seldom,0.10946,86,28686,0.0787,0.14115
732,732,2019,17-29 y.,Indirect migration background,Never,0.21229,154,28686,0.17351,0.25307
733,733,2019,30-45 y.,No migration background,At least once per week,0.55602,2200,28686,0.52559,0.58729
734,734,2019,30-45 y.,No migration background,At least once per month,0.07235,251,28686,0.05916,0.08393
735,735,2019,30-45 y.,No migration background,Seldom,0.1648,684,28686,0.14946,0.18198
736,736,2019,30-45 y.,No migration background,Never,0.20684,994,28686,0.18977,0.22786
737,737,2019,30-45 y.,Direct migration background,At least once per week,0.48074,1267,28686,0.42869,0.54102
738,738,2019,30-45 y.,Direct migration background,At least once per month,0.04757,175,28686,0.03416,0.06028
739,739,2019,30-45 y.,Direct migration background,Seldom,0.15444,457,28686,0.12988,0.18447
740,740,2019,30-45 y.,Direct migration background,Never,0.31725,1266,28686,0.27712,0.36132
741,741,2019,30-45 y.,Indirect migration background,At least once per week,0.64268,306,28686,0.54869,0.73568
742,742,2019,30-45 y.,Indirect migration background,Seldom,0.14019,83,28686,0.10672,0.17979
743,743,2019,30-45 y.,Indirect migration background,Never,0.21713,140,28686,0.1724,0.27054
744,744,2019,46-65 y.,No migration background,At least once per week,0.57482,5099,28686,0.55181,0.59357
745,745,2019,46-65 y.,No migration background,At least once per month,0.03669,330,28686,0.03215,0.04227
746,746,2019,46-65 y.,No migration background,Seldom,0.14096,1132,28686,0.12905,0.15053
747,747,2019,46-65 y.,No migration background,Never,0.24753,2047,28686,0.23572,0.25977
748,748,2019,46-65 y.,Direct migration background,At least once per week,0.39314,824,28686,0.34623,0.44135
749,749,2019,46-65 y.,Direct migration background,At least once per month,0.04937,72,28686,0.03301,0.07112
750,750,2019,46-65 y.,Direct migration background,Seldom,0.11184,252,28686,0.0859,0.13949
751,751,2019,46-65 y.,Direct migration background,Never,0.44566,939,28686,0.40271,0.49439
752,752,2019,46-65 y.,Indirect migration background,At least once per week,0.63998,176,28686,0.53068,0.76645
753,753,2019,46-65 y.,Indirect migration background,Seldom,0.10451,34,28686,0.06258,0.15452
754,754,2019,46-65 y.,Indirect migration background,Never,0.25551,72,28686,0.20223,0.32352
755,755,2019,66 and older,No migration background,At least once per week,0.47002,2398,28686,0.45218,0.49207
756,756,2019,66 and older,No migration background,At least once per month,0.02985,138,28686,0.02469,0.036
757,757,2019,66 and older,No migration background,Seldom,0.11112,498,28686,0.10107,0.12255
758,758,2019,66 and older,No migration background,Never,0.389,1648,28686,0.37416,0.40448
759,759,2019,66 and older,Direct migration background,At least once per week,0.37424,167,28686,0.31553,0.44521
760,760,2019,66 and older,Direct migration background,Seldom,0.12872,48,28686,0.06717,0.1835
761,761,2019,66 and older,Direct migration background,Never,0.49704,240,28686,0.42605,0.57386
762,762,2021,17-29 y.,No migration background,At least once per week,0.68966,1207,17096,0.64425,0.74469
763,763,2021,17-29 y.,No migration background,At least once per month,0.11677,203,17096,0.09843,0.14318
764,764,2021,17-29 y.,No migration background,Seldom,0.11416,209,17096,0.09871,0.13504
765,765,2021,17-29 y.,No migration background,Never,0.07941,162,17096,0.06676,0.09046
766,766,2021,17-29 y.,Direct migration background,At least once per week,0.54244,321,17096,0.39684,0.68942
767,767,2021,17-29 y.,Direct migration background,At least once per month,0.14054,59,17096,0.07845,0.20583
768,768,2021,17-29 y.,Direct migration background,Seldom,0.10312,73,17096,0.06637,0.15624
769,769,2021,17-29 y.,Direct migration background,Never,0.2139,68,17096,0.11904,0.32736
770,770,2021,17-29 y.,Indirect migration background,At least once per week,0.60241,253,17096,0.4825,0.72448
771,771,2021,17-29 y.,Indirect migration background,At least once per month,0.10446,50,17096,0.05944,0.1504
772,772,2021,17-29 y.,Indirect migration background,Seldom,0.17606,54,17096,0.10995,0.24121
773,773,2021,17-29 y.,Indirect migration background,Never,0.11707,44,17096,0.07691,0.16624
774,774,2021,30-45 y.,No migration background,At least once per week,0.58861,1499,17096,0.55006,0.63391
775,775,2021,30-45 y.,No migration background,At least once per month,0.11953,308,17096,0.10253,0.13452
776,776,2021,30-45 y.,No migration background,Seldom,0.16997,400,17096,0.1496,0.19183
777,777,2021,30-45 y.,No migration background,Never,0.12189,405,17096,0.10378,0.13819
778,778,2021,30-45 y.,Direct migration background,At least once per week,0.54825,618,17096,0.45321,0.61159
779,779,2021,30-45 y.,Direct migration background,At least once per month,0.08782,112,17096,0.06191,0.12272
780,780,2021,30-45 y.,Direct migration background,Seldom,0.16034,241,17096,0.1266,0.1984
781,781,2021,30-45 y.,Direct migration background,Never,0.20359,250,17096,0.16641,0.24826
782,782,2021,30-45 y.,Indirect migration background,At least once per week,0.63158,164,17096,0.51152,0.74989
783,783,2021,30-45 y.,Indirect migration background,Seldom,0.19305,57,17096,0.12466,0.28668
784,784,2021,30-45 y.,Indirect migration background,Never,0.17537,62,17096,0.11943,0.23985
785,785,2021,46-65 y.,No migration background,At least once per week,0.55879,3347,17096,0.53612,0.58328
786,786,2021,46-65 y.,No migration background,At least once per month,0.09573,457,17096,0.08365,0.10563
787,787,2021,46-65 y.,No migration background,Seldom,0.15327,782,17096,0.14038,0.16856
788,788,2021,46-65 y.,No migration background,Never,0.19222,1008,17096,0.17715,0.20358
789,789,2021,46-65 y.,Direct migration background,At least once per week,0.44272,508,17096,0.38548,0.5193
790,790,2021,46-65 y.,Direct migration background,At least once per month,0.08193,66,17096,0.05828,0.10706
791,791,2021,46-65 y.,Direct migration background,Seldom,0.16104,141,17096,0.12315,0.20042
792,792,2021,46-65 y.,Direct migration background,Never,0.3143,290,17096,0.25857,0.37573
793,793,2021,46-65 y.,Indirect migration background,At least once per week,0.62153,120,17096,0.46739,0.82922
794,794,2021,46-65 y.,Indirect migration background,Never,0.37847,46,17096,0.26036,0.48756
795,795,2021,66 and older,No migration background,At least once per week,0.49821,1693,17096,0.47289,0.52328
796,796,2021,66 and older,No migration background,At least once per month,0.03296,132,17096,0.02755,0.03878
797,797,2021,66 and older,No migration background,Seldom,0.13203,409,17096,0.11944,0.14787
798,798,2021,66 and older,No migration background,Never,0.3368,990,17096,0.31396,0.35721
799,799,2021,66 and older,Direct migration background,At least once per week,0.43304,124,17096,0.34891,0.51828
800,800,2021,66 and older,Direct migration background,Seldom,0.15828,46,17096,0.09676,0.23336
801,801,2021,66 and older,Direct migration background,Never,0.40869,118,17096,0.3214,0.52252
