"pli0092_h","year","bildungsniveau","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Monat","2014","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2014","AkademikerIn","","","",""
"Seltener","2014","(noch) kein Abschluss","","","",""
"Seltener","2014","Hauptschule","","","",""
"Seltener","2014","Realschule","","","",""
"Seltener","2014","(Fach-)Abitur","","","",""
"Seltener","2014","AkademikerIn","","","",""
"Nie","2014","(noch) kein Abschluss","","","",""
"Nie","2014","Hauptschule","","","",""
"Nie","2014","Realschule","","","",""
"Nie","2014","(Fach-)Abitur","","","",""
"Nie","2014","AkademikerIn","","","",""
"Taeglich","2015","(noch) kein Abschluss","","","",""
"Taeglich","2015","Hauptschule","","","",""
"Taeglich","2015","Realschule","","","",""
"Taeglich","2015","(Fach-)Abitur","","","",""
"Taeglich","2015","AkademikerIn","","","",""
"Min 1x pro Woche","2015","(noch) kein Abschluss","375","0.405134265266035","0.3740638003078","0.436204730224271"
"Min 1x pro Woche","2015","Hauptschule","2157","0.284646921923794","0.274621193210947","0.29467265063664"
"Min 1x pro Woche","2015","Realschule","2691","0.428174321085364","0.416184801902088","0.440163840268639"
"Min 1x pro Woche","2015","(Fach-)Abitur","1981","0.51061285269836","0.495393002830539","0.525832702566181"
"Min 1x pro Woche","2015","AkademikerIn","3644","0.599471368175333","0.587472075951032","0.611470660399633"
"Min 1x pro Monat","2015","(noch) kein Abschluss","48","0.045838331553744","0.0326021056389658","0.0590745574685222"
"Min 1x pro Monat","2015","Hauptschule","272","0.036502015944323","0.032335372784244","0.040668659104402"
"Min 1x pro Monat","2015","Realschule","374","0.0592983227741496","0.0535755461449241","0.0650210994033752"
"Min 1x pro Monat","2015","(Fach-)Abitur","272","0.0744970401143855","0.0665024420772471","0.0824916381515238"
"Min 1x pro Monat","2015","AkademikerIn","413","0.0699530123034873","0.0637068929384329","0.0761991316685418"
"Seltener","2015","(noch) kein Abschluss","99","0.133373505905535","0.111856117856901","0.154890893954168"
"Seltener","2015","Hauptschule","982","0.124358198854428","0.117026528462739","0.131689869246116"
"Seltener","2015","Realschule","1017","0.156026592640722","0.147233871002413","0.164819314279031"
"Seltener","2015","(Fach-)Abitur","584","0.141473317535697","0.130862413539394","0.152084221532"
"Seltener","2015","AkademikerIn","864","0.122135939776762","0.114117497673365","0.130154381880159"
"Nie","2015","(noch) kein Abschluss","437","0.415653897274686","0.384462143649294","0.446845650900078"
"Nie","2015","Hauptschule","4371","0.554492863277456","0.543450099272026","0.565535627282885"
"Nie","2015","Realschule","2461","0.356500763499765","0.344895262829436","0.368106264170094"
"Nie","2015","(Fach-)Abitur","1307","0.273416789651557","0.259846363483082","0.286987215820033"
"Nie","2015","AkademikerIn","1485","0.208439679744418","0.198492800852204","0.218386558636633"
"Taeglich","2016","(noch) kein Abschluss","","","",""
"Taeglich","2016","Hauptschule","","","",""
"Taeglich","2016","Realschule","","","",""
"Taeglich","2016","(Fach-)Abitur","","","",""
"Taeglich","2016","AkademikerIn","","","",""
"Min 1x pro Woche","2016","(noch) kein Abschluss","","","",""
"Min 1x pro Woche","2016","Hauptschule","","","",""
"Min 1x pro Woche","2016","Realschule","","","",""
"Min 1x pro Woche","2016","(Fach-)Abitur","","","",""
"Min 1x pro Woche","2016","AkademikerIn","","","",""
"Min 1x pro Monat","2016","(noch) kein Abschluss","","","",""
"Min 1x pro Monat","2016","Hauptschule","","","",""
"Min 1x pro Monat","2016","Realschule","","","",""
"Min 1x pro Monat","2016","(Fach-)Abitur","","","",""
"Min 1x pro Monat","2016","AkademikerIn","","","",""
"Seltener","2016","(noch) kein Abschluss","","","",""
"Seltener","2016","Hauptschule","","","",""
"Seltener","2016","Realschule","","","",""
"Seltener","2016","(Fach-)Abitur","","","",""
"Seltener","2016","AkademikerIn","","","",""
"Nie","2016","(noch) kein Abschluss","","","",""
"Nie","2016","Hauptschule","","","",""
"Nie","2016","Realschule","","","",""
"Nie","2016","(Fach-)Abitur","","","",""
"Nie","2016","AkademikerIn","","","",""
"Taeglich","2017","(noch) kein Abschluss","148","0.00818084686194468","0.00457029423243402","0.0117913994914554"
"Taeglich","2017","Hauptschule","109","0.000742095307573227","0.000145485591833234","0.00133870502331322"
"Taeglich","2017","Realschule","3","","",""
"Taeglich","2017","(Fach-)Abitur","81","0.00118377772713029","0.000212736556420697","0.00215481889783988"
"Taeglich","2017","AkademikerIn","105","0.000938155746509033","0.000232028325877524","0.00164428316714054"
"Min 1x pro Woche","2017","(noch) kein Abschluss","664","0.406730671016851","0.387041033864392","0.42642030816931"
"Min 1x pro Woche","2017","Hauptschule","2311","0.318806371922224","0.308596495923652","0.329016247920796"
"Min 1x pro Woche","2017","Realschule","2932","0.436647863361119","0.42496817809906","0.448327548623179"
"Min 1x pro Woche","2017","(Fach-)Abitur","2299","0.527238667438635","0.513139795403972","0.541337539473298"
"Min 1x pro Woche","2017","AkademikerIn","4025","0.616489540142402","0.60527449873437","0.627704581550433"
"Min 1x pro Monat","2017","(noch) kein Abschluss","91","0.0239129242114225","0.0177891534075668","0.0300366950152782"
"Min 1x pro Monat","2017","Hauptschule","328","0.0416522275932496","0.0372749673487537","0.0460294878377455"
"Min 1x pro Monat","2017","Realschule","357","0.0508474038163038","0.0456739817764833","0.0560208258561244"
"Min 1x pro Monat","2017","(Fach-)Abitur","271","0.0585477782073349","0.0519177691807303","0.0651777872339396"
"Min 1x pro Monat","2017","AkademikerIn","445","0.0646998693433081","0.0590260354424884","0.0703737032441279"
"Seltener","2017","(noch) kein Abschluss","252","0.0986677429379128","0.0867144281480169","0.110621057727809"
"Seltener","2017","Hauptschule","953","0.116145494976508","0.109125880562377","0.123165109390639"
"Seltener","2017","Realschule","1056","0.156503664209771","0.147947495242827","0.165059833176715"
"Seltener","2017","(Fach-)Abitur","683","0.139300517926134","0.129522250643386","0.149078785208883"
"Seltener","2017","AkademikerIn","986","0.123161347328911","0.115581744011788","0.130740950646034"
"Nie","2017","(noch) kein Abschluss","1236","0.462507814971869","0.442522825780227","0.482492804163512"
"Nie","2017","Hauptschule","4302","0.522653810200445","0.511710581560626","0.533597038840265"
"Nie","2017","Realschule","2579","0.355987329038557","0.344711720928571","0.367262937148543"
"Nie","2017","(Fach-)Abitur","1483","0.273729258700765","0.261137985339809","0.286320532061721"
"Nie","2017","AkademikerIn","1660","0.19471108743887","0.185577936827807","0.203844238049933"
"Taeglich","2018","(noch) kein Abschluss","136","0.11970361701145","0.10099088192497","0.13841635209793"
"Taeglich","2018","Hauptschule","85","0.14735836062348","0.120677249987141","0.174039471259819"
"Taeglich","2018","Realschule","3","","",""
"Taeglich","2018","(Fach-)Abitur","64","0.129548042228178","0.101172459865565","0.157923624590791"
"Taeglich","2018","AkademikerIn","65","0.153894973961722","0.124245546359657","0.183544401563788"
"Min 1x pro Woche","2018","(noch) kein Abschluss","193","0.201922995896148","0.178781871168004","0.225064120624292"
"Min 1x pro Woche","2018","Hauptschule","124","0.223478334200059","0.192121822312256","0.254834846087862"
"Min 1x pro Woche","2018","Realschule","6","","",""
"Min 1x pro Woche","2018","(Fach-)Abitur","109","0.193566378209165","0.160181005555049","0.226951750863281"
"Min 1x pro Woche","2018","AkademikerIn","95","0.194020299009881","0.161528212968531","0.22651238505123"
"Min 1x pro Monat","2018","(noch) kein Abschluss","46","0.0440860158158636","0.0322520855018151","0.055919946129912"
"Min 1x pro Monat","2018","Hauptschule","34","0.0754268741186337","0.0555491374975057","0.0953046107397616"
"Min 1x pro Monat","2018","Realschule","1","","",""
"Min 1x pro Monat","2018","(Fach-)Abitur","35","0.0648199919110089","0.0440154074207091","0.0856245764013087"
"Min 1x pro Monat","2018","AkademikerIn","48","0.0925646408327192","0.0687511881936169","0.116378093471822"
"Seltener","2018","(noch) kein Abschluss","179","0.153606530208676","0.132821045070462","0.174392015346889"
"Seltener","2018","Hauptschule","106","0.146549260472155","0.119928878107395","0.173169642836915"
"Seltener","2018","Realschule","","","",""
"Seltener","2018","(Fach-)Abitur","86","0.163309416057558","0.132074164576171","0.194544667538946"
"Seltener","2018","AkademikerIn","102","0.166104786756331","0.13552469583961","0.196684877673052"
"Nie","2018","(noch) kein Abschluss","602","0.480680841067862","0.451879364542086","0.509482317593638"
"Nie","2018","Hauptschule","329","0.407187170585672","0.370205282154702","0.444169059016643"
"Nie","2018","Realschule","1","","",""
"Nie","2018","(Fach-)Abitur","244","0.44875617159409","0.406728624790294","0.490783718397886"
"Nie","2018","AkademikerIn","259","0.393415299439347","0.353276599079039","0.433553999799655"
"Taeglich","2019","(noch) kein Abschluss","335","0.181998944968032","0.164824980754423","0.199172909181642"
"Taeglich","2019","Hauptschule","984","0.150106446342462","0.141651815961395","0.158561076723529"
"Taeglich","2019","Realschule","1075","0.16425235054686","0.155423430801751","0.173081270291969"
"Taeglich","2019","(Fach-)Abitur","973","0.208931611339519","0.197246557801212","0.220616664877827"
"Taeglich","2019","AkademikerIn","1650","0.219052384269242","0.209735191194024","0.22836957734446"
"Min 1x pro Woche","2019","(noch) kein Abschluss","411","0.240761011714033","0.221730892137998","0.259791131290069"
"Min 1x pro Woche","2019","Hauptschule","1670","0.253665756534226","0.243366395250325","0.263965117818126"
"Min 1x pro Woche","2019","Realschule","2490","0.368707359123848","0.357210731710091","0.380203986537605"
"Min 1x pro Woche","2019","(Fach-)Abitur","1801","0.401570121879494","0.387480188323531","0.415660055435458"
"Min 1x pro Woche","2019","AkademikerIn","3410","0.464643747532111","0.45340852601314","0.475878969051083"
"Min 1x pro Monat","2019","(noch) kein Abschluss","100","0.0487166673949507","0.0391347391123104","0.0582985956775911"
"Min 1x pro Monat","2019","Hauptschule","256","0.0358722065177208","0.0314701153407581","0.0402742976946835"
"Min 1x pro Monat","2019","Realschule","279","0.0433188197853958","0.0384677657325105","0.0481698738382811"
"Min 1x pro Monat","2019","(Fach-)Abitur","258","0.0556792521010955","0.0490886047083493","0.0622698994938418"
"Min 1x pro Monat","2019","AkademikerIn","387","0.0567287562431741","0.0515177681638236","0.0619397443225247"
"Seltener","2019","(noch) kein Abschluss","230","0.112102683757643","0.0980600502018251","0.12614531731346"
"Seltener","2019","Hauptschule","868","0.124934012741553","0.117107407434977","0.132760618048129"
"Seltener","2019","Realschule","1064","0.166403864330264","0.157528754408797","0.175278974251732"
"Seltener","2019","(Fach-)Abitur","593","0.129537714602259","0.119886216947736","0.139189212256781"
"Seltener","2019","AkademikerIn","871","0.108164361132187","0.101167799604478","0.115160922659897"
"Nie","2019","(noch) kein Abschluss","863","0.416420692165341","0.394478739207883","0.438362645122799"
"Nie","2019","Hauptschule","3078","0.435421577864039","0.423685315813088","0.447157839914989"
"Nie","2019","Realschule","1857","0.257317606213632","0.246900418114692","0.267734794312571"
"Nie","2019","(Fach-)Abitur","1025","0.204281300077632","0.192693107514961","0.215869492640303"
"Nie","2019","AkademikerIn","1252","0.151410750823285","0.143336034562874","0.159485467083697"
