"pli0092_h","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2003","(Fach-)Abitur","direkter Migrationshintergrund","90","0.202793647209839","0.1636827640656","0.241904530354078"
"Min 1x pro Woche","2003","(Fach-)Abitur","indirekter Migrationshintergrund","58","0.458922821253172","0.37517412158206","0.542671520924284"
"Min 1x pro Woche","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2003","AkademikerIn","kein Migrationshintergrund","1592","","",""
"Min 1x pro Woche","2003","AkademikerIn","direkter Migrationshintergrund","104","","",""
"Min 1x pro Woche","2003","AkademikerIn","indirekter Migrationshintergrund","25","","",""
"Min 1x pro Woche","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","kein Migrationshintergrund","29","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","direkter Migrationshintergrund","9","0.0327204776541382","0.00962821535939707","0.0558127399488793"
"Min 1x pro Monat","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.0176897303652565","-0.0111963121664868","0.0465757728969997"
"Min 1x pro Monat","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","Hauptschule","kein Migrationshintergrund","379","0.0542567257807522","0.0488715128771234","0.059641938684381"
"Min 1x pro Monat","2003","Hauptschule","direkter Migrationshintergrund","61","0.0460352006490407","0.0348440307697258","0.0572263705283555"
"Min 1x pro Monat","2003","Hauptschule","indirekter Migrationshintergrund","27","","",""
"Min 1x pro Monat","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","Realschule","kein Migrationshintergrund","486","0.0887192166396731","0.0810915138669956","0.0963469194123506"
"Min 1x pro Monat","2003","Realschule","direkter Migrationshintergrund","23","","",""
"Min 1x pro Monat","2003","Realschule","indirekter Migrationshintergrund","19","","",""
"Min 1x pro Monat","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","kein Migrationshintergrund","195","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2003","AkademikerIn","kein Migrationshintergrund","397","0.104410402373576","0.0948169434498637","0.114003861297289"
"Min 1x pro Monat","2003","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Min 1x pro Monat","2003","AkademikerIn","indirekter Migrationshintergrund","9","0.205237783720254","0.105507953316372","0.304967614124135"
"Min 1x pro Monat","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","(noch) kein Abschluss","kein Migrationshintergrund","73","0.143317642635379","0.114850338695701","0.171784946575057"
"Seltener","2003","(noch) kein Abschluss","direkter Migrationshintergrund","7","0.0260032177839498","0.00534594544095308","0.0466604901269465"
"Seltener","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Seltener","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","Hauptschule","kein Migrationshintergrund","1144","","",""
"Seltener","2003","Hauptschule","direkter Migrationshintergrund","183","","",""
"Seltener","2003","Hauptschule","indirekter Migrationshintergrund","51","0.22127787976138","0.17042818330488","0.27212757621788"
"Seltener","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","Realschule","kein Migrationshintergrund","1321","","",""
"Seltener","2003","Realschule","direkter Migrationshintergrund","49","0.227739873281574","0.171019407709","0.284460338854148"
"Seltener","2003","Realschule","indirekter Migrationshintergrund","47","0.237486699526343","0.179091605105688","0.295881793946999"
"Seltener","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","(Fach-)Abitur","kein Migrationshintergrund","363","0.186708217584798","0.168975265417459","0.204441169752137"
"Seltener","2003","(Fach-)Abitur","direkter Migrationshintergrund","83","0.22158904660473","0.181190690981219","0.261987402228242"
"Seltener","2003","(Fach-)Abitur","indirekter Migrationshintergrund","24","","",""
"Seltener","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2003","AkademikerIn","kein Migrationshintergrund","770","0.192529133236396","0.180159395999695","0.204898870473097"
"Seltener","2003","AkademikerIn","direkter Migrationshintergrund","75","0.210155632174666","0.168358841284874","0.251952423064458"
"Seltener","2003","AkademikerIn","indirekter Migrationshintergrund","13","","",""
"Seltener","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","(noch) kein Abschluss","kein Migrationshintergrund","108","","",""
"Nie","2003","(noch) kein Abschluss","direkter Migrationshintergrund","174","","",""
"Nie","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Nie","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","Hauptschule","kein Migrationshintergrund","3671","0.553316327800263","0.541497450119004","0.565135205481522"
"Nie","2003","Hauptschule","direkter Migrationshintergrund","933","0.677859485675716","0.652904529822726","0.702814441528706"
"Nie","2003","Hauptschule","indirekter Migrationshintergrund","122","","",""
"Nie","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","Realschule","kein Migrationshintergrund","1534","","",""
"Nie","2003","Realschule","direkter Migrationshintergrund","80","0.38321741905229","0.317462671547789","0.448972166556791"
"Nie","2003","Realschule","indirekter Migrationshintergrund","42","0.211312373381142","0.155291743841858","0.267333002920425"
"Nie","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","(Fach-)Abitur","kein Migrationshintergrund","305","0.189881485447431","0.172033396436202","0.20772957445866"
"Nie","2003","(Fach-)Abitur","direkter Migrationshintergrund","196","","",""
"Nie","2003","(Fach-)Abitur","indirekter Migrationshintergrund","29","","",""
"Nie","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2003","AkademikerIn","kein Migrationshintergrund","794","0.223670021955969","0.210597003208886","0.236743040703052"
"Nie","2003","AkademikerIn","direkter Migrationshintergrund","122","","",""
"Nie","2003","AkademikerIn","indirekter Migrationshintergrund","8","0.158733769468092","0.068497899618397","0.248969639317788"
"Nie","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2004","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2004","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","Realschule","kein Migrationshintergrund","","","",""
"Nie","2004","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2005","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2005","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2005","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2005","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2005","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2005","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2005","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2005","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2005","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2005","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","(noch) kein Abschluss","kein Migrationshintergrund","346","0.520086819204737","0.479636817365488","0.560536821043985"
"Min 1x pro Woche","2005","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.217883159278623","0.163334459753268","0.272431858803979"
"Min 1x pro Woche","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","48","0.473925923638393","0.373518696977515","0.574333150299271"
"Min 1x pro Woche","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","Hauptschule","kein Migrationshintergrund","1315","","",""
"Min 1x pro Woche","2005","Hauptschule","direkter Migrationshintergrund","145","","",""
"Min 1x pro Woche","2005","Hauptschule","indirekter Migrationshintergrund","77","0.321693502753172","0.264803973216734","0.37858303228961"
"Min 1x pro Woche","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","Realschule","kein Migrationshintergrund","1671","","",""
"Min 1x pro Woche","2005","Realschule","direkter Migrationshintergrund","60","0.344048188095942","0.277710461597717","0.410385914594167"
"Min 1x pro Woche","2005","Realschule","indirekter Migrationshintergrund","73","0.351059225049857","0.283894699305701","0.418223750794013"
"Min 1x pro Woche","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","(Fach-)Abitur","kein Migrationshintergrund","829","0.44147760384502","0.41837698858792","0.464578219102121"
"Min 1x pro Woche","2005","(Fach-)Abitur","direkter Migrationshintergrund","95","0.260035384866536","0.215095780026134","0.304974989706937"
"Min 1x pro Woche","2005","(Fach-)Abitur","indirekter Migrationshintergrund","65","0.357922973879439","0.278795575337448","0.437050372421429"
"Min 1x pro Woche","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2005","AkademikerIn","kein Migrationshintergrund","1714","","",""
"Min 1x pro Woche","2005","AkademikerIn","direkter Migrationshintergrund","108","","",""
"Min 1x pro Woche","2005","AkademikerIn","indirekter Migrationshintergrund","31","0.457765911021958","0.339350352569539","0.576181469474376"
"Min 1x pro Woche","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","(noch) kein Abschluss","kein Migrationshintergrund","47","0.0670093375098827","0.0467649056233745","0.087253769396391"
"Min 1x pro Monat","2005","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Min 1x pro Monat","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0676908839571739","0.0171746057365722","0.118207162177776"
"Min 1x pro Monat","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","Hauptschule","kein Migrationshintergrund","346","0.0579088938853487","0.0520354335991782","0.0637823541715192"
"Min 1x pro Monat","2005","Hauptschule","direkter Migrationshintergrund","49","0.0422533743732964","0.0307900196153759","0.053716729131217"
"Min 1x pro Monat","2005","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Min 1x pro Monat","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","Realschule","kein Migrationshintergrund","401","0.082705772689179","0.0750358262386323","0.0903757191397257"
"Min 1x pro Monat","2005","Realschule","direkter Migrationshintergrund","18","","",""
"Min 1x pro Monat","2005","Realschule","indirekter Migrationshintergrund","20","","",""
"Min 1x pro Monat","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","(Fach-)Abitur","kein Migrationshintergrund","201","","",""
"Min 1x pro Monat","2005","(Fach-)Abitur","direkter Migrationshintergrund","32","0.0880472215518959","0.059016919696105","0.117077523407687"
"Min 1x pro Monat","2005","(Fach-)Abitur","indirekter Migrationshintergrund","24","","",""
"Min 1x pro Monat","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2005","AkademikerIn","kein Migrationshintergrund","366","0.10737981891749","0.097457641821122","0.117301996013857"
"Min 1x pro Monat","2005","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Min 1x pro Monat","2005","AkademikerIn","indirekter Migrationshintergrund","8","0.0684177584358009","0.00841259044999679","0.128422926421605"
"Min 1x pro Monat","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","(noch) kein Abschluss","kein Migrationshintergrund","80","0.15480647059269","0.125519670725031","0.18409327046035"
"Seltener","2005","(noch) kein Abschluss","direkter Migrationshintergrund","25","","",""
"Seltener","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Seltener","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","Hauptschule","kein Migrationshintergrund","915","0.152729414842562","0.143683606990028","0.161775222695096"
"Seltener","2005","Hauptschule","direkter Migrationshintergrund","148","","",""
"Seltener","2005","Hauptschule","indirekter Migrationshintergrund","62","0.214460920733811","0.164474022405844","0.264447819061779"
"Seltener","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","Realschule","kein Migrationshintergrund","1169","","",""
"Seltener","2005","Realschule","direkter Migrationshintergrund","39","0.189633117697117","0.134892094270835","0.244374141123399"
"Seltener","2005","Realschule","indirekter Migrationshintergrund","47","0.289288228012046","0.225482545111633","0.353093910912459"
"Seltener","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","(Fach-)Abitur","kein Migrationshintergrund","377","0.206950365264374","0.188103800741435","0.225796929787314"
"Seltener","2005","(Fach-)Abitur","direkter Migrationshintergrund","69","0.206161221548829","0.164715739735827","0.247606703361831"
"Seltener","2005","(Fach-)Abitur","indirekter Migrationshintergrund","32","0.263897295121962","0.19114859949284","0.336645990751085"
"Seltener","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2005","AkademikerIn","kein Migrationshintergrund","713","0.182899576170308","0.170510002644138","0.195289149696479"
"Seltener","2005","AkademikerIn","direkter Migrationshintergrund","76","0.25500992747905","0.208474155025221","0.30154569993288"
"Seltener","2005","AkademikerIn","indirekter Migrationshintergrund","16","","",""
"Seltener","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","(noch) kein Abschluss","kein Migrationshintergrund","113","","",""
"Nie","2005","(noch) kein Abschluss","direkter Migrationshintergrund","141","","",""
"Nie","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","23","","",""
"Nie","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","Hauptschule","kein Migrationshintergrund","3499","0.579193422738466","0.566778957400888","0.591607888076044"
"Nie","2005","Hauptschule","direkter Migrationshintergrund","841","0.694383917957005","0.668133051200875","0.720634784713135"
"Nie","2005","Hauptschule","indirekter Migrationshintergrund","98","0.359277163528201","0.300845517948877","0.417708809107525"
"Nie","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","Realschule","kein Migrationshintergrund","1713","","",""
"Nie","2005","Realschule","direkter Migrationshintergrund","80","0.36363199916179","0.296458156693315","0.430805841630264"
"Nie","2005","Realschule","indirekter Migrationshintergrund","54","0.251234647926354","0.190202330236021","0.312266965616687"
"Nie","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","(Fach-)Abitur","kein Migrationshintergrund","368","0.229808050228154","0.210236238976001","0.249379861480308"
"Nie","2005","(Fach-)Abitur","direkter Migrationshintergrund","170","","",""
"Nie","2005","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Nie","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2005","AkademikerIn","kein Migrationshintergrund","947","0.261853686227282","0.247763625542939","0.275943746911625"
"Nie","2005","AkademikerIn","direkter Migrationshintergrund","127","","",""
"Nie","2005","AkademikerIn","indirekter Migrationshintergrund","13","","",""
"Nie","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2006","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2006","Hauptschule","kein Migrationshintergrund","","","",""
