"ple0004","year","age_gr","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Ein wenig","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2020","17-34","kein Migrationshintergrund","2804","0.797535401298942","0.784322444328036","0.810748358269848"
"Gar nicht","2020","17-34","direkter Migrationshintergrund","2832","0.750386054729203","0.736324483123908","0.764447626334498"
"Gar nicht","2020","17-34","indirekter Migrationshintergrund","676","0.799008499287665","0.772333581582721","0.82568341699261"
"Gar nicht","2020","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2020","35-65","kein Migrationshintergrund","6406","0.575270437596883","0.565871562134123","0.584669313059643"
"Gar nicht","2020","35-65","direkter Migrationshintergrund","2800","0.494548711490944","0.480764730561977","0.508332692419912"
"Gar nicht","2020","35-65","indirekter Migrationshintergrund","494","0.617717875470326","0.583214809752754","0.652220941187897"
"Gar nicht","2020","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Gar nicht","2020","66 +","kein Migrationshintergrund","1454","0.281916344648858","0.268695337599051","0.295137351698665"
"Gar nicht","2020","66 +","direkter Migrationshintergrund","127","0.273117571954016","0.232750051779173","0.313485092128859"
"Gar nicht","2020","66 +","indirekter Migrationshintergrund","22","","",""
"Gar nicht","2020","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
