year,quintil_oecd,regtyp,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.70835,2371,2675,0.69112,0.72558
2017,3rd Quintile,Urban regions,Disabled (> 30%),0.11534,304,2675,0.10323,0.12745
2017,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.72406,1529,1724,0.70295,0.74517
2017,3rd Quintile,Rural regions,Disabled (> 30%),0.12398,195,1724,0.10842,0.13954
2017,4th Quintile,Urban regions,Not Disabled (<= 30%),0.77534,2531,2831,0.75996,0.79071
2017,4th Quintile,Urban regions,Disabled (> 30%),0.09631,300,2831,0.08544,0.10718
2017,4th Quintile,Rural regions,Not Disabled (<= 30%),0.80159,1368,1522,0.78155,0.82164
2017,4th Quintile,Rural regions,Disabled (> 30%),0.09140,154,1522,0.07692,0.10589
2017,5th Quintile,Urban regions,Not Disabled (<= 30%),0.81084,3143,3421,0.79771,0.82397
2017,5th Quintile,Urban regions,Disabled (> 30%),0.08200,278,3421,0.07280,0.09120
2017,5th Quintile,Rural regions,Not Disabled (<= 30%),0.80010,1017,1127,0.77674,0.82346
2017,5th Quintile,Rural regions,Disabled (> 30%),0.09043,110,1127,0.07367,0.10718
2018,1st Quintile,Urban regions,Not Disabled (<= 30%),0.62885,2552,2943,0.61140,0.64631
2018,1st Quintile,Urban regions,Disabled (> 30%),0.13031,391,2943,0.11814,0.14247
2018,1st Quintile,Rural regions,Not Disabled (<= 30%),0.64055,1545,1790,0.61831,0.66279
2018,1st Quintile,Rural regions,Disabled (> 30%),0.14235,245,1790,0.12616,0.15854
2018,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70238,2736,3108,0.68631,0.71846
2018,2nd Quintile,Urban regions,Disabled (> 30%),0.12053,372,3108,0.10908,0.13197
2018,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.68101,1752,2006,0.66061,0.70142
2018,2nd Quintile,Rural regions,Disabled (> 30%),0.12412,254,2006,0.10969,0.13855
2018,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.72725,2596,2911,0.71107,0.74343
2018,3rd Quintile,Urban regions,Disabled (> 30%),0.10869,315,2911,0.09739,0.12000
2018,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.72629,1606,1828,0.70584,0.74673
2018,3rd Quintile,Rural regions,Disabled (> 30%),0.11788,222,1828,0.10309,0.13267
2018,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75528,2722,3044,0.74001,0.77056
2018,4th Quintile,Urban regions,Disabled (> 30%),0.10343,322,3044,0.09261,0.11425
2018,4th Quintile,Rural regions,Not Disabled (<= 30%),0.79136,1484,1655,0.77177,0.81094
2018,4th Quintile,Rural regions,Disabled (> 30%),0.09292,171,1655,0.07893,0.10691
2018,5th Quintile,Urban regions,Not Disabled (<= 30%),0.81527,3386,3708,0.80278,0.82776
2018,5th Quintile,Urban regions,Disabled (> 30%),0.08045,322,3708,0.07169,0.08920
2018,5th Quintile,Rural regions,Not Disabled (<= 30%),0.82052,1239,1353,0.80007,0.84098
2018,5th Quintile,Rural regions,Disabled (> 30%),0.07617,114,1353,0.06203,0.09031
2019,1st Quintile,Urban regions,Not Disabled (<= 30%),0.61595,2412,2775,0.59786,0.63405
2019,1st Quintile,Urban regions,Disabled (> 30%),0.12494,363,2775,0.11263,0.13724
2019,1st Quintile,Rural regions,Not Disabled (<= 30%),0.63425,1418,1651,0.61101,0.65749
2019,1st Quintile,Rural regions,Disabled (> 30%),0.14078,233,1651,0.12400,0.15756
2019,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70676,2496,2860,0.69007,0.72345
2019,2nd Quintile,Urban regions,Disabled (> 30%),0.11537,364,2860,0.10366,0.12708
2019,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.67476,1652,1899,0.65368,0.69584
2019,2nd Quintile,Rural regions,Disabled (> 30%),0.13034,247,1899,0.11519,0.14549
2019,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.73598,2448,2744,0.71948,0.75247
2019,3rd Quintile,Urban regions,Disabled (> 30%),0.10116,296,2744,0.08987,0.11244
2019,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.70769,1470,1670,0.68587,0.72951
2019,3rd Quintile,Rural regions,Disabled (> 30%),0.12864,200,1670,0.11258,0.14470
2019,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74155,2465,2763,0.72523,0.75788
2019,4th Quintile,Urban regions,Disabled (> 30%),0.10136,298,2763,0.09010,0.11261
2019,4th Quintile,Rural regions,Not Disabled (<= 30%),0.79472,1338,1501,0.77428,0.81516
2019,4th Quintile,Rural regions,Disabled (> 30%),0.08123,163,1501,0.06741,0.09506
2019,5th Quintile,Urban regions,Not Disabled (<= 30%),0.81931,3185,3508,0.80658,0.83204
2019,5th Quintile,Urban regions,Disabled (> 30%),0.08248,323,3508,0.07338,0.09159
2019,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81305,1184,1305,0.79189,0.83422
2019,5th Quintile,Rural regions,Disabled (> 30%),0.07740,121,1305,0.06289,0.09190
2020,1st Quintile,Urban regions,Not Disabled (<= 30%),0.65973,3995,4391,0.64572,0.67375
2020,1st Quintile,Urban regions,Disabled (> 30%),0.13444,396,4391,0.12435,0.14453
2020,1st Quintile,Rural regions,Not Disabled (<= 30%),0.64120,1923,2171,0.62102,0.66139
2020,1st Quintile,Rural regions,Disabled (> 30%),0.15031,248,2171,0.13528,0.16535
2020,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.70551,2525,2881,0.68886,0.72215
2020,2nd Quintile,Urban regions,Disabled (> 30%),0.11016,356,2881,0.09873,0.12160
2020,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.66721,1692,1938,0.64622,0.68819
2020,2nd Quintile,Rural regions,Disabled (> 30%),0.12459,246,1938,0.10988,0.13929
2020,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.74074,2427,2725,0.72428,0.75719
2020,3rd Quintile,Urban regions,Disabled (> 30%),0.09787,298,2725,0.08671,0.10903
2020,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.70599,1328,1536,0.68320,0.72878
2020,3rd Quintile,Rural regions,Disabled (> 30%),0.13427,208,1536,0.11722,0.15133
2020,4th Quintile,Urban regions,Not Disabled (<= 30%),0.73605,2615,2946,0.72013,0.75197
2020,4th Quintile,Urban regions,Disabled (> 30%),0.10706,331,2946,0.09589,0.11823
2020,4th Quintile,Rural regions,Not Disabled (<= 30%),0.79156,1415,1572,0.77147,0.81165
2020,4th Quintile,Rural regions,Disabled (> 30%),0.07804,157,1572,0.06478,0.09131
2020,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79971,4032,4366,0.78784,0.81159
2020,5th Quintile,Urban regions,Disabled (> 30%),0.07814,334,4366,0.07018,0.08611
2020,5th Quintile,Rural regions,Not Disabled (<= 30%),0.79833,1465,1590,0.77860,0.81806
2020,5th Quintile,Rural regions,Disabled (> 30%),0.09046,125,1590,0.07636,0.10456
2021,1st Quintile,Urban regions,Not Disabled (<= 30%),0.64239,3005,3320,0.62609,0.65870
2021,1st Quintile,Urban regions,Disabled (> 30%),0.13737,315,3320,0.12566,0.14908
2021,1st Quintile,Rural regions,Not Disabled (<= 30%),0.63963,1261,1438,0.61481,0.66446
2021,1st Quintile,Rural regions,Disabled (> 30%),0.15714,177,1438,0.13832,0.17595
2021,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.69354,1918,2190,0.67423,0.71286
2021,2nd Quintile,Urban regions,Disabled (> 30%),0.11042,272,2190,0.09729,0.12355
2021,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.69981,1173,1350,0.67535,0.72427
2021,2nd Quintile,Rural regions,Disabled (> 30%),0.12246,177,1350,0.10497,0.13996
2021,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.72521,1802,2010,0.70569,0.74473
2021,3rd Quintile,Urban regions,Disabled (> 30%),0.10609,208,2010,0.09263,0.11956
2021,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.69532,1014,1129,0.66846,0.72218
2021,3rd Quintile,Rural regions,Disabled (> 30%),0.09771,115,1129,0.08038,0.11503
2021,4th Quintile,Urban regions,Not Disabled (<= 30%),0.75250,1902,2115,0.73410,0.77090
2021,4th Quintile,Urban regions,Disabled (> 30%),0.09379,213,2115,0.08137,0.10622
2021,4th Quintile,Rural regions,Not Disabled (<= 30%),0.77221,964,1083,0.74722,0.79720
2021,4th Quintile,Rural regions,Disabled (> 30%),0.10825,119,1083,0.08974,0.12677
2021,5th Quintile,Urban regions,Not Disabled (<= 30%),0.78993,2914,3173,0.77576,0.80411
2021,5th Quintile,Urban regions,Disabled (> 30%),0.08832,259,3173,0.07845,0.09820
2021,5th Quintile,Rural regions,Not Disabled (<= 30%),0.81147,1025,1119,0.78855,0.83440
2021,5th Quintile,Rural regions,Disabled (> 30%),0.08594,94,1119,0.06951,0.10236
2022,1st Quintile,Urban regions,Not Disabled (<= 30%),0.66049,2668,2964,0.64344,0.67754
2022,1st Quintile,Urban regions,Disabled (> 30%),0.13967,296,2964,0.12719,0.15216
2022,1st Quintile,Rural regions,Not Disabled (<= 30%),0.64592,1098,1280,0.61971,0.67213
2022,1st Quintile,Rural regions,Disabled (> 30%),0.15073,182,1280,0.13112,0.17034
2022,2nd Quintile,Urban regions,Not Disabled (<= 30%),0.71199,1763,1992,0.69210,0.73189
2022,2nd Quintile,Urban regions,Disabled (> 30%),0.12065,229,1992,0.10634,0.13496
2022,2nd Quintile,Rural regions,Not Disabled (<= 30%),0.70594,1054,1228,0.68044,0.73143
2022,2nd Quintile,Rural regions,Disabled (> 30%),0.13869,174,1228,0.11935,0.15803
2022,3rd Quintile,Urban regions,Not Disabled (<= 30%),0.71075,1678,1900,0.69036,0.73114
2022,3rd Quintile,Urban regions,Disabled (> 30%),0.12455,222,1900,0.10970,0.13941
2022,3rd Quintile,Rural regions,Not Disabled (<= 30%),0.72273,928,1057,0.69573,0.74973
2022,3rd Quintile,Rural regions,Disabled (> 30%),0.12832,129,1057,0.10815,0.14849
2022,4th Quintile,Urban regions,Not Disabled (<= 30%),0.74389,1851,2064,0.72506,0.76273
2022,4th Quintile,Urban regions,Disabled (> 30%),0.10088,213,2064,0.08788,0.11387
2022,4th Quintile,Rural regions,Not Disabled (<= 30%),0.72869,920,1049,0.70177,0.75561
2022,4th Quintile,Rural regions,Disabled (> 30%),0.13099,129,1049,0.11056,0.15142
2022,5th Quintile,Urban regions,Not Disabled (<= 30%),0.79107,2706,2948,0.77639,0.80575
2022,5th Quintile,Urban regions,Disabled (> 30%),0.08826,242,2948,0.07802,0.09850
2022,5th Quintile,Rural regions,Not Disabled (<= 30%),0.80733,971,1060,0.78357,0.83108
2022,5th Quintile,Rural regions,Disabled (> 30%),0.08730,89,1060,0.07029,0.10430
