year,age_gr,migback,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,17-29 y.,No migration background,Disabled (> 30%),0.02434,72,2952,0.01878,0.02990
2022,17-29 y.,Direct migration background,Not Disabled (<= 30%),0.99633,2185,2185,0.99380,0.99887
2022,17-29 y.,Indirect migration background,Not Disabled (<= 30%),0.96022,505,505,0.94316,0.97728
2022,30-45 y.,No migration background,Not Disabled (<= 30%),0.94814,4406,4627,0.94175,0.95453
2022,30-45 y.,No migration background,Disabled (> 30%),0.05186,221,4627,0.04547,0.05825
2022,30-45 y.,Direct migration background,Not Disabled (<= 30%),0.97116,3783,3834,0.96586,0.97646
2022,30-45 y.,Direct migration background,Disabled (> 30%),0.02884,51,3834,0.02354,0.03414
2022,30-45 y.,Indirect migration background,Not Disabled (<= 30%),0.94744,458,458,0.92698,0.96790
2022,46-65 y.,No migration background,Not Disabled (<= 30%),0.84534,6085,7052,0.83690,0.85378
2022,46-65 y.,No migration background,Disabled (> 30%),0.15466,967,7052,0.14622,0.16310
2022,46-65 y.,Direct migration background,Not Disabled (<= 30%),0.88451,1544,1715,0.86937,0.89964
2022,46-65 y.,Direct migration background,Disabled (> 30%),0.11549,171,1715,0.10036,0.13063
2022,46-65 y.,Indirect migration background,Not Disabled (<= 30%),0.83372,324,383,0.79639,0.87106
2022,46-65 y.,Indirect migration background,Disabled (> 30%),0.16628,59,383,0.12894,0.20361
2022,66 and older,No migration background,Not Disabled (<= 30%),0.76952,2865,3673,0.75589,0.78314
2022,66 and older,No migration background,Disabled (> 30%),0.23048,808,3673,0.21686,0.24411
2022,66 and older,Direct migration background,Not Disabled (<= 30%),0.77646,293,374,0.73418,0.81874
2022,66 and older,Direct migration background,Disabled (> 30%),0.22354,81,374,0.18126,0.26582
2022,66 and older,Indirect migration background,Not Disabled (<= 30%),0.68027,51,51,0.55100,0.80955
