year,bula_h,quintil_oecd,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,Brandenburg,1st Quintile,Not Disabled (<= 30%),0.85772,121,121,0.79522,0.92023
2006,Brandenburg,2nd Quintile,Not Disabled (<= 30%),0.87723,169,169,0.82760,0.92686
2006,Brandenburg,3rd Quintile,Not Disabled (<= 30%),0.84683,165,201,0.79692,0.89675
2006,Brandenburg,3rd Quintile,Disabled (> 30%),0.15317,36,201,0.10325,0.20308
2006,Brandenburg,4th Quintile,Not Disabled (<= 30%),0.87944,133,133,0.82389,0.93499
2006,Brandenburg,5th Quintile,Not Disabled (<= 30%),0.93688,129,129,0.89475,0.97901
2006,Mecklenburg-Western Pomerania,1st Quintile,Not Disabled (<= 30%),0.91574,96,96,0.85988,0.97160
2006,Mecklenburg-Western Pomerania,2nd Quintile,Not Disabled (<= 30%),0.81673,105,105,0.74237,0.89109
2006,Mecklenburg-Western Pomerania,3rd Quintile,Not Disabled (<= 30%),0.84777,73,73,0.76479,0.93075
2006,Mecklenburg-Western Pomerania,4th Quintile,Not Disabled (<= 30%),0.88036,63,63,0.79957,0.96114
2006,Mecklenburg-Western Pomerania,5th Quintile,Not Disabled (<= 30%),0.94889,89,89,0.90288,0.99490
2006,Saxony,1st Quintile,Not Disabled (<= 30%),0.84909,269,305,0.80885,0.88933
2006,Saxony,1st Quintile,Disabled (> 30%),0.15091,36,305,0.11067,0.19115
2006,Saxony,2nd Quintile,Not Disabled (<= 30%),0.84495,285,324,0.80547,0.88442
2006,Saxony,2nd Quintile,Disabled (> 30%),0.15505,39,324,0.11558,0.19453
2006,Saxony,3rd Quintile,Not Disabled (<= 30%),0.92068,319,319,0.89097,0.95038
2006,Saxony,4th Quintile,Not Disabled (<= 30%),0.90370,244,244,0.86660,0.94079
2006,Saxony,5th Quintile,Not Disabled (<= 30%),0.93237,183,183,0.89589,0.96885
2006,Saxony-Anhalt,1st Quintile,Not Disabled (<= 30%),0.91894,135,135,0.87272,0.96515
2006,Saxony-Anhalt,2nd Quintile,Not Disabled (<= 30%),0.85801,173,173,0.80585,0.91018
2006,Saxony-Anhalt,3rd Quintile,Not Disabled (<= 30%),0.88786,200,200,0.84402,0.93170
2006,Saxony-Anhalt,4th Quintile,Not Disabled (<= 30%),0.89066,130,130,0.83681,0.94451
2006,Saxony-Anhalt,5th Quintile,Not Disabled (<= 30%),0.92400,116,116,0.87557,0.97243
2006,Thuringa,1st Quintile,Not Disabled (<= 30%),0.88681,159,159,0.83741,0.93621
2006,Thuringa,2nd Quintile,Not Disabled (<= 30%),0.86831,174,174,0.81791,0.91870
2006,Thuringa,3rd Quintile,Not Disabled (<= 30%),0.87167,144,144,0.81685,0.92648
2006,Thuringa,4th Quintile,Not Disabled (<= 30%),0.86578,164,164,0.81345,0.91811
2006,Thuringa,5th Quintile,Not Disabled (<= 30%),0.93665,101,101,0.88891,0.98440
2007,Schleswig-Holstein,1st Quintile,Not Disabled (<= 30%),0.82612,85,85,0.74507,0.90717
2007,Schleswig-Holstein,2nd Quintile,Not Disabled (<= 30%),0.84929,77,77,0.76886,0.92973
2007,Schleswig-Holstein,3rd Quintile,Not Disabled (<= 30%),0.83595,116,116,0.76826,0.90363
2007,Schleswig-Holstein,4th Quintile,Not Disabled (<= 30%),0.85176,81,81,0.77389,0.92962
2007,Schleswig-Holstein,5th Quintile,Not Disabled (<= 30%),0.90711,166,166,0.86282,0.95140
2007,Hamburg,1st Quintile,Not Disabled (<= 30%),0.83707,36,36,0.71472,0.95942
2007,Hamburg,2nd Quintile,Not Disabled (<= 30%),0.76236,49,49,0.64195,0.88278
2007,Hamburg,3rd Quintile,Not Disabled (<= 30%),0.92479,36,36,0.83741,1.01216
2007,Hamburg,4th Quintile,Not Disabled (<= 30%),0.88229,59,59,0.79935,0.96523
2007,Hamburg,5th Quintile,Not Disabled (<= 30%),0.86579,77,77,0.78915,0.94243
2007,Lower Saxony,1st Quintile,Not Disabled (<= 30%),0.87627,202,202,0.83075,0.92180
2007,Lower Saxony,2nd Quintile,Not Disabled (<= 30%),0.86858,273,309,0.83085,0.90631
2007,Lower Saxony,2nd Quintile,Disabled (> 30%),0.13142,36,309,0.09369,0.16915
2007,Lower Saxony,3rd Quintile,Not Disabled (<= 30%),0.89142,278,311,0.85679,0.92605
2007,Lower Saxony,3rd Quintile,Disabled (> 30%),0.10858,33,311,0.07395,0.14321
2007,Lower Saxony,4th Quintile,Not Disabled (<= 30%),0.87698,388,435,0.84608,0.90788
2007,Lower Saxony,4th Quintile,Disabled (> 30%),0.12302,47,435,0.09212,0.15392
2007,Lower Saxony,5th Quintile,Not Disabled (<= 30%),0.91171,494,539,0.88773,0.93568
2007,Lower Saxony,5th Quintile,Disabled (> 30%),0.08829,45,539,0.06432,0.11227
2007,Bremen,5th Quintile,Not Disabled (<= 30%),0.93220,40,40,0.85329,1.01110
2007,North Rhine-Westphalia,1st Quintile,Not Disabled (<= 30%),0.84610,568,670,0.81876,0.87345
2007,North Rhine-Westphalia,1st Quintile,Disabled (> 30%),0.15390,102,670,0.12655,0.18124
2007,North Rhine-Westphalia,2nd Quintile,Not Disabled (<= 30%),0.83588,535,637,0.80709,0.86466
2007,North Rhine-Westphalia,2nd Quintile,Disabled (> 30%),0.16412,102,637,0.13534,0.19291
2007,North Rhine-Westphalia,3rd Quintile,Not Disabled (<= 30%),0.86939,650,738,0.84506,0.89372
2007,North Rhine-Westphalia,3rd Quintile,Disabled (> 30%),0.13061,88,738,0.10628,0.15494
2007,North Rhine-Westphalia,4th Quintile,Not Disabled (<= 30%),0.83742,725,850,0.81260,0.86224
2007,North Rhine-Westphalia,4th Quintile,Disabled (> 30%),0.16258,125,850,0.13776,0.18740
2007,North Rhine-Westphalia,5th Quintile,Not Disabled (<= 30%),0.88022,1167,1302,0.86258,0.89787
2007,North Rhine-Westphalia,5th Quintile,Disabled (> 30%),0.11978,135,1302,0.10213,0.13742
2007,Hesse,1st Quintile,Not Disabled (<= 30%),0.79711,145,180,0.73820,0.85603
2007,Hesse,1st Quintile,Disabled (> 30%),0.20289,35,180,0.14397,0.26180
2007,Hesse,2nd Quintile,Not Disabled (<= 30%),0.84659,175,211,0.79785,0.89534
2007,Hesse,2nd Quintile,Disabled (> 30%),0.15341,36,211,0.10466,0.20215
2007,Hesse,3rd Quintile,Not Disabled (<= 30%),0.87344,194,194,0.82653,0.92035
2007,Hesse,4th Quintile,Not Disabled (<= 30%),0.88446,251,287,0.84742,0.92151
2007,Hesse,4th Quintile,Disabled (> 30%),0.11554,36,287,0.07849,0.15258
2007,Hesse,5th Quintile,Not Disabled (<= 30%),0.87637,441,490,0.84720,0.90555
2007,Hesse,5th Quintile,Disabled (> 30%),0.12363,49,490,0.09445,0.15280
2007,"Rhineland-Palatinate, Saarland",1st Quintile,Not Disabled (<= 30%),0.90388,147,147,0.85606,0.95169
2007,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Disabled (<= 30%),0.88562,185,185,0.83963,0.93161
2007,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Disabled (<= 30%),0.86232,181,181,0.81198,0.91266
2007,"Rhineland-Palatinate, Saarland",4th Quintile,Not Disabled (<= 30%),0.87563,237,237,0.83352,0.91773
2007,"Rhineland-Palatinate, Saarland",5th Quintile,Not Disabled (<= 30%),0.84157,281,329,0.80205,0.88109
2007,"Rhineland-Palatinate, Saarland",5th Quintile,Disabled (> 30%),0.15843,48,329,0.11891,0.19795
2007,Baden-Wuerttemberg,1st Quintile,Not Disabled (<= 30%),0.85541,281,321,0.81688,0.89395
2007,Baden-Wuerttemberg,1st Quintile,Disabled (> 30%),0.14459,40,321,0.10605,0.18312
2007,Baden-Wuerttemberg,2nd Quintile,Not Disabled (<= 30%),0.88137,319,362,0.84801,0.91472
2007,Baden-Wuerttemberg,2nd Quintile,Disabled (> 30%),0.11863,43,362,0.08528,0.15199
2007,Baden-Wuerttemberg,3rd Quintile,Not Disabled (<= 30%),0.86527,371,428,0.83288,0.89765
2007,Baden-Wuerttemberg,3rd Quintile,Disabled (> 30%),0.13473,57,428,0.10235,0.16712
2007,Baden-Wuerttemberg,4th Quintile,Not Disabled (<= 30%),0.89371,488,551,0.86795,0.91947
2007,Baden-Wuerttemberg,4th Quintile,Disabled (> 30%),0.10629,63,551,0.08053,0.13205
2007,Baden-Wuerttemberg,5th Quintile,Not Disabled (<= 30%),0.89301,742,823,0.87188,0.91415
2007,Baden-Wuerttemberg,5th Quintile,Disabled (> 30%),0.10699,81,823,0.08585,0.12812
2007,Bavaria,1st Quintile,Not Disabled (<= 30%),0.87654,308,354,0.84222,0.91086
2007,Bavaria,1st Quintile,Disabled (> 30%),0.12346,46,354,0.08914,0.15778
2007,Bavaria,2nd Quintile,Not Disabled (<= 30%),0.84824,401,461,0.81545,0.88103
2007,Bavaria,2nd Quintile,Disabled (> 30%),0.15176,60,461,0.11897,0.18455
2007,Bavaria,3rd Quintile,Not Disabled (<= 30%),0.86694,480,547,0.83845,0.89543
2007,Bavaria,3rd Quintile,Disabled (> 30%),0.13306,67,547,0.10457,0.16155
2007,Bavaria,4th Quintile,Not Disabled (<= 30%),0.87553,574,643,0.84999,0.90106
2007,Bavaria,4th Quintile,Disabled (> 30%),0.12447,69,643,0.09894,0.15001
2007,Bavaria,5th Quintile,Not Disabled (<= 30%),0.89150,851,942,0.87163,0.91137
2007,Bavaria,5th Quintile,Disabled (> 30%),0.10850,91,942,0.08863,0.12837
2007,Berlin,1st Quintile,Not Disabled (<= 30%),0.89492,124,124,0.84072,0.94911
2007,Berlin,2nd Quintile,Not Disabled (<= 30%),0.86602,112,112,0.80265,0.92939
2007,Berlin,3rd Quintile,Not Disabled (<= 30%),0.79591,107,107,0.71918,0.87263
2007,Berlin,4th Quintile,Not Disabled (<= 30%),0.82831,138,138,0.76516,0.89146
2007,Berlin,5th Quintile,Not Disabled (<= 30%),0.89754,176,176,0.85261,0.94247
2007,Brandenburg,1st Quintile,Not Disabled (<= 30%),0.84088,127,127,0.77701,0.90475
2007,Brandenburg,2nd Quintile,Not Disabled (<= 30%),0.87697,162,162,0.82623,0.92771
2007,Brandenburg,3rd Quintile,Not Disabled (<= 30%),0.82666,154,187,0.77225,0.88106
2007,Brandenburg,3rd Quintile,Disabled (> 30%),0.17334,33,187,0.11894,0.22775
2007,Brandenburg,4th Quintile,Not Disabled (<= 30%),0.91537,160,160,0.87211,0.95863
2007,Brandenburg,5th Quintile,Not Disabled (<= 30%),0.95325,145,145,0.91878,0.98773
2007,Mecklenburg-Western Pomerania,1st Quintile,Not Disabled (<= 30%),0.89678,100,100,0.83685,0.95671
2007,Mecklenburg-Western Pomerania,2nd Quintile,Not Disabled (<= 30%),0.82107,90,90,0.74144,0.90071
2007,Mecklenburg-Western Pomerania,3rd Quintile,Not Disabled (<= 30%),0.87288,94,94,0.80518,0.94058
2007,Mecklenburg-Western Pomerania,4th Quintile,Not Disabled (<= 30%),0.87041,78,78,0.79540,0.94543
2007,Mecklenburg-Western Pomerania,5th Quintile,Not Disabled (<= 30%),0.94395,87,87,0.89533,0.99256
2007,Saxony,1st Quintile,Not Disabled (<= 30%),0.87697,294,332,0.84158,0.91235
2007,Saxony,1st Quintile,Disabled (> 30%),0.12303,38,332,0.08765,0.15842
2007,Saxony,2nd Quintile,Not Disabled (<= 30%),0.87609,289,320,0.83993,0.91225
2007,Saxony,2nd Quintile,Disabled (> 30%),0.12391,31,320,0.08775,0.16007
2007,Saxony,3rd Quintile,Not Disabled (<= 30%),0.91389,351,384,0.88579,0.94198
2007,Saxony,3rd Quintile,Disabled (> 30%),0.08611,33,384,0.05802,0.11421
2007,Saxony,4th Quintile,Not Disabled (<= 30%),0.92312,275,275,0.89158,0.95466
2007,Saxony,5th Quintile,Not Disabled (<= 30%),0.95460,170,170,0.92321,0.98598
2007,Saxony-Anhalt,1st Quintile,Not Disabled (<= 30%),0.90681,150,150,0.86014,0.95349
2007,Saxony-Anhalt,2nd Quintile,Not Disabled (<= 30%),0.89838,172,172,0.85310,0.94367
2007,Saxony-Anhalt,3rd Quintile,Not Disabled (<= 30%),0.84953,187,187,0.79815,0.90091
2007,Saxony-Anhalt,4th Quintile,Not Disabled (<= 30%),0.91452,160,160,0.87106,0.95798
2007,Saxony-Anhalt,5th Quintile,Not Disabled (<= 30%),0.93726,117,117,0.89313,0.98139
2007,Thuringa,1st Quintile,Not Disabled (<= 30%),0.86507,163,163,0.81246,0.91768
2007,Thuringa,2nd Quintile,Not Disabled (<= 30%),0.89200,198,198,0.84866,0.93534
2007,Thuringa,3rd Quintile,Not Disabled (<= 30%),0.92288,170,170,0.88266,0.96310
2007,Thuringa,4th Quintile,Not Disabled (<= 30%),0.88674,179,179,0.84019,0.93330
2007,Thuringa,5th Quintile,Not Disabled (<= 30%),0.91197,106,106,0.85777,0.96616
2008,Schleswig-Holstein,1st Quintile,Not Disabled (<= 30%),0.87722,86,86,0.80746,0.94699
2008,Schleswig-Holstein,2nd Quintile,Not Disabled (<= 30%),0.84847,63,63,0.75922,0.93772
2008,Schleswig-Holstein,3rd Quintile,Not Disabled (<= 30%),0.82630,103,103,0.75278,0.89982
2008,Schleswig-Holstein,4th Quintile,Not Disabled (<= 30%),0.87323,98,98,0.80702,0.93944
2008,Schleswig-Holstein,5th Quintile,Not Disabled (<= 30%),0.88867,127,127,0.83374,0.94359
2008,Hamburg,1st Quintile,Not Disabled (<= 30%),0.87262,40,40,0.76798,0.97726
2008,Hamburg,2nd Quintile,Not Disabled (<= 30%),0.80029,41,41,0.67639,0.92418
2008,Hamburg,3rd Quintile,Not Disabled (<= 30%),0.85723,35,35,0.73963,0.97482
2008,Hamburg,4th Quintile,Not Disabled (<= 30%),0.91985,58,58,0.84937,0.99034
2008,Hamburg,5th Quintile,Not Disabled (<= 30%),0.86503,76,76,0.78770,0.94237
2008,Lower Saxony,1st Quintile,Not Disabled (<= 30%),0.83511,184,218,0.78574,0.88449
2008,Lower Saxony,1st Quintile,Disabled (> 30%),0.16489,34,218,0.11551,0.21426
2008,Lower Saxony,2nd Quintile,Not Disabled (<= 30%),0.89549,292,325,0.86218,0.92880
2008,Lower Saxony,2nd Quintile,Disabled (> 30%),0.10451,33,325,0.07120,0.13782
2008,Lower Saxony,3rd Quintile,Not Disabled (<= 30%),0.87877,261,293,0.84133,0.91621
2008,Lower Saxony,3rd Quintile,Disabled (> 30%),0.12123,32,293,0.08379,0.15867
2008,Lower Saxony,4th Quintile,Not Disabled (<= 30%),0.86962,344,392,0.83624,0.90300
2008,Lower Saxony,4th Quintile,Disabled (> 30%),0.13038,48,392,0.09700,0.16376
2008,Lower Saxony,5th Quintile,Not Disabled (<= 30%),0.90825,465,509,0.88315,0.93335
2008,Lower Saxony,5th Quintile,Disabled (> 30%),0.09175,44,509,0.06665,0.11685
2008,Bremen,5th Quintile,Not Disabled (<= 30%),0.96225,41,41,0.90318,1.02131
2008,North Rhine-Westphalia,1st Quintile,Not Disabled (<= 30%),0.85375,543,635,0.82624,0.88126
2008,North Rhine-Westphalia,1st Quintile,Disabled (> 30%),0.14625,92,635,0.11874,0.17376
2008,North Rhine-Westphalia,2nd Quintile,Not Disabled (<= 30%),0.83894,524,619,0.80996,0.86792
2008,North Rhine-Westphalia,2nd Quintile,Disabled (> 30%),0.16106,95,619,0.13208,0.19004
2008,North Rhine-Westphalia,3rd Quintile,Not Disabled (<= 30%),0.87656,605,689,0.85198,0.90114
2008,North Rhine-Westphalia,3rd Quintile,Disabled (> 30%),0.12344,84,689,0.09886,0.14802
2008,North Rhine-Westphalia,4th Quintile,Not Disabled (<= 30%),0.84806,668,769,0.82267,0.87345
2008,North Rhine-Westphalia,4th Quintile,Disabled (> 30%),0.15194,101,769,0.12655,0.17733
2008,North Rhine-Westphalia,5th Quintile,Not Disabled (<= 30%),0.87947,1080,1211,0.86113,0.89782
2008,North Rhine-Westphalia,5th Quintile,Disabled (> 30%),0.12053,131,1211,0.10218,0.13887
2008,Hesse,1st Quintile,Not Disabled (<= 30%),0.80376,129,164,0.74279,0.86473
2008,Hesse,1st Quintile,Disabled (> 30%),0.19624,35,164,0.13527,0.25721
2008,Hesse,2nd Quintile,Not Disabled (<= 30%),0.84609,159,159,0.78983,0.90236
2008,Hesse,3rd Quintile,Not Disabled (<= 30%),0.88190,184,184,0.83514,0.92866
2008,Hesse,4th Quintile,Not Disabled (<= 30%),0.87315,255,298,0.83530,0.91100
2008,Hesse,4th Quintile,Disabled (> 30%),0.12685,43,298,0.08900,0.16470
2008,Hesse,5th Quintile,Not Disabled (<= 30%),0.87486,403,453,0.84436,0.90536
2008,Hesse,5th Quintile,Disabled (> 30%),0.12514,50,453,0.09464,0.15564
2008,"Rhineland-Palatinate, Saarland",1st Quintile,Not Disabled (<= 30%),0.90251,149,149,0.85472,0.95030
2008,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Disabled (<= 30%),0.85160,168,168,0.79768,0.90552
2008,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Disabled (<= 30%),0.88585,168,168,0.83762,0.93408
2008,"Rhineland-Palatinate, Saarland",4th Quintile,Not Disabled (<= 30%),0.88135,229,229,0.83938,0.92333
2008,"Rhineland-Palatinate, Saarland",5th Quintile,Not Disabled (<= 30%),0.89308,254,287,0.85726,0.92889
2008,"Rhineland-Palatinate, Saarland",5th Quintile,Disabled (> 30%),0.10692,33,287,0.07111,0.14274
2008,Baden-Wuerttemberg,1st Quintile,Not Disabled (<= 30%),0.85289,246,282,0.81148,0.89431
2008,Baden-Wuerttemberg,1st Quintile,Disabled (> 30%),0.14711,36,282,0.10569,0.18852
2008,Baden-Wuerttemberg,2nd Quintile,Not Disabled (<= 30%),0.86681,306,349,0.83111,0.90251
2008,Baden-Wuerttemberg,2nd Quintile,Disabled (> 30%),0.13319,43,349,0.09749,0.16889
2008,Baden-Wuerttemberg,3rd Quintile,Not Disabled (<= 30%),0.88701,350,406,0.85618,0.91785
2008,Baden-Wuerttemberg,3rd Quintile,Disabled (> 30%),0.11299,56,406,0.08215,0.14382
2008,Baden-Wuerttemberg,4th Quintile,Not Disabled (<= 30%),0.90197,459,513,0.87622,0.92773
2008,Baden-Wuerttemberg,4th Quintile,Disabled (> 30%),0.09803,54,513,0.07227,0.12378
2008,Baden-Wuerttemberg,5th Quintile,Not Disabled (<= 30%),0.87938,726,804,0.85686,0.90191
2008,Baden-Wuerttemberg,5th Quintile,Disabled (> 30%),0.12062,78,804,0.09809,0.14314
2008,Bavaria,1st Quintile,Not Disabled (<= 30%),0.82928,268,321,0.78805,0.87050
2008,Bavaria,1st Quintile,Disabled (> 30%),0.17072,53,321,0.12950,0.21195
2008,Bavaria,2nd Quintile,Not Disabled (<= 30%),0.85011,354,409,0.81548,0.88475
2008,Bavaria,2nd Quintile,Disabled (> 30%),0.14989,55,409,0.11525,0.18452
2008,Bavaria,3rd Quintile,Not Disabled (<= 30%),0.86061,499,568,0.83210,0.88912
2008,Bavaria,3rd Quintile,Disabled (> 30%),0.13939,69,568,0.11088,0.16790
2008,Bavaria,4th Quintile,Not Disabled (<= 30%),0.89393,520,581,0.86887,0.91899
2008,Bavaria,4th Quintile,Disabled (> 30%),0.10607,61,581,0.08101,0.13113
2008,Bavaria,5th Quintile,Not Disabled (<= 30%),0.91841,790,866,0.90017,0.93665
2008,Bavaria,5th Quintile,Disabled (> 30%),0.08159,76,866,0.06335,0.09983
2008,Berlin,1st Quintile,Not Disabled (<= 30%),0.88906,116,116,0.83166,0.94646
2008,Berlin,2nd Quintile,Not Disabled (<= 30%),0.78616,92,92,0.70192,0.87040
2008,Berlin,3rd Quintile,Not Disabled (<= 30%),0.82854,128,128,0.76298,0.89409
2008,Berlin,4th Quintile,Not Disabled (<= 30%),0.82355,99,99,0.74808,0.89902
2008,Berlin,5th Quintile,Not Disabled (<= 30%),0.92132,190,190,0.88293,0.95970
2008,Brandenburg,1st Quintile,Not Disabled (<= 30%),0.86791,135,135,0.81058,0.92524
2008,Brandenburg,2nd Quintile,Not Disabled (<= 30%),0.85417,156,156,0.79860,0.90973
2008,Brandenburg,3rd Quintile,Not Disabled (<= 30%),0.87790,163,163,0.82748,0.92832
2008,Brandenburg,4th Quintile,Not Disabled (<= 30%),0.89682,132,132,0.84472,0.94891
2008,Brandenburg,5th Quintile,Not Disabled (<= 30%),0.92462,137,137,0.88024,0.96899
2008,Mecklenburg-Western Pomerania,1st Quintile,Not Disabled (<= 30%),0.85617,95,95,0.78523,0.92711
2008,Mecklenburg-Western Pomerania,2nd Quintile,Not Disabled (<= 30%),0.87038,102,102,0.80487,0.93588
2008,Mecklenburg-Western Pomerania,3rd Quintile,Not Disabled (<= 30%),0.80254,87,87,0.71841,0.88668
2008,Mecklenburg-Western Pomerania,4th Quintile,Not Disabled (<= 30%),0.91661,66,66,0.84940,0.98382
2008,Mecklenburg-Western Pomerania,5th Quintile,Not Disabled (<= 30%),0.92087,84,84,0.86279,0.97894
2008,Saxony,1st Quintile,Not Disabled (<= 30%),0.91256,243,243,0.87697,0.94815
2008,Saxony,2nd Quintile,Not Disabled (<= 30%),0.87177,327,370,0.83765,0.90588
2008,Saxony,2nd Quintile,Disabled (> 30%),0.12823,43,370,0.09412,0.16235
2008,Saxony,3rd Quintile,Not Disabled (<= 30%),0.90709,322,322,0.87534,0.93885
2008,Saxony,4th Quintile,Not Disabled (<= 30%),0.93893,233,233,0.90812,0.96974
2008,Saxony,5th Quintile,Not Disabled (<= 30%),0.94606,176,176,0.91259,0.97953
2008,Saxony-Anhalt,1st Quintile,Not Disabled (<= 30%),0.86072,134,134,0.80188,0.91956
2008,Saxony-Anhalt,2nd Quintile,Not Disabled (<= 30%),0.91211,163,163,0.86851,0.95571
2008,Saxony-Anhalt,3rd Quintile,Not Disabled (<= 30%),0.89116,207,207,0.84863,0.93369
2008,Saxony-Anhalt,4th Quintile,Not Disabled (<= 30%),0.92195,126,126,0.87492,0.96897
2008,Saxony-Anhalt,5th Quintile,Not Disabled (<= 30%),0.94209,108,108,0.89784,0.98635
2008,Thuringa,1st Quintile,Not Disabled (<= 30%),0.87214,162,162,0.82056,0.92372
2008,Thuringa,2nd Quintile,Not Disabled (<= 30%),0.91589,160,160,0.87275,0.95903
2008,Thuringa,3rd Quintile,Not Disabled (<= 30%),0.91420,225,225,0.87753,0.95088
2008,Thuringa,4th Quintile,Not Disabled (<= 30%),0.87707,133,133,0.82105,0.93308
2008,Thuringa,5th Quintile,Not Disabled (<= 30%),0.91152,102,102,0.85614,0.96691
2009,Schleswig-Holstein,1st Quintile,Not Disabled (<= 30%),0.83636,72,72,0.75031,0.92242
2009,Schleswig-Holstein,2nd Quintile,Not Disabled (<= 30%),0.84410,63,63,0.75380,0.93440
2009,Schleswig-Holstein,3rd Quintile,Not Disabled (<= 30%),0.87859,92,92,0.81149,0.94570
2009,Schleswig-Holstein,4th Quintile,Not Disabled (<= 30%),0.87419,93,93,0.80642,0.94196
2009,Schleswig-Holstein,5th Quintile,Not Disabled (<= 30%),0.87006,113,113,0.80779,0.93233
2009,Hamburg,1st Quintile,Not Disabled (<= 30%),0.75262,31,31,0.59821,0.90702
2009,Hamburg,2nd Quintile,Not Disabled (<= 30%),0.76422,34,34,0.61939,0.90905
2009,Hamburg,3rd Quintile,Not Disabled (<= 30%),0.94699,38,38,0.87480,1.01919
2009,Hamburg,4th Quintile,Not Disabled (<= 30%),0.88214,44,44,0.78576,0.97852
2009,Hamburg,5th Quintile,Not Disabled (<= 30%),0.92263,90,90,0.86712,0.97814
2009,Lower Saxony,1st Quintile,Not Disabled (<= 30%),0.82625,198,233,0.77749,0.87501
2009,Lower Saxony,1st Quintile,Disabled (> 30%),0.17375,35,233,0.12499,0.22251
2009,Lower Saxony,2nd Quintile,Not Disabled (<= 30%),0.86901,226,259,0.82784,0.91018
2009,Lower Saxony,2nd Quintile,Disabled (> 30%),0.13099,33,259,0.08982,0.17216
2009,Lower Saxony,3rd Quintile,Not Disabled (<= 30%),0.88902,267,299,0.85335,0.92468
2009,Lower Saxony,3rd Quintile,Disabled (> 30%),0.11098,32,299,0.07532,0.14665
2009,Lower Saxony,4th Quintile,Not Disabled (<= 30%),0.83414,318,370,0.79619,0.87209
2009,Lower Saxony,4th Quintile,Disabled (> 30%),0.16586,52,370,0.12791,0.20381
2009,Lower Saxony,5th Quintile,Not Disabled (<= 30%),0.90425,424,468,0.87756,0.93093
2009,Lower Saxony,5th Quintile,Disabled (> 30%),0.09575,44,468,0.06907,0.12244
2009,Bremen,4th Quintile,Not Disabled (<= 30%),0.86255,32,32,0.74134,0.98376
2009,North Rhine-Westphalia,1st Quintile,Not Disabled (<= 30%),0.81889,488,599,0.78803,0.84976
2009,North Rhine-Westphalia,1st Quintile,Disabled (> 30%),0.18111,111,599,0.15024,0.21197
2009,North Rhine-Westphalia,2nd Quintile,Not Disabled (<= 30%),0.84264,495,588,0.81318,0.87210
2009,North Rhine-Westphalia,2nd Quintile,Disabled (> 30%),0.15736,93,588,0.12790,0.18682
2009,North Rhine-Westphalia,3rd Quintile,Not Disabled (<= 30%),0.88172,520,590,0.85564,0.90780
2009,North Rhine-Westphalia,3rd Quintile,Disabled (> 30%),0.11828,70,590,0.09220,0.14436
2009,North Rhine-Westphalia,4th Quintile,Not Disabled (<= 30%),0.85207,672,764,0.82687,0.87726
2009,North Rhine-Westphalia,4th Quintile,Disabled (> 30%),0.14793,92,764,0.12274,0.17313
2009,North Rhine-Westphalia,5th Quintile,Not Disabled (<= 30%),0.88724,956,1079,0.86836,0.90612
2009,North Rhine-Westphalia,5th Quintile,Disabled (> 30%),0.11276,123,1079,0.09388,0.13164
2009,Hesse,1st Quintile,Not Disabled (<= 30%),0.79212,132,166,0.73020,0.85404
2009,Hesse,1st Quintile,Disabled (> 30%),0.20788,34,166,0.14596,0.26980
2009,Hesse,2nd Quintile,Not Disabled (<= 30%),0.85308,122,122,0.78999,0.91616
2009,Hesse,3rd Quintile,Not Disabled (<= 30%),0.86941,203,203,0.82294,0.91588
2009,Hesse,4th Quintile,Not Disabled (<= 30%),0.89771,223,223,0.85785,0.93757
2009,Hesse,5th Quintile,Not Disabled (<= 30%),0.86128,373,419,0.82814,0.89442
2009,Hesse,5th Quintile,Disabled (> 30%),0.13872,46,419,0.10558,0.17186
2009,"Rhineland-Palatinate, Saarland",1st Quintile,Not Disabled (<= 30%),0.89144,140,140,0.83972,0.94315
2009,"Rhineland-Palatinate, Saarland",2nd Quintile,Not Disabled (<= 30%),0.86203,158,158,0.80808,0.91597
2009,"Rhineland-Palatinate, Saarland",3rd Quintile,Not Disabled (<= 30%),0.88784,169,169,0.84012,0.93556
2009,"Rhineland-Palatinate, Saarland",4th Quintile,Not Disabled (<= 30%),0.87413,219,219,0.83009,0.91816
2009,"Rhineland-Palatinate, Saarland",5th Quintile,Not Disabled (<= 30%),0.91084,216,216,0.87274,0.94893
2009,Baden-Wuerttemberg,1st Quintile,Not Disabled (<= 30%),0.89499,222,222,0.85457,0.93541
2009,Baden-Wuerttemberg,2nd Quintile,Not Disabled (<= 30%),0.89475,265,297,0.85979,0.92971
2009,Baden-Wuerttemberg,2nd Quintile,Disabled (> 30%),0.10525,32,297,0.07029,0.14021
2009,Baden-Wuerttemberg,3rd Quintile,Not Disabled (<= 30%),0.87587,321,371,0.84228,0.90947
2009,Baden-Wuerttemberg,3rd Quintile,Disabled (> 30%),0.12413,50,371,0.09053,0.15772
2009,Baden-Wuerttemberg,4th Quintile,Not Disabled (<= 30%),0.89032,430,482,0.86239,0.91824
2009,Baden-Wuerttemberg,4th Quintile,Disabled (> 30%),0.10968,52,482,0.08176,0.13761
