year,pgisced97,sampreg,m11124,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,Primary Level,West,Not Disabled (<= 30%),0.74984,325,368,0.70552,0.79415
2016,Primary Level,West,Disabled (> 30%),0.17204,43,368,0.13342,0.21065
2016,Primary Level,East,Not Disabled (<= 30%),0.73982,38,38,0.59845,0.88119
2016,Lower Secondary Level,West,Not Disabled (<= 30%),0.82537,2010,2268,0.80974,0.84100
2016,Lower Secondary Level,West,Disabled (> 30%),0.14192,258,2268,0.12756,0.15629
2016,Lower Secondary Level,East,Not Disabled (<= 30%),0.82010,279,318,0.77782,0.86238
2016,Lower Secondary Level,East,Disabled (> 30%),0.11301,39,318,0.07816,0.14787
2016,Upper Secondary Level,West,Not Disabled (<= 30%),0.83520,7341,8430,0.82728,0.84312
2016,Upper Secondary Level,West,Disabled (> 30%),0.15849,1089,8430,0.15069,0.16628
2016,Upper Secondary Level,East,Not Disabled (<= 30%),0.84632,2229,2547,0.83231,0.86033
2016,Upper Secondary Level,East,Disabled (> 30%),0.14847,318,2547,0.13465,0.16228
2016,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.91193,1636,1747,0.89863,0.92522
2016,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.08595,111,1747,0.07281,0.09910
2016,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.96914,264,264,0.94823,0.99004
2016,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84164,887,1032,0.81935,0.86392
2016,First Stage of Tertiary Education,West,Disabled (> 30%),0.15320,145,1032,0.13121,0.17518
2016,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.86186,315,367,0.82651,0.89721
2016,First Stage of Tertiary Education,East,Disabled (> 30%),0.13814,52,367,0.10279,0.17349
2016,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.90635,4226,4561,0.89789,0.91481
2016,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08813,335,4561,0.07990,0.09636
2016,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.89435,1210,1338,0.87787,0.91083
2016,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10034,128,1338,0.08423,0.11644
2017,Pre-primary Level,West,Not Disabled (<= 30%),0.53123,341,341,0.47818,0.58427
2017,Pre-primary Level,East,Not Disabled (<= 30%),0.49812,65,65,0.37562,0.62062
2017,Primary Level,West,Not Disabled (<= 30%),0.71991,346,399,0.67579,0.76402
2017,Primary Level,West,Disabled (> 30%),0.16791,53,399,0.13119,0.20463
2017,Primary Level,East,Not Disabled (<= 30%),0.66297,41,41,0.51647,0.80946
2017,Lower Secondary Level,West,Not Disabled (<= 30%),0.82307,2094,2362,0.80768,0.83846
2017,Lower Secondary Level,West,Disabled (> 30%),0.13753,268,2362,0.12364,0.15142
2017,Lower Secondary Level,East,Not Disabled (<= 30%),0.82568,325,373,0.78713,0.86424
2017,Lower Secondary Level,East,Disabled (> 30%),0.14335,48,373,0.10774,0.17896
2017,Upper Secondary Level,West,Not Disabled (<= 30%),0.83486,7991,9203,0.82728,0.84245
2017,Upper Secondary Level,West,Disabled (> 30%),0.15939,1212,9203,0.15191,0.16687
2017,Upper Secondary Level,East,Not Disabled (<= 30%),0.85658,2491,2836,0.84368,0.86948
2017,Upper Secondary Level,East,Disabled (> 30%),0.13790,345,2836,0.12520,0.15059
2017,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.89587,1733,1879,0.88206,0.90969
2017,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.09703,146,1879,0.08365,0.11042
2017,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.95429,314,314,0.93116,0.97743
2017,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.85856,975,1130,0.83823,0.87889
2017,First Stage of Tertiary Education,West,Disabled (> 30%),0.13830,155,1130,0.11816,0.15844
2017,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.85658,335,395,0.82197,0.89119
2017,First Stage of Tertiary Education,East,Disabled (> 30%),0.14238,60,395,0.10787,0.17688
2017,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91367,4732,5078,0.90594,0.92139
2017,Second Stage of Tertiary Education,West,Disabled (> 30%),0.07919,346,5078,0.07176,0.08661
2017,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.90201,1302,1432,0.88660,0.91741
2017,Second Stage of Tertiary Education,East,Disabled (> 30%),0.09217,130,1432,0.07718,0.10716
2018,Pre-primary Level,West,Not Disabled (<= 30%),0.57976,289,289,0.52276,0.63677
2018,Pre-primary Level,East,Not Disabled (<= 30%),0.37984,56,56,0.25157,0.50811
2018,Primary Level,West,Not Disabled (<= 30%),0.71182,365,428,0.66886,0.75478
2018,Primary Level,West,Disabled (> 30%),0.15748,63,428,0.12293,0.19203
2018,Primary Level,East,Not Disabled (<= 30%),0.57642,46,46,0.43205,0.72079
2018,Lower Secondary Level,West,Not Disabled (<= 30%),0.82053,2008,2300,0.80485,0.83622
2018,Lower Secondary Level,West,Disabled (> 30%),0.14547,292,2300,0.13106,0.15989
2018,Lower Secondary Level,East,Not Disabled (<= 30%),0.78887,354,397,0.74867,0.82907
2018,Lower Secondary Level,East,Disabled (> 30%),0.13673,43,397,0.10289,0.17056
2018,Upper Secondary Level,West,Not Disabled (<= 30%),0.83862,7541,8744,0.83091,0.84633
2018,Upper Secondary Level,West,Disabled (> 30%),0.15652,1203,8744,0.14891,0.16414
2018,Upper Secondary Level,East,Not Disabled (<= 30%),0.85099,2399,2769,0.83773,0.86426
2018,Upper Secondary Level,East,Disabled (> 30%),0.14165,370,2769,0.12866,0.15464
2018,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.90001,1648,1804,0.88617,0.91386
2018,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.09750,156,1804,0.08381,0.11119
2018,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.94129,309,309,0.91504,0.96754
2018,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.85773,901,1056,0.83665,0.87881
2018,First Stage of Tertiary Education,West,Disabled (> 30%),0.14182,155,1056,0.12077,0.16287
2018,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.84957,330,387,0.81391,0.88523
2018,First Stage of Tertiary Education,East,Disabled (> 30%),0.14537,57,387,0.11021,0.18053
2018,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.90820,4596,4958,0.90016,0.91624
2018,Second Stage of Tertiary Education,West,Disabled (> 30%),0.08439,362,4958,0.07665,0.09213
2018,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.89226,1253,1384,0.87592,0.90861
2018,Second Stage of Tertiary Education,East,Disabled (> 30%),0.09211,131,1384,0.07687,0.10735
2019,Pre-primary Level,West,Not Disabled (<= 30%),0.59738,276,276,0.53942,0.65535
2019,Pre-primary Level,East,Not Disabled (<= 30%),0.58797,50,50,0.45015,0.72578
2019,Primary Level,West,Not Disabled (<= 30%),0.68253,284,340,0.63297,0.73208
2019,Primary Level,West,Disabled (> 30%),0.17236,56,340,0.13216,0.21257
2019,Primary Level,East,Not Disabled (<= 30%),0.59668,34,34,0.42931,0.76406
2019,Lower Secondary Level,West,Not Disabled (<= 30%),0.80337,1783,2038,0.78611,0.82063
2019,Lower Secondary Level,West,Disabled (> 30%),0.15142,255,2038,0.13585,0.16698
2019,Lower Secondary Level,East,Not Disabled (<= 30%),0.78253,327,375,0.74072,0.82434
2019,Lower Secondary Level,East,Disabled (> 30%),0.13610,48,375,0.10135,0.17085
2019,Upper Secondary Level,West,Not Disabled (<= 30%),0.84086,7352,8489,0.83307,0.84864
2019,Upper Secondary Level,West,Disabled (> 30%),0.15219,1137,8489,0.14455,0.15983
2019,Upper Secondary Level,East,Not Disabled (<= 30%),0.85024,2270,2605,0.83653,0.86394
2019,Upper Secondary Level,East,Disabled (> 30%),0.14301,335,2605,0.12956,0.15645
2019,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.89501,1698,1843,0.88101,0.90901
2019,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.09728,145,1843,0.08375,0.11082
2019,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.91945,304,304,0.88880,0.95009
2019,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.86610,1049,1215,0.84694,0.88525
2019,First Stage of Tertiary Education,West,Disabled (> 30%),0.13343,166,1215,0.11430,0.15256
2019,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.85202,378,438,0.81872,0.88531
2019,First Stage of Tertiary Education,East,Disabled (> 30%),0.14798,60,438,0.11469,0.18128
2019,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91647,5040,5399,0.90908,0.92385
2019,Second Stage of Tertiary Education,West,Disabled (> 30%),0.07593,359,5399,0.06886,0.08300
2019,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.88678,1425,1582,0.87116,0.90240
2019,Second Stage of Tertiary Education,East,Disabled (> 30%),0.10399,157,1582,0.08895,0.11904
2020,Pre-primary Level,West,Not Disabled (<= 30%),0.46189,285,285,0.40390,0.51987
2020,Pre-primary Level,East,Not Disabled (<= 30%),0.42871,58,58,0.30023,0.55718
2020,Primary Level,West,Not Disabled (<= 30%),0.76609,1218,1281,0.74290,0.78928
2020,Primary Level,West,Disabled (> 30%),0.18232,63,1281,0.16117,0.20347
2020,Primary Level,East,Not Disabled (<= 30%),0.71188,175,175,0.64459,0.77918
2020,Lower Secondary Level,West,Not Disabled (<= 30%),0.81705,2322,2585,0.80215,0.83196
2020,Lower Secondary Level,West,Disabled (> 30%),0.15523,263,2585,0.14126,0.16919
2020,Lower Secondary Level,East,Not Disabled (<= 30%),0.79453,398,446,0.75699,0.83207
2020,Lower Secondary Level,East,Disabled (> 30%),0.14946,48,446,0.11633,0.18259
2020,Upper Secondary Level,West,Not Disabled (<= 30%),0.84029,7583,8651,0.83257,0.84801
2020,Upper Secondary Level,West,Disabled (> 30%),0.15564,1068,8651,0.14800,0.16328
2020,Upper Secondary Level,East,Not Disabled (<= 30%),0.85251,2202,2518,0.83866,0.86636
2020,Upper Secondary Level,East,Disabled (> 30%),0.14129,316,2518,0.12768,0.15489
2020,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.89585,1864,2017,0.88252,0.90918
2020,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.09631,153,2017,0.08343,0.10919
2020,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.93981,312,312,0.91337,0.96624
2020,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.86102,927,1067,0.84025,0.88179
2020,First Stage of Tertiary Education,West,Disabled (> 30%),0.13880,140,1067,0.11805,0.15956
2020,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.82786,334,390,0.79034,0.86537
2020,First Stage of Tertiary Education,East,Disabled (> 30%),0.16811,56,390,0.13095,0.20527
2020,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.91854,5651,6023,0.91163,0.92545
2020,Second Stage of Tertiary Education,West,Disabled (> 30%),0.07805,372,6023,0.07127,0.08482
2020,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.88397,1475,1635,0.86844,0.89950
2020,Second Stage of Tertiary Education,East,Disabled (> 30%),0.11196,160,1635,0.09667,0.12725
2021,Pre-primary Level,West,Not Disabled (<= 30%),0.51196,156,156,0.43327,0.59065
2021,Pre-primary Level,East,Not Disabled (<= 30%),0.48614,33,33,0.31296,0.65931
2021,Primary Level,West,Not Disabled (<= 30%),0.74856,739,793,0.71834,0.77877
2021,Primary Level,West,Disabled (> 30%),0.20433,54,793,0.17624,0.23241
2021,Primary Level,East,Not Disabled (<= 30%),0.71270,108,108,0.62696,0.79844
2021,Lower Secondary Level,West,Not Disabled (<= 30%),0.78382,1322,1496,0.76295,0.80469
2021,Lower Secondary Level,West,Disabled (> 30%),0.18062,174,1496,0.16112,0.20012
2021,Lower Secondary Level,East,Not Disabled (<= 30%),0.79620,228,228,0.74380,0.84861
2021,Upper Secondary Level,West,Not Disabled (<= 30%),0.83820,4915,5663,0.82860,0.84779
2021,Upper Secondary Level,West,Disabled (> 30%),0.15643,748,5663,0.14697,0.16590
2021,Upper Secondary Level,East,Not Disabled (<= 30%),0.83682,1443,1660,0.81904,0.85460
2021,Upper Secondary Level,East,Disabled (> 30%),0.14766,217,1660,0.13059,0.16474
2021,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.87910,1239,1371,0.86183,0.89636
2021,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.11820,132,1371,0.10110,0.13529
2021,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.96938,215,215,0.94629,0.99246
2021,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.85611,638,734,0.83070,0.88152
2021,First Stage of Tertiary Education,West,Disabled (> 30%),0.14038,96,734,0.11523,0.16553
2021,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.82511,226,262,0.77903,0.87120
2021,First Stage of Tertiary Education,East,Disabled (> 30%),0.16152,36,262,0.11688,0.20617
2021,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.92599,4198,4486,0.91833,0.93366
2021,Second Stage of Tertiary Education,West,Disabled (> 30%),0.07217,288,4486,0.06460,0.07975
2021,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.87865,1064,1184,0.86004,0.89726
2021,Second Stage of Tertiary Education,East,Disabled (> 30%),0.11835,120,1184,0.09994,0.13675
2022,Pre-primary Level,West,Not Disabled (<= 30%),0.60843,255,255,0.54841,0.66846
2022,Pre-primary Level,East,Not Disabled (<= 30%),0.45828,57,57,0.32778,0.58878
2022,Primary Level,West,Not Disabled (<= 30%),0.76552,647,713,0.73440,0.79664
2022,Primary Level,West,Disabled (> 30%),0.20085,66,713,0.17143,0.23028
2022,Primary Level,East,Not Disabled (<= 30%),0.81979,110,110,0.74763,0.89195
2022,Lower Secondary Level,West,Not Disabled (<= 30%),0.81784,1350,1522,0.79845,0.83724
2022,Lower Secondary Level,West,Disabled (> 30%),0.16973,172,1522,0.15086,0.18859
2022,Lower Secondary Level,East,Not Disabled (<= 30%),0.76861,311,351,0.72442,0.81279
2022,Lower Secondary Level,East,Disabled (> 30%),0.18239,40,351,0.14193,0.22285
2022,Upper Secondary Level,West,Not Disabled (<= 30%),0.83104,6160,7082,0.82231,0.83977
2022,Upper Secondary Level,West,Disabled (> 30%),0.16290,922,7082,0.15430,0.17150
2022,Upper Secondary Level,East,Not Disabled (<= 30%),0.85938,1874,2123,0.84459,0.87417
2022,Upper Secondary Level,East,Disabled (> 30%),0.13392,249,2123,0.11943,0.14841
2022,Post-secondary Non-tertiary Level,West,Not Disabled (<= 30%),0.90815,1674,1818,0.89487,0.92143
2022,Post-secondary Non-tertiary Level,West,Disabled (> 30%),0.09131,144,1818,0.07807,0.10456
2022,Post-secondary Non-tertiary Level,East,Not Disabled (<= 30%),0.92444,365,365,0.89729,0.95159
2022,First Stage of Tertiary Education,West,Not Disabled (<= 30%),0.84589,898,1025,0.82377,0.86800
2022,First Stage of Tertiary Education,West,Disabled (> 30%),0.15411,127,1025,0.13200,0.17623
2022,First Stage of Tertiary Education,East,Not Disabled (<= 30%),0.80884,294,342,0.76710,0.85058
2022,First Stage of Tertiary Education,East,Disabled (> 30%),0.19116,48,342,0.14942,0.23290
2022,Second Stage of Tertiary Education,West,Not Disabled (<= 30%),0.92913,6550,6905,0.92308,0.93519
2022,Second Stage of Tertiary Education,West,Disabled (> 30%),0.06795,355,6905,0.06201,0.07389
2022,Second Stage of Tertiary Education,East,Not Disabled (<= 30%),0.86191,1594,1750,0.84574,0.87807
2022,Second Stage of Tertiary Education,East,Disabled (> 30%),0.13143,156,1750,0.11559,0.14726
