year,age_gr,pgisced97,ple0098_v5,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2016,46-65 y.,First Stage of Tertiary Education,Yes,0.26926,163,573,0.23291,0.30561
2016,46-65 y.,First Stage of Tertiary Education,No,0.73074,410,573,0.69439,0.76709
2016,46-65 y.,Second Stage of Tertiary Education,Yes,0.34289,479,1544,0.31920,0.36657
2016,46-65 y.,Second Stage of Tertiary Education,No,0.65711,1065,1544,0.63343,0.68080
2016,66 and older,Primary Level,No,0.97508,36,36,0.92343,1.02672
2016,66 and older,Lower Secondary Level,Yes,0.09301,55,576,0.06927,0.11675
2016,66 and older,Lower Secondary Level,No,0.90699,521,576,0.88325,0.93073
2016,66 and older,Upper Secondary Level,Yes,0.19639,433,2171,0.17968,0.21311
2016,66 and older,Upper Secondary Level,No,0.80361,1738,2171,0.78689,0.82032
2016,66 and older,Post-secondary Non-tertiary Level,Yes,0.32418,34,112,0.23711,0.41126
2016,66 and older,Post-secondary Non-tertiary Level,No,0.67582,78,112,0.58874,0.76289
2016,66 and older,First Stage of Tertiary Education,Yes,0.20548,54,275,0.15763,0.25332
2016,66 and older,First Stage of Tertiary Education,No,0.79452,221,275,0.74668,0.84237
2016,66 and older,Second Stage of Tertiary Education,Yes,0.30581,223,728,0.27232,0.33931
2016,66 and older,Second Stage of Tertiary Education,No,0.69419,505,728,0.66069,0.72768
2018,17-29 y.,No answer / don't know,No,0.88825,405,405,0.85753,0.91897
2018,17-29 y.,Pre-primary Level,No,0.86031,266,266,0.81857,0.90205
2018,17-29 y.,Primary Level,No,0.96980,98,98,0.93575,1.00386
2018,17-29 y.,Lower Secondary Level,Yes,0.05344,40,768,0.03752,0.06936
2018,17-29 y.,Lower Secondary Level,No,0.94656,728,768,0.93064,0.96248
2018,17-29 y.,Upper Secondary Level,Yes,0.15640,210,1564,0.13840,0.17441
2018,17-29 y.,Upper Secondary Level,No,0.84360,1354,1564,0.82559,0.86160
2018,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.16859,54,295,0.12579,0.21138
2018,17-29 y.,Post-secondary Non-tertiary Level,No,0.83141,241,295,0.78862,0.87421
2018,17-29 y.,Second Stage of Tertiary Education,Yes,0.18130,72,399,0.14345,0.21915
2018,17-29 y.,Second Stage of Tertiary Education,No,0.81870,327,399,0.78085,0.85655
2018,30-45 y.,No answer / don't know,No,0.86473,67,67,0.78222,0.94725
2018,30-45 y.,Primary Level,No,0.96831,174,174,0.94221,0.99442
2018,30-45 y.,Lower Secondary Level,Yes,0.07616,39,594,0.05481,0.09751
2018,30-45 y.,Lower Secondary Level,No,0.92384,555,594,0.90249,0.94519
2018,30-45 y.,Upper Secondary Level,Yes,0.21475,508,2562,0.19884,0.23065
2018,30-45 y.,Upper Secondary Level,No,0.78525,2054,2562,0.76935,0.80116
2018,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.27836,206,803,0.24734,0.30938
2018,30-45 y.,Post-secondary Non-tertiary Level,No,0.72164,597,803,0.69062,0.75266
2018,30-45 y.,First Stage of Tertiary Education,Yes,0.35305,101,278,0.29677,0.40934
2018,30-45 y.,First Stage of Tertiary Education,No,0.64695,177,278,0.59066,0.70323
2018,30-45 y.,Second Stage of Tertiary Education,Yes,0.27932,451,1662,0.25775,0.30090
2018,30-45 y.,Second Stage of Tertiary Education,No,0.72068,1211,1662,0.69910,0.74225
2018,46-65 y.,No answer / don't know,No,0.89543,54,54,0.81304,0.97781
2018,46-65 y.,Primary Level,No,0.98011,153,153,0.95792,1.00231
2018,46-65 y.,Lower Secondary Level,Yes,0.13035,76,675,0.10493,0.15577
2018,46-65 y.,Lower Secondary Level,No,0.86965,599,675,0.84423,0.89507
2018,46-65 y.,Upper Secondary Level,Yes,0.25049,1042,4284,0.23751,0.26346
2018,46-65 y.,Upper Secondary Level,No,0.74951,3242,4284,0.73654,0.76249
2018,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.32155,235,783,0.28881,0.35429
2018,46-65 y.,Post-secondary Non-tertiary Level,No,0.67845,548,783,0.64571,0.71119
2018,46-65 y.,First Stage of Tertiary Education,Yes,0.30036,180,605,0.26380,0.33692
2018,46-65 y.,First Stage of Tertiary Education,No,0.69964,425,605,0.66308,0.73620
2018,46-65 y.,Second Stage of Tertiary Education,Yes,0.36429,585,1755,0.34177,0.38681
2018,46-65 y.,Second Stage of Tertiary Education,No,0.63571,1170,1755,0.61319,0.65823
2018,66 and older,Lower Secondary Level,Yes,0.12376,68,564,0.09656,0.15097
2018,66 and older,Lower Secondary Level,No,0.87624,496,564,0.84903,0.90344
2018,66 and older,Upper Secondary Level,Yes,0.20804,480,2286,0.19140,0.22469
2018,66 and older,Upper Secondary Level,No,0.79196,1806,2286,0.77531,0.80860
2018,66 and older,Post-secondary Non-tertiary Level,Yes,0.30843,36,132,0.22934,0.38752
2018,66 and older,Post-secondary Non-tertiary Level,No,0.69157,96,132,0.61248,0.77066
2018,66 and older,First Stage of Tertiary Education,Yes,0.18623,67,295,0.14173,0.23073
2018,66 and older,First Stage of Tertiary Education,No,0.81377,228,295,0.76927,0.85827
2018,66 and older,Second Stage of Tertiary Education,Yes,0.31515,236,782,0.28257,0.34773
2018,66 and older,Second Stage of Tertiary Education,No,0.68485,546,782,0.65227,0.71743
2020,17-29 y.,No answer / don't know,No,0.93706,373,373,0.91238,0.96174
2020,17-29 y.,Pre-primary Level,No,0.87630,258,258,0.83605,0.91655
2020,17-29 y.,Primary Level,No,0.95550,118,118,0.91814,0.99286
2020,17-29 y.,Lower Secondary Level,Yes,0.08329,45,729,0.06322,0.10337
2020,17-29 y.,Lower Secondary Level,No,0.91671,684,729,0.89663,0.93678
2020,17-29 y.,Upper Secondary Level,Yes,0.11423,179,1515,0.09820,0.13025
2020,17-29 y.,Upper Secondary Level,No,0.88577,1336,1515,0.86975,0.90180
2020,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.16943,55,324,0.12852,0.21034
2020,17-29 y.,Post-secondary Non-tertiary Level,No,0.83057,269,324,0.78966,0.87148
2020,17-29 y.,First Stage of Tertiary Education,No,0.87604,33,33,0.76186,0.99022
2020,17-29 y.,Second Stage of Tertiary Education,Yes,0.17848,87,576,0.14718,0.20978
2020,17-29 y.,Second Stage of Tertiary Education,No,0.82152,489,576,0.79022,0.85282
2020,30-45 y.,No answer / don't know,No,0.89878,146,146,0.84969,0.94788
2020,30-45 y.,Primary Level,No,0.93538,204,204,0.90156,0.96920
2020,30-45 y.,Lower Secondary Level,Yes,0.07057,36,599,0.05004,0.09110
2020,30-45 y.,Lower Secondary Level,No,0.92943,563,599,0.90890,0.94996
2020,30-45 y.,Upper Secondary Level,Yes,0.22839,424,2221,0.21093,0.24585
2020,30-45 y.,Upper Secondary Level,No,0.77161,1797,2221,0.75415,0.78907
2020,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.26990,202,775,0.23862,0.30117
2020,30-45 y.,Post-secondary Non-tertiary Level,No,0.73010,573,775,0.69883,0.76138
2020,30-45 y.,First Stage of Tertiary Education,Yes,0.33510,88,243,0.27563,0.39457
2020,30-45 y.,First Stage of Tertiary Education,No,0.66490,155,243,0.60543,0.72437
2020,30-45 y.,Second Stage of Tertiary Education,Yes,0.28442,462,1831,0.26375,0.30509
2020,30-45 y.,Second Stage of Tertiary Education,No,0.71558,1369,1831,0.69491,0.73625
2020,46-65 y.,No answer / don't know,No,0.91382,81,81,0.85232,0.97532
2020,46-65 y.,Primary Level,No,0.99286,128,128,0.97821,1.00750
2020,46-65 y.,Lower Secondary Level,Yes,0.13580,76,581,0.10792,0.16368
2020,46-65 y.,Lower Secondary Level,No,0.86420,505,581,0.83632,0.89208
2020,46-65 y.,Upper Secondary Level,Yes,0.26369,1015,3921,0.24989,0.27748
2020,46-65 y.,Upper Secondary Level,No,0.73631,2906,3921,0.72252,0.75011
2020,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.35727,295,862,0.32526,0.38928
2020,46-65 y.,Post-secondary Non-tertiary Level,No,0.64273,567,862,0.61072,0.67474
2020,46-65 y.,First Stage of Tertiary Education,Yes,0.32473,196,581,0.28662,0.36284
2020,46-65 y.,First Stage of Tertiary Education,No,0.67527,385,581,0.63716,0.71338
2020,46-65 y.,Second Stage of Tertiary Education,Yes,0.39049,697,1931,0.36873,0.41226
2020,46-65 y.,Second Stage of Tertiary Education,No,0.60951,1234,1931,0.58774,0.63127
2020,66 and older,Lower Secondary Level,Yes,0.14615,68,466,0.11404,0.17826
2020,66 and older,Lower Secondary Level,No,0.85385,398,466,0.82174,0.88596
2020,66 and older,Upper Secondary Level,Yes,0.19565,470,2148,0.17887,0.21243
2020,66 and older,Upper Secondary Level,No,0.80435,1678,2148,0.78757,0.82113
2020,66 and older,Post-secondary Non-tertiary Level,Yes,0.28604,34,133,0.20894,0.36313
2020,66 and older,Post-secondary Non-tertiary Level,No,0.71396,99,133,0.63687,0.79106
2020,66 and older,First Stage of Tertiary Education,Yes,0.17091,61,279,0.12666,0.21516
2020,66 and older,First Stage of Tertiary Education,No,0.82909,218,279,0.78484,0.87334
2020,66 and older,Second Stage of Tertiary Education,Yes,0.32323,261,809,0.29098,0.35548
2020,66 and older,Second Stage of Tertiary Education,No,0.67677,548,809,0.64452,0.70902
2022,17-29 y.,No answer / don't know,Yes,0.18144,92,764,0.15410,0.20879
2022,17-29 y.,No answer / don't know,No,0.81856,672,764,0.79121,0.84590
2022,17-29 y.,Pre-primary Level,No,0.90482,208,208,0.86484,0.94480
2022,17-29 y.,Primary Level,No,0.92561,79,79,0.86737,0.98384
2022,17-29 y.,Lower Secondary Level,Yes,0.09505,43,473,0.06859,0.12150
2022,17-29 y.,Lower Secondary Level,No,0.90495,430,473,0.87850,0.93141
2022,17-29 y.,Upper Secondary Level,Yes,0.13835,198,1496,0.12085,0.15585
2022,17-29 y.,Upper Secondary Level,No,0.86165,1298,1496,0.84415,0.87915
2022,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.20775,74,376,0.16668,0.24881
2022,17-29 y.,Post-secondary Non-tertiary Level,No,0.79225,302,376,0.75119,0.83332
2022,17-29 y.,First Stage of Tertiary Education,No,0.69271,44,44,0.55481,0.83061
2022,17-29 y.,Second Stage of Tertiary Education,Yes,0.21169,229,1331,0.18973,0.23364
2022,17-29 y.,Second Stage of Tertiary Education,No,0.78831,1102,1331,0.76636,0.81027
2022,30-45 y.,No answer / don't know,Yes,0.21015,219,1170,0.18680,0.23351
2022,30-45 y.,No answer / don't know,No,0.78985,951,1170,0.76649,0.81320
2022,30-45 y.,Primary Level,No,0.97419,103,103,0.94342,1.00496
2022,30-45 y.,Lower Secondary Level,No,0.94437,337,337,0.91986,0.96888
2022,30-45 y.,Upper Secondary Level,Yes,0.26952,451,1983,0.24999,0.28906
2022,30-45 y.,Upper Secondary Level,No,0.73048,1532,1983,0.71094,0.75001
2022,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.32323,237,788,0.29056,0.35591
2022,30-45 y.,Post-secondary Non-tertiary Level,No,0.67677,551,788,0.64409,0.70944
2022,30-45 y.,First Stage of Tertiary Education,Yes,0.24990,81,281,0.19919,0.30062
2022,30-45 y.,First Stage of Tertiary Education,No,0.75010,200,281,0.69938,0.80081
2022,30-45 y.,Second Stage of Tertiary Education,Yes,0.29940,633,2529,0.28155,0.31726
2022,30-45 y.,Second Stage of Tertiary Education,No,0.70060,1896,2529,0.68274,0.71845
2022,46-65 y.,No answer / don't know,Yes,0.31008,233,716,0.27617,0.34398
2022,46-65 y.,No answer / don't know,No,0.68992,483,716,0.65602,0.72383
2022,46-65 y.,Primary Level,No,0.93213,70,70,0.87279,0.99148
2022,46-65 y.,Lower Secondary Level,Yes,0.13572,63,366,0.10058,0.17086
2022,46-65 y.,Lower Secondary Level,No,0.86428,303,366,0.82914,0.89942
2022,46-65 y.,Upper Secondary Level,Yes,0.28111,861,2982,0.26497,0.29725
2022,46-65 y.,Upper Secondary Level,No,0.71889,2121,2982,0.70275,0.73503
2022,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.33782,271,738,0.30367,0.37197
2022,46-65 y.,Post-secondary Non-tertiary Level,No,0.66218,467,738,0.62803,0.69633
2022,46-65 y.,First Stage of Tertiary Education,Yes,0.33914,184,505,0.29780,0.38047
2022,46-65 y.,First Stage of Tertiary Education,No,0.66086,321,505,0.61953,0.70220
2022,46-65 y.,Second Stage of Tertiary Education,Yes,0.37333,678,1795,0.35095,0.39572
2022,46-65 y.,Second Stage of Tertiary Education,No,0.62667,1117,1795,0.60428,0.64905
2022,66 and older,No answer / don't know,Yes,0.27785,50,169,0.21012,0.34559
2022,66 and older,No answer / don't know,No,0.72215,119,169,0.65441,0.78988
2022,66 and older,Lower Secondary Level,Yes,0.17117,56,292,0.12790,0.21445
2022,66 and older,Lower Secondary Level,No,0.82883,236,292,0.78555,0.87210
2022,66 and older,Upper Secondary Level,Yes,0.25811,416,1613,0.23675,0.27948
2022,66 and older,Upper Secondary Level,No,0.74189,1197,1613,0.72052,0.76325
2022,66 and older,Post-secondary Non-tertiary Level,Yes,0.39768,40,110,0.30580,0.48957
2022,66 and older,Post-secondary Non-tertiary Level,No,0.60232,70,110,0.51043,0.69420
2022,66 and older,First Stage of Tertiary Education,Yes,0.15112,54,236,0.10532,0.19691
2022,66 and older,First Stage of Tertiary Education,No,0.84888,182,236,0.80309,0.89468
2022,66 and older,Second Stage of Tertiary Education,Yes,0.36434,270,730,0.32940,0.39927
2022,66 and older,Second Stage of Tertiary Education,No,0.63566,460,730,0.60073,0.67060
