year,age_gr,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,46-65 y.,Urban regions,Regular Part-Time Employment,0.12449,662,4562,0.11491,0.13407
2007,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04599,216,4562,0.03991,0.05207
2007,46-65 y.,Urban regions,Not Employed,0.35167,1478,4562,0.33782,0.36553
2007,46-65 y.,Rural regions,Full-Time Employment,0.45494,1178,2485,0.43536,0.47453
2007,46-65 y.,Rural regions,Regular Part-Time Employment,0.12424,327,2485,0.11127,0.13721
2007,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05198,109,2485,0.04325,0.06071
2007,46-65 y.,Rural regions,Not Employed,0.36742,871,2485,0.34846,0.38638
2007,66 and older,Urban regions,Full-Time Employment,0.00790,35,2828,0.00463,0.01116
2007,66 and older,Urban regions,Regular Part-Time Employment,0.01144,33,2828,0.00752,0.01537
2007,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.01379,48,2828,0.00949,0.01809
2007,66 and older,Urban regions,Not Employed,0.96687,2712,2828,0.96027,0.97347
2007,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.02682,31,1478,0.01858,0.03506
2007,66 and older,Rural regions,Not Employed,0.94856,1447,1478,0.93730,0.95983
2008,17-29 y.,Urban regions,Full-Time Employment,0.32739,684,2255,0.30802,0.34676
2008,17-29 y.,Urban regions,Regular Part-Time Employment,0.05603,116,2255,0.04654,0.06553
2008,17-29 y.,Urban regions,Vocational Training,0.12176,254,2255,0.10826,0.13526
2008,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.10757,244,2255,0.09478,0.12036
2008,17-29 y.,Urban regions,Not Employed,0.38577,957,2255,0.36567,0.40587
2008,17-29 y.,Rural regions,Full-Time Employment,0.32799,345,1150,0.30084,0.35514
2008,17-29 y.,Rural regions,Regular Part-Time Employment,0.05848,58,1150,0.04491,0.07205
2008,17-29 y.,Rural regions,Vocational Training,0.13556,171,1150,0.11577,0.15536
2008,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07501,84,1150,0.05978,0.09024
2008,17-29 y.,Rural regions,Not Employed,0.40068,492,1150,0.37234,0.42901
2008,30-45 y.,Urban regions,Full-Time Employment,0.61405,2073,3434,0.59776,0.63033
2008,30-45 y.,Urban regions,Regular Part-Time Employment,0.16664,626,3434,0.15418,0.17911
2008,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06052,196,3434,0.05255,0.06850
2008,30-45 y.,Urban regions,Not Employed,0.15322,539,3434,0.14117,0.16527
2008,30-45 y.,Rural regions,Full-Time Employment,0.63661,1055,1711,0.61382,0.65941
2008,30-45 y.,Rural regions,Regular Part-Time Employment,0.13904,276,1711,0.12264,0.15544
2008,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06247,108,1711,0.05100,0.07394
2008,30-45 y.,Rural regions,Not Employed,0.15735,272,1711,0.14009,0.17460
2008,46-65 y.,Urban regions,Full-Time Employment,0.48931,2154,4319,0.47440,0.50422
2008,46-65 y.,Urban regions,Regular Part-Time Employment,0.13096,662,4319,0.12090,0.14103
2008,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05375,215,4319,0.04702,0.06047
2008,46-65 y.,Urban regions,Not Employed,0.32252,1288,4319,0.30858,0.33647
2008,46-65 y.,Rural regions,Full-Time Employment,0.46573,1149,2361,0.44561,0.48586
2008,46-65 y.,Rural regions,Regular Part-Time Employment,0.14132,338,2361,0.12727,0.15538
2008,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04870,103,2361,0.04001,0.05738
2008,46-65 y.,Rural regions,Not Employed,0.34146,771,2361,0.32233,0.36059
2008,66 and older,Urban regions,Full-Time Employment,0.00924,37,2799,0.00569,0.01278
2008,66 and older,Urban regions,Regular Part-Time Employment,0.01011,34,2799,0.00640,0.01382
2008,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.02036,58,2799,0.01513,0.02559
2008,66 and older,Urban regions,Not Employed,0.96030,2670,2799,0.95306,0.96753
2008,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.03133,37,1463,0.02240,0.04026
2008,66 and older,Rural regions,Not Employed,0.94525,1426,1463,0.93359,0.95691
2009,17-29 y.,Urban regions,Full-Time Employment,0.32265,587,2035,0.30233,0.34296
2009,17-29 y.,Urban regions,Regular Part-Time Employment,0.05149,97,2035,0.04189,0.06110
2009,17-29 y.,Urban regions,Vocational Training,0.13172,257,2035,0.11703,0.14642
2009,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.10407,225,2035,0.09080,0.11734
2009,17-29 y.,Urban regions,Not Employed,0.38804,869,2035,0.36686,0.40922
2009,17-29 y.,Rural regions,Full-Time Employment,0.32348,319,1046,0.29512,0.35184
2009,17-29 y.,Rural regions,Regular Part-Time Employment,0.06719,56,1046,0.05201,0.08237
2009,17-29 y.,Rural regions,Vocational Training,0.13462,157,1046,0.11392,0.15531
2009,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07981,66,1046,0.06338,0.09624
2009,17-29 y.,Rural regions,Not Employed,0.39235,448,1046,0.36275,0.42196
2009,30-45 y.,Urban regions,Full-Time Employment,0.61351,1824,3066,0.59627,0.63075
2009,30-45 y.,Urban regions,Regular Part-Time Employment,0.16516,571,3066,0.15201,0.17830
2009,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06090,183,3066,0.05244,0.06937
2009,30-45 y.,Urban regions,Not Employed,0.15653,488,3066,0.14367,0.16940
2009,30-45 y.,Rural regions,Full-Time Employment,0.63613,977,1594,0.61250,0.65975
2009,30-45 y.,Rural regions,Regular Part-Time Employment,0.13679,269,1594,0.11991,0.15366
2009,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04847,86,1594,0.03793,0.05902
2009,30-45 y.,Rural regions,Not Employed,0.17476,262,1594,0.15611,0.19341
2009,46-65 y.,Urban regions,Full-Time Employment,0.49466,2062,4027,0.47922,0.51010
2009,46-65 y.,Urban regions,Regular Part-Time Employment,0.13582,614,4027,0.12524,0.14640
2009,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05525,194,4027,0.04819,0.06231
2009,46-65 y.,Urban regions,Not Employed,0.31089,1157,4027,0.29659,0.32518
2009,46-65 y.,Rural regions,Full-Time Employment,0.48764,1148,2287,0.46715,0.50813
2009,46-65 y.,Rural regions,Regular Part-Time Employment,0.13299,322,2287,0.11907,0.14691
2009,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05888,109,2287,0.04923,0.06853
2009,46-65 y.,Rural regions,Not Employed,0.31940,708,2287,0.30028,0.33851
2009,66 and older,Urban regions,Full-Time Employment,0.01125,45,2698,0.00727,0.01523
2009,66 and older,Urban regions,Regular Part-Time Employment,0.01407,43,2698,0.00963,0.01852
2009,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.02300,68,2698,0.01734,0.02866
2009,66 and older,Urban regions,Not Employed,0.95168,2542,2698,0.94359,0.95978
2009,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.03593,41,1432,0.02629,0.04558
2009,66 and older,Rural regions,Not Employed,0.94030,1391,1432,0.92802,0.95258
2010,17-29 y.,Urban regions,Full-Time Employment,0.29436,653,2804,0.27749,0.31123
2010,17-29 y.,Urban regions,Regular Part-Time Employment,0.05622,163,2804,0.04769,0.06474
2010,17-29 y.,Urban regions,Vocational Training,0.13328,290,2804,0.12069,0.14586
2010,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.09797,282,2804,0.08697,0.10898
2010,17-29 y.,Urban regions,Not Employed,0.41675,1416,2804,0.39850,0.43500
2010,17-29 y.,Rural regions,Full-Time Employment,0.33351,383,1469,0.30939,0.35762
2010,17-29 y.,Rural regions,Regular Part-Time Employment,0.06128,74,1469,0.04901,0.07355
2010,17-29 y.,Rural regions,Vocational Training,0.16232,195,1469,0.14345,0.18118
2010,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07552,120,1469,0.06200,0.08904
2010,17-29 y.,Rural regions,Not Employed,0.36315,697,1469,0.33855,0.38775
2010,30-45 y.,Urban regions,Full-Time Employment,0.61338,2903,5947,0.60100,0.62576
2010,30-45 y.,Urban regions,Regular Part-Time Employment,0.15624,1072,5947,0.14701,0.16547
2010,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05680,367,5947,0.05092,0.06269
2010,30-45 y.,Urban regions,Not Employed,0.17000,1605,5947,0.16045,0.17954
2010,30-45 y.,Rural regions,Full-Time Employment,0.62430,1536,3093,0.60723,0.64137
2010,30-45 y.,Rural regions,Regular Part-Time Employment,0.15759,541,3093,0.14475,0.17043
2010,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06646,249,3093,0.05768,0.07523
2010,30-45 y.,Rural regions,Not Employed,0.14807,767,3093,0.13555,0.16059
2010,46-65 y.,Urban regions,Full-Time Employment,0.49071,2231,4452,0.47603,0.50540
2010,46-65 y.,Urban regions,Regular Part-Time Employment,0.15135,765,4452,0.14083,0.16188
2010,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.06037,278,4452,0.05337,0.06737
2010,46-65 y.,Urban regions,Not Employed,0.29470,1178,4452,0.28131,0.30810
2010,46-65 y.,Rural regions,Full-Time Employment,0.50144,1250,2489,0.48179,0.52109
2010,46-65 y.,Rural regions,Regular Part-Time Employment,0.13666,383,2489,0.12317,0.15016
2010,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06750,137,2489,0.05765,0.07736
2010,46-65 y.,Rural regions,Not Employed,0.29344,719,2489,0.27555,0.31133
2010,66 and older,Urban regions,Full-Time Employment,0.01238,42,2617,0.00814,0.01661
2010,66 and older,Urban regions,Regular Part-Time Employment,0.01355,36,2617,0.00912,0.01799
2010,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.02245,70,2617,0.01678,0.02813
2010,66 and older,Urban regions,Not Employed,0.95161,2469,2617,0.94339,0.95984
2010,66 and older,Rural regions,Not Employed,0.95501,1344,1344,0.94393,0.96610
2011,17-29 y.,Urban regions,Full-Time Employment,0.32169,711,3008,0.30500,0.33839
2011,17-29 y.,Urban regions,Regular Part-Time Employment,0.06130,193,3008,0.05273,0.06987
2011,17-29 y.,Urban regions,Vocational Training,0.10698,301,3008,0.09593,0.11803
2011,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.09278,311,3008,0.08241,0.10315
2011,17-29 y.,Urban regions,Not Employed,0.41441,1492,3008,0.39680,0.43202
2011,17-29 y.,Rural regions,Full-Time Employment,0.37144,461,1679,0.34832,0.39456
2011,17-29 y.,Rural regions,Regular Part-Time Employment,0.04853,97,1679,0.03825,0.05882
2011,17-29 y.,Rural regions,Vocational Training,0.17023,256,1679,0.15224,0.18821
2011,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06192,124,1679,0.05039,0.07345
2011,17-29 y.,Rural regions,Not Employed,0.34105,741,1679,0.31836,0.36373
2011,30-45 y.,Urban regions,Full-Time Employment,0.62461,3206,6427,0.61277,0.63645
2011,30-45 y.,Urban regions,Regular Part-Time Employment,0.15975,1387,6427,0.15080,0.16871
2011,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04690,388,6427,0.04173,0.05207
2011,30-45 y.,Urban regions,Not Employed,0.16346,1446,6427,0.15441,0.17250
2011,30-45 y.,Rural regions,Full-Time Employment,0.61588,1763,3456,0.59966,0.63210
2011,30-45 y.,Rural regions,Regular Part-Time Employment,0.16206,706,3456,0.14977,0.17434
2011,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06450,251,3456,0.05631,0.07269
2011,30-45 y.,Rural regions,Not Employed,0.14862,736,3456,0.13676,0.16048
2011,46-65 y.,Urban regions,Full-Time Employment,0.51817,2912,5702,0.50520,0.53114
2011,46-65 y.,Urban regions,Regular Part-Time Employment,0.14457,974,5702,0.13544,0.15370
2011,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05711,315,5702,0.05109,0.06314
2011,46-65 y.,Urban regions,Not Employed,0.27872,1501,5702,0.26709,0.29036
2011,46-65 y.,Rural regions,Full-Time Employment,0.50663,1704,3414,0.48986,0.52340
2011,46-65 y.,Rural regions,Regular Part-Time Employment,0.14290,512,3414,0.13116,0.15465
2011,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05921,189,3414,0.05129,0.06713
2011,46-65 y.,Rural regions,Not Employed,0.29034,1009,3414,0.27511,0.30557
2011,66 and older,Urban regions,Full-Time Employment,0.00930,39,3318,0.00603,0.01257
2011,66 and older,Urban regions,Regular Part-Time Employment,0.01275,49,3318,0.00893,0.01657
2011,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.01957,67,3318,0.01486,0.02428
2011,66 and older,Urban regions,Not Employed,0.95838,3163,3318,0.95158,0.96517
2011,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.02411,33,1787,0.01700,0.03123
2011,66 and older,Rural regions,Not Employed,0.95624,1754,1787,0.94676,0.96573
2012,17-29 y.,Urban regions,Full-Time Employment,0.31709,690,2913,0.30019,0.33399
2012,17-29 y.,Urban regions,Regular Part-Time Employment,0.06368,177,2913,0.05481,0.07255
2012,17-29 y.,Urban regions,Vocational Training,0.11083,313,2913,0.09943,0.12223
2012,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.11855,359,2913,0.10681,0.13029
2012,17-29 y.,Urban regions,Not Employed,0.38628,1374,2913,0.36859,0.40396
2012,17-29 y.,Rural regions,Full-Time Employment,0.36209,422,1588,0.33844,0.38573
2012,17-29 y.,Rural regions,Regular Part-Time Employment,0.05635,92,1588,0.04500,0.06769
2012,17-29 y.,Rural regions,Vocational Training,0.14471,250,1588,0.12740,0.16202
2012,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07112,139,1588,0.05847,0.08376
2012,17-29 y.,Rural regions,Not Employed,0.35379,685,1588,0.33027,0.37732
2012,30-45 y.,Urban regions,Full-Time Employment,0.62251,2938,5811,0.61005,0.63498
2012,30-45 y.,Urban regions,Regular Part-Time Employment,0.16495,1327,5811,0.15541,0.17450
2012,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04749,353,5811,0.04202,0.05296
2012,30-45 y.,Urban regions,Not Employed,0.16062,1193,5811,0.15118,0.17006
2012,30-45 y.,Rural regions,Full-Time Employment,0.60794,1648,3207,0.59104,0.62484
2012,30-45 y.,Rural regions,Regular Part-Time Employment,0.16534,700,3207,0.15248,0.17820
2012,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04830,219,3207,0.04088,0.05572
2012,30-45 y.,Rural regions,Not Employed,0.16881,640,3207,0.15585,0.18178
2012,46-65 y.,Urban regions,Full-Time Employment,0.53179,2975,5776,0.51892,0.54466
2012,46-65 y.,Urban regions,Regular Part-Time Employment,0.14299,997,5776,0.13396,0.15202
2012,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05387,332,5776,0.04805,0.05970
2012,46-65 y.,Urban regions,Not Employed,0.27004,1472,5776,0.25859,0.28149
2012,46-65 y.,Rural regions,Full-Time Employment,0.49341,1758,3590,0.47705,0.50977
2012,46-65 y.,Rural regions,Regular Part-Time Employment,0.15696,572,3590,0.14506,0.16886
2012,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05590,203,3590,0.04839,0.06342
2012,46-65 y.,Rural regions,Not Employed,0.29272,1057,3590,0.27783,0.30761
2012,66 and older,Urban regions,Full-Time Employment,0.01119,45,3310,0.00761,0.01477
2012,66 and older,Urban regions,Regular Part-Time Employment,0.01419,60,3310,0.01016,0.01821
2012,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.02906,100,3310,0.02333,0.03478
2012,66 and older,Urban regions,Not Employed,0.94557,3105,3310,0.93784,0.95330
2012,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.02506,46,1861,0.01796,0.03216
2012,66 and older,Rural regions,Not Employed,0.95517,1815,1861,0.94577,0.96457
2013,17-29 y.,Urban regions,Full-Time Employment,0.30484,898,3791,0.29018,0.31949
2013,17-29 y.,Urban regions,Regular Part-Time Employment,0.07037,236,3791,0.06222,0.07851
2013,17-29 y.,Urban regions,Vocational Training,0.13283,518,3791,0.12203,0.14364
2013,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.11877,449,3791,0.10847,0.12907
2013,17-29 y.,Urban regions,Not Employed,0.37106,1690,3791,0.35568,0.38644
2013,17-29 y.,Rural regions,Full-Time Employment,0.35707,455,1778,0.33479,0.37934
2013,17-29 y.,Rural regions,Regular Part-Time Employment,0.04643,87,1778,0.03665,0.05622
2013,17-29 y.,Rural regions,Vocational Training,0.13921,291,1778,0.12311,0.15530
2013,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.07621,162,1778,0.06388,0.08855
2013,17-29 y.,Rural regions,Not Employed,0.36784,783,1778,0.34542,0.39026
2013,30-45 y.,Urban regions,Full-Time Employment,0.60164,3445,6967,0.59015,0.61314
2013,30-45 y.,Urban regions,Regular Part-Time Employment,0.16567,1491,6967,0.15694,0.17440
2013,30-45 y.,Urban regions,Vocational Training,0.00565,47,6967,0.00389,0.00742
2013,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05253,484,6967,0.04729,0.05777
2013,30-45 y.,Urban regions,Not Employed,0.17089,1500,6967,0.16205,0.17973
2013,30-45 y.,Rural regions,Full-Time Employment,0.58444,1726,3359,0.56777,0.60111
2013,30-45 y.,Rural regions,Regular Part-Time Employment,0.18478,756,3359,0.17165,0.19791
2013,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04970,214,3359,0.04235,0.05705
2013,30-45 y.,Rural regions,Not Employed,0.17365,663,3359,0.16084,0.18646
2013,46-65 y.,Urban regions,Full-Time Employment,0.53486,3294,6444,0.52268,0.54704
2013,46-65 y.,Urban regions,Regular Part-Time Employment,0.15455,1161,6444,0.14573,0.16338
2013,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05618,407,6444,0.05056,0.06181
2013,46-65 y.,Urban regions,Not Employed,0.25290,1582,6444,0.24229,0.26352
2013,46-65 y.,Rural regions,Full-Time Employment,0.48370,1783,3734,0.46767,0.49973
2013,46-65 y.,Rural regions,Regular Part-Time Employment,0.15999,652,3734,0.14823,0.17175
2013,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06139,237,3734,0.05369,0.06909
2013,46-65 y.,Rural regions,Not Employed,0.29318,1062,3734,0.27858,0.30778
2013,66 and older,Urban regions,Full-Time Employment,0.01117,46,3245,0.00756,0.01479
2013,66 and older,Urban regions,Regular Part-Time Employment,0.01397,57,3245,0.00993,0.01801
2013,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.03160,107,3245,0.02558,0.03762
2013,66 and older,Urban regions,Not Employed,0.94326,3035,3245,0.93530,0.95122
2013,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.03040,54,1768,0.02240,0.03841
2013,66 and older,Rural regions,Not Employed,0.95469,1714,1768,0.94499,0.96439
2014,17-29 y.,Urban regions,Full-Time Employment,0.30937,773,3289,0.29357,0.32517
2014,17-29 y.,Urban regions,Regular Part-Time Employment,0.07099,171,3289,0.06221,0.07976
2014,17-29 y.,Urban regions,Vocational Training,0.12709,447,3289,0.11571,0.13848
2014,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.13238,461,3289,0.12079,0.14396
2014,17-29 y.,Urban regions,Not Employed,0.35817,1437,3289,0.34178,0.37455
2014,17-29 y.,Rural regions,Full-Time Employment,0.34111,414,1561,0.31759,0.36464
2014,17-29 y.,Rural regions,Regular Part-Time Employment,0.06772,87,1561,0.05525,0.08019
2014,17-29 y.,Rural regions,Vocational Training,0.15467,256,1561,0.13673,0.17262
2014,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.08196,145,1561,0.06835,0.09558
2014,17-29 y.,Rural regions,Not Employed,0.33897,659,1561,0.31548,0.36246
2014,30-45 y.,Urban regions,Full-Time Employment,0.59507,2834,5650,0.58227,0.60787
2014,30-45 y.,Urban regions,Regular Part-Time Employment,0.16234,1226,5650,0.15272,0.17196
2014,30-45 y.,Urban regions,Vocational Training,0.00499,33,5650,0.00315,0.00683
2014,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05270,371,5650,0.04687,0.05853
2014,30-45 y.,Urban regions,Not Employed,0.18051,1186,5650,0.17048,0.19054
2014,30-45 y.,Rural regions,Full-Time Employment,0.57383,1467,2833,0.55562,0.59205
2014,30-45 y.,Rural regions,Regular Part-Time Employment,0.18217,638,2833,0.16795,0.19639
2014,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.05174,202,2833,0.04358,0.05990
2014,30-45 y.,Rural regions,Not Employed,0.17653,526,2833,0.16249,0.19057
2014,46-65 y.,Urban regions,Full-Time Employment,0.53301,3014,5890,0.52026,0.54575
2014,46-65 y.,Urban regions,Regular Part-Time Employment,0.16900,1113,5890,0.15943,0.17857
2014,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05581,375,5890,0.04995,0.06168
2014,46-65 y.,Urban regions,Not Employed,0.24121,1388,5890,0.23028,0.25214
2014,46-65 y.,Rural regions,Full-Time Employment,0.49751,1662,3414,0.48074,0.51429
2014,46-65 y.,Rural regions,Regular Part-Time Employment,0.15947,588,3414,0.14719,0.17175
2014,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06941,244,3414,0.06089,0.07794
2014,46-65 y.,Rural regions,Not Employed,0.27139,920,3414,0.25647,0.28631
2014,66 and older,Urban regions,Full-Time Employment,0.01235,43,3158,0.00850,0.01621
2014,66 and older,Urban regions,Regular Part-Time Employment,0.01448,62,3158,0.01032,0.01865
2014,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.03441,117,3158,0.02805,0.04077
2014,66 and older,Urban regions,Not Employed,0.93876,2936,3158,0.93039,0.94712
2014,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.03727,70,1757,0.02841,0.04613
2014,66 and older,Rural regions,Not Employed,0.94545,1687,1757,0.93483,0.95607
2015,17-29 y.,Urban regions,Full-Time Employment,0.32187,845,3404,0.30617,0.33757
2015,17-29 y.,Urban regions,Regular Part-Time Employment,0.06130,211,3404,0.05324,0.06936
2015,17-29 y.,Urban regions,Vocational Training,0.12684,422,3404,0.11565,0.13802
2015,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.13134,444,3404,0.11999,0.14269
2015,17-29 y.,Urban regions,Not Employed,0.35683,1482,3404,0.34073,0.37292
2015,17-29 y.,Rural regions,Full-Time Employment,0.34786,440,1598,0.32450,0.37122
2015,17-29 y.,Rural regions,Regular Part-Time Employment,0.07180,82,1598,0.05914,0.08446
2015,17-29 y.,Rural regions,Vocational Training,0.17019,291,1598,0.15176,0.18863
2015,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06425,132,1598,0.05222,0.07627
2015,17-29 y.,Rural regions,Not Employed,0.33450,653,1598,0.31136,0.35764
2015,30-45 y.,Urban regions,Full-Time Employment,0.58320,2701,5511,0.57018,0.59622
2015,30-45 y.,Urban regions,Regular Part-Time Employment,0.19119,1233,5511,0.18080,0.20157
2015,30-45 y.,Urban regions,Vocational Training,0.00432,36,5511,0.00258,0.00605
2015,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04581,323,5511,0.04029,0.05133
2015,30-45 y.,Urban regions,Not Employed,0.17034,1218,5511,0.16042,0.18027
2015,30-45 y.,Rural regions,Full-Time Employment,0.57386,1421,2741,0.55534,0.59237
2015,30-45 y.,Rural regions,Regular Part-Time Employment,0.18341,597,2741,0.16892,0.19790
2015,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06135,183,2741,0.05237,0.07034
2015,30-45 y.,Rural regions,Not Employed,0.16334,540,2741,0.14950,0.17718
2015,46-65 y.,Urban regions,Full-Time Employment,0.53121,2999,5800,0.51836,0.54405
2015,46-65 y.,Urban regions,Regular Part-Time Employment,0.16627,1112,5800,0.15669,0.17586
2015,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05444,347,5800,0.04860,0.06028
2015,46-65 y.,Urban regions,Not Employed,0.24670,1342,5800,0.23561,0.25780
2015,46-65 y.,Rural regions,Full-Time Employment,0.51008,1630,3322,0.49308,0.52708
2015,46-65 y.,Rural regions,Regular Part-Time Employment,0.17488,633,3322,0.16196,0.18779
2015,46-65 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06335,217,3322,0.05507,0.07164
2015,46-65 y.,Rural regions,Not Employed,0.24927,842,3322,0.23456,0.26399
2015,66 and older,Urban regions,Full-Time Employment,0.01365,45,3098,0.00956,0.01774
2015,66 and older,Urban regions,Regular Part-Time Employment,0.01304,56,3098,0.00905,0.01704
2015,66 and older,Urban regions,"Marginal, Irregular Part-Time Employment",0.03895,122,3098,0.03213,0.04576
2015,66 and older,Urban regions,Not Employed,0.93436,2875,3098,0.92564,0.94308
2015,66 and older,Rural regions,"Marginal, Irregular Part-Time Employment",0.03986,67,1761,0.03072,0.04901
2015,66 and older,Rural regions,Not Employed,0.93643,1694,1761,0.92503,0.94783
2016,17-29 y.,Urban regions,Full-Time Employment,0.32471,749,3753,0.30973,0.33970
2016,17-29 y.,Urban regions,Regular Part-Time Employment,0.05861,193,3753,0.05109,0.06612
2016,17-29 y.,Urban regions,Vocational Training,0.11135,402,3753,0.10128,0.12142
2016,17-29 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.10690,382,3753,0.09701,0.11679
2016,17-29 y.,Urban regions,Not Employed,0.39521,2027,3753,0.37957,0.41085
2016,17-29 y.,Rural regions,Full-Time Employment,0.30615,383,1775,0.28471,0.32760
2016,17-29 y.,Rural regions,Regular Part-Time Employment,0.07689,85,1775,0.06449,0.08928
2016,17-29 y.,Rural regions,Vocational Training,0.16908,290,1775,0.15164,0.18652
2016,17-29 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.06606,113,1775,0.05450,0.07762
2016,17-29 y.,Rural regions,Not Employed,0.37232,904,1775,0.34983,0.39482
2016,30-45 y.,Urban regions,Full-Time Employment,0.59226,2396,5783,0.57960,0.60493
2016,30-45 y.,Urban regions,Regular Part-Time Employment,0.17844,1117,5783,0.16857,0.18831
2016,30-45 y.,Urban regions,Vocational Training,0.00698,61,5783,0.00483,0.00913
2016,30-45 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.04507,308,5783,0.03973,0.05042
2016,30-45 y.,Urban regions,Not Employed,0.17137,1901,5783,0.16165,0.18108
2016,30-45 y.,Rural regions,Full-Time Employment,0.58370,1257,2832,0.56555,0.60186
2016,30-45 y.,Rural regions,Regular Part-Time Employment,0.19155,568,2832,0.17705,0.20604
2016,30-45 y.,Rural regions,Vocational Training,0.01219,32,2832,0.00815,0.01623
2016,30-45 y.,Rural regions,"Marginal, Irregular Part-Time Employment",0.04047,156,2832,0.03321,0.04773
2016,30-45 y.,Rural regions,Not Employed,0.16557,819,2832,0.15188,0.17926
2016,46-65 y.,Urban regions,Full-Time Employment,0.53767,2824,5743,0.52477,0.55056
2016,46-65 y.,Urban regions,Regular Part-Time Employment,0.17827,1131,5743,0.16837,0.18817
2016,46-65 y.,Urban regions,"Marginal, Irregular Part-Time Employment",0.05674,318,5743,0.05076,0.06272
2016,46-65 y.,Urban regions,Not Employed,0.22525,1470,5743,0.21444,0.23605
