year,age_gr,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2005,46-65 y.,No migration background,Full-Time Employment,0.45521,2908,6070,0.44268,0.46774
2005,46-65 y.,No migration background,Regular Part-Time Employment,0.11909,791,6070,0.11094,0.12724
2005,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05138,272,6070,0.04582,0.05693
2005,46-65 y.,No migration background,Not Employed,0.37193,2099,6070,0.35977,0.38409
2005,46-65 y.,Direct migration background,Full-Time Employment,0.39384,356,890,0.36172,0.42596
2005,46-65 y.,Direct migration background,Regular Part-Time Employment,0.11475,95,890,0.09380,0.13570
2005,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.04100,35,890,0.02797,0.05404
2005,46-65 y.,Direct migration background,Not Employed,0.45041,404,890,0.41770,0.48311
2005,66 and older,No migration background,Regular Part-Time Employment,0.01103,44,3358,0.00750,0.01456
2005,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.01375,50,3358,0.00981,0.01769
2005,66 and older,No migration background,Not Employed,0.96712,3264,3358,0.96108,0.97315
2005,66 and older,Direct migration background,Not Employed,0.97005,352,352,0.95222,0.98788
2006,17-29 y.,No migration background,Full-Time Employment,0.32636,913,3130,0.30993,0.34279
2006,17-29 y.,No migration background,Regular Part-Time Employment,0.04778,144,3130,0.04030,0.05525
2006,17-29 y.,No migration background,Vocational Training,0.12556,396,3130,0.11395,0.13717
2006,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.08536,298,3130,0.07557,0.09515
2006,17-29 y.,No migration background,Not Employed,0.40725,1379,3130,0.39003,0.42446
2006,17-29 y.,Direct migration background,Full-Time Employment,0.26621,85,306,0.21661,0.31582
2006,17-29 y.,Direct migration background,Vocational Training,0.12650,35,306,0.08920,0.16381
2006,17-29 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07422,31,306,0.04481,0.10364
2006,17-29 y.,Direct migration background,Not Employed,0.46666,155,306,0.41067,0.52265
2006,17-29 y.,Indirect migration background,Full-Time Employment,0.26618,131,459,0.22570,0.30666
2006,17-29 y.,Indirect migration background,Vocational Training,0.14241,75,459,0.11041,0.17442
2006,17-29 y.,Indirect migration background,Not Employed,0.46465,253,459,0.41897,0.51033
2006,30-45 y.,No migration background,Full-Time Employment,0.60456,3087,5203,0.59127,0.61784
2006,30-45 y.,No migration background,Regular Part-Time Employment,0.15905,905,5203,0.14911,0.16899
2006,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05690,295,5203,0.05060,0.06319
2006,30-45 y.,No migration background,Not Employed,0.17541,916,5203,0.16507,0.18574
2006,30-45 y.,Direct migration background,Full-Time Employment,0.47143,378,783,0.43645,0.50642
2006,30-45 y.,Direct migration background,Regular Part-Time Employment,0.14055,121,783,0.11619,0.16491
2006,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.05699,44,783,0.04074,0.07324
2006,30-45 y.,Direct migration background,Not Employed,0.32672,240,783,0.29384,0.35959
2006,30-45 y.,Indirect migration background,Full-Time Employment,0.56647,150,264,0.50658,0.62636
2006,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.14178,37,264,0.09962,0.18393
2006,30-45 y.,Indirect migration background,Not Employed,0.25302,77,264,0.20047,0.30556
2006,46-65 y.,No migration background,Full-Time Employment,0.46251,3136,6635,0.45051,0.47451
2006,46-65 y.,No migration background,Regular Part-Time Employment,0.11717,892,6635,0.10943,0.12491
2006,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05265,312,6635,0.04727,0.05802
2006,46-65 y.,No migration background,Not Employed,0.36514,2295,6635,0.35355,0.37673
2006,46-65 y.,Direct migration background,Full-Time Employment,0.40533,364,881,0.37289,0.43776
2006,46-65 y.,Direct migration background,Regular Part-Time Employment,0.10778,101,881,0.08729,0.12827
2006,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.04460,42,881,0.03096,0.05824
2006,46-65 y.,Direct migration background,Not Employed,0.44229,374,881,0.40948,0.47511
2006,66 and older,No migration background,Full-Time Employment,0.01152,49,4027,0.00822,0.01481
2006,66 and older,No migration background,Regular Part-Time Employment,0.01142,47,4027,0.00814,0.01470
2006,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.01483,72,4027,0.01110,0.01856
2006,66 and older,No migration background,Not Employed,0.96224,3859,4027,0.95635,0.96812
2006,66 and older,Direct migration background,Not Employed,0.95920,371,371,0.93905,0.97936
2007,17-29 y.,No migration background,Full-Time Employment,0.32859,854,2952,0.31164,0.34554
2007,17-29 y.,No migration background,Regular Part-Time Employment,0.05903,158,2952,0.05053,0.06753
2007,17-29 y.,No migration background,Vocational Training,0.12787,370,2952,0.11582,0.13991
2007,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.09030,278,2952,0.07996,0.10064
2007,17-29 y.,No migration background,Not Employed,0.39247,1292,2952,0.37486,0.41009
2007,17-29 y.,Direct migration background,Full-Time Employment,0.23692,67,215,0.17995,0.29389
2007,17-29 y.,Direct migration background,Not Employed,0.53786,148,215,0.47106,0.60466
2007,17-29 y.,Indirect migration background,Full-Time Employment,0.28245,141,471,0.24175,0.32315
2007,17-29 y.,Indirect migration background,Vocational Training,0.11990,60,471,0.09053,0.14927
2007,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.07019,32,471,0.04710,0.09329
2007,17-29 y.,Indirect migration background,Not Employed,0.45679,238,471,0.41176,0.50183
2007,30-45 y.,No migration background,Full-Time Employment,0.62001,2879,4735,0.60618,0.63384
2007,30-45 y.,No migration background,Regular Part-Time Employment,0.16760,881,4735,0.15696,0.17824
2007,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05666,265,4735,0.05007,0.06324
2007,30-45 y.,No migration background,Not Employed,0.15074,710,4735,0.14055,0.16094
2007,30-45 y.,Direct migration background,Full-Time Employment,0.47782,339,684,0.44036,0.51528
2007,30-45 y.,Direct migration background,Regular Part-Time Employment,0.16625,123,684,0.13833,0.19418
2007,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06911,39,684,0.05008,0.08813
2007,30-45 y.,Direct migration background,Not Employed,0.28041,183,684,0.24672,0.31410
2007,30-45 y.,Indirect migration background,Full-Time Employment,0.58131,157,256,0.52075,0.64186
2007,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.18617,41,256,0.13840,0.23395
2007,30-45 y.,Indirect migration background,Not Employed,0.18103,58,256,0.13377,0.22829
2007,46-65 y.,No migration background,Full-Time Employment,0.48331,3042,6208,0.47088,0.49575
2007,46-65 y.,No migration background,Regular Part-Time Employment,0.12554,889,6208,0.11729,0.13378
2007,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04987,287,6208,0.04446,0.05529
2007,46-65 y.,No migration background,Not Employed,0.33862,1990,6208,0.32685,0.35039
2007,46-65 y.,Direct migration background,Full-Time Employment,0.39501,321,789,0.36088,0.42915
2007,46-65 y.,Direct migration background,Regular Part-Time Employment,0.11262,89,789,0.09055,0.13469
2007,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.03909,35,789,0.02556,0.05262
2007,46-65 y.,Direct migration background,Not Employed,0.45327,344,789,0.41852,0.48803
2007,66 and older,No migration background,Full-Time Employment,0.01002,50,3955,0.00691,0.01312
2007,66 and older,No migration background,Regular Part-Time Employment,0.01297,49,3955,0.00945,0.01650
2007,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.01765,72,3955,0.01354,0.02175
2007,66 and older,No migration background,Not Employed,0.95936,3784,3955,0.95321,0.96552
2007,66 and older,Direct migration background,Not Employed,0.97517,365,365,0.95918,0.99115
2008,17-29 y.,No migration background,Full-Time Employment,0.33902,833,2689,0.32113,0.35692
2008,17-29 y.,No migration background,Regular Part-Time Employment,0.06034,139,2689,0.05134,0.06934
2008,17-29 y.,No migration background,Vocational Training,0.12734,334,2689,0.11473,0.13994
2008,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.09802,261,2689,0.08678,0.10926
2008,17-29 y.,No migration background,Not Employed,0.37329,1122,2689,0.35500,0.39157
2008,17-29 y.,Direct migration background,Full-Time Employment,0.27093,67,166,0.20312,0.33875
2008,17-29 y.,Direct migration background,Not Employed,0.45593,99,166,0.37994,0.53193
2008,17-29 y.,Indirect migration background,Full-Time Employment,0.31089,129,469,0.26895,0.35283
2008,17-29 y.,Indirect migration background,Vocational Training,0.13378,69,469,0.10294,0.16463
2008,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.09761,43,469,0.07072,0.12450
2008,17-29 y.,Indirect migration background,Not Employed,0.42833,228,469,0.38349,0.47316
2008,30-45 y.,No migration background,Full-Time Employment,0.64067,2662,4276,0.62629,0.65506
2008,30-45 y.,No migration background,Regular Part-Time Employment,0.16005,756,4276,0.14906,0.17104
2008,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05378,246,4276,0.04702,0.06055
2008,30-45 y.,No migration background,Not Employed,0.13958,612,4276,0.12919,0.14997
2008,30-45 y.,Direct migration background,Full-Time Employment,0.50870,308,603,0.46876,0.54863
2008,30-45 y.,Direct migration background,Regular Part-Time Employment,0.16820,110,603,0.13832,0.19808
2008,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.08327,39,603,0.06120,0.10534
2008,30-45 y.,Direct migration background,Not Employed,0.23786,146,603,0.20385,0.27188
2008,30-45 y.,Indirect migration background,Full-Time Employment,0.61564,158,247,0.55485,0.67642
2008,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.11039,36,247,0.07123,0.14955
2008,30-45 y.,Indirect migration background,Not Employed,0.16004,53,247,0.11422,0.20586
2008,46-65 y.,No migration background,Full-Time Employment,0.49786,2986,5924,0.48513,0.51060
2008,46-65 y.,No migration background,Regular Part-Time Employment,0.13526,898,5924,0.12655,0.14397
2008,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05159,277,5924,0.04596,0.05723
2008,46-65 y.,No migration background,Not Employed,0.31240,1763,5924,0.30060,0.32420
2008,46-65 y.,Direct migration background,Full-Time Employment,0.40347,297,706,0.36726,0.43969
2008,46-65 y.,Direct migration background,Regular Part-Time Employment,0.11784,87,706,0.09404,0.14164
2008,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.05428,37,706,0.03756,0.07101
2008,46-65 y.,Direct migration background,Not Employed,0.42052,285,706,0.38408,0.45696
2008,66 and older,No migration background,Full-Time Employment,0.00960,48,3916,0.00654,0.01265
2008,66 and older,No migration background,Regular Part-Time Employment,0.01099,47,3916,0.00773,0.01426
2008,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.02341,88,3916,0.01868,0.02815
2008,66 and older,No migration background,Not Employed,0.95600,3733,3916,0.94957,0.96242
2008,66 and older,Direct migration background,Not Employed,0.94879,352,352,0.92574,0.97185
2009,17-29 y.,No migration background,Full-Time Employment,0.33608,746,2474,0.31746,0.35470
2009,17-29 y.,No migration background,Regular Part-Time Employment,0.05266,118,2474,0.04385,0.06146
2009,17-29 y.,No migration background,Vocational Training,0.13339,335,2474,0.11999,0.14679
2009,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.09530,241,2474,0.08373,0.10687
2009,17-29 y.,No migration background,Not Employed,0.38001,1034,2474,0.36087,0.39914
2009,17-29 y.,Direct migration background,Full-Time Employment,0.24253,50,130,0.16857,0.31650
2009,17-29 y.,Direct migration background,Not Employed,0.45273,80,130,0.36683,0.53862
2009,17-29 y.,Indirect migration background,Full-Time Employment,0.30791,110,378,0.26131,0.35451
2009,17-29 y.,Indirect migration background,Vocational Training,0.15605,65,378,0.11942,0.19268
2009,17-29 y.,Indirect migration background,Not Employed,0.39702,203,378,0.34763,0.44641
2009,30-45 y.,No migration background,Full-Time Employment,0.64807,2392,3865,0.63301,0.66312
2009,30-45 y.,No migration background,Regular Part-Time Employment,0.14831,689,3865,0.13711,0.15952
2009,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04965,219,3865,0.04280,0.05650
2009,30-45 y.,No migration background,Not Employed,0.15059,565,3865,0.13931,0.16187
2009,30-45 y.,Direct migration background,Full-Time Employment,0.47274,255,527,0.43008,0.51541
2009,30-45 y.,Direct migration background,Regular Part-Time Employment,0.20404,109,527,0.16960,0.23848
2009,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.10595,34,527,0.07965,0.13225
2009,30-45 y.,Direct migration background,Not Employed,0.20970,129,527,0.17491,0.24449
2009,30-45 y.,Indirect migration background,Full-Time Employment,0.60502,154,252,0.54455,0.66550
2009,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.15237,42,252,0.10791,0.19683
2009,30-45 y.,Indirect migration background,Not Employed,0.19790,56,252,0.14861,0.24719
2009,46-65 y.,No migration background,Full-Time Employment,0.51061,2926,5650,0.49758,0.52365
2009,46-65 y.,No migration background,Regular Part-Time Employment,0.13692,852,5650,0.12795,0.14588
2009,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05650,268,5650,0.05048,0.06252
2009,46-65 y.,No migration background,Not Employed,0.29314,1604,5650,0.28127,0.30501
2009,46-65 y.,Direct migration background,Full-Time Employment,0.40030,265,619,0.36167,0.43893
2009,46-65 y.,Direct migration background,Regular Part-Time Employment,0.10561,71,619,0.08137,0.12984
2009,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.05819,34,619,0.03973,0.07665
2009,46-65 y.,Direct migration background,Not Employed,0.43590,249,619,0.39681,0.47500
2009,66 and older,No migration background,Full-Time Employment,0.01128,57,3821,0.00793,0.01462
2009,66 and older,No migration background,Regular Part-Time Employment,0.01348,53,3821,0.00982,0.01713
2009,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.02723,102,3821,0.02207,0.03239
2009,66 and older,No migration background,Not Employed,0.94802,3609,3821,0.94098,0.95506
2009,66 and older,Direct migration background,Not Employed,0.94833,319,319,0.92400,0.97266
2010,17-29 y.,No migration background,Full-Time Employment,0.33257,826,3228,0.31631,0.34883
2010,17-29 y.,No migration background,Regular Part-Time Employment,0.04970,176,3228,0.04220,0.05720
2010,17-29 y.,No migration background,Vocational Training,0.14657,393,3228,0.13437,0.15877
2010,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.08804,311,3228,0.07826,0.09781
2010,17-29 y.,No migration background,Not Employed,0.38060,1522,3228,0.36385,0.39736
2010,17-29 y.,Direct migration background,Full-Time Employment,0.22306,111,471,0.18542,0.26069
2010,17-29 y.,Direct migration background,Regular Part-Time Employment,0.12445,39,471,0.09461,0.15430
2010,17-29 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.08991,44,471,0.06405,0.11577
2010,17-29 y.,Direct migration background,Not Employed,0.46405,277,471,0.41896,0.50913
2010,17-29 y.,Indirect migration background,Full-Time Employment,0.22423,99,527,0.18859,0.25988
2010,17-29 y.,Indirect migration background,Vocational Training,0.15389,67,527,0.12305,0.18473
2010,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.10768,47,527,0.08119,0.13417
2010,17-29 y.,Indirect migration background,Not Employed,0.45952,314,527,0.41693,0.50211
2010,30-45 y.,No migration background,Full-Time Employment,0.65113,3590,7050,0.64001,0.66226
2010,30-45 y.,No migration background,Regular Part-Time Employment,0.16109,1376,7050,0.15251,0.16968
2010,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04889,462,7050,0.04386,0.05393
2010,30-45 y.,No migration background,Not Employed,0.13516,1622,7050,0.12718,0.14315
2010,30-45 y.,Direct migration background,Full-Time Employment,0.46117,587,1449,0.43549,0.48684
2010,30-45 y.,Direct migration background,Regular Part-Time Employment,0.15733,174,1449,0.13858,0.17609
2010,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.10950,111,1449,0.09342,0.12559
2010,30-45 y.,Direct migration background,Not Employed,0.26933,577,1449,0.24648,0.29218
2010,30-45 y.,Indirect migration background,Full-Time Employment,0.62003,262,541,0.57909,0.66097
2010,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.09711,63,541,0.07213,0.12208
2010,30-45 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.05337,43,541,0.03442,0.07233
2010,30-45 y.,Indirect migration background,Not Employed,0.22497,173,541,0.18975,0.26019
2010,46-65 y.,No migration background,Full-Time Employment,0.51933,3168,6170,0.50686,0.53180
2010,46-65 y.,No migration background,Regular Part-Time Employment,0.14839,1039,6170,0.13952,0.15726
2010,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.06216,365,6170,0.05613,0.06818
2010,46-65 y.,No migration background,Not Employed,0.26806,1598,6170,0.25700,0.27911
2010,46-65 y.,Direct migration background,Full-Time Employment,0.35657,279,693,0.32088,0.39226
2010,46-65 y.,Direct migration background,Regular Part-Time Employment,0.12426,94,693,0.09968,0.14883
2010,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06546,41,693,0.04703,0.08389
2010,46-65 y.,Direct migration background,Not Employed,0.45203,279,693,0.41495,0.48911
2010,46-65 y.,Indirect migration background,Full-Time Employment,0.41293,34,34,0.24494,0.58092
2010,66 and older,No migration background,Full-Time Employment,0.01170,54,3702,0.00824,0.01516
2010,66 and older,No migration background,Regular Part-Time Employment,0.01199,48,3702,0.00848,0.01550
2010,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.02339,95,3702,0.01852,0.02826
2010,66 and older,No migration background,Not Employed,0.95292,3505,3702,0.94610,0.95974
2010,66 and older,Direct migration background,Not Employed,0.95036,302,302,0.92583,0.97490
2011,17-29 y.,No migration background,Full-Time Employment,0.35151,939,3598,0.33590,0.36711
2011,17-29 y.,No migration background,Regular Part-Time Employment,0.05543,228,3598,0.04795,0.06291
2011,17-29 y.,No migration background,Vocational Training,0.13401,451,3598,0.12287,0.14514
2011,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.08304,338,3598,0.07402,0.09206
2011,17-29 y.,No migration background,Not Employed,0.37101,1642,3598,0.35523,0.38680
2011,17-29 y.,Direct migration background,Full-Time Employment,0.32581,115,461,0.28298,0.36865
2011,17-29 y.,Direct migration background,Regular Part-Time Employment,0.06697,38,461,0.04413,0.08982
2011,17-29 y.,Direct migration background,Vocational Training,0.08298,34,461,0.05777,0.10819
2011,17-29 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06543,39,461,0.04283,0.08803
2011,17-29 y.,Direct migration background,Not Employed,0.45790,235,461,0.41237,0.50343
2011,17-29 y.,Indirect migration background,Full-Time Employment,0.26694,118,604,0.23163,0.30225
2011,17-29 y.,Indirect migration background,Vocational Training,0.12314,72,604,0.09691,0.14937
2011,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.09591,58,604,0.07240,0.11941
2011,17-29 y.,Indirect migration background,Not Employed,0.45269,356,604,0.41296,0.49242
2011,30-45 y.,No migration background,Full-Time Employment,0.65400,4044,7791,0.64344,0.66457
2011,30-45 y.,No migration background,Regular Part-Time Employment,0.16191,1737,7791,0.15373,0.17009
2011,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04436,482,7791,0.03979,0.04894
2011,30-45 y.,No migration background,Not Employed,0.13250,1528,7791,0.12497,0.14003
2011,30-45 y.,Direct migration background,Full-Time Employment,0.47544,617,1490,0.45007,0.50081
2011,30-45 y.,Direct migration background,Regular Part-Time Employment,0.15926,241,1490,0.14068,0.17785
2011,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.08859,117,1490,0.07416,0.10302
2011,30-45 y.,Direct migration background,Not Employed,0.27416,515,1490,0.25150,0.29682
2011,30-45 y.,Indirect migration background,Full-Time Employment,0.60583,308,602,0.56676,0.64490
2011,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.14527,115,602,0.11710,0.17344
2011,30-45 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.05452,40,602,0.03637,0.07267
2011,30-45 y.,Indirect migration background,Not Employed,0.18850,139,602,0.15723,0.21977
2011,46-65 y.,No migration background,Full-Time Employment,0.53182,4148,8052,0.52092,0.54272
2011,46-65 y.,No migration background,Regular Part-Time Employment,0.14362,1336,8052,0.13596,0.15128
2011,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05482,434,8052,0.04984,0.05979
2011,46-65 y.,No migration background,Not Employed,0.26853,2134,8052,0.25885,0.27821
2011,46-65 y.,Direct migration background,Full-Time Employment,0.41659,419,948,0.38519,0.44799
2011,46-65 y.,Direct migration background,Regular Part-Time Employment,0.14089,127,948,0.11873,0.16305
2011,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07052,58,948,0.05421,0.08682
2011,46-65 y.,Direct migration background,Not Employed,0.37164,344,948,0.34086,0.40241
2011,46-65 y.,Indirect migration background,Full-Time Employment,0.39937,49,81,0.29204,0.50670
2011,46-65 y.,Indirect migration background,Not Employed,0.24989,32,81,0.15502,0.34476
2011,66 and older,No migration background,Full-Time Employment,0.00971,53,4717,0.00692,0.01251
2011,66 and older,No migration background,Regular Part-Time Employment,0.01213,64,4717,0.00901,0.01525
2011,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.02054,91,4717,0.01649,0.02459
2011,66 and older,No migration background,Not Employed,0.95762,4509,4717,0.95187,0.96337
2011,66 and older,Direct migration background,Not Employed,0.95788,403,403,0.93824,0.97752
2012,17-29 y.,No migration background,Full-Time Employment,0.34059,891,3497,0.32488,0.35630
2012,17-29 y.,No migration background,Regular Part-Time Employment,0.05642,204,3497,0.04877,0.06406
2012,17-29 y.,No migration background,Vocational Training,0.12772,448,3497,0.11665,0.13878
2012,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.10267,394,3497,0.09261,0.11273
2012,17-29 y.,No migration background,Not Employed,0.36441,1560,3497,0.34845,0.38036
2012,17-29 y.,Direct migration background,Full-Time Employment,0.35327,113,377,0.30496,0.40159
2012,17-29 y.,Direct migration background,Regular Part-Time Employment,0.07851,36,377,0.05132,0.10570
2012,17-29 y.,Direct migration background,Vocational Training,0.08203,37,377,0.05429,0.10977
2012,17-29 y.,Direct migration background,Not Employed,0.40293,191,377,0.35335,0.45251
2012,17-29 y.,Indirect migration background,Full-Time Employment,0.26412,108,568,0.22783,0.30040
2012,17-29 y.,Indirect migration background,Vocational Training,0.12112,78,568,0.09426,0.14797
2012,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.12437,74,568,0.09721,0.15154
2012,17-29 y.,Indirect migration background,Not Employed,0.41631,308,568,0.37574,0.45689
2012,30-45 y.,No migration background,Full-Time Employment,0.64133,3679,7063,0.63014,0.65251
2012,30-45 y.,No migration background,Regular Part-Time Employment,0.16659,1667,7063,0.15790,0.17528
2012,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04355,428,7063,0.03879,0.04831
2012,30-45 y.,No migration background,Not Employed,0.14247,1289,7063,0.13432,0.15062
2012,30-45 y.,Direct migration background,Full-Time Employment,0.52097,612,1386,0.49466,0.54728
2012,30-45 y.,Direct migration background,Regular Part-Time Employment,0.16823,249,1386,0.14853,0.18794
2012,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07303,110,1386,0.05932,0.08673
2012,30-45 y.,Direct migration background,Not Employed,0.23233,415,1386,0.21009,0.25457
2012,30-45 y.,Indirect migration background,Full-Time Employment,0.61503,295,569,0.57501,0.65504
2012,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.13833,111,569,0.10994,0.16672
2012,30-45 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.02692,34,569,0.01361,0.04024
2012,30-45 y.,Indirect migration background,Not Employed,0.21360,129,569,0.17990,0.24731
2012,46-65 y.,No migration background,Full-Time Employment,0.53212,4238,8297,0.52138,0.54286
2012,46-65 y.,No migration background,Regular Part-Time Employment,0.14572,1399,8297,0.13812,0.15331
2012,46-65 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.05269,465,8297,0.04789,0.05750
2012,46-65 y.,No migration background,Not Employed,0.26823,2195,8297,0.25870,0.27776
2012,46-65 y.,Direct migration background,Full-Time Employment,0.44004,430,931,0.40814,0.47195
2012,46-65 y.,Direct migration background,Regular Part-Time Employment,0.15643,141,931,0.13308,0.17977
2012,46-65 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06315,59,931,0.04751,0.07878
2012,46-65 y.,Direct migration background,Not Employed,0.34039,301,931,0.30993,0.37084
2012,46-65 y.,Indirect migration background,Full-Time Employment,0.44570,65,98,0.34678,0.54461
2012,46-65 y.,Indirect migration background,Not Employed,0.24835,33,98,0.16237,0.33433
2012,66 and older,No migration background,Full-Time Employment,0.01159,54,4783,0.00855,0.01462
2012,66 and older,No migration background,Regular Part-Time Employment,0.01249,75,4783,0.00934,0.01564
2012,66 and older,No migration background,"Marginal, Irregular Part-Time Employment",0.02804,135,4783,0.02336,0.03272
2012,66 and older,No migration background,Not Employed,0.94789,4519,4783,0.94159,0.95419
2012,66 and older,Direct migration background,Not Employed,0.95527,396,396,0.93489,0.97566
2013,17-29 y.,No migration background,Full-Time Employment,0.33322,829,3345,0.31725,0.34920
2013,17-29 y.,No migration background,Regular Part-Time Employment,0.05677,183,3345,0.04893,0.06462
2013,17-29 y.,No migration background,Vocational Training,0.14317,484,3345,0.13130,0.15504
2013,17-29 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.09891,400,3345,0.08879,0.10903
2013,17-29 y.,No migration background,Not Employed,0.36071,1449,3345,0.34443,0.37698
2013,17-29 y.,Direct migration background,Full-Time Employment,0.32753,294,1108,0.29989,0.35518
2013,17-29 y.,Direct migration background,Regular Part-Time Employment,0.10167,89,1108,0.08387,0.11948
2013,17-29 y.,Direct migration background,Vocational Training,0.08608,141,1108,0.06956,0.10260
2013,17-29 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.13756,95,1108,0.11727,0.15785
2013,17-29 y.,Direct migration background,Not Employed,0.34547,489,1108,0.31746,0.37349
2013,17-29 y.,Indirect migration background,Full-Time Employment,0.25823,230,1116,0.23254,0.28392
2013,17-29 y.,Indirect migration background,Regular Part-Time Employment,0.05915,51,1116,0.04530,0.07300
2013,17-29 y.,Indirect migration background,Vocational Training,0.13642,184,1116,0.11627,0.15657
2013,17-29 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.10959,116,1116,0.09125,0.12793
2013,17-29 y.,Indirect migration background,Not Employed,0.43540,535,1116,0.40629,0.46450
2013,30-45 y.,No migration background,Full-Time Employment,0.62404,3346,6445,0.61222,0.63587
2013,30-45 y.,No migration background,Regular Part-Time Employment,0.18242,1595,6445,0.17299,0.19185
2013,30-45 y.,No migration background,Vocational Training,0.00425,35,6445,0.00266,0.00584
2013,30-45 y.,No migration background,"Marginal, Irregular Part-Time Employment",0.04534,388,6445,0.04026,0.05042
2013,30-45 y.,No migration background,Not Employed,0.13956,1081,6445,0.13110,0.14802
2013,30-45 y.,Direct migration background,Full-Time Employment,0.50972,1383,3036,0.49193,0.52750
2013,30-45 y.,Direct migration background,Regular Part-Time Employment,0.14391,491,3036,0.13142,0.15640
2013,30-45 y.,Direct migration background,Vocational Training,0.00882,32,3036,0.00549,0.01215
2013,30-45 y.,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07832,260,3036,0.06876,0.08788
2013,30-45 y.,Direct migration background,Not Employed,0.25923,870,3036,0.24364,0.27482
2013,30-45 y.,Indirect migration background,Full-Time Employment,0.57455,442,865,0.54159,0.60752
2013,30-45 y.,Indirect migration background,Regular Part-Time Employment,0.13827,161,865,0.11525,0.16129
2013,30-45 y.,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03787,50,865,0.02514,0.05060
