"plh0108","year","bula_h","regtyp","n","percent","lowerconfidence_percent","upperconfidence_percent"
"3 Weniger wichtig","2004","Bayern","Laendlicher Raum","407","0.285030716700227","0.262622125295867","0.307439308104587"
"3 Weniger wichtig","2004","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2004","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2004","Berlin","Staedtischer Raum","316","0.395860607847986","0.361972851313866","0.429748364382105"
"3 Weniger wichtig","2004","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","2004","Brandenburg","Staedtischer Raum","25","","",""
"3 Weniger wichtig","2004","Brandenburg","Laendlicher Raum","250","0.321249301848807","0.289269013071009","0.353229590626605"
"3 Weniger wichtig","2004","Mecklenburg-Vorpommern","Staedtischer Raum","32","0.435373022422135","0.320849838775213","0.549896206069057"
"3 Weniger wichtig","2004","Mecklenburg-Vorpommern","Laendlicher Raum","131","0.25622539014415","0.215059456130455","0.297391324157846"
"3 Weniger wichtig","2004","Sachsen","Staedtischer Raum","282","0.385385680324302","0.35107672707411","0.419694633574494"
"3 Weniger wichtig","2004","Sachsen","Laendlicher Raum","244","0.326389228703596","0.293356075526226","0.359422381880967"
"3 Weniger wichtig","2004","Sachsen-Anhalt","Staedtischer Raum","56","0.312146268746806","0.244265195808331","0.380027341685282"
"3 Weniger wichtig","2004","Sachsen-Anhalt","Laendlicher Raum","207","0.258857076982623","0.227191644358869","0.290522509606378"
"3 Weniger wichtig","2004","Thueringen","Staedtischer Raum","97","0.378677862295223","0.322264459941681","0.435091264648764"
"3 Weniger wichtig","2004","Thueringen","Laendlicher Raum","157","0.270027954751845","0.236001500558091","0.304054408945598"
"4 Ganz unwichtig","2004","Schleswig-Holstein","Staedtischer Raum","65","0.292257490458409","0.239363127960199","0.345151852956618"
"4 Ganz unwichtig","2004","Schleswig-Holstein","Laendlicher Raum","36","0.101973830039072","0.0715478094502597","0.132399850627885"
"4 Ganz unwichtig","2004","Hamburg","Staedtischer Raum","62","0.276355245024686","0.224886253694121","0.32782423635525"
"4 Ganz unwichtig","2004","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2004","Niedersachsen","Staedtischer Raum","99","0.134734566726047","0.112390302327325","0.157078831124769"
"4 Ganz unwichtig","2004","Niedersachsen","Laendlicher Raum","69","0.0917026480328692","0.0735964133751835","0.109808882690555"
"4 Ganz unwichtig","2004","Bremen","Staedtischer Raum","19","","",""
"4 Ganz unwichtig","2004","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2004","Nordrhein-Westfalen","Staedtischer Raum","517","0.161243174438537","0.150378139924736","0.172108208952337"
"4 Ganz unwichtig","2004","Nordrhein-Westfalen","Laendlicher Raum","15","","",""
"4 Ganz unwichtig","2004","Hessen","Staedtischer Raum","146","0.164142299479222","0.142990278122087","0.185294320836358"
"4 Ganz unwichtig","2004","Hessen","Laendlicher Raum","21","","",""
"4 Ganz unwichtig","2004","Rheinland-Pfalz,Saarland","Staedtischer Raum","81","0.0969662375801394","0.0784866513824738","0.115445823777805"
"4 Ganz unwichtig","2004","Rheinland-Pfalz,Saarland","Laendlicher Raum","9","","",""
"4 Ganz unwichtig","2004","Baden-Wuerttemberg","Staedtischer Raum","242","0.124996579241036","0.111611202263949","0.138381956218123"
"4 Ganz unwichtig","2004","Baden-Wuerttemberg","Laendlicher Raum","16","","",""
"4 Ganz unwichtig","2004","Bayern","Staedtischer Raum","172","0.154216555492654","0.135716516576022","0.172716594409285"
"4 Ganz unwichtig","2004","Bayern","Laendlicher Raum","127","0.0954028286425554","0.0808202854362238","0.109985371848887"
"4 Ganz unwichtig","2004","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2004","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2004","Berlin","Staedtischer Raum","276","0.391525773731885","0.357703377787885","0.425348169675884"
"4 Ganz unwichtig","2004","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2004","Brandenburg","Staedtischer Raum","27","","",""
"4 Ganz unwichtig","2004","Brandenburg","Laendlicher Raum","131","0.196187549884151","0.168990661045425","0.223384438722877"
"4 Ganz unwichtig","2004","Mecklenburg-Vorpommern","Staedtischer Raum","20","","",""
"4 Ganz unwichtig","2004","Mecklenburg-Vorpommern","Laendlicher Raum","70","0.225255499221077","0.185862126069627","0.264648872372527"
"4 Ganz unwichtig","2004","Sachsen","Staedtischer Raum","205","0.306895183992237","0.27438249880029","0.339407869184184"
"4 Ganz unwichtig","2004","Sachsen","Laendlicher Raum","120","0.184957146399422","0.157604245580127","0.212310047218717"
"4 Ganz unwichtig","2004","Sachsen-Anhalt","Staedtischer Raum","57","0.395148479657126","0.323529831120177","0.466767128194075"
"4 Ganz unwichtig","2004","Sachsen-Anhalt","Laendlicher Raum","105","0.196795147493293","0.16805263187421","0.225537663112376"
"4 Ganz unwichtig","2004","Thueringen","Staedtischer Raum","79","0.352071817937771","0.296523874126735","0.407619761748808"
"4 Ganz unwichtig","2004","Thueringen","Laendlicher Raum","71","0.154442574232116","0.126746750487354","0.182138397976879"
"1 Sehr wichtig","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","2005","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2005","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","2005","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","2005","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","2005","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","2005","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","2005","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","2005","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","2005","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","2005","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","2005","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","2005","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","2005","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2005","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2005","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","2005","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","2005","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","2005","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","2005","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","2005","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","2005","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","2005","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","2005","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2005","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Schleswig-Holstein","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Niedersachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Niedersachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Hessen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Hessen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2005","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2005","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","2006","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2006","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","2006","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","2006","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","2006","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","2006","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","2006","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","2006","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","2006","Hessen","Staedtischer Raum","","","",""
"2 Wichtig","2006","Hessen","Laendlicher Raum","","","",""
"2 Wichtig","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"2 Wichtig","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"2 Wichtig","2006","Bayern","Staedtischer Raum","","","",""
"2 Wichtig","2006","Bayern","Laendlicher Raum","","","",""
"2 Wichtig","2006","Saarland","Staedtischer Raum","","","",""
"2 Wichtig","2006","Saarland","Laendlicher Raum","","","",""
"2 Wichtig","2006","Berlin","Staedtischer Raum","","","",""
"2 Wichtig","2006","Berlin","Laendlicher Raum","","","",""
"2 Wichtig","2006","Brandenburg","Staedtischer Raum","","","",""
"2 Wichtig","2006","Brandenburg","Laendlicher Raum","","","",""
"2 Wichtig","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"2 Wichtig","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"2 Wichtig","2006","Sachsen","Staedtischer Raum","","","",""
"2 Wichtig","2006","Sachsen","Laendlicher Raum","","","",""
"2 Wichtig","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"2 Wichtig","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"2 Wichtig","2006","Thueringen","Staedtischer Raum","","","",""
"2 Wichtig","2006","Thueringen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Hamburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Hamburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Niedersachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Niedersachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Bremen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Bremen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Hessen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Hessen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Bayern","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Bayern","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Saarland","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Saarland","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Berlin","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Berlin","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Brandenburg","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Brandenburg","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Sachsen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Sachsen","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"3 Weniger wichtig","2006","Thueringen","Staedtischer Raum","","","",""
"3 Weniger wichtig","2006","Thueringen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Schleswig-Holstein","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Schleswig-Holstein","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Hamburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Hamburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Niedersachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Niedersachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Bremen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Bremen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Hessen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Hessen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Bayern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Bayern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Saarland","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Saarland","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Berlin","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Berlin","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Brandenburg","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Brandenburg","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Sachsen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Sachsen","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Sachsen-Anhalt","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Sachsen-Anhalt","Laendlicher Raum","","","",""
"4 Ganz unwichtig","2006","Thueringen","Staedtischer Raum","","","",""
"4 Ganz unwichtig","2006","Thueringen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Schleswig-Holstein","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Schleswig-Holstein","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Hamburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Hamburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Niedersachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Niedersachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Bremen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Bremen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Hessen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Hessen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Rheinland-Pfalz,Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Rheinland-Pfalz,Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Baden-Wuerttemberg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Baden-Wuerttemberg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Bayern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Bayern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Saarland","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Saarland","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Berlin","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Berlin","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Brandenburg","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Brandenburg","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Mecklenburg-Vorpommern","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Mecklenburg-Vorpommern","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Sachsen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Sachsen","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Sachsen-Anhalt","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Sachsen-Anhalt","Laendlicher Raum","","","",""
"1 Sehr wichtig","2007","Thueringen","Staedtischer Raum","","","",""
"1 Sehr wichtig","2007","Thueringen","Laendlicher Raum","","","",""
"2 Wichtig","2007","Schleswig-Holstein","Staedtischer Raum","","","",""
"2 Wichtig","2007","Schleswig-Holstein","Laendlicher Raum","","","",""
"2 Wichtig","2007","Hamburg","Staedtischer Raum","","","",""
"2 Wichtig","2007","Hamburg","Laendlicher Raum","","","",""
"2 Wichtig","2007","Niedersachsen","Staedtischer Raum","","","",""
"2 Wichtig","2007","Niedersachsen","Laendlicher Raum","","","",""
"2 Wichtig","2007","Bremen","Staedtischer Raum","","","",""
"2 Wichtig","2007","Bremen","Laendlicher Raum","","","",""
"2 Wichtig","2007","Nordrhein-Westfalen","Staedtischer Raum","","","",""
"2 Wichtig","2007","Nordrhein-Westfalen","Laendlicher Raum","","","",""
"2 Wichtig","2007","Hessen","Staedtischer Raum","","","",""
