,Unnamed: 0,year,pgisced97,regtyp,plb0037_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
549,549,2017,Upper Secondary Level,Rural regions,Temporary job,0.12511,388,14915,0.11198,0.13929
550,550,2017,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.87411,992,14915,0.81056,0.93279
551,551,2017,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.12589,146,14915,0.10498,0.15182
552,552,2017,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.85714,392,14915,0.74338,0.96418
553,553,2017,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.14286,55,14915,0.10135,0.19248
554,554,2017,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,484,14915,0.887,1.10988
555,555,2017,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,336,14915,0.89224,1.11863
556,556,2017,Second Stage of Tertiary Education,Urban regions,Permanent job,0.82646,2449,14915,0.78285,0.8671
557,557,2017,Second Stage of Tertiary Education,Urban regions,Temporary job,0.17354,496,14915,0.15497,0.1936
558,558,2017,Second Stage of Tertiary Education,Rural regions,Permanent job,0.86839,919,14915,0.79555,0.94443
559,559,2017,Second Stage of Tertiary Education,Rural regions,Temporary job,0.13161,148,14915,0.10356,0.1659
560,560,2018,Primary Level,Urban regions,Permanent job,0.75436,123,14628,0.60822,0.98492
561,561,2018,Primary Level,Urban regions,Temporary job,0.24564,124,14628,0.15374,0.33197
562,562,2018,Primary Level,Rural regions,Permanent job,0.82633,61,14628,0.50066,1.24638
563,563,2018,Primary Level,Rural regions,Temporary job,0.17367,52,14628,0.12839,0.2218
564,564,2018,Lower Secondary Level,Urban regions,Permanent job,0.64011,530,14628,0.57142,0.71608
565,565,2018,Lower Secondary Level,Urban regions,Temporary job,0.35989,373,14628,0.31248,0.41405
566,566,2018,Lower Secondary Level,Rural regions,Permanent job,0.70093,286,14628,0.59987,0.80831
567,567,2018,Lower Secondary Level,Rural regions,Temporary job,0.29907,202,14628,0.2334,0.35641
568,568,2018,Upper Secondary Level,Urban regions,Permanent job,0.85442,3257,14628,0.81397,0.88254
569,569,2018,Upper Secondary Level,Urban regions,Temporary job,0.14558,653,14628,0.13277,0.15992
570,570,2018,Upper Secondary Level,Rural regions,Permanent job,0.88477,2313,14628,0.84,0.93254
571,571,2018,Upper Secondary Level,Rural regions,Temporary job,0.11523,363,14628,0.10155,0.13419
572,572,2018,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.87535,961,14628,0.81231,0.94508
573,573,2018,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.12465,145,14628,0.10073,0.14939
574,574,2018,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.8841,395,14628,0.77657,1.00472
575,575,2018,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.1159,52,14628,0.08767,0.14541
576,576,2018,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,453,14628,0.89527,1.12092
577,577,2018,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,323,14628,0.86524,1.13926
578,578,2018,Second Stage of Tertiary Education,Urban regions,Permanent job,0.82855,2435,14628,0.78479,0.86929
579,579,2018,Second Stage of Tertiary Education,Urban regions,Temporary job,0.17145,502,14628,0.14891,0.19272
580,580,2018,Second Stage of Tertiary Education,Rural regions,Permanent job,0.88767,888,14628,0.81624,0.96522
581,581,2018,Second Stage of Tertiary Education,Rural regions,Temporary job,0.11233,137,14628,0.08599,0.13964
582,582,2019,Primary Level,Urban regions,Permanent job,0.70029,138,13857,0.51573,0.88688
583,583,2019,Primary Level,Urban regions,Temporary job,0.29971,178,13857,0.21346,0.39891
584,584,2019,Primary Level,Rural regions,Permanent job,0.81174,65,13857,0.4663,1.2331
585,585,2019,Primary Level,Rural regions,Temporary job,0.18826,68,13857,0.13239,0.24935
586,586,2019,Lower Secondary Level,Urban regions,Permanent job,0.66992,476,13857,0.60001,0.77774
587,587,2019,Lower Secondary Level,Urban regions,Temporary job,0.33008,342,13857,0.2655,0.38644
588,588,2019,Lower Secondary Level,Rural regions,Permanent job,0.71163,273,13857,0.59628,0.83547
589,589,2019,Lower Secondary Level,Rural regions,Temporary job,0.28837,194,13857,0.2416,0.33757
590,590,2019,Upper Secondary Level,Urban regions,Permanent job,0.86517,3014,13857,0.8302,0.90529
591,591,2019,Upper Secondary Level,Urban regions,Temporary job,0.13483,587,13857,0.12072,0.15211
592,592,2019,Upper Secondary Level,Rural regions,Permanent job,0.8766,2103,13857,0.82524,0.93061
593,593,2019,Upper Secondary Level,Rural regions,Temporary job,0.1234,325,13857,0.10444,0.14123
594,594,2019,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.87703,906,13857,0.79264,0.95432
595,595,2019,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.12297,127,13857,0.09144,0.14957
596,596,2019,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.94045,384,13857,0.82578,1.09049
597,597,2019,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.05955,43,13857,0.0376,0.08861
598,598,2019,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,444,13857,0.89106,1.10999
599,599,2019,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,325,13857,0.86207,1.09947
600,600,2019,Second Stage of Tertiary Education,Urban regions,Permanent job,0.84292,2368,13857,0.79548,0.88957
601,601,2019,Second Stage of Tertiary Education,Urban regions,Temporary job,0.15708,477,13857,0.13802,0.18287
602,602,2019,Second Stage of Tertiary Education,Rural regions,Permanent job,0.8916,897,13857,0.81916,0.97289
603,603,2019,Second Stage of Tertiary Education,Rural regions,Temporary job,0.1084,123,13857,0.07897,0.136
604,604,2020,Primary Level,Urban regions,Permanent job,0.63981,201,14945,0.4528,0.87921
605,605,2020,Primary Level,Urban regions,Temporary job,0.36019,231,14945,0.21369,0.55374
606,606,2020,Primary Level,Rural regions,Permanent job,0.81969,85,14945,0.49603,1.20699
607,607,2020,Primary Level,Rural regions,Temporary job,0.18031,70,14945,0.12668,0.25153
608,608,2020,Lower Secondary Level,Urban regions,Permanent job,0.67363,551,14945,0.58492,0.75845
609,609,2020,Lower Secondary Level,Urban regions,Temporary job,0.32637,403,14945,0.27955,0.38975
610,610,2020,Lower Secondary Level,Rural regions,Permanent job,0.68517,298,14945,0.56515,0.80067
611,611,2020,Lower Secondary Level,Rural regions,Temporary job,0.31483,184,14945,0.25424,0.3998
612,612,2020,Upper Secondary Level,Urban regions,Permanent job,0.85601,3025,14945,0.81975,0.89436
613,613,2020,Upper Secondary Level,Urban regions,Temporary job,0.14399,724,14945,0.12825,0.16217
614,614,2020,Upper Secondary Level,Rural regions,Permanent job,0.91168,2081,14945,0.86266,0.95621
615,615,2020,Upper Secondary Level,Rural regions,Temporary job,0.08832,303,14945,0.07475,0.10124
616,616,2020,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.90755,1018,14945,0.83866,0.97951
617,617,2020,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.09245,170,14945,0.07366,0.11778
618,618,2020,Post-secondary Non-tertiary Level,Rural regions,Permanent job,0.93737,411,14945,0.82177,1.06964
619,619,2020,Post-secondary Non-tertiary Level,Rural regions,Temporary job,0.06263,55,14945,0.03772,0.09073
620,620,2020,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,419,14945,0.88435,1.10575
621,621,2020,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,305,14945,0.85209,1.14123
622,622,2020,Second Stage of Tertiary Education,Urban regions,Permanent job,0.84714,2739,14945,0.80099,0.89587
623,623,2020,Second Stage of Tertiary Education,Urban regions,Temporary job,0.15286,587,14945,0.13121,0.18286
624,624,2020,Second Stage of Tertiary Education,Rural regions,Permanent job,0.9005,934,14945,0.82809,0.99175
625,625,2020,Second Stage of Tertiary Education,Rural regions,Temporary job,0.0995,151,14945,0.07603,0.1285
626,626,2021,Primary Level,Urban regions,Permanent job,0.70786,160,9714,0.49121,0.91451
627,627,2021,Primary Level,Urban regions,Temporary job,0.29214,119,9714,0.17145,0.44912
628,628,2021,Primary Level,Rural regions,Permanent job,1.0,38,9714,0.47925,1.79446
629,629,2021,Lower Secondary Level,Urban regions,Permanent job,0.73762,308,9714,0.62245,0.85506
630,630,2021,Lower Secondary Level,Urban regions,Temporary job,0.26238,176,9714,0.19837,0.33365
631,631,2021,Lower Secondary Level,Rural regions,Permanent job,0.80896,179,9714,0.61377,0.98328
632,632,2021,Lower Secondary Level,Rural regions,Temporary job,0.19104,81,9714,0.13802,0.24232
633,633,2021,Upper Secondary Level,Urban regions,Permanent job,0.85837,1903,9714,0.81741,0.91025
634,634,2021,Upper Secondary Level,Urban regions,Temporary job,0.14163,397,9714,0.12559,0.16116
635,635,2021,Upper Secondary Level,Rural regions,Permanent job,0.90034,1330,9714,0.84783,0.96005
636,636,2021,Upper Secondary Level,Rural regions,Temporary job,0.09966,182,9714,0.07878,0.12778
637,637,2021,Post-secondary Non-tertiary Level,Urban regions,Permanent job,0.89102,702,9714,0.80991,0.97536
638,638,2021,Post-secondary Non-tertiary Level,Urban regions,Temporary job,0.10898,103,9714,0.08043,0.14242
639,639,2021,Post-secondary Non-tertiary Level,Rural regions,Permanent job,1.0,290,9714,0.85874,1.16479
640,640,2021,First Stage of Tertiary Education,Urban regions,Permanent job,1.0,292,9714,0.86607,1.16599
641,641,2021,First Stage of Tertiary Education,Rural regions,Permanent job,1.0,197,9714,0.83504,1.15027
642,642,2021,Second Stage of Tertiary Education,Urban regions,Permanent job,0.85375,2086,9714,0.80367,0.89883
643,643,2021,Second Stage of Tertiary Education,Urban regions,Temporary job,0.14625,363,9714,0.12449,0.1677
644,644,2021,Second Stage of Tertiary Education,Rural regions,Permanent job,0.89867,709,9714,0.80799,1.00164
645,645,2021,Second Stage of Tertiary Education,Rural regions,Temporary job,0.10133,99,9714,0.07149,0.13735
