study,dataset,version,variable,value,label,label_de
soep-core,p_statistics,v39,plh0183,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0183,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0183,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0183,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0183,0,0 Zufrieden: Skala 0-Niedrig bis 10-Hoch,0 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,1,1 Zufrieden: Skala 0-Niedrig bis 10-Hoch,1 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,2,2 Zufrieden: Skala 0-Niedrig bis 10-Hoch,2 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,3,3 Zufrieden: Skala 0-Niedrig bis 10-Hoch,3 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,4,4 Zufrieden: Skala 0-Niedrig bis 10-Hoch,4 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,5,5 Zufrieden: Skala 0-Niedrig bis 10-Hoch,5 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,6,6 Zufrieden: Skala 0-Niedrig bis 10-Hoch,6 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,7,7 Zufrieden: Skala 0-Niedrig bis 10-Hoch,7 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,8,8 Zufrieden: Skala 0-Niedrig bis 10-Hoch,8 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,9,9 Zufrieden: Skala 0-Niedrig bis 10-Hoch,9 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0183,10,10 Zufrieden: Skala 0-Niedrig bis 10-Hoch,10 Zufrieden: Skala 0-Niedrig bis 10-Hoch
soep-core,p_statistics,v39,plh0184,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0184,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0184,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0184,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0184,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0184,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0184,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0184,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0184,1,Very seldom,Sehr selten
soep-core,p_statistics,v39,plh0184,2,Seldom,Selten
soep-core,p_statistics,v39,plh0184,3,Sometimes,Manchmal
soep-core,p_statistics,v39,plh0184,4,Often,Oft
soep-core,p_statistics,v39,plh0184,5,Very often,Sehr oft
soep-core,p_statistics,v39,plh0185,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0185,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0185,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0185,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0185,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0185,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0185,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0185,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0185,1,Very seldom,Sehr selten
soep-core,p_statistics,v39,plh0185,2,Seldom,Selten
soep-core,p_statistics,v39,plh0185,3,Sometimes,Manchmal
soep-core,p_statistics,v39,plh0185,4,Often,Oft
soep-core,p_statistics,v39,plh0185,5,Very often,Sehr oft
soep-core,p_statistics,v39,plh0186,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0186,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0186,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0186,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0186,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0186,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0186,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0186,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0186,1,Very seldom,Sehr selten
soep-core,p_statistics,v39,plh0186,2,Seldom,Selten
soep-core,p_statistics,v39,plh0186,3,Sometimes,Manchmal
soep-core,p_statistics,v39,plh0186,4,Often,Oft
soep-core,p_statistics,v39,plh0186,5,Very often,Sehr oft
soep-core,p_statistics,v39,plh0187,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0187,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0187,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0187,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0187,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0187,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0187,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0187,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0187,1,Very seldom,Sehr selten
soep-core,p_statistics,v39,plh0187,2,Seldom,Selten
soep-core,p_statistics,v39,plh0187,3,Sometimes,Manchmal
soep-core,p_statistics,v39,plh0187,4,Often,Oft
soep-core,p_statistics,v39,plh0187,5,Very often,Sehr oft
soep-core,p_statistics,v39,plh0188,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0188,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0188,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0188,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0188,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0188,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0188,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0188,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0188,1,Agree completely,Stimmt ganz u.gar
soep-core,p_statistics,v39,plh0188,2,Agree,Stimmt eher
soep-core,p_statistics,v39,plh0188,3,Disagree,Stimmt eher nicht
soep-core,p_statistics,v39,plh0188,4,Disagree completely,Stimmt ganz u.gar nicht
soep-core,p_statistics,v39,plh0189,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0189,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0189,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0189,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0189,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0189,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0189,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0189,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0189,1,Agree completely,Stimmt ganz u.gar
soep-core,p_statistics,v39,plh0189,2,Agree,Stimmt eher
soep-core,p_statistics,v39,plh0189,3,Disagree,Stimmt eher nicht
soep-core,p_statistics,v39,plh0189,4,Disagree completely,Stimmt ganz u.gar nicht
soep-core,p_statistics,v39,plh0190,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0190,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0190,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0190,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0190,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0190,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0190,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0190,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0190,1,Agree completely,Stimmt ganz u.gar
soep-core,p_statistics,v39,plh0190,2,Agree,Stimmt eher
soep-core,p_statistics,v39,plh0190,3,Disagree,Stimmt eher nicht
soep-core,p_statistics,v39,plh0190,4,Disagree completely,Stimmt ganz u.gar nicht
soep-core,p_statistics,v39,plh0191,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0191,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0191,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0191,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0191,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0191,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0191,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0191,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0191,1,Agree completely,Stimmt ganz u.gar
soep-core,p_statistics,v39,plh0191,2,Agree,Stimmt eher
soep-core,p_statistics,v39,plh0191,3,Disagree,Stimmt eher nicht
soep-core,p_statistics,v39,plh0191,4,Disagree completely,Stimmt ganz u.gar nicht
soep-core,p_statistics,v39,plh0192,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0192,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0192,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0192,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0192,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0192,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0192,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0192,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0192,1,Strongly agree,Stimme voll zu
soep-core,p_statistics,v39,plh0192,2,Agree,Stimme eher zu
soep-core,p_statistics,v39,plh0192,3,Disagree,Lehne eher ab
soep-core,p_statistics,v39,plh0192,4,Strongly disagree,Lehne voll ab
soep-core,p_statistics,v39,plh0193,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0193,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0193,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0193,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0193,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0193,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0193,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0193,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0193,1,Strongly agree,Stimme voll zu
soep-core,p_statistics,v39,plh0193,2,Agree,Stimme eher zu
soep-core,p_statistics,v39,plh0193,3,Disagree,Lehne eher ab
soep-core,p_statistics,v39,plh0193,4,Strongly disagree,Lehne voll ab
soep-core,p_statistics,v39,plh0194,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0194,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0194,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0194,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0194,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0194,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0194,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0194,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0194,1,Strongly agree,Stimme voll zu
soep-core,p_statistics,v39,plh0194,2,Agree,Stimme eher zu
soep-core,p_statistics,v39,plh0194,3,Disagree,Lehne eher ab
soep-core,p_statistics,v39,plh0194,4,Strongly disagree,Lehne voll ab
soep-core,p_statistics,v39,plh0195,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0195,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0195,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0195,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0195,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0195,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0195,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0195,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0195,1,Most people would exploit you if they had the opportunity,Leute nutzen aus
soep-core,p_statistics,v39,plh0195,2,Most people would try to be fair,Leute sind fair
soep-core,p_statistics,v39,plh0196,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0196,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0196,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0196,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0196,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0196,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0196,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0196,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0196,1,People usually try to be helpful,Leute sind hilfsbereit
soep-core,p_statistics,v39,plh0196,2,People usually only pursue their own interests,Leute verfolgen Eigeninteresse
soep-core,p_statistics,v39,plh0204_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0204_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0204_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0204_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0204_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0204_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0204_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0204_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0204_h,0,0 Not at all willing to take risks,0 Gar nicht risikobereit
soep-core,p_statistics,v39,plh0204_h,1,1,1
soep-core,p_statistics,v39,plh0204_h,2,2,2
soep-core,p_statistics,v39,plh0204_h,3,3,3
soep-core,p_statistics,v39,plh0204_h,4,4,4
soep-core,p_statistics,v39,plh0204_h,5,5,5
soep-core,p_statistics,v39,plh0204_h,6,6,6
soep-core,p_statistics,v39,plh0204_h,7,7,7
soep-core,p_statistics,v39,plh0204_h,8,8,8
soep-core,p_statistics,v39,plh0204_h,9,9,9
soep-core,p_statistics,v39,plh0204_h,10,10 Very willing to take risks,10 Sehr risikobereit
soep-core,p_statistics,v39,plh0206i01,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0206i01,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0206i01,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0206i01,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0206i01,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0206i01,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0206i01,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0206i01,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0206i01,1,1 Does not apply to me at all,1 Trifft ueberhaupt nicht zu
soep-core,p_statistics,v39,plh0206i01,2,2,2
soep-core,p_statistics,v39,plh0206i01,3,3,3
soep-core,p_statistics,v39,plh0206i01,4,4,4
soep-core,p_statistics,v39,plh0206i01,5,5,5
soep-core,p_statistics,v39,plh0206i01,6,6,6
soep-core,p_statistics,v39,plh0206i01,7,7 Applies to me perfectly,7 Trifft voll zu
soep-core,p_statistics,v39,plh0206i02,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0206i02,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0206i02,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0206i02,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0206i02,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0206i02,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0206i02,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0206i02,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0206i02,1,1 Does not apply to me at all,1 Trifft ueberhaupt nicht zu
soep-core,p_statistics,v39,plh0206i02,2,2,2
soep-core,p_statistics,v39,plh0206i02,3,3,3
soep-core,p_statistics,v39,plh0206i02,4,4,4
soep-core,p_statistics,v39,plh0206i02,5,5,5
soep-core,p_statistics,v39,plh0206i02,6,6,6
soep-core,p_statistics,v39,plh0206i02,7,7 Applies to me perfectly,7 Trifft voll zu
soep-core,p_statistics,v39,plh0206i03,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0206i03,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0206i03,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0206i03,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0206i03,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0206i03,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0206i03,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0206i03,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0206i03,1,1 Does not apply to me at all,1 Trifft ueberhaupt nicht zu
soep-core,p_statistics,v39,plh0206i03,2,2,2
soep-core,p_statistics,v39,plh0206i03,3,3,3
soep-core,p_statistics,v39,plh0206i03,4,4,4
soep-core,p_statistics,v39,plh0206i03,5,5,5
soep-core,p_statistics,v39,plh0206i03,6,6,6
soep-core,p_statistics,v39,plh0206i03,7,7 Applies to me perfectly,7 Trifft voll zu
soep-core,p_statistics,v39,plh0206i04,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0206i04,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0206i04,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0206i04,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0206i04,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0206i04,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0206i04,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0206i04,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0206i04,1,1 Does not apply to me at all,1 Trifft ueberhaupt nicht zu
soep-core,p_statistics,v39,plh0206i04,2,2,2
soep-core,p_statistics,v39,plh0206i04,3,3,3
soep-core,p_statistics,v39,plh0206i04,4,4,4
soep-core,p_statistics,v39,plh0206i04,5,5,5
soep-core,p_statistics,v39,plh0206i04,6,6,6
soep-core,p_statistics,v39,plh0206i04,7,7 Applies to me perfectly,7 Trifft voll zu
soep-core,p_statistics,v39,plh0206i05,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0206i05,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0206i05,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0206i05,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0206i05,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0206i05,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0206i05,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0206i05,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0206i05,1,1 Does not apply to me at all,1 Trifft ueberhaupt nicht zu
soep-core,p_statistics,v39,plh0206i05,2,2,2
soep-core,p_statistics,v39,plh0206i05,3,3,3
soep-core,p_statistics,v39,plh0206i05,4,4,4
soep-core,p_statistics,v39,plh0206i05,5,5,5
soep-core,p_statistics,v39,plh0206i05,6,6,6
soep-core,p_statistics,v39,plh0206i05,7,7 Applies to me perfectly,7 Trifft voll zu
soep-core,p_statistics,v39,plh0206i06,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0206i06,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0206i06,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0206i06,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0206i06,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0206i06,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0206i06,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0206i06,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0206i06,1,1 Does not apply to me at all,1 Trifft ueberhaupt nicht zu
soep-core,p_statistics,v39,plh0206i06,2,2,2
soep-core,p_statistics,v39,plh0206i06,3,3,3
soep-core,p_statistics,v39,plh0206i06,4,4,4
soep-core,p_statistics,v39,plh0206i06,5,5,5
soep-core,p_statistics,v39,plh0206i06,6,6,6
soep-core,p_statistics,v39,plh0206i06,7,7 Applies to me perfectly,7 Trifft voll zu
soep-core,p_statistics,v39,plh0244,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0244,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0244,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0244,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0244,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0244,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0244,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0244,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0244,1,Optimistic,Optimistisch
soep-core,p_statistics,v39,plh0244,2,More optimistic than pessimistic,Eher optimistisch als pessimistisch
soep-core,p_statistics,v39,plh0244,3,More pessimistic than optimistic,Eher pessimistisch als optimistisch
soep-core,p_statistics,v39,plh0244,4,Pessimistic,Pessimistisch
soep-core,p_statistics,v39,plh0258_h,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0258_h,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0258_h,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0258_h,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0258_h,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0258_h,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0258_h,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0258_h,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0258_h,1,Catholic,Katholisch
soep-core,p_statistics,v39,plh0258_h,2,Protestant,Evangelisch
soep-core,p_statistics,v39,plh0258_h,3,Other Christian community,Andere christlische Religionsgemeinschaft
soep-core,p_statistics,v39,plh0258_h,4,Islamic community,Islamische Religionsgemeinschaft
soep-core,p_statistics,v39,plh0258_h,5,Other religious community,Andere Religionsgemeinschaft
soep-core,p_statistics,v39,plh0258_h,6,Non-denominational,Konfessionslos
soep-core,p_statistics,v39,plh0258_h,7,Christian orthodox,Christlich orthodox
soep-core,p_statistics,v39,plh0258_h,8,Shiite denomination,Schiitische Rel.gemeinschaft
soep-core,p_statistics,v39,plh0258_h,9,Sunni denomination,Sunnitische Rel.gemeinschaft
