"ple0055","year","sampreg","n","percent","lower_confidence","upper_confidence"
"7","1999","Ostdeutschland","","","",""
"8","1999","Westdeutschland","","","",""
"8","1999","Ostdeutschland","","","",""
"9","1999","Westdeutschland","","","",""
"9","1999","Ostdeutschland","","","",""
"10","1999","Westdeutschland","","","",""
"10","1999","Ostdeutschland","","","",""
"11","1999","Westdeutschland","","","",""
"11","1999","Ostdeutschland","","","",""
"12","1999","Westdeutschland","","","",""
"12","1999","Ostdeutschland","","","",""
"13","1999","Westdeutschland","","","",""
"13","1999","Ostdeutschland","","","",""
"14","1999","Westdeutschland","","","",""
"14","1999","Ostdeutschland","","","",""
"15","1999","Westdeutschland","","","",""
"15","1999","Ostdeutschland","","","",""
"16","1999","Westdeutschland","","","",""
"16","1999","Ostdeutschland","","","",""
"17","1999","Westdeutschland","","","",""
"17","1999","Ostdeutschland","","","",""
"18","1999","Westdeutschland","","","",""
"18","1999","Ostdeutschland","","","",""
"19","1999","Westdeutschland","","","",""
"19","1999","Ostdeutschland","","","",""
"20","1999","Westdeutschland","","","",""
"20","1999","Ostdeutschland","","","",""
"21","1999","Westdeutschland","","","",""
"21","1999","Ostdeutschland","","","",""
"22","1999","Westdeutschland","","","",""
"22","1999","Ostdeutschland","","","",""
"23","1999","Westdeutschland","","","",""
"23","1999","Ostdeutschland","","","",""
"24","1999","Westdeutschland","","","",""
"24","1999","Ostdeutschland","","","",""
"25","1999","Westdeutschland","","","",""
"25","1999","Ostdeutschland","","","",""
"26","1999","Westdeutschland","","","",""
"26","1999","Ostdeutschland","","","",""
"27","1999","Westdeutschland","","","",""
"27","1999","Ostdeutschland","","","",""
"28","1999","Westdeutschland","","","",""
"28","1999","Ostdeutschland","","","",""
"30","1999","Westdeutschland","","","",""
"30","1999","Ostdeutschland","","","",""
"31","1999","Westdeutschland","","","",""
"31","1999","Ostdeutschland","","","",""
"32","1999","Westdeutschland","","","",""
"32","1999","Ostdeutschland","","","",""
"35","1999","Westdeutschland","","","",""
"35","1999","Ostdeutschland","","","",""
"36","1999","Westdeutschland","","","",""
"36","1999","Ostdeutschland","","","",""
"40","1999","Westdeutschland","","","",""
"40","1999","Ostdeutschland","","","",""
"42","1999","Westdeutschland","","","",""
"42","1999","Ostdeutschland","","","",""
"45","1999","Westdeutschland","","","",""
"45","1999","Ostdeutschland","","","",""
"48","1999","Westdeutschland","","","",""
"48","1999","Ostdeutschland","","","",""
"50","1999","Westdeutschland","","","",""
"50","1999","Ostdeutschland","","","",""
"51","1999","Westdeutschland","","","",""
"51","1999","Ostdeutschland","","","",""
"64","1999","Westdeutschland","","","",""
"64","1999","Ostdeutschland","","","",""
"65","1999","Westdeutschland","","","",""
"65","1999","Ostdeutschland","","","",""
"90","1999","Westdeutschland","","","",""
"90","1999","Ostdeutschland","","","",""
"98","1999","Westdeutschland","","","",""
"98","1999","Ostdeutschland","","","",""
"100","1999","Westdeutschland","","","",""
"100","1999","Ostdeutschland","","","",""
"0","2000","Westdeutschland","","","",""
"0","2000","Ostdeutschland","","","",""
"1","2000","Westdeutschland","1563","0.73244873502301","0.713447265810344","0.751450204235677"
"1","2000","Ostdeutschland","499","0.704328583735641","0.670522769657148","0.738134397814134"
"2","2000","Westdeutschland","339","0.172799616848898","0.15657136225588","0.189027871441917"
"2","2000","Ostdeutschland","125","0.182362278682856","0.153756943844994","0.210967613520718"
"3","2000","Westdeutschland","88","0.0498270167741468","0.0404874045861476","0.0591666289621461"
"3","2000","Ostdeutschland","31","0.0471920426410148","0.0314834909111814","0.0629005943708482"
"4","2000","Westdeutschland","","","",""
"4","2000","Ostdeutschland","","","",""
"5","2000","Westdeutschland","","","",""
"5","2000","Ostdeutschland","","","",""
"6","2000","Westdeutschland","","","",""
"6","2000","Ostdeutschland","","","",""
"7","2000","Westdeutschland","","","",""
"7","2000","Ostdeutschland","","","",""
"8","2000","Westdeutschland","","","",""
"8","2000","Ostdeutschland","","","",""
"9","2000","Westdeutschland","","","",""
"9","2000","Ostdeutschland","","","",""
"10","2000","Westdeutschland","","","",""
"10","2000","Ostdeutschland","","","",""
"11","2000","Westdeutschland","","","",""
"11","2000","Ostdeutschland","","","",""
"12","2000","Westdeutschland","","","",""
"12","2000","Ostdeutschland","","","",""
"13","2000","Westdeutschland","","","",""
"13","2000","Ostdeutschland","","","",""
"14","2000","Westdeutschland","","","",""
"14","2000","Ostdeutschland","","","",""
"15","2000","Westdeutschland","","","",""
"15","2000","Ostdeutschland","","","",""
"16","2000","Westdeutschland","","","",""
"16","2000","Ostdeutschland","","","",""
"17","2000","Westdeutschland","","","",""
"17","2000","Ostdeutschland","","","",""
"18","2000","Westdeutschland","","","",""
"18","2000","Ostdeutschland","","","",""
"19","2000","Westdeutschland","","","",""
"19","2000","Ostdeutschland","","","",""
"20","2000","Westdeutschland","","","",""
"20","2000","Ostdeutschland","","","",""
"21","2000","Westdeutschland","","","",""
"21","2000","Ostdeutschland","","","",""
"22","2000","Westdeutschland","","","",""
"22","2000","Ostdeutschland","","","",""
"23","2000","Westdeutschland","","","",""
"23","2000","Ostdeutschland","","","",""
"24","2000","Westdeutschland","","","",""
"24","2000","Ostdeutschland","","","",""
"25","2000","Westdeutschland","","","",""
"25","2000","Ostdeutschland","","","",""
"26","2000","Westdeutschland","","","",""
"26","2000","Ostdeutschland","","","",""
"27","2000","Westdeutschland","","","",""
"27","2000","Ostdeutschland","","","",""
"28","2000","Westdeutschland","","","",""
"28","2000","Ostdeutschland","","","",""
"30","2000","Westdeutschland","","","",""
"30","2000","Ostdeutschland","","","",""
"31","2000","Westdeutschland","","","",""
"31","2000","Ostdeutschland","","","",""
"32","2000","Westdeutschland","","","",""
"32","2000","Ostdeutschland","","","",""
"35","2000","Westdeutschland","","","",""
"35","2000","Ostdeutschland","","","",""
"36","2000","Westdeutschland","","","",""
"36","2000","Ostdeutschland","","","",""
"40","2000","Westdeutschland","","","",""
"40","2000","Ostdeutschland","","","",""
"42","2000","Westdeutschland","","","",""
"42","2000","Ostdeutschland","","","",""
"45","2000","Westdeutschland","","","",""
"45","2000","Ostdeutschland","","","",""
"48","2000","Westdeutschland","","","",""
"48","2000","Ostdeutschland","","","",""
"50","2000","Westdeutschland","","","",""
"50","2000","Ostdeutschland","","","",""
"51","2000","Westdeutschland","","","",""
"51","2000","Ostdeutschland","","","",""
"64","2000","Westdeutschland","","","",""
"64","2000","Ostdeutschland","","","",""
"65","2000","Westdeutschland","","","",""
"65","2000","Ostdeutschland","","","",""
"90","2000","Westdeutschland","","","",""
"90","2000","Ostdeutschland","","","",""
"98","2000","Westdeutschland","","","",""
"98","2000","Ostdeutschland","","","",""
"100","2000","Westdeutschland","","","",""
"100","2000","Ostdeutschland","","","",""
"0","2001","Westdeutschland","","","",""
"0","2001","Ostdeutschland","","","",""
"1","2001","Westdeutschland","1487","0.744919189123677","0.725566752814102","0.764271625433252"
"1","2001","Ostdeutschland","487","0.766095716989271","0.733196910902904","0.798994523075639"
"2","2001","Westdeutschland","338","0.189597510448177","0.172195121543907","0.206999899352446"
"2","2001","Ostdeutschland","99","0.159393973072966","0.130945973619574","0.187841972526359"
"3","2001","Westdeutschland","74","0.039569908813116","0.0309150980714403","0.0482247195547916"
"3","2001","Ostdeutschland","38","0.0533537058852959","0.03588761571434","0.0708197960562517"
"4","2001","Westdeutschland","","","",""
"4","2001","Ostdeutschland","","","",""
"5","2001","Westdeutschland","","","",""
"5","2001","Ostdeutschland","","","",""
"6","2001","Westdeutschland","","","",""
"6","2001","Ostdeutschland","","","",""
"7","2001","Westdeutschland","","","",""
"7","2001","Ostdeutschland","","","",""
"8","2001","Westdeutschland","","","",""
"8","2001","Ostdeutschland","","","",""
"9","2001","Westdeutschland","","","",""
"9","2001","Ostdeutschland","","","",""
"10","2001","Westdeutschland","","","",""
"10","2001","Ostdeutschland","","","",""
"11","2001","Westdeutschland","","","",""
"11","2001","Ostdeutschland","","","",""
"12","2001","Westdeutschland","","","",""
"12","2001","Ostdeutschland","","","",""
"13","2001","Westdeutschland","","","",""
"13","2001","Ostdeutschland","","","",""
"14","2001","Westdeutschland","","","",""
"14","2001","Ostdeutschland","","","",""
"15","2001","Westdeutschland","","","",""
"15","2001","Ostdeutschland","","","",""
"16","2001","Westdeutschland","","","",""
"16","2001","Ostdeutschland","","","",""
"17","2001","Westdeutschland","","","",""
"17","2001","Ostdeutschland","","","",""
"18","2001","Westdeutschland","","","",""
"18","2001","Ostdeutschland","","","",""
"19","2001","Westdeutschland","","","",""
"19","2001","Ostdeutschland","","","",""
"20","2001","Westdeutschland","","","",""
"20","2001","Ostdeutschland","","","",""
"21","2001","Westdeutschland","","","",""
"21","2001","Ostdeutschland","","","",""
"22","2001","Westdeutschland","","","",""
"22","2001","Ostdeutschland","","","",""
"23","2001","Westdeutschland","","","",""
"23","2001","Ostdeutschland","","","",""
"24","2001","Westdeutschland","","","",""
"24","2001","Ostdeutschland","","","",""
"25","2001","Westdeutschland","","","",""
"25","2001","Ostdeutschland","","","",""
"26","2001","Westdeutschland","","","",""
"26","2001","Ostdeutschland","","","",""
"27","2001","Westdeutschland","","","",""
"27","2001","Ostdeutschland","","","",""
"28","2001","Westdeutschland","","","",""
"28","2001","Ostdeutschland","","","",""
"30","2001","Westdeutschland","","","",""
"30","2001","Ostdeutschland","","","",""
"31","2001","Westdeutschland","","","",""
"31","2001","Ostdeutschland","","","",""
"32","2001","Westdeutschland","","","",""
"32","2001","Ostdeutschland","","","",""
"35","2001","Westdeutschland","","","",""
"35","2001","Ostdeutschland","","","",""
"36","2001","Westdeutschland","","","",""
"36","2001","Ostdeutschland","","","",""
"40","2001","Westdeutschland","","","",""
"40","2001","Ostdeutschland","","","",""
"42","2001","Westdeutschland","","","",""
"42","2001","Ostdeutschland","","","",""
"45","2001","Westdeutschland","","","",""
"45","2001","Ostdeutschland","","","",""
"48","2001","Westdeutschland","","","",""
"48","2001","Ostdeutschland","","","",""
"50","2001","Westdeutschland","","","",""
"50","2001","Ostdeutschland","","","",""
"51","2001","Westdeutschland","","","",""
"51","2001","Ostdeutschland","","","",""
"64","2001","Westdeutschland","","","",""
"64","2001","Ostdeutschland","","","",""
"65","2001","Westdeutschland","","","",""
"65","2001","Ostdeutschland","","","",""
"90","2001","Westdeutschland","","","",""
"90","2001","Ostdeutschland","","","",""
"98","2001","Westdeutschland","","","",""
"98","2001","Ostdeutschland","","","",""
"100","2001","Westdeutschland","","","",""
"100","2001","Ostdeutschland","","","",""
"0","2002","Westdeutschland","","","",""
"0","2002","Ostdeutschland","","","",""
"1","2002","Westdeutschland","1614","0.775811157081823","0.757637800087591","0.793984514076055"
"1","2002","Ostdeutschland","465","0.704972641659052","0.669667630486765","0.740277652831339"
"2","2002","Westdeutschland","305","0.172036852423998","0.155590621000906","0.18848308384709"
"2","2002","Ostdeutschland","123","0.204339090572678","0.173124415734121","0.235553765411235"
"3","2002","Westdeutschland","72","0.0326850852763939","0.0249367411122307","0.0404334294405571"
"3","2002","Ostdeutschland","33","0.0566580441497436","0.038760870961137","0.0745552173383503"
"4","2002","Westdeutschland","","","",""
"4","2002","Ostdeutschland","","","",""
"5","2002","Westdeutschland","","","",""
"5","2002","Ostdeutschland","","","",""
"6","2002","Westdeutschland","","","",""
"6","2002","Ostdeutschland","","","",""
"7","2002","Westdeutschland","","","",""
"7","2002","Ostdeutschland","","","",""
"8","2002","Westdeutschland","","","",""
"8","2002","Ostdeutschland","","","",""
"9","2002","Westdeutschland","","","",""
"9","2002","Ostdeutschland","","","",""
"10","2002","Westdeutschland","","","",""
"10","2002","Ostdeutschland","","","",""
"11","2002","Westdeutschland","","","",""
"11","2002","Ostdeutschland","","","",""
"12","2002","Westdeutschland","","","",""
"12","2002","Ostdeutschland","","","",""
"13","2002","Westdeutschland","","","",""
"13","2002","Ostdeutschland","","","",""
"14","2002","Westdeutschland","","","",""
"14","2002","Ostdeutschland","","","",""
"15","2002","Westdeutschland","","","",""
"15","2002","Ostdeutschland","","","",""
"16","2002","Westdeutschland","","","",""
"16","2002","Ostdeutschland","","","",""
"17","2002","Westdeutschland","","","",""
"17","2002","Ostdeutschland","","","",""
"18","2002","Westdeutschland","","","",""
"18","2002","Ostdeutschland","","","",""
"19","2002","Westdeutschland","","","",""
"19","2002","Ostdeutschland","","","",""
"20","2002","Westdeutschland","","","",""
"20","2002","Ostdeutschland","","","",""
"21","2002","Westdeutschland","","","",""
"21","2002","Ostdeutschland","","","",""
"22","2002","Westdeutschland","","","",""
"22","2002","Ostdeutschland","","","",""
"23","2002","Westdeutschland","","","",""
"23","2002","Ostdeutschland","","","",""
"24","2002","Westdeutschland","","","",""
"24","2002","Ostdeutschland","","","",""
"25","2002","Westdeutschland","","","",""
"25","2002","Ostdeutschland","","","",""
"26","2002","Westdeutschland","","","",""
"26","2002","Ostdeutschland","","","",""
"27","2002","Westdeutschland","","","",""
"27","2002","Ostdeutschland","","","",""
"28","2002","Westdeutschland","","","",""
"28","2002","Ostdeutschland","","","",""
"30","2002","Westdeutschland","","","",""
"30","2002","Ostdeutschland","","","",""
"31","2002","Westdeutschland","","","",""
"31","2002","Ostdeutschland","","","",""
"32","2002","Westdeutschland","","","",""
"32","2002","Ostdeutschland","","","",""
"35","2002","Westdeutschland","","","",""
"35","2002","Ostdeutschland","","","",""
"36","2002","Westdeutschland","","","",""
"36","2002","Ostdeutschland","","","",""
"40","2002","Westdeutschland","","","",""
"40","2002","Ostdeutschland","","","",""
"42","2002","Westdeutschland","","","",""
"42","2002","Ostdeutschland","","","",""
"45","2002","Westdeutschland","","","",""
"45","2002","Ostdeutschland","","","",""
"48","2002","Westdeutschland","","","",""
"48","2002","Ostdeutschland","","","",""
"50","2002","Westdeutschland","","","",""
"50","2002","Ostdeutschland","","","",""
"51","2002","Westdeutschland","","","",""
"51","2002","Ostdeutschland","","","",""
"64","2002","Westdeutschland","","","",""
"64","2002","Ostdeutschland","","","",""
"65","2002","Westdeutschland","","","",""
"65","2002","Ostdeutschland","","","",""
"90","2002","Westdeutschland","","","",""
"90","2002","Ostdeutschland","","","",""
"98","2002","Westdeutschland","","","",""
"98","2002","Ostdeutschland","","","",""
"100","2002","Westdeutschland","","","",""
"100","2002","Ostdeutschland","","","",""
"0","2003","Westdeutschland","","","",""
"0","2003","Ostdeutschland","","","",""
"1","2003","Westdeutschland","1488","0.74651436188477","0.727107058307202","0.765921665462338"
"1","2003","Ostdeutschland","473","0.731681930176325","0.697461041556156","0.765902818796495"
"2","2003","Westdeutschland","307","0.177987649215864","0.160922757315925","0.195052541115803"
"2","2003","Ostdeutschland","125","0.193405165725044","0.162900455045544","0.223909876404543"
"3","2003","Westdeutschland","71","0.0376272168731683","0.0291375206453063","0.0461169131010304"
"3","2003","Ostdeutschland","33","0.0505570382795683","0.0336358674804259","0.0674782090787107"
"4","2003","Westdeutschland","32","0.0192661006871793","0.0131335387541212","0.0253986626202375"
"4","2003","Ostdeutschland","","","",""
"5","2003","Westdeutschland","","","",""
"5","2003","Ostdeutschland","","","",""
"6","2003","Westdeutschland","","","",""
"6","2003","Ostdeutschland","","","",""
"7","2003","Westdeutschland","","","",""
"7","2003","Ostdeutschland","","","",""
"8","2003","Westdeutschland","","","",""
"8","2003","Ostdeutschland","","","",""
"9","2003","Westdeutschland","","","",""
"9","2003","Ostdeutschland","","","",""
"10","2003","Westdeutschland","","","",""
"10","2003","Ostdeutschland","","","",""
"11","2003","Westdeutschland","","","",""
"11","2003","Ostdeutschland","","","",""
"12","2003","Westdeutschland","","","",""
"12","2003","Ostdeutschland","","","",""
"13","2003","Westdeutschland","","","",""
"13","2003","Ostdeutschland","","","",""
"14","2003","Westdeutschland","","","",""
"14","2003","Ostdeutschland","","","",""
"15","2003","Westdeutschland","","","",""
"15","2003","Ostdeutschland","","","",""
"16","2003","Westdeutschland","","","",""
"16","2003","Ostdeutschland","","","",""
"17","2003","Westdeutschland","","","",""
"17","2003","Ostdeutschland","","","",""
"18","2003","Westdeutschland","","","",""
"18","2003","Ostdeutschland","","","",""
"19","2003","Westdeutschland","","","",""
"19","2003","Ostdeutschland","","","",""
"20","2003","Westdeutschland","","","",""
"20","2003","Ostdeutschland","","","",""
"21","2003","Westdeutschland","","","",""
"21","2003","Ostdeutschland","","","",""
"22","2003","Westdeutschland","","","",""
"22","2003","Ostdeutschland","","","",""
"23","2003","Westdeutschland","","","",""
"23","2003","Ostdeutschland","","","",""
"24","2003","Westdeutschland","","","",""
"24","2003","Ostdeutschland","","","",""
"25","2003","Westdeutschland","","","",""
"25","2003","Ostdeutschland","","","",""
"26","2003","Westdeutschland","","","",""
"26","2003","Ostdeutschland","","","",""
"27","2003","Westdeutschland","","","",""
"27","2003","Ostdeutschland","","","",""
"28","2003","Westdeutschland","","","",""
"28","2003","Ostdeutschland","","","",""
"30","2003","Westdeutschland","","","",""
"30","2003","Ostdeutschland","","","",""
"31","2003","Westdeutschland","","","",""
"31","2003","Ostdeutschland","","","",""
"32","2003","Westdeutschland","","","",""
"32","2003","Ostdeutschland","","","",""
"35","2003","Westdeutschland","","","",""
"35","2003","Ostdeutschland","","","",""
"36","2003","Westdeutschland","","","",""
"36","2003","Ostdeutschland","","","",""
"40","2003","Westdeutschland","","","",""
"40","2003","Ostdeutschland","","","",""
"42","2003","Westdeutschland","","","",""
"42","2003","Ostdeutschland","","","",""
"45","2003","Westdeutschland","","","",""
"45","2003","Ostdeutschland","","","",""
"48","2003","Westdeutschland","","","",""
"48","2003","Ostdeutschland","","","",""
"50","2003","Westdeutschland","","","",""
"50","2003","Ostdeutschland","","","",""
"51","2003","Westdeutschland","","","",""
"51","2003","Ostdeutschland","","","",""
"64","2003","Westdeutschland","","","",""
"64","2003","Ostdeutschland","","","",""
"65","2003","Westdeutschland","","","",""
"65","2003","Ostdeutschland","","","",""
"90","2003","Westdeutschland","","","",""
"90","2003","Ostdeutschland","","","",""
"98","2003","Westdeutschland","","","",""
"98","2003","Ostdeutschland","","","",""
"100","2003","Westdeutschland","","","",""
"100","2003","Ostdeutschland","","","",""
"0","2004","Westdeutschland","","","",""
"0","2004","Ostdeutschland","","","",""
"1","2004","Westdeutschland","1487","0.754968725490913","0.735730158636326","0.774207292345501"
"1","2004","Ostdeutschland","444","0.691240334914353","0.654698637085786","0.72778203274292"
"2","2004","Westdeutschland","301","0.169409485885909","0.152630727419005","0.186188244352813"
"2","2004","Ostdeutschland","126","0.225495847640856","0.192440246829244","0.258551448452469"
"3","2004","Westdeutschland","80","0.0480205074955044","0.0384568360912389","0.0575841788997698"
"3","2004","Ostdeutschland","30","0.0601364686652258","0.0413318181881964","0.0789411191422553"
"4","2004","Westdeutschland","","","",""
"4","2004","Ostdeutschland","","","",""
"5","2004","Westdeutschland","","","",""
"5","2004","Ostdeutschland","","","",""
"6","2004","Westdeutschland","","","",""
"6","2004","Ostdeutschland","","","",""
"7","2004","Westdeutschland","","","",""
"7","2004","Ostdeutschland","","","",""
"8","2004","Westdeutschland","","","",""
"8","2004","Ostdeutschland","","","",""
"9","2004","Westdeutschland","","","",""
"9","2004","Ostdeutschland","","","",""
"10","2004","Westdeutschland","","","",""
"10","2004","Ostdeutschland","","","",""
"11","2004","Westdeutschland","","","",""
"11","2004","Ostdeutschland","","","",""
"12","2004","Westdeutschland","","","",""
"12","2004","Ostdeutschland","","","",""
"13","2004","Westdeutschland","","","",""
"13","2004","Ostdeutschland","","","",""
"14","2004","Westdeutschland","","","",""
"14","2004","Ostdeutschland","","","",""
"15","2004","Westdeutschland","","","",""
"15","2004","Ostdeutschland","","","",""
"16","2004","Westdeutschland","","","",""
"16","2004","Ostdeutschland","","","",""
"17","2004","Westdeutschland","","","",""
"17","2004","Ostdeutschland","","","",""
"18","2004","Westdeutschland","","","",""
"18","2004","Ostdeutschland","","","",""
"19","2004","Westdeutschland","","","",""
"19","2004","Ostdeutschland","","","",""
"20","2004","Westdeutschland","","","",""
"20","2004","Ostdeutschland","","","",""
"21","2004","Westdeutschland","","","",""
"21","2004","Ostdeutschland","","","",""
"22","2004","Westdeutschland","","","",""
"22","2004","Ostdeutschland","","","",""
"23","2004","Westdeutschland","","","",""
"23","2004","Ostdeutschland","","","",""
"24","2004","Westdeutschland","","","",""
"24","2004","Ostdeutschland","","","",""
"25","2004","Westdeutschland","","","",""
"25","2004","Ostdeutschland","","","",""
"26","2004","Westdeutschland","","","",""
"26","2004","Ostdeutschland","","","",""
"27","2004","Westdeutschland","","","",""
"27","2004","Ostdeutschland","","","",""
"28","2004","Westdeutschland","","","",""
"28","2004","Ostdeutschland","","","",""
"30","2004","Westdeutschland","","","",""
"30","2004","Ostdeutschland","","","",""
"31","2004","Westdeutschland","","","",""
"31","2004","Ostdeutschland","","","",""
"32","2004","Westdeutschland","","","",""
"32","2004","Ostdeutschland","","","",""
"35","2004","Westdeutschland","","","",""
"35","2004","Ostdeutschland","","","",""
"36","2004","Westdeutschland","","","",""
"36","2004","Ostdeutschland","","","",""
"40","2004","Westdeutschland","","","",""
"40","2004","Ostdeutschland","","","",""
"42","2004","Westdeutschland","","","",""
"42","2004","Ostdeutschland","","","",""
"45","2004","Westdeutschland","","","",""
"45","2004","Ostdeutschland","","","",""
"48","2004","Westdeutschland","","","",""
"48","2004","Ostdeutschland","","","",""
"50","2004","Westdeutschland","","","",""
"50","2004","Ostdeutschland","","","",""
"51","2004","Westdeutschland","","","",""
"51","2004","Ostdeutschland","","","",""
"64","2004","Westdeutschland","","","",""
"64","2004","Ostdeutschland","","","",""
"65","2004","Westdeutschland","","","",""
"65","2004","Ostdeutschland","","","",""
"90","2004","Westdeutschland","","","",""
"90","2004","Ostdeutschland","","","",""
"98","2004","Westdeutschland","","","",""
"98","2004","Ostdeutschland","","","",""
"100","2004","Westdeutschland","","","",""
"100","2004","Ostdeutschland","","","",""
"0","2005","Westdeutschland","","","",""
"0","2005","Ostdeutschland","","","",""
"1","2005","Westdeutschland","1254","0.75927604953011","0.738553236249986","0.779998862810234"
"1","2005","Ostdeutschland","445","0.728913280743445","0.69334486528112","0.76448169620577"
"2","2005","Westdeutschland","266","0.158609843964401","0.140902517481263","0.176317170447539"
"2","2005","Ostdeutschland","113","0.179600903419207","0.14888669612837","0.210315110710043"
"3","2005","Westdeutschland","72","0.048473551692643","0.0380635196654409","0.0588835837198452"
"3","2005","Ostdeutschland","","","",""
"4","2005","Westdeutschland","","","",""
"4","2005","Ostdeutschland","","","",""
"5","2005","Westdeutschland","","","",""
"5","2005","Ostdeutschland","","","",""
"6","2005","Westdeutschland","","","",""
"6","2005","Ostdeutschland","","","",""
"7","2005","Westdeutschland","","","",""
"7","2005","Ostdeutschland","","","",""
"8","2005","Westdeutschland","","","",""
"8","2005","Ostdeutschland","","","",""
"9","2005","Westdeutschland","","","",""
"9","2005","Ostdeutschland","","","",""
"10","2005","Westdeutschland","","","",""
"10","2005","Ostdeutschland","","","",""
"11","2005","Westdeutschland","","","",""
"11","2005","Ostdeutschland","","","",""
"12","2005","Westdeutschland","","","",""
"12","2005","Ostdeutschland","","","",""
"13","2005","Westdeutschland","","","",""
"13","2005","Ostdeutschland","","","",""
"14","2005","Westdeutschland","","","",""
"14","2005","Ostdeutschland","","","",""
"15","2005","Westdeutschland","","","",""
"15","2005","Ostdeutschland","","","",""
"16","2005","Westdeutschland","","","",""
"16","2005","Ostdeutschland","","","",""
"17","2005","Westdeutschland","","","",""
"17","2005","Ostdeutschland","","","",""
"18","2005","Westdeutschland","","","",""
"18","2005","Ostdeutschland","","","",""
"19","2005","Westdeutschland","","","",""
"19","2005","Ostdeutschland","","","",""
"20","2005","Westdeutschland","","","",""
"20","2005","Ostdeutschland","","","",""
"21","2005","Westdeutschland","","","",""
"21","2005","Ostdeutschland","","","",""
"22","2005","Westdeutschland","","","",""
"22","2005","Ostdeutschland","","","",""
"23","2005","Westdeutschland","","","",""
"23","2005","Ostdeutschland","","","",""
"24","2005","Westdeutschland","","","",""
"24","2005","Ostdeutschland","","","",""
"25","2005","Westdeutschland","","","",""
"25","2005","Ostdeutschland","","","",""
"26","2005","Westdeutschland","","","",""
"26","2005","Ostdeutschland","","","",""
"27","2005","Westdeutschland","","","",""
"27","2005","Ostdeutschland","","","",""
"28","2005","Westdeutschland","","","",""
"28","2005","Ostdeutschland","","","",""
"30","2005","Westdeutschland","","","",""
"30","2005","Ostdeutschland","","","",""
"31","2005","Westdeutschland","","","",""
"31","2005","Ostdeutschland","","","",""
"32","2005","Westdeutschland","","","",""
"32","2005","Ostdeutschland","","","",""
"35","2005","Westdeutschland","","","",""
"35","2005","Ostdeutschland","","","",""
"36","2005","Westdeutschland","","","",""
"36","2005","Ostdeutschland","","","",""
"40","2005","Westdeutschland","","","",""
"40","2005","Ostdeutschland","","","",""
"42","2005","Westdeutschland","","","",""
"42","2005","Ostdeutschland","","","",""
"45","2005","Westdeutschland","","","",""
"45","2005","Ostdeutschland","","","",""
"48","2005","Westdeutschland","","","",""
"48","2005","Ostdeutschland","","","",""
"50","2005","Westdeutschland","","","",""
"50","2005","Ostdeutschland","","","",""
"51","2005","Westdeutschland","","","",""
"51","2005","Ostdeutschland","","","",""
"64","2005","Westdeutschland","","","",""
"64","2005","Ostdeutschland","","","",""
"65","2005","Westdeutschland","","","",""
"65","2005","Ostdeutschland","","","",""
"90","2005","Westdeutschland","","","",""
"90","2005","Ostdeutschland","","","",""
"98","2005","Westdeutschland","","","",""
"98","2005","Ostdeutschland","","","",""
"100","2005","Westdeutschland","","","",""
"100","2005","Ostdeutschland","","","",""
"0","2006","Westdeutschland","","","",""
"0","2006","Ostdeutschland","","","",""
"1","2006","Westdeutschland","1415","0.766528176194566","0.747313213203647","0.785743139185486"
"1","2006","Ostdeutschland","470","0.702715708779157","0.667524320506949","0.737907097051364"
"2","2006","Westdeutschland","323","0.166087806719086","0.149183892127673","0.1829917213105"
"2","2006","Ostdeutschland","114","0.183599417213409","0.153790384044943","0.213408450381875"
"3","2006","Westdeutschland","79","0.0429160578286216","0.0337106469349349","0.0521214687223083"
"3","2006","Ostdeutschland","40","0.0725475452884736","0.0525757191494486","0.0925193714274987"
"4","2006","Westdeutschland","31","0.0167666263794634","0.0109347353330333","0.0225985174258936"
"4","2006","Ostdeutschland","","","",""
"5","2006","Westdeutschland","","","",""
"5","2006","Ostdeutschland","","","",""
"6","2006","Westdeutschland","","","",""
"6","2006","Ostdeutschland","","","",""
"7","2006","Westdeutschland","","","",""
"7","2006","Ostdeutschland","","","",""
"8","2006","Westdeutschland","","","",""
"8","2006","Ostdeutschland","","","",""
"9","2006","Westdeutschland","","","",""
"9","2006","Ostdeutschland","","","",""
"10","2006","Westdeutschland","","","",""
"10","2006","Ostdeutschland","","","",""
"11","2006","Westdeutschland","","","",""
"11","2006","Ostdeutschland","","","",""
"12","2006","Westdeutschland","","","",""
"12","2006","Ostdeutschland","","","",""
"13","2006","Westdeutschland","","","",""
"13","2006","Ostdeutschland","","","",""
"14","2006","Westdeutschland","","","",""
"14","2006","Ostdeutschland","","","",""
"15","2006","Westdeutschland","","","",""
"15","2006","Ostdeutschland","","","",""
"16","2006","Westdeutschland","","","",""
"16","2006","Ostdeutschland","","","",""
"17","2006","Westdeutschland","","","",""
"17","2006","Ostdeutschland","","","",""
"18","2006","Westdeutschland","","","",""
"18","2006","Ostdeutschland","","","",""
"19","2006","Westdeutschland","","","",""
"19","2006","Ostdeutschland","","","",""
"20","2006","Westdeutschland","","","",""
"20","2006","Ostdeutschland","","","",""
"21","2006","Westdeutschland","","","",""
"21","2006","Ostdeutschland","","","",""
"22","2006","Westdeutschland","","","",""
"22","2006","Ostdeutschland","","","",""
"23","2006","Westdeutschland","","","",""
"23","2006","Ostdeutschland","","","",""
"24","2006","Westdeutschland","","","",""
"24","2006","Ostdeutschland","","","",""
