"ple0055","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"8","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"8","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"8","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"9","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"9","2001","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"9","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"9","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"9","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"9","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"9","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"9","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"10","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"10","2001","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"10","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"10","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"10","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"10","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"10","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"10","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"11","2001","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"11","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"11","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"11","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"11","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"11","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"11","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"11","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"12","2001","kein Migrationshintergrund","Staedtischer Raum","3","","",""
"12","2001","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"12","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"12","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"12","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"12","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"12","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"12","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"13","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"13","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"13","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"13","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"13","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"13","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"13","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"13","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"14","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"14","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"14","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"14","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"14","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"14","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"14","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"14","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"15","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"15","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"15","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"15","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"15","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"15","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"15","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"15","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"16","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"16","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"16","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"16","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"16","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"16","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"16","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"16","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"17","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"17","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"17","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"17","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"17","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"17","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"18","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"18","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"18","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"18","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"18","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"18","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"19","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"19","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"19","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"19","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"19","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"19","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"20","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"20","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"20","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"20","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"20","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"20","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"21","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"21","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"21","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"21","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"21","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"21","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"22","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"22","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"22","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"22","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"22","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"22","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"23","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"23","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"23","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"23","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"23","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"23","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"24","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"24","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"24","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"24","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"24","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"24","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"25","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"25","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"25","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"25","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"25","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"25","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"26","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"26","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"26","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"26","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"26","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"26","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"27","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"27","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"27","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"27","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"27","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"27","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"28","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"28","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"28","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"28","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"28","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"28","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"30","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"30","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"30","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"30","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"30","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"30","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"31","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"31","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"31","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"31","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"31","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"31","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"32","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"32","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"32","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"32","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"32","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"32","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"35","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"35","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"35","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"35","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"35","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"35","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"36","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"36","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"36","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"36","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"36","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"36","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"36","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"36","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"40","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"40","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"40","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"40","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"40","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"40","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"40","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"40","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"42","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"42","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"42","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"42","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"42","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"42","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"42","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"42","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"45","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"45","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"45","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"45","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"45","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"45","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"45","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"45","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"48","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"48","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"48","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"48","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"48","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"48","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"48","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"48","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"50","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"50","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"50","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"50","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"50","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"50","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"50","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"50","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"51","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"51","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"51","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"51","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"51","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"51","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"51","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"51","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"64","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"64","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"64","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"64","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"64","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"64","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"64","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"64","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"65","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"65","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"65","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"65","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"65","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"65","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"65","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"65","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"90","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"90","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"90","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"90","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"90","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"90","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"90","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"90","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"98","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"98","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"98","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"98","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"98","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"98","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"98","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"98","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"100","2001","kein Migrationshintergrund","Staedtischer Raum","","","",""
"100","2001","kein Migrationshintergrund","Laendlicher Raum","","","",""
"100","2001","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"100","2001","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"100","2001","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"100","2001","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"100","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"100","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"0","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"0","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"0","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"0","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"0","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"0","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"0","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"0","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1","2002","kein Migrationshintergrund","Staedtischer Raum","1077","","",""
"1","2002","kein Migrationshintergrund","Laendlicher Raum","676","0.747372006556871","0.718614088352854","0.776129924760889"
"1","2002","direkter Migrationshintergrund","Staedtischer Raum","212","","",""
"1","2002","direkter Migrationshintergrund","Laendlicher Raum","51","0.787913677308744","0.686971314323206","0.888856040294282"
"1","2002","indirekter Migrationshintergrund","Staedtischer Raum","59","0.836230157315665","0.751913746752279","0.920546567879051"
"1","2002","indirekter Migrationshintergrund","Laendlicher Raum","4","0.201506155308728","-0.0764543178490356","0.479466628466492"
"1","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2","2002","kein Migrationshintergrund","Staedtischer Raum","221","","",""
"2","2002","kein Migrationshintergrund","Laendlicher Raum","154","","",""
"2","2002","direkter Migrationshintergrund","Staedtischer Raum","32","0.158231994163506","0.113699030716973","0.202764957610039"
"2","2002","direkter Migrationshintergrund","Laendlicher Raum","11","","",""
"2","2002","indirekter Migrationshintergrund","Staedtischer Raum","7","0.0661518183781091","0.00952250926873103","0.122781127487487"
"2","2002","indirekter Migrationshintergrund","Laendlicher Raum","3","","",""
"2","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3","2002","kein Migrationshintergrund","Staedtischer Raum","59","0.0396640169386621","0.0293817234853305","0.0499463103919938"
"3","2002","kein Migrationshintergrund","Laendlicher Raum","30","0.034665993148547","0.0225589268487737","0.0467730594483204"
"3","2002","direkter Migrationshintergrund","Staedtischer Raum","10","","",""
"3","2002","direkter Migrationshintergrund","Laendlicher Raum","1","","",""
"3","2002","indirekter Migrationshintergrund","Staedtischer Raum","4","0.068109028528069","0.0107083367925269","0.125509720263611"
"3","2002","indirekter Migrationshintergrund","Laendlicher Raum","1","","",""
"3","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4","2002","kein Migrationshintergrund","Staedtischer Raum","13","","",""
"4","2002","kein Migrationshintergrund","Laendlicher Raum","6","0.00602602151208268","0.000903885095884593","0.0111481579282808"
"4","2002","direkter Migrationshintergrund","Staedtischer Raum","2","","",""
"4","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4","2002","indirekter Migrationshintergrund","Staedtischer Raum","2","","",""
"4","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"5","2002","kein Migrationshintergrund","Staedtischer Raum","8","0.00679018948311663","0.00246364181342232","0.0111167371528109"
"5","2002","kein Migrationshintergrund","Laendlicher Raum","6","0.00732783232851455","0.00168315684887468","0.0129725078081544"
"5","2002","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"5","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"5","2002","indirekter Migrationshintergrund","Staedtischer Raum","1","","",""
"5","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"5","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"5","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"6","2002","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"6","2002","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"6","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"6","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"6","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"6","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"6","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"6","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"7","2002","kein Migrationshintergrund","Staedtischer Raum","1","","",""
"7","2002","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"7","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"7","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"7","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"7","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"7","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"7","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"8","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"8","2002","kein Migrationshintergrund","Laendlicher Raum","1","","",""
"8","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"8","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"8","2002","indirekter Migrationshintergrund","Staedtischer Raum","1","","",""
"8","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"8","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"8","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"9","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"9","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"9","2002","direkter Migrationshintergrund","Staedtischer Raum","1","","",""
"9","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"9","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"9","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"9","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"9","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"10","2002","kein Migrationshintergrund","Staedtischer Raum","2","","",""
"10","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"10","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"10","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"10","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"10","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"10","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
