year,regtyp,pgcasmin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Urban regions,(1a) Inadequately completed,0.01869,1405,19243,0.01677,0.02060
2020,Urban regions,(1b) General Elementary School,0.06607,1740,19243,0.06256,0.06958
2020,Urban regions,(1c) Basic Vocational Qualification,0.16220,2558,19243,0.15699,0.16740
2020,Urban regions,(2) Intermediate General/Vocational Qualification,0.18319,3534,19243,0.17772,0.18865
2020,Urban regions,(2c_gen) General Maturity Certificate,0.04825,1724,19243,0.04522,0.05128
2020,Urban regions,(2c_voc) Vocational Maturity Certificate,0.09233,2007,19243,0.08824,0.09642
2020,Urban regions,(3a) Lower Tertiary Education,0.08476,1614,19243,0.08082,0.08869
2020,Urban regions,(3b) Higher Tertiary Education,0.14145,4122,19243,0.13653,0.14637
2020,Rural regions,(0) No qualification (yet),0.01615,237,9338,0.01360,0.01871
2020,Rural regions,(1a) Inadequately completed,0.01301,509,9338,0.01071,0.01530
2020,Rural regions,(1b) General Elementary School,0.06622,790,9338,0.06117,0.07126
2020,Rural regions,(1c) Basic Vocational Qualification,0.19388,1710,9338,0.18586,0.20189
2020,Rural regions,(2) Intermediate General/Vocational Qualification,0.27663,2779,9338,0.26755,0.28570
2020,Rural regions,(2c_gen) General Maturity Certificate,0.03055,481,9338,0.02706,0.03404
2020,Rural regions,(2c_voc) Vocational Maturity Certificate,0.06985,805,9338,0.06468,0.07502
2020,Rural regions,(3a) Lower Tertiary Education,0.06604,741,9338,0.06100,0.07108
2020,Rural regions,(3b) Higher Tertiary Education,0.08642,1286,9338,0.08072,0.09212
2021,Urban regions,(0) No qualification (yet),0.01326,309,12801,0.01128,0.01524
2021,Urban regions,(1a) Inadequately completed,0.01833,871,12801,0.01601,0.02066
2021,Urban regions,(1b) General Elementary School,0.05562,945,12801,0.05165,0.05959
2021,Urban regions,(1c) Basic Vocational Qualification,0.15686,1617,12801,0.15056,0.16316
2021,Urban regions,(2) Intermediate General/Vocational Qualification,0.17103,2378,12801,0.16451,0.17755
2021,Urban regions,(2c_gen) General Maturity Certificate,0.05279,1102,12801,0.04892,0.05667
2021,Urban regions,(2c_voc) Vocational Maturity Certificate,0.09591,1371,12801,0.09081,0.10101
2021,Urban regions,(3a) Lower Tertiary Education,0.08232,1200,12801,0.07756,0.08708
2021,Urban regions,(3b) Higher Tertiary Education,0.15373,3008,12801,0.14748,0.15998
2021,Rural regions,(0) No qualification (yet),0.01128,140,6139,0.00864,0.01393
2021,Rural regions,(1a) Inadequately completed,0.01056,253,6139,0.00800,0.01312
2021,Rural regions,(1b) General Elementary School,0.06285,440,6139,0.05677,0.06892
2021,Rural regions,(1c) Basic Vocational Qualification,0.18773,1083,6139,0.17797,0.19750
2021,Rural regions,(2) Intermediate General/Vocational Qualification,0.26987,1885,6139,0.25877,0.28098
2021,Rural regions,(2c_gen) General Maturity Certificate,0.03280,301,6139,0.02835,0.03726
2021,Rural regions,(2c_voc) Vocational Maturity Certificate,0.06992,538,6139,0.06354,0.07630
2021,Rural regions,(3a) Lower Tertiary Education,0.06448,528,6139,0.05833,0.07062
2021,Rural regions,(3b) Higher Tertiary Education,0.10164,971,6139,0.09408,0.10920
