"m11104","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","Westdeutschland","64","0.0746839915126806","0.0556921104341217","0.0936758725912396"
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","Westdeutschland","4004","0.303188611414507","0.295231873020976","0.311145349808039"
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","Ostdeutschland","1101","","",""
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","Westdeutschland","457","0.181773656706371","0.167422164367607","0.196125149045135"
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","Westdeutschland","270","","",""
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","Ostdeutschland","8","0.472216712873994","0.272487788173687","0.671945637574301"
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2002","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2002","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2002","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2002","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2002","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2002","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2002","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2002","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2003","kein Migrationshintergrund","Westdeutschland","4374","0.36806447837085","0.359919104970614","0.376209851771086"
"Fast nie oder nie","2003","kein Migrationshintergrund","Ostdeutschland","2079","","",""
"Fast nie oder nie","2003","direkter Migrationshintergrund","Westdeutschland","1465","","",""
"Fast nie oder nie","2003","direkter Migrationshintergrund","Ostdeutschland","59","0.570662586993187","0.475071247641702","0.666253926344671"
"Fast nie oder nie","2003","indirekter Migrationshintergrund","Westdeutschland","223","","",""
"Fast nie oder nie","2003","indirekter Migrationshintergrund","Ostdeutschland","9","0.263195614309436","0.108177421590859","0.418213807028012"
"Fast nie oder nie","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2003","kein Migrationshintergrund","Westdeutschland","2522","","",""
"Mehrmals im Jahr","2003","kein Migrationshintergrund","Ostdeutschland","1188","","",""
"Mehrmals im Jahr","2003","direkter Migrationshintergrund","Westdeutschland","386","0.163947828685142","0.149411872801546","0.178483784568739"
"Mehrmals im Jahr","2003","direkter Migrationshintergrund","Ostdeutschland","18","","",""
"Mehrmals im Jahr","2003","indirekter Migrationshintergrund","Westdeutschland","143","","",""
"Mehrmals im Jahr","2003","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Mehrmals im Jahr","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2003","kein Migrationshintergrund","Westdeutschland","1113","","",""
"Mindestens einmal im Monat","2003","kein Migrationshintergrund","Ostdeutschland","392","0.0711430572883808","0.0641487141661543","0.0781374004106073"
"Mindestens einmal im Monat","2003","direkter Migrationshintergrund","Westdeutschland","142","","",""
"Mindestens einmal im Monat","2003","direkter Migrationshintergrund","Ostdeutschland","5","0.0422278430667691","0.00338955917300326","0.081066126960535"
"Mindestens einmal im Monat","2003","indirekter Migrationshintergrund","Westdeutschland","72","0.0913893900905234","0.0707249053179081","0.112053874863139"
"Mindestens einmal im Monat","2003","indirekter Migrationshintergrund","Ostdeutschland","1","","",""
"Mindestens einmal im Monat","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2003","kein Migrationshintergrund","Westdeutschland","5458","0.36703988852228","0.35889926886751","0.37518050817705"
"Mindestens einmal die Woche","2003","kein Migrationshintergrund","Ostdeutschland","1530","","",""
"Mindestens einmal die Woche","2003","direkter Migrationshintergrund","Westdeutschland","499","0.207465263334599","0.191544792003892","0.223385734665306"
"Mindestens einmal die Woche","2003","direkter Migrationshintergrund","Ostdeutschland","21","","",""
"Mindestens einmal die Woche","2003","indirekter Migrationshintergrund","Westdeutschland","309","0.416893525046271","0.381536615532388","0.452250434560153"
"Mindestens einmal die Woche","2003","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Mindestens einmal die Woche","2003","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2003","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2004","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2004","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2004","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2004","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2004","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2004","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2004","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2004","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2005","kein Migrationshintergrund","Westdeutschland","4497","0.399285105743933","0.390704345432337","0.407865866055528"
"Fast nie oder nie","2005","kein Migrationshintergrund","Ostdeutschland","2217","","",""
"Fast nie oder nie","2005","direkter Migrationshintergrund","Westdeutschland","1314","","",""
"Fast nie oder nie","2005","direkter Migrationshintergrund","Ostdeutschland","64","0.610591886842019","0.514539423709945","0.706644349974093"
"Fast nie oder nie","2005","indirekter Migrationshintergrund","Westdeutschland","222","","",""
"Fast nie oder nie","2005","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Fast nie oder nie","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2005","kein Migrationshintergrund","Westdeutschland","2234","","",""
"Mehrmals im Jahr","2005","kein Migrationshintergrund","Ostdeutschland","1071","","",""
"Mehrmals im Jahr","2005","direkter Migrationshintergrund","Westdeutschland","356","0.163775708335998","0.148494643160646","0.17905677351135"
"Mehrmals im Jahr","2005","direkter Migrationshintergrund","Ostdeutschland","15","","",""
"Mehrmals im Jahr","2005","indirekter Migrationshintergrund","Westdeutschland","177","","",""
"Mehrmals im Jahr","2005","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Mehrmals im Jahr","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2005","kein Migrationshintergrund","Westdeutschland","1026","","",""
"Mindestens einmal im Monat","2005","kein Migrationshintergrund","Ostdeutschland","362","0.0711389591770176","0.0639230691089567","0.0783548492450785"
"Mindestens einmal im Monat","2005","direkter Migrationshintergrund","Westdeutschland","137","","",""
"Mindestens einmal im Monat","2005","direkter Migrationshintergrund","Ostdeutschland","5","0.0284868189613394","-0.00428320961859052","0.0612568475412693"
"Mindestens einmal im Monat","2005","indirekter Migrationshintergrund","Westdeutschland","88","0.127286218907875","0.103956115188004","0.150616322627745"
"Mindestens einmal im Monat","2005","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2005","kein Migrationshintergrund","Westdeutschland","4757","0.343436631356162","0.335116855082775","0.351756407629548"
"Mindestens einmal die Woche","2005","kein Migrationshintergrund","Ostdeutschland","1225","","",""
"Mindestens einmal die Woche","2005","direkter Migrationshintergrund","Westdeutschland","446","0.209506281834621","0.192702182838664","0.226310380830578"
"Mindestens einmal die Woche","2005","direkter Migrationshintergrund","Ostdeutschland","15","","",""
"Mindestens einmal die Woche","2005","indirekter Migrationshintergrund","Westdeutschland","297","","",""
"Mindestens einmal die Woche","2005","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Mindestens einmal die Woche","2005","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2005","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal im Monat","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2006","kein Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2006","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2006","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2006","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2006","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mindestens einmal die Woche","2006","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2006","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2006","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2007","kein Migrationshintergrund","Westdeutschland","4497","0.380934004048794","0.372472556187522","0.389395451910066"
"Fast nie oder nie","2007","kein Migrationshintergrund","Ostdeutschland","2209","","",""
"Fast nie oder nie","2007","direkter Migrationshintergrund","Westdeutschland","1156","","",""
"Fast nie oder nie","2007","direkter Migrationshintergrund","Ostdeutschland","53","0.471022559193261","0.368465201205686","0.573579917180836"
"Fast nie oder nie","2007","indirekter Migrationshintergrund","Westdeutschland","216","","",""
"Fast nie oder nie","2007","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"Fast nie oder nie","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2007","kein Migrationshintergrund","Westdeutschland","2129","","",""
"Mehrmals im Jahr","2007","kein Migrationshintergrund","Ostdeutschland","1012","","",""
"Mehrmals im Jahr","2007","direkter Migrationshintergrund","Westdeutschland","317","0.159118684545327","0.143147449288431","0.175089919802223"
"Mehrmals im Jahr","2007","direkter Migrationshintergrund","Ostdeutschland","17","","",""
"Mehrmals im Jahr","2007","indirekter Migrationshintergrund","Westdeutschland","146","","",""
"Mehrmals im Jahr","2007","indirekter Migrationshintergrund","Ostdeutschland","8","0.194191218005918","0.0716029564441846","0.316779479567651"
"Mehrmals im Jahr","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2007","kein Migrationshintergrund","Westdeutschland","964","0.0715738527669321","0.0670822409444213","0.0760654645894429"
"Mindestens einmal im Monat","2007","kein Migrationshintergrund","Ostdeutschland","329","0.0666046865170435","0.0595889560270796","0.0736204170070073"
"Mindestens einmal im Monat","2007","direkter Migrationshintergrund","Westdeutschland","101","","",""
"Mindestens einmal im Monat","2007","direkter Migrationshintergrund","Ostdeutschland","8","0.0840376445416842","0.0270339317707872","0.141041357312581"
"Mindestens einmal im Monat","2007","indirekter Migrationshintergrund","Westdeutschland","90","0.120429357666816","0.096963986966183","0.14389472836745"
"Mindestens einmal im Monat","2007","indirekter Migrationshintergrund","Ostdeutschland","6","0.112544123381751","0.0146057489160676","0.210482497847435"
"Mindestens einmal im Monat","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2007","kein Migrationshintergrund","Westdeutschland","5063","0.374951881524592","0.36651667283324","0.383387090215944"
"Mindestens einmal die Woche","2007","kein Migrationshintergrund","Ostdeutschland","1302","","",""
"Mindestens einmal die Woche","2007","direkter Migrationshintergrund","Westdeutschland","441","0.223863094173909","0.205663111090182","0.242063077257636"
"Mindestens einmal die Woche","2007","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"Mindestens einmal die Woche","2007","indirekter Migrationshintergrund","Westdeutschland","287","","",""
"Mindestens einmal die Woche","2007","indirekter Migrationshintergrund","Ostdeutschland","10","","",""
"Mindestens einmal die Woche","2007","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2007","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2008","kein Migrationshintergrund","Westdeutschland","3433","0.307794257030526","0.299511484692603","0.316077029368449"
"Fast nie oder nie","2008","kein Migrationshintergrund","Ostdeutschland","1706","","",""
"Fast nie oder nie","2008","direkter Migrationshintergrund","Westdeutschland","940","0.511387097282419","0.488390312279744","0.534383882285094"
"Fast nie oder nie","2008","direkter Migrationshintergrund","Ostdeutschland","41","0.504288246405116","0.39333121704832","0.615245275761912"
"Fast nie oder nie","2008","indirekter Migrationshintergrund","Westdeutschland","191","","",""
"Fast nie oder nie","2008","indirekter Migrationshintergrund","Ostdeutschland","8","0.146326915171479","0.0394383250283634","0.253215505314595"
"Fast nie oder nie","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2008","kein Migrationshintergrund","Westdeutschland","2174","","",""
"Mehrmals im Jahr","2008","kein Migrationshintergrund","Ostdeutschland","1024","","",""
"Mehrmals im Jahr","2008","direkter Migrationshintergrund","Westdeutschland","280","","",""
"Mehrmals im Jahr","2008","direkter Migrationshintergrund","Ostdeutschland","16","","",""
"Mehrmals im Jahr","2008","indirekter Migrationshintergrund","Westdeutschland","135","","",""
"Mehrmals im Jahr","2008","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"Mehrmals im Jahr","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2008","kein Migrationshintergrund","Westdeutschland","944","0.0771459039095901","0.07235794045073","0.0819338673684503"
"Mindestens einmal im Monat","2008","kein Migrationshintergrund","Ostdeutschland","322","0.0706194606923219","0.0632377447878578","0.0780011765967861"
"Mindestens einmal im Monat","2008","direkter Migrationshintergrund","Westdeutschland","113","","",""
"Mindestens einmal im Monat","2008","direkter Migrationshintergrund","Ostdeutschland","6","0.0603973999908434","0.00753072260932749","0.113264077372359"
"Mindestens einmal im Monat","2008","indirekter Migrationshintergrund","Westdeutschland","90","0.146562073496436","0.120692894930397","0.172431252062476"
"Mindestens einmal im Monat","2008","indirekter Migrationshintergrund","Ostdeutschland","4","0.152368168352574","0.0436820200771319","0.261054316628017"
"Mindestens einmal im Monat","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2008","kein Migrationshintergrund","Westdeutschland","5379","0.427227385629861","0.418350747132381","0.436104024127341"
"Mindestens einmal die Woche","2008","kein Migrationshintergrund","Ostdeutschland","1575","","",""
"Mindestens einmal die Woche","2008","direkter Migrationshintergrund","Westdeutschland","482","0.267599160247859","0.24723218356255","0.287966136933168"
"Mindestens einmal die Woche","2008","direkter Migrationshintergrund","Ostdeutschland","15","","",""
"Mindestens einmal die Woche","2008","indirekter Migrationshintergrund","Westdeutschland","302","0.429798301269871","0.393587972362831","0.46600863017691"
"Mindestens einmal die Woche","2008","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Mindestens einmal die Woche","2008","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2008","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2009","kein Migrationshintergrund","Westdeutschland","3842","0.356894972766285","0.348008490166788","0.365781455365781"
"Fast nie oder nie","2009","kein Migrationshintergrund","Ostdeutschland","1961","","",""
"Fast nie oder nie","2009","direkter Migrationshintergrund","Westdeutschland","838","0.508902877093791","0.484229227522442","0.533576526665141"
"Fast nie oder nie","2009","direkter Migrationshintergrund","Ostdeutschland","43","0.558734528311732","0.446359403393984","0.67110965322948"
"Fast nie oder nie","2009","indirekter Migrationshintergrund","Westdeutschland","170","","",""
"Fast nie oder nie","2009","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Fast nie oder nie","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2009","kein Migrationshintergrund","Westdeutschland","1914","","",""
"Mehrmals im Jahr","2009","kein Migrationshintergrund","Ostdeutschland","877","0.185797684830164","0.174302742572611","0.197292627087717"
"Mehrmals im Jahr","2009","direkter Migrationshintergrund","Westdeutschland","246","","",""
"Mehrmals im Jahr","2009","direkter Migrationshintergrund","Ostdeutschland","11","","",""
"Mehrmals im Jahr","2009","indirekter Migrationshintergrund","Westdeutschland","150","","",""
"Mehrmals im Jahr","2009","indirekter Migrationshintergrund","Ostdeutschland","11","","",""
"Mehrmals im Jahr","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mehrmals im Jahr","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal im Monat","2009","kein Migrationshintergrund","Westdeutschland","799","0.0735887210930291","0.0687455894723884","0.0784318527136699"
"Mindestens einmal im Monat","2009","kein Migrationshintergrund","Ostdeutschland","330","0.0741176335724813","0.0663755267837682","0.0818597403611944"
"Mindestens einmal im Monat","2009","direkter Migrationshintergrund","Westdeutschland","110","","",""
"Mindestens einmal im Monat","2009","direkter Migrationshintergrund","Ostdeutschland","8","0.0934760905312065","0.0275955185484927","0.15935666251392"
"Mindestens einmal im Monat","2009","indirekter Migrationshintergrund","Westdeutschland","80","0.143857939351923","0.117184617662462","0.170531261041384"
"Mindestens einmal im Monat","2009","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Mindestens einmal im Monat","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal im Monat","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mindestens einmal die Woche","2009","kein Migrationshintergrund","Westdeutschland","4610","0.393385804732434","0.38432463315613","0.402446976308738"
"Mindestens einmal die Woche","2009","kein Migrationshintergrund","Ostdeutschland","1230","","",""
"Mindestens einmal die Woche","2009","direkter Migrationshintergrund","Westdeutschland","383","0.262968301962287","0.241239937941018","0.284696665983556"
"Mindestens einmal die Woche","2009","direkter Migrationshintergrund","Ostdeutschland","13","","",""
"Mindestens einmal die Woche","2009","indirekter Migrationshintergrund","Westdeutschland","265","","",""
"Mindestens einmal die Woche","2009","indirekter Migrationshintergrund","Ostdeutschland","14","","",""
"Mindestens einmal die Woche","2009","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Mindestens einmal die Woche","2009","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Fast nie oder nie","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Fast nie oder nie","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Fast nie oder nie","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Fast nie oder nie","2010","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Mehrmals im Jahr","2010","kein Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2010","kein Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2010","direkter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2010","direkter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2010","indirekter Migrationshintergrund","Westdeutschland","","","",""
"Mehrmals im Jahr","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Mehrmals im Jahr","2010","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
