"m11104","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","2002","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2002","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2003","(noch) kein Abschluss","kein Migrationshintergrund","108","","",""
"Fast nie oder nie","2003","(noch) kein Abschluss","direkter Migrationshintergrund","174","","",""
"Fast nie oder nie","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Fast nie oder nie","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2003","Hauptschule","kein Migrationshintergrund","3671","0.553316327800263","0.541497450119004","0.565135205481522"
"Fast nie oder nie","2003","Hauptschule","direkter Migrationshintergrund","933","0.677859485675716","0.652904529822726","0.702814441528706"
"Fast nie oder nie","2003","Hauptschule","indirekter Migrationshintergrund","122","","",""
"Fast nie oder nie","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2003","Realschule","kein Migrationshintergrund","1534","","",""
"Fast nie oder nie","2003","Realschule","direkter Migrationshintergrund","80","0.38321741905229","0.317462671547789","0.448972166556791"
"Fast nie oder nie","2003","Realschule","indirekter Migrationshintergrund","42","0.211312373381142","0.155291743841858","0.267333002920425"
"Fast nie oder nie","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2003","(Fach-)Abitur","kein Migrationshintergrund","305","0.189881485447431","0.172033396436202","0.20772957445866"
"Fast nie oder nie","2003","(Fach-)Abitur","direkter Migrationshintergrund","196","","",""
"Fast nie oder nie","2003","(Fach-)Abitur","indirekter Migrationshintergrund","29","","",""
"Fast nie oder nie","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2003","AkademikerIn","kein Migrationshintergrund","794","0.223670021955969","0.210597003208886","0.236743040703052"
"Fast nie oder nie","2003","AkademikerIn","direkter Migrationshintergrund","122","","",""
"Fast nie oder nie","2003","AkademikerIn","indirekter Migrationshintergrund","8","0.158733769468092","0.068497899618397","0.248969639317788"
"Fast nie oder nie","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2003","(noch) kein Abschluss","kein Migrationshintergrund","73","0.143317642635379","0.114850338695701","0.171784946575057"
"Mehrmals im Jahr","2003","(noch) kein Abschluss","direkter Migrationshintergrund","7","0.0260032177839498","0.00534594544095308","0.0466604901269465"
"Mehrmals im Jahr","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Mehrmals im Jahr","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2003","Hauptschule","kein Migrationshintergrund","1144","","",""
"Mehrmals im Jahr","2003","Hauptschule","direkter Migrationshintergrund","183","","",""
"Mehrmals im Jahr","2003","Hauptschule","indirekter Migrationshintergrund","51","0.22127787976138","0.17042818330488","0.27212757621788"
"Mehrmals im Jahr","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2003","Realschule","kein Migrationshintergrund","1321","","",""
"Mehrmals im Jahr","2003","Realschule","direkter Migrationshintergrund","49","0.227739873281574","0.171019407709","0.284460338854148"
"Mehrmals im Jahr","2003","Realschule","indirekter Migrationshintergrund","47","0.237486699526343","0.179091605105688","0.295881793946999"
"Mehrmals im Jahr","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2003","(Fach-)Abitur","kein Migrationshintergrund","363","0.186708217584798","0.168975265417459","0.204441169752137"
"Mehrmals im Jahr","2003","(Fach-)Abitur","direkter Migrationshintergrund","83","0.22158904660473","0.181190690981219","0.261987402228242"
"Mehrmals im Jahr","2003","(Fach-)Abitur","indirekter Migrationshintergrund","24","","",""
"Mehrmals im Jahr","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2003","AkademikerIn","kein Migrationshintergrund","770","0.192529133236396","0.180159395999695","0.204898870473097"
"Mehrmals im Jahr","2003","AkademikerIn","direkter Migrationshintergrund","75","0.210155632174666","0.168358841284874","0.251952423064458"
"Mehrmals im Jahr","2003","AkademikerIn","indirekter Migrationshintergrund","13","","",""
"Mehrmals im Jahr","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2003","(noch) kein Abschluss","kein Migrationshintergrund","29","","",""
"Mindestens einmal im Monat","2003","(noch) kein Abschluss","direkter Migrationshintergrund","9","0.0327204776541382","0.00962821535939707","0.0558127399488793"
"Mindestens einmal im Monat","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","4","0.0176897303652565","-0.0111963121664868","0.0465757728969997"
"Mindestens einmal im Monat","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2003","Hauptschule","kein Migrationshintergrund","379","0.0542567257807522","0.0488715128771234","0.059641938684381"
"Mindestens einmal im Monat","2003","Hauptschule","direkter Migrationshintergrund","61","0.0460352006490407","0.0348440307697258","0.0572263705283555"
"Mindestens einmal im Monat","2003","Hauptschule","indirekter Migrationshintergrund","27","","",""
"Mindestens einmal im Monat","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2003","Realschule","kein Migrationshintergrund","486","0.0887192166396731","0.0810915138669956","0.0963469194123506"
"Mindestens einmal im Monat","2003","Realschule","direkter Migrationshintergrund","23","","",""
"Mindestens einmal im Monat","2003","Realschule","indirekter Migrationshintergrund","19","","",""
"Mindestens einmal im Monat","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2003","(Fach-)Abitur","kein Migrationshintergrund","195","","",""
"Mindestens einmal im Monat","2003","(Fach-)Abitur","direkter Migrationshintergrund","23","","",""
"Mindestens einmal im Monat","2003","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Mindestens einmal im Monat","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2003","AkademikerIn","kein Migrationshintergrund","397","0.104410402373576","0.0948169434498637","0.114003861297289"
"Mindestens einmal im Monat","2003","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Mindestens einmal im Monat","2003","AkademikerIn","indirekter Migrationshintergrund","9","0.205237783720254","0.105507953316372","0.304967614124135"
"Mindestens einmal im Monat","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2003","(noch) kein Abschluss","kein Migrationshintergrund","372","0.583158885076394","0.543103093225158","0.623214676927631"
"Mindestens einmal die Woche","2003","(noch) kein Abschluss","direkter Migrationshintergrund","38","0.206817754309191","0.15424495904012","0.259390549578262"
"Mindestens einmal die Woche","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","51","0.650076595843264","0.545563224256356","0.754589967430172"
"Mindestens einmal die Woche","2003","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2003","Hauptschule","kein Migrationshintergrund","1603","","",""
"Mindestens einmal die Woche","2003","Hauptschule","direkter Migrationshintergrund","170","","",""
"Mindestens einmal die Woche","2003","Hauptschule","indirekter Migrationshintergrund","56","0.233478802059142","0.181656831724877","0.285300772393408"
"Mindestens einmal die Woche","2003","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2003","Realschule","kein Migrationshintergrund","1997","","",""
"Mindestens einmal die Woche","2003","Realschule","direkter Migrationshintergrund","58","0.282494612061216","0.221603190728866","0.343386033393566"
"Mindestens einmal die Woche","2003","Realschule","indirekter Migrationshintergrund","96","0.454449742095655","0.386122589820698","0.522776894370612"
"Mindestens einmal die Woche","2003","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2003","(Fach-)Abitur","kein Migrationshintergrund","992","0.51604587878465","0.493304207000738","0.538787550568562"
"Mindestens einmal die Woche","2003","(Fach-)Abitur","direkter Migrationshintergrund","104","","",""
"Mindestens einmal die Woche","2003","(Fach-)Abitur","indirekter Migrationshintergrund","71","0.563585215198601","0.480234724647597","0.646935705749605"
"Mindestens einmal die Woche","2003","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2003","AkademikerIn","kein Migrationshintergrund","1942","","",""
"Mindestens einmal die Woche","2003","AkademikerIn","direkter Migrationshintergrund","142","","",""
"Mindestens einmal die Woche","2003","AkademikerIn","indirekter Migrationshintergrund","33","0.470143875762186","0.346898059046756","0.593389692477615"
"Mindestens einmal die Woche","2003","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2004","Realschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2004","Realschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2004","Realschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","Realschule","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2004","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal im Monat","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2004","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2004","Hauptschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","Hauptschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","Hauptschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2004","Realschule","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","Realschule","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","Realschule","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2004","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2004","AkademikerIn","kein Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","AkademikerIn","direkter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Mindestens einmal die Woche","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2005","(noch) kein Abschluss","kein Migrationshintergrund","113","","",""
"Fast nie oder nie","2005","(noch) kein Abschluss","direkter Migrationshintergrund","141","","",""
"Fast nie oder nie","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","23","","",""
"Fast nie oder nie","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2005","Hauptschule","kein Migrationshintergrund","3499","0.579193422738466","0.566778957400888","0.591607888076044"
"Fast nie oder nie","2005","Hauptschule","direkter Migrationshintergrund","841","0.694383917957005","0.668133051200875","0.720634784713135"
"Fast nie oder nie","2005","Hauptschule","indirekter Migrationshintergrund","98","0.359277163528201","0.300845517948877","0.417708809107525"
"Fast nie oder nie","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2005","Realschule","kein Migrationshintergrund","1713","","",""
"Fast nie oder nie","2005","Realschule","direkter Migrationshintergrund","80","0.36363199916179","0.296458156693315","0.430805841630264"
"Fast nie oder nie","2005","Realschule","indirekter Migrationshintergrund","54","0.251234647926354","0.190202330236021","0.312266965616687"
"Fast nie oder nie","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2005","(Fach-)Abitur","kein Migrationshintergrund","368","0.229808050228154","0.210236238976001","0.249379861480308"
"Fast nie oder nie","2005","(Fach-)Abitur","direkter Migrationshintergrund","170","","",""
"Fast nie oder nie","2005","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Fast nie oder nie","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2005","AkademikerIn","kein Migrationshintergrund","947","0.261853686227282","0.247763625542939","0.275943746911625"
"Fast nie oder nie","2005","AkademikerIn","direkter Migrationshintergrund","127","","",""
"Fast nie oder nie","2005","AkademikerIn","indirekter Migrationshintergrund","13","","",""
"Fast nie oder nie","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2005","(noch) kein Abschluss","kein Migrationshintergrund","80","0.15480647059269","0.125519670725031","0.18409327046035"
"Mehrmals im Jahr","2005","(noch) kein Abschluss","direkter Migrationshintergrund","25","","",""
"Mehrmals im Jahr","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Mehrmals im Jahr","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2005","Hauptschule","kein Migrationshintergrund","915","0.152729414842562","0.143683606990028","0.161775222695096"
"Mehrmals im Jahr","2005","Hauptschule","direkter Migrationshintergrund","148","","",""
"Mehrmals im Jahr","2005","Hauptschule","indirekter Migrationshintergrund","62","0.214460920733811","0.164474022405844","0.264447819061779"
"Mehrmals im Jahr","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2005","Realschule","kein Migrationshintergrund","1169","","",""
"Mehrmals im Jahr","2005","Realschule","direkter Migrationshintergrund","39","0.189633117697117","0.134892094270835","0.244374141123399"
"Mehrmals im Jahr","2005","Realschule","indirekter Migrationshintergrund","47","0.289288228012046","0.225482545111633","0.353093910912459"
"Mehrmals im Jahr","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2005","(Fach-)Abitur","kein Migrationshintergrund","377","0.206950365264374","0.188103800741435","0.225796929787314"
"Mehrmals im Jahr","2005","(Fach-)Abitur","direkter Migrationshintergrund","69","0.206161221548829","0.164715739735827","0.247606703361831"
"Mehrmals im Jahr","2005","(Fach-)Abitur","indirekter Migrationshintergrund","32","0.263897295121962","0.19114859949284","0.336645990751085"
"Mehrmals im Jahr","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2005","AkademikerIn","kein Migrationshintergrund","713","0.182899576170308","0.170510002644138","0.195289149696479"
"Mehrmals im Jahr","2005","AkademikerIn","direkter Migrationshintergrund","76","0.25500992747905","0.208474155025221","0.30154569993288"
"Mehrmals im Jahr","2005","AkademikerIn","indirekter Migrationshintergrund","16","","",""
"Mehrmals im Jahr","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2005","(noch) kein Abschluss","kein Migrationshintergrund","47","0.0670093375098827","0.0467649056233745","0.087253769396391"
"Mindestens einmal im Monat","2005","(noch) kein Abschluss","direkter Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","6","0.0676908839571739","0.0171746057365722","0.118207162177776"
"Mindestens einmal im Monat","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2005","Hauptschule","kein Migrationshintergrund","346","0.0579088938853487","0.0520354335991782","0.0637823541715192"
"Mindestens einmal im Monat","2005","Hauptschule","direkter Migrationshintergrund","49","0.0422533743732964","0.0307900196153759","0.053716729131217"
"Mindestens einmal im Monat","2005","Hauptschule","indirekter Migrationshintergrund","22","","",""
"Mindestens einmal im Monat","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2005","Realschule","kein Migrationshintergrund","401","0.082705772689179","0.0750358262386323","0.0903757191397257"
"Mindestens einmal im Monat","2005","Realschule","direkter Migrationshintergrund","18","","",""
"Mindestens einmal im Monat","2005","Realschule","indirekter Migrationshintergrund","20","","",""
"Mindestens einmal im Monat","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2005","(Fach-)Abitur","kein Migrationshintergrund","201","","",""
"Mindestens einmal im Monat","2005","(Fach-)Abitur","direkter Migrationshintergrund","32","0.0880472215518959","0.059016919696105","0.117077523407687"
"Mindestens einmal im Monat","2005","(Fach-)Abitur","indirekter Migrationshintergrund","24","","",""
"Mindestens einmal im Monat","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","2005","AkademikerIn","kein Migrationshintergrund","366","0.10737981891749","0.097457641821122","0.117301996013857"
"Mindestens einmal im Monat","2005","AkademikerIn","direkter Migrationshintergrund","26","","",""
"Mindestens einmal im Monat","2005","AkademikerIn","indirekter Migrationshintergrund","8","0.0684177584358009","0.00841259044999679","0.128422926421605"
"Mindestens einmal im Monat","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2005","(noch) kein Abschluss","kein Migrationshintergrund","346","0.520086819204737","0.479636817365488","0.560536821043985"
"Mindestens einmal die Woche","2005","(noch) kein Abschluss","direkter Migrationshintergrund","43","0.217883159278623","0.163334459753268","0.272431858803979"
"Mindestens einmal die Woche","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","48","0.473925923638393","0.373518696977515","0.574333150299271"
"Mindestens einmal die Woche","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2005","Hauptschule","kein Migrationshintergrund","1315","","",""
"Mindestens einmal die Woche","2005","Hauptschule","direkter Migrationshintergrund","145","","",""
"Mindestens einmal die Woche","2005","Hauptschule","indirekter Migrationshintergrund","77","0.321693502753172","0.264803973216734","0.37858303228961"
"Mindestens einmal die Woche","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2005","Realschule","kein Migrationshintergrund","1671","","",""
"Mindestens einmal die Woche","2005","Realschule","direkter Migrationshintergrund","60","0.344048188095942","0.277710461597717","0.410385914594167"
"Mindestens einmal die Woche","2005","Realschule","indirekter Migrationshintergrund","73","0.351059225049857","0.283894699305701","0.418223750794013"
"Mindestens einmal die Woche","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2005","(Fach-)Abitur","kein Migrationshintergrund","829","0.44147760384502","0.41837698858792","0.464578219102121"
"Mindestens einmal die Woche","2005","(Fach-)Abitur","direkter Migrationshintergrund","95","0.260035384866536","0.215095780026134","0.304974989706937"
"Mindestens einmal die Woche","2005","(Fach-)Abitur","indirekter Migrationshintergrund","65","0.357922973879439","0.278795575337448","0.437050372421429"
"Mindestens einmal die Woche","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","2005","AkademikerIn","kein Migrationshintergrund","1714","","",""
"Mindestens einmal die Woche","2005","AkademikerIn","direkter Migrationshintergrund","108","","",""
"Mindestens einmal die Woche","2005","AkademikerIn","indirekter Migrationshintergrund","31","0.457765911021958","0.339350352569539","0.576181469474376"
"Mindestens einmal die Woche","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2006","Realschule","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2006","Realschule","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Fast nie oder nie","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Mehrmals im Jahr","2006","Hauptschule","direkter Migrationshintergrund","","","",""
