"m11104","year","migback","sex","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Mindestens einmal die Woche","2000","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2000","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2001","kein Migrationshintergrund","maennlich","3954","0.462173530809129","0.451661425347579","0.47268563627068"
"Fast nie oder nie","2001","kein Migrationshintergrund","weiblich","4714","0.523050241430812","0.512967715269125","0.533132767592499"
"Fast nie oder nie","2001","direkter Migrationshintergrund","maennlich","856","0.578280957898781","0.55260467786351","0.603957237934051"
"Fast nie oder nie","2001","direkter Migrationshintergrund","weiblich","1057","0.689677061426276","0.666051804075958","0.713302318776595"
"Fast nie oder nie","2001","indirekter Migrationshintergrund","maennlich","100","0.25584458780054","0.211504498795863","0.300184676805216"
"Fast nie oder nie","2001","indirekter Migrationshintergrund","weiblich","151","0.361377091380982","0.313576333326865","0.4091778494351"
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2001","kein Migrationshintergrund","maennlich","1622","0.183001033004408","0.17484829262194","0.191153773386877"
"Mehrmals im Jahr","2001","kein Migrationshintergrund","weiblich","1518","0.144078859290228","0.13698996753583","0.151167751044626"
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","maennlich","200","0.132710174626913","0.115070714535253","0.150349634718572"
"Mehrmals im Jahr","2001","direkter Migrationshintergrund","weiblich","169","0.121278755603637","0.104607640624305","0.13794987058297"
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","maennlich","71","0.210048722994872","0.168654780061215","0.251442665928529"
"Mehrmals im Jahr","2001","indirekter Migrationshintergrund","weiblich","95","0.240224522336872","0.197715263437376","0.282733781236368"
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","maennlich","620","0.0702898057748616","0.0648998393909671","0.0756797721587561"
"Mindestens einmal im Monat","2001","kein Migrationshintergrund","weiblich","535","0.0539261265975433","0.0493665609225566","0.05848569227253"
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","maennlich","82","0.0711386802000415","0.0577733592273058","0.0845040011727772"
"Mindestens einmal im Monat","2001","direkter Migrationshintergrund","weiblich","60","0.0481224357526929","0.0371926647310489","0.0590522067743369"
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","maennlich","38","0.0891665384001715","0.0602066380551297","0.118126438745213"
"Mindestens einmal im Monat","2001","indirekter Migrationshintergrund","weiblich","27","","",""
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","maennlich","2445","0.284535630411601","0.27502239108218","0.294048869741021"
"Mindestens einmal die Woche","2001","kein Migrationshintergrund","weiblich","2660","0.278944772681416","0.269891518457304","0.287998026905529"
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","maennlich","283","0.217870187274265","0.196407239164384","0.239333135384147"
"Mindestens einmal die Woche","2001","direkter Migrationshintergrund","weiblich","187","0.140921747217394","0.12315319308307","0.158690301351718"
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","maennlich","163","0.444940150804417","0.394439459108502","0.495440842500331"
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","weiblich","115","0.340436848973461","0.293287174208243","0.38758652373868"
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2002","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2002","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2002","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2002","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2002","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2002","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2002","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2002","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2003","kein Migrationshintergrund","maennlich","2963","0.355274775113632","0.345383753128794","0.365165797098469"
"Fast nie oder nie","2003","kein Migrationshintergrund","weiblich","3490","0.407422001812405","0.39762463034006","0.417219373284749"
"Fast nie oder nie","2003","direkter Migrationshintergrund","maennlich","669","0.511810728997808","0.484122528270249","0.539498929725368"
"Fast nie oder nie","2003","direkter Migrationshintergrund","weiblich","855","0.624232109021004","0.598329532204349","0.650134685837659"
"Fast nie oder nie","2003","indirekter Migrationshintergrund","maennlich","85","0.247116013993123","0.203046459862038","0.291185568124208"
"Fast nie oder nie","2003","indirekter Migrationshintergrund","weiblich","147","0.334562066904415","0.288890249998229","0.3802338838106"
"Fast nie oder nie","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2003","kein Migrationshintergrund","maennlich","1915","0.211242032530544","0.202806088342934","0.219677976718155"
"Mehrmals im Jahr","2003","kein Migrationshintergrund","weiblich","1795","0.174012263312982","0.166452794110272","0.181571732515693"
"Mehrmals im Jahr","2003","direkter Migrationshintergrund","maennlich","213","0.176158941189897","0.155057117575057","0.197260764804737"
"Mehrmals im Jahr","2003","direkter Migrationshintergrund","weiblich","191","0.153046093455257","0.133790757658962","0.172301429251552"
"Mehrmals im Jahr","2003","indirekter Migrationshintergrund","maennlich","70","0.17926218834674","0.140072595673216","0.218451781020264"
"Mehrmals im Jahr","2003","indirekter Migrationshintergrund","weiblich","83","0.236207487476115","0.195093396643293","0.277321578308937"
"Mehrmals im Jahr","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2003","kein Migrationshintergrund","maennlich","800","0.08944830003759","0.0835502289891848","0.0953463710859951"
"Mindestens einmal im Monat","2003","kein Migrationshintergrund","weiblich","705","0.0657157069704256","0.0607750046245594","0.0706564093162918"
"Mindestens einmal im Monat","2003","direkter Migrationshintergrund","maennlich","86","0.0720293601638758","0.0577085422459775","0.0863501780817742"
"Mindestens einmal im Monat","2003","direkter Migrationshintergrund","weiblich","61","0.0453960121457009","0.0342625417513346","0.0565294825400672"
"Mindestens einmal im Monat","2003","indirekter Migrationshintergrund","maennlich","44","0.115782858483613","0.0830920410439166","0.14847367592331"
"Mindestens einmal im Monat","2003","indirekter Migrationshintergrund","weiblich","29","","",""
"Mindestens einmal im Monat","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2003","kein Migrationshintergrund","maennlich","3316","0.344034892318234","0.334217113031841","0.353852671604627"
"Mindestens einmal die Woche","2003","kein Migrationshintergrund","weiblich","3672","0.352850027904188","0.343321800340642","0.362378255467733"
"Mindestens einmal die Woche","2003","direkter Migrationshintergrund","maennlich","284","0.240000969648418","0.216344009196747","0.263657930100089"
"Mindestens einmal die Woche","2003","direkter Migrationshintergrund","weiblich","236","0.177325785378037","0.156898532120193","0.197753038635882"
"Mindestens einmal die Woche","2003","indirekter Migrationshintergrund","maennlich","169","0.457838939176524","0.406935783559589","0.508742094793458"
"Mindestens einmal die Woche","2003","indirekter Migrationshintergrund","weiblich","151","0.365911194919827","0.319286172471905","0.41253621736775"
"Mindestens einmal die Woche","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2004","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2004","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2004","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2004","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2004","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2004","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2004","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2004","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2004","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2004","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2004","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2004","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2004","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2004","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2004","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2004","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2005","kein Migrationshintergrund","maennlich","3151","0.402198458462185","0.391669820881784","0.412727096042585"
"Fast nie oder nie","2005","kein Migrationshintergrund","weiblich","3563","0.433043188614344","0.422838576493935","0.443247800734753"
"Fast nie oder nie","2005","direkter Migrationshintergrund","maennlich","605","0.50948739170705","0.480051986487066","0.538922796927033"
"Fast nie oder nie","2005","direkter Migrationshintergrund","weiblich","773","0.610008399322636","0.582904396421688","0.637112402223583"
"Fast nie oder nie","2005","indirekter Migrationshintergrund","maennlich","76","0.207667664951684","0.167665115299062","0.247670214604305"
"Fast nie oder nie","2005","indirekter Migrationshintergrund","weiblich","156","0.336485045719736","0.291456683713748","0.381513407725725"
"Fast nie oder nie","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2005","kein Migrationshintergrund","maennlich","1678","0.197313800734013","0.188768544504886","0.205859056963141"
"Mehrmals im Jahr","2005","kein Migrationshintergrund","weiblich","1627","0.170632357574331","0.16288488323367","0.178379831914991"
"Mehrmals im Jahr","2005","direkter Migrationshintergrund","maennlich","180","0.172005496839549","0.149784522356881","0.194226471322217"
"Mehrmals im Jahr","2005","direkter Migrationshintergrund","weiblich","191","0.158034057174146","0.137763741684758","0.178304372663533"
"Mehrmals im Jahr","2005","indirekter Migrationshintergrund","maennlich","93","0.255336471067092","0.212334732832106","0.298338209302078"
"Mehrmals im Jahr","2005","indirekter Migrationshintergrund","weiblich","97","0.246555101717409","0.20548170194021","0.287628501494608"
"Mehrmals im Jahr","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2005","kein Migrationshintergrund","maennlich","702","0.085435450335762","0.0794333990987767","0.0914375015727473"
"Mindestens einmal im Monat","2005","kein Migrationshintergrund","weiblich","686","0.0741806979936347","0.0687835480928793","0.0795778478943901"
"Mindestens einmal im Monat","2005","direkter Migrationshintergrund","maennlich","83","0.0812584058358452","0.0651701468410457","0.0973466648306446"
"Mindestens einmal im Monat","2005","direkter Migrationshintergrund","weiblich","59","0.0504802689829765","0.0383141873015686","0.0626463506643844"
"Mindestens einmal im Monat","2005","indirekter Migrationshintergrund","maennlich","50","0.131897359852617","0.0985275960249543","0.16526712368028"
"Mindestens einmal im Monat","2005","indirekter Migrationshintergrund","weiblich","38","0.114528076749981","0.0841806907460596","0.144875462753903"
"Mindestens einmal im Monat","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2005","kein Migrationshintergrund","maennlich","2801","0.31505229046804","0.305077736374595","0.325026844561485"
"Mindestens einmal die Woche","2005","kein Migrationshintergrund","weiblich","3181","0.32214375581769","0.312519889837006","0.331767621798375"
"Mindestens einmal die Woche","2005","direkter Migrationshintergrund","maennlich","240","0.237248705617556","0.212200788744053","0.26229662249106"
"Mindestens einmal die Woche","2005","direkter Migrationshintergrund","weiblich","221","0.181477274520242","0.160059990509372","0.202894558531113"
"Mindestens einmal die Woche","2005","indirekter Migrationshintergrund","maennlich","176","0.405098504128607","0.356686574487873","0.453510433769341"
"Mindestens einmal die Woche","2005","indirekter Migrationshintergrund","weiblich","132","0.302431775812873","0.258660927692535","0.346202623933211"
"Mindestens einmal die Woche","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2006","kein Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2006","kein Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2006","direkter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2006","direkter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Fast nie oder nie","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Fast nie oder nie","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2006","kein Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2006","kein Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2006","direkter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2006","direkter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Mehrmals im Jahr","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Mehrmals im Jahr","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2006","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2006","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2006","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2006","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal im Monat","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal im Monat","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2006","kein Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2006","kein Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2006","direkter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2006","direkter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Mindestens einmal die Woche","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Mindestens einmal die Woche","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2007","kein Migrationshintergrund","maennlich","3190","0.390785288633179","0.38033855850124","0.401232018765118"
"Fast nie oder nie","2007","kein Migrationshintergrund","weiblich","3516","0.414779218327317","0.404670408677386","0.424888027977248"
"Fast nie oder nie","2007","direkter Migrationshintergrund","maennlich","535","0.520320736529804","0.488946031468564","0.551695441591044"
"Fast nie oder nie","2007","direkter Migrationshintergrund","weiblich","674","0.590250744030556","0.561602221059001","0.61889926700211"
"Fast nie oder nie","2007","indirekter Migrationshintergrund","maennlich","82","0.20714802594208","0.165685904982096","0.248610146902064"
"Fast nie oder nie","2007","indirekter Migrationshintergrund","weiblich","150","0.367040770327152","0.32049882781768","0.413582712836625"
"Fast nie oder nie","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2007","kein Migrationshintergrund","maennlich","1619","0.191957647651666","0.18352535145319","0.200389943850142"
"Mehrmals im Jahr","2007","kein Migrationshintergrund","weiblich","1522","0.165002502936499","0.157386633196919","0.172618372676078"
"Mehrmals im Jahr","2007","direkter Migrationshintergrund","maennlich","166","0.186529779318537","0.162066564426602","0.210992994210473"
"Mehrmals im Jahr","2007","direkter Migrationshintergrund","weiblich","168","0.147058938186345","0.126427471556361","0.167690404816329"
"Mehrmals im Jahr","2007","indirekter Migrationshintergrund","maennlich","71","0.202345279433871","0.161242700949177","0.243447857918566"
"Mehrmals im Jahr","2007","indirekter Migrationshintergrund","weiblich","83","0.220205449082698","0.180192218957767","0.260218679207629"
"Mehrmals im Jahr","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2007","kein Migrationshintergrund","maennlich","680","0.0798695403003658","0.0740653535435521","0.0856737270571795"
"Mindestens einmal im Monat","2007","kein Migrationshintergrund","weiblich","613","0.0615565640082775","0.0566251338130602","0.0664879942034949"
"Mindestens einmal im Monat","2007","direkter Migrationshintergrund","maennlich","53","0.0624121768156715","0.0472203760259198","0.0776039776054231"
"Mindestens einmal im Monat","2007","direkter Migrationshintergrund","weiblich","56","0.0532958024540388","0.0402106576885842","0.0663809472194935"
"Mindestens einmal im Monat","2007","indirekter Migrationshintergrund","maennlich","49","0.13676081564867","0.101607890218188","0.171913741079152"
"Mindestens einmal im Monat","2007","indirekter Migrationshintergrund","weiblich","47","0.103517234129252","0.0741016968456339","0.132932771412869"
"Mindestens einmal im Monat","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2007","kein Migrationshintergrund","maennlich","2891","0.33738752341479","0.327264263315096","0.347510783514484"
"Mindestens einmal die Woche","2007","kein Migrationshintergrund","weiblich","3474","0.358661714727907","0.348821201536963","0.36850222791885"
"Mindestens einmal die Woche","2007","direkter Migrationshintergrund","maennlich","220","0.230737307335987","0.204278829343904","0.257195785328071"
"Mindestens einmal die Woche","2007","direkter Migrationshintergrund","weiblich","234","0.20939451532906","0.185692381823011","0.23309664883511"
"Mindestens einmal die Woche","2007","indirekter Migrationshintergrund","maennlich","165","0.453745878975379","0.402810590643745","0.504681167307013"
"Mindestens einmal die Woche","2007","indirekter Migrationshintergrund","weiblich","132","0.309236546460898","0.264608326360531","0.353864766561264"
"Mindestens einmal die Woche","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2008","kein Migrationshintergrund","maennlich","2439","0.309812464165116","0.299627175515597","0.319997752814634"
"Fast nie oder nie","2008","kein Migrationshintergrund","weiblich","2700","0.339115530574797","0.329132716860038","0.349098344289556"
"Fast nie oder nie","2008","direkter Migrationshintergrund","maennlich","416","0.463104635493794","0.430027692833582","0.496181578154005"
"Fast nie oder nie","2008","direkter Migrationshintergrund","weiblich","565","0.554955324008924","0.524456800051047","0.585453847966802"
"Fast nie oder nie","2008","indirekter Migrationshintergrund","maennlich","71","0.198161988197491","0.157324309859407","0.238999666535575"
"Fast nie oder nie","2008","indirekter Migrationshintergrund","weiblich","128","0.273047179048855","0.229055357982625","0.317039000115085"
"Fast nie oder nie","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2008","kein Migrationshintergrund","maennlich","1649","0.211691353795145","0.202693476892019","0.22068923069827"
"Mehrmals im Jahr","2008","kein Migrationshintergrund","weiblich","1549","0.177142791775878","0.169091967723354","0.185193615828403"
"Mehrmals im Jahr","2008","direkter Migrationshintergrund","maennlich","153","0.176089956713544","0.15082327782777","0.201356635599319"
"Mehrmals im Jahr","2008","direkter Migrationshintergrund","weiblich","143","0.150192616668154","0.128267972833654","0.172117260502653"
"Mehrmals im Jahr","2008","indirekter Migrationshintergrund","maennlich","66","0.152079806629265","0.115290566877786","0.188869046380744"
"Mehrmals im Jahr","2008","indirekter Migrationshintergrund","weiblich","85","0.227406460575573","0.186018224694238","0.268794696456908"
"Mehrmals im Jahr","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mehrmals im Jahr","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal im Monat","2008","kein Migrationshintergrund","maennlich","651","0.0832986946868353","0.0772121142587033","0.0893852751149672"
"Mindestens einmal im Monat","2008","kein Migrationshintergrund","weiblich","615","0.0685368661106155","0.0632089017578874","0.0738648304633436"
"Mindestens einmal im Monat","2008","direkter Migrationshintergrund","maennlich","61","0.0676158689351844","0.0509601753467874","0.0842715625235814"
"Mindestens einmal im Monat","2008","direkter Migrationshintergrund","weiblich","58","0.0547449694945304","0.0407846739410093","0.0687052650480514"
"Mindestens einmal im Monat","2008","indirekter Migrationshintergrund","maennlich","46","0.163792804839503","0.125877730802728","0.201707878876279"
"Mindestens einmal im Monat","2008","indirekter Migrationshintergrund","weiblich","48","0.129201925302113","0.0960817060684739","0.162322144535752"
"Mindestens einmal im Monat","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal im Monat","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mindestens einmal die Woche","2008","kein Migrationshintergrund","maennlich","3179","0.395197487352905","0.384429011883986","0.405965962821823"
"Mindestens einmal die Woche","2008","kein Migrationshintergrund","weiblich","3775","0.415204811538709","0.404814000712503","0.425595622364915"
"Mindestens einmal die Woche","2008","direkter Migrationshintergrund","maennlich","243","0.293189538857477","0.262992337931086","0.323386739783869"
"Mindestens einmal die Woche","2008","direkter Migrationshintergrund","weiblich","254","0.240107089828392","0.213893488302711","0.266320691354073"
"Mindestens einmal die Woche","2008","indirekter Migrationshintergrund","maennlich","183","0.485965400333741","0.434761104357343","0.537169696310139"
"Mindestens einmal die Woche","2008","indirekter Migrationshintergrund","weiblich","133","0.370344435073459","0.32266244041943","0.418026429727488"
"Mindestens einmal die Woche","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Mindestens einmal die Woche","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Fast nie oder nie","2009","kein Migrationshintergrund","maennlich","2754","0.365381854367738","0.354458326634253","0.376305382101223"
"Fast nie oder nie","2009","kein Migrationshintergrund","weiblich","3049","0.396083788319314","0.385431544893569","0.406736031745059"
"Fast nie oder nie","2009","direkter Migrationshintergrund","maennlich","386","0.468922636999507","0.433396909307206","0.504448364691808"
"Fast nie oder nie","2009","direkter Migrationshintergrund","weiblich","495","0.547337512738896","0.51470923191766","0.579965793560131"
"Fast nie oder nie","2009","indirekter Migrationshintergrund","maennlich","57","0.147033342629754","0.109167084159566","0.184899601099942"
"Fast nie oder nie","2009","indirekter Migrationshintergrund","weiblich","124","0.297187184755481","0.250493402193464","0.343880967317498"
"Fast nie oder nie","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Fast nie oder nie","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Mehrmals im Jahr","2009","kein Migrationshintergrund","maennlich","1463","0.201676101751347","0.192573826398224","0.210778377104471"
"Mehrmals im Jahr","2009","kein Migrationshintergrund","weiblich","1328","0.155763062054216","0.147864944055691","0.163661180052741"
"Mehrmals im Jahr","2009","direkter Migrationshintergrund","maennlich","133","0.182197649041778","0.154718134889961","0.209677163193594"
