"m11104","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","Staedtischer Raum","247","","",""
"Mindestens einmal die Woche","2001","indirekter Migrationshintergrund","Laendlicher Raum","31","0.315874459662222","0.224762948652947","0.406985970671497"
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2001","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2002","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2002","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2002","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2002","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2002","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2002","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2002","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2002","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2003","kein Migrationshintergrund","Staedtischer Raum","3867","0.366534363162871","0.35783949955284","0.375229226772901"
"Fast nie oder nie","2003","kein Migrationshintergrund","Laendlicher Raum","2586","","",""
"Fast nie oder nie","2003","direkter Migrationshintergrund","Staedtischer Raum","1254","","",""
"Fast nie oder nie","2003","direkter Migrationshintergrund","Laendlicher Raum","270","","",""
"Fast nie oder nie","2003","indirekter Migrationshintergrund","Staedtischer Raum","195","","",""
"Fast nie oder nie","2003","indirekter Migrationshintergrund","Laendlicher Raum","37","0.440498818596251","0.344624485367656","0.536373151824847"
"Fast nie oder nie","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2003","kein Migrationshintergrund","Staedtischer Raum","2211","","",""
"Mehrmals im Jahr","2003","kein Migrationshintergrund","Laendlicher Raum","1499","","",""
"Mehrmals im Jahr","2003","direkter Migrationshintergrund","Staedtischer Raum","321","0.165034703584772","0.149240517422146","0.180828889747399"
"Mehrmals im Jahr","2003","direkter Migrationshintergrund","Laendlicher Raum","83","0.160953260616306","0.127835536252792","0.19407098497982"
"Mehrmals im Jahr","2003","indirekter Migrationshintergrund","Staedtischer Raum","130","","",""
"Mehrmals im Jahr","2003","indirekter Migrationshintergrund","Laendlicher Raum","23","","",""
"Mehrmals im Jahr","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2003","kein Migrationshintergrund","Staedtischer Raum","984","0.0801138793299346","0.0752153601912001","0.085012398468669"
"Mindestens einmal im Monat","2003","kein Migrationshintergrund","Laendlicher Raum","521","0.0718613158558143","0.0657490340324342","0.0779735976791943"
"Mindestens einmal im Monat","2003","direkter Migrationshintergrund","Staedtischer Raum","120","","",""
"Mindestens einmal im Monat","2003","direkter Migrationshintergrund","Laendlicher Raum","27","","",""
"Mindestens einmal im Monat","2003","indirekter Migrationshintergrund","Staedtischer Raum","67","0.0983101648735019","0.0758494278132432","0.120770901933761"
"Mindestens einmal im Monat","2003","indirekter Migrationshintergrund","Laendlicher Raum","6","0.0304645322873553","-0.00272556968296811","0.0636546342576786"
"Mindestens einmal im Monat","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2003","kein Migrationshintergrund","Staedtischer Raum","4736","0.367989020085098","0.359286928753668","0.376691111416528"
"Mindestens einmal die Woche","2003","kein Migrationshintergrund","Laendlicher Raum","2252","","",""
"Mindestens einmal die Woche","2003","direkter Migrationshintergrund","Staedtischer Raum","427","0.204264716274629","0.187111072514764","0.221418360034494"
"Mindestens einmal die Woche","2003","direkter Migrationshintergrund","Laendlicher Raum","93","0.222370788521152","0.184895699611166","0.259845877431137"
"Mindestens einmal die Woche","2003","indirekter Migrationshintergrund","Staedtischer Raum","283","","",""
"Mindestens einmal die Woche","2003","indirekter Migrationshintergrund","Laendlicher Raum","37","0.311378413398434","0.221952363901891","0.400804462894976"
"Mindestens einmal die Woche","2003","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2003","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2004","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2004","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2004","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2004","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2004","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2004","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2004","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2004","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2005","kein Migrationshintergrund","Staedtischer Raum","4038","0.404950944032139","0.395773392369194","0.414128495695085"
"Fast nie oder nie","2005","kein Migrationshintergrund","Laendlicher Raum","2676","","",""
"Fast nie oder nie","2005","direkter Migrationshintergrund","Staedtischer Raum","1131","","",""
"Fast nie oder nie","2005","direkter Migrationshintergrund","Laendlicher Raum","247","","",""
"Fast nie oder nie","2005","indirekter Migrationshintergrund","Staedtischer Raum","201","","",""
"Fast nie oder nie","2005","indirekter Migrationshintergrund","Laendlicher Raum","31","0.364334607976651","0.273573307443723","0.45509590850958"
"Fast nie oder nie","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2005","kein Migrationshintergrund","Staedtischer Raum","1984","","",""
"Mehrmals im Jahr","2005","kein Migrationshintergrund","Laendlicher Raum","1321","","",""
"Mehrmals im Jahr","2005","direkter Migrationshintergrund","Staedtischer Raum","310","0.171794262145742","0.154987616203703","0.188600908087781"
"Mehrmals im Jahr","2005","direkter Migrationshintergrund","Laendlicher Raum","61","0.13292947366479","0.10034445920655","0.16551448812303"
"Mehrmals im Jahr","2005","indirekter Migrationshintergrund","Staedtischer Raum","152","","",""
"Mehrmals im Jahr","2005","indirekter Migrationshintergrund","Laendlicher Raum","38","0.306803852465334","0.219828802318309","0.393778902612359"
"Mehrmals im Jahr","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2005","kein Migrationshintergrund","Staedtischer Raum","916","0.0826202085548135","0.0774730568009591","0.0877673603086679"
"Mindestens einmal im Monat","2005","kein Migrationshintergrund","Laendlicher Raum","472","0.0740878050204344","0.0676705351688388","0.08050507487203"
"Mindestens einmal im Monat","2005","direkter Migrationshintergrund","Staedtischer Raum","118","","",""
"Mindestens einmal im Monat","2005","direkter Migrationshintergrund","Laendlicher Raum","24","","",""
"Mindestens einmal im Monat","2005","indirekter Migrationshintergrund","Staedtischer Raum","80","0.124870032694541","0.10055447094739","0.149185594441692"
"Mindestens einmal im Monat","2005","indirekter Migrationshintergrund","Laendlicher Raum","8","0.11378049651292","0.0538923630864782","0.173668629939361"
"Mindestens einmal im Monat","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2005","kein Migrationshintergrund","Staedtischer Raum","4052","0.338913811279393","0.330064225962795","0.347763396595991"
"Mindestens einmal die Woche","2005","kein Migrationshintergrund","Laendlicher Raum","1930","","",""
"Mindestens einmal die Woche","2005","direkter Migrationshintergrund","Staedtischer Raum","376","0.206853015422168","0.188805585123376","0.224900445720959"
"Mindestens einmal die Woche","2005","direkter Migrationshintergrund","Laendlicher Raum","85","0.213691509545253","0.174348264339456","0.25303475475105"
"Mindestens einmal die Woche","2005","indirekter Migrationshintergrund","Staedtischer Raum","277","","",""
"Mindestens einmal die Woche","2005","indirekter Migrationshintergrund","Laendlicher Raum","31","0.215081043045095","0.137590324267589","0.292571761822601"
"Mindestens einmal die Woche","2005","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2005","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2006","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2006","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2006","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2006","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2006","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2006","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2006","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2006","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2007","kein Migrationshintergrund","Staedtischer Raum","3938","0.386642237393972","0.377526849415974","0.395757625371969"
"Fast nie oder nie","2007","kein Migrationshintergrund","Laendlicher Raum","2768","","",""
"Fast nie oder nie","2007","direkter Migrationshintergrund","Staedtischer Raum","976","0.555659841281614","0.532046457676515","0.579273224886713"
"Fast nie oder nie","2007","direkter Migrationshintergrund","Laendlicher Raum","233","","",""
"Fast nie oder nie","2007","indirekter Migrationshintergrund","Staedtischer Raum","193","","",""
"Fast nie oder nie","2007","indirekter Migrationshintergrund","Laendlicher Raum","39","0.355121251322787","0.267657815297204","0.442584687348371"
"Fast nie oder nie","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2007","kein Migrationshintergrund","Staedtischer Raum","1858","","",""
"Mehrmals im Jahr","2007","kein Migrationshintergrund","Laendlicher Raum","1283","","",""
"Mehrmals im Jahr","2007","direkter Migrationshintergrund","Staedtischer Raum","273","","",""
"Mehrmals im Jahr","2007","direkter Migrationshintergrund","Laendlicher Raum","61","0.153726548963592","0.118598795463029","0.188854302464155"
"Mehrmals im Jahr","2007","indirekter Migrationshintergrund","Staedtischer Raum","127","","",""
"Mehrmals im Jahr","2007","indirekter Migrationshintergrund","Laendlicher Raum","27","","",""
"Mehrmals im Jahr","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2007","kein Migrationshintergrund","Staedtischer Raum","837","0.0720118098362482","0.0671730210532862","0.0768505986192101"
"Mindestens einmal im Monat","2007","kein Migrationshintergrund","Laendlicher Raum","456","0.0676529052099532","0.0615665393760898","0.0737392710438167"
"Mindestens einmal im Monat","2007","direkter Migrationshintergrund","Staedtischer Raum","88","0.0585390134467805","0.0473827233762193","0.0696953035173418"
"Mindestens einmal im Monat","2007","direkter Migrationshintergrund","Laendlicher Raum","21","","",""
"Mindestens einmal im Monat","2007","indirekter Migrationshintergrund","Staedtischer Raum","81","0.121356234996859","0.096519099061233","0.146193370932485"
"Mindestens einmal im Monat","2007","indirekter Migrationshintergrund","Laendlicher Raum","15","","",""
"Mindestens einmal im Monat","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2007","kein Migrationshintergrund","Staedtischer Raum","4331","0.369559344253511","0.3605243521455","0.378594336361521"
"Mindestens einmal die Woche","2007","kein Migrationshintergrund","Laendlicher Raum","2034","","",""
"Mindestens einmal die Woche","2007","direkter Migrationshintergrund","Staedtischer Raum","364","0.21692162882557","0.197335438200098","0.236507819451043"
"Mindestens einmal die Woche","2007","direkter Migrationshintergrund","Laendlicher Raum","90","0.229736347149266","0.188767368464335","0.270705325834198"
"Mindestens einmal die Woche","2007","indirekter Migrationshintergrund","Staedtischer Raum","263","","",""
"Mindestens einmal die Woche","2007","indirekter Migrationshintergrund","Laendlicher Raum","34","0.33988349938168","0.253312086443597","0.426454912319763"
"Mindestens einmal die Woche","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2008","kein Migrationshintergrund","Staedtischer Raum","3027","0.310699264048394","0.301795661990061","0.319602866106727"
"Fast nie oder nie","2008","kein Migrationshintergrund","Laendlicher Raum","2112","","",""
"Fast nie oder nie","2008","direkter Migrationshintergrund","Staedtischer Raum","793","0.509759737084647","0.484776012906228","0.534743461263066"
"Fast nie oder nie","2008","direkter Migrationshintergrund","Laendlicher Raum","188","","",""
"Fast nie oder nie","2008","indirekter Migrationshintergrund","Staedtischer Raum","171","","",""
"Fast nie oder nie","2008","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Fast nie oder nie","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2008","kein Migrationshintergrund","Staedtischer Raum","1883","","",""
"Mehrmals im Jahr","2008","kein Migrationshintergrund","Laendlicher Raum","1315","","",""
"Mehrmals im Jahr","2008","direkter Migrationshintergrund","Staedtischer Raum","252","","",""
"Mehrmals im Jahr","2008","direkter Migrationshintergrund","Laendlicher Raum","44","0.118560623404376","0.0849326747577934","0.152188572050958"
"Mehrmals im Jahr","2008","indirekter Migrationshintergrund","Staedtischer Raum","121","","",""
"Mehrmals im Jahr","2008","indirekter Migrationshintergrund","Laendlicher Raum","30","0.186793584623766","0.114612989916703","0.258974179330829"
"Mehrmals im Jahr","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2008","kein Migrationshintergrund","Staedtischer Raum","828","0.0769132425836164","0.0717868356350312","0.0820396495322017"
"Mindestens einmal im Monat","2008","kein Migrationshintergrund","Laendlicher Raum","438","0.0735036976818732","0.0669969280326334","0.080010467331113"
"Mindestens einmal im Monat","2008","direkter Migrationshintergrund","Staedtischer Raum","91","0.0558437457591703","0.044368047219397","0.0673194442989436"
"Mindestens einmal im Monat","2008","direkter Migrationshintergrund","Laendlicher Raum","28","","",""
"Mindestens einmal im Monat","2008","indirekter Migrationshintergrund","Staedtischer Raum","79","0.142527877743944","0.115611259065006","0.169444496422882"
"Mindestens einmal im Monat","2008","indirekter Migrationshintergrund","Laendlicher Raum","15","","",""
"Mindestens einmal im Monat","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2008","kein Migrationshintergrund","Staedtischer Raum","4640","0.429081211384073","0.419558772923528","0.438603649844619"
"Mindestens einmal die Woche","2008","kein Migrationshintergrund","Laendlicher Raum","2314","","",""
"Mindestens einmal die Woche","2008","direkter Migrationshintergrund","Staedtischer Raum","402","0.261137989139672","0.239185355996082","0.283090622283261"
"Mindestens einmal die Woche","2008","direkter Migrationshintergrund","Laendlicher Raum","95","0.282935650249632","0.236080555936519","0.329790744562745"
"Mindestens einmal die Woche","2008","indirekter Migrationshintergrund","Staedtischer Raum","277","","",""
"Mindestens einmal die Woche","2008","indirekter Migrationshintergrund","Laendlicher Raum","39","0.360123970940087","0.27122166714529","0.449026274734883"
"Mindestens einmal die Woche","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2009","kein Migrationshintergrund","Staedtischer Raum","3337","0.358282156631311","0.348727672319095","0.367836640943526"
"Fast nie oder nie","2009","kein Migrationshintergrund","Laendlicher Raum","2466","","",""
"Fast nie oder nie","2009","direkter Migrationshintergrund","Staedtischer Raum","694","0.498359214847349","0.47148783695483","0.525230592739868"
"Fast nie oder nie","2009","direkter Migrationshintergrund","Laendlicher Raum","187","","",""
"Fast nie oder nie","2009","indirekter Migrationshintergrund","Staedtischer Raum","143","","",""
"Fast nie oder nie","2009","indirekter Migrationshintergrund","Laendlicher Raum","38","0.320032079311902","0.234773097955714","0.40529106066809"
"Fast nie oder nie","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2009","kein Migrationshintergrund","Staedtischer Raum","1682","","",""
"Mehrmals im Jahr","2009","kein Migrationshintergrund","Laendlicher Raum","1109","","",""
"Mehrmals im Jahr","2009","direkter Migrationshintergrund","Staedtischer Raum","213","","",""
"Mehrmals im Jahr","2009","direkter Migrationshintergrund","Laendlicher Raum","44","0.138444844110855","0.100722376756451","0.176167311465259"
"Mehrmals im Jahr","2009","indirekter Migrationshintergrund","Staedtischer Raum","133","","",""
"Mehrmals im Jahr","2009","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Mehrmals im Jahr","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal im Monat","2009","kein Migrationshintergrund","Staedtischer Raum","697","0.0714310723878035","0.0662992305537592","0.0765629142218478"
"Mindestens einmal im Monat","2009","kein Migrationshintergrund","Laendlicher Raum","432","0.0779056457235951","0.0710596545065391","0.084751636940651"
"Mindestens einmal im Monat","2009","direkter Migrationshintergrund","Staedtischer Raum","95","0.0725939015378457","0.0586492613312477","0.0865385417444438"
"Mindestens einmal im Monat","2009","direkter Migrationshintergrund","Laendlicher Raum","23","","",""
"Mindestens einmal im Monat","2009","indirekter Migrationshintergrund","Staedtischer Raum","69","0.131517838433663","0.104224087375494","0.158811589491831"
"Mindestens einmal im Monat","2009","indirekter Migrationshintergrund","Laendlicher Raum","14","","",""
"Mindestens einmal im Monat","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal im Monat","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mindestens einmal die Woche","2009","kein Migrationshintergrund","Staedtischer Raum","3959","0.393958189542116","0.384221777067703","0.403694602016529"
"Mindestens einmal die Woche","2009","kein Migrationshintergrund","Laendlicher Raum","1881","","",""
"Mindestens einmal die Woche","2009","direkter Migrationshintergrund","Staedtischer Raum","328","0.264929343985767","0.241212775838913","0.288645912132621"
"Mindestens einmal die Woche","2009","direkter Migrationshintergrund","Laendlicher Raum","68","0.237138858062736","0.190682595871737","0.283595120253735"
"Mindestens einmal die Woche","2009","indirekter Migrationshintergrund","Staedtischer Raum","244","","",""
"Mindestens einmal die Woche","2009","indirekter Migrationshintergrund","Laendlicher Raum","35","0.309839124170986","0.22532243669428","0.394355811647691"
"Mindestens einmal die Woche","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Mindestens einmal die Woche","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Fast nie oder nie","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2010","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2010","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Fast nie oder nie","2010","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Fast nie oder nie","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Fast nie oder nie","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2010","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Mehrmals im Jahr","2010","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Mehrmals im Jahr","2010","direkter Migrationshintergrund","Staedtischer Raum","","","",""
