year,migback,quintil_oecd,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
2017,Direct migration background,2nd Quintile,Either,0.16446,44,3681,0.16312,0.16580
2017,Direct migration background,3rd Quintile,Full-time,0.51776,34,3681,0.51474,0.52079
2017,Direct migration background,3rd Quintile,Part-time,0.48224,34,3681,0.47921,0.48526
2017,Indirect migration background,1st Quintile,Full-time,0.62242,85,3681,0.62056,0.62428
2017,Indirect migration background,1st Quintile,Part-time,0.37758,60,3681,0.37572,0.37944
2017,Indirect migration background,2nd Quintile,Full-time,1.00000,43,3681,1.00000,1.00000
2018,No migration background,1st Quintile,Full-time,0.37194,261,4463,0.37120,0.37268
2018,No migration background,1st Quintile,Part-time,0.35091,245,4463,0.35018,0.35164
2018,No migration background,1st Quintile,Either,0.20802,134,4463,0.20740,0.20863
2018,No migration background,1st Quintile,I'm not sure yet,0.06913,52,4463,0.06875,0.06952
2018,No migration background,2nd Quintile,Full-time,0.33688,141,4463,0.33583,0.33793
2018,No migration background,2nd Quintile,Part-time,0.42146,144,4463,0.42036,0.42255
2018,No migration background,2nd Quintile,Either,0.16397,60,4463,0.16315,0.16479
2018,No migration background,2nd Quintile,I'm not sure yet,0.07770,32,4463,0.07710,0.07829
2018,No migration background,3rd Quintile,Full-time,0.44685,122,4463,0.44563,0.44807
2018,No migration background,3rd Quintile,Part-time,0.26121,86,4463,0.26013,0.26229
2018,No migration background,3rd Quintile,Either,0.15401,45,4463,0.15313,0.15490
2018,No migration background,3rd Quintile,I'm not sure yet,0.13793,33,4463,0.13708,0.13877
2018,No migration background,4th Quintile,Full-time,0.46905,96,4463,0.46784,0.47027
2018,No migration background,4th Quintile,Part-time,0.37354,95,4463,0.37236,0.37472
2018,No migration background,4th Quintile,I'm not sure yet,0.15741,31,4463,0.15652,0.15829
2018,No migration background,5th Quintile,Full-time,0.60769,94,4463,0.60623,0.60914
2018,No migration background,5th Quintile,Part-time,0.39231,77,4463,0.39086,0.39377
2018,Direct migration background,1st Quintile,Full-time,0.40404,954,4463,0.40311,0.40497
2018,Direct migration background,1st Quintile,Part-time,0.33846,666,4463,0.33756,0.33935
2018,Direct migration background,1st Quintile,Either,0.16932,280,4463,0.16861,0.17003
2018,Direct migration background,1st Quintile,I'm not sure yet,0.08818,195,4463,0.08765,0.08872
2018,Direct migration background,2nd Quintile,Full-time,0.35255,116,4463,0.35065,0.35445
2018,Direct migration background,2nd Quintile,Part-time,0.49787,112,4463,0.49588,0.49985
2018,Direct migration background,2nd Quintile,Either,0.14959,32,4463,0.14817,0.15101
2018,Direct migration background,3rd Quintile,Full-time,0.62793,42,4463,0.62520,0.63067
2018,Direct migration background,3rd Quintile,Part-time,0.37207,50,4463,0.36933,0.37480
2018,Direct migration background,4th Quintile,Part-time,1.00000,37,4463,1.00000,1.00000
2018,Indirect migration background,1st Quintile,Full-time,0.70712,104,4463,0.70557,0.70867
2018,Indirect migration background,1st Quintile,Part-time,0.29288,49,4463,0.29133,0.29443
2018,Indirect migration background,2nd Quintile,Full-time,1.00000,46,4463,1.00000,1.00000
2018,Indirect migration background,3rd Quintile,Full-time,1.00000,32,4463,1.00000,1.00000
2019,No migration background,1st Quintile,Full-time,0.33102,209,3915,0.33028,0.33177
2019,No migration background,1st Quintile,Part-time,0.38773,262,3915,0.38696,0.38850
2019,No migration background,1st Quintile,Either,0.23663,143,3915,0.23596,0.23730
2019,No migration background,1st Quintile,I'm not sure yet,0.04461,43,3915,0.04429,0.04494
2019,No migration background,2nd Quintile,Full-time,0.36817,130,3915,0.36706,0.36928
2019,No migration background,2nd Quintile,Part-time,0.33749,112,3915,0.33640,0.33857
2019,No migration background,2nd Quintile,Either,0.15269,49,3915,0.15186,0.15351
2019,No migration background,2nd Quintile,I'm not sure yet,0.14165,33,3915,0.14085,0.14246
2019,No migration background,3rd Quintile,Full-time,0.42112,86,3915,0.41979,0.42246
2019,No migration background,3rd Quintile,Part-time,0.46209,90,3915,0.46075,0.46344
2019,No migration background,3rd Quintile,Either,0.11679,36,3915,0.11592,0.11765
2019,No migration background,4th Quintile,Full-time,0.51403,80,3915,0.51278,0.51528
2019,No migration background,4th Quintile,Part-time,0.48597,101,3915,0.48472,0.48722
2019,No migration background,5th Quintile,Full-time,0.46306,84,3915,0.46151,0.46461
2019,No migration background,5th Quintile,Part-time,0.53694,74,3915,0.53539,0.53849
2019,Direct migration background,1st Quintile,Full-time,0.43065,883,3915,0.42972,0.43158
2019,Direct migration background,1st Quintile,Part-time,0.31208,737,3915,0.31121,0.31295
2019,Direct migration background,1st Quintile,Either,0.12613,173,3915,0.12551,0.12676
2019,Direct migration background,1st Quintile,I'm not sure yet,0.13113,193,3915,0.13050,0.13177
2019,Direct migration background,2nd Quintile,Full-time,0.48623,80,3915,0.48441,0.48806
2019,Direct migration background,2nd Quintile,Part-time,0.51377,103,3915,0.51194,0.51559
2019,Direct migration background,3rd Quintile,Part-time,1.00000,31,3915,1.00000,1.00000
2019,Indirect migration background,1st Quintile,Full-time,0.64174,92,3915,0.64021,0.64328
2019,Indirect migration background,1st Quintile,Part-time,0.35826,57,3915,0.35672,0.35979
2019,Indirect migration background,2nd Quintile,Full-time,1.00000,34,3915,1.00000,1.00000
2020,No migration background,1st Quintile,Full-time,0.34551,198,3736,0.34477,0.34624
2020,No migration background,1st Quintile,Part-time,0.34361,232,3736,0.34287,0.34434
2020,No migration background,1st Quintile,Either,0.21018,127,3736,0.20955,0.21081
2020,No migration background,1st Quintile,I'm not sure yet,0.10071,66,3736,0.10024,0.10117
2020,No migration background,2nd Quintile,Full-time,0.43333,141,3736,0.43234,0.43432
2020,No migration background,2nd Quintile,Part-time,0.31370,106,3736,0.31277,0.31463
2020,No migration background,2nd Quintile,Either,0.12431,50,3736,0.12365,0.12497
2020,No migration background,2nd Quintile,I'm not sure yet,0.12866,45,3736,0.12799,0.12933
2020,No migration background,3rd Quintile,Full-time,0.35838,91,3736,0.35732,0.35943
2020,No migration background,3rd Quintile,Part-time,0.28284,81,3736,0.28185,0.28383
2020,No migration background,3rd Quintile,Either,0.15436,46,3736,0.15356,0.15515
2020,No migration background,3rd Quintile,I'm not sure yet,0.20443,46,3736,0.20354,0.20532
2020,No migration background,4th Quintile,Full-time,0.37244,83,3736,0.37116,0.37371
2020,No migration background,4th Quintile,Part-time,0.48723,90,3736,0.48591,0.48855
2020,No migration background,4th Quintile,Either,0.14034,32,3736,0.13942,0.14125
2020,No migration background,5th Quintile,Full-time,0.37481,85,3736,0.37357,0.37604
2020,No migration background,5th Quintile,Part-time,0.33682,85,3736,0.33561,0.33802
2020,No migration background,5th Quintile,Either,0.13310,32,3736,0.13223,0.13397
2020,No migration background,5th Quintile,I'm not sure yet,0.15528,36,3736,0.15435,0.15620
2020,Direct migration background,1st Quintile,Full-time,0.32790,740,3736,0.32698,0.32881
2020,Direct migration background,1st Quintile,Part-time,0.40501,632,3736,0.40405,0.40597
2020,Direct migration background,1st Quintile,Either,0.15163,156,3736,0.15093,0.15233
2020,Direct migration background,1st Quintile,I'm not sure yet,0.11546,192,3736,0.11484,0.11608
2020,Direct migration background,2nd Quintile,Full-time,0.41015,63,3736,0.40812,0.41218
2020,Direct migration background,2nd Quintile,Part-time,0.25437,62,3736,0.25257,0.25617
2020,Direct migration background,2nd Quintile,I'm not sure yet,0.33548,32,3736,0.33353,0.33743
2020,Indirect migration background,1st Quintile,Full-time,0.44460,58,3736,0.44291,0.44628
2020,Indirect migration background,1st Quintile,Part-time,0.32662,62,3736,0.32502,0.32821
2020,Indirect migration background,1st Quintile,Either,0.22879,32,3736,0.22736,0.23021
2020,Indirect migration background,2nd Quintile,Full-time,1.00000,35,3736,1.00000,1.00000
2021,No migration background,1st Quintile,Full-time,0.35766,136,2362,0.35692,0.35839
2021,No migration background,1st Quintile,Part-time,0.34613,167,2362,0.34539,0.34686
2021,No migration background,1st Quintile,Either,0.22729,111,2362,0.22664,0.22793
2021,No migration background,1st Quintile,I'm not sure yet,0.06893,38,2362,0.06854,0.06932
2021,No migration background,2nd Quintile,Full-time,0.45057,96,2362,0.44959,0.45156
2021,No migration background,2nd Quintile,Part-time,0.38146,92,2362,0.38050,0.38242
2021,No migration background,2nd Quintile,Either,0.16797,33,2362,0.16723,0.16871
2021,No migration background,3rd Quintile,Full-time,0.33844,56,2362,0.33720,0.33968
2021,No migration background,3rd Quintile,Part-time,0.66156,80,2362,0.66032,0.66280
2021,No migration background,4th Quintile,Full-time,0.34645,58,2362,0.34528,0.34762
2021,No migration background,4th Quintile,Part-time,0.43950,65,2362,0.43828,0.44072
2021,No migration background,4th Quintile,Either,0.21406,32,2362,0.21305,0.21506
2021,No migration background,5th Quintile,Full-time,0.40998,62,2362,0.40847,0.41148
2021,No migration background,5th Quintile,Part-time,0.59002,69,2362,0.58852,0.59153
2021,Direct migration background,1st Quintile,Full-time,0.32308,312,2362,0.32217,0.32400
2021,Direct migration background,1st Quintile,Part-time,0.32652,417,2362,0.32561,0.32744
2021,Direct migration background,1st Quintile,Either,0.20222,227,2362,0.20144,0.20301
2021,Direct migration background,1st Quintile,I'm not sure yet,0.14817,106,2362,0.14748,0.14886
2021,Direct migration background,2nd Quintile,Full-time,0.18900,68,2362,0.18753,0.19048
2021,Direct migration background,2nd Quintile,Part-time,0.56986,100,2362,0.56799,0.57172
2021,Direct migration background,2nd Quintile,Either,0.24114,37,2362,0.23953,0.24275
