,Unnamed: 0,year,pgisced97,regtyp,plb0240,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
571,571,2015,Post-secondary Non-tertiary Level,Rural regions,Full-time,0.31885,31,3439,0.20851,0.45764
572,572,2015,Post-secondary Non-tertiary Level,Rural regions,Part-time,0.68115,45,3439,0.4383,1.06016
573,573,2015,Second Stage of Tertiary Education,Urban regions,Full-time,0.39869,157,3439,0.3238,0.48017
574,574,2015,Second Stage of Tertiary Education,Urban regions,Part-time,0.44783,225,3439,0.36042,0.55664
575,575,2015,Second Stage of Tertiary Education,Urban regions,Either,0.15347,77,3439,0.11598,0.19865
576,576,2015,Second Stage of Tertiary Education,Rural regions,Full-time,0.475,45,3439,0.34884,0.65861
577,577,2015,Second Stage of Tertiary Education,Rural regions,Part-time,0.525,66,3439,0.3823,0.69488
578,578,2016,Pre-primary Level,Urban regions,Full-time,0.78793,115,2727,0.61366,0.99176
579,579,2016,Pre-primary Level,Urban regions,I'm not sure yet,0.21207,32,2727,0.1459,0.28625
580,580,2016,Pre-primary Level,Rural regions,Full-time,1.0,51,2727,0.5878,1.42462
581,581,2016,Primary Level,Urban regions,Part-time,1.0,41,2727,0.71407,1.28505
582,582,2016,Lower Secondary Level,Urban regions,Full-time,0.44692,157,2727,0.36691,0.54074
583,583,2016,Lower Secondary Level,Urban regions,Part-time,0.31811,145,2727,0.25409,0.39309
584,584,2016,Lower Secondary Level,Urban regions,Either,0.14239,60,2727,0.11276,0.18136
585,585,2016,Lower Secondary Level,Urban regions,I'm not sure yet,0.09258,33,2727,0.05829,0.12624
586,586,2016,Lower Secondary Level,Rural regions,Full-time,0.66623,67,2727,0.43982,0.95988
587,587,2016,Lower Secondary Level,Rural regions,Part-time,0.33377,58,2727,0.23381,0.44317
588,588,2016,Upper Secondary Level,Urban regions,Full-time,0.4627,327,2727,0.40505,0.53245
589,589,2016,Upper Secondary Level,Urban regions,Part-time,0.33163,318,2727,0.27284,0.38694
590,590,2016,Upper Secondary Level,Urban regions,Either,0.12869,108,2727,0.09955,0.15998
591,591,2016,Upper Secondary Level,Urban regions,I'm not sure yet,0.07698,61,2727,0.05493,0.09665
592,592,2016,Upper Secondary Level,Rural regions,Full-time,0.40664,180,2727,0.33211,0.48102
593,593,2016,Upper Secondary Level,Rural regions,Part-time,0.27898,180,2727,0.23085,0.32699
594,594,2016,Upper Secondary Level,Rural regions,Either,0.20854,101,2727,0.16008,0.27855
595,595,2016,Upper Secondary Level,Rural regions,I'm not sure yet,0.10584,44,2727,0.06103,0.16888
596,596,2016,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.41722,54,2727,0.27343,0.57322
597,597,2016,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.58278,103,2727,0.40908,0.80766
598,598,2016,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,42,2727,0.71717,1.31914
599,599,2016,Second Stage of Tertiary Education,Urban regions,Full-time,0.33201,106,2727,0.25588,0.43991
600,600,2016,Second Stage of Tertiary Education,Urban regions,Part-time,0.48352,201,2727,0.40853,0.56605
601,601,2016,Second Stage of Tertiary Education,Urban regions,Either,0.18446,64,2727,0.12376,0.24796
602,602,2016,Second Stage of Tertiary Education,Rural regions,Full-time,0.51999,35,2727,0.2855,0.82832
603,603,2016,Second Stage of Tertiary Education,Rural regions,Part-time,0.48001,44,2727,0.32745,0.62917
604,604,2017,Pre-primary Level,Urban regions,Full-time,0.77871,133,4393,0.64207,0.97881
605,605,2017,Pre-primary Level,Urban regions,Either,0.22129,32,4393,0.14463,0.31866
606,606,2017,Pre-primary Level,Rural regions,Full-time,1.0,53,4393,0.66398,1.48763
607,607,2017,Primary Level,Urban regions,Full-time,0.2611,185,4393,0.16808,0.34376
608,608,2017,Primary Level,Urban regions,Part-time,0.41974,151,4393,0.27937,0.54626
609,609,2017,Primary Level,Urban regions,Either,0.21753,85,4393,0.11521,0.36707
610,610,2017,Primary Level,Urban regions,I'm not sure yet,0.10162,52,4393,0.03121,0.17089
611,611,2017,Primary Level,Rural regions,Full-time,0.46945,87,4393,0.18511,0.88271
612,612,2017,Primary Level,Rural regions,Part-time,0.2869,51,4393,0.16565,0.44271
613,613,2017,Primary Level,Rural regions,Either,0.24365,45,4393,0.09346,0.41044
614,614,2017,Lower Secondary Level,Urban regions,Full-time,0.38393,274,4393,0.32262,0.45367
615,615,2017,Lower Secondary Level,Urban regions,Part-time,0.35604,215,4393,0.29043,0.42056
616,616,2017,Lower Secondary Level,Urban regions,Either,0.21575,100,4393,0.15724,0.29243
617,617,2017,Lower Secondary Level,Urban regions,I'm not sure yet,0.04428,38,4393,0.02392,0.06554
618,618,2017,Lower Secondary Level,Rural regions,Full-time,0.46397,115,4393,0.30753,0.63756
619,619,2017,Lower Secondary Level,Rural regions,Part-time,0.30011,86,4393,0.21529,0.41071
620,620,2017,Lower Secondary Level,Rural regions,Either,0.23592,48,4393,0.12426,0.42717
621,621,2017,Upper Secondary Level,Urban regions,Full-time,0.43214,452,4393,0.38025,0.50173
622,622,2017,Upper Secondary Level,Urban regions,Part-time,0.35429,383,4393,0.31108,0.40549
623,623,2017,Upper Secondary Level,Urban regions,Either,0.1239,135,4393,0.09697,0.15114
624,624,2017,Upper Secondary Level,Urban regions,I'm not sure yet,0.08967,87,4393,0.06524,0.13196
625,625,2017,Upper Secondary Level,Rural regions,Full-time,0.41773,221,4393,0.34653,0.50154
626,626,2017,Upper Secondary Level,Rural regions,Part-time,0.27627,193,4393,0.22962,0.32532
627,627,2017,Upper Secondary Level,Rural regions,Either,0.22752,103,4393,0.17949,0.2835
628,628,2017,Upper Secondary Level,Rural regions,I'm not sure yet,0.07848,31,4393,0.0463,0.11011
629,629,2017,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.33448,64,4393,0.25271,0.44605
630,630,2017,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.47057,116,4393,0.37505,0.59586
631,631,2017,Post-secondary Non-tertiary Level,Urban regions,Either,0.19495,34,4393,0.10501,0.30996
632,632,2017,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,43,4393,0.76949,1.31281
633,633,2017,Second Stage of Tertiary Education,Urban regions,Full-time,0.33384,246,4393,0.26101,0.42109
634,634,2017,Second Stage of Tertiary Education,Urban regions,Part-time,0.47277,257,4393,0.39063,0.56252
635,635,2017,Second Stage of Tertiary Education,Urban regions,Either,0.12909,75,4393,0.08376,0.18284
636,636,2017,Second Stage of Tertiary Education,Urban regions,I'm not sure yet,0.0643,35,4393,0.03782,0.09512
637,637,2017,Second Stage of Tertiary Education,Rural regions,Full-time,0.45719,89,4393,0.25551,0.72194
638,638,2017,Second Stage of Tertiary Education,Rural regions,Part-time,0.54281,79,4393,0.37196,0.69861
639,639,2018,Pre-primary Level,Urban regions,Full-time,0.79829,123,4816,0.62841,1.0102
640,640,2018,Pre-primary Level,Urban regions,Either,0.20171,33,4816,0.12532,0.28006
641,641,2018,Pre-primary Level,Rural regions,Full-time,1.0,47,4816,0.76493,1.37642
642,642,2018,Primary Level,Urban regions,Full-time,0.29319,322,4816,0.2295,0.36031
643,643,2018,Primary Level,Urban regions,Part-time,0.38001,230,4816,0.2721,0.54897
644,644,2018,Primary Level,Urban regions,Either,0.18682,91,4816,0.10298,0.33269
645,645,2018,Primary Level,Urban regions,I'm not sure yet,0.13997,90,4816,0.05898,0.24612
646,646,2018,Primary Level,Rural regions,Full-time,0.21793,109,4816,0.12905,0.33407
647,647,2018,Primary Level,Rural regions,Part-time,0.65142,92,4816,0.30991,1.15765
648,648,2018,Primary Level,Rural regions,Either,0.13065,53,4816,0.06279,0.24476
649,649,2018,Lower Secondary Level,Urban regions,Full-time,0.43239,310,4816,0.35157,0.51886
650,650,2018,Lower Secondary Level,Urban regions,Part-time,0.29859,216,4816,0.23533,0.37675
651,651,2018,Lower Secondary Level,Urban regions,Either,0.1837,110,4816,0.12829,0.24067
652,652,2018,Lower Secondary Level,Urban regions,I'm not sure yet,0.08533,50,4816,0.04874,0.14057
653,653,2018,Lower Secondary Level,Rural regions,Full-time,0.36632,124,4816,0.27575,0.48623
654,654,2018,Lower Secondary Level,Rural regions,Part-time,0.26637,95,4816,0.2042,0.36809
655,655,2018,Lower Secondary Level,Rural regions,Either,0.294,59,4816,0.18625,0.40128
656,656,2018,Lower Secondary Level,Rural regions,I'm not sure yet,0.07331,34,4816,0.04445,0.11118
657,657,2018,Upper Secondary Level,Urban regions,Full-time,0.40608,453,4816,0.34957,0.46776
658,658,2018,Upper Secondary Level,Urban regions,Part-time,0.34624,379,4816,0.3031,0.3903
659,659,2018,Upper Secondary Level,Urban regions,Either,0.13363,133,4816,0.11316,0.16037
660,660,2018,Upper Secondary Level,Urban regions,I'm not sure yet,0.11405,105,4816,0.08132,0.14591
661,661,2018,Upper Secondary Level,Rural regions,Full-time,0.36443,211,4816,0.29674,0.42968
662,662,2018,Upper Secondary Level,Rural regions,Part-time,0.33379,180,4816,0.28168,0.38581
663,663,2018,Upper Secondary Level,Rural regions,Either,0.19403,99,4816,0.14828,0.24201
664,664,2018,Upper Secondary Level,Rural regions,I'm not sure yet,0.10775,41,4816,0.07538,0.15112
665,665,2018,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.38237,67,4816,0.27176,0.51042
666,666,2018,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.61763,110,4816,0.46025,0.79357
667,667,2018,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,38,4816,0.59533,1.44635
668,668,2018,Second Stage of Tertiary Education,Urban regions,Full-time,0.37872,254,4816,0.29978,0.45312
669,669,2018,Second Stage of Tertiary Education,Urban regions,Part-time,0.42399,273,4816,0.35597,0.4877
670,670,2018,Second Stage of Tertiary Education,Urban regions,Either,0.13605,67,4816,0.10189,0.18113
671,671,2018,Second Stage of Tertiary Education,Urban regions,I'm not sure yet,0.06124,50,4816,0.03335,0.09343
672,672,2018,Second Stage of Tertiary Education,Rural regions,Full-time,0.48037,87,4816,0.26808,0.69125
673,673,2018,Second Stage of Tertiary Education,Rural regions,Part-time,0.51963,81,4816,0.35622,0.68525
674,674,2019,Pre-primary Level,Urban regions,Full-time,0.71969,91,3941,0.5048,0.94565
675,675,2019,Pre-primary Level,Urban regions,I'm not sure yet,0.28031,32,3941,0.19813,0.37262
676,676,2019,Pre-primary Level,Rural regions,Full-time,1.0,38,3941,0.63116,1.47995
677,677,2019,Primary Level,Urban regions,Full-time,0.34168,240,3941,0.21653,0.44523
678,678,2019,Primary Level,Urban regions,Part-time,0.3123,237,3941,0.19044,0.45019
679,679,2019,Primary Level,Urban regions,Either,0.17101,51,3941,0.05155,0.34303
680,680,2019,Primary Level,Urban regions,I'm not sure yet,0.17502,71,3941,0.05891,0.29777
681,681,2019,Primary Level,Rural regions,Full-time,0.53298,96,3941,0.2499,1.0285
682,682,2019,Primary Level,Rural regions,Part-time,0.46702,99,3941,0.29209,0.66086
683,683,2019,Lower Secondary Level,Urban regions,Full-time,0.37749,238,3941,0.28243,0.48028
684,684,2019,Lower Secondary Level,Urban regions,Part-time,0.3901,197,3941,0.28907,0.49117
685,685,2019,Lower Secondary Level,Urban regions,Either,0.15252,78,3941,0.11146,0.2031
686,686,2019,Lower Secondary Level,Urban regions,I'm not sure yet,0.07989,51,3941,0.03603,0.12929
687,687,2019,Lower Secondary Level,Rural regions,Full-time,0.43315,113,3941,0.27064,0.65301
688,688,2019,Lower Secondary Level,Rural regions,Part-time,0.361,94,3941,0.25853,0.50671
689,689,2019,Lower Secondary Level,Rural regions,Either,0.20586,31,3941,0.12095,0.33675
690,690,2019,Upper Secondary Level,Urban regions,Full-time,0.39755,368,3941,0.32834,0.47854
691,691,2019,Upper Secondary Level,Urban regions,Part-time,0.37569,348,3941,0.32016,0.43491
692,692,2019,Upper Secondary Level,Urban regions,Either,0.14874,109,3941,0.11508,0.19182
693,693,2019,Upper Secondary Level,Urban regions,I'm not sure yet,0.07802,71,3941,0.05573,0.10401
694,694,2019,Upper Secondary Level,Rural regions,Full-time,0.37419,158,3941,0.28538,0.4679
695,695,2019,Upper Secondary Level,Rural regions,Part-time,0.35534,161,3941,0.28723,0.43744
696,696,2019,Upper Secondary Level,Rural regions,Either,0.18688,70,3941,0.13718,0.24683
697,697,2019,Upper Secondary Level,Rural regions,I'm not sure yet,0.08358,39,3941,0.05701,0.10671
698,698,2019,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.24584,54,3941,0.17977,0.31967
699,699,2019,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.75416,100,3941,0.56815,1.00446
700,700,2019,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,31,3941,0.66458,1.38119
701,701,2019,Second Stage of Tertiary Education,Urban regions,Full-time,0.36969,191,3941,0.25796,0.50295
702,702,2019,Second Stage of Tertiary Education,Urban regions,Part-time,0.47745,249,3941,0.40091,0.56155
703,703,2019,Second Stage of Tertiary Education,Urban regions,Either,0.10315,49,3941,0.0748,0.13212
704,704,2019,Second Stage of Tertiary Education,Urban regions,I'm not sure yet,0.04972,40,3941,0.02341,0.09452
705,705,2019,Second Stage of Tertiary Education,Rural regions,Full-time,0.36837,61,3941,0.20874,0.53468
706,706,2019,Second Stage of Tertiary Education,Rural regions,Part-time,0.63163,85,3941,0.46693,0.82766
707,707,2020,Pre-primary Level,Urban regions,Full-time,0.75559,104,3964,0.58755,0.91092
708,708,2020,Pre-primary Level,Urban regions,I'm not sure yet,0.24441,39,3964,0.15895,0.3278
709,709,2020,Pre-primary Level,Rural regions,Full-time,1.0,37,3964,0.60465,1.39467
710,710,2020,Primary Level,Urban regions,Full-time,0.33667,213,3964,0.24092,0.44949
711,711,2020,Primary Level,Urban regions,Part-time,0.34083,194,3964,0.18278,0.54836
712,712,2020,Primary Level,Urban regions,Either,0.19584,55,3964,0.08475,0.34932
713,713,2020,Primary Level,Urban regions,I'm not sure yet,0.12666,63,3964,0.05793,0.2139
714,714,2020,Primary Level,Rural regions,Full-time,0.37706,93,3964,0.219,0.57544
715,715,2020,Primary Level,Rural regions,Part-time,0.30208,84,3964,0.17412,0.46554
716,716,2020,Primary Level,Rural regions,I'm not sure yet,0.32085,33,3964,0.11524,0.61286
717,717,2020,Lower Secondary Level,Urban regions,Full-time,0.33137,246,3964,0.25734,0.41304
718,718,2020,Lower Secondary Level,Urban regions,Part-time,0.32033,182,3964,0.22739,0.41143
719,719,2020,Lower Secondary Level,Urban regions,Either,0.16541,99,3964,0.12095,0.22375
720,720,2020,Lower Secondary Level,Urban regions,I'm not sure yet,0.1829,70,3964,0.12687,0.25019
721,721,2020,Lower Secondary Level,Rural regions,Full-time,0.42893,100,3964,0.2971,0.61133
722,722,2020,Lower Secondary Level,Rural regions,Part-time,0.30407,80,3964,0.19585,0.42485
723,723,2020,Lower Secondary Level,Rural regions,Either,0.267,46,3964,0.17118,0.38141
724,724,2020,Upper Secondary Level,Urban regions,Full-time,0.35563,354,3964,0.29045,0.40949
725,725,2020,Upper Secondary Level,Urban regions,Part-time,0.35064,347,3964,0.30428,0.41206
726,726,2020,Upper Secondary Level,Urban regions,Either,0.15232,148,3964,0.12322,0.19051
727,727,2020,Upper Secondary Level,Urban regions,I'm not sure yet,0.14141,105,3964,0.10713,0.18414
728,728,2020,Upper Secondary Level,Rural regions,Full-time,0.37411,158,3964,0.28327,0.50142
729,729,2020,Upper Secondary Level,Rural regions,Part-time,0.27369,144,3964,0.22086,0.34612
730,730,2020,Upper Secondary Level,Rural regions,Either,0.16479,63,3964,0.11917,0.22191
731,731,2020,Upper Secondary Level,Rural regions,I'm not sure yet,0.18741,60,3964,0.13699,0.23276
732,732,2020,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.32533,70,3964,0.22723,0.44712
733,733,2020,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.67467,77,3964,0.45498,0.91343
734,734,2020,Post-secondary Non-tertiary Level,Rural regions,Part-time,1.0,33,3964,0.63635,1.46579
735,735,2020,Second Stage of Tertiary Education,Urban regions,Full-time,0.33881,212,3964,0.24536,0.48333
736,736,2020,Second Stage of Tertiary Education,Urban regions,Part-time,0.46493,225,3964,0.35504,0.58879
737,737,2020,Second Stage of Tertiary Education,Urban regions,Either,0.12694,50,3964,0.09444,0.16791
738,738,2020,Second Stage of Tertiary Education,Urban regions,I'm not sure yet,0.06932,48,3964,0.04517,0.09892
739,739,2020,Second Stage of Tertiary Education,Rural regions,Full-time,0.3082,61,3964,0.16686,0.48504
740,740,2020,Second Stage of Tertiary Education,Rural regions,Part-time,0.6918,71,3964,0.38349,1.11625
741,741,2021,Pre-primary Level,Urban regions,Full-time,1.0,43,2410,0.61955,1.48566
742,742,2021,Primary Level,Urban regions,Full-time,0.25905,90,2410,0.15481,0.39194
743,743,2021,Primary Level,Urban regions,Part-time,0.43462,147,2410,0.22403,0.8027
744,744,2021,Primary Level,Urban regions,Either,0.23518,59,2410,0.12212,0.37456
745,745,2021,Primary Level,Urban regions,I'm not sure yet,0.07115,43,2410,0.02732,0.13337
746,746,2021,Primary Level,Rural regions,Full-time,0.61519,36,2410,0.36723,0.90504
747,747,2021,Primary Level,Rural regions,Part-time,0.38481,41,2410,0.24309,0.53867
748,748,2021,Lower Secondary Level,Urban regions,Full-time,0.22993,109,2410,0.15619,0.32102
749,749,2021,Lower Secondary Level,Urban regions,Part-time,0.39862,127,2410,0.26996,0.57272
750,750,2021,Lower Secondary Level,Urban regions,Either,0.19533,77,2410,0.10967,0.3105
751,751,2021,Lower Secondary Level,Urban regions,I'm not sure yet,0.17612,39,2410,0.08646,0.27923
752,752,2021,Lower Secondary Level,Rural regions,Full-time,0.44209,43,2410,0.30979,0.61773
753,753,2021,Lower Secondary Level,Rural regions,Part-time,0.55791,61,2410,0.33293,0.81741
754,754,2021,Upper Secondary Level,Urban regions,Full-time,0.34158,217,2410,0.26961,0.43647
755,755,2021,Upper Secondary Level,Urban regions,Part-time,0.38889,275,2410,0.31646,0.46326
756,756,2021,Upper Secondary Level,Urban regions,Either,0.16376,131,2410,0.11956,0.21134
757,757,2021,Upper Secondary Level,Urban regions,I'm not sure yet,0.10577,69,2410,0.06586,0.15217
758,758,2021,Upper Secondary Level,Rural regions,Full-time,0.39866,91,2410,0.28012,0.51797
759,759,2021,Upper Secondary Level,Rural regions,Part-time,0.419,101,2410,0.3137,0.53229
760,760,2021,Upper Secondary Level,Rural regions,Either,0.18234,60,2410,0.12493,0.23917
761,761,2021,Post-secondary Non-tertiary Level,Urban regions,Full-time,0.48599,38,2410,0.28178,0.74825
762,762,2021,Post-secondary Non-tertiary Level,Urban regions,Part-time,0.51401,55,2410,0.35674,0.66069
763,763,2021,Second Stage of Tertiary Education,Urban regions,Full-time,0.34151,124,2410,0.23955,0.45427
764,764,2021,Second Stage of Tertiary Education,Urban regions,Part-time,0.48327,175,2410,0.37858,0.57889
765,765,2021,Second Stage of Tertiary Education,Urban regions,Either,0.17522,73,2410,0.11094,0.24141
766,766,2021,Second Stage of Tertiary Education,Rural regions,Full-time,0.30657,33,2410,0.2032,0.41374
767,767,2021,Second Stage of Tertiary Education,Rural regions,Part-time,0.69343,53,2410,0.41399,1.01491
