year,bula_h,pgisced97,plh0034,proportion,n,proportion_lower_confidence,proportion_upper_confidence
2012,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Very concerned,0.5,40229,0.49511396631068155,0.5048860336893184
2012,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Somewhat concerned,0.43103448275862066,40229,0.4261951505825198,0.43587381493472155
2012,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Not concerned at all,0.06896551724137931,40229,0.0664893194334734,0.07144171504928522
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Very concerned,0.47580645161290325,40229,0.4709261411380439,0.4806867620877626
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Somewhat concerned,0.45161290322580644,40229,0.4467498028068737,0.45647600364473917
2012,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not concerned at all,0.07258064516129033,40229,0.07004531255090776,0.07511597777167289
2012,Saxony,Pre-primary Level,Somewhat concerned,0.4444444444444444,40229,0.43958866512459105,0.4493002237642978
2012,Saxony,Pre-primary Level,Very concerned,0.3333333333333333,40229,0.3287267365935693,0.3379399300730973
2012,Saxony,Pre-primary Level,Not concerned at all,0.2222222222222222,40229,0.21815958576763006,0.22628485867681436
2012,Saxony,Primary Level,Not concerned at all,0.6666666666666666,40229,0.6620600699269027,0.6712732634064306
2012,Saxony,Primary Level,Very concerned,0.3333333333333333,40229,0.3287267365935693,0.3379399300730973
2012,Saxony,Lower Secondary Level,Not concerned at all,0.410958904109589,40229,0.4061509706579085,0.41576683756126953
2012,Saxony,Lower Secondary Level,Somewhat concerned,0.3561643835616438,40229,0.3514848863199965,0.3608438808032911
2012,Saxony,Lower Secondary Level,Very concerned,0.2328767123287671,40229,0.2287464078633722,0.23700701679416203
2012,Saxony,Upper Secondary Level,Somewhat concerned,0.41698352344740175,40229,0.4121653069046142,0.4218017399901893
2012,Saxony,Upper Secondary Level,Very concerned,0.36628643852978454,40229,0.36157836352384304,0.37099451353572604
2012,Saxony,Upper Secondary Level,Not concerned at all,0.21673003802281368,40229,0.21270377871043267,0.2207562973351947
2012,Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.5873015873015873,40229,0.5824906085437073,0.5921125660594674
2012,Saxony,Post-secondary Non-tertiary Level,Very concerned,0.23809523809523808,40229,0.23393314153536376,0.2422573346551124
2012,Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.1746031746031746,40229,0.17089343080276523,0.17831291840358396
2012,Saxony,First Stage of Tertiary Education,Very concerned,0.5081967213114754,40229,0.5033113442147407,0.5130820984082102
2012,Saxony,First Stage of Tertiary Education,Somewhat concerned,0.4098360655737705,40229,0.4050301307973917,0.4146420003501493
2012,Saxony,First Stage of Tertiary Education,Not concerned at all,0.08196721311475409,40229,0.07928659076973668,0.0846478354597715
2012,Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.4540540540540541,40229,0.4491886932251804,0.45891941488292776
2012,Saxony,Second Stage of Tertiary Education,Very concerned,0.41621621621621624,40229,0.41139926814220606,0.4210331642902264
2012,Saxony,Second Stage of Tertiary Education,Not concerned at all,0.12972972972972974,40229,0.12644625798615478,0.1330132014733047
2012,Saxony-Anhalt,Pre-primary Level,Not concerned at all,0.5,40229,0.49511396631068155,0.5048860336893184
2012,Saxony-Anhalt,Pre-primary Level,Somewhat concerned,0.5,40229,0.49511396631068155,0.5048860336893184
2012,Saxony-Anhalt,Primary Level,Somewhat concerned,0.4166666666666667,40229,0.41184897247851326,0.4214843608548201
2012,Saxony-Anhalt,Primary Level,Not concerned at all,0.4166666666666667,40229,0.41184897247851326,0.4214843608548201
2012,Saxony-Anhalt,Primary Level,Very concerned,0.16666666666666666,40229,0.16302483217677663,0.17030850115655669
2012,Saxony-Anhalt,Lower Secondary Level,Somewhat concerned,0.39215686274509803,40229,0.38738583303024277,0.3969278924599533
2012,Saxony-Anhalt,Lower Secondary Level,Not concerned at all,0.35294117647058826,40229,0.348271255842545,0.35761109709863154
2012,Saxony-Anhalt,Lower Secondary Level,Very concerned,0.2549019607843137,40229,0.2506432342741527,0.2591606872944747
2012,Saxony-Anhalt,Upper Secondary Level,Very concerned,0.41134751773049644,40229,0.40653889856445563,0.41615613689653724
2012,Saxony-Anhalt,Upper Secondary Level,Somewhat concerned,0.3971631205673759,40229,0.3923815472813847,0.4019446938533671
2012,Saxony-Anhalt,Upper Secondary Level,Not concerned at all,0.19148936170212766,40229,0.1876443147455218,0.19533440865873353
2012,Saxony-Anhalt,Post-secondary Non-tertiary Level,Very concerned,0.4838709677419355,40229,0.4789874768754223,0.4887544586084487
2012,Saxony-Anhalt,Post-secondary Non-tertiary Level,Somewhat concerned,0.41935483870967744,40229,0.41453277784659875,0.4241768995727561
2012,Saxony-Anhalt,Post-secondary Non-tertiary Level,Not concerned at all,0.0967741935483871,40229,0.09388508138975406,0.09966330570702013
2012,Saxony-Anhalt,First Stage of Tertiary Education,Very concerned,0.5555555555555556,40229,0.5506997762357022,0.560411334875409
2012,Saxony-Anhalt,First Stage of Tertiary Education,Somewhat concerned,0.375,40229,0.37026911822306535,0.37973088177693465
2012,Saxony-Anhalt,First Stage of Tertiary Education,Not concerned at all,0.06944444444444445,40229,0.06696030277473428,0.07192858611415462
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Very concerned,0.5,40229,0.49511396631068155,0.5048860336893184
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Somewhat concerned,0.419811320754717,40229,0.4149885329850219,0.4246341085244121
2012,Saxony-Anhalt,Second Stage of Tertiary Education,Not concerned at all,0.08018867924528301,40229,0.07753473155730765,0.08284262693325838
2012,Thuringa,Pre-primary Level,Somewhat concerned,1.0,40229,1.0,1.0
2012,Thuringa,Primary Level,Somewhat concerned,0.42857142857142855,40229,0.42373550937291843,0.43340734776993867
2012,Thuringa,Primary Level,Not concerned at all,0.2857142857142857,40229,0.2812997156621252,0.2901288557664462
2012,Thuringa,Primary Level,Very concerned,0.2857142857142857,40229,0.2812997156621252,0.2901288557664462
2012,Thuringa,Lower Secondary Level,Somewhat concerned,0.38636363636363635,40229,0.38160546456022043,0.3911218081670523
2012,Thuringa,Lower Secondary Level,Not concerned at all,0.36363636363636365,40229,0.3589355527129382,0.3683371745597891
2012,Thuringa,Lower Secondary Level,Very concerned,0.25,40229,0.24576857070130365,0.25423142929869635
2012,Thuringa,Upper Secondary Level,Somewhat concerned,0.45179584120982985,40229,0.44693256730521974,0.45665911511443996
2012,Thuringa,Upper Secondary Level,Very concerned,0.3534971644612476,40229,0.3488255753548406,0.35816875356765465
2012,Thuringa,Upper Secondary Level,Not concerned at all,0.1947069943289225,40229,0.1908375001946704,0.19857648846317458
2012,Thuringa,Post-secondary Non-tertiary Level,Somewhat concerned,0.6,40229,0.5952126842380485,0.6047873157619514
2012,Thuringa,Post-secondary Non-tertiary Level,Very concerned,0.23333333333333334,40229,0.22920021217785563,0.23746645448881104
2012,Thuringa,Post-secondary Non-tertiary Level,Not concerned at all,0.16666666666666666,40229,0.16302483217677663,0.17030850115655669
2012,Thuringa,First Stage of Tertiary Education,Somewhat concerned,0.5081967213114754,40229,0.5033113442147407,0.5130820984082102
2012,Thuringa,First Stage of Tertiary Education,Very concerned,0.3442622950819672,40229,0.33961932098449266,0.34890526917944176
2012,Thuringa,First Stage of Tertiary Education,Not concerned at all,0.14754098360655737,40229,0.14407537475400353,0.15100659245911122
2012,Thuringa,Second Stage of Tertiary Education,Somewhat concerned,0.5056818181818182,40229,0.5007960999749014,0.5105675363887351
2012,Thuringa,Second Stage of Tertiary Education,Very concerned,0.4090909090909091,40229,0.40428631499986856,0.4138955031819497
2012,Thuringa,Second Stage of Tertiary Education,Not concerned at all,0.08522727272727272,40229,0.08249871998812112,0.08795582546642432
2013,Schleswig-Holstein,Pre-primary Level,Somewhat concerned,0.6,44486,0.5954474993816429,0.6045525006183571
2013,Schleswig-Holstein,Pre-primary Level,Not concerned at all,0.4,44486,0.39544749938164286,0.4045525006183572
2013,Schleswig-Holstein,Primary Level,Somewhat concerned,0.6666666666666666,44486,0.6622860209041759,0.6710473124291574
2013,Schleswig-Holstein,Primary Level,Not concerned at all,0.3333333333333333,44486,0.3289526875708426,0.337713979095824
2013,Schleswig-Holstein,Lower Secondary Level,Somewhat concerned,0.4482758620689655,44486,0.44365441416032875,0.4528973099776023
2013,Schleswig-Holstein,Lower Secondary Level,Not concerned at all,0.3103448275862069,44486,0.3060456771004648,0.314643978071949
2013,Schleswig-Holstein,Lower Secondary Level,Very concerned,0.2413793103448276,44486,0.2374027575283135,0.2453558631613417
2013,Schleswig-Holstein,Upper Secondary Level,Somewhat concerned,0.5075075075075075,44486,0.5028616548144413,0.5121533602005737
2013,Schleswig-Holstein,Upper Secondary Level,Very concerned,0.34534534534534533,44486,0.34092682024869103,0.34976387044199964
2013,Schleswig-Holstein,Upper Secondary Level,Not concerned at all,0.14714714714714713,44486,0.14385516577451968,0.1504391285197746
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Very concerned,0.4146341463414634,44486,0.41005599002190823,0.41921230266101855
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Somewhat concerned,0.3902439024390244,44486,0.3857108522078537,0.3947769526701951
2013,Schleswig-Holstein,Post-secondary Non-tertiary Level,Not concerned at all,0.1951219512195122,44486,0.19143928380269476,0.19880461863632964
2013,Schleswig-Holstein,First Stage of Tertiary Education,Somewhat concerned,0.5277777777777778,44486,0.5231385771661324,0.5324169783894231
2013,Schleswig-Holstein,First Stage of Tertiary Education,Very concerned,0.4166666666666667,44486,0.41208527766681435,0.421248055666519
2013,Schleswig-Holstein,First Stage of Tertiary Education,Not concerned at all,0.05555555555555555,44486,0.05342694432976878,0.057684166781342326
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Somewhat concerned,0.59375,44486,0.5891860288453831,0.5983139711546169
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Very concerned,0.34375,44486,0.3393363244572669,0.3481636755427331
2013,Schleswig-Holstein,Second Stage of Tertiary Education,Not concerned at all,0.0625,44486,0.06025058265572914,0.06474941734427085
2013,Hamburg,Pre-primary Level,Somewhat concerned,0.42857142857142855,44486,0.42397270848771956,0.43317014865513753
2013,Hamburg,Pre-primary Level,Not concerned at all,0.42857142857142855,44486,0.42397270848771956,0.43317014865513753
2013,Hamburg,Pre-primary Level,Very concerned,0.14285714285714285,44486,0.13960535670117347,0.14610892901311223
2013,Hamburg,Primary Level,Not concerned at all,0.3333333333333333,44486,0.3289526875708426,0.337713979095824
2013,Hamburg,Primary Level,Somewhat concerned,0.3333333333333333,44486,0.3289526875708426,0.337713979095824
2013,Hamburg,Primary Level,Very concerned,0.3333333333333333,44486,0.3289526875708426,0.337713979095824
2013,Hamburg,Lower Secondary Level,Somewhat concerned,0.5909090909090909,44486,0.5863401594539615,0.5954780223642204
2013,Hamburg,Lower Secondary Level,Not concerned at all,0.3181818181818182,44486,0.3138535280816465,0.32251010828198984
2013,Hamburg,Lower Secondary Level,Very concerned,0.09090909090909091,44486,0.08823761226083392,0.0935805695573479
2013,Hamburg,Upper Secondary Level,Somewhat concerned,0.4765625,44486,0.47192123098187716,0.48120376901812284
2013,Hamburg,Upper Secondary Level,Very concerned,0.2890625,44486,0.28484984415041326,0.29327515584958674
2013,Hamburg,Upper Secondary Level,Not concerned at all,0.234375,44486,0.23043851964752599,0.23831148035247401
2013,Hamburg,Post-secondary Non-tertiary Level,Somewhat concerned,0.6666666666666666,44486,0.6622860209041759,0.6710473124291574
2013,Hamburg,Post-secondary Non-tertiary Level,Very concerned,0.20833333333333334,44486,0.20455939366109524,0.21210727300557145
2013,Hamburg,Post-secondary Non-tertiary Level,Not concerned at all,0.125,44486,0.12192671082948812,0.1280732891705119
2013,Hamburg,First Stage of Tertiary Education,Somewhat concerned,0.6111111111111112,44486,0.6065809124218443,0.615641309800378
2013,Hamburg,First Stage of Tertiary Education,Very concerned,0.2777777777777778,44486,0.2736155239073973,0.2819400316481583
2013,Hamburg,First Stage of Tertiary Education,Not concerned at all,0.1111111111111111,44486,0.10819068060278396,0.11403154161943825
2013,Hamburg,Second Stage of Tertiary Education,Somewhat concerned,0.59,44486,0.5854295145914218,0.5945704854085782
2013,Hamburg,Second Stage of Tertiary Education,Very concerned,0.22,44486,0.21615051143081299,0.22384948856918702
2013,Hamburg,Second Stage of Tertiary Education,Not concerned at all,0.19,44486,0.1863544445991535,0.1936455554008465
2013,Lower Saxony,Pre-primary Level,Somewhat concerned,0.42424242424242425,44486,0.41964969047324213,0.4288351580116064
2013,Lower Saxony,Pre-primary Level,Not concerned at all,0.42424242424242425,44486,0.41964969047324213,0.4288351580116064
2013,Lower Saxony,Pre-primary Level,Very concerned,0.15151515151515152,44486,0.14818323224253163,0.1548470707877714
2013,Lower Saxony,Primary Level,Not concerned at all,0.4444444444444444,44486,0.43982683836716585,0.449062050521723
2013,Lower Saxony,Primary Level,Somewhat concerned,0.3333333333333333,44486,0.3289526875708426,0.337713979095824
2013,Lower Saxony,Primary Level,Very concerned,0.2222222222222222,44486,0.21835885579908243,0.226085588645362
2013,Lower Saxony,Lower Secondary Level,Somewhat concerned,0.4803921568627451,44486,0.4757493545120833,0.48503495921340695
2013,Lower Saxony,Lower Secondary Level,Very concerned,0.30392156862745096,44486,0.2996473745114272,0.3081957627434747
2013,Lower Saxony,Lower Secondary Level,Not concerned at all,0.21568627450980393,44486,0.21186418763024092,0.21950836138936694
2013,Lower Saxony,Upper Secondary Level,Somewhat concerned,0.5231431646932185,44486,0.5185017681298947,0.5277845612565424
2013,Lower Saxony,Upper Secondary Level,Very concerned,0.31216361679224974,44486,0.3078575763277563,0.3164696572567432
2013,Lower Saxony,Upper Secondary Level,Not concerned at all,0.16469321851453175,44486,0.16124650446335356,0.16813993256570994
2013,Lower Saxony,Post-secondary Non-tertiary Level,Somewhat concerned,0.5425531914893617,44486,0.5379236726597547,0.5471827103189686
2013,Lower Saxony,Post-secondary Non-tertiary Level,Very concerned,0.2872340425531915,44486,0.28302933473473774,0.2914387503716453
2013,Lower Saxony,Post-secondary Non-tertiary Level,Not concerned at all,0.1702127659574468,44486,0.16672036714658123,0.17370516476831238
2013,Lower Saxony,First Stage of Tertiary Education,Somewhat concerned,0.5841584158415841,44486,0.5795783294510006,0.5887385022321676
2013,Lower Saxony,First Stage of Tertiary Education,Very concerned,0.26732673267326734,44486,0.26321409205240065,0.27143937329413403
2013,Lower Saxony,First Stage of Tertiary Education,Not concerned at all,0.1485148514851485,44486,0.14521025928112172,0.1518194436891753
2013,Lower Saxony,Second Stage of Tertiary Education,Somewhat concerned,0.5279329608938548,44486,0.523293840746426,0.5325720810412835
2013,Lower Saxony,Second Stage of Tertiary Education,Very concerned,0.30726256983240224,44486,0.30297527304070765,0.31154986662409684
2013,Lower Saxony,Second Stage of Tertiary Education,Not concerned at all,0.164804469273743,44486,0.16135682089763154,0.16825211764985448
2013,Bremen,Pre-primary Level,Somewhat concerned,1.0,44486,1.0,1.0
2013,Bremen,Primary Level,Not concerned at all,1.0,44486,1.0,1.0
2013,Bremen,Lower Secondary Level,Somewhat concerned,0.6666666666666666,44486,0.6622860209041759,0.6710473124291574
2013,Bremen,Lower Secondary Level,Not concerned at all,0.2222222222222222,44486,0.21835885579908243,0.226085588645362
2013,Bremen,Lower Secondary Level,Very concerned,0.1111111111111111,44486,0.10819068060278396,0.11403154161943825
2013,Bremen,Upper Secondary Level,Somewhat concerned,0.46296296296296297,44486,0.45832935127069996,0.46759657465522597
2013,Bremen,Upper Secondary Level,Very concerned,0.2962962962962963,44486,0.2920530091438192,0.30053958344877335
2013,Bremen,Upper Secondary Level,Not concerned at all,0.24074074074074073,44486,0.23676778033167156,0.2447137011498099
2013,Bremen,Post-secondary Non-tertiary Level,Very concerned,0.6,44486,0.5954474993816429,0.6045525006183571
2013,Bremen,Post-secondary Non-tertiary Level,Somewhat concerned,0.4,44486,0.39544749938164286,0.4045525006183572
2013,Bremen,First Stage of Tertiary Education,Somewhat concerned,0.6666666666666666,44486,0.6622860209041759,0.6710473124291574
2013,Bremen,First Stage of Tertiary Education,Not concerned at all,0.3333333333333333,44486,0.3289526875708426,0.337713979095824
2013,Bremen,Second Stage of Tertiary Education,Somewhat concerned,0.48717948717948717,44486,0.48253463835211724,0.4918243360068571
2013,Bremen,Second Stage of Tertiary Education,Very concerned,0.28205128205128205,44486,0.27786956018426645,0.28623300391829765
2013,Bremen,Second Stage of Tertiary Education,Not concerned at all,0.23076923076923078,44486,0.22685396121143986,0.2346845003270217
2013,North Rhine-Westphalia,Pre-primary Level,Somewhat concerned,0.5783132530120482,44486,0.5737242225443963,0.5829022834797001
2013,North Rhine-Westphalia,Pre-primary Level,Not concerned at all,0.30120481927710846,44486,0.2969414760133697,0.30546816254084724
2013,North Rhine-Westphalia,Pre-primary Level,Very concerned,0.12048192771084337,44486,0.11745691133326892,0.12350694408841782
2013,North Rhine-Westphalia,Primary Level,Somewhat concerned,0.4888888888888889,44486,0.4842436597970637,0.49353411798071406
2013,North Rhine-Westphalia,Primary Level,Very concerned,0.26666666666666666,44486,0.26255725668214863,0.2707760766511847
2013,North Rhine-Westphalia,Primary Level,Not concerned at all,0.24444444444444444,44486,0.2404508157884575,0.24843807310043137
2013,North Rhine-Westphalia,Lower Secondary Level,Somewhat concerned,0.4838709677419355,44486,0.4792270093537634,0.4885149261301076
2013,North Rhine-Westphalia,Lower Secondary Level,Very concerned,0.2803970223325062,44486,0.27622278087417945,0.2845712637908329
2013,North Rhine-Westphalia,Lower Secondary Level,Not concerned at all,0.23573200992555832,44486,0.231787650276043,0.23967636957507363
2013,North Rhine-Westphalia,Upper Secondary Level,Somewhat concerned,0.5099415204678363,44486,0.5052960625100373,0.5145869784256352
2013,North Rhine-Westphalia,Upper Secondary Level,Very concerned,0.34327485380116957,44486,0.338862633272149,0.34768707433019014
2013,North Rhine-Westphalia,Upper Secondary Level,Not concerned at all,0.14678362573099416,44486,0.14349501258215744,0.15007223887983087
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Somewhat concerned,0.5791245791245792,44486,0.5745367506425796,0.5837124076065787
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Very concerned,0.28619528619528617,44486,0.2819951310118405,0.29039544137873186
2013,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not concerned at all,0.13468013468013468,44486,0.13150775981260457,0.1378525095476648
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Somewhat concerned,0.5127118644067796,44486,0.5080669897924203,0.517356739021139
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Very concerned,0.3347457627118644,44486,0.3303604985325389,0.3391310268911899
2013,North Rhine-Westphalia,First Stage of Tertiary Education,Not concerned at all,0.15254237288135594,44486,0.149201202384541,0.1558835433781709
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Somewhat concerned,0.5376344086021505,44486,0.5330012125885575,0.5422676046157435
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Very concerned,0.34647550776583036,44486,0.34205358048040485,0.35089743505125587
2013,North Rhine-Westphalia,Second Stage of Tertiary Education,Not concerned at all,0.11589008363201912,44486,0.11291553782292903,0.11886462944110922
2013,Hesse,Pre-primary Level,Somewhat concerned,0.5294117647058824,44486,0.5247734338985393,0.5340500955132255
2013,Hesse,Pre-primary Level,Not concerned at all,0.35294117647058826,44486,0.3485003128208966,0.3573820401202799
2013,Hesse,Pre-primary Level,Very concerned,0.11764705882352941,44486,0.1146530291616893,0.12064108848536952
2013,Hesse,Primary Level,Somewhat concerned,0.47368421052631576,44486,0.4690442739267115,0.47832414712592003
2013,Hesse,Primary Level,Not concerned at all,0.2631578947368421,44486,0.2590658552896222,0.26724993418406195
2013,Hesse,Primary Level,Very concerned,0.2631578947368421,44486,0.2590658552896222,0.26724993418406195
2013,Hesse,Lower Secondary Level,Somewhat concerned,0.5808823529411765,44486,0.576297172219959,0.585467533662394
2013,Hesse,Lower Secondary Level,Very concerned,0.22058823529411764,44486,0.21673505754043637,0.2244414130477989
2013,Hesse,Lower Secondary Level,Not concerned at all,0.19852941176470587,44486,0.19482259929531362,0.20223622423409812
2013,Hesse,Upper Secondary Level,Somewhat concerned,0.5175438596491229,44486,0.5129003442317096,0.5221873750665361
2013,Hesse,Upper Secondary Level,Very concerned,0.3298245614035088,44486,0.32545558053449614,0.33419354227252146
2013,Hesse,Upper Secondary Level,Not concerned at all,0.15263157894736842,44486,0.14928960755002205,0.1559735503447148
2013,Hesse,Post-secondary Non-tertiary Level,Somewhat concerned,0.5,44486,0.49535362351305007,0.50464637648695
2013,Hesse,Post-secondary Non-tertiary Level,Very concerned,0.37,44486,0.36551341882932137,0.3744865811706786
2013,Hesse,Post-secondary Non-tertiary Level,Not concerned at all,0.13,44486,0.12687481525969793,0.13312518474030208
2013,Hesse,First Stage of Tertiary Education,Somewhat concerned,0.5970149253731343,44486,0.5924568503655568,0.6015730003807117
2013,Hesse,First Stage of Tertiary Education,Very concerned,0.31343283582089554,44486,0.3091220330523158,0.3177436385894753
2013,Hesse,First Stage of Tertiary Education,Not concerned at all,0.08955223880597014,44486,0.08689879354633666,0.09220568406560363
2013,Hesse,Second Stage of Tertiary Education,Somewhat concerned,0.5694444444444444,44486,0.5648431007752222,0.5740457881136667
2013,Hesse,Second Stage of Tertiary Education,Very concerned,0.2833333333333333,44486,0.27914586215676257,0.2875208045099041
2013,Hesse,Second Stage of Tertiary Education,Not concerned at all,0.14722222222222223,44486,0.14392954609921108,0.15051489834523338
2013,"Rhineland-Palatinate, Saarland",Pre-primary Level,Somewhat concerned,0.5384615384615384,44486,0.533828929046292,0.5430941478767849
2013,"Rhineland-Palatinate, Saarland",Pre-primary Level,Not concerned at all,0.3076923076923077,44486,0.303403344781277,0.3119812706033384
2013,"Rhineland-Palatinate, Saarland",Pre-primary Level,Very concerned,0.15384615384615385,44486,0.15049331730762108,0.15719899038468663
2013,"Rhineland-Palatinate, Saarland",Primary Level,Very concerned,0.42857142857142855,44486,0.42397270848771956,0.43317014865513753
2013,"Rhineland-Palatinate, Saarland",Primary Level,Somewhat concerned,0.35714285714285715,44486,0.35269016556833854,0.36159554871737576
2013,"Rhineland-Palatinate, Saarland",Primary Level,Not concerned at all,0.21428571428571427,44486,0.21047265702733067,0.21809877154409787
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Somewhat concerned,0.55,44486,0.5453769137674173,0.5546230862325828
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not concerned at all,0.2375,44486,0.23354545862667206,0.24145454137332792
2013,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Very concerned,0.2125,44486,0.2086985512395738,0.2163014487604262
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Somewhat concerned,0.5656934306569343,44486,0.5610873328083499,0.5702995285055188
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Very concerned,0.2718978102189781,44486,0.26776311581618273,0.2760325046217734
2013,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not concerned at all,0.1624087591240876,44486,0.1589813560635159,0.16583616218465927
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Somewhat concerned,0.6379310344827587,44486,0.633464950264427,0.6423971187010904
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Not concerned at all,0.1896551724137931,44486,0.1860121514484532,0.19329819337913298
2013,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Very concerned,0.1724137931034483,44486,0.1689035514309461,0.17592403477595048
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Somewhat concerned,0.5194805194805194,44486,0.514837670845631,0.5241233681154078
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Very concerned,0.38961038961038963,44486,0.3850786679893009,0.39414211123147835
2013,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not concerned at all,0.09090909090909091,44486,0.08823761226083392,0.0935805695573479
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Somewhat concerned,0.5979381443298969,44486,0.5933817745931375,0.6024945140666563
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Very concerned,0.27319587628865977,44486,0.2690550200426106,0.2773367325347089
2013,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not concerned at all,0.12886597938144329,44486,0.12575242812730156,0.131979530635585
2013,Baden-Wuerttemberg,Pre-primary Level,Not concerned at all,0.6,44486,0.5954474993816429,0.6045525006183571
2013,Baden-Wuerttemberg,Pre-primary Level,Somewhat concerned,0.4,44486,0.39544749938164286,0.4045525006183572
2013,Baden-Wuerttemberg,Primary Level,Somewhat concerned,0.4583333333333333,44486,0.45370311820486975,0.4629635484617969
2013,Baden-Wuerttemberg,Primary Level,Very concerned,0.2916666666666667,44486,0.2874428347106376,0.2958904986226958
2013,Baden-Wuerttemberg,Primary Level,Not concerned at all,0.25,44486,0.24597611992675464,0.25402388007324533
2013,Baden-Wuerttemberg,Lower Secondary Level,Somewhat concerned,0.5210727969348659,44486,0.516430548847632,0.5257150450220998
2013,Baden-Wuerttemberg,Lower Secondary Level,Very concerned,0.2567049808429119,44486,0.2526457649376796,0.26076419674814416
2013,Baden-Wuerttemberg,Lower Secondary Level,Not concerned at all,0.2222222222222222,44486,0.21835885579908243,0.226085588645362
2013,Baden-Wuerttemberg,Upper Secondary Level,Somewhat concerned,0.5263681592039801,44486,0.5217282482791481,0.531008070128812
2013,Baden-Wuerttemberg,Upper Secondary Level,Very concerned,0.31144278606965176,44486,0.30713946701190153,0.315746105127402
2013,Baden-Wuerttemberg,Upper Secondary Level,Not concerned at all,0.16218905472636816,44486,0.15876352154394294,0.16561458790879338
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Somewhat concerned,0.5230769230769231,44486,0.5184354980316002,0.527718348122246
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Very concerned,0.3384615384615385,44486,0.334064334564846,0.34285874235823094
2013,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not concerned at all,0.13846153846153847,44486,0.13525197251000695,0.14167110441307
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Somewhat concerned,0.5031055900621118,44486,0.49845930320174453,0.507751876922479
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Very concerned,0.39751552795031053,44486,0.392967801111694,0.40206325478892707
2013,Baden-Wuerttemberg,First Stage of Tertiary Education,Not concerned at all,0.09937888198757763,44486,0.09659876860043307,0.1021589953747222
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Somewhat concerned,0.5452631578947369,44486,0.5406358591335826,0.5498904566558912
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Very concerned,0.3178947368421053,44486,0.3135674890827014,0.3222219846015092
2013,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not concerned at all,0.1368421052631579,44486,0.13364836649855838,0.14003584402775743
2013,Bavaria,Pre-primary Level,Not concerned at all,0.53125,44486,0.5266127073467375,0.5358872926532625
2013,Bavaria,Pre-primary Level,Somewhat concerned,0.375,44486,0.37050116531145827,0.37949883468854173
2013,Bavaria,Pre-primary Level,Very concerned,0.09375,44486,0.09104134283017867,0.09645865716982133
2013,Bavaria,Primary Level,Very concerned,0.4166666666666667,44486,0.41208527766681435,0.421248055666519
2013,Bavaria,Primary Level,Somewhat concerned,0.375,44486,0.37050116531145827,0.37949883468854173
2013,Bavaria,Primary Level,Not concerned at all,0.20833333333333334,44486,0.20455939366109524,0.21210727300557145
2013,Bavaria,Lower Secondary Level,Somewhat concerned,0.558303886925795,44486,0.5536892078148132,0.5629185660367768
