"plb0196_h","year","migback","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2011","kein Migrationshintergrund","3","1201","0.710496368739711","0.688879926026921","0.732112811452501"
"Ja","2011","kein Migrationshintergrund","4","1728","0.747283165646686","0.729449314632512","0.765117016660861"
"Ja","2011","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","1934","0.797311872862012","0.781416387871618","0.813207357852406"
"Ja","2011","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","111","0.691943693267278","0.619725154871196","0.764162231663361"
"Ja","2011","direkter Migrationshintergrund","2","206","0.723989207457957","0.671346613050818","0.776631801865097"
"Ja","2011","direkter Migrationshintergrund","3","131","0.730167437657107","0.665142493941918","0.795192381372297"
"Ja","2011","direkter Migrationshintergrund","4","128","0.76602061006898","0.702002554425255","0.830038665712704"
"Ja","2011","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","106","0.847488259039298","0.786157320611867","0.908819197466729"
"Ja","2011","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","30","0.823341057307653","0.71867142397711","0.928010690638197"
"Ja","2011","indirekter Migrationshintergrund","2","80","0.714012349799229","0.629566511773675","0.798458187824783"
"Ja","2011","indirekter Migrationshintergrund","3","67","0.663672235654571","0.565517496627008","0.761826974682133"
"Ja","2011","indirekter Migrationshintergrund","4","98","0.724758004534095","0.645826679313085","0.803689329755104"
"Ja","2011","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","99","0.895205175306624","0.839941686678378","0.950468663934869"
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2011","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2011","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","240","0.295636885346187","0.2626469067963","0.328626863896074"
"Nein","2011","kein Migrationshintergrund","2","472","0.348108996396629","0.324439533010472","0.371778459782786"
"Nein","2011","kein Migrationshintergrund","3","490","0.289503631260289","0.267887188547499","0.311120073973079"
"Nein","2011","kein Migrationshintergrund","4","553","0.252716834353314","0.234882983339139","0.270550685367488"
"Nein","2011","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","523","0.202688127137988","0.186792642147594","0.218583612128382"
"Nein","2011","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","46","0.308056306732722","0.23583776833664","0.380274845128804"
"Nein","2011","direkter Migrationshintergrund","2","71","0.276010792542043","0.223368198134903","0.328653386949182"
"Nein","2011","direkter Migrationshintergrund","3","48","0.269832562342893","0.204807618627703","0.334857506058082"
"Nein","2011","direkter Migrationshintergrund","4","40","0.23397938993102","0.169961334287296","0.297997445574745"
"Nein","2011","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","26","","",""
"Nein","2011","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","21","","",""
"Nein","2011","indirekter Migrationshintergrund","2","30","0.285987650200771","0.201541812175217","0.370433488226325"
"Nein","2011","indirekter Migrationshintergrund","3","22","","",""
"Nein","2011","indirekter Migrationshintergrund","4","25","","",""
"Nein","2011","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","19","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2011","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","394","0.604610507197639","0.566431184171843","0.642789830223435"
"Ja","2012","kein Migrationshintergrund","2","995","0.677021728676332","0.653010948501164","0.7010325088515"
"Ja","2012","kein Migrationshintergrund","3","1228","0.665562853098524","0.643470965119279","0.687654741077768"
"Ja","2012","kein Migrationshintergrund","4","1750","0.740056858214672","0.722443225415828","0.757670491013516"
"Ja","2012","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2028","0.770578685845204","0.754591291348383","0.786566080342024"
"Ja","2012","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","77","0.524276715870646","0.439401721231248","0.609151710510043"
"Ja","2012","direkter Migrationshintergrund","2","177","0.626891102197293","0.568988970885128","0.684793233509457"
"Ja","2012","direkter Migrationshintergrund","3","130","0.647291781111031","0.57988132389871","0.714702238323352"
"Ja","2012","direkter Migrationshintergrund","4","130","0.655223296465398","0.586917864748756","0.72352872818204"
"Ja","2012","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","133","0.810063946459289","0.750750001899698","0.869377891018881"
"Ja","2012","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","25","","",""
"Ja","2012","indirekter Migrationshintergrund","2","82","0.721037164478474","0.638709145590583","0.803365183366365"
"Ja","2012","indirekter Migrationshintergrund","3","75","0.736523685918826","0.651860312313597","0.821187059524054"
"Ja","2012","indirekter Migrationshintergrund","4","90","0.789908883773276","0.717621830899029","0.862195936647522"
"Ja","2012","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","107","0.834375056917491","0.771897769684873","0.896852344150108"
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2012","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","236","0.395389492802361","0.357210169776565","0.433568815828157"
"Nein","2012","kein Migrationshintergrund","2","462","0.322978271323668","0.298967491148501","0.346989051498836"
"Nein","2012","kein Migrationshintergrund","3","524","0.334437146901476","0.312345258922232","0.356529034880721"
"Nein","2012","kein Migrationshintergrund","4","632","0.259943141785328","0.242329508986484","0.277556774584172"
"Nein","2012","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","629","0.229421314154796","0.213433919657976","0.245408708651617"
"Nein","2012","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","56","0.475723284129354","0.390848289489957","0.560598278768752"
"Nein","2012","direkter Migrationshintergrund","2","91","0.373108897802707","0.315206766490543","0.431011029114872"
"Nein","2012","direkter Migrationshintergrund","3","63","0.352708218888969","0.285297761676648","0.42011867610129"
"Nein","2012","direkter Migrationshintergrund","4","56","0.344776703534602","0.27647127181796","0.413082135251245"
"Nein","2012","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","35","0.189936053540711","0.13062210898112","0.249249998100302"
"Nein","2012","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","16","","",""
"Nein","2012","indirekter Migrationshintergrund","2","32","0.278962835521526","0.196634816633635","0.361290854409417"
"Nein","2012","indirekter Migrationshintergrund","3","29","","",""
"Nein","2012","indirekter Migrationshintergrund","4","32","0.210091116226725","0.137804063352478","0.282378169100971"
"Nein","2012","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","29","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2012","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","358","0.61720786179395","0.576841675245939","0.657574048341961"
"Ja","2013","kein Migrationshintergrund","2","868","0.672308923618551","0.64640251012407","0.698215337113033"
"Ja","2013","kein Migrationshintergrund","3","1048","0.710521179294113","0.687250055503151","0.733792303085075"
"Ja","2013","kein Migrationshintergrund","4","1674","0.720855429056467","0.702336758111612","0.739374100001321"
"Ja","2013","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2037","0.774821112056238","0.758944659123444","0.790697564989031"
"Ja","2013","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","205","0.63068554795143","0.577889651805222","0.683481444097638"
"Ja","2013","direkter Migrationshintergrund","2","312","0.632477809991412","0.589657674229387","0.675297945753438"
"Ja","2013","direkter Migrationshintergrund","3","306","0.71387844458775","0.671649602254683","0.756107286920817"
"Ja","2013","direkter Migrationshintergrund","4","351","0.737318497669271","0.697318135357992","0.777318859980551"
"Ja","2013","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","231","0.769823462371503","0.722030268164759","0.817616656578248"
"Ja","2013","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","57","0.741331019008015","0.651359374801687","0.831302663214343"
"Ja","2013","indirekter Migrationshintergrund","2","114","0.781556976007728","0.715212561045617","0.847901390969839"
"Ja","2013","indirekter Migrationshintergrund","3","110","0.731278943756418","0.660338345807643","0.802219541705194"
"Ja","2013","indirekter Migrationshintergrund","4","142","0.735948068450504","0.67310093868693","0.798795198214077"
"Ja","2013","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","154","0.783732055308378","0.7272366812012","0.840227429415556"
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2013","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","199","0.38279213820605","0.342425951658039","0.423158324754061"
"Nein","2013","kein Migrationshintergrund","2","393","0.327691076381449","0.301784662886967","0.35359748987593"
"Nein","2013","kein Migrationshintergrund","3","411","0.289478820705887","0.266207696914925","0.312749944496849"
"Nein","2013","kein Migrationshintergrund","4","580","0.279144570943533","0.260625899998679","0.297663241888388"
"Nein","2013","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","622","0.225178887943762","0.209302435010969","0.241055340876556"
"Nein","2013","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","116","0.36931445204857","0.316518555902362","0.422110348194778"
"Nein","2013","direkter Migrationshintergrund","2","175","0.367522190008588","0.324702054246562","0.410342325770613"
"Nein","2013","direkter Migrationshintergrund","3","134","0.28612155541225","0.243892713079183","0.328350397745317"
"Nein","2013","direkter Migrationshintergrund","4","114","0.262681502330728","0.222681140019449","0.302681864642008"
"Nein","2013","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","67","0.230176537628497","0.182383343421752","0.277969731835241"
"Nein","2013","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","34","0.258668980991985","0.168697336785657","0.348640625198313"
"Nein","2013","indirekter Migrationshintergrund","2","35","0.218443023992272","0.152098609030161","0.284787438954383"
"Nein","2013","indirekter Migrationshintergrund","3","40","0.268721056243582","0.197780458294806","0.339661654192357"
"Nein","2013","indirekter Migrationshintergrund","4","47","0.264051931549496","0.201204801785923","0.32689906131307"
"Nein","2013","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","50","0.216267944691622","0.159772570584444","0.2727633187988"
"Nein","2013","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2013","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2013","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2013","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","298","0.641989000391383","0.597595329034314","0.686382671748452"
"Ja","2014","kein Migrationshintergrund","2","712","0.67249179235098","0.643969396064739","0.701014188637221"
"Ja","2014","kein Migrationshintergrund","3","934","0.684712577725197","0.659628515951248","0.709796639499146"
"Ja","2014","kein Migrationshintergrund","4","1519","0.729623912768624","0.710609359745754","0.748638465791494"
"Ja","2014","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2083","0.768157521996027","0.752427759254538","0.783887284737516"
"Ja","2014","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","110","0.522767094039794","0.453018687540343","0.592515500539244"
"Ja","2014","direkter Migrationshintergrund","2","260","0.716365868834778","0.670924764294069","0.761806973375487"
"Ja","2014","direkter Migrationshintergrund","3","234","0.715773555178756","0.668654472690729","0.762892637666782"
"Ja","2014","direkter Migrationshintergrund","4","281","0.736016185087513","0.691462205533004","0.780570164642021"
"Ja","2014","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","228","0.781038981812177","0.734243144690821","0.827834818933533"
"Ja","2014","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","50","0.804133195285524","0.709104426129264","0.899161964441784"
"Ja","2014","indirekter Migrationshintergrund","2","86","0.793035015220077","0.721145956818269","0.864924073621886"
"Ja","2014","indirekter Migrationshintergrund","3","98","0.697634016732783","0.619870484088482","0.775397549377085"
"Ja","2014","indirekter Migrationshintergrund","4","121","0.743620447559593","0.677198531243537","0.810042363875649"
"Ja","2014","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","161","0.814447324435159","0.761361374664801","0.867533274205517"
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2014","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","150","0.358010999608617","0.313617328251548","0.402404670965686"
"Nein","2014","kein Migrationshintergrund","2","328","0.32750820764902","0.298985811362779","0.356030603935261"
"Nein","2014","kein Migrationshintergrund","3","384","0.315287422274803","0.290203360500854","0.340371484048752"
"Nein","2014","kein Migrationshintergrund","4","577","0.270376087231376","0.251361534208506","0.289390640254246"
"Nein","2014","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","682","0.231842478003973","0.216112715262484","0.247572240745462"
"Nein","2014","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","87","0.477232905960206","0.407484499460756","0.546981312459657"
"Nein","2014","direkter Migrationshintergrund","2","118","0.283634131165222","0.238193026624513","0.329075235705931"
"Nein","2014","direkter Migrationshintergrund","3","118","0.284226444821244","0.237107362333218","0.331345527309271"
"Nein","2014","direkter Migrationshintergrund","4","95","0.263983814912487","0.219429835357979","0.308537794466996"
"Nein","2014","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","72","0.218961018187823","0.172165181066467","0.265756855309179"
"Nein","2014","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","17","","",""
"Nein","2014","indirekter Migrationshintergrund","2","36","0.206964984779923","0.135075926378114","0.278854043181731"
"Nein","2014","indirekter Migrationshintergrund","3","36","0.302365983267217","0.224602450622915","0.380129515911519"
"Nein","2014","indirekter Migrationshintergrund","4","45","0.256379552440407","0.189957636124351","0.322801468756463"
"Nein","2014","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","45","0.185552675564841","0.132466725794483","0.238638625335199"
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2014","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","282","0.680923032155736","0.635638735500223","0.72620732881125"
"Ja","2015","kein Migrationshintergrund","2","614","0.7235720783664","0.693309985151068","0.753834171581731"
"Ja","2015","kein Migrationshintergrund","3","885","0.704633771372998","0.678854097247697","0.730413445498298"
"Ja","2015","kein Migrationshintergrund","4","1531","0.757272634709717","0.738184798173037","0.776360471246398"
"Ja","2015","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2201","0.807335635763509","0.792554861517161","0.822116410009856"
"Ja","2015","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","125","0.66733673394965","0.599624591053704","0.735048876845597"
"Ja","2015","direkter Migrationshintergrund","2","234","0.69320800303567","0.645437438368307","0.740978567703033"
"Ja","2015","direkter Migrationshintergrund","3","280","0.733338934927537","0.688581557231524","0.778096312623549"
"Ja","2015","direkter Migrationshintergrund","4","319","0.78444533517482","0.745488267317813","0.823402403031828"
"Ja","2015","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","322","0.827552176422036","0.790806044857741","0.864298307986331"
"Ja","2015","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","49","0.694831933336087","0.588468763719426","0.801195102952747"
"Ja","2015","indirekter Migrationshintergrund","2","46","0.648133746203066","0.54076882228937","0.755498670116762"
"Ja","2015","indirekter Migrationshintergrund","3","84","0.796451757097695","0.722214437055572","0.870689077139818"
"Ja","2015","indirekter Migrationshintergrund","4","134","0.746993836682743","0.682767105848471","0.811220567517016"
"Ja","2015","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","150","0.803996346117931","0.747099733774514","0.860892958461349"
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2015","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","125","0.319076967844264","0.27379267118875","0.364361264499777"
"Nein","2015","kein Migrationshintergrund","2","225","0.276427921633601","0.246165828418269","0.306690014848932"
"Nein","2015","kein Migrationshintergrund","3","318","0.295366228627002","0.269586554501702","0.321145902752303"
"Nein","2015","kein Migrationshintergrund","4","407","0.242727365290283","0.223639528753602","0.261815201826963"
"Nein","2015","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","534","0.192664364236491","0.177883589990144","0.207445138482839"
"Nein","2015","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","61","0.33266326605035","0.264951123154403","0.400375408946296"
"Nein","2015","direkter Migrationshintergrund","2","124","0.30679199696433","0.259021432296967","0.354562561631693"
"Nein","2015","direkter Migrationshintergrund","3","95","0.266661065072463","0.221903687376451","0.311418442768476"
"Nein","2015","direkter Migrationshintergrund","4","109","0.21555466482518","0.176597596968172","0.254511732682187"
"Nein","2015","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","84","0.172447823577964","0.135701692013669","0.209193955142259"
"Nein","2015","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","23","","",""
"Nein","2015","indirekter Migrationshintergrund","2","30","0.351866253796934","0.244501329883238","0.45923117771063"
"Nein","2015","indirekter Migrationshintergrund","3","29","","",""
"Nein","2015","indirekter Migrationshintergrund","4","42","0.253006163317257","0.188779432482984","0.317232894151529"
"Nein","2015","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","37","0.196003653882068","0.139107041538651","0.252900266225486"
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2015","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","231","0.757018172290783","0.710603934932587","0.803432409648978"
"Ja","2016","kein Migrationshintergrund","2","600","0.783870527094529","0.7548732795783","0.812867774610758"
"Ja","2016","kein Migrationshintergrund","3","781","0.69701696571691","0.669558720117682","0.724475211316137"
"Ja","2016","kein Migrationshintergrund","4","1459","0.737476867718418","0.717856708838213","0.757097026598624"
"Ja","2016","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2215","0.802349393208094","0.787551483658115","0.817147302758074"
"Ja","2016","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","89","0.658500926982371","0.579666911048597","0.737334942916145"
"Ja","2016","direkter Migrationshintergrund","2","198","0.64891224672162","0.593301887710844","0.704522605732396"
"Ja","2016","direkter Migrationshintergrund","3","230","0.701219959543426","0.651533023518673","0.750906895568178"
"Ja","2016","direkter Migrationshintergrund","4","318","0.797486979028652","0.758822486074531","0.836151471982772"
"Ja","2016","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","306","0.80625750768948","0.766414554785213","0.846100460593747"
"Ja","2016","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","40","0.807348839379282","0.709181126294438","0.905516552464126"
"Ja","2016","indirekter Migrationshintergrund","2","60","0.840104297043826","0.758767739220154","0.921440854867499"
"Ja","2016","indirekter Migrationshintergrund","3","66","0.66066595781034","0.565951308741193","0.755380606879487"
"Ja","2016","indirekter Migrationshintergrund","4","119","0.71576490514085","0.644985021878682","0.786544788403019"
"Ja","2016","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","164","0.81122594737221","0.757126587214646","0.865325307529775"
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2016","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","97","0.242981827709217","0.196567590351022","0.289396065067413"
"Nein","2016","kein Migrationshintergrund","2","174","0.216129472905471","0.187132225389242","0.2451267204217"
"Nein","2016","kein Migrationshintergrund","3","295","0.30298303428309","0.275524788683862","0.330441279882318"
"Nein","2016","kein Migrationshintergrund","4","473","0.262523132281582","0.242902973401376","0.282143291161787"
"Nein","2016","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","567","0.197650606791906","0.182852697241926","0.212448516341885"
"Nein","2016","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","50","0.341499073017629","0.262665057083855","0.420333088951403"
"Nein","2016","direkter Migrationshintergrund","2","85","0.35108775327838","0.295477394267604","0.406698112289156"
"Nein","2016","direkter Migrationshintergrund","3","96","0.298780040456575","0.249093104431822","0.348466976481327"
"Nein","2016","direkter Migrationshintergrund","4","97","0.202513020971348","0.163848528017228","0.241177513925469"
"Nein","2016","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","72","0.19374249231052","0.153899539406253","0.233585445214787"
"Nein","2016","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","22","","",""
"Nein","2016","indirekter Migrationshintergrund","2","18","","",""
"Nein","2016","indirekter Migrationshintergrund","3","30","0.33933404218966","0.244619393120513","0.434048691258807"
"Nein","2016","indirekter Migrationshintergrund","4","37","0.28423509485915","0.213455211596981","0.355014978121318"
"Nein","2016","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","37","0.18877405262779","0.134674692470225","0.242873412785354"
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Nein","2016","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","180","0.689106851010598","0.631959424167692","0.746254277853503"
"Ja","2017","kein Migrationshintergrund","2","493","0.720204494616896","0.686365065821644","0.754043923412147"
"Ja","2017","kein Migrationshintergrund","3","857","0.709780262630505","0.68390619051015","0.73565433475086"
"Ja","2017","kein Migrationshintergrund","4","1618","0.749793532576623","0.731489448730733","0.768097616422512"
"Ja","2017","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","2675","0.800510959164361","0.787016957867121","0.814004960461602"
"Ja","2017","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","105","0.616128459397587","0.542147043361438","0.690109875433735"
"Ja","2017","direkter Migrationshintergrund","2","179","0.676182542998509","0.619084615583882","0.733280470413136"
"Ja","2017","direkter Migrationshintergrund","3","228","0.688911211689778","0.638346916129759","0.739475507249797"
"Ja","2017","direkter Migrationshintergrund","4","284","0.838696121314679","0.8007542093007","0.876638033328659"
"Ja","2017","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","307","0.805546020711531","0.766266210268777","0.844825831154285"
"Ja","2017","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","40","0.567807800162902","0.444499762708344","0.691115837617459"
"Ja","2017","indirekter Migrationshintergrund","2","48","0.586368721217834","0.477769520346563","0.694967922089105"
"Ja","2017","indirekter Migrationshintergrund","3","71","0.639255928218921","0.542690143965703","0.735821712472139"
"Ja","2017","indirekter Migrationshintergrund","4","112","0.77860396735481","0.711486950236968","0.845720984472652"
"Ja","2017","indirekter Migrationshintergrund","5 Einkommensstärkstes Quintil","191","0.87076782057492","0.826935612221017","0.914600028928823"
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","2","","","",""
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","3","","","",""
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","4","","","",""
"Ja","2017","Migrationshintergrund - n. w. differenzierbar","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","kein Migrationshintergrund","1 Einkommensschwächstes Quintil","72","0.310893148989402","0.253745722146497","0.368040575832308"
"Nein","2017","kein Migrationshintergrund","2","183","0.279795505383104","0.245956076587853","0.313634934178356"
"Nein","2017","kein Migrationshintergrund","3","325","0.290219737369495","0.26434566524914","0.31609380948985"
"Nein","2017","kein Migrationshintergrund","4","533","0.250206467423377","0.231902383577488","0.268510551269267"
"Nein","2017","kein Migrationshintergrund","5 Einkommensstärkstes Quintil","694","0.199489040835639","0.185995039538398","0.212983042132879"
"Nein","2017","direkter Migrationshintergrund","1 Einkommensschwächstes Quintil","61","0.383871540602413","0.309890124566265","0.457852956638562"
"Nein","2017","direkter Migrationshintergrund","2","79","0.323817457001491","0.266719529586864","0.380915384416118"
"Nein","2017","direkter Migrationshintergrund","3","94","0.311088788310222","0.260524492750203","0.361653083870241"
"Nein","2017","direkter Migrationshintergrund","4","77","0.161303878685321","0.123361966671341","0.1992457906993"
"Nein","2017","direkter Migrationshintergrund","5 Einkommensstärkstes Quintil","83","0.194453979288469","0.155174168845715","0.233733789731223"
"Nein","2017","indirekter Migrationshintergrund","1 Einkommensschwächstes Quintil","22","","",""
"Nein","2017","indirekter Migrationshintergrund","2","31","0.413631278782166","0.305032077910895","0.522230479653437"
"Nein","2017","indirekter Migrationshintergrund","3","24","","",""
