"pgfamstd","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2002","(Fach-)Abitur","Laendlicher Raum","242","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2002","AkademikerIn","Staedtischer Raum","2293","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2002","AkademikerIn","Laendlicher Raum","1037","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","(noch) kein Abschluss","Staedtischer Raum","9","0.0255600164976091","0.0134923439001743","0.0376276890950439"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","Hauptschule","Staedtischer Raum","138","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","Hauptschule","Laendlicher Raum","57","0.0199500805290129","0.0150373298759098","0.024862831182116"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","Realschule","Staedtischer Raum","77","0.0261375714194718","0.0208944781885043","0.0313806646504392"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","Realschule","Laendlicher Raum","63","0.0244199026155767","0.0182563214307411","0.0305834838004122"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","(Fach-)Abitur","Staedtischer Raum","28","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","(Fach-)Abitur","Laendlicher Raum","6","0.00611852391571523","-0.000173823807970837","0.0124108716394013"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","AkademikerIn","Staedtischer Raum","64","0.0267669671429867","0.0211852435533786","0.0323486907325948"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2002","AkademikerIn","Laendlicher Raum","18","","",""
"Ledig","2002","(noch) kein Abschluss","Staedtischer Raum","448","0.619555451589361","0.58243175793118","0.656679145247542"
"Ledig","2002","(noch) kein Abschluss","Laendlicher Raum","200","","",""
"Ledig","2002","Hauptschule","Staedtischer Raum","680","0.127063846198395","0.11845930603637","0.13566838636042"
"Ledig","2002","Hauptschule","Laendlicher Raum","431","0.147005272197642","0.134563910229928","0.159446634165356"
"Ledig","2002","Realschule","Staedtischer Raum","948","0.283529542383689","0.268717857607814","0.298341227159563"
"Ledig","2002","Realschule","Laendlicher Raum","693","0.308658362173122","0.290211815637896","0.327104908708348"
"Ledig","2002","(Fach-)Abitur","Staedtischer Raum","800","0.444171541270295","0.421602973095101","0.46674010944549"
"Ledig","2002","(Fach-)Abitur","Laendlicher Raum","306","0.465766271766556","0.425515727720963","0.506016815812149"
"Ledig","2002","AkademikerIn","Staedtischer Raum","573","0.248092225247443","0.233155713399588","0.263028737095298"
"Ledig","2002","AkademikerIn","Laendlicher Raum","143","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","(noch) kein Abschluss","Staedtischer Raum","12","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","Hauptschule","Staedtischer Raum","392","0.0814222701197884","0.0743565734955659","0.088487966744011"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","Hauptschule","Laendlicher Raum","179","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","Realschule","Staedtischer Raum","276","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","Realschule","Laendlicher Raum","180","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","(Fach-)Abitur","Staedtischer Raum","74","0.0482102331813242","0.0384805570493724","0.0579399093132759"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","(Fach-)Abitur","Laendlicher Raum","22","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","AkademikerIn","Staedtischer Raum","202","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2002","AkademikerIn","Laendlicher Raum","98","0.101706328384728","0.0854801526720821","0.117932504097374"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","(noch) kein Abschluss","Staedtischer Raum","18","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","(noch) kein Abschluss","Laendlicher Raum","7","0.0555639306802298","0.0272243125972319","0.0839035487632277"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","Hauptschule","Staedtischer Raum","591","0.136430485750002","0.127562401897089","0.145298569602916"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","Hauptschule","Laendlicher Raum","390","0.15778173069938","0.144974094482969","0.170589366915792"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","Realschule","Staedtischer Raum","139","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","Realschule","Laendlicher Raum","55","0.030330103521895","0.0234818694843038","0.0371783375594862"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","(Fach-)Abitur","Staedtischer Raum","43","0.0461262914055893","0.036598813261707","0.0556537695494716"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","(Fach-)Abitur","Laendlicher Raum","14","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","AkademikerIn","Staedtischer Raum","80","0.033313216024481","0.0271072199884963","0.0395192120604658"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2002","AkademikerIn","Laendlicher Raum","37","0.0459106302266976","0.0346753431918227","0.0571459172615724"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","(noch) kein Abschluss","Staedtischer Raum","155","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","(noch) kein Abschluss","Laendlicher Raum","36","0.190394512015612","0.142763284708751","0.238025739322473"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","Hauptschule","Staedtischer Raum","3719","0.623341994410361","0.610507084531183","0.636176904289539"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","Hauptschule","Laendlicher Raum","1899","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","Realschule","Staedtischer Raum","1998","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","Realschule","Laendlicher Raum","1370","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","(Fach-)Abitur","Staedtischer Raum","888","0.448732752994663","0.42600103778863","0.471464468200696"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","(Fach-)Abitur","Laendlicher Raum","230","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","AkademikerIn","Staedtischer Raum","2173","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2003","AkademikerIn","Laendlicher Raum","980","0.676435787116947","0.650746212930114","0.702125361303781"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","(noch) kein Abschluss","Staedtischer Raum","5","0.0104936618071966","0.00257426042312515","0.018413063191268"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","Hauptschule","Staedtischer Raum","144","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","Hauptschule","Laendlicher Raum","56","0.0171187673197111","0.012418769072811","0.0218187655666113"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","Realschule","Staedtischer Raum","83","0.0266465996251295","0.0212538459287193","0.0320393533215398"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","Realschule","Laendlicher Raum","55","0.0255867578397828","0.0191754098675196","0.031998105812046"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","(Fach-)Abitur","Staedtischer Raum","30","0.0200086377324481","0.0136086799246432","0.026408595540253"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","(Fach-)Abitur","Laendlicher Raum","6","0.00451422173474002","-0.0010035729346252","0.0100320164041052"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","AkademikerIn","Staedtischer Raum","73","0.0303024640010927","0.0242358226492825","0.0363691053529029"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2003","AkademikerIn","Laendlicher Raum","21","","",""
"Ledig","2003","(noch) kein Abschluss","Staedtischer Raum","443","0.620336657903226","0.582620053261676","0.658053262544776"
"Ledig","2003","(noch) kein Abschluss","Laendlicher Raum","212","","",""
"Ledig","2003","Hauptschule","Staedtischer Raum","658","0.131113503720166","0.122173014895094","0.140053992545237"
"Ledig","2003","Hauptschule","Laendlicher Raum","406","0.141226985381013","0.128608449439563","0.153845521322463"
"Ledig","2003","Realschule","Staedtischer Raum","927","0.290013860903177","0.274819280054826","0.305208441751528"
"Ledig","2003","Realschule","Laendlicher Raum","671","0.313343346381647","0.294509015950675","0.33217767681262"
"Ledig","2003","(Fach-)Abitur","Staedtischer Raum","804","0.433006905084893","0.410360799785087","0.455653010384699"
"Ledig","2003","(Fach-)Abitur","Laendlicher Raum","296","","",""
"Ledig","2003","AkademikerIn","Staedtischer Raum","546","0.252507115451284","0.23713153412136","0.267882696781207"
"Ledig","2003","AkademikerIn","Laendlicher Raum","146","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","(noch) kein Abschluss","Laendlicher Raum","4","0.0205161723182825","0.00331830312970511","0.03771404150686"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","Hauptschule","Staedtischer Raum","376","0.0831289614145354","0.0758161169944052","0.0904418058346657"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","Hauptschule","Laendlicher Raum","177","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","Realschule","Staedtischer Raum","280","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","Realschule","Laendlicher Raum","185","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","(Fach-)Abitur","Staedtischer Raum","74","0.0515060096518926","0.0414041002183676","0.0616079190854177"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","(Fach-)Abitur","Laendlicher Raum","23","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","AkademikerIn","Staedtischer Raum","193","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2003","AkademikerIn","Laendlicher Raum","88","0.0896972524174908","0.0740064239817634","0.105388080853218"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","(noch) kein Abschluss","Laendlicher Raum","9","0.0735390873939106","0.0418725552273669","0.105205619560454"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","Hauptschule","Staedtischer Raum","578","0.137754706721357","0.128625675997637","0.146883737445078"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","Hauptschule","Laendlicher Raum","388","0.165476385377997","0.152011636495885","0.178941134260109"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","Realschule","Staedtischer Raum","138","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","Realschule","Laendlicher Raum","49","0.0273270301493761","0.0207071554064087","0.0339469048923434"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","(Fach-)Abitur","Staedtischer Raum","43","0.0467456945361029","0.0370978027742068","0.056393586297999"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","(Fach-)Abitur","Laendlicher Raum","12","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","AkademikerIn","Staedtischer Raum","82","0.0336190084894332","0.0272399315119569","0.0399980854669095"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2003","AkademikerIn","Laendlicher Raum","39","0.0480615460053926","0.0363161765906371","0.0598069154201481"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","(noch) kein Abschluss","Staedtischer Raum","148","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","(noch) kein Abschluss","Laendlicher Raum","32","0.179240671082384","0.132438668900141","0.226042673264627"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","Hauptschule","Staedtischer Raum","3543","0.615732356472793","0.602543175108386","0.6289215378372"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","Hauptschule","Laendlicher Raum","1814","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","Realschule","Staedtischer Raum","1941","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","Realschule","Laendlicher Raum","1325","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","(Fach-)Abitur","Staedtischer Raum","860","0.430117038242229","0.407402557338263","0.452831519146194"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","(Fach-)Abitur","Laendlicher Raum","229","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","AkademikerIn","Staedtischer Raum","2119","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2004","AkademikerIn","Laendlicher Raum","954","0.667240524278007","0.641243428349206","0.693237620206808"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","(noch) kein Abschluss","Staedtischer Raum","6","0.0108173348102165","0.00284667387299265","0.0187879957474404"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","Hauptschule","Staedtischer Raum","134","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","Hauptschule","Laendlicher Raum","50","0.0197672711856753","0.0146104199694383","0.0249241224019123"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","Realschule","Staedtischer Raum","71","0.0240958874581361","0.0188726046863837","0.0293191702298886"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","Realschule","Laendlicher Raum","56","0.0286023935546292","0.0217694209185054","0.0354353661907531"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","(Fach-)Abitur","Staedtischer Raum","33","0.0258092374606445","0.0185343505433432","0.0330841243779459"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","(Fach-)Abitur","Laendlicher Raum","4","0.00319070900668801","-0.00143907042238754","0.00782048843576355"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","AkademikerIn","Staedtischer Raum","79","0.0339622432770149","0.0274999939800735","0.0404244925739562"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2004","AkademikerIn","Laendlicher Raum","25","","",""
"Ledig","2004","(noch) kein Abschluss","Staedtischer Raum","460","0.639108249999897","0.602102293017894","0.6761142069819"
"Ledig","2004","(noch) kein Abschluss","Laendlicher Raum","214","","",""
"Ledig","2004","Hauptschule","Staedtischer Raum","608","0.132794074291501","0.123592642525342","0.14199550605766"
"Ledig","2004","Hauptschule","Laendlicher Raum","403","0.155658443808083","0.142227947363267","0.169088940252899"
"Ledig","2004","Realschule","Staedtischer Raum","889","0.286196496855953","0.27080113167443","0.301591862037476"
"Ledig","2004","Realschule","Laendlicher Raum","662","0.317512785937406","0.298430172748817","0.336595399125996"
"Ledig","2004","(Fach-)Abitur","Staedtischer Raum","811","0.43962553444978","0.416853738682838","0.462397330216722"
"Ledig","2004","(Fach-)Abitur","Laendlicher Raum","300","0.452520103319174","0.411658661179384","0.493381545458964"
"Ledig","2004","AkademikerIn","Staedtischer Raum","551","0.255008611851212","0.23945821334288","0.270559010359545"
"Ledig","2004","AkademikerIn","Laendlicher Raum","146","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","Hauptschule","Staedtischer Raum","390","0.089364015919782","0.0816290449860522","0.0970989868535118"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","Hauptschule","Laendlicher Raum","165","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","Realschule","Staedtischer Raum","280","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","Realschule","Laendlicher Raum","188","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","(Fach-)Abitur","Staedtischer Raum","78","0.0572309931090004","0.0465739935915045","0.0678879926264963"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","(Fach-)Abitur","Laendlicher Raum","24","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","AkademikerIn","Staedtischer Raum","187","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2004","AkademikerIn","Laendlicher Raum","95","0.102208675693457","0.0854958456661533","0.11892150572076"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","(noch) kein Abschluss","Laendlicher Raum","9","0.0780189901933811","0.0452925032199558","0.110745477166806"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","Hauptschule","Staedtischer Raum","550","0.136147415412823","0.126848560690112","0.145446270135535"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","Hauptschule","Laendlicher Raum","367","0.160336188686799","0.146743194296006","0.173929183077592"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","Realschule","Staedtischer Raum","130","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","Realschule","Laendlicher Raum","55","0.030643877711941","0.0235786930561169","0.037709062367765"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","(Fach-)Abitur","Staedtischer Raum","43","0.0472171967383464","0.0374860569459835","0.0569483365307093"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","(Fach-)Abitur","Laendlicher Raum","13","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","AkademikerIn","Staedtischer Raum","82","0.0352702350915845","0.0286891805583365","0.0418512896248325"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2004","AkademikerIn","Laendlicher Raum","42","0.0475156048319599","0.0357783785049215","0.0592528311589983"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","(noch) kein Abschluss","Staedtischer Raum","137","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","(noch) kein Abschluss","Laendlicher Raum","33","0.191424239272198","0.143510834545117","0.239337643999278"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","Hauptschule","Staedtischer Raum","3276","0.60279115038427","0.589103009491881","0.61647929127666"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","Hauptschule","Laendlicher Raum","1686","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","Realschule","Staedtischer Raum","1840","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","Realschule","Laendlicher Raum","1285","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","(Fach-)Abitur","Staedtischer Raum","830","0.44265642839061","0.419324878396243","0.465987978384977"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","(Fach-)Abitur","Laendlicher Raum","229","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","AkademikerIn","Staedtischer Raum","2025","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","2005","AkademikerIn","Laendlicher Raum","907","0.661480575891166","0.634949013060514","0.688012138721818"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","(noch) kein Abschluss","Staedtischer Raum","9","0.0126025175237524","0.0039870307484682","0.0212180042990365"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","(noch) kein Abschluss","Laendlicher Raum","","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","Hauptschule","Staedtischer Raum","138","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","Hauptschule","Laendlicher Raum","51","0.019772636515603","0.0144418272040422","0.0251034458271639"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","Realschule","Staedtischer Raum","64","0.0205179570866346","0.0155892110330045","0.0254467031402647"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","Realschule","Laendlicher Raum","44","0.0242045836080865","0.0177606573008378","0.0306485099153352"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","(Fach-)Abitur","Staedtischer Raum","34","0.02517655285932","0.017817705034276","0.0325354006843639"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","(Fach-)Abitur","Laendlicher Raum","6","0.00687701657449172","-1.08872942479309e-05","0.0137649204432314"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","AkademikerIn","Staedtischer Raum","88","0.0362851846717214","0.0295164881194096","0.0430538812240332"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","2005","AkademikerIn","Laendlicher Raum","25","","",""
"Ledig","2005","(noch) kein Abschluss","Staedtischer Raum","468","0.661602765695667","0.625058670309121","0.698146861082213"
"Ledig","2005","(noch) kein Abschluss","Laendlicher Raum","214","","",""
"Ledig","2005","Hauptschule","Staedtischer Raum","591","0.142486823803073","0.132708614507877","0.15226503309827"
"Ledig","2005","Hauptschule","Laendlicher Raum","373","0.165629326524995","0.151394716327311","0.179863936722679"
"Ledig","2005","Realschule","Staedtischer Raum","863","0.297302623563982","0.281411497187412","0.313193749940552"
"Ledig","2005","Realschule","Laendlicher Raum","605","0.308975311283416","0.289600787275664","0.328349835291169"
"Ledig","2005","(Fach-)Abitur","Staedtischer Raum","757","0.432874908397755","0.409600998803671","0.456148817991838"
"Ledig","2005","(Fach-)Abitur","Laendlicher Raum","282","","",""
"Ledig","2005","AkademikerIn","Staedtischer Raum","558","0.264408330397369","0.248445052427859","0.28037160836688"
"Ledig","2005","AkademikerIn","Laendlicher Raum","144","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","Hauptschule","Staedtischer Raum","375","0.0934716189551855","0.0853286616066281","0.101614576303743"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","Hauptschule","Laendlicher Raum","159","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","Realschule","Staedtischer Raum","278","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","Realschule","Laendlicher Raum","193","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","(Fach-)Abitur","Staedtischer Raum","80","0.0578956765560377","0.046925306677349","0.0688660464347265"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","(Fach-)Abitur","Laendlicher Raum","24","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","AkademikerIn","Staedtischer Raum","178","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","2005","AkademikerIn","Laendlicher Raum","98","0.103524017566812","0.0864434469049786","0.120604588228645"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","2005","(noch) kein Abschluss","Staedtischer Raum","14","","",""
