"pli0080","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2003","46-65","3","328","0.245701753847118","0.2224689636545","0.268934544039736"
"Seltener","2003","46-65","4","379","0.237645920609228","0.21688697104203","0.258404870176427"
"Seltener","2003","46-65","5 Einkommensstärkstes Quintil","361","0.207681122008247","0.189607045393773","0.22575519862272"
"Seltener","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2003","66","2","","","",""
"Seltener","2003","66","3","","","",""
"Seltener","2003","66","4","","","",""
"Seltener","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2003","17-29","1 Einkommensschwächstes Quintil","16","","",""
"Nie","2003","17-29","2","7","","",""
"Nie","2003","17-29","3","","","",""
"Nie","2003","17-29","4","4","","",""
"Nie","2003","17-29","5 Einkommensstärkstes Quintil","2","","",""
"Nie","2003","30-45","1 Einkommensschwächstes Quintil","47","0.03668475421123","0.0265512561885823","0.0468182522338776"
"Nie","2003","30-45","2","20","","",""
"Nie","2003","30-45","3","7","","",""
"Nie","2003","30-45","4","7","","",""
"Nie","2003","30-45","5 Einkommensstärkstes Quintil","3","","",""
"Nie","2003","46-65","1 Einkommensschwächstes Quintil","76","0.0625581042830174","0.0489244979278226","0.0761917106382122"
"Nie","2003","46-65","2","66","0.0431988397132008","0.0327846750460236","0.0536130043803781"
"Nie","2003","46-65","3","32","0.0249325251204713","0.0165180668518319","0.0333469833891106"
"Nie","2003","46-65","4","36","0.0266798454140974","0.0188205911324203","0.0345390996957745"
"Nie","2003","46-65","5 Einkommensstärkstes Quintil","27","","",""
"Nie","2003","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2003","66","2","","","",""
"Nie","2003","66","3","","","",""
"Nie","2003","66","4","","","",""
"Nie","2003","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","17-29","2","","","",""
"Täglich","2004","17-29","3","","","",""
"Täglich","2004","17-29","4","","","",""
"Täglich","2004","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","30-45","2","","","",""
"Täglich","2004","30-45","3","","","",""
"Täglich","2004","30-45","4","","","",""
"Täglich","2004","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","46-65","2","","","",""
"Täglich","2004","46-65","3","","","",""
"Täglich","2004","46-65","4","","","",""
"Täglich","2004","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","66","2","","","",""
"Täglich","2004","66","3","","","",""
"Täglich","2004","66","4","","","",""
"Täglich","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2004","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2004","17-29","2","","","",""
"Min 1x pro Woche","2004","17-29","3","","","",""
"Min 1x pro Woche","2004","17-29","4","","","",""
"Min 1x pro Woche","2004","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2004","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2004","30-45","2","","","",""
"Min 1x pro Woche","2004","30-45","3","","","",""
"Min 1x pro Woche","2004","30-45","4","","","",""
"Min 1x pro Woche","2004","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2004","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2004","46-65","2","","","",""
"Min 1x pro Woche","2004","46-65","3","","","",""
"Min 1x pro Woche","2004","46-65","4","","","",""
"Min 1x pro Woche","2004","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2004","66","2","","","",""
"Min 1x pro Woche","2004","66","3","","","",""
"Min 1x pro Woche","2004","66","4","","","",""
"Min 1x pro Woche","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2004","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2004","17-29","2","","","",""
"Min 1x pro Monat","2004","17-29","3","","","",""
"Min 1x pro Monat","2004","17-29","4","","","",""
"Min 1x pro Monat","2004","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2004","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2004","30-45","2","","","",""
"Min 1x pro Monat","2004","30-45","3","","","",""
"Min 1x pro Monat","2004","30-45","4","","","",""
"Min 1x pro Monat","2004","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2004","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2004","46-65","2","","","",""
"Min 1x pro Monat","2004","46-65","3","","","",""
"Min 1x pro Monat","2004","46-65","4","","","",""
"Min 1x pro Monat","2004","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2004","66","2","","","",""
"Min 1x pro Monat","2004","66","3","","","",""
"Min 1x pro Monat","2004","66","4","","","",""
"Min 1x pro Monat","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2004","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2004","17-29","2","","","",""
"Seltener","2004","17-29","3","","","",""
"Seltener","2004","17-29","4","","","",""
"Seltener","2004","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2004","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2004","30-45","2","","","",""
"Seltener","2004","30-45","3","","","",""
"Seltener","2004","30-45","4","","","",""
"Seltener","2004","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2004","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2004","46-65","2","","","",""
"Seltener","2004","46-65","3","","","",""
"Seltener","2004","46-65","4","","","",""
"Seltener","2004","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2004","66","2","","","",""
"Seltener","2004","66","3","","","",""
"Seltener","2004","66","4","","","",""
"Seltener","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2004","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2004","17-29","2","","","",""
"Nie","2004","17-29","3","","","",""
"Nie","2004","17-29","4","","","",""
"Nie","2004","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2004","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2004","30-45","2","","","",""
"Nie","2004","30-45","3","","","",""
"Nie","2004","30-45","4","","","",""
"Nie","2004","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2004","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2004","46-65","2","","","",""
"Nie","2004","46-65","3","","","",""
"Nie","2004","46-65","4","","","",""
"Nie","2004","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2004","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2004","66","2","","","",""
"Nie","2004","66","3","","","",""
"Nie","2004","66","4","","","",""
"Nie","2004","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2005","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2005","17-29","2","","","",""
"Täglich","2005","17-29","3","","","",""
"Täglich","2005","17-29","4","","","",""
"Täglich","2005","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2005","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2005","30-45","2","","","",""
"Täglich","2005","30-45","3","","","",""
"Täglich","2005","30-45","4","","","",""
"Täglich","2005","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2005","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2005","46-65","2","","","",""
"Täglich","2005","46-65","3","","","",""
"Täglich","2005","46-65","4","","","",""
"Täglich","2005","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2005","66","2","","","",""
"Täglich","2005","66","3","","","",""
"Täglich","2005","66","4","","","",""
"Täglich","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2005","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2005","17-29","2","","","",""
"Min 1x pro Woche","2005","17-29","3","","","",""
"Min 1x pro Woche","2005","17-29","4","","","",""
"Min 1x pro Woche","2005","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2005","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2005","30-45","2","","","",""
"Min 1x pro Woche","2005","30-45","3","","","",""
"Min 1x pro Woche","2005","30-45","4","","","",""
"Min 1x pro Woche","2005","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2005","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2005","46-65","2","","","",""
"Min 1x pro Woche","2005","46-65","3","","","",""
"Min 1x pro Woche","2005","46-65","4","","","",""
"Min 1x pro Woche","2005","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2005","66","2","","","",""
"Min 1x pro Woche","2005","66","3","","","",""
"Min 1x pro Woche","2005","66","4","","","",""
"Min 1x pro Woche","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2005","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2005","17-29","2","","","",""
"Min 1x pro Monat","2005","17-29","3","","","",""
"Min 1x pro Monat","2005","17-29","4","","","",""
"Min 1x pro Monat","2005","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2005","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2005","30-45","2","","","",""
"Min 1x pro Monat","2005","30-45","3","","","",""
"Min 1x pro Monat","2005","30-45","4","","","",""
"Min 1x pro Monat","2005","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2005","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2005","46-65","2","","","",""
"Min 1x pro Monat","2005","46-65","3","","","",""
"Min 1x pro Monat","2005","46-65","4","","","",""
"Min 1x pro Monat","2005","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2005","66","2","","","",""
"Min 1x pro Monat","2005","66","3","","","",""
"Min 1x pro Monat","2005","66","4","","","",""
"Min 1x pro Monat","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2005","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","17-29","2","","","",""
"Seltener","2005","17-29","3","","","",""
"Seltener","2005","17-29","4","","","",""
"Seltener","2005","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2005","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","30-45","2","","","",""
"Seltener","2005","30-45","3","","","",""
"Seltener","2005","30-45","4","","","",""
"Seltener","2005","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2005","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","46-65","2","","","",""
"Seltener","2005","46-65","3","","","",""
"Seltener","2005","46-65","4","","","",""
"Seltener","2005","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2005","66","2","","","",""
"Seltener","2005","66","3","","","",""
"Seltener","2005","66","4","","","",""
"Seltener","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2005","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2005","17-29","2","","","",""
"Nie","2005","17-29","3","","","",""
"Nie","2005","17-29","4","","","",""
"Nie","2005","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2005","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2005","30-45","2","","","",""
"Nie","2005","30-45","3","","","",""
"Nie","2005","30-45","4","","","",""
"Nie","2005","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2005","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2005","46-65","2","","","",""
"Nie","2005","46-65","3","","","",""
"Nie","2005","46-65","4","","","",""
"Nie","2005","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2005","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2005","66","2","","","",""
"Nie","2005","66","3","","","",""
"Nie","2005","66","4","","","",""
"Nie","2005","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2006","17-29","2","","","",""
"Täglich","2006","17-29","3","","","",""
"Täglich","2006","17-29","4","","","",""
"Täglich","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2006","30-45","2","","","",""
"Täglich","2006","30-45","3","","","",""
"Täglich","2006","30-45","4","","","",""
"Täglich","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2006","46-65","2","","","",""
"Täglich","2006","46-65","3","","","",""
"Täglich","2006","46-65","4","","","",""
"Täglich","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2006","66","2","","","",""
"Täglich","2006","66","3","","","",""
"Täglich","2006","66","4","","","",""
"Täglich","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2006","17-29","2","","","",""
"Min 1x pro Woche","2006","17-29","3","","","",""
"Min 1x pro Woche","2006","17-29","4","","","",""
"Min 1x pro Woche","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2006","30-45","2","","","",""
"Min 1x pro Woche","2006","30-45","3","","","",""
"Min 1x pro Woche","2006","30-45","4","","","",""
"Min 1x pro Woche","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2006","46-65","2","","","",""
"Min 1x pro Woche","2006","46-65","3","","","",""
"Min 1x pro Woche","2006","46-65","4","","","",""
"Min 1x pro Woche","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2006","66","2","","","",""
"Min 1x pro Woche","2006","66","3","","","",""
"Min 1x pro Woche","2006","66","4","","","",""
"Min 1x pro Woche","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2006","17-29","2","","","",""
"Min 1x pro Monat","2006","17-29","3","","","",""
"Min 1x pro Monat","2006","17-29","4","","","",""
"Min 1x pro Monat","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2006","30-45","2","","","",""
"Min 1x pro Monat","2006","30-45","3","","","",""
"Min 1x pro Monat","2006","30-45","4","","","",""
"Min 1x pro Monat","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2006","46-65","2","","","",""
"Min 1x pro Monat","2006","46-65","3","","","",""
"Min 1x pro Monat","2006","46-65","4","","","",""
"Min 1x pro Monat","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2006","66","2","","","",""
"Min 1x pro Monat","2006","66","3","","","",""
"Min 1x pro Monat","2006","66","4","","","",""
"Min 1x pro Monat","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","17-29","2","","","",""
"Seltener","2006","17-29","3","","","",""
"Seltener","2006","17-29","4","","","",""
"Seltener","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","30-45","2","","","",""
"Seltener","2006","30-45","3","","","",""
"Seltener","2006","30-45","4","","","",""
"Seltener","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","46-65","2","","","",""
"Seltener","2006","46-65","3","","","",""
"Seltener","2006","46-65","4","","","",""
"Seltener","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2006","66","2","","","",""
"Seltener","2006","66","3","","","",""
"Seltener","2006","66","4","","","",""
"Seltener","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2006","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2006","17-29","2","","","",""
"Nie","2006","17-29","3","","","",""
"Nie","2006","17-29","4","","","",""
"Nie","2006","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2006","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2006","30-45","2","","","",""
"Nie","2006","30-45","3","","","",""
"Nie","2006","30-45","4","","","",""
"Nie","2006","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2006","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2006","46-65","2","","","",""
"Nie","2006","46-65","3","","","",""
"Nie","2006","46-65","4","","","",""
"Nie","2006","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2006","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2006","66","2","","","",""
"Nie","2006","66","3","","","",""
"Nie","2006","66","4","","","",""
"Nie","2006","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2007","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2007","17-29","2","","","",""
"Täglich","2007","17-29","3","","","",""
"Täglich","2007","17-29","4","","","",""
"Täglich","2007","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2007","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2007","30-45","2","","","",""
"Täglich","2007","30-45","3","","","",""
"Täglich","2007","30-45","4","","","",""
"Täglich","2007","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2007","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2007","46-65","2","","","",""
"Täglich","2007","46-65","3","","","",""
"Täglich","2007","46-65","4","","","",""
"Täglich","2007","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2007","66","2","","","",""
"Täglich","2007","66","3","","","",""
"Täglich","2007","66","4","","","",""
"Täglich","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2007","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2007","17-29","2","","","",""
"Min 1x pro Woche","2007","17-29","3","","","",""
"Min 1x pro Woche","2007","17-29","4","","","",""
"Min 1x pro Woche","2007","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2007","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2007","30-45","2","","","",""
"Min 1x pro Woche","2007","30-45","3","","","",""
"Min 1x pro Woche","2007","30-45","4","","","",""
"Min 1x pro Woche","2007","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2007","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2007","46-65","2","","","",""
"Min 1x pro Woche","2007","46-65","3","","","",""
"Min 1x pro Woche","2007","46-65","4","","","",""
"Min 1x pro Woche","2007","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2007","66","2","","","",""
"Min 1x pro Woche","2007","66","3","","","",""
"Min 1x pro Woche","2007","66","4","","","",""
"Min 1x pro Woche","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2007","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2007","17-29","2","","","",""
"Min 1x pro Monat","2007","17-29","3","","","",""
"Min 1x pro Monat","2007","17-29","4","","","",""
"Min 1x pro Monat","2007","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2007","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2007","30-45","2","","","",""
"Min 1x pro Monat","2007","30-45","3","","","",""
"Min 1x pro Monat","2007","30-45","4","","","",""
"Min 1x pro Monat","2007","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2007","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2007","46-65","2","","","",""
"Min 1x pro Monat","2007","46-65","3","","","",""
"Min 1x pro Monat","2007","46-65","4","","","",""
"Min 1x pro Monat","2007","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2007","66","2","","","",""
"Min 1x pro Monat","2007","66","3","","","",""
"Min 1x pro Monat","2007","66","4","","","",""
"Min 1x pro Monat","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2007","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2007","17-29","2","","","",""
"Seltener","2007","17-29","3","","","",""
"Seltener","2007","17-29","4","","","",""
"Seltener","2007","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2007","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2007","30-45","2","","","",""
"Seltener","2007","30-45","3","","","",""
"Seltener","2007","30-45","4","","","",""
"Seltener","2007","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2007","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2007","46-65","2","","","",""
"Seltener","2007","46-65","3","","","",""
"Seltener","2007","46-65","4","","","",""
"Seltener","2007","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2007","66","2","","","",""
"Seltener","2007","66","3","","","",""
"Seltener","2007","66","4","","","",""
"Seltener","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2007","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2007","17-29","2","","","",""
"Nie","2007","17-29","3","","","",""
"Nie","2007","17-29","4","","","",""
"Nie","2007","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2007","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2007","30-45","2","","","",""
"Nie","2007","30-45","3","","","",""
"Nie","2007","30-45","4","","","",""
"Nie","2007","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2007","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2007","46-65","2","","","",""
"Nie","2007","46-65","3","","","",""
"Nie","2007","46-65","4","","","",""
"Nie","2007","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2007","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2007","66","2","","","",""
"Nie","2007","66","3","","","",""
"Nie","2007","66","4","","","",""
"Nie","2007","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2008","17-29","1 Einkommensschwächstes Quintil","118","0.143901028392022","0.120080082523892","0.167721974260152"
"Täglich","2008","17-29","2","97","0.155200201293713","0.128260585554665","0.182139817032761"
"Täglich","2008","17-29","3","58","0.103836582497625","0.0791171237806091","0.12855604121464"
"Täglich","2008","17-29","4","65","0.0950153319963739","0.0722970461357554","0.117733617856992"
"Täglich","2008","17-29","5 Einkommensstärkstes Quintil","42","0.10312627396888","0.0730584409377011","0.133194107000058"
"Täglich","2008","30-45","1 Einkommensschwächstes Quintil","42","0.0539649888111084","0.0383176140845097","0.0696123635377071"
"Täglich","2008","30-45","2","35","0.0362746610028618","0.0248893071326957","0.047660014873028"
"Täglich","2008","30-45","3","28","","",""
"Täglich","2008","30-45","4","24","","",""
"Täglich","2008","30-45","5 Einkommensstärkstes Quintil","18","","",""
"Täglich","2008","46-65","1 Einkommensschwächstes Quintil","32","0.033076214153324","0.0222333512837771","0.0439190770228709"
"Täglich","2008","46-65","2","21","","",""
"Täglich","2008","46-65","3","16","","",""
"Täglich","2008","46-65","4","23","","",""
"Täglich","2008","46-65","5 Einkommensstärkstes Quintil","15","","",""
"Täglich","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2008","66","2","","","",""
"Täglich","2008","66","3","","","",""
"Täglich","2008","66","4","","","",""
"Täglich","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2008","17-29","1 Einkommensschwächstes Quintil","468","0.553432409305647","0.519692729218468","0.587172089392827"
"Min 1x pro Woche","2008","17-29","2","397","0.554955366502383","0.517981134004743","0.591929599000022"
"Min 1x pro Woche","2008","17-29","3","347","0.6251615787941","0.585934285046442","0.664388872541758"
"Min 1x pro Woche","2008","17-29","4","363","0.58736534825363","0.549224081503047","0.625506615004213"
"Min 1x pro Woche","2008","17-29","5 Einkommensstärkstes Quintil","246","0.598284725459148","0.549815626516541","0.646753824401756"
"Min 1x pro Woche","2008","30-45","1 Einkommensschwächstes Quintil","338","0.434766793151181","0.400436789464578","0.469096796837784"
"Min 1x pro Woche","2008","30-45","2","456","0.453136558082794","0.422824026400937","0.483449089764652"
"Min 1x pro Woche","2008","30-45","3","437","0.401183814735535","0.372086473380406","0.430281156090664"
"Min 1x pro Woche","2008","30-45","4","512","0.456011995345742","0.42712530179611","0.484898688895374"
"Min 1x pro Woche","2008","30-45","5 Einkommensstärkstes Quintil","478","0.431945863297383","0.402471614515926","0.461420112078841"
"Min 1x pro Woche","2008","46-65","1 Einkommensschwächstes Quintil","303","0.298904572565856","0.271149344996822","0.32665980013489"
"Min 1x pro Woche","2008","46-65","2","325","0.286277467663828","0.260118254947943","0.312436680379713"
"Min 1x pro Woche","2008","46-65","3","333","0.30616690030177","0.278991648442268","0.333342152161273"
"Min 1x pro Woche","2008","46-65","4","482","0.317273245546822","0.293798558883843","0.340747932209801"
"Min 1x pro Woche","2008","46-65","5 Einkommensstärkstes Quintil","618","0.3411732928243","0.319615795157666","0.362730790490935"
"Min 1x pro Woche","2008","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2008","66","2","","","",""
"Min 1x pro Woche","2008","66","3","","","",""
"Min 1x pro Woche","2008","66","4","","","",""
"Min 1x pro Woche","2008","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2008","17-29","1 Einkommensschwächstes Quintil","150","0.164952671482368","0.139764288503175","0.19014105446156"
"Min 1x pro Monat","2008","17-29","2","126","0.192567276125676","0.163230473918702","0.221904078332649"
"Min 1x pro Monat","2008","17-29","3","134","0.203273336744203","0.170662267256313","0.235884406232093"
"Min 1x pro Monat","2008","17-29","4","160","0.238767242318369","0.20573757418288","0.271796910453858"
"Min 1x pro Monat","2008","17-29","5 Einkommensstärkstes Quintil","81","0.219624512918724","0.178694297440873","0.260554728396576"
