,Unnamed: 0,year,bula_h,sex,pli0080,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
636,636,2019,Saxony-Anhalt,female,Seldom,0.28955,123,24922,0.23039,0.36014
637,637,2019,Thuringa,male,At least once per week,0.38922,134,24922,0.29396,0.51086
638,638,2019,Thuringa,male,At least once per month,0.32143,132,24922,0.2584,0.39445
639,639,2019,Thuringa,male,Seldom,0.28935,113,24922,0.22581,0.38054
640,640,2019,Thuringa,female,At least once per week,0.36537,151,24922,0.30075,0.44749
641,641,2019,Thuringa,female,At least once per month,0.30187,161,24922,0.24044,0.36477
642,642,2019,Thuringa,female,Seldom,0.25658,129,24922,0.20455,0.32766
643,643,2019,Thuringa,female,Never,0.07619,33,24922,0.05593,0.09562
644,644,2021,Schleswig-Holstein,male,At least once per week,0.49848,135,16456,0.40087,0.61509
645,645,2021,Schleswig-Holstein,male,At least once per month,0.30984,98,16456,0.24152,0.38947
646,646,2021,Schleswig-Holstein,male,Seldom,0.19168,69,16456,0.14027,0.25017
647,647,2021,Schleswig-Holstein,female,At least once per week,0.55961,182,16456,0.44776,0.692
648,648,2021,Schleswig-Holstein,female,At least once per month,0.26233,102,16456,0.21642,0.31512
649,649,2021,Schleswig-Holstein,female,Seldom,0.17807,65,16456,0.13597,0.23314
650,650,2021,Hamburg,male,At least once per week,0.48014,71,16456,0.3303,0.66884
651,651,2021,Hamburg,male,At least once per month,0.37766,58,16456,0.23029,0.55415
652,652,2021,Hamburg,male,Seldom,0.14219,31,16456,0.08924,0.21074
653,653,2021,Hamburg,female,At least once per week,0.53322,104,16456,0.41892,0.66659
654,654,2021,Hamburg,female,At least once per month,0.25045,58,16456,0.1718,0.35145
655,655,2021,Hamburg,female,Seldom,0.21633,41,16456,0.1271,0.28256
656,656,2021,Lower Saxony,male,Daily,0.04885,47,16456,0.03688,0.06313
657,657,2021,Lower Saxony,male,At least once per week,0.49344,363,16456,0.42619,0.57467
658,658,2021,Lower Saxony,male,At least once per month,0.25483,229,16456,0.21191,0.29372
659,659,2021,Lower Saxony,male,Seldom,0.20287,127,16456,0.16123,0.25269
660,660,2021,Lower Saxony,female,Daily,0.05281,49,16456,0.03518,0.06893
661,661,2021,Lower Saxony,female,At least once per week,0.46707,435,16456,0.41725,0.53077
662,662,2021,Lower Saxony,female,At least once per month,0.28077,228,16456,0.24254,0.32154
663,663,2021,Lower Saxony,female,Seldom,0.15778,144,16456,0.12442,0.19023
664,664,2021,Lower Saxony,female,Never,0.04157,32,16456,0.02492,0.06059
665,665,2021,Bremen,male,At least once per week,1.0,31,16456,0.65952,1.51412
666,666,2021,North Rhine-Westphalia,male,Daily,0.04458,87,16456,0.03466,0.05711
667,667,2021,North Rhine-Westphalia,male,At least once per week,0.46299,752,16456,0.41931,0.50843
668,668,2021,North Rhine-Westphalia,male,At least once per month,0.25485,437,16456,0.22598,0.28719
669,669,2021,North Rhine-Westphalia,male,Seldom,0.19727,321,16456,0.16866,0.22605
670,670,2021,North Rhine-Westphalia,male,Never,0.04032,75,16456,0.02993,0.05228
671,671,2021,North Rhine-Westphalia,female,Daily,0.05743,94,16456,0.04573,0.07043
672,672,2021,North Rhine-Westphalia,female,At least once per week,0.45196,898,16456,0.42197,0.49521
673,673,2021,North Rhine-Westphalia,female,At least once per month,0.23748,485,16456,0.20648,0.26864
674,674,2021,North Rhine-Westphalia,female,Seldom,0.1802,324,16456,0.15336,0.20573
675,675,2021,North Rhine-Westphalia,female,Never,0.07294,105,16456,0.05778,0.08958
676,676,2021,Hesse,male,At least once per week,0.48362,251,16456,0.41068,0.56717
677,677,2021,Hesse,male,At least once per month,0.23445,134,16456,0.18935,0.2853
678,678,2021,Hesse,male,Seldom,0.28193,100,16456,0.22086,0.35503
679,679,2021,Hesse,female,Daily,0.0687,34,16456,0.03874,0.10743
680,680,2021,Hesse,female,At least once per week,0.41769,250,16456,0.35107,0.47418
681,681,2021,Hesse,female,At least once per month,0.29711,154,16456,0.24303,0.34832
682,682,2021,Hesse,female,Seldom,0.2165,92,16456,0.15953,0.27587
683,683,2021,"Rhineland-Palatinate, Saarland",male,At least once per week,0.51024,172,16456,0.41915,0.61729
684,684,2021,"Rhineland-Palatinate, Saarland",male,At least once per month,0.28089,115,16456,0.20592,0.35201
685,685,2021,"Rhineland-Palatinate, Saarland",male,Seldom,0.20887,75,16456,0.16237,0.25315
686,686,2021,"Rhineland-Palatinate, Saarland",female,Daily,0.07879,36,16456,0.04979,0.1089
687,687,2021,"Rhineland-Palatinate, Saarland",female,At least once per week,0.45355,207,16456,0.38822,0.53017
688,688,2021,"Rhineland-Palatinate, Saarland",female,At least once per month,0.35467,136,16456,0.29669,0.42189
689,689,2021,"Rhineland-Palatinate, Saarland",female,Seldom,0.11299,66,16456,0.08794,0.14763
690,690,2021,Baden-Wuerttemberg,male,Daily,0.06155,40,16456,0.04495,0.08111
691,691,2021,Baden-Wuerttemberg,male,At least once per week,0.38399,381,16456,0.33451,0.43352
692,692,2021,Baden-Wuerttemberg,male,At least once per month,0.3409,294,16456,0.29247,0.39469
693,693,2021,Baden-Wuerttemberg,male,Seldom,0.21356,192,16456,0.17706,0.25257
694,694,2021,Baden-Wuerttemberg,female,Daily,0.06659,52,16456,0.04402,0.0913
695,695,2021,Baden-Wuerttemberg,female,At least once per week,0.43636,460,16456,0.38241,0.4908
696,696,2021,Baden-Wuerttemberg,female,At least once per month,0.25039,304,16456,0.2135,0.29153
697,697,2021,Baden-Wuerttemberg,female,Seldom,0.24665,199,16456,0.20685,0.28939
698,698,2021,Bavaria,male,Daily,0.06707,57,16456,0.04711,0.08863
699,699,2021,Bavaria,male,At least once per week,0.45812,571,16456,0.40856,0.5146
700,700,2021,Bavaria,male,At least once per month,0.21741,317,16456,0.1869,0.24536
701,701,2021,Bavaria,male,Seldom,0.20618,259,16456,0.17938,0.23928
702,702,2021,Bavaria,male,Never,0.05123,65,16456,0.03769,0.06437
703,703,2021,Bavaria,female,Daily,0.05203,86,16456,0.04092,0.06682
704,704,2021,Bavaria,female,At least once per week,0.42458,610,16456,0.37898,0.46666
705,705,2021,Bavaria,female,At least once per month,0.25277,367,16456,0.22126,0.29089
706,706,2021,Bavaria,female,Seldom,0.19351,275,16456,0.16202,0.22355
707,707,2021,Bavaria,female,Never,0.07711,73,16456,0.0535,0.0994
708,708,2021,Berlin,male,At least once per week,0.52217,181,16456,0.44168,0.63311
709,709,2021,Berlin,male,At least once per month,0.253,106,16456,0.18604,0.31339
710,710,2021,Berlin,male,Seldom,0.22483,73,16456,0.16577,0.30139
711,711,2021,Berlin,female,At least once per week,0.49638,182,16456,0.40817,0.58496
712,712,2021,Berlin,female,At least once per month,0.32017,112,16456,0.24912,0.38829
713,713,2021,Berlin,female,Seldom,0.18346,67,16456,0.1342,0.23585
714,714,2021,Brandenburg,male,At least once per week,0.43431,123,16456,0.32984,0.54823
715,715,2021,Brandenburg,male,At least once per month,0.32589,94,16456,0.24615,0.4261
716,716,2021,Brandenburg,male,Seldom,0.2398,58,16456,0.15996,0.3151
717,717,2021,Brandenburg,female,At least once per week,0.45161,143,16456,0.35679,0.54306
718,718,2021,Brandenburg,female,At least once per month,0.37327,112,16456,0.28238,0.48121
719,719,2021,Brandenburg,female,Seldom,0.17512,66,16456,0.13532,0.22483
720,720,2021,Mecklenburg-Western Pomerania,male,At least once per week,0.4096,75,16456,0.31135,0.52229
721,721,2021,Mecklenburg-Western Pomerania,male,At least once per month,0.33802,54,16456,0.23823,0.4501
722,722,2021,Mecklenburg-Western Pomerania,male,Seldom,0.25238,38,16456,0.15669,0.36391
723,723,2021,Mecklenburg-Western Pomerania,female,At least once per week,0.39855,82,16456,0.30001,0.51037
724,724,2021,Mecklenburg-Western Pomerania,female,At least once per month,0.33345,57,16456,0.23798,0.43703
725,725,2021,Mecklenburg-Western Pomerania,female,Seldom,0.268,39,16456,0.17424,0.3902
726,726,2021,Saxony,male,Daily,0.06634,32,16456,0.0424,0.09714
727,727,2021,Saxony,male,At least once per week,0.4597,227,16456,0.38214,0.55558
728,728,2021,Saxony,male,At least once per month,0.26872,163,16456,0.22799,0.31961
729,729,2021,Saxony,male,Seldom,0.20524,97,16456,0.16099,0.25341
730,730,2021,Saxony,female,At least once per week,0.42365,242,16456,0.36443,0.48977
731,731,2021,Saxony,female,At least once per month,0.35007,170,16456,0.2727,0.42948
732,732,2021,Saxony,female,Seldom,0.22627,120,16456,0.17528,0.26645
733,733,2021,Saxony-Anhalt,male,At least once per week,0.55926,124,16456,0.41983,0.72263
734,734,2021,Saxony-Anhalt,male,At least once per month,0.24999,66,16456,0.15745,0.36547
735,735,2021,Saxony-Anhalt,male,Seldom,0.19075,46,16456,0.11302,0.30172
736,736,2021,Saxony-Anhalt,female,At least once per week,0.52512,138,16456,0.41553,0.64826
737,737,2021,Saxony-Anhalt,female,At least once per month,0.32031,72,16456,0.24181,0.44178
738,738,2021,Saxony-Anhalt,female,Seldom,0.15457,66,16456,0.11225,0.1958
739,739,2021,Thuringa,male,At least once per week,0.54484,98,16456,0.42106,0.70356
740,740,2021,Thuringa,male,At least once per month,0.21794,64,16456,0.15906,0.28217
741,741,2021,Thuringa,male,Seldom,0.23721,63,16456,0.17703,0.30089
742,742,2021,Thuringa,female,At least once per week,0.48505,136,16456,0.3688,0.58152
743,743,2021,Thuringa,female,At least once per month,0.26774,100,16456,0.21702,0.3153
744,744,2021,Thuringa,female,Seldom,0.24721,69,16456,0.1756,0.33309
