year,pgisced97,regtyp,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,First Stage of Tertiary Education,Urban regions,Not Working,0.34519,303,1071,0.31670,0.37368
2003,First Stage of Tertiary Education,Rural regions,Full Time,0.44770,296,616,0.40840,0.48700
2003,First Stage of Tertiary Education,Rural regions,Part Time,0.22342,140,616,0.19050,0.25634
2003,First Stage of Tertiary Education,Rural regions,Not Working,0.32888,180,616,0.29175,0.36601
2003,Second Stage of Tertiary Education,Urban regions,Full Time,0.53909,1785,3091,0.52151,0.55666
2003,Second Stage of Tertiary Education,Urban regions,Part Time,0.20606,658,3091,0.19180,0.22032
2003,Second Stage of Tertiary Education,Urban regions,Not Working,0.25485,648,3091,0.23949,0.27022
2003,Second Stage of Tertiary Education,Rural regions,Full Time,0.49543,720,1263,0.46784,0.52302
2003,Second Stage of Tertiary Education,Rural regions,Part Time,0.19380,226,1263,0.17199,0.21560
2003,Second Stage of Tertiary Education,Rural regions,Not Working,0.31077,317,1263,0.28524,0.33631
2004,Pre-primary Level,Urban regions,Part Time,0.13022,67,440,0.09874,0.16171
2004,Pre-primary Level,Urban regions,Not Working,0.86571,373,440,0.83381,0.89760
2004,Pre-primary Level,Rural regions,Not Working,0.88540,173,173,0.83779,0.93300
2004,Primary Level,Urban regions,Full Time,0.20008,41,197,0.14407,0.25609
2004,Primary Level,Urban regions,Part Time,0.22351,36,197,0.16519,0.28183
2004,Primary Level,Urban regions,Not Working,0.57641,120,197,0.50723,0.64559
2004,Primary Level,Rural regions,Not Working,0.56999,34,34,0.40108,0.73891
2004,Lower Secondary Level,Urban regions,Full Time,0.22012,405,1736,0.20062,0.23962
2004,Lower Secondary Level,Urban regions,Part Time,0.20200,385,1736,0.18311,0.22089
2004,Lower Secondary Level,Urban regions,Not Working,0.57788,946,1736,0.55464,0.60112
2004,Lower Secondary Level,Rural regions,Full Time,0.20717,191,838,0.17971,0.23462
2004,Lower Secondary Level,Rural regions,Part Time,0.19407,167,838,0.16728,0.22086
2004,Lower Secondary Level,Rural regions,Not Working,0.59876,480,838,0.56556,0.63197
2004,Upper Secondary Level,Urban regions,Full Time,0.35469,2487,6842,0.34335,0.36603
2004,Upper Secondary Level,Urban regions,Part Time,0.22564,1700,6842,0.21573,0.23555
2004,Upper Secondary Level,Urban regions,Not Working,0.41967,2655,6842,0.40798,0.43136
2004,Upper Secondary Level,Rural regions,Full Time,0.37591,1513,3939,0.36078,0.39104
2004,Upper Secondary Level,Rural regions,Part Time,0.22408,936,3939,0.21106,0.23711
2004,Upper Secondary Level,Rural regions,Not Working,0.40001,1490,3939,0.38470,0.41531
2004,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.44498,414,890,0.41231,0.47765
2004,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.29404,260,890,0.26409,0.32399
2004,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.26098,216,890,0.23211,0.28985
2004,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.42789,122,267,0.36843,0.48735
2004,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.29401,79,267,0.23926,0.34876
2004,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.27810,66,267,0.22425,0.33194
2004,First Stage of Tertiary Education,Urban regions,Full Time,0.47107,519,1042,0.44075,0.50139
2004,First Stage of Tertiary Education,Urban regions,Part Time,0.18548,215,1042,0.16187,0.20909
2004,First Stage of Tertiary Education,Urban regions,Not Working,0.34345,308,1042,0.31460,0.37230
2004,First Stage of Tertiary Education,Rural regions,Full Time,0.46894,292,599,0.42894,0.50894
2004,First Stage of Tertiary Education,Rural regions,Part Time,0.17973,127,599,0.14895,0.21050
2004,First Stage of Tertiary Education,Rural regions,Not Working,0.35133,180,599,0.31307,0.38960
2004,Second Stage of Tertiary Education,Urban regions,Full Time,0.52188,1699,3041,0.50413,0.53964
2004,Second Stage of Tertiary Education,Urban regions,Part Time,0.21910,668,3041,0.20440,0.23381
2004,Second Stage of Tertiary Education,Urban regions,Not Working,0.25901,674,3041,0.24344,0.27459
2004,Second Stage of Tertiary Education,Rural regions,Full Time,0.47710,682,1254,0.44944,0.50476
2004,Second Stage of Tertiary Education,Rural regions,Part Time,0.20031,256,1254,0.17815,0.22248
2004,Second Stage of Tertiary Education,Rural regions,Not Working,0.32259,316,1254,0.29670,0.34847
2005,Pre-primary Level,Urban regions,Part Time,0.15962,70,445,0.12555,0.19368
2005,Pre-primary Level,Urban regions,Not Working,0.83877,375,445,0.80457,0.87298
2005,Pre-primary Level,Rural regions,Not Working,0.86542,176,176,0.81486,0.91599
2005,Primary Level,Urban regions,Full Time,0.23856,44,189,0.17763,0.29948
2005,Primary Level,Urban regions,Part Time,0.18968,31,189,0.13364,0.24572
2005,Primary Level,Urban regions,Not Working,0.57176,114,189,0.50103,0.64249
2005,Primary Level,Rural regions,Not Working,0.57679,39,39,0.41970,0.73388
2005,Lower Secondary Level,Urban regions,Full Time,0.23578,384,1631,0.21517,0.25639
2005,Lower Secondary Level,Urban regions,Part Time,0.20653,348,1631,0.18688,0.22619
2005,Lower Secondary Level,Urban regions,Not Working,0.55769,899,1631,0.53358,0.58180
2005,Lower Secondary Level,Rural regions,Full Time,0.19513,168,760,0.16694,0.22333
2005,Lower Secondary Level,Rural regions,Part Time,0.21825,147,760,0.18886,0.24763
2005,Lower Secondary Level,Rural regions,Not Working,0.58662,445,760,0.55159,0.62165
2005,Upper Secondary Level,Urban regions,Full Time,0.37107,2391,6497,0.35932,0.38281
2005,Upper Secondary Level,Urban regions,Part Time,0.22600,1604,6497,0.21583,0.23617
2005,Upper Secondary Level,Urban regions,Not Working,0.40294,2502,6497,0.39101,0.41487
2005,Upper Secondary Level,Rural regions,Full Time,0.37731,1420,3750,0.36179,0.39282
2005,Upper Secondary Level,Rural regions,Part Time,0.22751,899,3750,0.21409,0.24093
2005,Upper Secondary Level,Rural regions,Not Working,0.39518,1431,3750,0.37953,0.41083
2005,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.46171,411,863,0.42843,0.49499
2005,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.28059,239,863,0.25059,0.31058
2005,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.25771,213,863,0.22851,0.28690
2005,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.40834,117,265,0.34904,0.46763
2005,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.31711,81,265,0.26097,0.37324
2005,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.27456,67,265,0.22072,0.32839
2005,First Stage of Tertiary Education,Urban regions,Full Time,0.49663,497,990,0.46547,0.52779
2005,First Stage of Tertiary Education,Urban regions,Part Time,0.18730,213,990,0.16298,0.21161
2005,First Stage of Tertiary Education,Urban regions,Not Working,0.31607,280,990,0.28709,0.34505
2005,First Stage of Tertiary Education,Rural regions,Full Time,0.47941,277,570,0.43836,0.52046
2005,First Stage of Tertiary Education,Rural regions,Part Time,0.20436,121,570,0.17123,0.23749
2005,First Stage of Tertiary Education,Rural regions,Not Working,0.31623,172,570,0.27802,0.35444
2005,Second Stage of Tertiary Education,Urban regions,Full Time,0.50461,1609,2956,0.48659,0.52264
2005,Second Stage of Tertiary Education,Urban regions,Part Time,0.22578,654,2956,0.21070,0.24085
2005,Second Stage of Tertiary Education,Urban regions,Not Working,0.26961,693,2956,0.25361,0.28561
2005,Second Stage of Tertiary Education,Rural regions,Full Time,0.47030,627,1210,0.44217,0.49844
2005,Second Stage of Tertiary Education,Rural regions,Part Time,0.23277,277,1210,0.20895,0.25659
2005,Second Stage of Tertiary Education,Rural regions,Not Working,0.29693,306,1210,0.27117,0.32268
2006,Pre-primary Level,Urban regions,Part Time,0.11083,44,430,0.08112,0.14054
2006,Pre-primary Level,Urban regions,Not Working,0.87733,386,430,0.84628,0.90837
2006,Pre-primary Level,Rural regions,Not Working,0.89047,185,185,0.84534,0.93559
2006,Primary Level,Urban regions,Full Time,0.20747,38,151,0.14258,0.27236
2006,Primary Level,Urban regions,Not Working,0.60637,113,151,0.52818,0.68455
2006,Primary Level,Rural regions,Not Working,0.50156,37,37,0.33822,0.66489
2006,Lower Secondary Level,Urban regions,Full Time,0.20501,340,1663,0.18560,0.22442
2006,Lower Secondary Level,Urban regions,Part Time,0.18968,335,1663,0.17083,0.20853
2006,Lower Secondary Level,Urban regions,Not Working,0.60531,988,1663,0.58181,0.62881
2006,Lower Secondary Level,Rural regions,Full Time,0.20764,169,872,0.18071,0.23458
2006,Lower Secondary Level,Rural regions,Part Time,0.17963,170,872,0.15414,0.20513
2006,Lower Secondary Level,Rural regions,Not Working,0.61272,533,872,0.58037,0.64507
2006,Upper Secondary Level,Urban regions,Full Time,0.36318,2504,6990,0.35190,0.37445
2006,Upper Secondary Level,Urban regions,Part Time,0.22193,1655,6990,0.21219,0.23167
2006,Upper Secondary Level,Urban regions,Not Working,0.41489,2831,6990,0.40334,0.42644
2006,Upper Secondary Level,Rural regions,Full Time,0.36117,1475,4097,0.34646,0.37588
2006,Upper Secondary Level,Rural regions,Part Time,0.23795,987,4097,0.22490,0.25099
2006,Upper Secondary Level,Rural regions,Not Working,0.40088,1635,4097,0.38587,0.41589
2006,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.44160,422,917,0.40944,0.47375
2006,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.30231,275,917,0.27257,0.33205
2006,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.25609,220,917,0.22783,0.28436
2006,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.48610,138,295,0.42896,0.54323
2006,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.25044,80,295,0.20091,0.29996
2006,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.26347,77,295,0.21311,0.31382
2006,First Stage of Tertiary Education,Urban regions,Full Time,0.49848,503,1028,0.46790,0.52906
2006,First Stage of Tertiary Education,Urban regions,Part Time,0.18200,212,1028,0.15841,0.20560
2006,First Stage of Tertiary Education,Urban regions,Not Working,0.31952,313,1028,0.29100,0.34804
2006,First Stage of Tertiary Education,Rural regions,Full Time,0.48734,299,622,0.44803,0.52666
2006,First Stage of Tertiary Education,Rural regions,Part Time,0.18477,124,622,0.15424,0.21529
2006,First Stage of Tertiary Education,Rural regions,Not Working,0.32789,199,622,0.29096,0.36481
2006,Second Stage of Tertiary Education,Urban regions,Full Time,0.52230,1755,3247,0.50512,0.53948
2006,Second Stage of Tertiary Education,Urban regions,Part Time,0.21326,699,3247,0.19917,0.22736
2006,Second Stage of Tertiary Education,Urban regions,Not Working,0.26444,793,3247,0.24926,0.27961
2006,Second Stage of Tertiary Education,Rural regions,Full Time,0.46498,680,1330,0.43816,0.49179
2006,Second Stage of Tertiary Education,Rural regions,Part Time,0.20404,279,1330,0.18237,0.22571
2006,Second Stage of Tertiary Education,Rural regions,Not Working,0.33098,371,1330,0.30568,0.35628
2007,Pre-primary Level,Urban regions,Part Time,0.11200,41,418,0.08173,0.14227
2007,Pre-primary Level,Urban regions,Not Working,0.88800,377,418,0.85773,0.91827
2007,Pre-primary Level,Rural regions,Not Working,0.95406,201,201,0.92504,0.98307
2007,Primary Level,Urban regions,Not Working,0.61986,97,97,0.52276,0.71696
2007,Primary Level,Rural regions,Not Working,0.56492,38,38,0.40518,0.72467
2007,Lower Secondary Level,Urban regions,Full Time,0.20101,286,1491,0.18066,0.22136
2007,Lower Secondary Level,Urban regions,Part Time,0.19816,317,1491,0.17792,0.21840
2007,Lower Secondary Level,Urban regions,Not Working,0.60083,888,1491,0.57596,0.62570
2007,Lower Secondary Level,Rural regions,Full Time,0.19850,152,765,0.17022,0.22679
2007,Lower Secondary Level,Rural regions,Part Time,0.18941,141,765,0.16163,0.21720
2007,Lower Secondary Level,Rural regions,Not Working,0.61209,472,765,0.57753,0.64664
2007,Upper Secondary Level,Urban regions,Full Time,0.35881,2294,6486,0.34713,0.37048
2007,Upper Secondary Level,Urban regions,Part Time,0.23233,1586,6486,0.22205,0.24261
2007,Upper Secondary Level,Urban regions,Not Working,0.40886,2606,6486,0.39690,0.42083
2007,Upper Secondary Level,Rural regions,Full Time,0.38943,1449,3838,0.37400,0.40486
2007,Upper Secondary Level,Rural regions,Part Time,0.21587,875,3838,0.20286,0.22889
2007,Upper Secondary Level,Rural regions,Not Working,0.39470,1514,3838,0.37923,0.41016
2007,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.45022,403,875,0.41723,0.48320
2007,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.27295,249,875,0.24342,0.30249
2007,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.27683,223,875,0.24717,0.30649
2007,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.55676,151,292,0.49968,0.61383
2007,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.24558,74,292,0.19613,0.29504
2007,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.19766,67,292,0.15190,0.24342
2007,First Stage of Tertiary Education,Urban regions,Full Time,0.47632,453,945,0.44446,0.50818
2007,First Stage of Tertiary Education,Urban regions,Part Time,0.18073,195,945,0.15618,0.20527
2007,First Stage of Tertiary Education,Urban regions,Not Working,0.34295,297,945,0.31267,0.37323
2007,First Stage of Tertiary Education,Rural regions,Full Time,0.44118,269,589,0.40104,0.48131
2007,First Stage of Tertiary Education,Rural regions,Part Time,0.19623,126,589,0.16413,0.22834
2007,First Stage of Tertiary Education,Rural regions,Not Working,0.36259,194,589,0.32373,0.40145
2007,Second Stage of Tertiary Education,Urban regions,Full Time,0.52611,1658,3114,0.50857,0.54365
2007,Second Stage of Tertiary Education,Urban regions,Part Time,0.21008,669,3114,0.19577,0.22439
2007,Second Stage of Tertiary Education,Urban regions,Not Working,0.26381,787,3114,0.24833,0.27929
2007,Second Stage of Tertiary Education,Rural regions,Full Time,0.46510,636,1275,0.43771,0.49249
2007,Second Stage of Tertiary Education,Rural regions,Part Time,0.21023,277,1275,0.18785,0.23260
2007,Second Stage of Tertiary Education,Rural regions,Not Working,0.32468,362,1275,0.29896,0.35039
2008,Pre-primary Level,Urban regions,Part Time,0.13292,52,370,0.09828,0.16755
2008,Pre-primary Level,Urban regions,Not Working,0.86659,318,370,0.83190,0.90128
2008,Pre-primary Level,Rural regions,Not Working,0.93185,171,171,0.89397,0.96973
2008,Primary Level,Urban regions,Not Working,0.59158,85,85,0.48646,0.69670
2008,Lower Secondary Level,Urban regions,Full Time,0.21319,275,1367,0.19147,0.23491
2008,Lower Secondary Level,Urban regions,Part Time,0.18742,285,1367,0.16673,0.20812
2008,Lower Secondary Level,Urban regions,Not Working,0.59939,807,1367,0.57340,0.62537
2008,Lower Secondary Level,Rural regions,Full Time,0.21140,146,698,0.18109,0.24171
2008,Lower Secondary Level,Rural regions,Part Time,0.18324,122,698,0.15452,0.21196
2008,Lower Secondary Level,Rural regions,Not Working,0.60536,430,698,0.56908,0.64165
2008,Upper Secondary Level,Urban regions,Full Time,0.37532,2210,6110,0.36318,0.38746
2008,Upper Secondary Level,Urban regions,Part Time,0.22619,1467,6110,0.21570,0.23669
2008,Upper Secondary Level,Urban regions,Not Working,0.39848,2433,6110,0.38621,0.41076
2008,Upper Secondary Level,Rural regions,Full Time,0.39246,1395,3624,0.37656,0.40836
2008,Upper Secondary Level,Rural regions,Part Time,0.22465,827,3624,0.21106,0.23824
2008,Upper Secondary Level,Rural regions,Not Working,0.38289,1402,3624,0.36706,0.39872
2008,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.44947,373,814,0.41527,0.48366
2008,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.30622,253,814,0.27453,0.33790
2008,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.24432,188,814,0.21478,0.27385
2008,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.52335,139,277,0.46443,0.58227
2008,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.25732,74,277,0.20574,0.30889
2008,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.21933,64,277,0.17051,0.26815
2008,First Stage of Tertiary Education,Urban regions,Full Time,0.47526,422,876,0.44217,0.50835
2008,First Stage of Tertiary Education,Urban regions,Part Time,0.19338,183,876,0.16721,0.21955
2008,First Stage of Tertiary Education,Urban regions,Not Working,0.33136,271,876,0.30017,0.36255
2008,First Stage of Tertiary Education,Rural regions,Full Time,0.46018,246,539,0.41807,0.50230
2008,First Stage of Tertiary Education,Rural regions,Part Time,0.18739,110,539,0.15442,0.22037
2008,First Stage of Tertiary Education,Rural regions,Not Working,0.35242,183,539,0.31205,0.39279
2008,Second Stage of Tertiary Education,Urban regions,Full Time,0.52987,1553,2979,0.51194,0.54779
2008,Second Stage of Tertiary Education,Urban regions,Part Time,0.20338,633,2979,0.18892,0.21784
2008,Second Stage of Tertiary Education,Urban regions,Not Working,0.26675,793,2979,0.25087,0.28264
2008,Second Stage of Tertiary Education,Rural regions,Full Time,0.46488,593,1213,0.43680,0.49296
2008,Second Stage of Tertiary Education,Rural regions,Part Time,0.22109,261,1213,0.19773,0.24446
2008,Second Stage of Tertiary Education,Rural regions,Not Working,0.31403,359,1213,0.28790,0.34016
2009,Pre-primary Level,Urban regions,Part Time,0.11331,39,357,0.08038,0.14624
2009,Pre-primary Level,Urban regions,Not Working,0.88379,318,357,0.85050,0.91708
2009,Pre-primary Level,Rural regions,Not Working,0.86227,126,126,0.80186,0.92269
2009,Primary Level,Urban regions,Not Working,0.55912,71,71,0.44281,0.67543
2009,Lower Secondary Level,Urban regions,Full Time,0.21034,260,1219,0.18745,0.23323
2009,Lower Secondary Level,Urban regions,Part Time,0.20652,251,1219,0.18378,0.22925
2009,Lower Secondary Level,Urban regions,Not Working,0.58314,708,1219,0.55545,0.61083
2009,Lower Secondary Level,Rural regions,Full Time,0.20023,129,611,0.16847,0.23198
2009,Lower Secondary Level,Rural regions,Part Time,0.19097,112,611,0.15977,0.22216
2009,Lower Secondary Level,Rural regions,Not Working,0.60881,370,611,0.57008,0.64754
2009,Upper Secondary Level,Urban regions,Full Time,0.36980,2013,5604,0.35716,0.38244
2009,Upper Secondary Level,Urban regions,Part Time,0.24367,1395,5604,0.23243,0.25491
2009,Upper Secondary Level,Urban regions,Not Working,0.38653,2196,5604,0.37378,0.39928
2009,Upper Secondary Level,Rural regions,Full Time,0.39494,1339,3460,0.37865,0.41123
2009,Upper Secondary Level,Rural regions,Part Time,0.23388,796,3460,0.21978,0.24799
2009,Upper Secondary Level,Rural regions,Not Working,0.37118,1325,3460,0.35508,0.38728
2009,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.46391,348,736,0.42785,0.49996
2009,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.27680,205,736,0.24445,0.30915
2009,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.25929,183,736,0.22761,0.29098
2009,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.51532,127,259,0.45433,0.57630
2009,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.25949,75,259,0.20600,0.31298
2009,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.22519,57,259,0.17422,0.27616
2009,First Stage of Tertiary Education,Urban regions,Full Time,0.47077,371,808,0.43633,0.50521
2009,First Stage of Tertiary Education,Urban regions,Part Time,0.20618,179,808,0.17827,0.23409
2009,First Stage of Tertiary Education,Urban regions,Not Working,0.32305,258,808,0.29079,0.35532
2009,First Stage of Tertiary Education,Rural regions,Full Time,0.45618,236,523,0.41345,0.49891
2009,First Stage of Tertiary Education,Rural regions,Part Time,0.22556,125,523,0.18971,0.26142
2009,First Stage of Tertiary Education,Rural regions,Not Working,0.31826,162,523,0.27830,0.35822
2009,Second Stage of Tertiary Education,Urban regions,Full Time,0.52535,1448,2827,0.50694,0.54376
2009,Second Stage of Tertiary Education,Urban regions,Part Time,0.22526,638,2827,0.20985,0.24066
2009,Second Stage of Tertiary Education,Urban regions,Not Working,0.24939,741,2827,0.23344,0.26534
2009,Second Stage of Tertiary Education,Rural regions,Full Time,0.48194,602,1208,0.45375,0.51013
2009,Second Stage of Tertiary Education,Rural regions,Part Time,0.22255,250,1208,0.19908,0.24602
2009,Second Stage of Tertiary Education,Rural regions,Not Working,0.29551,356,1208,0.26977,0.32125
2010,Pre-primary Level,Urban regions,Part Time,0.14237,51,479,0.11104,0.17369
2010,Pre-primary Level,Urban regions,Not Working,0.85590,428,479,0.82442,0.88738
2010,Pre-primary Level,Rural regions,Not Working,0.90426,205,205,0.86389,0.94464
2010,Primary Level,Urban regions,Full Time,0.20237,47,252,0.15266,0.25207
2010,Primary Level,Urban regions,Part Time,0.16055,51,252,0.11513,0.20596
2010,Primary Level,Urban regions,Not Working,0.63709,154,252,0.57760,0.69657
2010,Primary Level,Rural regions,Not Working,0.64751,60,60,0.52560,0.76942
2010,Lower Secondary Level,Urban regions,Full Time,0.22883,372,1690,0.20880,0.24887
2010,Lower Secondary Level,Urban regions,Part Time,0.19720,386,1690,0.17823,0.21618
2010,Lower Secondary Level,Urban regions,Not Working,0.57397,932,1690,0.55038,0.59755
2010,Lower Secondary Level,Rural regions,Full Time,0.20892,178,820,0.18107,0.23676
2010,Lower Secondary Level,Rural regions,Part Time,0.21135,175,820,0.18339,0.23931
2010,Lower Secondary Level,Rural regions,Not Working,0.57973,467,820,0.54593,0.61354
2010,Upper Secondary Level,Urban regions,Full Time,0.36564,2574,7119,0.35446,0.37683
2010,Upper Secondary Level,Urban regions,Part Time,0.23776,1930,7119,0.22787,0.24765
2010,Upper Secondary Level,Urban regions,Not Working,0.39660,2615,7119,0.38524,0.40796
2010,Upper Secondary Level,Rural regions,Full Time,0.39902,1743,4633,0.38492,0.41312
2010,Upper Secondary Level,Rural regions,Part Time,0.24228,1315,4633,0.22994,0.25462
2010,Upper Secondary Level,Rural regions,Not Working,0.35870,1575,4633,0.34489,0.37251
2010,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.48988,508,1255,0.46221,0.51755
2010,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.27292,435,1255,0.24826,0.29757
2010,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.23720,312,1255,0.21366,0.26074
2010,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.50512,198,454,0.45908,0.55117
2010,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.24431,146,454,0.20474,0.28388
2010,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.25057,110,454,0.21066,0.29047
2010,First Stage of Tertiary Education,Urban regions,Full Time,0.48943,495,982,0.45815,0.52071
2010,First Stage of Tertiary Education,Urban regions,Part Time,0.18677,209,982,0.16238,0.21115
2010,First Stage of Tertiary Education,Urban regions,Not Working,0.32381,278,982,0.29453,0.35309
2010,First Stage of Tertiary Education,Rural regions,Full Time,0.47013,305,630,0.43113,0.50914
2010,First Stage of Tertiary Education,Rural regions,Part Time,0.22190,159,630,0.18943,0.25437
2010,First Stage of Tertiary Education,Rural regions,Not Working,0.30797,166,630,0.27189,0.34405
2010,Second Stage of Tertiary Education,Urban regions,Full Time,0.52334,1969,3907,0.50768,0.53901
2010,Second Stage of Tertiary Education,Urban regions,Part Time,0.22482,1025,3907,0.21172,0.23791
2010,Second Stage of Tertiary Education,Urban regions,Not Working,0.25184,913,3907,0.23823,0.26545
2010,Second Stage of Tertiary Education,Rural regions,Full Time,0.47310,746,1469,0.44756,0.49864
2010,Second Stage of Tertiary Education,Rural regions,Part Time,0.20781,319,1469,0.18705,0.22856
2010,Second Stage of Tertiary Education,Rural regions,Not Working,0.31909,404,1469,0.29524,0.34293
2011,Pre-primary Level,Urban regions,Part Time,0.11787,65,606,0.09217,0.14356
2011,Pre-primary Level,Urban regions,Not Working,0.86459,541,606,0.83733,0.89186
2011,Pre-primary Level,Rural regions,Not Working,0.88880,258,258,0.85036,0.92723
2011,Primary Level,Urban regions,Full Time,0.19400,56,281,0.14768,0.24032
2011,Primary Level,Urban regions,Part Time,0.21353,62,281,0.16553,0.26153
2011,Primary Level,Urban regions,Not Working,0.59247,163,281,0.53492,0.65003
2011,Primary Level,Rural regions,Not Working,0.62121,77,77,0.51214,0.73027
2011,Lower Secondary Level,Urban regions,Full Time,0.23108,430,1964,0.21243,0.24973
2011,Lower Secondary Level,Urban regions,Part Time,0.19145,447,1964,0.17405,0.20886
2011,Lower Secondary Level,Urban regions,Not Working,0.57747,1087,1964,0.55562,0.59932
2011,Lower Secondary Level,Rural regions,Full Time,0.22710,236,1088,0.20219,0.25200
2011,Lower Secondary Level,Rural regions,Part Time,0.20223,234,1088,0.17836,0.22611
2011,Lower Secondary Level,Rural regions,Not Working,0.57067,618,1088,0.54124,0.60009
2011,Upper Secondary Level,Urban regions,Full Time,0.36236,2833,8299,0.35201,0.37270
2011,Upper Secondary Level,Urban regions,Part Time,0.24158,2336,8299,0.23237,0.25079
2011,Upper Secondary Level,Urban regions,Not Working,0.39606,3130,8299,0.38554,0.40659
2011,Upper Secondary Level,Rural regions,Full Time,0.39801,2038,5604,0.38519,0.41083
2011,Upper Secondary Level,Rural regions,Part Time,0.23719,1600,5604,0.22605,0.24833
2011,Upper Secondary Level,Rural regions,Not Working,0.36480,1966,5604,0.35219,0.37740
2011,Post-secondary Non-tertiary Level,Urban regions,Full Time,0.50032,578,1452,0.47459,0.52605
2011,Post-secondary Non-tertiary Level,Urban regions,Part Time,0.27615,534,1452,0.25314,0.29915
2011,Post-secondary Non-tertiary Level,Urban regions,Not Working,0.22353,340,1452,0.20210,0.24497
2011,Post-secondary Non-tertiary Level,Rural regions,Full Time,0.53802,222,550,0.49631,0.57972
2011,Post-secondary Non-tertiary Level,Rural regions,Part Time,0.24764,200,550,0.21153,0.28375
2011,Post-secondary Non-tertiary Level,Rural regions,Not Working,0.21434,128,550,0.18002,0.24867
2011,First Stage of Tertiary Education,Urban regions,Full Time,0.49515,544,1099,0.46558,0.52473
2011,First Stage of Tertiary Education,Urban regions,Part Time,0.19148,242,1099,0.16821,0.21476
2011,First Stage of Tertiary Education,Urban regions,Not Working,0.31337,313,1099,0.28593,0.34080
2011,First Stage of Tertiary Education,Rural regions,Full Time,0.47908,360,751,0.44333,0.51483
2011,First Stage of Tertiary Education,Rural regions,Part Time,0.21523,191,751,0.18582,0.24465
2011,First Stage of Tertiary Education,Rural regions,Not Working,0.30569,200,751,0.27272,0.33866
2011,Second Stage of Tertiary Education,Urban regions,Full Time,0.52759,2224,4464,0.51294,0.54224
2011,Second Stage of Tertiary Education,Urban regions,Part Time,0.22157,1149,4464,0.20938,0.23375
2011,Second Stage of Tertiary Education,Urban regions,Not Working,0.25084,1091,4464,0.23812,0.26356
2011,Second Stage of Tertiary Education,Rural regions,Full Time,0.48376,871,1748,0.46032,0.50719
2011,Second Stage of Tertiary Education,Rural regions,Part Time,0.20864,397,1748,0.18959,0.22770
2011,Second Stage of Tertiary Education,Rural regions,Not Working,0.30760,480,1748,0.28596,0.32924
2012,Pre-primary Level,Urban regions,Part Time,0.13349,70,614,0.10656,0.16041
2012,Pre-primary Level,Urban regions,Not Working,0.86651,544,614,0.83959,0.89344
2012,Pre-primary Level,Rural regions,Not Working,0.87388,263,263,0.83368,0.91408
2012,Primary Level,Urban regions,Full Time,0.20102,55,258,0.15202,0.25002
2012,Primary Level,Urban regions,Part Time,0.20905,60,258,0.15933,0.25876
2012,Primary Level,Urban regions,Not Working,0.58993,143,258,0.52980,0.65007
2012,Primary Level,Rural regions,Part Time,0.20246,33,103,0.12448,0.28044
2012,Primary Level,Rural regions,Not Working,0.51417,70,103,0.41717,0.61116
2012,Lower Secondary Level,Urban regions,Full Time,0.24314,432,1904,0.22387,0.26241
2012,Lower Secondary Level,Urban regions,Part Time,0.20553,451,1904,0.18738,0.22369
