year,migback,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2001,Indirect migration background,Pre-primary Level,Not Working,0.77864,55,55,0.66791,0.88937
2001,Indirect migration background,Lower Secondary Level,Full Time,0.39976,91,233,0.33672,0.46279
2001,Indirect migration background,Lower Secondary Level,Part Time,0.27850,72,233,0.22081,0.33618
2001,Indirect migration background,Lower Secondary Level,Not Working,0.32175,70,233,0.26164,0.38186
2001,Indirect migration background,Upper Secondary Level,Full Time,0.47199,152,310,0.41633,0.52765
2001,Indirect migration background,Upper Secondary Level,Part Time,0.28472,88,310,0.23440,0.33504
2001,Indirect migration background,Upper Secondary Level,Not Working,0.24329,70,310,0.19545,0.29113
2001,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.62151,35,35,0.45848,0.78454
2002,No migration background,Pre-primary Level,Part Time,0.19156,102,479,0.15628,0.22684
2002,No migration background,Pre-primary Level,Not Working,0.79056,377,479,0.75408,0.82703
2002,No migration background,Primary Level,Not Working,0.50527,41,41,0.35033,0.66021
2002,No migration background,Lower Secondary Level,Full Time,0.18666,399,1983,0.16951,0.20382
2002,No migration background,Lower Secondary Level,Part Time,0.18977,419,1983,0.17251,0.20704
2002,No migration background,Lower Secondary Level,Not Working,0.62356,1165,1983,0.60223,0.64489
2002,No migration background,Upper Secondary Level,Full Time,0.37405,4013,10243,0.36468,0.38342
2002,No migration background,Upper Secondary Level,Part Time,0.22152,2436,10243,0.21348,0.22957
2002,No migration background,Upper Secondary Level,Not Working,0.40442,3794,10243,0.39492,0.41393
2002,No migration background,Post-secondary Non-tertiary Level,Full Time,0.47221,435,886,0.43932,0.50510
2002,No migration background,Post-secondary Non-tertiary Level,Part Time,0.24636,228,886,0.21797,0.27475
2002,No migration background,Post-secondary Non-tertiary Level,Not Working,0.28143,223,886,0.25180,0.31106
2002,No migration background,First Stage of Tertiary Education,Full Time,0.48381,793,1544,0.45888,0.50875
2002,No migration background,First Stage of Tertiary Education,Part Time,0.17738,323,1544,0.15832,0.19644
2002,No migration background,First Stage of Tertiary Education,Not Working,0.33880,428,1544,0.31519,0.36242
2002,No migration background,Second Stage of Tertiary Education,Full Time,0.55816,2472,4100,0.54296,0.57336
2002,No migration background,Second Stage of Tertiary Education,Part Time,0.19018,796,4100,0.17817,0.20219
2002,No migration background,Second Stage of Tertiary Education,Not Working,0.25166,832,4100,0.23837,0.26494
2002,Direct migration background,Pre-primary Level,Not Working,0.91869,47,47,0.83971,0.99768
2002,Direct migration background,Primary Level,Full Time,0.19571,35,189,0.13900,0.25242
2002,Direct migration background,Primary Level,Part Time,0.20016,37,189,0.14296,0.25736
2002,Direct migration background,Primary Level,Not Working,0.60413,117,189,0.53422,0.67404
2002,Direct migration background,Lower Secondary Level,Full Time,0.31200,219,709,0.27787,0.34613
2002,Direct migration background,Lower Secondary Level,Part Time,0.21562,158,709,0.18533,0.24591
2002,Direct migration background,Lower Secondary Level,Not Working,0.47238,332,709,0.43560,0.50915
2002,Direct migration background,Upper Secondary Level,Full Time,0.39719,421,1021,0.36716,0.42722
2002,Direct migration background,Upper Secondary Level,Part Time,0.24396,235,1021,0.21761,0.27032
2002,Direct migration background,Upper Secondary Level,Not Working,0.35884,365,1021,0.32941,0.38828
2002,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.44107,106,243,0.37851,0.50363
2002,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.23270,62,243,0.17946,0.28594
2002,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.32623,75,243,0.26716,0.38530
2002,Direct migration background,First Stage of Tertiary Education,Full Time,0.49517,75,158,0.41696,0.57338
2002,Direct migration background,First Stage of Tertiary Education,Part Time,0.21426,38,158,0.15008,0.27844
2002,Direct migration background,First Stage of Tertiary Education,Not Working,0.29057,45,158,0.21955,0.36159
2002,Direct migration background,Second Stage of Tertiary Education,Full Time,0.42130,194,393,0.37241,0.47018
2002,Direct migration background,Second Stage of Tertiary Education,Part Time,0.23605,95,393,0.19401,0.27809
2002,Direct migration background,Second Stage of Tertiary Education,Not Working,0.34265,104,393,0.29567,0.38964
2002,Indirect migration background,Pre-primary Level,Not Working,0.77335,61,61,0.66741,0.87928
2002,Indirect migration background,Lower Secondary Level,Full Time,0.39261,74,199,0.32459,0.46063
2002,Indirect migration background,Lower Secondary Level,Part Time,0.31366,64,199,0.24903,0.37828
2002,Indirect migration background,Lower Secondary Level,Not Working,0.29373,61,199,0.23029,0.35718
2002,Indirect migration background,Upper Secondary Level,Full Time,0.49111,160,320,0.43625,0.54597
2002,Indirect migration background,Upper Secondary Level,Part Time,0.27056,84,320,0.22180,0.31931
2002,Indirect migration background,Upper Secondary Level,Not Working,0.23834,76,320,0.19158,0.28509
2002,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.74293,46,46,0.61524,0.87062
2003,No migration background,Pre-primary Level,Part Time,0.16654,97,497,0.13375,0.19933
2003,No migration background,Pre-primary Level,Not Working,0.82762,400,497,0.79438,0.86086
2003,No migration background,Primary Level,Not Working,0.57973,50,50,0.44153,0.71794
2003,No migration background,Lower Secondary Level,Full Time,0.18096,394,1889,0.16359,0.19833
2003,No migration background,Lower Secondary Level,Part Time,0.18990,388,1889,0.17220,0.20759
2003,No migration background,Lower Secondary Level,Not Working,0.62914,1107,1889,0.60736,0.65093
2003,No migration background,Upper Secondary Level,Full Time,0.36626,3736,9811,0.35673,0.37580
2003,No migration background,Upper Secondary Level,Part Time,0.21947,2344,9811,0.21128,0.22766
2003,No migration background,Upper Secondary Level,Not Working,0.41426,3731,9811,0.40452,0.42401
2003,No migration background,Post-secondary Non-tertiary Level,Full Time,0.47145,426,883,0.43850,0.50439
2003,No migration background,Post-secondary Non-tertiary Level,Part Time,0.26003,246,883,0.23108,0.28898
2003,No migration background,Post-secondary Non-tertiary Level,Not Working,0.26852,211,883,0.23928,0.29777
2003,No migration background,First Stage of Tertiary Education,Full Time,0.46742,744,1505,0.44220,0.49263
2003,No migration background,First Stage of Tertiary Education,Part Time,0.19238,331,1505,0.17246,0.21231
2003,No migration background,First Stage of Tertiary Education,Not Working,0.34020,430,1505,0.31625,0.36414
2003,No migration background,Second Stage of Tertiary Education,Full Time,0.54165,2285,3921,0.52605,0.55725
2003,No migration background,Second Stage of Tertiary Education,Part Time,0.19858,782,3921,0.18610,0.21107
2003,No migration background,Second Stage of Tertiary Education,Not Working,0.25977,854,3921,0.24604,0.27349
2003,Direct migration background,Pre-primary Level,Not Working,0.87423,43,43,0.77394,0.97451
2003,Direct migration background,Primary Level,Full Time,0.21574,37,145,0.14856,0.28293
2003,Direct migration background,Primary Level,Not Working,0.64932,108,145,0.57138,0.72726
2003,Direct migration background,Lower Secondary Level,Full Time,0.26828,178,659,0.23442,0.30213
2003,Direct migration background,Lower Secondary Level,Part Time,0.23646,162,659,0.20399,0.26893
2003,Direct migration background,Lower Secondary Level,Not Working,0.49526,319,659,0.45706,0.53347
2003,Direct migration background,Upper Secondary Level,Full Time,0.38272,381,969,0.35210,0.41334
2003,Direct migration background,Upper Secondary Level,Part Time,0.26211,243,969,0.23440,0.28981
2003,Direct migration background,Upper Secondary Level,Not Working,0.35517,345,969,0.32502,0.38532
2003,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.42161,98,226,0.35709,0.48614
2003,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.27809,60,226,0.21954,0.33663
2003,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.30030,68,226,0.24040,0.36020
2003,Direct migration background,First Stage of Tertiary Education,Full Time,0.35208,54,142,0.27324,0.43091
2003,Direct migration background,First Stage of Tertiary Education,Part Time,0.26418,40,142,0.19141,0.33696
2003,Direct migration background,First Stage of Tertiary Education,Not Working,0.38374,48,142,0.30347,0.46401
2003,Direct migration background,Second Stage of Tertiary Education,Full Time,0.40472,173,370,0.35463,0.45480
2003,Direct migration background,Second Stage of Tertiary Education,Part Time,0.23846,93,370,0.19498,0.28194
2003,Direct migration background,Second Stage of Tertiary Education,Not Working,0.35682,104,370,0.30794,0.40570
2003,Indirect migration background,Pre-primary Level,Not Working,0.80607,58,58,0.70343,0.90871
2003,Indirect migration background,Lower Secondary Level,Full Time,0.36790,69,186,0.29841,0.43739
2003,Indirect migration background,Lower Secondary Level,Part Time,0.30194,59,186,0.23578,0.36810
2003,Indirect migration background,Lower Secondary Level,Not Working,0.33017,58,186,0.26240,0.39793
2003,Indirect migration background,Upper Secondary Level,Full Time,0.43381,141,326,0.37993,0.48769
2003,Indirect migration background,Upper Secondary Level,Part Time,0.29714,102,326,0.24745,0.34682
2003,Indirect migration background,Upper Secondary Level,Not Working,0.26906,83,326,0.22084,0.31727
2003,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.76181,47,47,0.63871,0.88491
2004,No migration background,Pre-primary Level,Part Time,0.14680,75,495,0.11559,0.17801
2004,No migration background,Pre-primary Level,Not Working,0.84899,420,495,0.81741,0.88056
2004,No migration background,Primary Level,Not Working,0.56838,48,48,0.42677,0.70998
2004,No migration background,Lower Secondary Level,Full Time,0.19746,377,1771,0.17891,0.21601
2004,No migration background,Lower Secondary Level,Part Time,0.18649,353,1771,0.16834,0.20464
2004,No migration background,Lower Secondary Level,Not Working,0.61605,1041,1771,0.59339,0.63871
2004,No migration background,Upper Secondary Level,Full Time,0.35629,3492,9511,0.34667,0.36592
2004,No migration background,Upper Secondary Level,Part Time,0.22054,2302,9511,0.21221,0.22887
2004,No migration background,Upper Secondary Level,Not Working,0.42317,3717,9511,0.41324,0.43310
2004,No migration background,Post-secondary Non-tertiary Level,Full Time,0.44669,415,889,0.41399,0.47939
2004,No migration background,Post-secondary Non-tertiary Level,Part Time,0.29579,269,889,0.26577,0.32581
2004,No migration background,Post-secondary Non-tertiary Level,Not Working,0.25751,205,889,0.22875,0.28627
2004,No migration background,First Stage of Tertiary Education,Full Time,0.46495,725,1460,0.43936,0.49055
2004,No migration background,First Stage of Tertiary Education,Part Time,0.18745,300,1460,0.16743,0.20748
2004,No migration background,First Stage of Tertiary Education,Not Working,0.34760,435,1460,0.32316,0.37203
2004,No migration background,Second Stage of Tertiary Education,Full Time,0.52793,2181,3876,0.51222,0.54365
2004,No migration background,Second Stage of Tertiary Education,Part Time,0.20276,815,3876,0.19010,0.21542
2004,No migration background,Second Stage of Tertiary Education,Not Working,0.26931,880,3876,0.25534,0.28328
2004,Direct migration background,Pre-primary Level,Not Working,0.89036,52,52,0.80462,0.97611
2004,Direct migration background,Primary Level,Not Working,0.61228,101,101,0.51678,0.70778
2004,Direct migration background,Lower Secondary Level,Full Time,0.23480,150,617,0.20133,0.26828
2004,Direct migration background,Lower Secondary Level,Part Time,0.22024,142,617,0.18751,0.25296
2004,Direct migration background,Lower Secondary Level,Not Working,0.54496,325,617,0.50564,0.58429
2004,Direct migration background,Upper Secondary Level,Full Time,0.39265,373,947,0.36153,0.42377
2004,Direct migration background,Upper Secondary Level,Part Time,0.23554,221,947,0.20850,0.26258
2004,Direct migration background,Upper Secondary Level,Not Working,0.37181,353,947,0.34102,0.40261
2004,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.43433,99,222,0.36898,0.49968
2004,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.27833,58,222,0.21924,0.33742
2004,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.28734,65,222,0.22768,0.34701
2004,Direct migration background,First Stage of Tertiary Education,Full Time,0.47326,60,110,0.37953,0.56699
2004,Direct migration background,First Stage of Tertiary Education,Not Working,0.39577,50,110,0.30397,0.48758
2004,Direct migration background,Second Stage of Tertiary Education,Full Time,0.35809,155,358,0.30836,0.40783
2004,Direct migration background,Second Stage of Tertiary Education,Part Time,0.29844,99,358,0.25098,0.34591
2004,Direct migration background,Second Stage of Tertiary Education,Not Working,0.34346,104,358,0.29420,0.39272
2004,Indirect migration background,Pre-primary Level,Not Working,0.95036,74,74,0.90053,1.00018
2004,Indirect migration background,Lower Secondary Level,Full Time,0.37312,69,186,0.30343,0.44282
2004,Indirect migration background,Lower Secondary Level,Part Time,0.28101,57,186,0.21623,0.34578
2004,Indirect migration background,Lower Secondary Level,Not Working,0.34587,60,186,0.27733,0.41441
2004,Indirect migration background,Upper Secondary Level,Full Time,0.44414,135,323,0.38987,0.49841
2004,Indirect migration background,Upper Secondary Level,Part Time,0.34097,113,323,0.28919,0.39275
2004,Indirect migration background,Upper Secondary Level,Not Working,0.21489,75,323,0.17003,0.25976
2004,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.74085,45,45,0.61138,0.87032
2005,No migration background,Pre-primary Level,Part Time,0.13483,77,501,0.10489,0.16477
2005,No migration background,Pre-primary Level,Not Working,0.86131,424,501,0.83101,0.89160
2005,No migration background,Primary Level,Not Working,0.52830,49,49,0.38708,0.66952
2005,No migration background,Lower Secondary Level,Full Time,0.20138,343,1647,0.18201,0.22075
2005,No migration background,Lower Secondary Level,Part Time,0.19148,322,1647,0.17247,0.21049
2005,No migration background,Lower Secondary Level,Not Working,0.60714,982,1647,0.58354,0.63073
2005,No migration background,Upper Secondary Level,Full Time,0.36903,3328,9036,0.35908,0.37898
2005,No migration background,Upper Secondary Level,Part Time,0.22027,2181,9036,0.21173,0.22882
2005,No migration background,Upper Secondary Level,Not Working,0.41069,3527,9036,0.40055,0.42084
2005,No migration background,Post-secondary Non-tertiary Level,Full Time,0.44341,412,870,0.41038,0.47644
2005,No migration background,Post-secondary Non-tertiary Level,Part Time,0.30076,255,870,0.27027,0.33125
2005,No migration background,Post-secondary Non-tertiary Level,Not Working,0.25583,203,870,0.22682,0.28484
2005,No migration background,First Stage of Tertiary Education,Full Time,0.49408,699,1387,0.46775,0.52040
2005,No migration background,First Stage of Tertiary Education,Part Time,0.18148,285,1387,0.16119,0.20177
2005,No migration background,First Stage of Tertiary Education,Not Working,0.32444,403,1387,0.29980,0.34909
2005,No migration background,Second Stage of Tertiary Education,Full Time,0.50989,2036,3758,0.49390,0.52588
2005,No migration background,Second Stage of Tertiary Education,Part Time,0.22313,834,3758,0.20982,0.23644
2005,No migration background,Second Stage of Tertiary Education,Not Working,0.26698,888,3758,0.25283,0.28113
2005,Direct migration background,Pre-primary Level,Not Working,0.87405,47,47,0.77816,0.96993
2005,Direct migration background,Primary Level,Full Time,0.21624,31,130,0.14520,0.28728
2005,Direct migration background,Primary Level,Not Working,0.61058,99,130,0.52644,0.69473
2005,Direct migration background,Lower Secondary Level,Full Time,0.24535,146,567,0.20990,0.28080
2005,Direct migration background,Lower Secondary Level,Part Time,0.24952,129,567,0.21387,0.28517
2005,Direct migration background,Lower Secondary Level,Not Working,0.50512,292,567,0.46393,0.54631
2005,Direct migration background,Upper Secondary Level,Full Time,0.37750,326,874,0.34534,0.40966
2005,Direct migration background,Upper Secondary Level,Part Time,0.25399,218,874,0.22511,0.28286
2005,Direct migration background,Upper Secondary Level,Not Working,0.36851,330,874,0.33651,0.40051
2005,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.48237,96,213,0.41511,0.54964
2005,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.23446,51,213,0.17743,0.29149
2005,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.28317,66,213,0.22252,0.34382
2005,Direct migration background,First Stage of Tertiary Education,Full Time,0.43866,52,132,0.35369,0.52364
2005,Direct migration background,First Stage of Tertiary Education,Part Time,0.26623,35,132,0.19054,0.34191
2005,Direct migration background,First Stage of Tertiary Education,Not Working,0.29511,45,132,0.21701,0.37322
2005,Direct migration background,Second Stage of Tertiary Education,Full Time,0.36855,153,339,0.31712,0.41998
2005,Direct migration background,Second Stage of Tertiary Education,Part Time,0.25485,83,339,0.20839,0.30131
2005,Direct migration background,Second Stage of Tertiary Education,Not Working,0.37660,103,339,0.32495,0.42826
2005,Indirect migration background,Pre-primary Level,Not Working,0.76344,80,80,0.66972,0.85715
2005,Indirect migration background,Lower Secondary Level,Full Time,0.37679,63,177,0.30520,0.44838
2005,Indirect migration background,Lower Secondary Level,Part Time,0.27335,44,177,0.20751,0.33920
2005,Indirect migration background,Lower Secondary Level,Not Working,0.34986,70,177,0.27939,0.42032
2005,Indirect migration background,Upper Secondary Level,Full Time,0.47918,157,337,0.42576,0.53260
2005,Indirect migration background,Upper Secondary Level,Part Time,0.32204,104,337,0.27208,0.37200
2005,Indirect migration background,Upper Secondary Level,Not Working,0.19878,76,337,0.15610,0.24145
2005,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.66599,47,47,0.52969,0.80228
2006,No migration background,Pre-primary Level,Part Time,0.10294,50,509,0.07652,0.12937
2006,No migration background,Pre-primary Level,Not Working,0.88532,459,509,0.85761,0.91302
2006,No migration background,Primary Level,Full Time,0.39843,32,77,0.28836,0.50850
2006,No migration background,Primary Level,Not Working,0.45326,45,77,0.34133,0.56518
2006,No migration background,Lower Secondary Level,Full Time,0.17408,318,1807,0.15659,0.19157
2006,No migration background,Lower Secondary Level,Part Time,0.17450,336,1807,0.15700,0.19201
2006,No migration background,Lower Secondary Level,Not Working,0.65142,1153,1807,0.62944,0.67340
2006,No migration background,Upper Secondary Level,Full Time,0.35696,3489,9842,0.34750,0.36643
2006,No migration background,Upper Secondary Level,Part Time,0.22256,2322,9842,0.21434,0.23078
2006,No migration background,Upper Secondary Level,Not Working,0.42047,4031,9842,0.41072,0.43023
2006,No migration background,Post-secondary Non-tertiary Level,Full Time,0.45427,442,943,0.42248,0.48607
2006,No migration background,Post-secondary Non-tertiary Level,Part Time,0.29387,278,943,0.26478,0.32296
2006,No migration background,Post-secondary Non-tertiary Level,Not Working,0.25186,223,943,0.22414,0.27958
2006,No migration background,First Stage of Tertiary Education,Full Time,0.49857,720,1466,0.47296,0.52417
2006,No migration background,First Stage of Tertiary Education,Part Time,0.17515,290,1466,0.15569,0.19461
2006,No migration background,First Stage of Tertiary Education,Not Working,0.32628,456,1466,0.30228,0.35029
2006,No migration background,Second Stage of Tertiary Education,Full Time,0.52557,2230,4135,0.51035,0.54079
2006,No migration background,Second Stage of Tertiary Education,Part Time,0.20329,868,4135,0.19102,0.21556
2006,No migration background,Second Stage of Tertiary Education,Not Working,0.27114,1037,4135,0.25759,0.28469
2006,Direct migration background,Pre-primary Level,Not Working,0.89950,34,34,0.79692,1.00209
2006,Direct migration background,Primary Level,Not Working,0.70589,100,100,0.61614,0.79565
2006,Direct migration background,Lower Secondary Level,Full Time,0.27069,136,545,0.23335,0.30803
2006,Direct migration background,Lower Secondary Level,Part Time,0.18435,118,545,0.15177,0.21694
2006,Direct migration background,Lower Secondary Level,Not Working,0.54496,291,545,0.50311,0.58680
2006,Direct migration background,Upper Secondary Level,Full Time,0.37209,332,897,0.34044,0.40374
2006,Direct migration background,Upper Secondary Level,Part Time,0.25381,219,897,0.22531,0.28231
2006,Direct migration background,Upper Secondary Level,Not Working,0.37410,346,897,0.34242,0.40579
2006,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.43757,96,218,0.37156,0.50357
2006,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.26663,58,218,0.20780,0.32547
2006,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.29580,64,218,0.23507,0.35652
2006,Direct migration background,First Stage of Tertiary Education,Full Time,0.43506,54,142,0.35322,0.51689
2006,Direct migration background,First Stage of Tertiary Education,Part Time,0.22886,39,142,0.15952,0.29820
2006,Direct migration background,First Stage of Tertiary Education,Not Working,0.33609,49,142,0.25812,0.41406
2006,Direct migration background,Second Stage of Tertiary Education,Full Time,0.34483,154,366,0.29607,0.39360
2006,Direct migration background,Second Stage of Tertiary Education,Part Time,0.26488,93,366,0.21961,0.31015
2006,Direct migration background,Second Stage of Tertiary Education,Not Working,0.39029,119,366,0.34024,0.44034
2006,Indirect migration background,Pre-primary Level,Not Working,0.85820,78,78,0.78028,0.93612
2006,Indirect migration background,Lower Secondary Level,Full Time,0.32024,55,183,0.25245,0.38802
2006,Indirect migration background,Lower Secondary Level,Part Time,0.30981,51,183,0.24263,0.37699
2006,Indirect migration background,Lower Secondary Level,Not Working,0.36996,77,183,0.29981,0.44010
2006,Indirect migration background,Upper Secondary Level,Full Time,0.47685,158,348,0.42429,0.52940
2006,Indirect migration background,Upper Secondary Level,Part Time,0.28030,101,348,0.23304,0.32756
2006,Indirect migration background,Upper Secondary Level,Not Working,0.24285,89,348,0.19773,0.28797
2006,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.72111,51,51,0.59681,0.84542
2007,No migration background,Pre-primary Level,Part Time,0.08443,43,505,0.06016,0.10870
2007,No migration background,Pre-primary Level,Not Working,0.91557,462,505,0.89130,0.93984
2007,No migration background,Primary Level,Not Working,0.54611,47,47,0.40224,0.68999
2007,No migration background,Lower Secondary Level,Full Time,0.17484,285,1613,0.15630,0.19338
2007,No migration background,Lower Secondary Level,Part Time,0.17511,290,1613,0.15656,0.19367
2007,No migration background,Lower Secondary Level,Not Working,0.65005,1038,1613,0.62676,0.67333
2007,No migration background,Upper Secondary Level,Full Time,0.36584,3294,9197,0.35600,0.37569
2007,No migration background,Upper Secondary Level,Part Time,0.21768,2153,9197,0.20924,0.22611
2007,No migration background,Upper Secondary Level,Not Working,0.41648,3750,9197,0.40640,0.42656
2007,No migration background,Post-secondary Non-tertiary Level,Full Time,0.48380,440,911,0.45133,0.51627
2007,No migration background,Post-secondary Non-tertiary Level,Part Time,0.26226,251,911,0.23368,0.29084
2007,No migration background,Post-secondary Non-tertiary Level,Not Working,0.25394,220,911,0.22566,0.28222
2007,No migration background,First Stage of Tertiary Education,Full Time,0.47591,656,1370,0.44945,0.50236
2007,No migration background,First Stage of Tertiary Education,Part Time,0.17202,274,1370,0.15203,0.19201
2007,No migration background,First Stage of Tertiary Education,Not Working,0.35207,440,1370,0.32677,0.37737
2007,No migration background,Second Stage of Tertiary Education,Full Time,0.52645,2088,3960,0.51090,0.54200
2007,No migration background,Second Stage of Tertiary Education,Part Time,0.20302,840,3960,0.19049,0.21555
2007,No migration background,Second Stage of Tertiary Education,Not Working,0.27054,1032,3960,0.25670,0.28437
2007,Direct migration background,Primary Level,Not Working,0.69045,85,85,0.59158,0.78932
2007,Direct migration background,Lower Secondary Level,Full Time,0.24494,106,477,0.20630,0.28357
2007,Direct migration background,Lower Secondary Level,Part Time,0.21800,118,477,0.18091,0.25509
2007,Direct migration background,Lower Secondary Level,Not Working,0.53706,253,477,0.49227,0.58186
2007,Direct migration background,Upper Secondary Level,Full Time,0.36583,293,799,0.33241,0.39925
2007,Direct migration background,Upper Secondary Level,Part Time,0.28433,213,799,0.25303,0.31562
2007,Direct migration background,Upper Secondary Level,Not Working,0.34984,293,799,0.31675,0.38293
2007,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.45449,91,205,0.38616,0.52282
2007,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.26653,55,205,0.20586,0.32721
2007,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.27898,59,205,0.21743,0.34053
2007,Direct migration background,First Stage of Tertiary Education,Full Time,0.30324,40,126,0.22266,0.38383
2007,Direct migration background,First Stage of Tertiary Education,Part Time,0.30352,39,126,0.22292,0.38413
2007,Direct migration background,First Stage of Tertiary Education,Not Working,0.39323,47,126,0.30760,0.47886
2007,Direct migration background,Second Stage of Tertiary Education,Full Time,0.35371,149,344,0.30311,0.40431
2007,Direct migration background,Second Stage of Tertiary Education,Part Time,0.26129,89,344,0.21479,0.30778
2007,Direct migration background,Second Stage of Tertiary Education,Not Working,0.38500,106,344,0.33351,0.43650
2007,Indirect migration background,Pre-primary Level,Not Working,0.85376,88,88,0.77951,0.92801
2007,Indirect migration background,Lower Secondary Level,Full Time,0.30014,47,166,0.23021,0.37007
2007,Indirect migration background,Lower Secondary Level,Part Time,0.31500,50,166,0.24412,0.38588
2007,Indirect migration background,Lower Secondary Level,Not Working,0.38486,69,166,0.31062,0.45910
2007,Indirect migration background,Upper Secondary Level,Full Time,0.46342,156,328,0.40937,0.51747
2007,Indirect migration background,Upper Secondary Level,Part Time,0.28924,95,328,0.24009,0.33838
2007,Indirect migration background,Upper Secondary Level,Not Working,0.24735,77,328,0.20058,0.29411
2007,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.70023,57,57,0.58023,0.82023
2008,No migration background,Pre-primary Level,Part Time,0.12084,56,441,0.09038,0.15129
2008,No migration background,Pre-primary Level,Not Working,0.87871,385,441,0.84820,0.90921
2008,No migration background,Primary Level,Not Working,0.54299,42,42,0.39051,0.69547
2008,No migration background,Lower Secondary Level,Full Time,0.18582,269,1467,0.16591,0.20573
2008,No migration background,Lower Secondary Level,Part Time,0.16921,259,1467,0.15002,0.18841
2008,No migration background,Lower Secondary Level,Not Working,0.64497,939,1467,0.62047,0.66946
2008,No migration background,Upper Secondary Level,Full Time,0.37678,3184,8700,0.36660,0.38696
2008,No migration background,Upper Secondary Level,Part Time,0.21612,2009,8700,0.20747,0.22477
2008,No migration background,Upper Secondary Level,Not Working,0.40710,3507,8700,0.39677,0.41742
2008,No migration background,Post-secondary Non-tertiary Level,Full Time,0.48717,415,859,0.45372,0.52061
2008,No migration background,Post-secondary Non-tertiary Level,Part Time,0.28197,254,859,0.25186,0.31208
2008,No migration background,Post-secondary Non-tertiary Level,Not Working,0.23086,190,859,0.20267,0.25906
2008,No migration background,First Stage of Tertiary Education,Full Time,0.47552,605,1266,0.44800,0.50305
2008,No migration background,First Stage of Tertiary Education,Part Time,0.18438,252,1266,0.16301,0.20576
2008,No migration background,First Stage of Tertiary Education,Not Working,0.34009,409,1266,0.31398,0.36620
2008,No migration background,Second Stage of Tertiary Education,Full Time,0.52719,1958,3794,0.51130,0.54308
2008,No migration background,Second Stage of Tertiary Education,Part Time,0.19951,793,3794,0.18679,0.21223
2008,No migration background,Second Stage of Tertiary Education,Not Working,0.27330,1043,3794,0.25911,0.28748
2008,Direct migration background,Primary Level,Not Working,0.64303,68,68,0.52831,0.75775
2008,Direct migration background,Lower Secondary Level,Full Time,0.24900,98,429,0.20804,0.28997
2008,Direct migration background,Lower Secondary Level,Part Time,0.20544,96,429,0.16716,0.24372
2008,Direct migration background,Lower Secondary Level,Not Working,0.54556,235,429,0.49838,0.59273
2008,Direct migration background,Upper Secondary Level,Full Time,0.37646,263,714,0.34090,0.41202
2008,Direct migration background,Upper Secondary Level,Part Time,0.27359,182,714,0.24087,0.30631
2008,Direct migration background,Upper Secondary Level,Not Working,0.34995,269,714,0.31494,0.38496
2008,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.39800,79,191,0.32840,0.46760
2008,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.32934,58,191,0.26251,0.39617
2008,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.27266,54,191,0.20934,0.33598
2008,Direct migration background,First Stage of Tertiary Education,Full Time,0.36587,39,113,0.27666,0.45507
2008,Direct migration background,First Stage of Tertiary Education,Part Time,0.26937,34,113,0.18720,0.35153
2008,Direct migration background,First Stage of Tertiary Education,Not Working,0.36477,40,113,0.27562,0.45392
2008,Direct migration background,Second Stage of Tertiary Education,Full Time,0.34856,129,313,0.29568,0.40143
2008,Direct migration background,Second Stage of Tertiary Education,Part Time,0.27718,83,313,0.22751,0.32685
2008,Direct migration background,Second Stage of Tertiary Education,Not Working,0.37426,101,313,0.32056,0.42796
2008,Indirect migration background,Pre-primary Level,Not Working,0.90297,91,91,0.84181,0.96412
2008,Indirect migration background,Lower Secondary Level,Full Time,0.34475,54,169,0.27288,0.41662
2008,Indirect migration background,Lower Secondary Level,Part Time,0.28001,52,169,0.21211,0.34791
2008,Indirect migration background,Lower Secondary Level,Not Working,0.37524,63,169,0.30202,0.44846
2008,Indirect migration background,Upper Secondary Level,Full Time,0.48587,158,320,0.43103,0.54072
