"e11103","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"nicht erwerbstätig","2004","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","Hauptschule","kein Migrationshintergrund","3510","0.556886198556897","0.544823853524998","0.568948543588796"
"nicht erwerbstätig","2004","Hauptschule","direkter Migrationshintergrund","579","0.457833328187293","0.430739920874871","0.484926735499715"
"nicht erwerbstätig","2004","Hauptschule","indirekter Migrationshintergrund","71","0.301556793663677","0.245664965372448","0.357448621954907"
"nicht erwerbstätig","2004","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","Realschule","kein Migrationshintergrund","1317","0.277947846391727","0.265793814177567","0.290101878605887"
"nicht erwerbstätig","2004","Realschule","direkter Migrationshintergrund","72","0.340579006319541","0.275547572563457","0.405610440075624"
"nicht erwerbstätig","2004","Realschule","indirekter Migrationshintergrund","41","0.187717376270183","0.133599728411981","0.241835024128385"
"nicht erwerbstätig","2004","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","(Fach-)Abitur","kein Migrationshintergrund","566","0.328443136273661","0.307105495673845","0.349780776873477"
"nicht erwerbstätig","2004","(Fach-)Abitur","direkter Migrationshintergrund","127","0.321069564729326","0.275026762054641","0.367112367404012"
"nicht erwerbstätig","2004","(Fach-)Abitur","indirekter Migrationshintergrund","44","0.285491544784857","0.211206014085652","0.359777075484063"
"nicht erwerbstätig","2004","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2004","AkademikerIn","kein Migrationshintergrund","880","0.269280076982565","0.255315306814665","0.283244847150465"
"nicht erwerbstätig","2004","AkademikerIn","direkter Migrationshintergrund","104","0.343396827695918","0.294209162822044","0.392584492569793"
"nicht erwerbstätig","2004","AkademikerIn","indirekter Migrationshintergrund","6","","",""
"nicht erwerbstätig","2004","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2005","(noch) kein Abschluss","kein Migrationshintergrund","23","","",""
"Vollzeit","2005","(noch) kein Abschluss","direkter Migrationshintergrund","32","0.146709876191254","0.0999563054192055","0.193463446963303"
"Vollzeit","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Vollzeit","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2005","Hauptschule","kein Migrationshintergrund","1656","0.272461143797385","0.261305664138691","0.283616623456078"
"Vollzeit","2005","Hauptschule","direkter Migrationshintergrund","400","0.329101646100758","0.302393081143758","0.355810211057758"
"Vollzeit","2005","Hauptschule","indirekter Migrationshintergrund","113","0.386973289441831","0.328109202723787","0.445837376159875"
"Vollzeit","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2005","Realschule","kein Migrationshintergrund","2399","0.482164420500901","0.46830449705858","0.496024343943222"
"Vollzeit","2005","Realschule","direkter Migrationshintergrund","69","0.345729611655313","0.279315265774443","0.412143957536182"
"Vollzeit","2005","Realschule","indirekter Migrationshintergrund","98","0.566059519274733","0.496674424261805","0.63544461428766"
"Vollzeit","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2005","(Fach-)Abitur","kein Migrationshintergrund","692","0.391514512074333","0.368852770333943","0.414176253814723"
"Vollzeit","2005","(Fach-)Abitur","direkter Migrationshintergrund","144","0.438303661044543","0.387882253302855","0.48872506878623"
"Vollzeit","2005","(Fach-)Abitur","indirekter Migrationshintergrund","50","0.336075458640319","0.258382496470972","0.413768420809666"
"Vollzeit","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2005","AkademikerIn","kein Migrationshintergrund","2035","0.509800079407833","0.493817154066334","0.525783004749332"
"Vollzeit","2005","AkademikerIn","direkter Migrationshintergrund","153","0.368658270493475","0.317302117923128","0.420014423063822"
"Vollzeit","2005","AkademikerIn","indirekter Migrationshintergrund","47","0.665903030520909","0.554610681394996","0.777195379646822"
"Vollzeit","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","(noch) kein Abschluss","kein Migrationshintergrund","94","0.127712064968062","0.100734339907721","0.154689790028402"
"Teilzeit","2005","(noch) kein Abschluss","direkter Migrationshintergrund","30","0.166545664603977","0.117314022519513","0.215777306688442"
"Teilzeit","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","14","","",""
"Teilzeit","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","Hauptschule","kein Migrationshintergrund","1099","0.175205362141724","0.165680592617287","0.18473013166616"
"Teilzeit","2005","Hauptschule","direkter Migrationshintergrund","264","0.237671069135927","0.213476576207847","0.261865562064006"
"Teilzeit","2005","Hauptschule","indirekter Migrationshintergrund","72","0.332604464452534","0.275663357917328","0.389545570987739"
"Teilzeit","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","Realschule","kein Migrationshintergrund","1361","0.251681933233354","0.239644429248537","0.263719437218171"
"Teilzeit","2005","Realschule","direkter Migrationshintergrund","58","0.300423426645196","0.23640580954188","0.364441043748511"
"Teilzeit","2005","Realschule","indirekter Migrationshintergrund","55","0.253836481684588","0.192908880318168","0.314764083051008"
"Teilzeit","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","(Fach-)Abitur","kein Migrationshintergrund","572","0.306299727661276","0.284897771063081","0.327701684259471"
"Teilzeit","2005","(Fach-)Abitur","direkter Migrationshintergrund","105","0.26485338618403","0.22001330744278","0.30969346492528"
"Teilzeit","2005","(Fach-)Abitur","indirekter Migrationshintergrund","47","0.353119557877727","0.274509735446177","0.431729380309277"
"Teilzeit","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2005","AkademikerIn","kein Migrationshintergrund","835","0.223319598108322","0.210004195719179","0.236635000497464"
"Teilzeit","2005","AkademikerIn","direkter Migrationshintergrund","83","0.254879847820548","0.208489337914235","0.301270357726862"
"Teilzeit","2005","AkademikerIn","indirekter Migrationshintergrund","14","","",""
"Teilzeit","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","(noch) kein Abschluss","kein Migrationshintergrund","471","0.79015440560728","0.757241567098593","0.823067244115968"
"nicht erwerbstätig","2005","(noch) kein Abschluss","direkter Migrationshintergrund","158","0.686744459204768","0.625455292962332","0.748033625447205"
"nicht erwerbstätig","2005","(noch) kein Abschluss","indirekter Migrationshintergrund","80","0.690472026171095","0.598472578415102","0.782471473927089"
"nicht erwerbstätig","2005","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","Hauptschule","kein Migrationshintergrund","3364","0.552333494060892","0.539874417474195","0.564792570647589"
"nicht erwerbstätig","2005","Hauptschule","direkter Migrationshintergrund","525","0.433227284763316","0.40506165076122","0.461392918765411"
"nicht erwerbstätig","2005","Hauptschule","indirekter Migrationshintergrund","78","0.280422246105635","0.226132812244985","0.334711679966286"
"nicht erwerbstätig","2005","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","Realschule","kein Migrationshintergrund","1233","0.266153646265745","0.253895181347883","0.278412111183608"
"nicht erwerbstätig","2005","Realschule","direkter Migrationshintergrund","70","0.353846961699492","0.287075572989336","0.420618350409647"
"nicht erwerbstätig","2005","Realschule","indirekter Migrationshintergrund","43","0.18010399904068","0.126306620039649","0.23390137804171"
"nicht erwerbstätig","2005","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","(Fach-)Abitur","kein Migrationshintergrund","518","0.30218576026439","0.280865075319582","0.323506445209199"
"nicht erwerbstätig","2005","(Fach-)Abitur","direkter Migrationshintergrund","123","0.296842952771428","0.250416429775144","0.343269475767711"
"nicht erwerbstätig","2005","(Fach-)Abitur","indirekter Migrationshintergrund","45","0.310804983481954","0.234681444589977","0.386928522373931"
"nicht erwerbstätig","2005","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2005","AkademikerIn","kein Migrationshintergrund","888","0.266880322483845","0.252738173170095","0.281022471797596"
"nicht erwerbstätig","2005","AkademikerIn","direkter Migrationshintergrund","103","0.376461881685977","0.324886761311964","0.42803700205999"
"nicht erwerbstätig","2005","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"nicht erwerbstätig","2005","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2006","(noch) kein Abschluss","kein Migrationshintergrund","33","0.104326750553111","0.0800487964061296","0.128604704700093"
"Vollzeit","2006","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Vollzeit","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Vollzeit","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2006","Hauptschule","kein Migrationshintergrund","1746","0.263836476159789","0.253283735724251","0.274389216595327"
"Vollzeit","2006","Hauptschule","direkter Migrationshintergrund","395","0.342750178828517","0.31558871522691","0.369911642430124"
"Vollzeit","2006","Hauptschule","indirekter Migrationshintergrund","103","0.397372239909353","0.338004411089424","0.456740068729281"
"Vollzeit","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2006","Realschule","kein Migrationshintergrund","2452","0.458133011740306","0.444815588168854","0.471450435311759"
"Vollzeit","2006","Realschule","direkter Migrationshintergrund","71","0.384014174402939","0.316440032467649","0.451588316338228"
"Vollzeit","2006","Realschule","indirekter Migrationshintergrund","96","0.509827710919751","0.441562320674776","0.578093101164727"
"Vollzeit","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2006","(Fach-)Abitur","kein Migrationshintergrund","724","0.389419616139351","0.367517052294003","0.411322179984699"
"Vollzeit","2006","(Fach-)Abitur","direkter Migrationshintergrund","147","0.390382738483365","0.342635326624698","0.438130150342033"
"Vollzeit","2006","(Fach-)Abitur","indirekter Migrationshintergrund","59","0.382801291903057","0.305273249349163","0.460329334456952"
"Vollzeit","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2006","AkademikerIn","kein Migrationshintergrund","2229","0.525469556044667","0.510249503423357","0.540689608665977"
"Vollzeit","2006","AkademikerIn","direkter Migrationshintergrund","154","0.345576260175529","0.296856064800862","0.394296455550195"
"Vollzeit","2006","AkademikerIn","indirekter Migrationshintergrund","51","0.715920016319179","0.614530310130701","0.817309722507656"
"Vollzeit","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","(noch) kein Abschluss","kein Migrationshintergrund","65","0.102443502777652","0.0783603937379255","0.126526611817379"
"Teilzeit","2006","(noch) kein Abschluss","direkter Migrationshintergrund","23","","",""
"Teilzeit","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","12","","",""
"Teilzeit","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","Hauptschule","kein Migrationshintergrund","1166","0.171120126319592","0.162102192724231","0.180138059914952"
"Teilzeit","2006","Hauptschule","direkter Migrationshintergrund","243","0.19760022763233","0.174813172471073","0.220387282793587"
"Teilzeit","2006","Hauptschule","indirekter Migrationshintergrund","74","0.298075894892617","0.242583132520408","0.353568657264826"
"Teilzeit","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","Realschule","kein Migrationshintergrund","1457","0.252865266217079","0.241247513576857","0.264483018857302"
"Teilzeit","2006","Realschule","direkter Migrationshintergrund","69","0.330871117164517","0.265496995041546","0.396245239287488"
"Teilzeit","2006","Realschule","indirekter Migrationshintergrund","60","0.260247563468224","0.200330431211367","0.320164695725081"
"Teilzeit","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","(Fach-)Abitur","kein Migrationshintergrund","589","0.3003862772278","0.279794974523698","0.320977579931901"
"Teilzeit","2006","(Fach-)Abitur","direkter Migrationshintergrund","114","0.272781915499313","0.229188988796494","0.316374842202132"
"Teilzeit","2006","(Fach-)Abitur","indirekter Migrationshintergrund","45","0.36068798560342","0.284096253942798","0.437279717264041"
"Teilzeit","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2006","AkademikerIn","kein Migrationshintergrund","869","0.203437211136922","0.191167466101971","0.215706956171874"
"Teilzeit","2006","AkademikerIn","direkter Migrationshintergrund","93","0.265741317600598","0.220486831695281","0.310995803505915"
"Teilzeit","2006","AkademikerIn","indirekter Migrationshintergrund","17","","",""
"Teilzeit","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","(noch) kein Abschluss","kein Migrationshintergrund","511","0.793229746669236","0.761064789997355","0.825394703341117"
"nicht erwerbstätig","2006","(noch) kein Abschluss","direkter Migrationshintergrund","145","0.74947758932488","0.687701586293772","0.811253592355989"
"nicht erwerbstätig","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","81","0.770616191816622","0.686071424615221","0.855160959018023"
"nicht erwerbstätig","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","Hauptschule","kein Migrationshintergrund","3788","0.56504339752062","0.553172746001647","0.576914049039593"
"nicht erwerbstätig","2006","Hauptschule","direkter Migrationshintergrund","535","0.459649593539153","0.431129544599863","0.488169642478443"
"nicht erwerbstätig","2006","Hauptschule","indirekter Migrationshintergrund","84","0.30455186519803","0.248718880796473","0.360384849599587"
"nicht erwerbstätig","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","Realschule","kein Migrationshintergrund","1468","0.289001722042614","0.276885630039072","0.301117814046157"
"nicht erwerbstätig","2006","Realschule","direkter Migrationshintergrund","59","0.285114708432545","0.222388426636615","0.347840990228475"
"nicht erwerbstätig","2006","Realschule","indirekter Migrationshintergrund","50","0.229924725612025","0.172463629143846","0.287385822080204"
"nicht erwerbstätig","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","(Fach-)Abitur","kein Migrationshintergrund","591","0.310194106632849","0.289416532504329","0.33097168076137"
"nicht erwerbstätig","2006","(Fach-)Abitur","direkter Migrationshintergrund","140","0.336835346017322","0.290576433473786","0.383094258560857"
"nicht erwerbstätig","2006","(Fach-)Abitur","indirekter Migrationshintergrund","47","0.256510722493523","0.186856133473252","0.326165311513794"
"nicht erwerbstätig","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2006","AkademikerIn","kein Migrationshintergrund","1037","0.271093232818411","0.257544282087956","0.284642183548865"
"nicht erwerbstätig","2006","AkademikerIn","direkter Migrationshintergrund","119","0.388682422223873","0.338743583344958","0.438621261102789"
"nicht erwerbstätig","2006","AkademikerIn","indirekter Migrationshintergrund","8","","",""
"nicht erwerbstätig","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2007","(noch) kein Abschluss","kein Migrationshintergrund","22","","",""
"Vollzeit","2007","(noch) kein Abschluss","direkter Migrationshintergrund","17","","",""
"Vollzeit","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Vollzeit","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2007","Hauptschule","kein Migrationshintergrund","1579","0.263943969760764","0.252872071693966","0.275015867827562"
"Vollzeit","2007","Hauptschule","direkter Migrationshintergrund","332","0.327093955291911","0.298414889009991","0.355773021573832"
"Vollzeit","2007","Hauptschule","indirekter Migrationshintergrund","108","0.419670275671001","0.35787481676989","0.481465734572112"
"Vollzeit","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2007","Realschule","kein Migrationshintergrund","2313","0.464960964525649","0.451218209225862","0.478703719825437"
"Vollzeit","2007","Realschule","direkter Migrationshintergrund","64","0.374618729023695","0.303909025403583","0.445328432643808"
"Vollzeit","2007","Realschule","indirekter Migrationshintergrund","92","0.437813696558571","0.368180619383634","0.507446773733508"
"Vollzeit","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2007","(Fach-)Abitur","kein Migrationshintergrund","723","0.407616827232997","0.385243128278348","0.429990526187647"
"Vollzeit","2007","(Fach-)Abitur","direkter Migrationshintergrund","128","0.363136325913872","0.314267184641923","0.412005467185821"
"Vollzeit","2007","(Fach-)Abitur","indirekter Migrationshintergrund","48","0.352257704339611","0.272270745348337","0.432244663330885"
"Vollzeit","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2007","AkademikerIn","kein Migrationshintergrund","2088","0.526279377948862","0.510727966211693","0.54183078968603"
"Vollzeit","2007","AkademikerIn","direkter Migrationshintergrund","149","0.353583483118925","0.303062583315309","0.40410438292254"
"Vollzeit","2007","AkademikerIn","indirekter Migrationshintergrund","57","0.703663052644749","0.606586598755937","0.800739506533562"
"Vollzeit","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","(noch) kein Abschluss","kein Migrationshintergrund","62","0.0978709511162416","0.0737923420252485","0.121949560207235"
"Teilzeit","2007","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Teilzeit","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Teilzeit","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","Hauptschule","kein Migrationshintergrund","1036","0.166652032672246","0.157290881321827","0.176013184022665"
"Teilzeit","2007","Hauptschule","direkter Migrationshintergrund","238","0.237744449620801","0.211721469813883","0.263767429427719"
"Teilzeit","2007","Hauptschule","indirekter Migrationshintergrund","70","0.306814852406859","0.24906806041356","0.364561644400158"
"Teilzeit","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","Realschule","kein Migrationshintergrund","1349","0.243888482409275","0.232056394027256","0.255720570791295"
"Teilzeit","2007","Realschule","direkter Migrationshintergrund","59","0.267863309929295","0.203169230155112","0.332557389703477"
"Teilzeit","2007","Realschule","indirekter Migrationshintergrund","54","0.291157039463566","0.227393935807343","0.354920143119788"
"Teilzeit","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","(Fach-)Abitur","kein Migrationshintergrund","564","0.288841242075376","0.268205349201534","0.309477134949218"
"Teilzeit","2007","(Fach-)Abitur","direkter Migrationshintergrund","117","0.316575176962088","0.269307917290113","0.363842436634063"
"Teilzeit","2007","(Fach-)Abitur","indirekter Migrationshintergrund","43","0.300955426786885","0.22415010179422","0.377760751779551"
"Teilzeit","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2007","AkademikerIn","kein Migrationshintergrund","840","0.203094360109688","0.190564307919319","0.215624412300058"
"Teilzeit","2007","AkademikerIn","direkter Migrationshintergrund","89","0.261926454851461","0.215463334595071","0.308389575107851"
"Teilzeit","2007","AkademikerIn","indirekter Migrationshintergrund","17","","",""
"Teilzeit","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","(noch) kein Abschluss","kein Migrationshintergrund","501","0.834358893281989","0.804233642604556","0.864484143959421"
"nicht erwerbstätig","2007","(noch) kein Abschluss","direkter Migrationshintergrund","119","0.732961138947356","0.663757971454417","0.802164306440296"
"nicht erwerbstätig","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","90","0.751801026156944","0.667557050878038","0.83604500143585"
"nicht erwerbstätig","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","Hauptschule","kein Migrationshintergrund","3473","0.56940399756699","0.556965840925367","0.581842154208614"
"nicht erwerbstätig","2007","Hauptschule","direkter Migrationshintergrund","458","0.435161595087288","0.404854876060815","0.46546831411376"
"nicht erwerbstätig","2007","Hauptschule","indirekter Migrationshintergrund","67","0.27351487192214","0.217697564117964","0.329332179726316"
"nicht erwerbstätig","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","Realschule","kein Migrationshintergrund","1398","0.291150553065075","0.278633311178543","0.303667794951608"
"nicht erwerbstätig","2007","Realschule","direkter Migrationshintergrund","57","0.35751796104701","0.28750293310483","0.42753298898919"
"nicht erwerbstätig","2007","Realschule","indirekter Migrationshintergrund","49","0.271029263977864","0.208642289393735","0.333416238561992"
"nicht erwerbstätig","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","(Fach-)Abitur","kein Migrationshintergrund","566","0.303541930691627","0.282607207890593","0.324476653492661"
"nicht erwerbstätig","2007","(Fach-)Abitur","direkter Migrationshintergrund","127","0.32028849712404","0.272874168905571","0.367702825342509"
"nicht erwerbstätig","2007","(Fach-)Abitur","indirekter Migrationshintergrund","46","0.346786868873504","0.267089023038944","0.426484714708063"
"nicht erwerbstätig","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2007","AkademikerIn","kein Migrationshintergrund","1032","0.27062626194145","0.256788669713929","0.284463854168971"
"nicht erwerbstätig","2007","AkademikerIn","direkter Migrationshintergrund","106","0.384490062029614","0.333082268500157","0.435897855559071"
"nicht erwerbstätig","2007","AkademikerIn","indirekter Migrationshintergrund","11","","",""
"nicht erwerbstätig","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2008","(noch) kein Abschluss","kein Migrationshintergrund","22","","",""
"Vollzeit","2008","(noch) kein Abschluss","direkter Migrationshintergrund","15","","",""
"Vollzeit","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Vollzeit","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2008","Hauptschule","kein Migrationshintergrund","1483","0.272520983731577","0.260944691744173","0.284097275718982"
"Vollzeit","2008","Hauptschule","direkter Migrationshintergrund","294","0.333656683267378","0.303138241139007","0.36417512539575"
"Vollzeit","2008","Hauptschule","indirekter Migrationshintergrund","105","0.449007239531436","0.385815657174088","0.512198821888785"
"Vollzeit","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2008","Realschule","kein Migrationshintergrund","2261","0.481463005598536","0.467311683800228","0.495614327396843"
"Vollzeit","2008","Realschule","direkter Migrationshintergrund","66","0.427935552429556","0.352440623190867","0.503430481668246"
"Vollzeit","2008","Realschule","indirekter Migrationshintergrund","96","0.490454135149626","0.419742917206229","0.561165353093022"
"Vollzeit","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2008","(Fach-)Abitur","kein Migrationshintergrund","665","0.397149799294051","0.373944560790115","0.420355037797987"
"Vollzeit","2008","(Fach-)Abitur","direkter Migrationshintergrund","115","0.335040764231192","0.28486950873755","0.385212019724833"
"Vollzeit","2008","(Fach-)Abitur","indirekter Migrationshintergrund","46","0.373721781422678","0.289248244721501","0.458195318123856"
"Vollzeit","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","2008","AkademikerIn","kein Migrationshintergrund","1958","0.527157683874109","0.511271197070885","0.543044170677333"
"Vollzeit","2008","AkademikerIn","direkter Migrationshintergrund","129","0.348103740593194","0.295329801462953","0.400877679723436"
"Vollzeit","2008","AkademikerIn","indirekter Migrationshintergrund","59","0.762718895595161","0.672280581351323","0.853157209838998"
"Vollzeit","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","(noch) kein Abschluss","kein Migrationshintergrund","72","0.126320921084224","0.097712306883017","0.154929535285432"
"Teilzeit","2008","(noch) kein Abschluss","direkter Migrationshintergrund","21","","",""
"Teilzeit","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","9","","",""
"Teilzeit","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","Hauptschule","kein Migrationshintergrund","958","0.166286718393813","0.156606249262154","0.175967187525471"
"Teilzeit","2008","Hauptschule","direkter Migrationshintergrund","207","0.220951334671652","0.194098259242426","0.247804410100879"
"Teilzeit","2008","Hauptschule","indirekter Migrationshintergrund","81","0.344208270351983","0.283847714473376","0.40456882623059"
"Teilzeit","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","Realschule","kein Migrationshintergrund","1256","0.241218399652572","0.229101562140507","0.253335237164636"
"Teilzeit","2008","Realschule","direkter Migrationshintergrund","43","0.273762346296036","0.205727351290201","0.341797341301872"
"Teilzeit","2008","Realschule","indirekter Migrationshintergrund","50","0.230552734195606","0.170976637523781","0.290128830867432"
"Teilzeit","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","(Fach-)Abitur","kein Migrationshintergrund","527","0.298075859726515","0.27638320769619","0.31976851175684"
"Teilzeit","2008","(Fach-)Abitur","direkter Migrationshintergrund","110","0.346013880552464","0.295450085958099","0.396577675146829"
"Teilzeit","2008","(Fach-)Abitur","indirekter Migrationshintergrund","43","0.341608334233558","0.258800922632455","0.424415745834661"
"Teilzeit","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","2008","AkademikerIn","kein Migrationshintergrund","793","0.199483512431929","0.186767876890404","0.212199147973454"
"Teilzeit","2008","AkademikerIn","direkter Migrationshintergrund","83","0.277851157975027","0.228226744427349","0.327475571522705"
"Teilzeit","2008","AkademikerIn","indirekter Migrationshintergrund","18","","",""
"Teilzeit","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","(noch) kein Abschluss","kein Migrationshintergrund","424","0.800397679302244","0.765977041395868","0.83481831720862"
"nicht erwerbstätig","2008","(noch) kein Abschluss","direkter Migrationshintergrund","88","0.681762950965968","0.599778910875245","0.76374699105669"
"nicht erwerbstätig","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","93","0.807762254691927","0.732027969422733","0.883496539961121"
"nicht erwerbstätig","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","Hauptschule","kein Migrationshintergrund","3242","0.56119229787461","0.548290440551509","0.574094155197712"
"nicht erwerbstätig","2008","Hauptschule","direkter Migrationshintergrund","416","0.445391982060969","0.413223713015262","0.477560251106676"
"nicht erwerbstätig","2008","Hauptschule","indirekter Migrationshintergrund","52","0.206784490116581","0.155331076608519","0.258237903624643"
"nicht erwerbstätig","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","Realschule","kein Migrationshintergrund","1272","0.277318594748893","0.264639489465502","0.289997700032284"
"nicht erwerbstätig","2008","Realschule","direkter Migrationshintergrund","56","0.298302101274408","0.228493431380317","0.368110771168498"
"nicht erwerbstätig","2008","Realschule","indirekter Migrationshintergrund","46","0.278993130654768","0.215553019825935","0.342433241483601"
"nicht erwerbstätig","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","2008","(Fach-)Abitur","kein Migrationshintergrund","516","0.304774340979434","0.282944214371189","0.326604467587678"
"nicht erwerbstätig","2008","(Fach-)Abitur","direkter Migrationshintergrund","115","0.318945355216344","0.269405155502922","0.368485554929767"
