year,pgisced97,sex,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Post-secondary Non-tertiary Level,female,Part Time,0.32741,227,672,0.29191,0.36292
2002,Post-secondary Non-tertiary Level,female,Not Working,0.33267,202,672,0.29702,0.36832
2002,First Stage of Tertiary Education,male,Full Time,0.60641,661,1009,0.57625,0.63657
2002,First Stage of Tertiary Education,male,Part Time,0.08610,93,1009,0.06878,0.10342
2002,First Stage of Tertiary Education,male,Not Working,0.30749,255,1009,0.27900,0.33598
2002,First Stage of Tertiary Education,female,Full Time,0.31864,231,733,0.28489,0.35240
2002,First Stage of Tertiary Education,female,Part Time,0.31872,278,733,0.28497,0.35248
2002,First Stage of Tertiary Education,female,Not Working,0.36263,224,733,0.32781,0.39746
2002,Second Stage of Tertiary Education,male,Full Time,0.63588,1820,2602,0.61739,0.65437
2002,Second Stage of Tertiary Education,male,Part Time,0.13007,289,2602,0.11714,0.14299
2002,Second Stage of Tertiary Education,male,Not Working,0.23406,493,2602,0.21778,0.25033
2002,Second Stage of Tertiary Education,female,Full Time,0.41542,892,1957,0.39359,0.43726
2002,Second Stage of Tertiary Education,female,Part Time,0.28627,614,1957,0.26623,0.30630
2002,Second Stage of Tertiary Education,female,Not Working,0.29831,451,1957,0.27803,0.31858
2003,Pre-primary Level,male,Part Time,0.17139,59,301,0.12875,0.21404
2003,Pre-primary Level,male,Not Working,0.81534,242,301,0.77143,0.85925
2003,Pre-primary Level,female,Part Time,0.15178,57,316,0.11216,0.19141
2003,Pre-primary Level,female,Not Working,0.84822,259,316,0.80859,0.88784
2003,Primary Level,male,Full Time,0.34947,40,93,0.25204,0.44690
2003,Primary Level,male,Not Working,0.51338,53,93,0.41125,0.61552
2003,Primary Level,female,Not Working,0.67452,110,110,0.58656,0.76249
2003,Lower Secondary Level,male,Full Time,0.41554,397,909,0.38349,0.44760
2003,Lower Secondary Level,male,Part Time,0.21769,194,909,0.19085,0.24454
2003,Lower Secondary Level,male,Not Working,0.36676,318,909,0.33542,0.39811
2003,Lower Secondary Level,female,Full Time,0.11586,244,1825,0.10117,0.13055
2003,Lower Secondary Level,female,Part Time,0.20109,415,1825,0.18270,0.21949
2003,Lower Secondary Level,female,Not Working,0.68305,1166,1825,0.66169,0.70440
2003,Upper Secondary Level,male,Full Time,0.51749,2878,5321,0.50406,0.53092
2003,Upper Secondary Level,male,Part Time,0.14531,778,5321,0.13584,0.15478
2003,Upper Secondary Level,male,Not Working,0.33720,1665,5321,0.32450,0.34991
2003,Upper Secondary Level,female,Full Time,0.22505,1380,5785,0.21429,0.23581
2003,Upper Secondary Level,female,Part Time,0.30298,1911,5785,0.29113,0.31482
2003,Upper Secondary Level,female,Not Working,0.47197,2494,5785,0.45911,0.48484
2003,Post-secondary Non-tertiary Level,male,Full Time,0.63355,314,480,0.59040,0.67670
2003,Post-secondary Non-tertiary Level,male,Part Time,0.15511,73,480,0.12269,0.18753
2003,Post-secondary Non-tertiary Level,male,Not Working,0.21134,93,480,0.17478,0.24790
2003,Post-secondary Non-tertiary Level,female,Full Time,0.32766,232,672,0.29215,0.36318
2003,Post-secondary Non-tertiary Level,female,Part Time,0.34877,246,672,0.31271,0.38483
2003,Post-secondary Non-tertiary Level,female,Not Working,0.32357,194,672,0.28817,0.35897
2003,First Stage of Tertiary Education,male,Full Time,0.60051,623,976,0.56977,0.63126
2003,First Stage of Tertiary Education,male,Part Time,0.09724,100,976,0.07864,0.11583
2003,First Stage of Tertiary Education,male,Not Working,0.30225,253,976,0.27342,0.33108
2003,First Stage of Tertiary Education,female,Full Time,0.25978,198,711,0.22752,0.29203
2003,First Stage of Tertiary Education,female,Part Time,0.34644,283,711,0.31144,0.38144
2003,First Stage of Tertiary Education,female,Not Working,0.39378,230,711,0.35784,0.42972
2003,Second Stage of Tertiary Education,male,Full Time,0.62411,1671,2458,0.60496,0.64327
2003,Second Stage of Tertiary Education,male,Part Time,0.13067,279,2458,0.11734,0.14399
2003,Second Stage of Tertiary Education,male,Not Working,0.24522,508,2458,0.22821,0.26223
2003,Second Stage of Tertiary Education,female,Full Time,0.39678,834,1896,0.37475,0.41881
2003,Second Stage of Tertiary Education,female,Part Time,0.30009,605,1896,0.27946,0.32073
2003,Second Stage of Tertiary Education,female,Not Working,0.30313,457,1896,0.28243,0.32382
2004,Pre-primary Level,male,Part Time,0.12780,42,309,0.09051,0.16508
2004,Pre-primary Level,male,Not Working,0.86767,267,309,0.82982,0.90551
2004,Pre-primary Level,female,Part Time,0.12373,50,329,0.08810,0.15937
2004,Pre-primary Level,female,Not Working,0.87513,279,329,0.83936,0.91091
2004,Primary Level,male,Full Time,0.33056,34,77,0.22480,0.43633
2004,Primary Level,male,Not Working,0.41545,43,77,0.30466,0.52625
2004,Primary Level,female,Not Working,0.70687,111,111,0.62180,0.79193
2004,Lower Secondary Level,male,Full Time,0.43345,369,836,0.39984,0.46706
2004,Lower Secondary Level,male,Part Time,0.19068,167,836,0.16404,0.21733
2004,Lower Secondary Level,male,Not Working,0.37587,300,836,0.34301,0.40872
2004,Lower Secondary Level,female,Full Time,0.11829,227,1738,0.10310,0.13348
2004,Lower Secondary Level,female,Part Time,0.20340,385,1738,0.18447,0.22233
2004,Lower Secondary Level,female,Not Working,0.67831,1126,1738,0.65635,0.70028
2004,Upper Secondary Level,male,Full Time,0.50686,2721,5158,0.49322,0.52051
2004,Upper Secondary Level,male,Part Time,0.13781,746,5158,0.12841,0.14722
2004,Upper Secondary Level,male,Not Working,0.35532,1691,5158,0.34226,0.36838
2004,Upper Secondary Level,female,Full Time,0.22096,1279,5623,0.21012,0.23181
2004,Upper Secondary Level,female,Part Time,0.31006,1890,5623,0.29797,0.32215
2004,Upper Secondary Level,female,Not Working,0.46898,2454,5623,0.45593,0.48202
2004,Post-secondary Non-tertiary Level,male,Full Time,0.61082,306,481,0.56720,0.65444
2004,Post-secondary Non-tertiary Level,male,Part Time,0.17037,82,481,0.13674,0.20401
2004,Post-secondary Non-tertiary Level,male,Not Working,0.21881,93,481,0.18182,0.25579
2004,Post-secondary Non-tertiary Level,female,Full Time,0.30755,230,676,0.27274,0.34236
2004,Post-secondary Non-tertiary Level,female,Part Time,0.39180,257,676,0.35497,0.42863
2004,Post-secondary Non-tertiary Level,female,Not Working,0.30065,189,676,0.26606,0.33524
2004,First Stage of Tertiary Education,male,Full Time,0.60228,597,935,0.57089,0.63367
2004,First Stage of Tertiary Education,male,Part Time,0.08317,81,935,0.06546,0.10088
2004,First Stage of Tertiary Education,male,Not Working,0.31455,257,935,0.28477,0.34433
2004,First Stage of Tertiary Education,female,Full Time,0.27964,214,706,0.24651,0.31277
2004,First Stage of Tertiary Education,female,Part Time,0.32873,261,706,0.29406,0.36341
2004,First Stage of Tertiary Education,female,Not Working,0.39163,231,706,0.35559,0.42766
2004,Second Stage of Tertiary Education,male,Full Time,0.59180,1568,2418,0.57220,0.61139
2004,Second Stage of Tertiary Education,male,Part Time,0.15364,318,2418,0.13926,0.16801
2004,Second Stage of Tertiary Education,male,Not Working,0.25456,532,2418,0.23720,0.27193
2004,Second Stage of Tertiary Education,female,Full Time,0.39795,813,1877,0.37580,0.42010
2004,Second Stage of Tertiary Education,female,Part Time,0.29711,606,1877,0.27643,0.31779
2004,Second Stage of Tertiary Education,female,Not Working,0.30494,458,1877,0.28411,0.32577
2005,Pre-primary Level,male,Part Time,0.14423,41,308,0.10493,0.18354
2005,Pre-primary Level,male,Not Working,0.84858,267,308,0.80848,0.88867
2005,Pre-primary Level,female,Part Time,0.15454,55,339,0.11600,0.19307
2005,Pre-primary Level,female,Not Working,0.84437,284,339,0.80572,0.88301
2005,Primary Level,male,Full Time,0.36142,37,86,0.25929,0.46355
2005,Primary Level,male,Not Working,0.45835,49,86,0.35242,0.56427
2005,Primary Level,female,Not Working,0.68486,104,104,0.59514,0.77458
2005,Lower Secondary Level,male,Full Time,0.41226,334,774,0.37756,0.44696
2005,Lower Secondary Level,male,Part Time,0.22989,150,774,0.20023,0.25955
2005,Lower Secondary Level,male,Not Working,0.35785,290,774,0.32406,0.39164
2005,Lower Secondary Level,female,Full Time,0.13415,218,1617,0.11753,0.15077
2005,Lower Secondary Level,female,Part Time,0.20094,345,1617,0.18140,0.22048
2005,Lower Secondary Level,female,Not Working,0.66491,1054,1617,0.64190,0.68792
2005,Upper Secondary Level,male,Full Time,0.52501,2589,4887,0.51101,0.53901
2005,Upper Secondary Level,male,Part Time,0.13743,694,4887,0.12778,0.14709
2005,Upper Secondary Level,male,Not Working,0.33756,1604,4887,0.32430,0.35082
2005,Upper Secondary Level,female,Full Time,0.22581,1222,5360,0.21462,0.23701
2005,Upper Secondary Level,female,Part Time,0.31303,1809,5360,0.30061,0.32545
2005,Upper Secondary Level,female,Not Working,0.46116,2329,5360,0.44781,0.47451
2005,Post-secondary Non-tertiary Level,male,Full Time,0.61459,294,463,0.57021,0.65897
2005,Post-secondary Non-tertiary Level,male,Part Time,0.17482,76,463,0.14019,0.20946
2005,Post-secondary Non-tertiary Level,male,Not Working,0.21059,93,463,0.17341,0.24777
2005,Post-secondary Non-tertiary Level,female,Full Time,0.32433,234,665,0.28872,0.35993
2005,Post-secondary Non-tertiary Level,female,Part Time,0.37548,244,665,0.33864,0.41231
2005,Post-secondary Non-tertiary Level,female,Not Working,0.30020,187,665,0.26533,0.33506
2005,First Stage of Tertiary Education,male,Full Time,0.61465,571,895,0.58275,0.64656
2005,First Stage of Tertiary Education,male,Part Time,0.09248,77,895,0.07349,0.11147
2005,First Stage of Tertiary Education,male,Not Working,0.29287,247,895,0.26304,0.32270
2005,First Stage of Tertiary Education,female,Full Time,0.30996,203,665,0.27478,0.34514
2005,First Stage of Tertiary Education,female,Part Time,0.33994,257,665,0.30391,0.37597
2005,First Stage of Tertiary Education,female,Not Working,0.35010,205,665,0.31382,0.38639
2005,Second Stage of Tertiary Education,male,Full Time,0.59392,1480,2309,0.57389,0.61396
2005,Second Stage of Tertiary Education,male,Part Time,0.14456,287,2309,0.13021,0.15891
2005,Second Stage of Tertiary Education,male,Not Working,0.26152,542,2309,0.24359,0.27945
2005,Second Stage of Tertiary Education,female,Full Time,0.36796,756,1857,0.34602,0.38991
2005,Second Stage of Tertiary Education,female,Part Time,0.33541,644,1857,0.31393,0.35689
2005,Second Stage of Tertiary Education,female,Not Working,0.29663,457,1857,0.27585,0.31741
2006,Pre-primary Level,male,Part Time,0.12348,34,322,0.08749,0.15946
2006,Pre-primary Level,male,Not Working,0.87242,288,322,0.83592,0.90892
2006,Pre-primary Level,female,Not Working,0.89178,283,283,0.85552,0.92804
2006,Primary Level,male,Full Time,0.38222,36,81,0.27574,0.48871
2006,Primary Level,male,Not Working,0.45684,45,81,0.34768,0.56599
2006,Primary Level,female,Not Working,0.69391,105,105,0.60533,0.78248
2006,Lower Secondary Level,male,Full Time,0.39756,301,800,0.36363,0.43149
2006,Lower Secondary Level,male,Part Time,0.18701,142,800,0.15998,0.21405
2006,Lower Secondary Level,male,Not Working,0.41543,357,800,0.38126,0.44960
2006,Lower Secondary Level,female,Full Time,0.11636,208,1735,0.10127,0.13145
2006,Lower Secondary Level,female,Part Time,0.18611,363,1735,0.16779,0.20443
2006,Lower Secondary Level,female,Not Working,0.69753,1164,1735,0.67591,0.71915
2006,Upper Secondary Level,male,Full Time,0.51324,2725,5268,0.49974,0.52673
2006,Upper Secondary Level,male,Part Time,0.14215,709,5268,0.13272,0.15159
2006,Upper Secondary Level,male,Not Working,0.34461,1834,5268,0.33177,0.35744
2006,Upper Secondary Level,female,Full Time,0.21584,1254,5819,0.20527,0.22641
2006,Upper Secondary Level,female,Part Time,0.31049,1933,5819,0.29860,0.32238
2006,Upper Secondary Level,female,Not Working,0.47367,2632,5819,0.46084,0.48650
2006,Post-secondary Non-tertiary Level,male,Full Time,0.62036,315,478,0.57681,0.66392
2006,Post-secondary Non-tertiary Level,male,Part Time,0.15034,71,478,0.11826,0.18241
2006,Post-secondary Non-tertiary Level,male,Not Working,0.22930,92,478,0.19157,0.26702
2006,Post-secondary Non-tertiary Level,female,Full Time,0.32536,245,734,0.29144,0.35928
2006,Post-secondary Non-tertiary Level,female,Part Time,0.39539,284,734,0.35999,0.43078
2006,Post-secondary Non-tertiary Level,female,Not Working,0.27925,205,734,0.24677,0.31173
2006,First Stage of Tertiary Education,male,Full Time,0.62113,588,943,0.59015,0.65211
2006,First Stage of Tertiary Education,male,Part Time,0.08244,75,943,0.06487,0.10000
2006,First Stage of Tertiary Education,male,Not Working,0.29643,280,943,0.26727,0.32559
2006,First Stage of Tertiary Education,female,Full Time,0.31761,214,707,0.28327,0.35196
2006,First Stage of Tertiary Education,female,Part Time,0.32365,261,707,0.28914,0.35817
2006,First Stage of Tertiary Education,female,Not Working,0.35873,232,707,0.32335,0.39411
2006,Second Stage of Tertiary Education,male,Full Time,0.60040,1587,2551,0.58139,0.61941
2006,Second Stage of Tertiary Education,male,Part Time,0.13735,317,2551,0.12399,0.15071
2006,Second Stage of Tertiary Education,male,Not Working,0.26225,647,2551,0.24518,0.27932
2006,Second Stage of Tertiary Education,female,Full Time,0.38513,848,2026,0.36394,0.40633
2006,Second Stage of Tertiary Education,female,Part Time,0.30750,661,2026,0.28740,0.32760
2006,Second Stage of Tertiary Education,female,Not Working,0.30736,517,2026,0.28727,0.32746
2007,Pre-primary Level,male,Not Working,0.90895,290,290,0.87579,0.94212
2007,Pre-primary Level,female,Not Working,0.91044,288,288,0.87740,0.94348
2007,Primary Level,male,Not Working,0.50514,41,41,0.35020,0.66009
2007,Primary Level,female,Not Working,0.68359,94,94,0.58907,0.77811
2007,Lower Secondary Level,male,Full Time,0.40815,276,716,0.37213,0.44418
2007,Lower Secondary Level,male,Part Time,0.20071,139,716,0.17135,0.23007
2007,Lower Secondary Level,male,Not Working,0.39114,301,716,0.35537,0.42691
2007,Lower Secondary Level,female,Full Time,0.10397,162,1540,0.08872,0.11922
2007,Lower Secondary Level,female,Part Time,0.19288,319,1540,0.17317,0.21260
2007,Lower Secondary Level,female,Not Working,0.70315,1059,1540,0.68032,0.72597
2007,Upper Secondary Level,male,Full Time,0.51981,2540,4904,0.50583,0.53380
2007,Upper Secondary Level,male,Part Time,0.14060,660,4904,0.13087,0.15033
2007,Upper Secondary Level,male,Not Working,0.33959,1704,4904,0.32634,0.35285
2007,Upper Secondary Level,female,Full Time,0.22359,1203,5420,0.21250,0.23468
2007,Upper Secondary Level,female,Part Time,0.31006,1801,5420,0.29774,0.32237
2007,Upper Secondary Level,female,Not Working,0.46635,2416,5420,0.45307,0.47964
2007,Post-secondary Non-tertiary Level,male,Full Time,0.67006,317,462,0.62713,0.71298
2007,Post-secondary Non-tertiary Level,male,Part Time,0.12374,60,462,0.09368,0.15380
2007,Post-secondary Non-tertiary Level,male,Not Working,0.20621,85,462,0.16927,0.24314
2007,Post-secondary Non-tertiary Level,female,Full Time,0.33396,237,705,0.29912,0.36880
2007,Post-secondary Non-tertiary Level,female,Part Time,0.36997,263,705,0.33430,0.40563
2007,Post-secondary Non-tertiary Level,female,Not Working,0.29608,205,705,0.26235,0.32980
2007,First Stage of Tertiary Education,male,Full Time,0.60033,550,898,0.56828,0.63239
2007,First Stage of Tertiary Education,male,Part Time,0.06639,61,898,0.05009,0.08268
2007,First Stage of Tertiary Education,male,Not Working,0.33328,287,898,0.30243,0.36413
2007,First Stage of Tertiary Education,female,Full Time,0.26158,172,636,0.22740,0.29577
2007,First Stage of Tertiary Education,female,Part Time,0.36390,260,636,0.32647,0.40132
2007,First Stage of Tertiary Education,female,Not Working,0.37452,204,636,0.33688,0.41217
2007,Second Stage of Tertiary Education,male,Full Time,0.60737,1486,2409,0.58787,0.62688
2007,Second Stage of Tertiary Education,male,Part Time,0.12178,275,2409,0.10872,0.13484
2007,Second Stage of Tertiary Education,male,Not Working,0.27085,648,2409,0.25310,0.28860
2007,Second Stage of Tertiary Education,female,Full Time,0.38562,808,1980,0.36417,0.40706
2007,Second Stage of Tertiary Education,female,Part Time,0.32369,671,1980,0.30307,0.34430
2007,Second Stage of Tertiary Education,female,Not Working,0.29069,501,1980,0.27069,0.31070
2008,Pre-primary Level,male,Part Time,0.09657,31,279,0.06185,0.13129
2008,Pre-primary Level,male,Not Working,0.90278,248,279,0.86796,0.93761
2008,Pre-primary Level,female,Part Time,0.12825,33,274,0.08859,0.16792
2008,Pre-primary Level,female,Not Working,0.87175,241,274,0.83208,0.91141
2008,Primary Level,male,Not Working,0.42568,34,34,0.25698,0.59438
2008,Primary Level,female,Not Working,0.69136,80,80,0.58949,0.79322
2008,Lower Secondary Level,male,Full Time,0.43300,275,653,0.39497,0.47104
2008,Lower Secondary Level,male,Part Time,0.17983,120,653,0.15035,0.20931
2008,Lower Secondary Level,male,Not Working,0.38716,258,653,0.34977,0.42455
2008,Lower Secondary Level,female,Full Time,0.10929,146,1412,0.09301,0.12557
2008,Lower Secondary Level,female,Part Time,0.18898,287,1412,0.16855,0.20941
2008,Lower Secondary Level,female,Not Working,0.70173,979,1412,0.67786,0.72560
2008,Upper Secondary Level,male,Full Time,0.53406,2438,4609,0.51966,0.54846
2008,Upper Secondary Level,male,Part Time,0.14046,597,4609,0.13043,0.15050
2008,Upper Secondary Level,male,Not Working,0.32547,1574,4609,0.31195,0.33900
2008,Upper Secondary Level,female,Full Time,0.23396,1167,5125,0.22237,0.24555
2008,Upper Secondary Level,female,Part Time,0.30778,1697,5125,0.29514,0.32042
2008,Upper Secondary Level,female,Not Working,0.45826,2261,5125,0.44462,0.47191
2008,Post-secondary Non-tertiary Level,male,Full Time,0.63871,292,435,0.59352,0.68391
2008,Post-secondary Non-tertiary Level,male,Part Time,0.16405,64,435,0.12921,0.19889
2008,Post-secondary Non-tertiary Level,male,Not Working,0.19724,79,435,0.15980,0.23467
2008,Post-secondary Non-tertiary Level,female,Full Time,0.33715,220,656,0.30094,0.37335
2008,Post-secondary Non-tertiary Level,female,Part Time,0.39339,263,656,0.35598,0.43080
2008,Post-secondary Non-tertiary Level,female,Not Working,0.26946,173,656,0.23548,0.30344
2008,First Stage of Tertiary Education,male,Full Time,0.60442,508,831,0.57115,0.63768
2008,First Stage of Tertiary Education,male,Part Time,0.07214,56,831,0.05454,0.08974
2008,First Stage of Tertiary Education,male,Not Working,0.32344,267,831,0.29162,0.35527
2008,First Stage of Tertiary Education,female,Full Time,0.27466,160,584,0.23843,0.31090
2008,First Stage of Tertiary Education,female,Part Time,0.36504,237,584,0.32596,0.40412
2008,First Stage of Tertiary Education,female,Not Working,0.36030,187,584,0.32133,0.39927
2008,Second Stage of Tertiary Education,male,Full Time,0.60673,1369,2293,0.58674,0.62673
2008,Second Stage of Tertiary Education,male,Part Time,0.11759,266,2293,0.10440,0.13078
2008,Second Stage of Tertiary Education,male,Not Working,0.27568,658,2293,0.25738,0.29397
2008,Second Stage of Tertiary Education,female,Full Time,0.39370,777,1899,0.37172,0.41568
2008,Second Stage of Tertiary Education,female,Part Time,0.32358,628,1899,0.30253,0.34463
2008,Second Stage of Tertiary Education,female,Not Working,0.28272,494,1899,0.26246,0.30298
2009,Pre-primary Level,male,Part Time,0.11318,36,273,0.07553,0.15083
2009,Pre-primary Level,male,Not Working,0.88293,237,273,0.84472,0.92113
2009,Pre-primary Level,female,Not Working,0.87190,207,207,0.82626,0.91753
2009,Primary Level,female,Not Working,0.67224,65,65,0.55724,0.78724
2009,Lower Secondary Level,male,Full Time,0.41913,242,580,0.37894,0.45933
2009,Lower Secondary Level,male,Part Time,0.17704,103,580,0.14595,0.20813
2009,Lower Secondary Level,male,Not Working,0.40383,235,580,0.36386,0.44379
2009,Lower Secondary Level,female,Full Time,0.10632,147,1250,0.08922,0.12341
2009,Lower Secondary Level,female,Part Time,0.21324,260,1250,0.19053,0.23596
2009,Lower Secondary Level,female,Not Working,0.68044,843,1250,0.65458,0.70630
2009,Upper Secondary Level,male,Full Time,0.53823,2264,4275,0.52329,0.55318
2009,Upper Secondary Level,male,Part Time,0.14067,565,4275,0.13025,0.15110
2009,Upper Secondary Level,male,Not Working,0.32109,1446,4275,0.30709,0.33509
2009,Upper Secondary Level,female,Full Time,0.22622,1088,4789,0.21437,0.23807
2009,Upper Secondary Level,female,Part Time,0.33535,1626,4789,0.32198,0.34873
2009,Upper Secondary Level,female,Not Working,0.43843,2075,4789,0.42437,0.45248
2009,Post-secondary Non-tertiary Level,male,Full Time,0.65927,260,388,0.61205,0.70649
2009,Post-secondary Non-tertiary Level,male,Part Time,0.13691,52,388,0.10266,0.17115
2009,Post-secondary Non-tertiary Level,male,Not Working,0.20382,76,388,0.16369,0.24396
2009,Post-secondary Non-tertiary Level,female,Full Time,0.34547,215,607,0.30761,0.38333
2009,Post-secondary Non-tertiary Level,female,Part Time,0.36964,228,607,0.33121,0.40808
2009,Post-secondary Non-tertiary Level,female,Not Working,0.28489,164,607,0.24895,0.32082
2009,First Stage of Tertiary Education,male,Full Time,0.58793,456,783,0.55344,0.62243
2009,First Stage of Tertiary Education,male,Part Time,0.08368,73,783,0.06427,0.10309
2009,First Stage of Tertiary Education,male,Not Working,0.32838,254,783,0.29547,0.36130
2009,First Stage of Tertiary Education,female,Full Time,0.28955,151,548,0.25154,0.32756
2009,First Stage of Tertiary Education,female,Part Time,0.39917,231,548,0.35813,0.44021
2009,First Stage of Tertiary Education,female,Not Working,0.31128,166,548,0.27248,0.35008
2009,Second Stage of Tertiary Education,male,Full Time,0.58985,1271,2186,0.56923,0.61048
2009,Second Stage of Tertiary Education,male,Part Time,0.14374,280,2186,0.12903,0.15846
2009,Second Stage of Tertiary Education,male,Not Working,0.26640,635,2186,0.24786,0.28494
2009,Second Stage of Tertiary Education,female,Full Time,0.41814,779,1849,0.39565,0.44063
2009,Second Stage of Tertiary Education,female,Part Time,0.32691,608,1849,0.30552,0.34829
2009,Second Stage of Tertiary Education,female,Not Working,0.25496,462,1849,0.23508,0.27483
2010,Pre-primary Level,male,Part Time,0.12113,42,363,0.08752,0.15474
2010,Pre-primary Level,male,Not Working,0.87431,321,363,0.84016,0.90846
2010,Pre-primary Level,female,Part Time,0.13590,31,343,0.09958,0.17222
2010,Pre-primary Level,female,Not Working,0.86410,312,343,0.82778,0.90042
2010,Primary Level,male,Full Time,0.36975,49,132,0.28709,0.45242
2010,Primary Level,male,Part Time,0.18733,31,132,0.12051,0.25414
2010,Primary Level,male,Not Working,0.44292,52,132,0.35786,0.52798
2010,Primary Level,female,Part Time,0.13203,38,200,0.08500,0.17907
2010,Primary Level,female,Not Working,0.78956,162,200,0.73292,0.84619
2010,Lower Secondary Level,male,Full Time,0.42934,366,836,0.39577,0.46292
2010,Lower Secondary Level,male,Part Time,0.17996,170,836,0.15391,0.20602
2010,Lower Secondary Level,male,Not Working,0.39069,300,836,0.35760,0.42379
2010,Lower Secondary Level,female,Full Time,0.11504,184,1674,0.09975,0.13033
2010,Lower Secondary Level,female,Part Time,0.21289,391,1674,0.19327,0.23250
2010,Lower Secondary Level,female,Not Working,0.67207,1099,1674,0.64958,0.69457
2010,Upper Secondary Level,male,Full Time,0.52978,3052,5268,0.51630,0.54326
2010,Upper Secondary Level,male,Part Time,0.14334,732,5268,0.13388,0.15280
2010,Upper Secondary Level,male,Not Working,0.32688,1484,5268,0.31422,0.33955
2010,Upper Secondary Level,female,Full Time,0.23283,1265,6484,0.22254,0.24312
2010,Upper Secondary Level,female,Part Time,0.33038,2513,6484,0.31893,0.34182
2010,Upper Secondary Level,female,Not Working,0.43679,2706,6484,0.42472,0.44887
2010,Post-secondary Non-tertiary Level,male,Full Time,0.66961,413,596,0.63181,0.70740
2010,Post-secondary Non-tertiary Level,male,Part Time,0.13538,95,596,0.10789,0.16288
2010,Post-secondary Non-tertiary Level,male,Not Working,0.19501,88,596,0.16317,0.22684
2010,Post-secondary Non-tertiary Level,female,Full Time,0.35833,293,1113,0.33014,0.38651
2010,Post-secondary Non-tertiary Level,female,Part Time,0.36628,486,1113,0.33796,0.39460
2010,Post-secondary Non-tertiary Level,female,Not Working,0.27540,334,1113,0.24914,0.30165
2010,First Stage of Tertiary Education,male,Full Time,0.58481,618,962,0.55365,0.61596
2010,First Stage of Tertiary Education,male,Part Time,0.09933,97,962,0.08042,0.11824
2010,First Stage of Tertiary Education,male,Not Working,0.31587,247,962,0.28648,0.34526
2010,First Stage of Tertiary Education,female,Full Time,0.33180,182,650,0.29557,0.36802
2010,First Stage of Tertiary Education,female,Part Time,0.34593,271,650,0.30933,0.38252
2010,First Stage of Tertiary Education,female,Not Working,0.32228,197,650,0.28632,0.35823
2010,Second Stage of Tertiary Education,male,Full Time,0.58270,1762,2769,0.56433,0.60107
2010,Second Stage of Tertiary Education,male,Part Time,0.13689,350,2769,0.12409,0.14970
2010,Second Stage of Tertiary Education,male,Not Working,0.28041,657,2769,0.26368,0.29715
2010,Second Stage of Tertiary Education,female,Full Time,0.42173,953,2607,0.40277,0.44069
2010,Second Stage of Tertiary Education,female,Part Time,0.32309,994,2607,0.30514,0.34105
2010,Second Stage of Tertiary Education,female,Not Working,0.25517,660,2607,0.23844,0.27191
2011,Pre-primary Level,male,Part Time,0.13664,45,446,0.10473,0.16855
2011,Pre-primary Level,male,Not Working,0.84263,401,446,0.80880,0.87647
2011,Pre-primary Level,female,Part Time,0.09385,44,442,0.06663,0.12107
2011,Pre-primary Level,female,Not Working,0.90106,398,442,0.87320,0.92893
2011,Primary Level,male,Full Time,0.35479,61,160,0.28042,0.42916
2011,Primary Level,male,Part Time,0.25202,38,160,0.18454,0.31951
2011,Primary Level,male,Not Working,0.39319,61,160,0.31726,0.46911
2011,Primary Level,female,Part Time,0.15958,51,230,0.11214,0.20701
2011,Primary Level,female,Not Working,0.75415,179,230,0.69838,0.80992
2011,Lower Secondary Level,male,Full Time,0.43861,426,997,0.40779,0.46943
2011,Lower Secondary Level,male,Part Time,0.16621,184,997,0.14309,0.18933
2011,Lower Secondary Level,male,Not Working,0.39518,387,997,0.36482,0.42554
2011,Lower Secondary Level,female,Full Time,0.11910,240,2055,0.10509,0.13311
2011,Lower Secondary Level,female,Part Time,0.21030,497,2055,0.19268,0.22792
2011,Lower Secondary Level,female,Not Working,0.67060,1318,2055,0.65027,0.69093
2011,Upper Secondary Level,male,Full Time,0.52665,3401,6168,0.51419,0.53912
2011,Upper Secondary Level,male,Part Time,0.14525,890,6168,0.13645,0.15404
2011,Upper Secondary Level,male,Not Working,0.32810,1877,6168,0.31638,0.33982
2011,Upper Secondary Level,female,Full Time,0.23456,1470,7735,0.22512,0.24401
2011,Upper Secondary Level,female,Part Time,0.32797,3046,7735,0.31750,0.33843
2011,Upper Secondary Level,female,Not Working,0.43747,3219,7735,0.42641,0.44853
2011,Post-secondary Non-tertiary Level,male,Full Time,0.68055,454,665,0.64509,0.71602
2011,Post-secondary Non-tertiary Level,male,Part Time,0.13773,111,665,0.11151,0.16394
2011,Post-secondary Non-tertiary Level,male,Not Working,0.18172,100,665,0.15239,0.21105
2011,Post-secondary Non-tertiary Level,female,Full Time,0.38654,346,1337,0.36043,0.41265
2011,Post-secondary Non-tertiary Level,female,Part Time,0.36372,623,1337,0.33793,0.38952
2011,Post-secondary Non-tertiary Level,female,Not Working,0.24974,368,1337,0.22653,0.27295
2011,First Stage of Tertiary Education,male,Full Time,0.58247,710,1143,0.55387,0.61107
2011,First Stage of Tertiary Education,male,Part Time,0.12020,133,1143,0.10134,0.13906
2011,First Stage of Tertiary Education,male,Not Working,0.29733,300,1143,0.27082,0.32384
2011,First Stage of Tertiary Education,female,Full Time,0.33201,194,707,0.29727,0.36675
2011,First Stage of Tertiary Education,female,Part Time,0.33486,300,707,0.30004,0.36967
2011,First Stage of Tertiary Education,female,Not Working,0.33313,213,707,0.29836,0.36790
