"plb0218","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","männlich","56","0.0898388500336558","0.0683464520661432","0.111331248001168"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","weiblich","39","0.0486902313016903","0.0323937971291401","0.0649866654742405"
"Ja, alle 3-4 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Ja, alle 3-4 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2019","kein Migrationshintergrund","männlich","1696","0.272165866161315","0.261383196417206","0.282948535905425"
"Seltener","2019","kein Migrationshintergrund","weiblich","1084","0.177809262175815","0.168477463032883","0.187141061318747"
"Seltener","2019","direkter Migrationshintergrund","männlich","275","0.230650900752379","0.207391307234404","0.253910494270353"
"Seltener","2019","direkter Migrationshintergrund","weiblich","161","0.102961153322751","0.0863640428687386","0.119558263776764"
"Seltener","2019","indirekter Migrationshintergrund","männlich","158","0.209789417886576","0.179186922281296","0.240391913491856"
"Seltener","2019","indirekter Migrationshintergrund","weiblich","108","0.125100096289605","0.100049463775894","0.150150728803316"
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","männlich","","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
