"plb0218","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2018","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2018","kein Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","kein Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"Seltener","2018","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Nein, nie","2019","kein Migrationshintergrund","Staedtischer Raum","3282","0.439325079394564","0.428382979803325","0.450267178985802"
"Nein, nie","2019","kein Migrationshintergrund","Laendlicher Raum","1919","","",""
"Nein, nie","2019","direkter Migrationshintergrund","Staedtischer Raum","833","0.425321229505279","0.402996883291684","0.447645575718874"
"Nein, nie","2019","direkter Migrationshintergrund","Laendlicher Raum","278","","",""
"Nein, nie","2019","indirekter Migrationshintergrund","Staedtischer Raum","433","0.467872131981527","0.437444404273001","0.498299859690053"
"Nein, nie","2019","indirekter Migrationshintergrund","Laendlicher Raum","105","","",""
"Nein, nie","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Nein, nie","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, jede Woche","2019","kein Migrationshintergrund","Staedtischer Raum","1096","","",""
"Ja, jede Woche","2019","kein Migrationshintergrund","Laendlicher Raum","685","0.132909180801228","0.123297497096295","0.142520864506161"
"Ja, jede Woche","2019","direkter Migrationshintergrund","Staedtischer Raum","273","","",""
"Ja, jede Woche","2019","direkter Migrationshintergrund","Laendlicher Raum","94","0.155223947411926","0.127147133681104","0.183300761142747"
"Ja, jede Woche","2019","indirekter Migrationshintergrund","Staedtischer Raum","169","","",""
"Ja, jede Woche","2019","indirekter Migrationshintergrund","Laendlicher Raum","55","0.167531870386929","0.123553337936678","0.21151040283718"
"Ja, jede Woche","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, jede Woche","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","Staedtischer Raum","1037","","",""
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","Laendlicher Raum","750","0.154746973418886","0.144507110672706","0.164986836165066"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","Staedtischer Raum","324","0.18821327138083","0.170562904503586","0.205863638258073"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","Laendlicher Raum","119","","",""
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","Staedtischer Raum","152","","",""
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","Laendlicher Raum","48","0.164235891336648","0.120606003072966","0.207865779600331"
"Ja, alle 2 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 2 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","Staedtischer Raum","725","0.0854505656429125","0.0792872676849863","0.0916138636008387"
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","Laendlicher Raum","491","0.103894480749997","0.0952554404312792","0.112533521068715"
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","Staedtischer Raum","130","","",""
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","Laendlicher Raum","37","0.053291122305954","0.0358757276714352","0.0707065169404728"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","Staedtischer Raum","79","0.0734273541641563","0.0575211479911518","0.0893335603371608"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","Laendlicher Raum","13","","",""
"Ja, alle 3-4 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Ja, alle 3-4 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Seltener","2019","kein Migrationshintergrund","Staedtischer Raum","1763","","",""
"Seltener","2019","kein Migrationshintergrund","Laendlicher Raum","947","0.210005862737842","0.198473525602369","0.221538199873315"
"Seltener","2019","direkter Migrationshintergrund","Staedtischer Raum","324","0.161213442967507","0.144608629581336","0.177818256353679"
"Seltener","2019","direkter Migrationshintergrund","Laendlicher Raum","111","","",""
"Seltener","2019","indirekter Migrationshintergrund","Staedtischer Raum","200","","",""
"Seltener","2019","indirekter Migrationshintergrund","Laendlicher Raum","56","0.161793873122538","0.118426346101545","0.205161400143531"
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
