"pli0096_h","year","migback","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","maennlich","23","","",""
"Min 1x pro Woche","2001","indirekter Migrationshintergrund","weiblich","24","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2001","kein Migrationshintergrund","maennlich","800","0.0904414353623785","0.0843912834766419","0.096491587248115"
"Min 1x pro Monat","2001","kein Migrationshintergrund","weiblich","716","0.0733130552748001","0.0680438957639344","0.0785822147856658"
"Min 1x pro Monat","2001","direkter Migrationshintergrund","maennlich","60","0.0487444134178091","0.0375365969647919","0.0599522298708264"
"Min 1x pro Monat","2001","direkter Migrationshintergrund","weiblich","44","0.0332090240889573","0.0240492708457792","0.0423687773321354"
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","maennlich","6","0.0134752404936853","0.00175871401760383","0.0251917669697667"
"Min 1x pro Monat","2001","indirekter Migrationshintergrund","weiblich","13","","",""
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2001","kein Migrationshintergrund","maennlich","1129","","",""
"Seltener","2001","kein Migrationshintergrund","weiblich","1226","","",""
"Seltener","2001","direkter Migrationshintergrund","maennlich","115","","",""
"Seltener","2001","direkter Migrationshintergrund","weiblich","98","0.069485604067191","0.0564869498646734","0.0824842582697086"
"Seltener","2001","indirekter Migrationshintergrund","maennlich","33","0.0978980846114953","0.0676991570071539","0.128097012215837"
"Seltener","2001","indirekter Migrationshintergrund","weiblich","40","0.103958820748411","0.0736291324489473","0.134288509047874"
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2001","kein Migrationshintergrund","maennlich","5699","0.663543561988892","0.653576518300924","0.67351060567686"
"Nie","2001","kein Migrationshintergrund","weiblich","6876","0.741118092178283","0.732263292876467","0.749972891480098"
"Nie","2001","direkter Migrationshintergrund","maennlich","1176","","",""
"Nie","2001","direkter Migrationshintergrund","weiblich","1288","","",""
"Nie","2001","indirekter Migrationshintergrund","maennlich","310","0.820592066458737","0.781601360369064","0.85958277254841"
"Nie","2001","indirekter Migrationshintergrund","weiblich","312","0.801100475846544","0.761433082998517","0.840767868694571"
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2001","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2002","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2002","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2002","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2002","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2002","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2002","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2002","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2002","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2002","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2002","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2002","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2002","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2002","kein Migrationshintergrund","maennlich","","","",""
"Nie","2002","kein Migrationshintergrund","weiblich","","","",""
"Nie","2002","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2002","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2002","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2002","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2002","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2003","kein Migrationshintergrund","maennlich","172","","",""
"Taeglich","2003","kein Migrationshintergrund","weiblich","78","0.00668779067559303","0.00506346103387145","0.00831212031731461"
"Taeglich","2003","direkter Migrationshintergrund","maennlich","7","0.0083456237793945","0.00331051461726928","0.0133807329415197"
"Taeglich","2003","direkter Migrationshintergrund","weiblich","4","0.0022761657493017","-0.000272525337799056","0.00482485683640246"
"Taeglich","2003","indirekter Migrationshintergrund","maennlich","5","0.0120645279874086","0.00086444821387827","0.023264607760939"
"Taeglich","2003","indirekter Migrationshintergrund","weiblich","2","","",""
"Taeglich","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2003","kein Migrationshintergrund","maennlich","923","0.095091860111485","0.0890301203659295","0.10115359985704"
"Min 1x pro Woche","2003","kein Migrationshintergrund","weiblich","669","0.0638089852199766","0.0589380416267688","0.0686799288131845"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","maennlich","59","0.0485713908808893","0.0366732886550931","0.0604694931066854"
"Min 1x pro Woche","2003","direkter Migrationshintergrund","weiblich","45","0.0379359766142081","0.0277186398888684","0.0481533133395478"
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","maennlich","21","","",""
"Min 1x pro Woche","2003","indirekter Migrationshintergrund","weiblich","28","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2003","kein Migrationshintergrund","maennlich","807","0.0840196784683841","0.078287008407277","0.0897523485294913"
"Min 1x pro Monat","2003","kein Migrationshintergrund","weiblich","721","0.069305477210468","0.0642439997728158","0.0743669546481203"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","maennlich","41","0.0322896798085988","0.0225059628907982","0.0420733967263994"
"Min 1x pro Monat","2003","direkter Migrationshintergrund","weiblich","34","0.0288653777186951","0.0199109378191328","0.0378198176182575"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","maennlich","8","0.0141842791647878","0.0020530958992009","0.0263154624303747"
"Min 1x pro Monat","2003","indirekter Migrationshintergrund","weiblich","10","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2003","kein Migrationshintergrund","maennlich","1101","","",""
"Seltener","2003","kein Migrationshintergrund","weiblich","1056","","",""
"Seltener","2003","direkter Migrationshintergrund","maennlich","76","0.0627158329704396","0.0492967276779932","0.076134938262886"
"Seltener","2003","direkter Migrationshintergrund","weiblich","72","0.0539498808135431","0.0418672250694709","0.0660325365576152"
"Seltener","2003","indirekter Migrationshintergrund","maennlich","21","","",""
"Seltener","2003","indirekter Migrationshintergrund","weiblich","32","0.0597258307752228","0.0368152798575709","0.0826363816928746"
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2003","kein Migrationshintergrund","maennlich","5993","0.681407230287629","0.671779039352189","0.69103542122307"
"Nie","2003","kein Migrationshintergrund","weiblich","7148","0.759997527916808","0.751486071210409","0.768508984623207"
"Nie","2003","direkter Migrationshintergrund","maennlich","1071","","",""
"Nie","2003","direkter Migrationshintergrund","weiblich","1188","","",""
"Nie","2003","indirekter Migrationshintergrund","maennlich","310","0.828438173136239","0.789762129548241","0.867114216724238"
"Nie","2003","indirekter Migrationshintergrund","weiblich","339","0.850641826785207","0.816181845009877","0.885101808560538"
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2003","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2004","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2004","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2004","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2004","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2004","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2004","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2004","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2004","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2004","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2004","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2004","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2004","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2004","kein Migrationshintergrund","maennlich","","","",""
"Nie","2004","kein Migrationshintergrund","weiblich","","","",""
"Nie","2004","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2004","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2004","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2004","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2004","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2004","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2005","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2005","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2005","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2005","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2005","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","maennlich","1008","","",""
"Min 1x pro Woche","2005","kein Migrationshintergrund","weiblich","716","0.0768391113360287","0.0713521781280513","0.0823260445440062"
"Min 1x pro Woche","2005","direkter Migrationshintergrund","maennlich","65","0.0651529615296131","0.0506343875929566","0.0796715354662696"
"Min 1x pro Woche","2005","direkter Migrationshintergrund","weiblich","53","0.0462430286137667","0.0345915029541413","0.0578945542733921"
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","maennlich","30","0.0689924498511808","0.0440305358381579","0.0939543638642038"
"Min 1x pro Woche","2005","indirekter Migrationshintergrund","weiblich","28","","",""
"Min 1x pro Woche","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2005","kein Migrationshintergrund","maennlich","899","0.101155124010758","0.0946797939940373","0.107630454027479"
"Min 1x pro Monat","2005","kein Migrationshintergrund","weiblich","829","0.0841522951270694","0.0784329747903829","0.0898716154637559"
"Min 1x pro Monat","2005","direkter Migrationshintergrund","maennlich","56","0.0486793918003548","0.0360197147824224","0.0613390688182872"
"Min 1x pro Monat","2005","direkter Migrationshintergrund","weiblich","45","0.0353242829900491","0.0250826749857524","0.0455658909943459"
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","maennlich","12","","",""
"Min 1x pro Monat","2005","indirekter Migrationshintergrund","weiblich","10","","",""
"Min 1x pro Monat","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2005","kein Migrationshintergrund","maennlich","1288","","",""
"Seltener","2005","kein Migrationshintergrund","weiblich","1350","","",""
"Seltener","2005","direkter Migrationshintergrund","maennlich","86","0.0814922188368065","0.0653973999899891","0.097587037683624"
"Seltener","2005","direkter Migrationshintergrund","weiblich","106","","",""
"Seltener","2005","indirekter Migrationshintergrund","maennlich","49","0.135983483913117","0.102223315687013","0.169743652139221"
"Seltener","2005","indirekter Migrationshintergrund","weiblich","60","0.142387298587026","0.109242500251041","0.175532096923011"
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2005","kein Migrationshintergrund","maennlich","5135","0.632491519436682","0.622138032822832","0.642845006050532"
"Nie","2005","kein Migrationshintergrund","weiblich","6156","0.701557765628634","0.692131022607708","0.710984508649559"
"Nie","2005","direkter Migrationshintergrund","maennlich","903","0.804675427833225","0.781352911156987","0.827997944509464"
"Nie","2005","direkter Migrationshintergrund","weiblich","1044","","",""
"Nie","2005","indirekter Migrationshintergrund","maennlich","305","0.759114229723233","0.716997015550484","0.801231443895982"
"Nie","2005","indirekter Migrationshintergrund","weiblich","329","0.753074637617304","0.712173440989391","0.793975834245217"
"Nie","2005","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2005","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2006","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2006","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2006","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2006","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2006","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2006","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Woche","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Woche","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2006","kein Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2006","direkter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Min 1x pro Monat","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Min 1x pro Monat","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2006","kein Migrationshintergrund","maennlich","","","",""
"Seltener","2006","kein Migrationshintergrund","weiblich","","","",""
"Seltener","2006","direkter Migrationshintergrund","maennlich","","","",""
"Seltener","2006","direkter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Seltener","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2006","kein Migrationshintergrund","maennlich","","","",""
"Nie","2006","kein Migrationshintergrund","weiblich","","","",""
"Nie","2006","direkter Migrationshintergrund","maennlich","","","",""
"Nie","2006","direkter Migrationshintergrund","weiblich","","","",""
"Nie","2006","indirekter Migrationshintergrund","maennlich","","","",""
"Nie","2006","indirekter Migrationshintergrund","weiblich","","","",""
"Nie","2006","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2006","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2007","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2007","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2007","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2007","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2007","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","maennlich","1047","","",""
"Min 1x pro Woche","2007","kein Migrationshintergrund","weiblich","787","0.0821198468810027","0.0764817855587878","0.0877579082032176"
"Min 1x pro Woche","2007","direkter Migrationshintergrund","maennlich","64","0.0620906639747038","0.0468570426577044","0.0773242852917031"
"Min 1x pro Woche","2007","direkter Migrationshintergrund","weiblich","51","0.0380729228437705","0.0269049917559225","0.0492408539316184"
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","maennlich","33","0.0641327228420791","0.0389994741030971","0.0892659715810611"
"Min 1x pro Woche","2007","indirekter Migrationshintergrund","weiblich","27","","",""
"Min 1x pro Woche","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2007","kein Migrationshintergrund","maennlich","883","0.0980946479293252","0.0917201759353223","0.104469119923328"
"Min 1x pro Monat","2007","kein Migrationshintergrund","weiblich","766","0.0725082525306631","0.0671827390748182","0.077833765986508"
"Min 1x pro Monat","2007","direkter Migrationshintergrund","maennlich","34","0.0328229877490633","0.0215756014313451","0.0440703740667816"
"Min 1x pro Monat","2007","direkter Migrationshintergrund","weiblich","46","0.046289345905019","0.0340278804101422","0.0585508113998958"
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","maennlich","8","0.0306300002222007","0.0129525368417443","0.0483074636026572"
"Min 1x pro Monat","2007","indirekter Migrationshintergrund","weiblich","22","","",""
"Min 1x pro Monat","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2007","kein Migrationshintergrund","maennlich","1109","","",""
"Seltener","2007","kein Migrationshintergrund","weiblich","1213","","",""
"Seltener","2007","direkter Migrationshintergrund","maennlich","64","0.0632555448508287","0.0478892401709081","0.0786218495307493"
"Seltener","2007","direkter Migrationshintergrund","weiblich","92","0.0840442096679904","0.0678527986975121","0.100235620638469"
"Seltener","2007","indirekter Migrationshintergrund","maennlich","51","0.141686569969788","0.105910802742551","0.177462337197024"
"Seltener","2007","indirekter Migrationshintergrund","weiblich","44","0.130939616496564","0.0982870989581377","0.163592134034991"
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2007","kein Migrationshintergrund","maennlich","5325","0.652627217747963","0.642423191583706","0.66283124391222"
"Nie","2007","kein Migrationshintergrund","weiblich","6343","0.714439071724276","0.7051634136442","0.723714729804352"
"Nie","2007","direkter Migrationshintergrund","maennlich","802","0.841830803425404","0.818796083566758","0.864865523284051"
"Nie","2007","direkter Migrationshintergrund","weiblich","939","0.83159352158322","0.809754735864462","0.853432307301978"
"Nie","2007","indirekter Migrationshintergrund","maennlich","273","","",""
"Nie","2007","indirekter Migrationshintergrund","weiblich","317","0.755899172958843","0.714320299037679","0.797478046880006"
"Nie","2007","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2007","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2008","kein Migrationshintergrund","maennlich","157","","",""
"Taeglich","2008","kein Migrationshintergrund","weiblich","79","0.0085218030542308","0.00658505972022669","0.0104585463882349"
"Taeglich","2008","direkter Migrationshintergrund","maennlich","12","","",""
"Taeglich","2008","direkter Migrationshintergrund","weiblich","7","0.00727764789392491","0.00206140957340779","0.012493886214442"
"Taeglich","2008","indirekter Migrationshintergrund","maennlich","5","0.00917822608913125","-0.000591551905350587","0.0189480040836131"
"Taeglich","2008","indirekter Migrationshintergrund","weiblich","2","","",""
"Taeglich","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2008","kein Migrationshintergrund","maennlich","891","0.107383589850332","0.10056899132887","0.114198188371794"
"Min 1x pro Woche","2008","kein Migrationshintergrund","weiblich","668","0.073997296574625","0.0684818739894031","0.0795127191598469"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","maennlich","44","0.0370039898602203","0.0245033409330764","0.0495046387873641"
"Min 1x pro Woche","2008","direkter Migrationshintergrund","weiblich","35","0.0305614361660479","0.0199982476484554","0.0411246246836404"
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","maennlich","29","","",""
"Min 1x pro Woche","2008","indirekter Migrationshintergrund","weiblich","28","","",""
"Min 1x pro Woche","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Woche","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Monat","2008","kein Migrationshintergrund","maennlich","729","0.0859923776704355","0.0798215450094494","0.0921632103314216"
"Min 1x pro Monat","2008","kein Migrationshintergrund","weiblich","695","0.0739652124898802","0.0684508902078461","0.0794795347719144"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","maennlich","39","0.0480807963224322","0.0339136653791748","0.0622479272656896"
"Min 1x pro Monat","2008","direkter Migrationshintergrund","weiblich","35","0.0281837846864881","0.0180273862037137","0.0383401831692625"
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","maennlich","14","","",""
"Min 1x pro Monat","2008","indirekter Migrationshintergrund","weiblich","15","","",""
"Min 1x pro Monat","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Min 1x pro Monat","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Seltener","2008","kein Migrationshintergrund","maennlich","907","0.109367416334619","0.102497805288392","0.116237027380846"
"Seltener","2008","kein Migrationshintergrund","weiblich","973","0.105336069826235","0.0988678725287498","0.111804267123719"
"Seltener","2008","direkter Migrationshintergrund","maennlich","66","0.0654432606429221","0.049066374129938","0.0818201471559062"
"Seltener","2008","direkter Migrationshintergrund","weiblich","72","0.0735115616523517","0.0574958651022707","0.0895272582024326"
"Seltener","2008","indirekter Migrationshintergrund","maennlich","34","0.104966604100741","0.0735649343414974","0.136368273859984"
"Seltener","2008","indirekter Migrationshintergrund","weiblich","35","0.108630862733979","0.0780980331312347","0.139163692336723"
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Seltener","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Nie","2008","kein Migrationshintergrund","maennlich","5245","0.681240632079582","0.670983625545065","0.691497638614098"
"Nie","2008","kein Migrationshintergrund","weiblich","6238","0.73817961805503","0.728916707081428","0.747442529028631"
"Nie","2008","direkter Migrationshintergrund","maennlich","715","0.836253552339942","0.81174876322915","0.860758341450734"
"Nie","2008","direkter Migrationshintergrund","weiblich","871","0.860465569601187","0.839201056367865","0.88173008283451"
"Nie","2008","indirekter Migrationshintergrund","maennlich","284","","",""
"Nie","2008","indirekter Migrationshintergrund","weiblich","319","0.76985891545374","0.72855756115984","0.811160269747641"
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Nie","2008","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Taeglich","2009","kein Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","kein Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","direkter Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","direkter Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","maennlich","","","",""
"Taeglich","2009","indirekter Migrationshintergrund","weiblich","","","",""
"Taeglich","2009","Migrationshintergrund - n. w. differenzierbar","maennlich","","","",""
"Taeglich","2009","Migrationshintergrund - n. w. differenzierbar","weiblich","","","",""
"Min 1x pro Woche","2009","kein Migrationshintergrund","maennlich","992","0.127247352077187","0.1196810856059","0.134813618548474"
"Min 1x pro Woche","2009","kein Migrationshintergrund","weiblich","683","0.0786961943601135","0.0728258042059339","0.0845665845142931"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","maennlich","37","0.0363394849000556","0.0229734676048869","0.0497055021952244"
"Min 1x pro Woche","2009","direkter Migrationshintergrund","weiblich","38","0.0339402746039661","0.0220506291746873","0.045829920033245"
"Min 1x pro Woche","2009","indirekter Migrationshintergrund","maennlich","22","","",""
