,Unnamed: 0,year,pgisced97,sex,pli0096_h,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
614,614,2008,First Stage of Tertiary Education,female,Never,0.70269,397,18777,0.63137,0.76782
615,615,2008,Second Stage of Tertiary Education,male,At least once per week,0.12101,347,18777,0.10967,0.13331
616,616,2008,Second Stage of Tertiary Education,male,At least once per month,0.10285,257,18777,0.09152,0.11593
617,617,2008,Second Stage of Tertiary Education,male,Seldom,0.13687,333,18777,0.12232,0.15274
618,618,2008,Second Stage of Tertiary Education,male,Never,0.63926,1350,18777,0.60054,0.6704
619,619,2008,Second Stage of Tertiary Education,female,At least once per week,0.10937,213,18777,0.09421,0.12218
620,620,2008,Second Stage of Tertiary Education,female,At least once per month,0.08971,190,18777,0.07706,0.09917
621,621,2008,Second Stage of Tertiary Education,female,Seldom,0.15301,283,18777,0.13694,0.16929
622,622,2008,Second Stage of Tertiary Education,female,Never,0.64791,1207,18777,0.61713,0.68613
623,623,2009,Pre-primary Level,male,Never,1.0,94,17396,0.83095,1.19786
624,624,2009,Pre-primary Level,female,Never,1.0,85,17396,0.78349,1.25429
625,625,2009,Primary Level,male,Never,1.0,60,17396,0.82929,1.20899
626,626,2009,Primary Level,female,Never,1.0,95,17396,0.82196,1.18042
627,627,2009,Lower Secondary Level,male,At least once per week,0.05779,35,17396,0.04099,0.07803
628,628,2009,Lower Secondary Level,male,Seldom,0.1027,56,17396,0.07793,0.12625
629,629,2009,Lower Secondary Level,male,Never,0.83951,442,17396,0.76878,0.89683
630,630,2009,Lower Secondary Level,female,At least once per week,0.04441,64,17396,0.036,0.05331
631,631,2009,Lower Secondary Level,female,At least once per month,0.04219,51,17396,0.0328,0.05165
632,632,2009,Lower Secondary Level,female,Seldom,0.07088,90,17396,0.05781,0.08394
633,633,2009,Lower Secondary Level,female,Never,0.84251,1015,17396,0.80277,0.87676
634,634,2009,Upper Secondary Level,male,At least once per week,0.10815,474,17396,0.0997,0.11646
635,635,2009,Upper Secondary Level,male,At least once per month,0.07729,346,17396,0.07023,0.08604
636,636,2009,Upper Secondary Level,male,Seldom,0.11066,448,17396,0.10031,0.12052
637,637,2009,Upper Secondary Level,male,Never,0.70391,2978,17396,0.68122,0.72647
638,638,2009,Upper Secondary Level,female,At least once per week,0.06776,342,17396,0.06128,0.07547
639,639,2009,Upper Secondary Level,female,At least once per month,0.07096,361,17396,0.06276,0.07728
640,640,2009,Upper Secondary Level,female,Seldom,0.12952,592,17396,0.11875,0.14202
641,641,2009,Upper Secondary Level,female,Never,0.73176,3446,17396,0.70817,0.75384
642,642,2009,Post-secondary Non-tertiary Level,male,At least once per week,0.14821,50,17396,0.10814,0.20275
643,643,2009,Post-secondary Non-tertiary Level,male,At least once per month,0.11265,39,17396,0.07781,0.14957
644,644,2009,Post-secondary Non-tertiary Level,male,Seldom,0.15233,52,17396,0.11391,0.18982
645,645,2009,Post-secondary Non-tertiary Level,male,Never,0.5868,247,17396,0.51968,0.64244
646,646,2009,Post-secondary Non-tertiary Level,female,At least once per week,0.06191,49,17396,0.04954,0.07441
647,647,2009,Post-secondary Non-tertiary Level,female,At least once per month,0.10901,61,17396,0.08102,0.13778
648,648,2009,Post-secondary Non-tertiary Level,female,Seldom,0.11476,64,17396,0.09125,0.14224
649,649,2009,Post-secondary Non-tertiary Level,female,Never,0.71432,432,17396,0.65701,0.77303
650,650,2009,First Stage of Tertiary Education,male,At least once per week,0.11945,102,17396,0.09429,0.14116
651,651,2009,First Stage of Tertiary Education,male,At least once per month,0.12454,106,17396,0.10338,0.14943
652,652,2009,First Stage of Tertiary Education,male,Seldom,0.14274,98,17396,0.11506,0.16933
653,653,2009,First Stage of Tertiary Education,male,Never,0.61326,470,17396,0.56473,0.67754
654,654,2009,First Stage of Tertiary Education,female,At least once per week,0.1012,57,17396,0.07262,0.13573
655,655,2009,First Stage of Tertiary Education,female,At least once per month,0.10539,65,17396,0.07976,0.12833
656,656,2009,First Stage of Tertiary Education,female,Seldom,0.16017,87,17396,0.13529,0.18741
657,657,2009,First Stage of Tertiary Education,female,Never,0.63323,334,17396,0.56366,0.70449
658,658,2009,Second Stage of Tertiary Education,male,At least once per week,0.13781,339,17396,0.11964,0.15548
659,659,2009,Second Stage of Tertiary Education,male,At least once per month,0.10464,261,17396,0.09298,0.11832
660,660,2009,Second Stage of Tertiary Education,male,Seldom,0.16105,340,17396,0.14426,0.1799
661,661,2009,Second Stage of Tertiary Education,male,Never,0.59649,1232,17396,0.55828,0.64479
662,662,2009,Second Stage of Tertiary Education,female,At least once per week,0.11298,204,17396,0.09691,0.13232
663,663,2009,Second Stage of Tertiary Education,female,At least once per month,0.08044,192,17396,0.06884,0.09562
664,664,2009,Second Stage of Tertiary Education,female,Seldom,0.16579,300,17396,0.14325,0.1873
665,665,2009,Second Stage of Tertiary Education,female,Never,0.64079,1141,17396,0.60566,0.6828
666,666,2011,Pre-primary Level,male,At least once per week,0.1401,32,27606,0.0957,0.19379
667,667,2011,Pre-primary Level,male,Seldom,0.2485,45,27606,0.16957,0.3457
668,668,2011,Pre-primary Level,male,Never,0.61139,134,27606,0.50613,0.70649
669,669,2011,Pre-primary Level,female,At least once per week,0.12068,33,27606,0.09393,0.14872
670,670,2011,Pre-primary Level,female,Seldom,0.16943,38,27606,0.12704,0.21974
671,671,2011,Pre-primary Level,female,Never,0.70989,140,27606,0.59474,0.81848
672,672,2011,Primary Level,male,Never,1.0,145,27606,0.77742,1.21449
673,673,2011,Primary Level,female,Never,1.0,220,27606,0.85896,1.14436
674,674,2011,Lower Secondary Level,male,At least once per week,0.07671,69,27606,0.05689,0.09429
675,675,2011,Lower Secondary Level,male,At least once per month,0.04213,41,27606,0.02932,0.0619
676,676,2011,Lower Secondary Level,male,Seldom,0.07553,77,27606,0.06043,0.09393
677,677,2011,Lower Secondary Level,male,Never,0.80563,743,27606,0.7519,0.87217
678,678,2011,Lower Secondary Level,female,At least once per week,0.05817,128,27606,0.05025,0.06685
679,679,2011,Lower Secondary Level,female,At least once per month,0.04201,87,27606,0.03216,0.05322
680,680,2011,Lower Secondary Level,female,Seldom,0.08127,164,27606,0.06869,0.09178
681,681,2011,Lower Secondary Level,female,Never,0.81855,1623,27606,0.77113,0.85205
682,682,2011,Upper Secondary Level,male,At least once per week,0.10838,727,27606,0.1,0.11613
683,683,2011,Upper Secondary Level,male,At least once per month,0.08556,538,27606,0.07852,0.09291
684,684,2011,Upper Secondary Level,male,Seldom,0.12211,695,27606,0.11213,0.13176
685,685,2011,Upper Secondary Level,male,Never,0.68396,4179,27606,0.66359,0.70691
686,686,2011,Upper Secondary Level,female,At least once per week,0.08282,657,27606,0.07669,0.0915
687,687,2011,Upper Secondary Level,female,At least once per month,0.07706,664,27606,0.07024,0.08415
688,688,2011,Upper Secondary Level,female,Seldom,0.13585,952,27606,0.12706,0.14418
689,689,2011,Upper Secondary Level,female,Never,0.70428,5438,27606,0.68343,0.72029
690,690,2011,Post-secondary Non-tertiary Level,male,At least once per week,0.14034,81,27606,0.10451,0.17997
691,691,2011,Post-secondary Non-tertiary Level,male,At least once per month,0.11155,77,27606,0.07661,0.15094
692,692,2011,Post-secondary Non-tertiary Level,male,Seldom,0.15637,91,27606,0.11949,0.19422
693,693,2011,Post-secondary Non-tertiary Level,male,Never,0.59174,413,27606,0.54068,0.67583
694,694,2011,Post-secondary Non-tertiary Level,female,At least once per week,0.08913,126,27606,0.07056,0.10848
695,695,2011,Post-secondary Non-tertiary Level,female,At least once per month,0.08822,150,27606,0.07366,0.10284
696,696,2011,Post-secondary Non-tertiary Level,female,Seldom,0.12977,169,27606,0.10814,0.15387
697,697,2011,Post-secondary Non-tertiary Level,female,Never,0.69289,889,27606,0.64182,0.74376
698,698,2011,First Stage of Tertiary Education,male,At least once per week,0.15705,197,27606,0.13441,0.18455
699,699,2011,First Stage of Tertiary Education,male,At least once per month,0.12801,162,27606,0.10723,0.15143
700,700,2011,First Stage of Tertiary Education,male,Seldom,0.13845,151,27606,0.11434,0.16538
701,701,2011,First Stage of Tertiary Education,male,Never,0.57649,630,27606,0.52992,0.61854
702,702,2011,First Stage of Tertiary Education,female,At least once per week,0.09442,83,27606,0.07055,0.11526
703,703,2011,First Stage of Tertiary Education,female,At least once per month,0.09703,86,27606,0.07058,0.12187
704,704,2011,First Stage of Tertiary Education,female,Seldom,0.19102,114,27606,0.15173,0.23049
705,705,2011,First Stage of Tertiary Education,female,Never,0.61753,424,27606,0.55138,0.68364
706,706,2011,Second Stage of Tertiary Education,male,At least once per week,0.14697,518,27606,0.13356,0.16251
707,707,2011,Second Stage of Tertiary Education,male,At least once per month,0.10478,372,27606,0.09291,0.11649
708,708,2011,Second Stage of Tertiary Education,male,Seldom,0.17433,548,27606,0.15871,0.19377
709,709,2011,Second Stage of Tertiary Education,male,Never,0.57391,1761,27606,0.54246,0.60473
710,710,2011,Second Stage of Tertiary Education,female,At least once per week,0.12431,415,27606,0.10961,0.13853
711,711,2011,Second Stage of Tertiary Education,female,At least once per month,0.10358,366,27606,0.08863,0.11658
712,712,2011,Second Stage of Tertiary Education,female,Seldom,0.16513,500,27606,0.1505,0.18483
713,713,2011,Second Stage of Tertiary Education,female,Never,0.60698,1714,27606,0.57684,0.63749
714,714,2013,Pre-primary Level,male,At least once per week,0.21054,40,24826,0.14618,0.27394
715,715,2013,Pre-primary Level,male,Seldom,0.19377,32,24826,0.08774,0.30706
716,716,2013,Pre-primary Level,male,Never,0.59569,124,24826,0.45738,0.74305
717,717,2013,Pre-primary Level,female,Seldom,0.26898,34,24826,0.14419,0.43769
718,718,2013,Pre-primary Level,female,Never,0.73102,151,24826,0.61742,0.87087
719,719,2013,Primary Level,male,Never,1.0,120,24826,0.7919,1.2102
720,720,2013,Primary Level,female,Never,1.0,176,24826,0.83346,1.15827
721,721,2013,Lower Secondary Level,male,At least once per week,0.08038,66,24826,0.05871,0.10623
722,722,2013,Lower Secondary Level,male,At least once per month,0.05981,54,24826,0.04497,0.07597
723,723,2013,Lower Secondary Level,male,Seldom,0.09994,74,24826,0.07617,0.13142
724,724,2013,Lower Secondary Level,male,Never,0.75988,673,24826,0.69231,0.82056
725,725,2013,Lower Secondary Level,female,At least once per week,0.07157,129,24826,0.06063,0.08276
726,726,2013,Lower Secondary Level,female,At least once per month,0.05632,77,24826,0.0473,0.06666
727,727,2013,Lower Secondary Level,female,Seldom,0.07474,120,24826,0.06262,0.08651
728,728,2013,Lower Secondary Level,female,Never,0.79736,1384,24826,0.75381,0.83368
729,729,2013,Upper Secondary Level,male,At least once per week,0.11522,643,24826,0.10622,0.12562
730,730,2013,Upper Secondary Level,male,At least once per month,0.08187,470,24826,0.0739,0.08988
731,731,2013,Upper Secondary Level,male,Seldom,0.10292,528,24826,0.09423,0.11046
732,732,2013,Upper Secondary Level,male,Never,0.69999,3783,24826,0.67869,0.72241
733,733,2013,Upper Secondary Level,female,At least once per week,0.09461,628,24826,0.08706,0.10307
734,734,2013,Upper Secondary Level,female,At least once per month,0.07228,549,24826,0.06612,0.07888
735,735,2013,Upper Secondary Level,female,Seldom,0.09582,669,24826,0.08717,0.10483
736,736,2013,Upper Secondary Level,female,Never,0.73729,5062,24826,0.71794,0.76231
737,737,2013,Post-secondary Non-tertiary Level,male,At least once per week,0.16229,86,24826,0.11302,0.20321
738,738,2013,Post-secondary Non-tertiary Level,male,At least once per month,0.10654,62,24826,0.07954,0.14234
739,739,2013,Post-secondary Non-tertiary Level,male,Seldom,0.11056,64,24826,0.07974,0.14213
740,740,2013,Post-secondary Non-tertiary Level,male,Never,0.62061,393,24826,0.55124,0.70614
741,741,2013,Post-secondary Non-tertiary Level,female,At least once per week,0.09663,119,24826,0.07467,0.12308
742,742,2013,Post-secondary Non-tertiary Level,female,At least once per month,0.06049,99,24826,0.04502,0.07715
743,743,2013,Post-secondary Non-tertiary Level,female,Seldom,0.12331,140,24826,0.09908,0.1482
744,744,2013,Post-secondary Non-tertiary Level,female,Never,0.71957,803,24826,0.65587,0.78179
745,745,2013,First Stage of Tertiary Education,male,At least once per week,0.17031,186,24826,0.14059,0.20252
746,746,2013,First Stage of Tertiary Education,male,At least once per month,0.12433,133,24826,0.09989,0.15532
747,747,2013,First Stage of Tertiary Education,male,Seldom,0.13199,120,24826,0.10807,0.1598
748,748,2013,First Stage of Tertiary Education,male,Never,0.57337,590,24826,0.51579,0.62106
749,749,2013,First Stage of Tertiary Education,female,At least once per week,0.14062,83,24826,0.10646,0.1728
750,750,2013,First Stage of Tertiary Education,female,At least once per month,0.07812,66,24826,0.05726,0.10507
751,751,2013,First Stage of Tertiary Education,female,Seldom,0.10876,81,24826,0.08478,0.13229
752,752,2013,First Stage of Tertiary Education,female,Never,0.6725,411,24826,0.60065,0.75475
753,753,2013,Second Stage of Tertiary Education,male,At least once per week,0.16593,493,24826,0.15128,0.18309
754,754,2013,Second Stage of Tertiary Education,male,At least once per month,0.10532,381,24826,0.09345,0.11916
755,755,2013,Second Stage of Tertiary Education,male,Seldom,0.12189,383,24826,0.10657,0.13594
756,756,2013,Second Stage of Tertiary Education,male,Never,0.60686,1704,24826,0.57382,0.64591
757,757,2013,Second Stage of Tertiary Education,female,At least once per week,0.1272,413,24826,0.11399,0.14256
758,758,2013,Second Stage of Tertiary Education,female,At least once per month,0.11289,372,24826,0.09954,0.13128
759,759,2013,Second Stage of Tertiary Education,female,Seldom,0.12499,375,24826,0.10756,0.14133
760,760,2013,Second Stage of Tertiary Education,female,Never,0.63493,1683,24826,0.59997,0.67238
761,761,2015,Pre-primary Level,male,Never,1.0,103,25883,0.76812,1.24262
762,762,2015,Pre-primary Level,female,Seldom,0.27859,36,25883,0.17923,0.419
763,763,2015,Pre-primary Level,female,Never,0.72141,119,25883,0.5797,0.86883
764,764,2015,Primary Level,male,Never,1.0,187,25883,0.83133,1.20864
765,765,2015,Primary Level,female,Never,1.0,291,25883,0.84957,1.16462
766,766,2015,Lower Secondary Level,male,At least once per week,0.07473,86,25883,0.05668,0.08768
767,767,2015,Lower Secondary Level,male,At least once per month,0.04811,62,25883,0.03761,0.06155
768,768,2015,Lower Secondary Level,male,Seldom,0.09336,103,25883,0.0756,0.11188
769,769,2015,Lower Secondary Level,male,Never,0.7838,921,25883,0.72245,0.84578
770,770,2015,Lower Secondary Level,female,At least once per week,0.05778,100,25883,0.04816,0.06821
771,771,2015,Lower Secondary Level,female,At least once per month,0.05468,88,25883,0.04386,0.0668
772,772,2015,Lower Secondary Level,female,Seldom,0.09049,131,25883,0.07265,0.11033
773,773,2015,Lower Secondary Level,female,Never,0.79704,1461,25883,0.74902,0.84682
774,774,2015,Upper Secondary Level,male,At least once per week,0.10003,576,25883,0.09149,0.10958
775,775,2015,Upper Secondary Level,male,At least once per month,0.08925,461,25883,0.08098,0.09844
776,776,2015,Upper Secondary Level,male,Seldom,0.10837,602,25883,0.0991,0.11718
777,777,2015,Upper Secondary Level,male,Never,0.70235,3809,25883,0.67714,0.7268
778,778,2015,Upper Secondary Level,female,At least once per week,0.08636,573,25883,0.07946,0.09275
779,779,2015,Upper Secondary Level,female,At least once per month,0.08029,576,25883,0.07289,0.08765
780,780,2015,Upper Secondary Level,female,Seldom,0.13172,844,25883,0.12156,0.14271
781,781,2015,Upper Secondary Level,female,Never,0.70164,4668,25883,0.68146,0.72097
782,782,2015,Post-secondary Non-tertiary Level,male,At least once per week,0.14692,93,25883,0.10701,0.18833
783,783,2015,Post-secondary Non-tertiary Level,male,At least once per month,0.08081,64,25883,0.05364,0.11688
784,784,2015,Post-secondary Non-tertiary Level,male,Seldom,0.14289,95,25883,0.10147,0.1792
785,785,2015,Post-secondary Non-tertiary Level,male,Never,0.62938,557,25883,0.56331,0.70109
786,786,2015,Post-secondary Non-tertiary Level,female,At least once per week,0.09498,126,25883,0.07777,0.11201
787,787,2015,Post-secondary Non-tertiary Level,female,At least once per month,0.0698,100,25883,0.05548,0.08461
788,788,2015,Post-secondary Non-tertiary Level,female,Seldom,0.13871,184,25883,0.11164,0.1696
789,789,2015,Post-secondary Non-tertiary Level,female,Never,0.69651,929,25883,0.63462,0.74925
790,790,2015,First Stage of Tertiary Education,male,At least once per week,0.14964,158,25883,0.12099,0.17251
791,791,2015,First Stage of Tertiary Education,male,At least once per month,0.11115,123,25883,0.09227,0.13111
792,792,2015,First Stage of Tertiary Education,male,Seldom,0.14946,135,25883,0.12561,0.17906
793,793,2015,First Stage of Tertiary Education,male,Never,0.58974,530,25883,0.54273,0.6507
794,794,2015,First Stage of Tertiary Education,female,At least once per week,0.10269,65,25883,0.07818,0.12997
795,795,2015,First Stage of Tertiary Education,female,At least once per month,0.12195,84,25883,0.09131,0.15871
796,796,2015,First Stage of Tertiary Education,female,Seldom,0.14783,99,25883,0.10562,0.19407
797,797,2015,First Stage of Tertiary Education,female,Never,0.62752,334,25883,0.55599,0.7212
798,798,2015,Second Stage of Tertiary Education,male,At least once per week,0.15628,503,25883,0.14335,0.17464
799,799,2015,Second Stage of Tertiary Education,male,At least once per month,0.11708,382,25883,0.10388,0.13081
800,800,2015,Second Stage of Tertiary Education,male,Seldom,0.15832,488,25883,0.1383,0.17556
801,801,2015,Second Stage of Tertiary Education,male,Never,0.56832,1817,25883,0.53726,0.60559
802,802,2015,Second Stage of Tertiary Education,female,At least once per week,0.12281,415,25883,0.10849,0.1372
803,803,2015,Second Stage of Tertiary Education,female,At least once per month,0.10203,391,25883,0.09037,0.11846
804,804,2015,Second Stage of Tertiary Education,female,Seldom,0.16563,516,25883,0.1472,0.18714
805,805,2015,Second Stage of Tertiary Education,female,Never,0.60953,1898,25883,0.57321,0.64538
806,806,2017,Pre-primary Level,male,At least once per week,0.21405,31,25743,0.10836,0.38379
807,807,2017,Pre-primary Level,male,Seldom,0.14722,31,25743,0.09006,0.23989
808,808,2017,Pre-primary Level,male,Never,0.63873,112,25743,0.52308,0.75708
809,809,2017,Pre-primary Level,female,At least once per week,0.24816,34,25743,0.15215,0.34251
810,810,2017,Pre-primary Level,female,Seldom,0.15376,36,25743,0.10365,0.23232
811,811,2017,Pre-primary Level,female,Never,0.59808,123,25743,0.49191,0.71353
812,812,2017,Primary Level,male,Never,1.0,160,25743,0.85798,1.16477
813,813,2017,Primary Level,female,Never,1.0,232,25743,0.88134,1.16449
814,814,2017,Lower Secondary Level,male,At least once per week,0.10032,100,25743,0.0851,0.11995
815,815,2017,Lower Secondary Level,male,At least once per month,0.05226,52,25743,0.03836,0.06948
816,816,2017,Lower Secondary Level,male,Seldom,0.05025,73,25743,0.03832,0.06326
817,817,2017,Lower Secondary Level,male,Never,0.79717,830,25743,0.73459,0.85961
818,818,2017,Lower Secondary Level,female,At least once per week,0.0576,99,25743,0.04564,0.06987
819,819,2017,Lower Secondary Level,female,At least once per month,0.05225,90,25743,0.04356,0.06397
820,820,2017,Lower Secondary Level,female,Seldom,0.07933,140,25743,0.06696,0.09407
821,821,2017,Lower Secondary Level,female,Never,0.81082,1343,25743,0.76382,0.86014
822,822,2017,Upper Secondary Level,male,At least once per week,0.10745,597,25743,0.09867,0.11741
823,823,2017,Upper Secondary Level,male,At least once per month,0.09131,523,25743,0.08239,0.09964
824,824,2017,Upper Secondary Level,male,Seldom,0.09921,557,25743,0.08964,0.10894
825,825,2017,Upper Secondary Level,male,Never,0.70204,3785,25743,0.6783,0.72625
826,826,2017,Upper Secondary Level,female,At least once per week,0.09239,622,25743,0.08541,0.09911
827,827,2017,Upper Secondary Level,female,At least once per month,0.0793,584,25743,0.07327,0.08739
828,828,2017,Upper Secondary Level,female,Seldom,0.12732,803,25743,0.11806,0.13655
829,829,2017,Upper Secondary Level,female,Never,0.70099,4552,25743,0.6789,0.72002
830,830,2017,Post-secondary Non-tertiary Level,male,At least once per week,0.10758,97,25743,0.08293,0.13732
831,831,2017,Post-secondary Non-tertiary Level,male,At least once per month,0.11769,77,25743,0.08435,0.15397
832,832,2017,Post-secondary Non-tertiary Level,male,Seldom,0.12858,88,25743,0.10278,0.16524
833,833,2017,Post-secondary Non-tertiary Level,male,Never,0.64615,555,25743,0.59293,0.69828
834,834,2017,Post-secondary Non-tertiary Level,female,At least once per week,0.11756,150,25743,0.09985,0.13673
835,835,2017,Post-secondary Non-tertiary Level,female,At least once per month,0.09824,149,25743,0.08016,0.11917
836,836,2017,Post-secondary Non-tertiary Level,female,Seldom,0.11042,171,25743,0.091,0.12954
837,837,2017,Post-secondary Non-tertiary Level,female,Never,0.67377,922,25743,0.61862,0.73341
838,838,2017,First Stage of Tertiary Education,male,At least once per week,0.17446,177,25743,0.15071,0.20604
839,839,2017,First Stage of Tertiary Education,male,At least once per month,0.11761,138,25743,0.09895,0.13617
840,840,2017,First Stage of Tertiary Education,male,Seldom,0.1553,138,25743,0.13033,0.18366
841,841,2017,First Stage of Tertiary Education,male,Never,0.55264,488,25743,0.50716,0.59498
842,842,2017,First Stage of Tertiary Education,female,At least once per week,0.10653,67,25743,0.08178,0.13502
843,843,2017,First Stage of Tertiary Education,female,At least once per month,0.12049,94,25743,0.0981,0.14053
844,844,2017,First Stage of Tertiary Education,female,Seldom,0.14411,99,25743,0.10997,0.18193
845,845,2017,First Stage of Tertiary Education,female,Never,0.62887,330,25743,0.54866,0.7145
846,846,2017,Second Stage of Tertiary Education,male,At least once per week,0.16993,548,25743,0.15455,0.18516
847,847,2017,Second Stage of Tertiary Education,male,At least once per month,0.1106,409,25743,0.09859,0.12232
848,848,2017,Second Stage of Tertiary Education,male,Seldom,0.14788,469,25743,0.13082,0.16399
849,849,2017,Second Stage of Tertiary Education,male,Never,0.57159,1814,25743,0.53729,0.60323
850,850,2017,Second Stage of Tertiary Education,female,At least once per week,0.13439,446,25743,0.12143,0.14992
851,851,2017,Second Stage of Tertiary Education,female,At least once per month,0.1036,399,25743,0.09124,0.11867
852,852,2017,Second Stage of Tertiary Education,female,Seldom,0.15001,514,25743,0.13288,0.16717
853,853,2017,Second Stage of Tertiary Education,female,Never,0.61201,1895,25743,0.57674,0.64399
854,854,2019,Pre-primary Level,male,Never,1.0,107,24878,0.75283,1.21325
855,855,2019,Pre-primary Level,female,At least once per week,0.27361,35,24878,0.18296,0.36597
856,856,2019,Pre-primary Level,female,Never,0.72639,89,24878,0.50354,1.01664
857,857,2019,Primary Level,male,Never,1.0,150,24878,0.80567,1.24462
858,858,2019,Primary Level,female,Never,1.0,189,24878,0.83129,1.20853
859,859,2019,Lower Secondary Level,male,At least once per week,0.08316,87,24878,0.06485,0.10303
860,860,2019,Lower Secondary Level,male,At least once per month,0.03944,41,24878,0.02538,0.0531
861,861,2019,Lower Secondary Level,male,Seldom,0.07595,60,24878,0.05576,0.10312
862,862,2019,Lower Secondary Level,male,Never,0.80145,798,24878,0.7403,0.88028
863,863,2019,Lower Secondary Level,female,At least once per week,0.05408,93,24878,0.04096,0.07496
864,864,2019,Lower Secondary Level,female,At least once per month,0.05396,63,24878,0.04266,0.07064
865,865,2019,Lower Secondary Level,female,Seldom,0.07145,107,24878,0.05955,0.08507
866,866,2019,Lower Secondary Level,female,Never,0.82052,1152,24878,0.75931,0.87989
867,867,2019,Upper Secondary Level,male,At least once per week,0.12777,668,24878,0.11703,0.13886
868,868,2019,Upper Secondary Level,male,At least once per month,0.07185,412,24878,0.06262,0.07962
869,869,2019,Upper Secondary Level,male,Seldom,0.09512,469,24878,0.08522,0.10605
870,870,2019,Upper Secondary Level,male,Never,0.70526,3503,24878,0.67851,0.73393
871,871,2019,Upper Secondary Level,female,At least once per week,0.09253,622,24878,0.08446,0.10234
872,872,2019,Upper Secondary Level,female,At least once per month,0.07742,481,24878,0.06885,0.08604
873,873,2019,Upper Secondary Level,female,Seldom,0.09587,588,24878,0.08673,0.10671
874,874,2019,Upper Secondary Level,female,Never,0.73418,4332,24878,0.70797,0.76053
875,875,2019,Post-secondary Non-tertiary Level,male,At least once per week,0.10335,107,24878,0.06763,0.15019
876,876,2019,Post-secondary Non-tertiary Level,male,At least once per month,0.10178,79,24878,0.07319,0.13365
877,877,2019,Post-secondary Non-tertiary Level,male,Seldom,0.12716,93,24878,0.0984,0.16496
878,878,2019,Post-secondary Non-tertiary Level,male,Never,0.6677,550,24878,0.60658,0.7427
879,879,2019,Post-secondary Non-tertiary Level,female,At least once per week,0.14058,177,24878,0.11306,0.16867
880,880,2019,Post-secondary Non-tertiary Level,female,At least once per month,0.05793,97,24878,0.04545,0.07332
881,881,2019,Post-secondary Non-tertiary Level,female,Seldom,0.11297,155,24878,0.09276,0.13748
882,882,2019,Post-secondary Non-tertiary Level,female,Never,0.68852,916,24878,0.64269,0.74202
883,883,2019,First Stage of Tertiary Education,male,At least once per week,0.18627,222,24878,0.1534,0.22702
884,884,2019,First Stage of Tertiary Education,male,At least once per month,0.09489,140,24878,0.07875,0.11447
885,885,2019,First Stage of Tertiary Education,male,Seldom,0.13979,122,24878,0.11113,0.17284
886,886,2019,First Stage of Tertiary Education,male,Never,0.57905,594,24878,0.52085,0.63676
887,887,2019,First Stage of Tertiary Education,female,At least once per week,0.10181,69,24878,0.08001,0.13167
888,888,2019,First Stage of Tertiary Education,female,At least once per month,0.12484,81,24878,0.09993,0.15227
889,889,2019,First Stage of Tertiary Education,female,Seldom,0.10754,73,24878,0.07477,0.14047
890,890,2019,First Stage of Tertiary Education,female,Never,0.66582,358,24878,0.57652,0.77333
891,891,2019,Second Stage of Tertiary Education,male,At least once per week,0.16162,636,24878,0.14629,0.18008
892,892,2019,Second Stage of Tertiary Education,male,At least once per month,0.10782,491,24878,0.09241,0.12049
893,893,2019,Second Stage of Tertiary Education,male,Seldom,0.12513,483,24878,0.11001,0.14143
894,894,2019,Second Stage of Tertiary Education,male,Never,0.60543,2046,24878,0.5704,0.6425
895,895,2019,Second Stage of Tertiary Education,female,At least once per week,0.13139,481,24878,0.11496,0.14555
896,896,2019,Second Stage of Tertiary Education,female,At least once per month,0.10038,423,24878,0.08817,0.11392
897,897,2019,Second Stage of Tertiary Education,female,Seldom,0.11888,440,24878,0.10505,0.13519
898,898,2019,Second Stage of Tertiary Education,female,Never,0.64935,1999,24878,0.61988,0.68328
899,899,2021,Pre-primary Level,male,Never,1.0,53,16448,0.69485,1.32264
900,900,2021,Pre-primary Level,female,Never,1.0,57,16448,0.62087,1.5353
901,901,2021,Primary Level,male,Never,1.0,84,16448,0.70614,1.33364
902,902,2021,Primary Level,female,Never,1.0,92,16448,0.75195,1.24909
903,903,2021,Lower Secondary Level,male,At least once per week,0.09747,67,16448,0.07302,0.11904
904,904,2021,Lower Secondary Level,male,At least once per month,0.06226,38,16448,0.03712,0.10204
905,905,2021,Lower Secondary Level,male,Seldom,0.08934,63,16448,0.05772,0.1351
906,906,2021,Lower Secondary Level,male,Never,0.75093,396,16448,0.65272,0.85762
907,907,2021,Lower Secondary Level,female,At least once per week,0.0725,60,16448,0.05144,0.09485
908,908,2021,Lower Secondary Level,female,At least once per month,0.04325,43,16448,0.03002,0.05731
909,909,2021,Lower Secondary Level,female,Seldom,0.0608,58,16448,0.04099,0.0835
910,910,2021,Lower Secondary Level,female,Never,0.82344,647,16448,0.74107,0.89389
911,911,2021,Upper Secondary Level,male,At least once per week,0.14113,456,16448,0.12367,0.15985
912,912,2021,Upper Secondary Level,male,At least once per month,0.09598,310,16448,0.08249,0.10783
913,913,2021,Upper Secondary Level,male,Seldom,0.1135,329,16448,0.097,0.13134
914,914,2021,Upper Secondary Level,male,Never,0.64938,2027,16448,0.61965,0.68199
915,915,2021,Upper Secondary Level,female,At least once per week,0.10182,420,16448,0.08773,0.11489
916,916,2021,Upper Secondary Level,female,At least once per month,0.08674,354,16448,0.07566,0.09899
917,917,2021,Upper Secondary Level,female,Seldom,0.11903,459,16448,0.10779,0.1329
