"plj0589","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"Nie","2016","AkademikerIn","Bayern","","","",""
"Nie","2016","AkademikerIn","Berlin","","","",""
"Nie","2016","AkademikerIn","Brandenburg","","","",""
"Nie","2016","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Nie","2016","AkademikerIn","Sachsen","","","",""
"Nie","2016","AkademikerIn","Sachsen-Anhalt","","","",""
"Nie","2016","AkademikerIn","Thueringen","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Hamburg","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Niedersachsen","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Bremen","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Hessen","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Bayern","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Berlin","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Sachsen","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sehr oft","2017","(noch) kein Abschluss","Thueringen","","","",""
"Sehr oft","2017","Hauptschule","Schleswig-Holstein","","","",""
"Sehr oft","2017","Hauptschule","Hamburg","","","",""
"Sehr oft","2017","Hauptschule","Niedersachsen","","","",""
"Sehr oft","2017","Hauptschule","Bremen","","","",""
"Sehr oft","2017","Hauptschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2017","Hauptschule","Hessen","","","",""
"Sehr oft","2017","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2017","Hauptschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2017","Hauptschule","Bayern","","","",""
"Sehr oft","2017","Hauptschule","Berlin","","","",""
"Sehr oft","2017","Hauptschule","Brandenburg","","","",""
"Sehr oft","2017","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2017","Hauptschule","Sachsen","","","",""
"Sehr oft","2017","Hauptschule","Sachsen-Anhalt","","","",""
"Sehr oft","2017","Hauptschule","Thueringen","","","",""
"Sehr oft","2017","Realschule","Schleswig-Holstein","","","",""
"Sehr oft","2017","Realschule","Hamburg","","","",""
"Sehr oft","2017","Realschule","Niedersachsen","","","",""
"Sehr oft","2017","Realschule","Bremen","","","",""
"Sehr oft","2017","Realschule","Nordrhein-Westfalen","","","",""
"Sehr oft","2017","Realschule","Hessen","","","",""
"Sehr oft","2017","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2017","Realschule","Baden-Wuerttemberg","","","",""
"Sehr oft","2017","Realschule","Bayern","","","",""
"Sehr oft","2017","Realschule","Berlin","","","",""
"Sehr oft","2017","Realschule","Brandenburg","","","",""
"Sehr oft","2017","Realschule","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2017","Realschule","Sachsen","","","",""
"Sehr oft","2017","Realschule","Sachsen-Anhalt","","","",""
"Sehr oft","2017","Realschule","Thueringen","","","",""
"Sehr oft","2017","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Sehr oft","2017","(Fach-)Abitur","Hamburg","","","",""
"Sehr oft","2017","(Fach-)Abitur","Niedersachsen","","","",""
"Sehr oft","2017","(Fach-)Abitur","Bremen","","","",""
"Sehr oft","2017","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Sehr oft","2017","(Fach-)Abitur","Hessen","","","",""
"Sehr oft","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2017","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Sehr oft","2017","(Fach-)Abitur","Bayern","","","",""
"Sehr oft","2017","(Fach-)Abitur","Berlin","","","",""
"Sehr oft","2017","(Fach-)Abitur","Brandenburg","","","",""
"Sehr oft","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2017","(Fach-)Abitur","Sachsen","","","",""
"Sehr oft","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Sehr oft","2017","(Fach-)Abitur","Thueringen","","","",""
"Sehr oft","2017","AkademikerIn","Schleswig-Holstein","","","",""
"Sehr oft","2017","AkademikerIn","Hamburg","","","",""
"Sehr oft","2017","AkademikerIn","Niedersachsen","","","",""
"Sehr oft","2017","AkademikerIn","Bremen","","","",""
"Sehr oft","2017","AkademikerIn","Nordrhein-Westfalen","","","",""
"Sehr oft","2017","AkademikerIn","Hessen","","","",""
"Sehr oft","2017","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Sehr oft","2017","AkademikerIn","Baden-Wuerttemberg","","","",""
"Sehr oft","2017","AkademikerIn","Bayern","","","",""
"Sehr oft","2017","AkademikerIn","Berlin","","","",""
"Sehr oft","2017","AkademikerIn","Brandenburg","","","",""
"Sehr oft","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Sehr oft","2017","AkademikerIn","Sachsen","","","",""
"Sehr oft","2017","AkademikerIn","Sachsen-Anhalt","","","",""
"Sehr oft","2017","AkademikerIn","Thueringen","","","",""
"Oft","2017","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Oft","2017","(noch) kein Abschluss","Hamburg","","","",""
"Oft","2017","(noch) kein Abschluss","Niedersachsen","","","",""
"Oft","2017","(noch) kein Abschluss","Bremen","","","",""
"Oft","2017","(noch) kein Abschluss","Nordrhein-Westfalen","52","0.0961400809405542","0.0697137451807205","0.122566416700388"
"Oft","2017","(noch) kein Abschluss","Hessen","","","",""
"Oft","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Oft","2017","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Oft","2017","(noch) kein Abschluss","Bayern","","","",""
"Oft","2017","(noch) kein Abschluss","Berlin","","","",""
"Oft","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Oft","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Oft","2017","(noch) kein Abschluss","Sachsen","","","",""
"Oft","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Oft","2017","(noch) kein Abschluss","Thueringen","","","",""
"Oft","2017","Hauptschule","Schleswig-Holstein","","","",""
"Oft","2017","Hauptschule","Hamburg","","","",""
"Oft","2017","Hauptschule","Niedersachsen","48","0.0509285156801228","0.0356460123710288","0.0662110189892167"
"Oft","2017","Hauptschule","Bremen","","","",""
"Oft","2017","Hauptschule","Nordrhein-Westfalen","94","0.0523337761708935","0.0416815229863775","0.0629860293554094"
"Oft","2017","Hauptschule","Hessen","","","",""
"Oft","2017","Hauptschule","Rheinland-Pfalz,Saarland","30","0.0452776473618893","0.0291064677773136","0.061448826946465"
"Oft","2017","Hauptschule","Baden-Wuerttemberg","","","",""
"Oft","2017","Hauptschule","Bayern","51","0.0315246146487264","0.0224998469489234","0.0405493823485294"
"Oft","2017","Hauptschule","Berlin","","","",""
"Oft","2017","Hauptschule","Brandenburg","","","",""
"Oft","2017","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Oft","2017","Hauptschule","Sachsen","","","",""
"Oft","2017","Hauptschule","Sachsen-Anhalt","","","",""
"Oft","2017","Hauptschule","Thueringen","","","",""
"Oft","2017","Realschule","Schleswig-Holstein","","","",""
"Oft","2017","Realschule","Hamburg","","","",""
"Oft","2017","Realschule","Niedersachsen","","","",""
"Oft","2017","Realschule","Bremen","","","",""
"Oft","2017","Realschule","Nordrhein-Westfalen","31","0.0235066347428521","0.0146098030754658","0.0324034664102383"
"Oft","2017","Realschule","Hessen","","","",""
"Oft","2017","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Oft","2017","Realschule","Baden-Wuerttemberg","","","",""
"Oft","2017","Realschule","Bayern","","","",""
"Oft","2017","Realschule","Berlin","","","",""
"Oft","2017","Realschule","Brandenburg","","","",""
"Oft","2017","Realschule","Mecklenburg-Vorpommern","","","",""
"Oft","2017","Realschule","Sachsen","","","",""
"Oft","2017","Realschule","Sachsen-Anhalt","","","",""
"Oft","2017","Realschule","Thueringen","","","",""
"Oft","2017","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Oft","2017","(Fach-)Abitur","Hamburg","","","",""
"Oft","2017","(Fach-)Abitur","Niedersachsen","","","",""
"Oft","2017","(Fach-)Abitur","Bremen","","","",""
"Oft","2017","(Fach-)Abitur","Nordrhein-Westfalen","49","0.0340188240837066","0.0239533774571867","0.0440842707102264"
"Oft","2017","(Fach-)Abitur","Hessen","","","",""
"Oft","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Oft","2017","(Fach-)Abitur","Baden-Wuerttemberg","","","",""
"Oft","2017","(Fach-)Abitur","Bayern","","","",""
"Oft","2017","(Fach-)Abitur","Berlin","","","",""
"Oft","2017","(Fach-)Abitur","Brandenburg","","","",""
"Oft","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Oft","2017","(Fach-)Abitur","Sachsen","","","",""
"Oft","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Oft","2017","(Fach-)Abitur","Thueringen","","","",""
"Oft","2017","AkademikerIn","Schleswig-Holstein","","","",""
"Oft","2017","AkademikerIn","Hamburg","","","",""
"Oft","2017","AkademikerIn","Niedersachsen","","","",""
"Oft","2017","AkademikerIn","Bremen","","","",""
"Oft","2017","AkademikerIn","Nordrhein-Westfalen","30","0.0147119938470072","0.00815461051843158","0.0212693771755829"
"Oft","2017","AkademikerIn","Hessen","","","",""
"Oft","2017","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Oft","2017","AkademikerIn","Baden-Wuerttemberg","","","",""
"Oft","2017","AkademikerIn","Bayern","","","",""
"Oft","2017","AkademikerIn","Berlin","","","",""
"Oft","2017","AkademikerIn","Brandenburg","","","",""
"Oft","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Oft","2017","AkademikerIn","Sachsen","","","",""
"Oft","2017","AkademikerIn","Sachsen-Anhalt","","","",""
"Oft","2017","AkademikerIn","Thueringen","","","",""
"Manchmal","2017","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Manchmal","2017","(noch) kein Abschluss","Hamburg","","","",""
"Manchmal","2017","(noch) kein Abschluss","Niedersachsen","39","0.105458357150639","0.0656777752144842","0.145238939086795"
"Manchmal","2017","(noch) kein Abschluss","Bremen","","","",""
"Manchmal","2017","(noch) kein Abschluss","Nordrhein-Westfalen","92","0.20064281771046","0.164741003715005","0.236544631705916"
"Manchmal","2017","(noch) kein Abschluss","Hessen","","","",""
"Manchmal","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2017","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Manchmal","2017","(noch) kein Abschluss","Bayern","","","",""
"Manchmal","2017","(noch) kein Abschluss","Berlin","","","",""
"Manchmal","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Manchmal","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Manchmal","2017","(noch) kein Abschluss","Sachsen","","","",""
"Manchmal","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Manchmal","2017","(noch) kein Abschluss","Thueringen","","","",""
"Manchmal","2017","Hauptschule","Schleswig-Holstein","31","0.108982374470559","0.0727405375773154","0.145224211363802"
"Manchmal","2017","Hauptschule","Hamburg","","","",""
"Manchmal","2017","Hauptschule","Niedersachsen","114","0.108332808570474","0.0867282239104893","0.129937393230458"
"Manchmal","2017","Hauptschule","Bremen","","","",""
"Manchmal","2017","Hauptschule","Nordrhein-Westfalen","229","0.120357286888173","0.10479361407562","0.135920959700725"
"Manchmal","2017","Hauptschule","Hessen","69","0.133724713833719","0.102451235060687","0.164998192606751"
"Manchmal","2017","Hauptschule","Rheinland-Pfalz,Saarland","86","0.119609057251504","0.0943695399421977","0.144848574560811"
"Manchmal","2017","Hauptschule","Baden-Wuerttemberg","103","0.134394260071208","0.111545552848156","0.157242967294261"
"Manchmal","2017","Hauptschule","Bayern","163","0.131802297223721","0.11433049716849","0.149274097278953"
"Manchmal","2017","Hauptschule","Berlin","","","",""
"Manchmal","2017","Hauptschule","Brandenburg","42","0.21185465635319","0.159386924001715","0.264322388704665"
"Manchmal","2017","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Manchmal","2017","Hauptschule","Sachsen","42","0.141015539527997","0.101827555977264","0.180203523078731"
"Manchmal","2017","Hauptschule","Sachsen-Anhalt","","","",""
"Manchmal","2017","Hauptschule","Thueringen","35","0.168067629135683","0.119742811759295","0.216392446512072"
"Manchmal","2017","Realschule","Schleswig-Holstein","","","",""
"Manchmal","2017","Realschule","Hamburg","","","",""
"Manchmal","2017","Realschule","Niedersachsen","78","0.0909190955938595","0.0705730866905242","0.111265104497195"
"Manchmal","2017","Realschule","Bremen","","","",""
"Manchmal","2017","Realschule","Nordrhein-Westfalen","97","0.0955065013940225","0.0782471413531721","0.112765861434873"
"Manchmal","2017","Realschule","Hessen","39","0.10041435960195","0.0711432121095738","0.129685507094327"
"Manchmal","2017","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2017","Realschule","Baden-Wuerttemberg","60","0.0733709102101889","0.0539014729735757","0.0928403474468021"
"Manchmal","2017","Realschule","Bayern","69","0.0665041126202164","0.0507999309763466","0.0822082942640862"
"Manchmal","2017","Realschule","Berlin","","","",""
"Manchmal","2017","Realschule","Brandenburg","41","0.1151954878258","0.0828827426554646","0.147508232996135"
"Manchmal","2017","Realschule","Mecklenburg-Vorpommern","30","0.14236380898017","0.0986099464381004","0.186117671522239"
"Manchmal","2017","Realschule","Sachsen","71","0.0985404965302441","0.076461488626959","0.120619504433529"
"Manchmal","2017","Realschule","Sachsen-Anhalt","","","",""
"Manchmal","2017","Realschule","Thueringen","47","0.0891429731143382","0.0609707914830774","0.117315154745599"
"Manchmal","2017","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Manchmal","2017","(Fach-)Abitur","Hamburg","","","",""
"Manchmal","2017","(Fach-)Abitur","Niedersachsen","62","0.100703478984461","0.0736689810565081","0.127737976912414"
"Manchmal","2017","(Fach-)Abitur","Bremen","","","",""
"Manchmal","2017","(Fach-)Abitur","Nordrhein-Westfalen","127","0.105557389006839","0.088496186813649","0.122618591200028"
"Manchmal","2017","(Fach-)Abitur","Hessen","38","0.122464340082444","0.0875675523275038","0.157361127837384"
"Manchmal","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","32","0.0970112951384375","0.0610352244984901","0.132987365778385"
"Manchmal","2017","(Fach-)Abitur","Baden-Wuerttemberg","49","0.0735682495877697","0.0506851413054086","0.0964513578701308"
"Manchmal","2017","(Fach-)Abitur","Bayern","66","0.108692870242477","0.0836623954608983","0.133723345024056"
"Manchmal","2017","(Fach-)Abitur","Berlin","","","",""
"Manchmal","2017","(Fach-)Abitur","Brandenburg","","","",""
"Manchmal","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Manchmal","2017","(Fach-)Abitur","Sachsen","","","",""
"Manchmal","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Manchmal","2017","(Fach-)Abitur","Thueringen","","","",""
"Manchmal","2017","AkademikerIn","Schleswig-Holstein","","","",""
"Manchmal","2017","AkademikerIn","Hamburg","","","",""
"Manchmal","2017","AkademikerIn","Niedersachsen","40","0.0701731197388757","0.0497850610156636","0.0905611784620877"
"Manchmal","2017","AkademikerIn","Bremen","","","",""
"Manchmal","2017","AkademikerIn","Nordrhein-Westfalen","101","0.0588978675606568","0.0460751117726716","0.0717206233486421"
"Manchmal","2017","AkademikerIn","Hessen","44","0.0550784917812806","0.0356928063232737","0.0744641772392874"
"Manchmal","2017","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Manchmal","2017","AkademikerIn","Baden-Wuerttemberg","71","0.0663191101269414","0.0499061724910726","0.0827320477628102"
"Manchmal","2017","AkademikerIn","Bayern","96","0.0897018243517214","0.0724669307767508","0.106936717926692"
"Manchmal","2017","AkademikerIn","Berlin","37","0.0981773992333994","0.0691981654429152","0.127156633023884"
"Manchmal","2017","AkademikerIn","Brandenburg","","","",""
"Manchmal","2017","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Manchmal","2017","AkademikerIn","Sachsen","41","0.0914941176455337","0.0646766932832673","0.1183115420078"
"Manchmal","2017","AkademikerIn","Sachsen-Anhalt","","","",""
"Manchmal","2017","AkademikerIn","Thueringen","","","",""
"Selten","2017","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Selten","2017","(noch) kein Abschluss","Hamburg","","","",""
"Selten","2017","(noch) kein Abschluss","Niedersachsen","57","0.30819987851545","0.248394960629398","0.368004796401502"
"Selten","2017","(noch) kein Abschluss","Bremen","","","",""
"Selten","2017","(noch) kein Abschluss","Nordrhein-Westfalen","92","0.20730878474962","0.17096794000736","0.24364962949188"
"Selten","2017","(noch) kein Abschluss","Hessen","30","0.206678744598074","0.140770985961556","0.272586503234593"
"Selten","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Selten","2017","(noch) kein Abschluss","Baden-Wuerttemberg","","","",""
"Selten","2017","(noch) kein Abschluss","Bayern","46","0.224613423889088","0.166337123803826","0.28288972397435"
"Selten","2017","(noch) kein Abschluss","Berlin","","","",""
"Selten","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Selten","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Selten","2017","(noch) kein Abschluss","Sachsen","","","",""
"Selten","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Selten","2017","(noch) kein Abschluss","Thueringen","","","",""
"Selten","2017","Hauptschule","Schleswig-Holstein","106","0.336766610858782","0.281801561154843","0.391731660562721"
"Selten","2017","Hauptschule","Hamburg","","","",""
"Selten","2017","Hauptschule","Niedersachsen","201","0.279159388644258","0.24797693616765","0.310341841120867"
"Selten","2017","Hauptschule","Bremen","","","",""
"Selten","2017","Hauptschule","Nordrhein-Westfalen","433","0.272358067751903","0.251064338664882","0.293651796838924"
"Selten","2017","Hauptschule","Hessen","107","0.256287907010652","0.216172715345194","0.296403098676109"
"Selten","2017","Hauptschule","Rheinland-Pfalz,Saarland","160","0.229407538714844","0.196705302659605","0.262109774770082"
"Selten","2017","Hauptschule","Baden-Wuerttemberg","229","0.277078029210251","0.247096211067164","0.307059847353339"
"Selten","2017","Hauptschule","Bayern","386","0.259104175937941","0.236474276466434","0.281734075409449"
"Selten","2017","Hauptschule","Berlin","44","0.27257883391658","0.202703350836866","0.342454316996294"
"Selten","2017","Hauptschule","Brandenburg","75","0.312596834521491","0.25307611366698","0.372117555376001"
"Selten","2017","Hauptschule","Mecklenburg-Vorpommern","31","0.375442036820838","0.282820653038026","0.468063420603649"
"Selten","2017","Hauptschule","Sachsen","100","0.352050807263845","0.298273391882142","0.405828222645549"
"Selten","2017","Hauptschule","Sachsen-Anhalt","66","0.295643543039847","0.234360723476715","0.356926362602979"
"Selten","2017","Hauptschule","Thueringen","50","0.192084982470494","0.14117373722908","0.242996227711907"
"Selten","2017","Realschule","Schleswig-Holstein","79","0.255455893865565","0.202136560863965","0.308775226867166"
"Selten","2017","Realschule","Hamburg","","","",""
"Selten","2017","Realschule","Niedersachsen","206","0.25702726132934","0.22610106968276","0.287953452975919"
"Selten","2017","Realschule","Bremen","","","",""
"Selten","2017","Realschule","Nordrhein-Westfalen","300","0.295090565698024","0.268308145495705","0.321872985900343"
"Selten","2017","Realschule","Hessen","97","0.236857113036409","0.195450784328041","0.278263441744778"
"Selten","2017","Realschule","Rheinland-Pfalz,Saarland","78","0.26513955671346","0.214510904819908","0.315768208607012"
"Selten","2017","Realschule","Baden-Wuerttemberg","185","0.290093823808071","0.256208768514291","0.32397887910185"
"Selten","2017","Realschule","Bayern","255","0.298840415216774","0.269989276614343","0.327691553819206"
"Selten","2017","Realschule","Berlin","75","0.393189572043756","0.330335761533687","0.456043382553825"
"Selten","2017","Realschule","Brandenburg","117","0.36521225960853","0.316479680513773","0.413944838703287"
"Selten","2017","Realschule","Mecklenburg-Vorpommern","71","0.278402927717841","0.222278835556994","0.334527019878689"
"Selten","2017","Realschule","Sachsen","198","0.283002296873068","0.24963254838143","0.316372045364705"
"Selten","2017","Realschule","Sachsen-Anhalt","119","0.342161248912453","0.29368831362711","0.390634184197797"
"Selten","2017","Realschule","Thueringen","110","0.283751622575591","0.23918057740465","0.328322667746531"
"Selten","2017","(Fach-)Abitur","Schleswig-Holstein","41","0.29895095120136","0.229309434808911","0.368592467593808"
"Selten","2017","(Fach-)Abitur","Hamburg","","","",""
"Selten","2017","(Fach-)Abitur","Niedersachsen","121","0.248791746524709","0.209955005905391","0.287628487144026"
"Selten","2017","(Fach-)Abitur","Bremen","","","",""
"Selten","2017","(Fach-)Abitur","Nordrhein-Westfalen","317","0.25690532827193","0.232644942672499","0.28116571387136"
"Selten","2017","(Fach-)Abitur","Hessen","86","0.276621727781294","0.229003402575074","0.324240052987514"
"Selten","2017","(Fach-)Abitur","Rheinland-Pfalz,Saarland","84","0.362490989645076","0.304058661742049","0.420923317548102"
"Selten","2017","(Fach-)Abitur","Baden-Wuerttemberg","133","0.295690310041739","0.255689989925848","0.335690630157631"
"Selten","2017","(Fach-)Abitur","Bayern","159","0.24030813654486","0.20594776558471","0.27466850750501"
"Selten","2017","(Fach-)Abitur","Berlin","47","0.296024836962841","0.226370387698996","0.365679286226686"
"Selten","2017","(Fach-)Abitur","Brandenburg","36","0.22042278920613","0.150496735233236","0.290348843179024"
"Selten","2017","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Selten","2017","(Fach-)Abitur","Sachsen","37","0.274181273807676","0.205697565608094","0.342664982007258"
"Selten","2017","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Selten","2017","(Fach-)Abitur","Thueringen","35","0.266515794764141","0.183129807997128","0.349901781531154"
"Selten","2017","AkademikerIn","Schleswig-Holstein","54","0.267827760786605","0.208772901399647","0.326882620173563"
"Selten","2017","AkademikerIn","Hamburg","36","0.107079731910119","0.0625220893879939","0.151637374432243"
"Selten","2017","AkademikerIn","Niedersachsen","156","0.204635425799049","0.172434899768473","0.236835951829625"
"Selten","2017","AkademikerIn","Bremen","","","",""
"Selten","2017","AkademikerIn","Nordrhein-Westfalen","320","0.273364064140065","0.249090007880796","0.297638120399335"
"Selten","2017","AkademikerIn","Hessen","145","0.297544034812866","0.258695248872819","0.336392820752914"
"Selten","2017","AkademikerIn","Rheinland-Pfalz,Saarland","81","0.291864407811991","0.240334273190541","0.34339454243344"
"Selten","2017","AkademikerIn","Baden-Wuerttemberg","188","0.189367975368272","0.163525572914543","0.215210377822"
"Selten","2017","AkademikerIn","Bayern","246","0.229182050063315","0.20383179451899","0.254532305607641"
"Selten","2017","AkademikerIn","Berlin","121","0.285184127395064","0.241211709339576","0.329156545450553"
"Selten","2017","AkademikerIn","Brandenburg","74","0.28158922911808","0.226057364331267","0.337121093904894"
"Selten","2017","AkademikerIn","Mecklenburg-Vorpommern","34","0.218734770045161","0.15025816298186","0.287211377108462"
"Selten","2017","AkademikerIn","Sachsen","112","0.239203063590928","0.199522817921719","0.278883309260136"
"Selten","2017","AkademikerIn","Sachsen-Anhalt","50","0.228643211248031","0.17263805360226","0.284648368893802"
"Selten","2017","AkademikerIn","Thueringen","51","0.2316133898597","0.177445507689293","0.285781272030106"
"Nie","2017","(noch) kein Abschluss","Schleswig-Holstein","34","0.19740178278242","0.111770258355576","0.283033307209264"
"Nie","2017","(noch) kein Abschluss","Hamburg","","","",""
"Nie","2017","(noch) kein Abschluss","Niedersachsen","94","0.37348487797239","0.31083320966852","0.436136546276259"
"Nie","2017","(noch) kein Abschluss","Bremen","","","",""
"Nie","2017","(noch) kein Abschluss","Nordrhein-Westfalen","225","0.460975914071789","0.416289310650211","0.505662517493366"
"Nie","2017","(noch) kein Abschluss","Hessen","70","0.572409507609957","0.491884360066726","0.652934655153188"
"Nie","2017","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","43","0.47514562004143","0.374193151679769","0.576098088403091"
"Nie","2017","(noch) kein Abschluss","Baden-Wuerttemberg","69","0.420205034067528","0.336318912368686","0.504091155766369"
"Nie","2017","(noch) kein Abschluss","Bayern","109","0.591120858584775","0.522469268904398","0.659772448265151"
"Nie","2017","(noch) kein Abschluss","Berlin","","","",""
"Nie","2017","(noch) kein Abschluss","Brandenburg","","","",""
"Nie","2017","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Nie","2017","(noch) kein Abschluss","Sachsen","","","",""
"Nie","2017","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Nie","2017","(noch) kein Abschluss","Thueringen","","","",""
"Nie","2017","Hauptschule","Schleswig-Holstein","128","0.495608020578585","0.437459031347001","0.55375700981017"
"Nie","2017","Hauptschule","Hamburg","49","0.575130905369769","0.475201089395514","0.675060721344024"
"Nie","2017","Hauptschule","Niedersachsen","420","0.549407366721779","0.514821090194804","0.583993643248754"
"Nie","2017","Hauptschule","Bremen","","","",""
"Nie","2017","Hauptschule","Nordrhein-Westfalen","895","0.53985617939583","0.516016051637602","0.563696307154057"
"Nie","2017","Hauptschule","Hessen","243","0.549250719196861","0.503531876216433","0.594969562177289"
"Nie","2017","Hauptschule","Rheinland-Pfalz,Saarland","352","0.594269040707623","0.556077088772226","0.63246099264302"
"Nie","2017","Hauptschule","Baden-Wuerttemberg","483","0.549805655446693","0.516477150875858","0.583134160017527"
"Nie","2017","Hauptschule","Bayern","815","0.562661579820438","0.537040390150016","0.58828276949086"
"Nie","2017","Hauptschule","Berlin","78","0.507962450510694","0.429511046545966","0.586413854475422"
"Nie","2017","Hauptschule","Brandenburg","91","0.39021191010635","0.327577951670148","0.452845868542553"
"Nie","2017","Hauptschule","Mecklenburg-Vorpommern","48","0.427038355010726","0.332425606600154","0.521651103421297"
"Nie","2017","Hauptschule","Sachsen","140","0.426750787953752","0.37105970337366","0.482441872533844"
"Nie","2017","Hauptschule","Sachsen-Anhalt","103","0.485276068932437","0.41815792981886","0.552394208046014"
"Nie","2017","Hauptschule","Thueringen","121","0.554607043146585","0.490375473396307","0.618838612896862"
"Nie","2017","Realschule","Schleswig-Holstein","147","0.654716233020059","0.596586789640422","0.712845676399697"
"Nie","2017","Realschule","Hamburg","47","0.606719094138143","0.499003195842253","0.714434992434033"
"Nie","2017","Realschule","Niedersachsen","450","0.614896996851711","0.580458828264924","0.649335165438499"
"Nie","2017","Realschule","Bremen","","","",""
"Nie","2017","Realschule","Nordrhein-Westfalen","676","0.576466436784026","0.54745051145303","0.605482362115021"
"Nie","2017","Realschule","Hessen","250","0.593799605590522","0.545968468863031","0.641630742318013"
"Nie","2017","Realschule","Rheinland-Pfalz,Saarland","172","0.571123409091109","0.514357471292903","0.627889346889314"
"Nie","2017","Realschule","Baden-Wuerttemberg","424","0.612157916025531","0.575774985186635","0.648540846864427"
"Nie","2017","Realschule","Bayern","618","0.607189963800358","0.57640855916529","0.637971368435426"
"Nie","2017","Realschule","Berlin","108","0.397141631421602","0.334178770509955","0.460104492333248"
"Nie","2017","Realschule","Brandenburg","196","0.469910300225998","0.419395967299007","0.520424633152988"
"Nie","2017","Realschule","Mecklenburg-Vorpommern","126","0.494336521993774","0.431731785573665","0.556941258413883"
"Nie","2017","Realschule","Sachsen","408","0.582660793878288","0.546130634928059","0.619190952828516"
