year,bula_h,migback,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Berlin,No migration background,Divorced,0.14802,72,596,0.11949,0.17656
2009,Berlin,No migration background,Widowed,0.06279,36,596,0.04330,0.08229
2009,Brandenburg,No migration background,Married,0.47348,428,756,0.43787,0.50910
2009,Brandenburg,No migration background,Single,0.30172,202,756,0.26898,0.33446
2009,Brandenburg,No migration background,Divorced,0.10569,67,756,0.08376,0.12762
2009,Brandenburg,No migration background,Widowed,0.09515,59,756,0.07422,0.11608
2009,Mecklenburg-Western Pomerania,No migration background,Married,0.53690,271,461,0.49133,0.58246
2009,Mecklenburg-Western Pomerania,No migration background,Single,0.22912,100,461,0.19071,0.26753
2009,Mecklenburg-Western Pomerania,No migration background,Divorced,0.14303,57,461,0.11104,0.17503
2009,Mecklenburg-Western Pomerania,No migration background,Widowed,0.08524,33,461,0.05972,0.11076
2009,Saxony,No migration background,Married,0.50810,766,1325,0.48117,0.53503
2009,Saxony,No migration background,Single,0.30273,359,1325,0.27798,0.32747
2009,Saxony,No migration background,Divorced,0.09255,113,1325,0.07694,0.10816
2009,Saxony,No migration background,Widowed,0.08197,87,1325,0.06720,0.09675
2009,Saxony-Anhalt,No migration background,Married,0.53735,434,746,0.50154,0.57315
2009,Saxony-Anhalt,No migration background,Single,0.29333,204,746,0.26063,0.32602
2009,Saxony-Anhalt,No migration background,Divorced,0.07159,55,746,0.05308,0.09011
2009,Saxony-Anhalt,No migration background,Widowed,0.07673,53,746,0.05762,0.09584
2009,Thuringa,No migration background,Married,0.45012,440,799,0.41560,0.48464
2009,Thuringa,No migration background,Single,0.32564,208,799,0.29313,0.35816
2009,Thuringa,No migration background,Divorced,0.12029,81,799,0.09772,0.14286
2009,Thuringa,No migration background,Widowed,0.09073,70,799,0.07080,0.11065
2010,Schleswig-Holstein,No migration background,Married,0.49668,370,618,0.45723,0.53614
2010,Schleswig-Holstein,No migration background,Single,0.27357,144,618,0.23839,0.30875
2010,Schleswig-Holstein,No migration background,Divorced,0.11014,69,618,0.08544,0.13484
2010,Schleswig-Holstein,No migration background,Widowed,0.07584,35,618,0.05495,0.09673
2010,Schleswig-Holstein,Direct migration background,Married,0.89603,68,68,0.82295,0.96912
2010,Hamburg,No migration background,Married,0.36323,162,264,0.30511,0.42136
2010,Hamburg,No migration background,Single,0.41144,102,264,0.35197,0.47092
2010,Hamburg,Direct migration background,Married,0.74183,40,40,0.60449,0.87918
2010,Lower Saxony,No migration background,Married,0.53517,1165,1915,0.51282,0.55751
2010,Lower Saxony,No migration background,"Married, living apart",0.02096,44,1915,0.01454,0.02737
2010,Lower Saxony,No migration background,Single,0.27229,422,1915,0.25235,0.29223
2010,Lower Saxony,No migration background,Divorced,0.07377,164,1915,0.06206,0.08548
2010,Lower Saxony,No migration background,Widowed,0.09782,120,1915,0.08451,0.11113
2010,Lower Saxony,Direct migration background,Married,0.67800,173,173,0.60817,0.74783
2010,Lower Saxony,Indirect migration background,Single,0.81905,52,52,0.71340,0.92471
2010,Bremen,No migration background,Married,0.40704,66,114,0.31646,0.49762
2010,Bremen,No migration background,Single,0.34984,48,114,0.26191,0.43778
2010,North Rhine-Westphalia,No migration background,Married,0.52899,2360,3821,0.51316,0.54482
2010,North Rhine-Westphalia,No migration background,"Married, living apart",0.02307,104,3821,0.01831,0.02783
2010,North Rhine-Westphalia,No migration background,Single,0.24935,798,3821,0.23563,0.26307
2010,North Rhine-Westphalia,No migration background,Divorced,0.09611,339,3821,0.08676,0.10546
2010,North Rhine-Westphalia,No migration background,Widowed,0.10248,220,3821,0.09286,0.11210
2010,North Rhine-Westphalia,Direct migration background,Married,0.71080,698,852,0.68034,0.74126
2010,North Rhine-Westphalia,Direct migration background,Single,0.14602,102,852,0.12230,0.16975
2010,North Rhine-Westphalia,Direct migration background,Divorced,0.06101,52,852,0.04493,0.07709
2010,North Rhine-Westphalia,Indirect migration background,Married,0.30087,164,318,0.25038,0.35136
2010,North Rhine-Westphalia,Indirect migration background,Single,0.61755,154,318,0.56405,0.67105
2010,Hesse,No migration background,Married,0.52757,791,1278,0.50019,0.55495
2010,Hesse,No migration background,"Married, living apart",0.03542,45,1278,0.02528,0.04556
2010,Hesse,No migration background,Single,0.27326,279,1278,0.24882,0.29770
2010,Hesse,No migration background,Divorced,0.08876,105,1278,0.07316,0.10436
2010,Hesse,No migration background,Widowed,0.07499,58,1278,0.06055,0.08944
2010,Hesse,Direct migration background,Married,0.70417,249,283,0.65090,0.75744
2010,Hesse,Direct migration background,Single,0.14942,34,283,0.10781,0.19103
2010,Hesse,Indirect migration background,Married,0.26899,46,97,0.18028,0.35769
2010,Hesse,Indirect migration background,Single,0.69499,51,97,0.60289,0.78710
2010,"Rhineland-Palatinate, Saarland",No migration background,Married,0.47514,655,1058,0.44503,0.50525
2010,"Rhineland-Palatinate, Saarland",No migration background,Single,0.26203,217,1058,0.23552,0.28854
2010,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.09335,97,1058,0.07581,0.11089
2010,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.14552,89,1058,0.12426,0.16678
2010,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.66482,155,155,0.59026,0.73937
2010,"Rhineland-Palatinate, Saarland",Indirect migration background,Single,0.80917,47,47,0.69562,0.92273
2010,Baden-Wuerttemberg,No migration background,Married,0.48229,1354,2212,0.46146,0.50312
2010,Baden-Wuerttemberg,No migration background,"Married, living apart",0.02252,51,2212,0.01634,0.02871
2010,Baden-Wuerttemberg,No migration background,Single,0.30652,513,2212,0.28731,0.32574
2010,Baden-Wuerttemberg,No migration background,Divorced,0.08793,163,2212,0.07612,0.09973
2010,Baden-Wuerttemberg,No migration background,Widowed,0.10073,131,2212,0.08819,0.11328
2010,Baden-Wuerttemberg,Direct migration background,Married,0.65093,384,481,0.60829,0.69358
2010,Baden-Wuerttemberg,Direct migration background,Single,0.17347,65,481,0.13960,0.20735
2010,Baden-Wuerttemberg,Direct migration background,Divorced,0.10065,32,481,0.07373,0.12756
2010,Baden-Wuerttemberg,Indirect migration background,Married,0.30916,100,208,0.24620,0.37212
2010,Baden-Wuerttemberg,Indirect migration background,Single,0.62791,108,208,0.56206,0.69376
2010,Bavaria,No migration background,Married,0.50413,1840,3000,0.48623,0.52202
2010,Bavaria,No migration background,"Married, living apart",0.02454,71,3000,0.01901,0.03008
2010,Bavaria,No migration background,Single,0.29435,698,3000,0.27804,0.31066
2010,Bavaria,No migration background,Divorced,0.10420,260,3000,0.09327,0.11514
2010,Bavaria,No migration background,Widowed,0.07278,131,3000,0.06348,0.08208
2010,Bavaria,Direct migration background,Married,0.69109,317,421,0.64690,0.73528
2010,Bavaria,Direct migration background,Single,0.08338,62,421,0.05694,0.10982
2010,Bavaria,Direct migration background,Divorced,0.09877,42,421,0.07023,0.12730
2010,Bavaria,Indirect migration background,Married,0.18625,81,168,0.12721,0.24530
2010,Bavaria,Indirect migration background,Single,0.74705,87,168,0.68112,0.81298
2010,Berlin,No migration background,Married,0.40222,371,779,0.36776,0.43667
2010,Berlin,No migration background,"Married, living apart",0.03805,37,779,0.02460,0.05149
2010,Berlin,No migration background,Single,0.34885,247,779,0.31536,0.38234
2010,Berlin,No migration background,Divorced,0.14484,88,779,0.12011,0.16957
2010,Berlin,No migration background,Widowed,0.06604,36,779,0.04859,0.08349
2010,Berlin,Direct migration background,Married,0.55569,62,62,0.43100,0.68039
2010,Brandenburg,No migration background,Married,0.47810,490,911,0.44564,0.51055
2010,Brandenburg,No migration background,Single,0.29462,267,911,0.26500,0.32424
2010,Brandenburg,No migration background,Divorced,0.11196,95,911,0.09147,0.13245
2010,Brandenburg,No migration background,Widowed,0.09352,59,911,0.07460,0.11244
2010,Mecklenburg-Western Pomerania,No migration background,Married,0.55872,310,559,0.51752,0.59992
2010,Mecklenburg-Western Pomerania,No migration background,Single,0.21224,155,559,0.17832,0.24617
2010,Mecklenburg-Western Pomerania,No migration background,Divorced,0.13316,61,559,0.10497,0.16135
2010,Mecklenburg-Western Pomerania,No migration background,Widowed,0.08828,33,559,0.06474,0.11182
2010,Saxony,No migration background,Married,0.50454,927,1614,0.48014,0.52894
2010,Saxony,No migration background,Single,0.30110,469,1614,0.27871,0.32348
2010,Saxony,No migration background,Divorced,0.10608,141,1614,0.09105,0.12111
2010,Saxony,No migration background,Widowed,0.07494,77,1614,0.06209,0.08779
2010,Saxony,Direct migration background,Married,0.85159,31,31,0.72437,0.97881
2010,Saxony-Anhalt,No migration background,Married,0.50951,493,873,0.47633,0.54269
2010,Saxony-Anhalt,No migration background,Single,0.30965,258,873,0.27896,0.34034
2010,Saxony-Anhalt,No migration background,Divorced,0.07802,70,873,0.06022,0.09583
2010,Saxony-Anhalt,No migration background,Widowed,0.08419,52,873,0.06576,0.10262
2010,Thuringa,No migration background,Married,0.44722,508,915,0.41498,0.47945
2010,Thuringa,No migration background,Single,0.32451,253,915,0.29416,0.35487
2010,Thuringa,No migration background,Divorced,0.12054,89,915,0.09943,0.14164
2010,Thuringa,No migration background,Widowed,0.09418,65,915,0.07525,0.11312
2011,Schleswig-Holstein,No migration background,Married,0.48230,488,846,0.44860,0.51599
2011,Schleswig-Holstein,No migration background,Single,0.29237,208,846,0.26170,0.32304
2011,Schleswig-Holstein,No migration background,Divorced,0.13106,101,846,0.10831,0.15382
2011,Schleswig-Holstein,No migration background,Widowed,0.07665,49,846,0.05872,0.09459
2011,Schleswig-Holstein,Direct migration background,Married,0.83182,86,86,0.75230,0.91133
2011,Hamburg,No migration background,Married,0.38424,179,332,0.33183,0.43664
2011,Hamburg,No migration background,Single,0.37268,116,332,0.32059,0.42477
2011,Hamburg,No migration background,Divorced,0.10846,37,332,0.07496,0.14196
2011,Hamburg,Direct migration background,Married,0.73836,38,38,0.59673,0.87998
2011,Lower Saxony,No migration background,Married,0.52939,1404,2319,0.50907,0.54971
2011,Lower Saxony,No migration background,"Married, living apart",0.01645,58,2319,0.01127,0.02162
2011,Lower Saxony,No migration background,Single,0.27916,516,2319,0.26090,0.29742
2011,Lower Saxony,No migration background,Divorced,0.07758,197,2319,0.06669,0.08847
2011,Lower Saxony,No migration background,Widowed,0.09742,144,2319,0.08535,0.10949
2011,Lower Saxony,Direct migration background,Married,0.68989,219,255,0.63301,0.74677
2011,Lower Saxony,Direct migration background,Single,0.19605,36,255,0.14722,0.24487
2011,Lower Saxony,Indirect migration background,Single,0.78874,53,53,0.67779,0.89969
2011,Bremen,No migration background,Married,0.40034,66,121,0.31267,0.48800
2011,Bremen,No migration background,Single,0.40116,55,121,0.31346,0.48886
2011,North Rhine-Westphalia,No migration background,Married,0.53308,2710,4474,0.51846,0.54770
2011,North Rhine-Westphalia,No migration background,"Married, living apart",0.02567,138,4474,0.02104,0.03031
2011,North Rhine-Westphalia,No migration background,Single,0.25722,959,4474,0.24441,0.27003
2011,North Rhine-Westphalia,No migration background,Divorced,0.08677,398,4474,0.07852,0.09502
2011,North Rhine-Westphalia,No migration background,Widowed,0.09726,269,4474,0.08858,0.10595
2011,North Rhine-Westphalia,Direct migration background,Married,0.67737,752,961,0.64780,0.70694
2011,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.03607,33,961,0.02428,0.04787
2011,North Rhine-Westphalia,Direct migration background,Single,0.17537,115,961,0.15131,0.19943
2011,North Rhine-Westphalia,Direct migration background,Divorced,0.06750,61,961,0.05163,0.08337
2011,North Rhine-Westphalia,Indirect migration background,Married,0.28099,155,339,0.23307,0.32891
2011,North Rhine-Westphalia,Indirect migration background,Single,0.64009,184,339,0.58892,0.69126
2011,Hesse,No migration background,Married,0.50914,921,1535,0.48412,0.53416
2011,Hesse,No migration background,"Married, living apart",0.03066,57,1535,0.02203,0.03928
2011,Hesse,No migration background,Single,0.28291,336,1535,0.26037,0.30545
2011,Hesse,No migration background,Divorced,0.10056,149,1535,0.08551,0.11561
2011,Hesse,No migration background,Widowed,0.07674,72,1535,0.06342,0.09006
2011,Hesse,Direct migration background,Married,0.64833,249,321,0.59602,0.70065
2011,Hesse,Direct migration background,Single,0.16146,40,321,0.12114,0.20178
2011,Hesse,Direct migration background,Divorced,0.07658,32,321,0.04744,0.10571
2011,Hesse,Indirect migration background,Married,0.23187,50,126,0.15788,0.30585
2011,Hesse,Indirect migration background,Single,0.69035,76,126,0.60929,0.77140
2011,"Rhineland-Palatinate, Saarland",No migration background,Married,0.49707,808,1320,0.47009,0.52406
2011,"Rhineland-Palatinate, Saarland",No migration background,"Married, living apart",0.02337,31,1320,0.01522,0.03153
2011,"Rhineland-Palatinate, Saarland",No migration background,Single,0.26425,254,1320,0.24046,0.28805
2011,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.08723,122,1320,0.07200,0.10246
2011,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.12807,105,1320,0.11004,0.14611
2011,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.65692,159,193,0.58977,0.72407
2011,"Rhineland-Palatinate, Saarland",Direct migration background,Single,0.18453,34,193,0.12966,0.23940
2011,"Rhineland-Palatinate, Saarland",Indirect migration background,Single,0.81032,54,54,0.70477,0.91587
2011,Baden-Wuerttemberg,No migration background,Married,0.49591,1694,2773,0.47730,0.51453
2011,Baden-Wuerttemberg,No migration background,"Married, living apart",0.02020,62,2773,0.01496,0.02544
2011,Baden-Wuerttemberg,No migration background,Single,0.29766,629,2773,0.28064,0.31468
2011,Baden-Wuerttemberg,No migration background,Divorced,0.09168,223,2773,0.08094,0.10243
2011,Baden-Wuerttemberg,No migration background,Widowed,0.09454,165,2773,0.08365,0.10543
2011,Baden-Wuerttemberg,Direct migration background,Married,0.66841,432,537,0.62856,0.70827
2011,Baden-Wuerttemberg,Direct migration background,Single,0.15491,69,537,0.12428,0.18555
2011,Baden-Wuerttemberg,Direct migration background,Divorced,0.08451,36,537,0.06096,0.10805
2011,Baden-Wuerttemberg,Indirect migration background,Married,0.27155,102,241,0.21528,0.32782
2011,Baden-Wuerttemberg,Indirect migration background,Single,0.66686,139,241,0.60722,0.72649
2011,Bavaria,No migration background,Married,0.51467,2320,3794,0.49877,0.53058
2011,Bavaria,No migration background,"Married, living apart",0.02518,93,3794,0.02019,0.03017
2011,Bavaria,No migration background,Single,0.28590,849,3794,0.27152,0.30028
2011,Bavaria,No migration background,Divorced,0.10003,348,3794,0.09048,0.10958
2011,Bavaria,No migration background,Widowed,0.07422,184,3794,0.06587,0.08256
2011,Bavaria,Direct migration background,Married,0.66836,344,500,0.62705,0.70967
2011,Bavaria,Direct migration background,Single,0.09880,64,500,0.07262,0.12498
2011,Bavaria,Direct migration background,Divorced,0.11120,58,500,0.08361,0.13878
2011,Bavaria,Direct migration background,Widowed,0.09267,34,500,0.06723,0.11811
2011,Bavaria,Indirect migration background,Married,0.20048,86,190,0.14340,0.25755
2011,Bavaria,Indirect migration background,Single,0.68918,104,190,0.62320,0.75517
2011,Berlin,No migration background,Married,0.42885,429,881,0.39615,0.46155
2011,Berlin,No migration background,"Married, living apart",0.02626,36,881,0.01570,0.03683
2011,Berlin,No migration background,Single,0.34170,264,881,0.31037,0.37304
2011,Berlin,No migration background,Divorced,0.13539,107,881,0.11278,0.15799
2011,Berlin,No migration background,Widowed,0.06780,45,881,0.05119,0.08441
2011,Berlin,Direct migration background,Married,0.46227,51,51,0.32408,0.60047
2011,Brandenburg,No migration background,Married,0.46116,576,1080,0.43142,0.49091
2011,Brandenburg,No migration background,Single,0.30420,302,1080,0.27675,0.33165
2011,Brandenburg,No migration background,Divorced,0.12152,129,1080,0.10203,0.14102
2011,Brandenburg,No migration background,Widowed,0.09072,73,1080,0.07358,0.10786
2011,Mecklenburg-Western Pomerania,No migration background,Married,0.51700,332,629,0.47792,0.55609
2011,Mecklenburg-Western Pomerania,No migration background,Single,0.23666,173,629,0.20342,0.26991
2011,Mecklenburg-Western Pomerania,No migration background,Divorced,0.14884,81,629,0.12100,0.17668
2011,Mecklenburg-Western Pomerania,No migration background,Widowed,0.08245,43,629,0.06093,0.10396
2011,Saxony,No migration background,Married,0.49414,1023,1764,0.47080,0.51748
2011,Saxony,No migration background,Single,0.31141,494,1764,0.28980,0.33303
2011,Saxony,No migration background,Divorced,0.10820,158,1764,0.09370,0.12271
2011,Saxony,No migration background,Widowed,0.07092,89,1764,0.05894,0.08291
2011,Saxony,Direct migration background,Married,0.82002,33,33,0.68692,0.95313
2011,Saxony-Anhalt,No migration background,Married,0.52091,603,1065,0.49090,0.55093
2011,Saxony-Anhalt,No migration background,Single,0.28991,306,1065,0.26264,0.31717
2011,Saxony-Anhalt,No migration background,Divorced,0.07797,81,1065,0.06186,0.09408
2011,Saxony-Anhalt,No migration background,Widowed,0.09501,75,1065,0.07739,0.11263
2011,Thuringa,No migration background,Married,0.46717,595,1059,0.43711,0.49724
2011,Thuringa,No migration background,Single,0.30962,285,1059,0.28176,0.33748
2011,Thuringa,No migration background,Divorced,0.11536,107,1059,0.09611,0.13461
2011,Thuringa,No migration background,Widowed,0.09298,72,1059,0.07548,0.11048
2012,Schleswig-Holstein,No migration background,Married,0.49440,473,873,0.46122,0.52759
2012,Schleswig-Holstein,No migration background,"Married, living apart",0.02492,31,873,0.01457,0.03526
2012,Schleswig-Holstein,No migration background,Single,0.27327,215,873,0.24370,0.30285
2012,Schleswig-Holstein,No migration background,Divorced,0.11919,95,873,0.09769,0.14070
2012,Schleswig-Holstein,No migration background,Widowed,0.08821,59,873,0.06939,0.10704
2012,Schleswig-Holstein,Direct migration background,Married,0.84120,84,84,0.76256,0.91983
2012,Hamburg,No migration background,Married,0.41295,181,342,0.36069,0.46521
2012,Hamburg,No migration background,Single,0.36789,117,342,0.31670,0.41907
2012,Hamburg,No migration background,Divorced,0.11072,44,342,0.07742,0.14403
2012,Hamburg,Direct migration background,Married,0.74418,34,34,0.59531,0.89305
2012,Lower Saxony,No migration background,Married,0.53863,1367,2271,0.51812,0.55913
2012,Lower Saxony,No migration background,"Married, living apart",0.01579,54,2271,0.01067,0.02092
2012,Lower Saxony,No migration background,Single,0.26938,497,2271,0.25113,0.28763
2012,Lower Saxony,No migration background,Divorced,0.08223,207,2271,0.07093,0.09353
2012,Lower Saxony,No migration background,Widowed,0.09397,146,2271,0.08196,0.10597
2012,Lower Saxony,Direct migration background,Married,0.66094,193,234,0.60016,0.72173
2012,Lower Saxony,Direct migration background,Single,0.19601,41,234,0.14504,0.24698
2012,Lower Saxony,Indirect migration background,Single,0.70573,49,49,0.57680,0.83465
2012,Bremen,No migration background,Married,0.35199,70,127,0.26860,0.43538
2012,Bremen,No migration background,Single,0.44460,57,127,0.35784,0.53137
2012,North Rhine-Westphalia,No migration background,Married,0.53502,2598,4359,0.52021,0.54983
2012,North Rhine-Westphalia,No migration background,"Married, living apart",0.02327,128,4359,0.01880,0.02775
2012,North Rhine-Westphalia,No migration background,Single,0.26723,983,4359,0.25409,0.28037
2012,North Rhine-Westphalia,No migration background,Divorced,0.09182,407,4359,0.08325,0.10040
2012,North Rhine-Westphalia,No migration background,Widowed,0.08265,243,4359,0.07447,0.09082
2012,North Rhine-Westphalia,Direct migration background,Married,0.67235,709,913,0.64189,0.70281
2012,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.03538,33,913,0.02339,0.04737
2012,North Rhine-Westphalia,Direct migration background,Single,0.17411,113,913,0.14950,0.19872
2012,North Rhine-Westphalia,Direct migration background,Divorced,0.07233,58,913,0.05552,0.08914
2012,North Rhine-Westphalia,Indirect migration background,Married,0.30852,150,318,0.25768,0.35937
2012,North Rhine-Westphalia,Indirect migration background,Single,0.60864,168,318,0.55492,0.66237
2012,Hesse,No migration background,Married,0.50860,890,1502,0.48331,0.53389
2012,Hesse,No migration background,"Married, living apart",0.03003,48,1502,0.02139,0.03866
2012,Hesse,No migration background,Single,0.27498,319,1502,0.25239,0.29757
2012,Hesse,No migration background,Divorced,0.10678,164,1502,0.09116,0.12241
2012,Hesse,No migration background,Widowed,0.07961,81,1502,0.06591,0.09330
2012,Hesse,Direct migration background,Married,0.66210,228,262,0.60472,0.71948
2012,Hesse,Direct migration background,Single,0.14551,34,262,0.10273,0.18828
2012,Hesse,Indirect migration background,Married,0.25205,46,120,0.17404,0.33006
2012,Hesse,Indirect migration background,Single,0.66435,74,120,0.57951,0.74920
2012,"Rhineland-Palatinate, Saarland",No migration background,Married,0.50503,781,1314,0.47799,0.53208
2012,"Rhineland-Palatinate, Saarland",No migration background,"Married, living apart",0.02550,37,1314,0.01697,0.03403
2012,"Rhineland-Palatinate, Saarland",No migration background,Single,0.27487,278,1314,0.25072,0.29901
2012,"Rhineland-Palatinate, Saarland",No migration background,Divorced,0.08341,123,1314,0.06846,0.09837
2012,"Rhineland-Palatinate, Saarland",No migration background,Widowed,0.11119,95,1314,0.09418,0.12819
2012,"Rhineland-Palatinate, Saarland",Direct migration background,Married,0.61503,138,138,0.53355,0.69651
2012,"Rhineland-Palatinate, Saarland",Indirect migration background,Single,0.75845,52,52,0.64097,0.87592
2012,Baden-Wuerttemberg,No migration background,Married,0.51033,1600,2638,0.49125,0.52941
2012,Baden-Wuerttemberg,No migration background,"Married, living apart",0.02142,56,2638,0.01590,0.02695
2012,Baden-Wuerttemberg,No migration background,Single,0.28948,604,2638,0.27217,0.30679
2012,Baden-Wuerttemberg,No migration background,Divorced,0.08979,222,2638,0.07888,0.10070
2012,Baden-Wuerttemberg,No migration background,Widowed,0.08898,156,2638,0.07811,0.09984
2012,Baden-Wuerttemberg,Direct migration background,Married,0.68654,393,492,0.64551,0.72757
2012,Baden-Wuerttemberg,Direct migration background,Single,0.15192,60,492,0.12017,0.18367
2012,Baden-Wuerttemberg,Direct migration background,Divorced,0.08073,39,492,0.05663,0.10482
2012,Baden-Wuerttemberg,Indirect migration background,Married,0.30289,100,223,0.24244,0.36334
2012,Baden-Wuerttemberg,Indirect migration background,Single,0.65778,123,223,0.59537,0.72019
2012,Bavaria,No migration background,Married,0.52490,2233,3691,0.50878,0.54101
2012,Bavaria,No migration background,"Married, living apart",0.02283,84,3691,0.01801,0.02764
2012,Bavaria,No migration background,Single,0.27365,836,3691,0.25926,0.28803
2012,Bavaria,No migration background,Divorced,0.10219,349,3691,0.09242,0.11196
2012,Bavaria,No migration background,Widowed,0.07644,189,3691,0.06787,0.08501
2012,Bavaria,Direct migration background,Married,0.65192,364,519,0.61090,0.69294
2012,Bavaria,Direct migration background,Single,0.10765,61,519,0.08096,0.13434
2012,Bavaria,Direct migration background,Divorced,0.13749,60,519,0.10784,0.16715
2012,Bavaria,Direct migration background,Widowed,0.07739,34,519,0.05438,0.10041
2012,Bavaria,Indirect migration background,Married,0.23380,90,200,0.17500,0.29261
2012,Bavaria,Indirect migration background,Single,0.65184,110,200,0.58565,0.71803
2012,Berlin,No migration background,Married,0.42131,443,926,0.38949,0.45313
2012,Berlin,No migration background,"Married, living apart",0.02914,37,926,0.01830,0.03998
2012,Berlin,No migration background,Single,0.35862,288,926,0.32771,0.38953
2012,Berlin,No migration background,Divorced,0.12955,114,926,0.10791,0.15119
2012,Berlin,No migration background,Widowed,0.06138,44,926,0.04591,0.07685
2012,Berlin,Direct migration background,Married,0.36717,49,49,0.23080,0.50353
2012,Brandenburg,No migration background,Married,0.50116,582,1044,0.47081,0.53150
2012,Brandenburg,No migration background,Single,0.28290,273,1044,0.25556,0.31023
2012,Brandenburg,No migration background,Divorced,0.10301,119,1044,0.08456,0.12146
2012,Brandenburg,No migration background,Widowed,0.09036,70,1044,0.07296,0.10776
2012,Mecklenburg-Western Pomerania,No migration background,Married,0.54399,340,603,0.50420,0.58378
2012,Mecklenburg-Western Pomerania,No migration background,Single,0.22348,148,603,0.19020,0.25676
2012,Mecklenburg-Western Pomerania,No migration background,Divorced,0.13810,75,603,0.11054,0.16566
2012,Mecklenburg-Western Pomerania,No migration background,Widowed,0.07978,40,603,0.05813,0.10142
2012,Saxony,No migration background,Married,0.49947,1018,1773,0.47619,0.52275
2012,Saxony,No migration background,Single,0.30644,494,1773,0.28498,0.32791
2012,Saxony,No migration background,Divorced,0.10379,157,1773,0.08959,0.11799
2012,Saxony,No migration background,Widowed,0.07853,104,1773,0.06601,0.09106
2012,Saxony,Direct migration background,Married,0.66135,34,34,0.49988,0.82282
2012,Saxony-Anhalt,No migration background,Married,0.50706,560,989,0.47589,0.53824
2012,Saxony-Anhalt,No migration background,Single,0.28686,273,989,0.25865,0.31506
2012,Saxony-Anhalt,No migration background,Divorced,0.08603,83,989,0.06854,0.10351
2012,Saxony-Anhalt,No migration background,Widowed,0.09536,73,989,0.07705,0.11368
2012,Thuringa,No migration background,Married,0.48816,603,1038,0.45774,0.51858
2012,Thuringa,No migration background,Single,0.30111,270,1038,0.27319,0.32903
2012,Thuringa,No migration background,Divorced,0.10154,93,1038,0.08316,0.11992
2012,Thuringa,No migration background,Widowed,0.09405,72,1038,0.07628,0.11181
2013,Schleswig-Holstein,No migration background,Married,0.48169,438,795,0.44693,0.51644
2013,Schleswig-Holstein,No migration background,Single,0.25719,206,795,0.22678,0.28759
2013,Schleswig-Holstein,No migration background,Divorced,0.14179,102,795,0.11752,0.16605
2013,Schleswig-Holstein,No migration background,Widowed,0.08916,49,795,0.06934,0.10898
2013,Schleswig-Holstein,Direct migration background,Married,0.73005,146,198,0.66806,0.79204
2013,Schleswig-Holstein,Direct migration background,Single,0.18626,52,198,0.13190,0.24063
2013,Schleswig-Holstein,Indirect migration background,Single,0.76003,36,36,0.61855,0.90152
2013,Hamburg,No migration background,Married,0.43016,173,327,0.37641,0.48390
2013,Hamburg,No migration background,Single,0.37001,112,327,0.31760,0.42242
2013,Hamburg,No migration background,Divorced,0.10982,42,327,0.07588,0.14376
2013,Hamburg,Direct migration background,Married,0.66463,123,123,0.58085,0.74840
2013,Hamburg,Indirect migration background,Single,0.69890,38,38,0.55109,0.84672
2013,Lower Saxony,No migration background,Married,0.52529,1294,2235,0.50459,0.54600
2013,Lower Saxony,No migration background,"Married, living apart",0.01889,66,2235,0.01325,0.02454
2013,Lower Saxony,No migration background,Single,0.28218,529,2235,0.26351,0.30084
2013,Lower Saxony,No migration background,Divorced,0.07834,207,2235,0.06720,0.08949
2013,Lower Saxony,No migration background,Widowed,0.09529,139,2235,0.08312,0.10747
2013,Lower Saxony,Direct migration background,Married,0.62389,404,561,0.58377,0.66401
2013,Lower Saxony,Direct migration background,Single,0.22713,118,561,0.19243,0.26184
2013,Lower Saxony,Direct migration background,Divorced,0.05863,39,561,0.03917,0.07809
2013,Lower Saxony,Indirect migration background,Married,0.20675,36,130,0.13686,0.27663
2013,Lower Saxony,Indirect migration background,Single,0.75393,94,130,0.67961,0.82826
2013,Bremen,No migration background,Married,0.34711,64,119,0.26121,0.43300
2013,Bremen,No migration background,Single,0.43230,55,119,0.34291,0.52168
2013,Bremen,Direct migration background,Married,0.67172,53,53,0.54409,0.79936
2013,North Rhine-Westphalia,No migration background,Married,0.53880,2461,4153,0.52364,0.55396
2013,North Rhine-Westphalia,No migration background,"Married, living apart",0.02512,125,4153,0.02036,0.02988
2013,North Rhine-Westphalia,No migration background,Single,0.25891,938,4153,0.24558,0.27223
2013,North Rhine-Westphalia,No migration background,Divorced,0.09280,402,4153,0.08398,0.10163
2013,North Rhine-Westphalia,No migration background,Widowed,0.08437,227,4153,0.07592,0.09283
2013,North Rhine-Westphalia,Direct migration background,Married,0.67583,1263,1731,0.65377,0.69788
2013,North Rhine-Westphalia,Direct migration background,"Married, living apart",0.03326,54,1731,0.02481,0.04172
2013,North Rhine-Westphalia,Direct migration background,Single,0.18247,264,1731,0.16427,0.20067
2013,North Rhine-Westphalia,Direct migration background,Divorced,0.06738,110,1731,0.05557,0.07919
