year,migback,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,Second Stage of Tertiary Education,Married,0.61232,3002,4100,0.59740,0.62723
2002,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02066,70,4100,0.01631,0.02502
2002,No migration background,Second Stage of Tertiary Education,Single,0.23325,643,4100,0.22030,0.24620
2002,No migration background,Second Stage of Tertiary Education,Divorced,0.09504,277,4100,0.08606,0.10402
2002,No migration background,Second Stage of Tertiary Education,Widowed,0.03873,108,4100,0.03282,0.04463
2002,Direct migration background,Pre-primary Level,Single,0.98966,51,51,0.96161,1.01770
2002,Direct migration background,Primary Level,Married,0.80054,157,157,0.73784,0.86325
2002,Direct migration background,Lower Secondary Level,Married,0.64202,519,659,0.60539,0.67865
2002,Direct migration background,Lower Secondary Level,Single,0.14787,83,659,0.12075,0.17499
2002,Direct migration background,Lower Secondary Level,Widowed,0.11065,57,659,0.08668,0.13462
2002,Direct migration background,Upper Secondary Level,Married,0.71492,768,1021,0.68721,0.74263
2002,Direct migration background,Upper Secondary Level,"Married, living apart",0.03816,37,1021,0.02641,0.04992
2002,Direct migration background,Upper Secondary Level,Single,0.14371,125,1021,0.12218,0.16524
2002,Direct migration background,Upper Secondary Level,Divorced,0.06114,52,1021,0.04643,0.07584
2002,Direct migration background,Upper Secondary Level,Widowed,0.04207,39,1021,0.02975,0.05439
2002,Direct migration background,Post-secondary Non-tertiary Level,Married,0.74583,197,197,0.68487,0.80678
2002,Direct migration background,First Stage of Tertiary Education,Married,0.72982,124,124,0.65134,0.80829
2002,Direct migration background,Second Stage of Tertiary Education,Married,0.71543,296,338,0.66726,0.76361
2002,Direct migration background,Second Stage of Tertiary Education,Single,0.10381,42,338,0.07125,0.13638
2002,Indirect migration background,Lower Secondary Level,Married,0.28317,57,189,0.21877,0.34758
2002,Indirect migration background,Lower Secondary Level,Single,0.66603,132,189,0.59861,0.73345
2002,Indirect migration background,Upper Secondary Level,Married,0.36735,123,301,0.31279,0.42190
2002,Indirect migration background,Upper Secondary Level,Single,0.55832,178,301,0.50213,0.61452
2002,Indirect migration background,Second Stage of Tertiary Education,Married,0.58179,36,36,0.41837,0.74521
2003,No migration background,Pre-primary Level,Single,0.98044,493,493,0.96821,0.99268
2003,No migration background,Primary Level,Single,0.48985,47,47,0.34539,0.63432
2003,No migration background,Lower Secondary Level,Married,0.39435,762,1864,0.37215,0.41654
2003,No migration background,Lower Secondary Level,Single,0.28140,639,1864,0.26098,0.30182
2003,No migration background,Lower Secondary Level,Divorced,0.07521,121,1864,0.06324,0.08719
2003,No migration background,Lower Secondary Level,Widowed,0.23782,342,1864,0.21849,0.25715
2003,No migration background,Upper Secondary Level,Married,0.57990,6109,9811,0.57013,0.58967
2003,No migration background,Upper Secondary Level,"Married, living apart",0.02467,239,9811,0.02160,0.02774
2003,No migration background,Upper Secondary Level,Single,0.20729,2031,9811,0.19927,0.21532
2003,No migration background,Upper Secondary Level,Divorced,0.08968,743,9811,0.08403,0.09534
2003,No migration background,Upper Secondary Level,Widowed,0.09845,689,9811,0.09256,0.10435
2003,No migration background,Post-secondary Non-tertiary Level,Married,0.47663,476,843,0.44290,0.51037
2003,No migration background,Post-secondary Non-tertiary Level,Single,0.38780,324,843,0.35489,0.42071
2003,No migration background,Post-secondary Non-tertiary Level,Divorced,0.06228,43,843,0.04596,0.07861
2003,No migration background,First Stage of Tertiary Education,Married,0.64695,1083,1505,0.62279,0.67110
2003,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02833,40,1505,0.01995,0.03672
2003,No migration background,First Stage of Tertiary Education,Single,0.15391,194,1505,0.13567,0.17215
2003,No migration background,First Stage of Tertiary Education,Divorced,0.09673,116,1505,0.08179,0.11167
2003,No migration background,First Stage of Tertiary Education,Widowed,0.07408,72,1505,0.06084,0.08732
2003,No migration background,Second Stage of Tertiary Education,Married,0.59877,2843,3921,0.58343,0.61411
2003,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02553,82,3921,0.02059,0.03046
2003,No migration background,Second Stage of Tertiary Education,Single,0.24150,626,3921,0.22810,0.25490
2003,No migration background,Second Stage of Tertiary Education,Divorced,0.09373,258,3921,0.08460,0.10285
2003,No migration background,Second Stage of Tertiary Education,Widowed,0.04048,112,3921,0.03431,0.04665
2003,Direct migration background,Primary Level,Married,0.79928,138,138,0.73221,0.86635
2003,Direct migration background,Lower Secondary Level,Married,0.64836,484,605,0.61028,0.68644
2003,Direct migration background,Lower Secondary Level,Single,0.13242,69,605,0.10538,0.15945
2003,Direct migration background,Lower Secondary Level,Widowed,0.10896,52,605,0.08411,0.13381
2003,Direct migration background,Upper Secondary Level,Married,0.71552,727,969,0.68710,0.74395
2003,Direct migration background,Upper Secondary Level,"Married, living apart",0.03562,33,969,0.02395,0.04730
2003,Direct migration background,Upper Secondary Level,Single,0.13506,116,969,0.11353,0.15659
2003,Direct migration background,Upper Secondary Level,Divorced,0.07310,55,969,0.05670,0.08950
2003,Direct migration background,Upper Secondary Level,Widowed,0.04069,38,969,0.02824,0.05314
2003,Direct migration background,Post-secondary Non-tertiary Level,Married,0.72220,179,179,0.65639,0.78800
2003,Direct migration background,First Stage of Tertiary Education,Married,0.73816,112,112,0.65638,0.81995
2003,Direct migration background,Second Stage of Tertiary Education,Married,0.72627,283,319,0.67726,0.77528
2003,Direct migration background,Second Stage of Tertiary Education,Single,0.11762,36,319,0.08221,0.15303
2003,Indirect migration background,Lower Secondary Level,Married,0.27348,55,176,0.20744,0.33952
2003,Indirect migration background,Lower Secondary Level,Single,0.68186,121,176,0.61286,0.75087
2003,Indirect migration background,Upper Secondary Level,Married,0.36834,125,303,0.31394,0.42275
2003,Indirect migration background,Upper Secondary Level,Single,0.54179,178,303,0.48560,0.59799
2003,Indirect migration background,Second Stage of Tertiary Education,Married,0.57486,32,32,0.40083,0.74889
2004,No migration background,Pre-primary Level,Single,0.99287,494,494,0.98544,1.00030
2004,No migration background,Primary Level,Single,0.50849,45,45,0.36077,0.65621
2004,No migration background,Lower Secondary Level,Married,0.37647,700,1743,0.35372,0.39922
2004,No migration background,Lower Secondary Level,Single,0.29011,596,1743,0.26880,0.31142
2004,No migration background,Lower Secondary Level,Divorced,0.07877,122,1743,0.06612,0.09142
2004,No migration background,Lower Secondary Level,Widowed,0.24053,325,1743,0.22046,0.26060
2004,No migration background,Upper Secondary Level,Married,0.57472,5870,9511,0.56479,0.58466
2004,No migration background,Upper Secondary Level,"Married, living apart",0.02526,213,9511,0.02211,0.02841
2004,No migration background,Upper Secondary Level,Single,0.21046,2011,9511,0.20227,0.21865
2004,No migration background,Upper Secondary Level,Divorced,0.09378,753,9511,0.08792,0.09964
2004,No migration background,Upper Secondary Level,Widowed,0.09578,664,9511,0.08986,0.10169
2004,No migration background,Post-secondary Non-tertiary Level,Married,0.45773,469,850,0.42422,0.49124
2004,No migration background,Post-secondary Non-tertiary Level,Single,0.38594,330,850,0.35319,0.41868
2004,No migration background,Post-secondary Non-tertiary Level,Divorced,0.07962,51,850,0.06141,0.09783
2004,No migration background,First Stage of Tertiary Education,Married,0.65218,1058,1460,0.62775,0.67662
2004,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02762,38,1460,0.01921,0.03603
2004,No migration background,First Stage of Tertiary Education,Single,0.15720,188,1460,0.13852,0.17588
2004,No migration background,First Stage of Tertiary Education,Divorced,0.10121,111,1460,0.08573,0.11669
2004,No migration background,First Stage of Tertiary Education,Widowed,0.06178,65,1460,0.04943,0.07414
2004,No migration background,Second Stage of Tertiary Education,Married,0.58627,2770,3876,0.57077,0.60178
2004,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02950,92,3876,0.02418,0.03483
2004,No migration background,Second Stage of Tertiary Education,Single,0.24499,637,3876,0.23145,0.25853
2004,No migration background,Second Stage of Tertiary Education,Divorced,0.09844,261,3876,0.08906,0.10782
2004,No migration background,Second Stage of Tertiary Education,Widowed,0.04079,116,3876,0.03457,0.04702
2004,Direct migration background,Primary Level,Married,0.80825,129,129,0.74005,0.87645
2004,Direct migration background,Lower Secondary Level,Married,0.66006,458,597,0.62203,0.69809
2004,Direct migration background,Lower Secondary Level,Single,0.11560,56,597,0.08993,0.14127
2004,Direct migration background,Lower Secondary Level,Divorced,0.08635,32,597,0.06380,0.10890
2004,Direct migration background,Lower Secondary Level,Widowed,0.10765,51,597,0.08276,0.13253
2004,Direct migration background,Upper Secondary Level,Married,0.69940,699,947,0.67018,0.72862
2004,Direct migration background,Upper Secondary Level,"Married, living apart",0.04586,37,947,0.03253,0.05919
2004,Direct migration background,Upper Secondary Level,Single,0.15322,127,947,0.13027,0.17617
2004,Direct migration background,Upper Secondary Level,Divorced,0.05975,47,947,0.04465,0.07486
2004,Direct migration background,Upper Secondary Level,Widowed,0.04177,37,947,0.02902,0.05452
2004,Direct migration background,Post-secondary Non-tertiary Level,Married,0.73553,176,176,0.67018,0.80087
2004,Direct migration background,First Stage of Tertiary Education,Married,0.74775,111,111,0.66658,0.82891
2004,Direct migration background,Second Stage of Tertiary Education,Married,0.73090,275,308,0.68129,0.78051
2004,Direct migration background,Second Stage of Tertiary Education,Single,0.10340,33,308,0.06934,0.13746
2004,Indirect migration background,Lower Secondary Level,Married,0.27826,58,176,0.21186,0.34465
2004,Indirect migration background,Lower Secondary Level,Single,0.67905,118,176,0.60989,0.74822
2004,Indirect migration background,Upper Secondary Level,Married,0.36107,125,304,0.30698,0.41515
2004,Indirect migration background,Upper Secondary Level,Single,0.57634,179,304,0.52070,0.63198
2004,Indirect migration background,Second Stage of Tertiary Education,Married,0.58391,32,32,0.41039,0.75743
2005,No migration background,Pre-primary Level,Single,0.99585,501,501,0.99022,1.00149
2005,No migration background,Primary Level,Single,0.55063,46,46,0.40529,0.69597
2005,No migration background,Lower Secondary Level,Married,0.36328,645,1619,0.33984,0.38671
2005,No migration background,Lower Secondary Level,Single,0.30924,562,1619,0.28672,0.33176
2005,No migration background,Lower Secondary Level,Divorced,0.08215,111,1619,0.06877,0.09553
2005,No migration background,Lower Secondary Level,Widowed,0.22650,301,1619,0.20611,0.24690
2005,No migration background,Upper Secondary Level,Married,0.56426,5530,9036,0.55403,0.57448
2005,No migration background,Upper Secondary Level,"Married, living apart",0.02332,197,9036,0.02021,0.02643
2005,No migration background,Upper Secondary Level,Single,0.21965,1908,9036,0.21111,0.22818
2005,No migration background,Upper Secondary Level,Divorced,0.09805,745,9036,0.09191,0.10418
2005,No migration background,Upper Secondary Level,Widowed,0.09473,656,9036,0.08869,0.10077
2005,No migration background,Post-secondary Non-tertiary Level,Married,0.45585,454,830,0.42195,0.48976
2005,No migration background,Post-secondary Non-tertiary Level,Single,0.40274,324,830,0.36936,0.43613
2005,No migration background,Post-secondary Non-tertiary Level,Divorced,0.07712,52,830,0.05896,0.09529
2005,No migration background,First Stage of Tertiary Education,Married,0.65998,1004,1360,0.63480,0.68517
2005,No migration background,First Stage of Tertiary Education,Single,0.15300,174,1360,0.13386,0.17214
2005,No migration background,First Stage of Tertiary Education,Divorced,0.10438,116,1360,0.08812,0.12063
2005,No migration background,First Stage of Tertiary Education,Widowed,0.05966,66,1360,0.04706,0.07225
2005,No migration background,Second Stage of Tertiary Education,Married,0.57327,2638,3758,0.55745,0.58908
2005,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.03288,100,3758,0.02718,0.03858
2005,No migration background,Second Stage of Tertiary Education,Single,0.25364,643,3758,0.23972,0.26755
2005,No migration background,Second Stage of Tertiary Education,Divorced,0.09741,255,3758,0.08793,0.10689
2005,No migration background,Second Stage of Tertiary Education,Widowed,0.04281,122,3758,0.03633,0.04928
2005,Direct migration background,Primary Level,Married,0.80369,121,121,0.73262,0.87476
2005,Direct migration background,Lower Secondary Level,Married,0.64567,413,517,0.60440,0.68694
2005,Direct migration background,Lower Secondary Level,Single,0.14334,53,517,0.11310,0.17357
2005,Direct migration background,Lower Secondary Level,Widowed,0.10104,51,517,0.07504,0.12705
2005,Direct migration background,Upper Secondary Level,Married,0.70835,649,874,0.67820,0.73850
2005,Direct migration background,Upper Secondary Level,"Married, living apart",0.04624,37,874,0.03231,0.06017
2005,Direct migration background,Upper Secondary Level,Single,0.13870,105,874,0.11577,0.16163
2005,Direct migration background,Upper Secondary Level,Divorced,0.06259,43,874,0.04652,0.07866
2005,Direct migration background,Upper Secondary Level,Widowed,0.04412,40,874,0.03050,0.05775
2005,Direct migration background,Post-secondary Non-tertiary Level,Married,0.72033,166,166,0.65185,0.78882
2005,Direct migration background,First Stage of Tertiary Education,Married,0.75746,106,106,0.67548,0.83945
2005,Direct migration background,Second Stage of Tertiary Education,Married,0.74591,264,264,0.69329,0.79852
2005,Indirect migration background,Pre-primary Level,Single,0.97995,90,90,0.95083,1.00907
2005,Indirect migration background,Lower Secondary Level,Married,0.23037,51,161,0.16512,0.29561
2005,Indirect migration background,Lower Secondary Level,Single,0.67597,110,161,0.60345,0.74849
2005,Indirect migration background,Upper Secondary Level,Married,0.33928,127,315,0.28691,0.39165
2005,Indirect migration background,Upper Secondary Level,Single,0.59851,188,315,0.54429,0.65273
2005,Indirect migration background,Second Stage of Tertiary Education,Married,0.51199,34,65,0.38952,0.63445
2005,Indirect migration background,Second Stage of Tertiary Education,Single,0.43665,31,65,0.31514,0.55816
2006,No migration background,Pre-primary Level,Single,0.97146,502,502,0.95688,0.98604
2006,No migration background,Primary Level,Married,0.32309,32,80,0.21996,0.42621
2006,No migration background,Primary Level,Single,0.50295,48,80,0.39269,0.61320
2006,No migration background,Lower Secondary Level,Married,0.35016,715,1806,0.32816,0.37217
2006,No migration background,Lower Secondary Level,"Married, living apart",0.02338,36,1806,0.01641,0.03035
2006,No migration background,Lower Secondary Level,Single,0.30565,587,1806,0.28439,0.32690
2006,No migration background,Lower Secondary Level,Divorced,0.08174,123,1806,0.06910,0.09438
2006,No migration background,Lower Secondary Level,Widowed,0.23806,345,1806,0.21841,0.25770
2006,No migration background,Upper Secondary Level,Married,0.55489,6042,9841,0.54507,0.56471
2006,No migration background,Upper Secondary Level,"Married, living apart",0.02324,199,9841,0.02026,0.02621
2006,No migration background,Upper Secondary Level,Single,0.22151,2022,9841,0.21331,0.22972
2006,No migration background,Upper Secondary Level,Divorced,0.10240,839,9841,0.09641,0.10839
2006,No migration background,Upper Secondary Level,Widowed,0.09781,739,9841,0.09194,0.10368
2006,No migration background,Post-secondary Non-tertiary Level,Married,0.46928,500,900,0.43666,0.50191
2006,No migration background,Post-secondary Non-tertiary Level,Single,0.40043,342,900,0.36840,0.43246
2006,No migration background,Post-secondary Non-tertiary Level,Divorced,0.07732,58,900,0.05986,0.09478
2006,No migration background,First Stage of Tertiary Education,Married,0.64353,1055,1466,0.61900,0.66806
2006,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02629,32,1466,0.01810,0.03449
2006,No migration background,First Stage of Tertiary Education,Single,0.17260,191,1466,0.15324,0.19195
2006,No migration background,First Stage of Tertiary Education,Divorced,0.09886,116,1466,0.08358,0.11415
2006,No migration background,First Stage of Tertiary Education,Widowed,0.05872,72,1466,0.04668,0.07076
2006,No migration background,Second Stage of Tertiary Education,Married,0.57048,2869,4135,0.55539,0.58557
2006,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.03055,106,4135,0.02530,0.03580
2006,No migration background,Second Stage of Tertiary Education,Single,0.25240,713,4135,0.23916,0.26564
2006,No migration background,Second Stage of Tertiary Education,Divorced,0.09984,300,4135,0.09070,0.10897
2006,No migration background,Second Stage of Tertiary Education,Widowed,0.04673,147,4135,0.04030,0.05317
2006,Direct migration background,Primary Level,Married,0.74582,104,104,0.66173,0.82991
2006,Direct migration background,Lower Secondary Level,Married,0.67921,396,496,0.63809,0.72033
2006,Direct migration background,Lower Secondary Level,Single,0.13167,54,496,0.10188,0.16146
2006,Direct migration background,Lower Secondary Level,Widowed,0.09153,46,496,0.06613,0.11693
2006,Direct migration background,Upper Secondary Level,Married,0.69794,659,897,0.66787,0.72800
2006,Direct migration background,Upper Secondary Level,"Married, living apart",0.05217,41,897,0.03761,0.06673
2006,Direct migration background,Upper Secondary Level,Single,0.14086,107,897,0.11808,0.16364
2006,Direct migration background,Upper Secondary Level,Divorced,0.06896,54,897,0.05237,0.08555
2006,Direct migration background,Upper Secondary Level,Widowed,0.04007,36,897,0.02723,0.05292
2006,Direct migration background,Post-secondary Non-tertiary Level,Married,0.71607,168,168,0.64768,0.78446
2006,Direct migration background,First Stage of Tertiary Education,Married,0.67127,105,105,0.58099,0.76155
2006,Direct migration background,Second Stage of Tertiary Education,Married,0.73919,276,315,0.69062,0.78776
2006,Direct migration background,Second Stage of Tertiary Education,Single,0.10586,39,315,0.07183,0.13989
2006,Indirect migration background,Lower Secondary Level,Married,0.24708,51,171,0.18224,0.31192
2006,Indirect migration background,Lower Secondary Level,Single,0.68783,120,171,0.61818,0.75749
2006,Indirect migration background,Upper Secondary Level,Married,0.36044,139,324,0.30808,0.41280
2006,Indirect migration background,Upper Secondary Level,Single,0.54064,185,324,0.48629,0.59499
2006,Indirect migration background,Second Stage of Tertiary Education,Married,0.49630,39,73,0.38081,0.61179
2006,Indirect migration background,Second Stage of Tertiary Education,Single,0.48337,34,73,0.36794,0.59880
2007,No migration background,Pre-primary Level,Single,0.99846,503,503,0.99503,1.00189
2007,No migration background,Primary Level,Married,0.37279,33,77,0.26408,0.48151
2007,No migration background,Primary Level,Single,0.46740,44,77,0.35522,0.57957
2007,No migration background,Lower Secondary Level,Married,0.35225,633,1585,0.32873,0.37578
2007,No migration background,Lower Secondary Level,Single,0.30726,531,1585,0.28454,0.32998
2007,No migration background,Lower Secondary Level,Divorced,0.08856,117,1585,0.07457,0.10255
2007,No migration background,Lower Secondary Level,Widowed,0.23042,304,1585,0.20969,0.25116
2007,No migration background,Upper Secondary Level,Married,0.54581,5594,9197,0.53563,0.55599
2007,No migration background,Upper Secondary Level,"Married, living apart",0.02264,177,9197,0.01960,0.02568
2007,No migration background,Upper Secondary Level,Single,0.23100,1930,9197,0.22239,0.23962
2007,No migration background,Upper Secondary Level,Divorced,0.10441,813,9197,0.09816,0.11066
2007,No migration background,Upper Secondary Level,Widowed,0.09614,683,9197,0.09012,0.10217
2007,No migration background,Post-secondary Non-tertiary Level,Married,0.48130,485,860,0.44789,0.51472
2007,No migration background,Post-secondary Non-tertiary Level,Single,0.38223,319,860,0.34973,0.41472
2007,No migration background,Post-secondary Non-tertiary Level,Divorced,0.07035,56,860,0.05325,0.08745
2007,No migration background,First Stage of Tertiary Education,Married,0.65403,992,1370,0.62883,0.67922
2007,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02724,34,1370,0.01861,0.03586
2007,No migration background,First Stage of Tertiary Education,Single,0.16537,175,1370,0.14569,0.18505
2007,No migration background,First Stage of Tertiary Education,Divorced,0.09920,106,1370,0.08337,0.11504
2007,No migration background,First Stage of Tertiary Education,Widowed,0.05417,63,1370,0.04218,0.06616
2007,No migration background,Second Stage of Tertiary Education,Married,0.57466,2749,3960,0.55926,0.59007
2007,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02431,95,3960,0.01952,0.02911
2007,No migration background,Second Stage of Tertiary Education,Single,0.25874,674,3960,0.24510,0.27238
2007,No migration background,Second Stage of Tertiary Education,Divorced,0.09769,298,3960,0.08844,0.10694
2007,No migration background,Second Stage of Tertiary Education,Widowed,0.04459,144,3960,0.03816,0.05102
2007,Direct migration background,Primary Level,Married,0.78692,94,94,0.70370,0.87015
2007,Direct migration background,Lower Secondary Level,Married,0.69367,356,432,0.65015,0.73719
2007,Direct migration background,Lower Secondary Level,Single,0.10070,36,432,0.07229,0.12912
2007,Direct migration background,Lower Secondary Level,Widowed,0.08525,40,432,0.05888,0.11161
2007,Direct migration background,Upper Secondary Level,Married,0.65807,564,799,0.62515,0.69098
2007,Direct migration background,Upper Secondary Level,"Married, living apart",0.05689,41,799,0.04082,0.07297
2007,Direct migration background,Upper Secondary Level,Single,0.15434,108,799,0.12927,0.17941
2007,Direct migration background,Upper Secondary Level,Divorced,0.08226,50,799,0.06320,0.10132
2007,Direct migration background,Upper Secondary Level,Widowed,0.04844,36,799,0.03354,0.06333
2007,Direct migration background,Post-secondary Non-tertiary Level,Married,0.70020,156,156,0.62806,0.77233
2007,Direct migration background,First Stage of Tertiary Education,Married,0.69989,98,98,0.60868,0.79109
2007,Direct migration background,Second Stage of Tertiary Education,Married,0.72796,255,295,0.67709,0.77883
2007,Direct migration background,Second Stage of Tertiary Education,Single,0.11649,40,295,0.07982,0.15316
2007,Indirect migration background,Lower Secondary Level,Married,0.25975,43,154,0.19026,0.32923
2007,Indirect migration background,Lower Secondary Level,Single,0.68598,111,154,0.61244,0.75953
2007,Indirect migration background,Upper Secondary Level,Married,0.37315,129,304,0.31870,0.42761
2007,Indirect migration background,Upper Secondary Level,Single,0.54295,175,304,0.48686,0.59904
2007,Indirect migration background,Second Stage of Tertiary Education,Married,0.54489,42,81,0.43576,0.65401
2007,Indirect migration background,Second Stage of Tertiary Education,Single,0.43171,39,81,0.32317,0.54025
2008,No migration background,Pre-primary Level,Single,0.99923,441,441,0.99664,1.00182
2008,No migration background,Primary Level,Single,0.48011,35,35,0.31218,0.64805
2008,No migration background,Lower Secondary Level,Married,0.34145,572,1441,0.31696,0.36595
2008,No migration background,Lower Secondary Level,Single,0.31406,474,1441,0.29009,0.33803
2008,No migration background,Lower Secondary Level,Divorced,0.08489,103,1441,0.07049,0.09928
2008,No migration background,Lower Secondary Level,Widowed,0.23946,292,1441,0.21742,0.26151
2008,No migration background,Upper Secondary Level,Married,0.53926,5273,8700,0.52879,0.54974
2008,No migration background,Upper Secondary Level,"Married, living apart",0.02204,168,8700,0.01895,0.02512
2008,No migration background,Upper Secondary Level,Single,0.23325,1800,8700,0.22436,0.24214
2008,No migration background,Upper Secondary Level,Divorced,0.10711,790,8700,0.10061,0.11361
2008,No migration background,Upper Secondary Level,Widowed,0.09834,669,8700,0.09209,0.10460
2008,No migration background,Post-secondary Non-tertiary Level,Married,0.47243,452,809,0.43801,0.50685
2008,No migration background,Post-secondary Non-tertiary Level,Single,0.40613,307,809,0.37226,0.43999
2008,No migration background,Post-secondary Non-tertiary Level,Divorced,0.06215,50,809,0.04550,0.07880
2008,No migration background,First Stage of Tertiary Education,Married,0.65800,932,1236,0.63154,0.68446
2008,No migration background,First Stage of Tertiary Education,Single,0.16621,149,1236,0.14545,0.18698
2008,No migration background,First Stage of Tertiary Education,Divorced,0.10348,96,1236,0.08649,0.12047
2008,No migration background,First Stage of Tertiary Education,Widowed,0.05324,59,1236,0.04072,0.06577
2008,No migration background,Second Stage of Tertiary Education,Married,0.56417,2603,3794,0.54839,0.57995
2008,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02896,90,3794,0.02362,0.03430
2008,No migration background,Second Stage of Tertiary Education,Single,0.26220,658,3794,0.24820,0.27620
2008,No migration background,Second Stage of Tertiary Education,Divorced,0.09710,294,3794,0.08768,0.10653
2008,No migration background,Second Stage of Tertiary Education,Widowed,0.04757,149,3794,0.04079,0.05434
2008,Direct migration background,Primary Level,Married,0.74669,78,78,0.64954,0.84383
2008,Direct migration background,Lower Secondary Level,Married,0.69207,319,388,0.64608,0.73807
2008,Direct migration background,Lower Secondary Level,Single,0.11444,33,388,0.08272,0.14616
2008,Direct migration background,Lower Secondary Level,Widowed,0.08645,36,388,0.05845,0.11445
2008,Direct migration background,Upper Secondary Level,Married,0.65717,506,714,0.62233,0.69201
2008,Direct migration background,Upper Secondary Level,"Married, living apart",0.04335,31,714,0.02841,0.05830
2008,Direct migration background,Upper Secondary Level,Single,0.16441,100,714,0.13720,0.19161
2008,Direct migration background,Upper Secondary Level,Divorced,0.08442,43,714,0.06401,0.10483
2008,Direct migration background,Upper Secondary Level,Widowed,0.05065,34,714,0.03455,0.06675
2008,Direct migration background,Post-secondary Non-tertiary Level,Married,0.69117,143,143,0.61518,0.76717
2008,Direct migration background,First Stage of Tertiary Education,Married,0.64940,87,87,0.54855,0.75025
2008,Direct migration background,Second Stage of Tertiary Education,Married,0.75048,237,270,0.69877,0.80219
2008,Direct migration background,Second Stage of Tertiary Education,Single,0.10573,33,270,0.06898,0.14248
2008,Indirect migration background,Lower Secondary Level,Married,0.23450,38,159,0.16843,0.30056
2008,Indirect migration background,Lower Secondary Level,Single,0.71076,121,159,0.64007,0.78146
2008,Indirect migration background,Upper Secondary Level,Married,0.38602,130,293,0.33018,0.44186
2008,Indirect migration background,Upper Secondary Level,Single,0.52175,163,293,0.46446,0.57905
2008,Indirect migration background,Second Stage of Tertiary Education,Married,0.42881,41,82,0.32103,0.53659
2008,Indirect migration background,Second Stage of Tertiary Education,Single,0.55688,41,82,0.44870,0.66507
2009,No migration background,Lower Secondary Level,Married,0.34102,502,1295,0.31519,0.36685
2009,No migration background,Lower Secondary Level,Single,0.30967,419,1295,0.28448,0.33486
2009,No migration background,Lower Secondary Level,Divorced,0.08530,98,1295,0.07008,0.10052
2009,No migration background,Lower Secondary Level,Widowed,0.24764,276,1295,0.22412,0.27116
2009,No migration background,Upper Secondary Level,Married,0.53455,4891,8161,0.52373,0.54537
2009,No migration background,Upper Secondary Level,"Married, living apart",0.02520,176,8161,0.02180,0.02860
2009,No migration background,Upper Secondary Level,Single,0.23530,1696,8161,0.22610,0.24451
2009,No migration background,Upper Secondary Level,Divorced,0.10563,754,8161,0.09896,0.11230
2009,No migration background,Upper Secondary Level,Widowed,0.09932,644,8161,0.09283,0.10581
2009,No migration background,Post-secondary Non-tertiary Level,Married,0.47437,430,750,0.43861,0.51013
2009,No migration background,Post-secondary Non-tertiary Level,Single,0.40975,271,750,0.37453,0.44497
2009,No migration background,Post-secondary Non-tertiary Level,Divorced,0.05941,49,750,0.04248,0.07634
2009,No migration background,First Stage of Tertiary Education,Married,0.65302,880,1177,0.62581,0.68022
2009,No migration background,First Stage of Tertiary Education,Single,0.17426,149,1177,0.15258,0.19594
2009,No migration background,First Stage of Tertiary Education,Divorced,0.10277,90,1177,0.08542,0.12013
2009,No migration background,First Stage of Tertiary Education,Widowed,0.05045,58,1177,0.03794,0.06296
2009,No migration background,Second Stage of Tertiary Education,Married,0.55675,2460,3656,0.54065,0.57286
2009,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02822,80,3656,0.02285,0.03359
2009,No migration background,Second Stage of Tertiary Education,Single,0.27147,669,3656,0.25705,0.28588
2009,No migration background,Second Stage of Tertiary Education,Divorced,0.09709,297,3656,0.08749,0.10669
2009,No migration background,Second Stage of Tertiary Education,Widowed,0.04647,150,3656,0.03964,0.05329
2009,Direct migration background,Primary Level,Married,0.74404,72,72,0.64253,0.84555
2009,Direct migration background,Lower Secondary Level,Married,0.69281,267,302,0.64069,0.74493
2009,Direct migration background,Lower Secondary Level,Widowed,0.10120,35,302,0.06713,0.13527
2009,Direct migration background,Upper Secondary Level,Married,0.66219,435,591,0.62403,0.70036
2009,Direct migration background,Upper Secondary Level,Single,0.16486,89,591,0.13492,0.19480
2009,Direct migration background,Upper Secondary Level,Divorced,0.07946,35,591,0.05764,0.10129
2009,Direct migration background,Upper Secondary Level,Widowed,0.05393,32,591,0.03571,0.07216
2009,Direct migration background,Post-secondary Non-tertiary Level,Married,0.72219,128,128,0.64429,0.80010
2009,Direct migration background,First Stage of Tertiary Education,Married,0.69347,76,76,0.58912,0.79782
2009,Direct migration background,Second Stage of Tertiary Education,Married,0.75616,218,252,0.70304,0.80928
2009,Direct migration background,Second Stage of Tertiary Education,Single,0.11587,34,252,0.07627,0.15547
2009,Indirect migration background,Lower Secondary Level,Married,0.16913,31,139,0.10658,0.23167
2009,Indirect migration background,Lower Secondary Level,Single,0.76926,108,139,0.69897,0.83956
