year,bula_h,sex,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,Baden-Wuerttemberg,female,Widowed,0.12313,124,1319,0.10539,0.14087
2007,Bavaria,male,Married,0.58241,911,1427,0.55681,0.60800
2007,Bavaria,male,"Married, living apart",0.02491,32,1427,0.01682,0.03300
2007,Bavaria,male,Single,0.29109,362,1427,0.26751,0.31466
2007,Bavaria,male,Divorced,0.07303,87,1427,0.05953,0.08654
2007,Bavaria,male,Widowed,0.02857,35,1427,0.01992,0.03721
2007,Bavaria,female,Married,0.50691,931,1579,0.48224,0.53157
2007,Bavaria,female,"Married, living apart",0.02651,41,1579,0.01858,0.03443
2007,Bavaria,female,Single,0.23714,348,1579,0.21616,0.25813
2007,Bavaria,female,Divorced,0.10739,133,1579,0.09211,0.12267
2007,Bavaria,female,Widowed,0.12205,126,1579,0.10590,0.13820
2007,Berlin,male,Married,0.40753,177,302,0.35202,0.46305
2007,Berlin,male,Single,0.42724,125,302,0.37135,0.48312
2007,Berlin,female,Married,0.36377,181,370,0.31468,0.41285
2007,Berlin,female,Single,0.33743,131,370,0.28919,0.38568
2007,Berlin,female,Divorced,0.16842,58,370,0.13024,0.20661
2007,Brandenburg,male,Married,0.51500,244,364,0.46358,0.56641
2007,Brandenburg,male,Single,0.33338,120,364,0.28489,0.38188
2007,Brandenburg,female,Married,0.44182,242,452,0.39599,0.48766
2007,Brandenburg,female,Single,0.28495,124,452,0.24329,0.32661
2007,Brandenburg,female,Divorced,0.09950,38,452,0.07187,0.12712
2007,Brandenburg,female,Widowed,0.15398,48,452,0.12067,0.18729
2007,Mecklenburg-Western Pomerania,male,Married,0.55604,144,204,0.48770,0.62439
2007,Mecklenburg-Western Pomerania,male,Single,0.25250,60,204,0.19273,0.31226
2007,Mecklenburg-Western Pomerania,female,Married,0.48734,149,214,0.42021,0.55446
2007,Mecklenburg-Western Pomerania,female,Single,0.24140,65,214,0.18393,0.29887
2007,Saxony,male,Married,0.48335,421,723,0.44689,0.51980
2007,Saxony,male,Single,0.37178,247,723,0.33653,0.40704
2007,Saxony,male,Divorced,0.08368,55,723,0.06348,0.10388
2007,Saxony,female,Married,0.47479,421,763,0.43933,0.51024
2007,Saxony,female,Single,0.25517,192,763,0.22421,0.28612
2007,Saxony,female,Divorced,0.12144,76,763,0.09825,0.14464
2007,Saxony,female,Widowed,0.13191,74,763,0.10788,0.15594
2007,Saxony-Anhalt,male,Married,0.59584,257,390,0.54707,0.64460
2007,Saxony-Anhalt,male,Single,0.30413,133,390,0.25841,0.34985
2007,Saxony-Anhalt,female,Married,0.50847,252,446,0.46202,0.55492
2007,Saxony-Anhalt,female,Single,0.25669,114,446,0.21611,0.29728
2007,Saxony-Anhalt,female,Divorced,0.08983,36,446,0.06326,0.11639
2007,Saxony-Anhalt,female,Widowed,0.12057,44,446,0.09031,0.15082
2007,Thuringa,male,Married,0.43722,241,425,0.39000,0.48443
2007,Thuringa,male,Single,0.37099,139,425,0.32501,0.41698
2007,Thuringa,male,Divorced,0.12970,45,425,0.09772,0.16168
2007,Thuringa,female,Married,0.47216,252,465,0.42674,0.51759
2007,Thuringa,female,Single,0.25763,117,465,0.21784,0.29743
2007,Thuringa,female,Divorced,0.10914,45,465,0.08077,0.13751
2007,Thuringa,female,Widowed,0.14275,51,465,0.11092,0.17458
2008,Schleswig-Holstein,male,Married,0.59678,167,235,0.53393,0.65963
2008,Schleswig-Holstein,male,Single,0.26357,68,235,0.20712,0.32002
2008,Schleswig-Holstein,female,Married,0.47749,166,232,0.41308,0.54191
2008,Schleswig-Holstein,female,Single,0.26873,66,232,0.21156,0.32589
2008,Hamburg,male,Married,0.36877,70,119,0.28172,0.45583
2008,Hamburg,male,Single,0.44012,49,119,0.35055,0.52969
2008,Hamburg,female,Married,0.35089,75,118,0.26441,0.43737
2008,Hamburg,female,Single,0.31710,43,118,0.23278,0.40142
2008,Lower Saxony,male,Married,0.57341,545,812,0.53937,0.60745
2008,Lower Saxony,male,Single,0.30506,214,812,0.27337,0.33675
2008,Lower Saxony,male,Divorced,0.07029,53,812,0.05270,0.08788
2008,Lower Saxony,female,Married,0.51380,545,902,0.48116,0.54644
2008,Lower Saxony,female,Single,0.23754,179,902,0.20975,0.26533
2008,Lower Saxony,female,Divorced,0.08832,75,902,0.06979,0.10685
2008,Lower Saxony,female,Widowed,0.14663,103,902,0.12353,0.16973
2008,Bremen,male,Married,0.51420,33,33,0.34103,0.68737
2008,Bremen,female,Married,0.47746,35,35,0.30956,0.64535
2008,North Rhine-Westphalia,male,Married,0.57423,1228,1889,0.55192,0.59653
2008,North Rhine-Westphalia,male,"Married, living apart",0.01973,43,1889,0.01346,0.02600
2008,North Rhine-Westphalia,male,Single,0.29569,447,1889,0.27511,0.31628
2008,North Rhine-Westphalia,male,Divorced,0.07158,110,1889,0.05995,0.08320
2008,North Rhine-Westphalia,male,Widowed,0.03878,61,1889,0.03007,0.04748
2008,North Rhine-Westphalia,female,Married,0.52574,1226,2091,0.50433,0.54714
2008,North Rhine-Westphalia,female,"Married, living apart",0.02287,48,2091,0.01646,0.02928
2008,North Rhine-Westphalia,female,Single,0.21338,442,2091,0.19581,0.23094
2008,North Rhine-Westphalia,female,Divorced,0.09894,163,2091,0.08614,0.11174
2008,North Rhine-Westphalia,female,Widowed,0.13908,212,2091,0.12424,0.15391
2008,Hesse,male,Married,0.55652,408,610,0.51706,0.59597
2008,Hesse,male,Single,0.32189,167,610,0.28479,0.35900
2008,Hesse,male,Divorced,0.06952,35,610,0.04932,0.08972
2008,Hesse,female,Married,0.56580,422,665,0.52810,0.60350
2008,Hesse,female,Single,0.20259,136,665,0.17202,0.23316
2008,Hesse,female,Divorced,0.07885,49,665,0.05835,0.09935
2008,Hesse,female,Widowed,0.11611,58,665,0.09175,0.14048
2008,"Rhineland-Palatinate, Saarland",male,Married,0.57633,319,464,0.53132,0.62134
2008,"Rhineland-Palatinate, Saarland",male,Single,0.26768,114,464,0.22735,0.30801
2008,"Rhineland-Palatinate, Saarland",male,Divorced,0.06103,31,464,0.03923,0.08284
2008,"Rhineland-Palatinate, Saarland",female,Married,0.41763,327,598,0.37807,0.45719
2008,"Rhineland-Palatinate, Saarland",female,Single,0.26748,138,598,0.23197,0.30299
2008,"Rhineland-Palatinate, Saarland",female,Divorced,0.10803,52,598,0.08313,0.13294
2008,"Rhineland-Palatinate, Saarland",female,Widowed,0.17604,81,598,0.14549,0.20660
2008,Baden-Wuerttemberg,male,Married,0.54382,699,1121,0.51465,0.57299
2008,Baden-Wuerttemberg,male,Single,0.32515,332,1121,0.29772,0.35259
2008,Baden-Wuerttemberg,male,Divorced,0.06721,57,1121,0.05254,0.08187
2008,Baden-Wuerttemberg,male,Widowed,0.03161,33,1121,0.02136,0.04186
2008,Baden-Wuerttemberg,female,Married,0.51392,715,1243,0.48612,0.54172
2008,Baden-Wuerttemberg,female,"Married, living apart",0.02738,35,1243,0.01830,0.03645
2008,Baden-Wuerttemberg,female,Single,0.23607,283,1243,0.21245,0.25969
2008,Baden-Wuerttemberg,female,Divorced,0.09493,89,1243,0.07863,0.11123
2008,Baden-Wuerttemberg,female,Widowed,0.12770,121,1243,0.10914,0.14626
2008,Bavaria,male,Married,0.57547,840,1298,0.54857,0.60237
2008,Bavaria,male,Single,0.29601,338,1298,0.27116,0.32085
2008,Bavaria,male,Divorced,0.07986,88,1298,0.06511,0.09462
2008,Bavaria,male,Widowed,0.02585,32,1298,0.01721,0.03448
2008,Bavaria,female,Married,0.49376,854,1469,0.46819,0.51934
2008,Bavaria,female,"Married, living apart",0.02991,38,1469,0.02120,0.03862
2008,Bavaria,female,Single,0.24963,327,1469,0.22749,0.27177
2008,Bavaria,female,Divorced,0.10839,128,1469,0.09249,0.12429
2008,Bavaria,female,Widowed,0.11831,122,1469,0.10179,0.13483
2008,Berlin,male,Married,0.39385,162,282,0.33672,0.45098
2008,Berlin,male,Single,0.42204,120,282,0.36429,0.47978
2008,Berlin,female,Married,0.36028,172,352,0.31005,0.41050
2008,Berlin,female,Single,0.35555,125,352,0.30548,0.40563
2008,Berlin,female,Divorced,0.16312,55,352,0.12447,0.20178
2008,Brandenburg,male,Married,0.48412,229,348,0.43154,0.53670
2008,Brandenburg,male,Single,0.36870,119,348,0.31793,0.41946
2008,Brandenburg,female,Married,0.42775,228,428,0.38083,0.47468
2008,Brandenburg,female,Single,0.30249,114,428,0.25892,0.34606
2008,Brandenburg,female,Divorced,0.10017,37,428,0.07169,0.12865
2008,Brandenburg,female,Widowed,0.15640,49,428,0.12195,0.19085
2008,Mecklenburg-Western Pomerania,male,Married,0.54753,141,225,0.48235,0.61271
2008,Mecklenburg-Western Pomerania,male,Single,0.23897,53,225,0.18312,0.29482
2008,Mecklenburg-Western Pomerania,male,Divorced,0.15496,31,225,0.10757,0.20235
2008,Mecklenburg-Western Pomerania,female,Married,0.52181,144,198,0.45205,0.59156
2008,Mecklenburg-Western Pomerania,female,Single,0.20790,54,198,0.15124,0.26457
2008,Saxony,male,Married,0.50314,410,683,0.46561,0.54066
2008,Saxony,male,Single,0.36027,221,683,0.32424,0.39630
2008,Saxony,male,Divorced,0.08836,52,683,0.06706,0.10967
2008,Saxony,female,Married,0.49389,411,725,0.45747,0.53031
2008,Saxony,female,Single,0.24755,170,725,0.21611,0.27899
2008,Saxony,female,Divorced,0.12125,73,725,0.09747,0.14502
2008,Saxony,female,Widowed,0.12729,71,725,0.10301,0.15157
2008,Saxony-Anhalt,male,Married,0.58406,236,359,0.53300,0.63512
2008,Saxony-Anhalt,male,Single,0.30722,123,359,0.25943,0.35501
2008,Saxony-Anhalt,female,Married,0.49709,230,413,0.44881,0.54537
2008,Saxony-Anhalt,female,Single,0.26038,110,413,0.21801,0.30276
2008,Saxony-Anhalt,female,Divorced,0.08821,36,413,0.06082,0.11559
2008,Saxony-Anhalt,female,Widowed,0.11850,37,413,0.08729,0.14971
2008,Thuringa,male,Married,0.42084,230,407,0.37281,0.46886
2008,Thuringa,male,Single,0.40274,133,407,0.35503,0.45045
2008,Thuringa,male,Divorced,0.12780,44,407,0.09533,0.16028
2008,Thuringa,female,Married,0.44740,236,444,0.40109,0.49370
2008,Thuringa,female,Single,0.26610,109,444,0.22495,0.30725
2008,Thuringa,female,Divorced,0.12405,47,444,0.09335,0.15475
2008,Thuringa,female,Widowed,0.14570,52,444,0.11285,0.17856
2009,Schleswig-Holstein,male,Married,0.59062,153,217,0.52505,0.65620
2009,Schleswig-Holstein,male,Single,0.26506,64,217,0.20620,0.32392
2009,Schleswig-Holstein,female,Married,0.51530,157,215,0.44834,0.58226
2009,Schleswig-Holstein,female,Single,0.23345,58,215,0.17677,0.29012
2009,Hamburg,male,Married,0.34744,62,111,0.25846,0.43642
2009,Hamburg,male,Single,0.46214,49,111,0.36897,0.55531
2009,Hamburg,female,Married,0.35067,68,112,0.26190,0.43944
2009,Hamburg,female,Single,0.37254,44,112,0.28260,0.46249
2009,Lower Saxony,male,Married,0.58611,514,755,0.55095,0.62127
2009,Lower Saxony,male,Single,0.28758,189,755,0.25527,0.31988
2009,Lower Saxony,male,Divorced,0.07288,52,755,0.05432,0.09143
2009,Lower Saxony,female,Married,0.52030,514,842,0.48654,0.55407
2009,Lower Saxony,female,Single,0.23243,163,842,0.20389,0.26098
2009,Lower Saxony,female,Divorced,0.07893,67,842,0.06071,0.09715
2009,Lower Saxony,female,Widowed,0.14966,98,842,0.12555,0.17377
2009,North Rhine-Westphalia,male,Married,0.55691,1118,1765,0.53373,0.58010
2009,North Rhine-Westphalia,male,"Married, living apart",0.02193,47,1765,0.01509,0.02876
2009,North Rhine-Westphalia,male,Single,0.30863,428,1765,0.28707,0.33018
2009,North Rhine-Westphalia,male,Divorced,0.07486,113,1765,0.06258,0.08714
2009,North Rhine-Westphalia,male,Widowed,0.03768,59,1765,0.02879,0.04656
2009,North Rhine-Westphalia,female,Married,0.52929,1121,1923,0.50698,0.55161
2009,North Rhine-Westphalia,female,"Married, living apart",0.02026,43,1923,0.01396,0.02656
2009,North Rhine-Westphalia,female,Single,0.21037,403,1923,0.19215,0.22860
2009,North Rhine-Westphalia,female,Divorced,0.09940,157,1923,0.08603,0.11278
2009,North Rhine-Westphalia,female,Widowed,0.14067,199,1923,0.12512,0.15621
2009,Hesse,male,Married,0.54941,368,562,0.50823,0.59058
2009,Hesse,male,Single,0.33503,158,562,0.29597,0.37408
2009,Hesse,male,Divorced,0.05440,36,562,0.03563,0.07317
2009,Hesse,female,Married,0.53561,374,614,0.49613,0.57509
2009,Hesse,female,Single,0.22369,132,614,0.19070,0.25668
2009,Hesse,female,Divorced,0.07809,50,614,0.05685,0.09933
2009,Hesse,female,Widowed,0.12099,58,614,0.09518,0.14681
2009,"Rhineland-Palatinate, Saarland",male,Married,0.56737,298,449,0.52149,0.61325
2009,"Rhineland-Palatinate, Saarland",male,Single,0.29053,120,449,0.24849,0.33257
2009,"Rhineland-Palatinate, Saarland",male,Divorced,0.05500,31,449,0.03389,0.07611
2009,"Rhineland-Palatinate, Saarland",female,Married,0.40786,298,550,0.36675,0.44897
2009,"Rhineland-Palatinate, Saarland",female,Single,0.27966,126,550,0.24212,0.31721
2009,"Rhineland-Palatinate, Saarland",female,Divorced,0.10600,50,550,0.08024,0.13175
2009,"Rhineland-Palatinate, Saarland",female,Widowed,0.17007,76,550,0.13864,0.20149
2009,Baden-Wuerttemberg,male,Married,0.51256,609,975,0.48117,0.54395
2009,Baden-Wuerttemberg,male,Single,0.35276,313,975,0.32275,0.38277
2009,Baden-Wuerttemberg,male,Divorced,0.07435,53,975,0.05787,0.09082
2009,Baden-Wuerttemberg,female,Married,0.49224,629,1087,0.46251,0.52197
2009,Baden-Wuerttemberg,female,Single,0.25982,259,1087,0.23374,0.28591
2009,Baden-Wuerttemberg,female,Divorced,0.09752,83,1087,0.07987,0.11516
2009,Baden-Wuerttemberg,female,Widowed,0.13091,116,1087,0.11085,0.15097
2009,Bavaria,male,Married,0.56585,775,1233,0.53818,0.59353
2009,Bavaria,male,Single,0.29969,335,1233,0.27411,0.32527
2009,Bavaria,male,Divorced,0.08078,87,1233,0.06556,0.09599
2009,Bavaria,male,Widowed,0.02978,36,1233,0.02029,0.03927
2009,Bavaria,female,Married,0.49118,805,1387,0.46486,0.51750
2009,Bavaria,female,"Married, living apart",0.02357,31,1387,0.01558,0.03156
2009,Bavaria,female,Single,0.26167,313,1387,0.23853,0.28481
2009,Bavaria,female,Divorced,0.11006,121,1387,0.09358,0.12653
2009,Bavaria,female,Widowed,0.11353,117,1387,0.09683,0.13023
2009,Berlin,male,Married,0.40388,154,274,0.34568,0.46209
2009,Berlin,male,Single,0.42734,120,274,0.36866,0.48602
2009,Berlin,female,Married,0.37397,161,325,0.32128,0.42665
2009,Berlin,female,Single,0.33337,112,325,0.28204,0.38470
2009,Berlin,female,Divorced,0.16461,52,325,0.12423,0.20499
2009,Brandenburg,male,Married,0.50956,222,332,0.45571,0.56342
2009,Brandenburg,male,Single,0.33056,110,332,0.27988,0.38124
2009,Brandenburg,female,Married,0.43227,219,406,0.38402,0.48052
2009,Brandenburg,female,Single,0.27631,103,406,0.23276,0.31986
2009,Brandenburg,female,Divorced,0.11671,39,406,0.08544,0.14798
2009,Brandenburg,female,Widowed,0.15215,45,406,0.11717,0.18713
2009,Mecklenburg-Western Pomerania,male,Married,0.54621,134,186,0.47446,0.61795
2009,Mecklenburg-Western Pomerania,male,Single,0.26129,52,186,0.19798,0.32460
2009,Mecklenburg-Western Pomerania,female,Married,0.52377,141,191,0.45276,0.59479
2009,Mecklenburg-Western Pomerania,female,Single,0.20691,50,191,0.14931,0.26452
2009,Saxony,male,Married,0.52466,392,648,0.48618,0.56314
2009,Saxony,male,Single,0.35627,210,648,0.31937,0.39317
2009,Saxony,male,Divorced,0.06351,46,648,0.04472,0.08230
2009,Saxony,female,Married,0.50356,396,689,0.46620,0.54092
2009,Saxony,female,Single,0.24103,157,689,0.20907,0.27299
2009,Saxony,female,Divorced,0.11780,67,689,0.09371,0.14189
2009,Saxony,female,Widowed,0.12947,69,689,0.10439,0.15456
2009,Saxony-Anhalt,male,Married,0.59040,222,330,0.53726,0.64354
2009,Saxony-Anhalt,male,Single,0.31221,108,330,0.26214,0.36229
2009,Saxony-Anhalt,female,Married,0.48549,221,397,0.43626,0.53471
2009,Saxony-Anhalt,female,Single,0.27208,102,397,0.22824,0.31591
2009,Saxony-Anhalt,female,Divorced,0.09288,36,397,0.06429,0.12146
2009,Saxony-Anhalt,female,Widowed,0.11478,38,397,0.08339,0.14618
2009,Thuringa,male,Married,0.46193,221,373,0.41127,0.51259
2009,Thuringa,male,Single,0.35803,113,373,0.30931,0.40675
2009,Thuringa,male,Divorced,0.13664,39,373,0.10174,0.17155
2009,Thuringa,female,Married,0.42860,226,428,0.38166,0.47554
2009,Thuringa,female,Single,0.29688,103,428,0.25355,0.34022
2009,Thuringa,female,Divorced,0.11677,45,428,0.08631,0.14723
2009,Thuringa,female,Widowed,0.13642,54,428,0.10387,0.16898
2010,Schleswig-Holstein,male,Married,0.54502,219,298,0.48839,0.60166
2010,Schleswig-Holstein,male,Single,0.29278,79,298,0.24103,0.34454
2010,Schleswig-Holstein,female,Married,0.51688,226,364,0.46547,0.56828
2010,Schleswig-Holstein,female,Single,0.22223,86,364,0.17946,0.26500
2010,Schleswig-Holstein,female,Divorced,0.12400,52,364,0.09009,0.15790
2010,Hamburg,male,Married,0.40159,99,153,0.32365,0.47952
2010,Hamburg,male,Single,0.42056,54,153,0.34208,0.49904
2010,Hamburg,female,Married,0.38679,105,174,0.31422,0.45937
2010,Hamburg,female,Single,0.35306,69,174,0.28184,0.42428
2010,Lower Saxony,male,Married,0.58502,673,959,0.55382,0.61622
2010,Lower Saxony,male,Single,0.30418,234,959,0.27505,0.33331
2010,Lower Saxony,male,Divorced,0.05724,52,959,0.04253,0.07195
2010,Lower Saxony,female,Married,0.49982,691,1217,0.47172,0.52793
2010,Lower Saxony,female,"Married, living apart",0.02450,31,1217,0.01581,0.03319
2010,Lower Saxony,female,Single,0.25001,266,1217,0.22567,0.27435
2010,Lower Saxony,female,Divorced,0.08264,126,1217,0.06717,0.09812
2010,Lower Saxony,female,Widowed,0.14302,103,1217,0.12334,0.16270
2010,Bremen,male,Married,0.43899,42,42,0.28708,0.59090
2010,Bremen,female,Married,0.41078,45,45,0.26541,0.55615
2010,North Rhine-Westphalia,male,Married,0.56494,1585,2313,0.54473,0.58515
2010,North Rhine-Westphalia,male,"Married, living apart",0.02414,49,2313,0.01788,0.03039
2010,North Rhine-Westphalia,male,Single,0.29639,501,2313,0.27778,0.31501
2010,North Rhine-Westphalia,male,Divorced,0.07707,127,2313,0.06619,0.08794
2010,North Rhine-Westphalia,male,Widowed,0.03747,51,2313,0.02973,0.04521
2010,North Rhine-Westphalia,female,Married,0.53163,1637,2750,0.51297,0.55028
2010,North Rhine-Westphalia,female,"Married, living apart",0.02529,82,2750,0.01942,0.03116
2010,North Rhine-Westphalia,female,Single,0.20714,553,2750,0.19199,0.22229
2010,North Rhine-Westphalia,female,Divorced,0.09821,281,2750,0.08708,0.10933
2010,North Rhine-Westphalia,female,Widowed,0.13773,197,2750,0.12485,0.15061
2010,Hesse,male,Married,0.54478,536,759,0.50932,0.58023
2010,Hesse,male,Single,0.33095,184,759,0.29745,0.36445
2010,Hesse,male,Divorced,0.06261,39,759,0.04537,0.07986
2010,Hesse,female,Married,0.55086,550,908,0.51848,0.58323
2010,Hesse,female,"Married, living apart",0.03853,39,908,0.02600,0.05105
2010,Hesse,female,Single,0.20858,180,908,0.18213,0.23502
2010,Hesse,female,Divorced,0.08609,85,908,0.06783,0.10434
2010,Hesse,female,Widowed,0.11596,54,908,0.09512,0.13679
2010,"Rhineland-Palatinate, Saarland",male,Married,0.57576,412,575,0.53533,0.61619
2010,"Rhineland-Palatinate, Saarland",male,Single,0.28624,125,575,0.24926,0.32321
2010,"Rhineland-Palatinate, Saarland",male,Divorced,0.06052,38,575,0.04102,0.08003
2010,"Rhineland-Palatinate, Saarland",female,Married,0.41865,425,731,0.38286,0.45444
2010,"Rhineland-Palatinate, Saarland",female,Single,0.28584,159,731,0.25306,0.31862
2010,"Rhineland-Palatinate, Saarland",female,Divorced,0.09702,70,731,0.07555,0.11850
2010,"Rhineland-Palatinate, Saarland",female,Widowed,0.17789,77,731,0.15015,0.20563
2010,Baden-Wuerttemberg,male,Married,0.52122,890,1335,0.49441,0.54803
2010,Baden-Wuerttemberg,male,Single,0.33742,349,1335,0.31205,0.36279
2010,Baden-Wuerttemberg,male,Divorced,0.08433,61,1335,0.06942,0.09924
2010,Baden-Wuerttemberg,male,Widowed,0.03666,35,1335,0.02657,0.04674
2010,Baden-Wuerttemberg,female,Married,0.49117,948,1594,0.46662,0.51572
2010,Baden-Wuerttemberg,female,"Married, living apart",0.02336,44,1594,0.01595,0.03078
2010,Baden-Wuerttemberg,female,Single,0.26517,337,1594,0.24349,0.28685
2010,Baden-Wuerttemberg,female,Divorced,0.08871,149,1594,0.07474,0.10267
2010,Baden-Wuerttemberg,female,Widowed,0.13159,116,1594,0.11499,0.14819
2010,Bavaria,male,Married,0.55608,1084,1645,0.53206,0.58010
2010,Bavaria,male,"Married, living apart",0.03250,33,1645,0.02392,0.04107
2010,Bavaria,male,Single,0.30061,397,1645,0.27845,0.32278
2010,Bavaria,male,Divorced,0.07706,90,1645,0.06417,0.08995
2010,Bavaria,male,Widowed,0.03375,41,1645,0.02502,0.04248
2010,Bavaria,female,Married,0.48154,1154,1998,0.45963,0.50346
2010,Bavaria,female,"Married, living apart",0.02309,56,1998,0.01650,0.02968
2010,Bavaria,female,Single,0.27096,450,1998,0.25147,0.29046
2010,Bavaria,female,Divorced,0.12082,226,1998,0.10653,0.13512
2010,Bavaria,female,Widowed,0.10359,112,1998,0.09022,0.11695
2010,Berlin,male,Married,0.41422,217,346,0.36224,0.46620
2010,Berlin,male,Single,0.40976,129,346,0.35787,0.46166
2010,Berlin,female,Married,0.39602,232,469,0.35171,0.44033
2010,Berlin,female,Single,0.30695,166,469,0.26516,0.34874
2010,Berlin,female,Divorced,0.16647,71,469,0.13272,0.20022
2010,Brandenburg,male,Married,0.52123,261,416,0.47317,0.56930
2010,Brandenburg,male,Single,0.31725,121,416,0.27247,0.36203
2010,Brandenburg,male,Divorced,0.10087,34,416,0.07189,0.12984
2010,Brandenburg,female,Married,0.45047,256,518,0.40758,0.49335
2010,Brandenburg,female,Single,0.26466,158,518,0.22663,0.30269
2010,Brandenburg,female,Divorced,0.11721,62,518,0.08948,0.14494
2010,Brandenburg,female,Widowed,0.14272,42,518,0.11257,0.17287
2010,Mecklenburg-Western Pomerania,male,Married,0.57909,155,221,0.51385,0.64433
2010,Mecklenburg-Western Pomerania,male,Single,0.21805,66,221,0.16348,0.27261
2010,Mecklenburg-Western Pomerania,female,Married,0.53965,168,295,0.48267,0.59662
2010,Mecklenburg-Western Pomerania,female,Single,0.21009,94,295,0.16352,0.25665
2010,Mecklenburg-Western Pomerania,female,Divorced,0.12040,33,295,0.08320,0.15760
2010,Saxony,male,Married,0.49725,477,784,0.46223,0.53227
2010,Saxony,male,Single,0.36815,256,784,0.33437,0.40193
2010,Saxony,male,Divorced,0.08270,51,784,0.06341,0.10199
2010,Saxony,female,Married,0.52056,487,867,0.48729,0.55384
2010,Saxony,female,Single,0.22782,227,867,0.19988,0.25575
2010,Saxony,female,Divorced,0.12456,92,867,0.10256,0.14655
2010,Saxony,female,Widowed,0.11910,61,867,0.09753,0.14068
2010,Saxony-Anhalt,male,Married,0.54396,247,365,0.49280,0.59513
2010,Saxony-Anhalt,male,Single,0.35243,118,365,0.30335,0.40151
2010,Saxony-Anhalt,female,Married,0.46698,259,499,0.42316,0.51080
2010,Saxony-Anhalt,female,Single,0.27244,151,499,0.23334,0.31155
2010,Saxony-Anhalt,female,Divorced,0.10351,50,499,0.07676,0.13027
2010,Saxony-Anhalt,female,Widowed,0.13302,39,499,0.10319,0.16285
2010,Thuringa,male,Married,0.45084,258,426,0.40354,0.49815
2010,Thuringa,male,Single,0.38023,131,426,0.33407,0.42638
2010,Thuringa,male,Divorced,0.13256,37,426,0.10032,0.16480
2010,Thuringa,female,Married,0.43771,267,504,0.39436,0.48107
2010,Thuringa,female,Single,0.26927,133,504,0.23051,0.30804
2010,Thuringa,female,Divorced,0.12251,54,504,0.09386,0.15117
2010,Thuringa,female,Widowed,0.14671,50,504,0.11579,0.17763
2011,Schleswig-Holstein,male,Married,0.55530,290,439,0.50876,0.60184
2011,Schleswig-Holstein,male,Single,0.28920,114,439,0.24674,0.33167
2011,Schleswig-Holstein,male,Divorced,0.10699,35,439,0.07804,0.13593
2011,Schleswig-Holstein,female,Married,0.47861,295,539,0.43640,0.52082
2011,Schleswig-Holstein,female,Single,0.26826,130,539,0.23082,0.30570
2011,Schleswig-Holstein,female,Divorced,0.12603,75,539,0.09798,0.15407
2011,Schleswig-Holstein,female,Widowed,0.11027,39,539,0.08380,0.13674
2011,Hamburg,male,Married,0.44557,112,175,0.37172,0.51942
2011,Hamburg,male,Single,0.38497,63,175,0.31267,0.45727
2011,Hamburg,female,Married,0.37639,109,184,0.30619,0.44658
2011,Hamburg,female,Single,0.33282,75,184,0.26454,0.40109
2011,Lower Saxony,male,Married,0.58138,809,1191,0.55335,0.60941
2011,Lower Saxony,male,Single,0.31073,285,1191,0.28443,0.33702
2011,Lower Saxony,male,Divorced,0.06212,62,1191,0.04841,0.07583
2011,Lower Saxony,male,Widowed,0.03745,35,1191,0.02667,0.04824
2011,Lower Saxony,female,Married,0.50156,841,1474,0.47603,0.52710
2011,Lower Saxony,female,"Married, living apart",0.02621,45,1474,0.01805,0.03437
2011,Lower Saxony,female,Single,0.25544,320,1474,0.23317,0.27771
2011,Lower Saxony,female,Divorced,0.07881,149,1474,0.06505,0.09257
2011,Lower Saxony,female,Widowed,0.13797,119,1474,0.12036,0.15558
2011,Bremen,male,Married,0.40174,43,74,0.28927,0.51420
2011,Bremen,male,Single,0.46610,31,74,0.35167,0.58054
2011,Bremen,female,Married,0.43825,49,85,0.33215,0.54436
2011,Bremen,female,Single,0.34419,36,85,0.24258,0.44579
2011,North Rhine-Westphalia,male,Married,0.56522,1783,2661,0.54638,0.58406
2011,North Rhine-Westphalia,male,"Married, living apart",0.03039,68,2661,0.02387,0.03691
2011,North Rhine-Westphalia,male,Single,0.29730,599,2661,0.27993,0.31467
2011,North Rhine-Westphalia,male,Divorced,0.07399,153,2661,0.06404,0.08394
2011,North Rhine-Westphalia,male,Widowed,0.03310,58,2661,0.02630,0.03989
2011,North Rhine-Westphalia,female,Married,0.52505,1834,3177,0.50768,0.54241
2011,North Rhine-Westphalia,female,"Married, living apart",0.02594,111,3177,0.02041,0.03147
2011,North Rhine-Westphalia,female,Single,0.23133,659,3177,0.21666,0.24599
2011,North Rhine-Westphalia,female,Divorced,0.08707,329,3177,0.07726,0.09687
2011,North Rhine-Westphalia,female,Widowed,0.13062,244,3177,0.11890,0.14234
2011,Hesse,male,Married,0.52909,600,876,0.49601,0.56216
2011,Hesse,male,Single,0.33630,221,876,0.30499,0.36760
2011,Hesse,male,Divorced,0.07392,55,876,0.05658,0.09126
2011,Hesse,female,Married,0.50635,620,1095,0.47672,0.53597
2011,Hesse,female,"Married, living apart",0.03310,46,1095,0.02250,0.04370
2011,Hesse,female,Single,0.23318,231,1095,0.20812,0.25823
2011,Hesse,female,Divorced,0.11399,133,1095,0.09516,0.13282
2011,Hesse,female,Widowed,0.11339,65,1095,0.09460,0.13218
2011,"Rhineland-Palatinate, Saarland",male,Married,0.56866,491,691,0.53170,0.60561
