year,bula_h,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2007,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Married,0.57123,71,71,0.45530,0.68717
2007,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Married,0.63858,138,138,0.55814,0.71903
2007,Baden-Wuerttemberg,Lower Secondary Level,Married,0.47234,183,316,0.41721,0.52748
2007,Baden-Wuerttemberg,Lower Secondary Level,Single,0.23120,74,316,0.18464,0.27775
2007,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.19150,59,316,0.14804,0.23495
2007,Baden-Wuerttemberg,Upper Secondary Level,Married,0.55188,723,1181,0.52350,0.58025
2007,Baden-Wuerttemberg,Upper Secondary Level,"Married, living apart",0.03159,33,1181,0.02161,0.04157
2007,Baden-Wuerttemberg,Upper Secondary Level,Single,0.26378,282,1181,0.23863,0.28892
2007,Baden-Wuerttemberg,Upper Secondary Level,Divorced,0.07583,73,1181,0.06073,0.09094
2007,Baden-Wuerttemberg,Upper Secondary Level,Widowed,0.07692,70,1181,0.06172,0.09213
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.50926,79,118,0.41867,0.59984
2007,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Single,0.24164,39,118,0.16408,0.31921
2007,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.66244,133,133,0.58177,0.74311
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.60062,341,437,0.55464,0.64659
2007,Baden-Wuerttemberg,Second Stage of Tertiary Education,Single,0.27449,96,437,0.23260,0.31637
2007,Bavaria,Lower Secondary Level,Married,0.43435,170,314,0.37944,0.48927
2007,Bavaria,Lower Secondary Level,Single,0.31136,106,314,0.26006,0.36266
2007,Bavaria,Lower Secondary Level,Widowed,0.11850,38,314,0.08269,0.15430
2007,Bavaria,Upper Secondary Level,Married,0.57458,994,1537,0.54985,0.59930
2007,Bavaria,Upper Secondary Level,Single,0.22411,326,1537,0.20326,0.24497
2007,Bavaria,Upper Secondary Level,Divorced,0.09999,128,1537,0.08499,0.11499
2007,Bavaria,Upper Secondary Level,Widowed,0.08185,89,1537,0.06814,0.09556
2007,Bavaria,Post-secondary Non-tertiary Level,Married,0.57091,94,132,0.48615,0.65566
2007,Bavaria,Post-secondary Non-tertiary Level,Single,0.27087,38,132,0.19477,0.34697
2007,Bavaria,First Stage of Tertiary Education,Married,0.65046,168,168,0.57814,0.72278
2007,Bavaria,Second Stage of Tertiary Education,Married,0.57169,401,546,0.53014,0.61323
2007,Bavaria,Second Stage of Tertiary Education,Single,0.25393,100,546,0.21739,0.29048
2007,Bavaria,Second Stage of Tertiary Education,Divorced,0.11116,45,546,0.08477,0.13755
2007,Berlin,Upper Secondary Level,Married,0.39251,138,274,0.33458,0.45043
2007,Berlin,Upper Secondary Level,Single,0.35281,98,274,0.29613,0.40949
2007,Berlin,Upper Secondary Level,Divorced,0.15125,38,274,0.10875,0.19375
2007,Berlin,First Stage of Tertiary Education,Married,0.54694,35,35,0.37961,0.71426
2007,Berlin,Second Stage of Tertiary Education,Married,0.42282,151,247,0.36108,0.48455
2007,Berlin,Second Stage of Tertiary Education,Single,0.32023,64,247,0.26192,0.37853
2007,Berlin,Second Stage of Tertiary Education,Divorced,0.16868,32,247,0.12189,0.21548
2007,Brandenburg,Upper Secondary Level,Married,0.44665,226,411,0.39853,0.49478
2007,Brandenburg,Upper Secondary Level,Single,0.29067,110,411,0.24672,0.33463
2007,Brandenburg,Upper Secondary Level,Divorced,0.09824,39,411,0.06943,0.12705
2007,Brandenburg,Upper Secondary Level,Widowed,0.11639,36,411,0.08535,0.14744
2007,Brandenburg,First Stage of Tertiary Education,Married,0.57775,48,48,0.43654,0.71895
2007,Brandenburg,Second Stage of Tertiary Education,Married,0.67728,181,212,0.61420,0.74037
2007,Brandenburg,Second Stage of Tertiary Education,Single,0.15262,31,212,0.10409,0.20114
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Married,0.50960,140,232,0.44513,0.57407
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Single,0.20419,55,232,0.15220,0.25617
2007,Mecklenburg-Western Pomerania,Upper Secondary Level,Divorced,0.16234,37,232,0.11479,0.20990
2007,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Married,0.73554,33,33,0.58273,0.88836
2007,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Married,0.72240,104,104,0.63592,0.80889
2007,Saxony,Lower Secondary Level,Single,0.51296,52,52,0.37578,0.65014
2007,Saxony,Upper Secondary Level,Married,0.47711,457,806,0.44260,0.51161
2007,Saxony,Upper Secondary Level,Single,0.30382,222,806,0.27205,0.33559
2007,Saxony,Upper Secondary Level,Divorced,0.10778,69,806,0.08636,0.12920
2007,Saxony,Upper Secondary Level,Widowed,0.09096,58,806,0.07109,0.11082
2007,Saxony,First Stage of Tertiary Education,Married,0.65345,87,87,0.55288,0.75403
2007,Saxony,Second Stage of Tertiary Education,Married,0.59156,250,354,0.54028,0.64283
2007,Saxony,Second Stage of Tertiary Education,Single,0.20254,63,354,0.16062,0.24447
2007,Saxony,Second Stage of Tertiary Education,Divorced,0.12306,41,354,0.08879,0.15733
2007,Saxony-Anhalt,Upper Secondary Level,Married,0.56135,250,426,0.51417,0.60852
2007,Saxony-Anhalt,Upper Secondary Level,Single,0.24598,112,426,0.20503,0.28692
2007,Saxony-Anhalt,Upper Secondary Level,Divorced,0.09286,32,426,0.06527,0.12046
2007,Saxony-Anhalt,Upper Secondary Level,Widowed,0.08154,32,426,0.05552,0.10755
2007,Saxony-Anhalt,First Stage of Tertiary Education,Married,0.74373,62,62,0.63417,0.85329
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Married,0.67000,162,194,0.60366,0.73634
2007,Saxony-Anhalt,Second Stage of Tertiary Education,Single,0.16385,32,194,0.11163,0.21607
2007,Thuringa,Lower Secondary Level,Single,0.55669,42,42,0.40463,0.70875
2007,Thuringa,Upper Secondary Level,Married,0.47806,305,545,0.43608,0.52004
2007,Thuringa,Upper Secondary Level,Single,0.28824,136,545,0.25018,0.32630
2007,Thuringa,Upper Secondary Level,Divorced,0.12444,59,545,0.09670,0.15218
2007,Thuringa,Upper Secondary Level,Widowed,0.09108,45,545,0.06690,0.11526
2007,Thuringa,First Stage of Tertiary Education,Married,0.61417,41,41,0.46331,0.76503
2007,Thuringa,Second Stage of Tertiary Education,Married,0.63916,130,130,0.55628,0.72203
2008,Schleswig-Holstein,Upper Secondary Level,Married,0.54240,176,236,0.47870,0.60610
2008,Schleswig-Holstein,Upper Secondary Level,Single,0.21908,60,236,0.16620,0.27197
2008,Schleswig-Holstein,First Stage of Tertiary Education,Married,0.83225,43,43,0.71925,0.94525
2008,Schleswig-Holstein,Second Stage of Tertiary Education,Married,0.58086,64,64,0.45902,0.70270
2008,Hamburg,Upper Secondary Level,Married,0.37347,59,59,0.24898,0.49797
2008,Hamburg,Second Stage of Tertiary Education,Married,0.31115,47,47,0.17736,0.44494
2008,Lower Saxony,Pre-primary Level,Single,0.99551,62,62,0.97874,1.01229
2008,Lower Saxony,Lower Secondary Level,Married,0.40483,95,189,0.33466,0.47499
2008,Lower Saxony,Lower Secondary Level,Single,0.28801,55,189,0.22328,0.35275
2008,Lower Saxony,Lower Secondary Level,Widowed,0.22222,39,189,0.16279,0.28165
2008,Lower Saxony,Upper Secondary Level,Married,0.59745,606,917,0.56569,0.62921
2008,Lower Saxony,Upper Secondary Level,Single,0.21966,169,917,0.19285,0.24647
2008,Lower Saxony,Upper Secondary Level,Divorced,0.08646,77,917,0.06826,0.10467
2008,Lower Saxony,Upper Secondary Level,Widowed,0.08050,65,917,0.06288,0.09812
2008,Lower Saxony,Post-secondary Non-tertiary Level,Married,0.49496,72,72,0.37866,0.61125
2008,Lower Saxony,First Stage of Tertiary Education,Married,0.66935,86,86,0.56934,0.76936
2008,Lower Saxony,Second Stage of Tertiary Education,Married,0.61303,222,262,0.55394,0.67212
2008,Lower Saxony,Second Stage of Tertiary Education,Single,0.19101,40,262,0.14332,0.23870
2008,Bremen,Upper Secondary Level,Married,0.55868,36,36,0.39418,0.72319
2008,North Rhine-Westphalia,Primary Level,Married,0.68601,41,41,0.54218,0.82984
2008,North Rhine-Westphalia,Lower Secondary Level,Married,0.48006,244,466,0.43465,0.52547
2008,North Rhine-Westphalia,Lower Secondary Level,Single,0.26163,123,466,0.22168,0.30158
2008,North Rhine-Westphalia,Lower Secondary Level,Divorced,0.06900,31,466,0.04596,0.09204
2008,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.16604,68,466,0.13221,0.19986
2008,North Rhine-Westphalia,Upper Secondary Level,Married,0.57816,1238,1904,0.55597,0.60035
2008,North Rhine-Westphalia,Upper Secondary Level,"Married, living apart",0.02117,41,1904,0.01470,0.02764
2008,North Rhine-Westphalia,Upper Secondary Level,Single,0.18915,307,1904,0.17155,0.20674
2008,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.10417,165,1904,0.09044,0.11789
2008,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.10736,153,1904,0.09345,0.12127
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.58523,189,269,0.52625,0.64422
2008,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Single,0.30224,80,269,0.24726,0.35722
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.63205,196,231,0.56973,0.69438
2008,North Rhine-Westphalia,First Stage of Tertiary Education,Single,0.16366,35,231,0.11585,0.21148
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.58734,536,761,0.55233,0.62234
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.27715,155,761,0.24533,0.30898
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Divorced,0.06611,39,761,0.04845,0.08378
2008,North Rhine-Westphalia,Second Stage of Tertiary Education,Widowed,0.04390,31,761,0.02934,0.05847
2008,Hesse,Lower Secondary Level,Married,0.43002,68,103,0.33395,0.52610
2008,Hesse,Lower Secondary Level,Single,0.23488,35,103,0.15261,0.31715
2008,Hesse,Upper Secondary Level,Married,0.59129,406,607,0.55215,0.63043
2008,Hesse,Upper Secondary Level,Single,0.22447,120,607,0.19125,0.25769
2008,Hesse,Upper Secondary Level,Divorced,0.07851,43,607,0.05710,0.09993
2008,Hesse,Upper Secondary Level,Widowed,0.06952,38,607,0.04927,0.08977
2008,Hesse,Post-secondary Non-tertiary Level,Married,0.55652,57,57,0.42640,0.68664
2008,Hesse,First Stage of Tertiary Education,Married,0.68702,59,59,0.56768,0.80636
2008,Hesse,Second Stage of Tertiary Education,Married,0.63899,230,283,0.58293,0.69505
2008,Hesse,Second Stage of Tertiary Education,Single,0.23353,53,283,0.18415,0.28291
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.33945,73,157,0.26515,0.41376
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.26950,40,157,0.19987,0.33913
2008,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.31850,44,157,0.24539,0.39162
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.53085,336,548,0.48903,0.57267
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.23010,109,548,0.19482,0.26537
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Divorced,0.11239,57,548,0.08592,0.13886
2008,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Widowed,0.10096,46,548,0.07571,0.12621
2008,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Married,0.57648,33,33,0.40527,0.74768
2008,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Married,0.59491,65,65,0.47464,0.71518
2008,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Married,0.59138,130,130,0.50655,0.67621
2008,Baden-Wuerttemberg,Lower Secondary Level,Married,0.42699,155,287,0.36966,0.48432
2008,Baden-Wuerttemberg,Lower Secondary Level,Single,0.26885,76,287,0.21746,0.32023
2008,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.21033,56,287,0.16310,0.25757
2008,Baden-Wuerttemberg,Upper Secondary Level,Married,0.54967,701,1114,0.52044,0.57890
2008,Baden-Wuerttemberg,Upper Secondary Level,Single,0.26701,267,1114,0.24101,0.29300
2008,Baden-Wuerttemberg,Upper Secondary Level,Divorced,0.07497,70,1114,0.05950,0.09044
2008,Baden-Wuerttemberg,Upper Secondary Level,Widowed,0.08385,76,1114,0.06757,0.10013
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.60640,77,114,0.51632,0.69648
2008,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Single,0.17644,37,114,0.10615,0.24673
2008,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.63573,123,123,0.55034,0.72112
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.61063,328,414,0.56360,0.65766
2008,Baden-Wuerttemberg,Second Stage of Tertiary Education,Single,0.26265,86,414,0.22021,0.30510
2008,Bavaria,Lower Secondary Level,Married,0.45895,158,288,0.40130,0.51660
2008,Bavaria,Lower Secondary Level,Single,0.29014,94,288,0.23763,0.34264
2008,Bavaria,Lower Secondary Level,Widowed,0.11327,36,288,0.07660,0.14993
2008,Bavaria,Upper Secondary Level,Married,0.55322,906,1449,0.52762,0.57883
2008,Bavaria,Upper Secondary Level,"Married, living apart",0.02235,32,1449,0.01473,0.02996
2008,Bavaria,Upper Secondary Level,Single,0.23636,302,1449,0.21448,0.25824
2008,Bavaria,Upper Secondary Level,Divorced,0.10437,122,1449,0.08862,0.12011
2008,Bavaria,Upper Secondary Level,Widowed,0.08370,87,1449,0.06944,0.09797
2008,Bavaria,Post-secondary Non-tertiary Level,Married,0.60299,83,114,0.51278,0.69321
2008,Bavaria,Post-secondary Non-tertiary Level,Single,0.24374,31,114,0.16457,0.32290
2008,Bavaria,First Stage of Tertiary Education,Married,0.66162,157,157,0.58737,0.73587
2008,Bavaria,Second Stage of Tertiary Education,Married,0.54810,378,532,0.50577,0.59043
2008,Bavaria,Second Stage of Tertiary Education,Single,0.27827,105,532,0.24015,0.31638
2008,Bavaria,Second Stage of Tertiary Education,Divorced,0.12080,49,532,0.09308,0.14852
2008,Berlin,Upper Secondary Level,Married,0.37451,123,253,0.31475,0.43427
2008,Berlin,Upper Secondary Level,Single,0.35393,92,253,0.29489,0.41297
2008,Berlin,Upper Secondary Level,Divorced,0.16343,38,253,0.11777,0.20908
2008,Berlin,First Stage of Tertiary Education,Married,0.52990,32,32,0.35420,0.70560
2008,Berlin,Second Stage of Tertiary Education,Married,0.44261,147,207,0.37478,0.51044
2008,Berlin,Second Stage of Tertiary Education,Single,0.31784,60,207,0.25425,0.38142
2008,Brandenburg,Upper Secondary Level,Married,0.44278,218,396,0.39380,0.49177
2008,Brandenburg,Upper Secondary Level,Single,0.31313,106,396,0.26739,0.35886
2008,Brandenburg,Upper Secondary Level,Divorced,0.11069,39,396,0.07975,0.14163
2008,Brandenburg,Upper Secondary Level,Widowed,0.10561,33,396,0.07530,0.13592
2008,Brandenburg,First Stage of Tertiary Education,Married,0.54245,44,44,0.39354,0.69136
2008,Brandenburg,Second Stage of Tertiary Education,Married,0.63499,168,202,0.56843,0.70155
2008,Brandenburg,Second Stage of Tertiary Education,Single,0.18651,34,202,0.13266,0.24036
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Married,0.51952,133,218,0.45304,0.58599
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Single,0.19097,46,218,0.13867,0.24327
2008,Mecklenburg-Western Pomerania,Upper Secondary Level,Divorced,0.17390,39,218,0.12347,0.22433
2008,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Married,0.73979,108,108,0.65666,0.82292
2008,Saxony,Lower Secondary Level,Single,0.51992,45,45,0.37230,0.66755
2008,Saxony,Upper Secondary Level,Married,0.50415,448,765,0.46869,0.53960
2008,Saxony,Upper Secondary Level,Single,0.28527,194,765,0.25325,0.31729
2008,Saxony,Upper Secondary Level,Divorced,0.11237,68,765,0.08997,0.13476
2008,Saxony,Upper Secondary Level,Widowed,0.08557,55,765,0.06574,0.10541
2008,Saxony,First Stage of Tertiary Education,Married,0.67695,85,85,0.57695,0.77696
2008,Saxony,Second Stage of Tertiary Education,Married,0.60540,243,337,0.55313,0.65766
2008,Saxony,Second Stage of Tertiary Education,Single,0.20767,58,337,0.16430,0.25104
2008,Saxony,Second Stage of Tertiary Education,Divorced,0.11678,36,337,0.08244,0.15112
2008,Saxony-Anhalt,Upper Secondary Level,Married,0.55318,235,384,0.50339,0.60297
2008,Saxony-Anhalt,Upper Secondary Level,Single,0.24441,118,384,0.20137,0.28744
2008,Saxony-Anhalt,Upper Secondary Level,Divorced,0.09115,31,384,0.06232,0.11997
2008,Saxony-Anhalt,First Stage of Tertiary Education,Married,0.77522,57,57,0.66588,0.88455
2008,Saxony-Anhalt,Second Stage of Tertiary Education,Married,0.64639,144,144,0.56803,0.72475
2008,Thuringa,Lower Secondary Level,Single,0.51032,37,37,0.34702,0.67362
2008,Thuringa,Upper Secondary Level,Married,0.46068,288,511,0.41742,0.50394
2008,Thuringa,Upper Secondary Level,Single,0.31257,125,511,0.27234,0.35280
2008,Thuringa,Upper Secondary Level,Divorced,0.12655,55,511,0.09769,0.15540
2008,Thuringa,Upper Secondary Level,Widowed,0.08608,43,511,0.06174,0.11042
2008,Thuringa,First Stage of Tertiary Education,Married,0.58903,39,39,0.43259,0.74547
2008,Thuringa,Second Stage of Tertiary Education,Married,0.54400,121,121,0.45489,0.63312
2009,Schleswig-Holstein,Upper Secondary Level,Married,0.51137,163,223,0.44561,0.57712
2009,Schleswig-Holstein,Upper Secondary Level,Single,0.24851,60,223,0.19166,0.30536
2009,Schleswig-Holstein,First Stage of Tertiary Education,Married,0.84913,38,38,0.73380,0.96446
2009,Schleswig-Holstein,Second Stage of Tertiary Education,Married,0.69928,61,61,0.58325,0.81532
2009,Hamburg,Upper Secondary Level,Married,0.33325,52,86,0.23304,0.43346
2009,Hamburg,Upper Secondary Level,Single,0.32875,34,86,0.22888,0.42862
2009,Hamburg,Second Stage of Tertiary Education,Married,0.40135,47,47,0.25969,0.54300
2009,Lower Saxony,Lower Secondary Level,Married,0.45374,90,168,0.37823,0.52925
2009,Lower Saxony,Lower Secondary Level,Single,0.19940,40,168,0.13880,0.26000
2009,Lower Saxony,Lower Secondary Level,Widowed,0.25091,38,168,0.18516,0.31667
2009,Lower Saxony,Upper Secondary Level,Married,0.60782,570,853,0.57503,0.64060
2009,Lower Saxony,Upper Secondary Level,Single,0.20836,149,853,0.18109,0.23563
2009,Lower Saxony,Upper Secondary Level,Divorced,0.08251,71,853,0.06404,0.10099
2009,Lower Saxony,Upper Secondary Level,Widowed,0.08034,63,853,0.06209,0.09859
2009,Lower Saxony,Post-secondary Non-tertiary Level,Married,0.49663,67,67,0.37601,0.61726
2009,Lower Saxony,First Stage of Tertiary Education,Married,0.62304,78,78,0.51479,0.73128
2009,Lower Saxony,Second Stage of Tertiary Education,Married,0.57897,215,261,0.51895,0.63898
2009,Lower Saxony,Second Stage of Tertiary Education,Single,0.23131,46,261,0.18006,0.28257
2009,North Rhine-Westphalia,Primary Level,Married,0.73783,38,38,0.59611,0.87955
2009,North Rhine-Westphalia,Lower Secondary Level,Married,0.46685,208,404,0.41814,0.51556
2009,North Rhine-Westphalia,Lower Secondary Level,Single,0.24799,99,404,0.20583,0.29015
2009,North Rhine-Westphalia,Lower Secondary Level,Divorced,0.09137,33,404,0.06324,0.11950
2009,North Rhine-Westphalia,Lower Secondary Level,Widowed,0.17197,64,404,0.13513,0.20882
2009,North Rhine-Westphalia,Upper Secondary Level,Married,0.57697,1128,1756,0.55386,0.60008
2009,North Rhine-Westphalia,Upper Secondary Level,"Married, living apart",0.02057,40,1756,0.01393,0.02721
2009,North Rhine-Westphalia,Upper Secondary Level,Single,0.19231,279,1756,0.17387,0.21074
2009,North Rhine-Westphalia,Upper Secondary Level,Divorced,0.10009,159,1756,0.08605,0.11413
2009,North Rhine-Westphalia,Upper Secondary Level,Widowed,0.11006,150,1756,0.09542,0.12471
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Married,0.57878,176,243,0.51657,0.64099
2009,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Single,0.30100,67,243,0.24321,0.35879
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Married,0.65070,184,216,0.58697,0.71442
2009,North Rhine-Westphalia,First Stage of Tertiary Education,Single,0.14839,32,216,0.10087,0.19591
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Married,0.58533,498,695,0.54867,0.62198
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Single,0.27597,157,695,0.24271,0.30922
2009,North Rhine-Westphalia,Second Stage of Tertiary Education,Divorced,0.06729,40,695,0.04865,0.08593
2009,Hesse,Lower Secondary Level,Married,0.42961,56,88,0.32559,0.53363
2009,Hesse,Lower Secondary Level,Single,0.25530,32,88,0.16368,0.34693
2009,Hesse,Upper Secondary Level,Married,0.55027,355,553,0.50877,0.59177
2009,Hesse,Upper Secondary Level,Single,0.25921,121,553,0.22265,0.29576
2009,Hesse,Upper Secondary Level,Divorced,0.06875,41,553,0.04764,0.08985
2009,Hesse,Upper Secondary Level,Widowed,0.06907,36,553,0.04792,0.09023
2009,Hesse,Post-secondary Non-tertiary Level,Married,0.59570,53,53,0.46231,0.72909
2009,Hesse,First Stage of Tertiary Education,Married,0.69759,54,54,0.57393,0.82125
2009,Hesse,Second Stage of Tertiary Education,Married,0.60345,214,272,0.54521,0.66169
2009,Hesse,Second Stage of Tertiary Education,Single,0.28915,58,272,0.23517,0.34313
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Married,0.29396,67,155,0.22201,0.36592
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Single,0.37170,50,155,0.29538,0.44803
2009,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Widowed,0.27416,38,155,0.20370,0.34461
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Married,0.54164,312,506,0.49819,0.58510
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Single,0.21870,94,506,0.18265,0.25475
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Divorced,0.11220,57,506,0.08468,0.13973
2009,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Widowed,0.09872,43,506,0.07270,0.12473
2009,"Rhineland-Palatinate, Saarland",Post-secondary Non-tertiary Level,Married,0.62230,32,32,0.45164,0.79297
2009,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Married,0.57615,57,57,0.44671,0.70558
2009,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Married,0.58897,121,121,0.50093,0.67700
2009,Baden-Wuerttemberg,Lower Secondary Level,Married,0.36167,119,259,0.30304,0.42030
2009,Baden-Wuerttemberg,Lower Secondary Level,Single,0.32743,82,259,0.27017,0.38470
2009,Baden-Wuerttemberg,Lower Secondary Level,Widowed,0.22267,58,259,0.17190,0.27344
2009,Baden-Wuerttemberg,Upper Secondary Level,Married,0.52255,605,982,0.49129,0.55381
2009,Baden-Wuerttemberg,Upper Secondary Level,Single,0.28375,245,982,0.25554,0.31196
2009,Baden-Wuerttemberg,Upper Secondary Level,Divorced,0.08510,66,982,0.06764,0.10256
2009,Baden-Wuerttemberg,Upper Secondary Level,Widowed,0.08811,66,982,0.07037,0.10585
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Married,0.61101,70,101,0.51545,0.70656
2009,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Single,0.20673,31,101,0.12736,0.28610
2009,Baden-Wuerttemberg,First Stage of Tertiary Education,Married,0.59900,108,108,0.50613,0.69186
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Married,0.58762,308,399,0.53926,0.63599
2009,Baden-Wuerttemberg,Second Stage of Tertiary Education,Single,0.27993,91,399,0.23582,0.32403
2009,Bavaria,Lower Secondary Level,Married,0.45440,137,255,0.39316,0.51563
2009,Bavaria,Lower Secondary Level,Single,0.28341,84,255,0.22799,0.33883
2009,Bavaria,Lower Secondary Level,Widowed,0.11642,34,255,0.07698,0.15586
2009,Bavaria,Upper Secondary Level,Married,0.54894,843,1365,0.52253,0.57534
2009,Bavaria,Upper Secondary Level,"Married, living apart",0.02385,34,1365,0.01575,0.03195
2009,Bavaria,Upper Secondary Level,Single,0.23559,282,1365,0.21307,0.25811
2009,Bavaria,Upper Secondary Level,Divorced,0.10553,117,1365,0.08923,0.12184
2009,Bavaria,Upper Secondary Level,Widowed,0.08609,89,1365,0.07121,0.10098
2009,Bavaria,Post-secondary Non-tertiary Level,Married,0.58151,81,113,0.49015,0.67288
2009,Bavaria,Post-secondary Non-tertiary Level,Single,0.28525,32,113,0.20162,0.36887
2009,Bavaria,First Stage of Tertiary Education,Married,0.68132,154,154,0.60748,0.75515
2009,Bavaria,Second Stage of Tertiary Education,Married,0.53618,353,507,0.49273,0.57963
2009,Bavaria,Second Stage of Tertiary Education,Single,0.30703,110,507,0.26684,0.34722
2009,Bavaria,Second Stage of Tertiary Education,Divorced,0.10516,44,507,0.07843,0.13189
2009,Berlin,Upper Secondary Level,Married,0.38277,114,235,0.32049,0.44505
2009,Berlin,Upper Secondary Level,Single,0.33368,84,235,0.27326,0.39409
2009,Berlin,Upper Secondary Level,Divorced,0.17084,37,235,0.12261,0.21906
2009,Berlin,First Stage of Tertiary Education,Married,0.57364,35,35,0.40740,0.73987
2009,Berlin,Second Stage of Tertiary Education,Married,0.43783,134,195,0.36801,0.50764
2009,Berlin,Second Stage of Tertiary Education,Single,0.33773,61,195,0.27118,0.40428
2009,Brandenburg,Upper Secondary Level,Married,0.45571,209,374,0.40517,0.50626
2009,Brandenburg,Upper Secondary Level,Single,0.27249,94,374,0.22731,0.31768
2009,Brandenburg,Upper Secondary Level,Divorced,0.12438,39,374,0.09088,0.15787
2009,Brandenburg,Upper Secondary Level,Widowed,0.10580,32,374,0.07459,0.13702
2009,Brandenburg,First Stage of Tertiary Education,Married,0.46556,39,39,0.30696,0.62416
2009,Brandenburg,Second Stage of Tertiary Education,Married,0.65760,168,199,0.59150,0.72369
2009,Brandenburg,Second Stage of Tertiary Education,Single,0.16020,31,199,0.10911,0.21129
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Married,0.51590,128,214,0.44878,0.58301
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Single,0.21625,50,214,0.16096,0.27153
2009,Mecklenburg-Western Pomerania,Upper Secondary Level,Divorced,0.16070,36,214,0.11138,0.21002
2009,Mecklenburg-Western Pomerania,First Stage of Tertiary Education,Married,0.74793,32,32,0.59508,0.90078
2009,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Married,0.67278,103,103,0.58173,0.76384
2009,Saxony,Lower Secondary Level,Single,0.51711,35,35,0.34914,0.68508
2009,Saxony,Upper Secondary Level,Married,0.51609,432,741,0.48008,0.55210
2009,Saxony,Upper Secondary Level,Single,0.28195,196,741,0.24954,0.31437
2009,Saxony,Upper Secondary Level,Divorced,0.09756,61,741,0.07618,0.11893
2009,Saxony,Upper Secondary Level,Widowed,0.08765,52,741,0.06727,0.10802
2009,Saxony,First Stage of Tertiary Education,Married,0.69775,86,86,0.60012,0.79538
2009,Saxony,Second Stage of Tertiary Education,Married,0.61127,223,319,0.55769,0.66485
2009,Saxony,Second Stage of Tertiary Education,Single,0.19957,61,319,0.15564,0.24350
2009,Saxony,Second Stage of Tertiary Education,Divorced,0.11030,35,319,0.07587,0.14473
