"plb0219","year","migback","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2019","kein Migrationshintergrund","Ostdeutschland","200","0.0623064304246927","0.0537548467177331","0.0708580141316522"
"Ja, jede Woche","2019","direkter Migrationshintergrund","Westdeutschland","161","0.0761947034953827","0.0654679876658308","0.0869214193249345"
"Ja, jede Woche","2019","direkter Migrationshintergrund","Ostdeutschland","10","","",""
"Ja, jede Woche","2019","indirekter Migrationshintergrund","Westdeutschland","94","0.0672854438161097","0.0531817874121278","0.0813891002200917"
"Ja, jede Woche","2019","indirekter Migrationshintergrund","Ostdeutschland","16","","",""
"Ja, jede Woche","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, jede Woche","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","Westdeutschland","843","0.0856528345744701","0.0800834008177781","0.0912222683311621"
"Ja, alle 2 Wochen","2019","kein Migrationshintergrund","Ostdeutschland","331","0.111360394243764","0.100230837722041","0.122489950765488"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","Westdeutschland","261","0.11300094514318","0.100200744525778","0.125801145760582"
"Ja, alle 2 Wochen","2019","direkter Migrationshintergrund","Ostdeutschland","27","","",""
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","Westdeutschland","142","0.126536325698581","0.107819731905414","0.145252919491748"
"Ja, alle 2 Wochen","2019","indirekter Migrationshintergrund","Ostdeutschland","13","","",""
"Ja, alle 2 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","Westdeutschland","640","0.0592837010356095","0.0545838769785445","0.0639835250926744"
"Ja, alle 3-4 Wochen","2019","kein Migrationshintergrund","Ostdeutschland","192","0.0576411549278547","0.0493955193025457","0.0658867905531638"
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","Westdeutschland","111","0.0494169385181074","0.0406540534876833","0.0581798235485314"
"Ja, alle 3-4 Wochen","2019","direkter Migrationshintergrund","Ostdeutschland","6","","",""
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","Westdeutschland","69","0.0444467815644838","0.0328444738311008","0.0560490892978668"
"Ja, alle 3-4 Wochen","2019","indirekter Migrationshintergrund","Ostdeutschland","3","","",""
"Ja, alle 3-4 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
"Seltener","2019","kein Migrationshintergrund","Westdeutschland","1653","0.166432182324208","0.159019528225873","0.173844836422542"
"Seltener","2019","kein Migrationshintergrund","Ostdeutschland","479","0.157535224330121","0.144646368659868","0.170424080000374"
"Seltener","2019","direkter Migrationshintergrund","Westdeutschland","277","0.111040713004054","0.0983380078855259","0.123743418122583"
"Seltener","2019","direkter Migrationshintergrund","Ostdeutschland","23","","",""
"Seltener","2019","indirekter Migrationshintergrund","Westdeutschland","166","0.125251746607574","0.10661671136338","0.143886781851768"
"Seltener","2019","indirekter Migrationshintergrund","Ostdeutschland","24","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Westdeutschland","","","",""
"Seltener","2019","Migrationshintergrund - n. w. differenzierbar","Ostdeutschland","","","",""
