"plb0219","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, alle 3-4 Wochen","2017","Hauptschule","Ostdeutschland","22","","",""
"Ja, alle 3-4 Wochen","2017","Realschule","Westdeutschland","180","","",""
"Ja, alle 3-4 Wochen","2017","Realschule","Ostdeutschland","95","0.0644285159985453","0.0519160890137225","0.0769409429833682"
"Ja, alle 3-4 Wochen","2017","(Fach-)Abitur","Westdeutschland","149","","",""
"Ja, alle 3-4 Wochen","2017","(Fach-)Abitur","Ostdeutschland","23","","",""
"Ja, alle 3-4 Wochen","2017","AkademikerIn","Westdeutschland","292","","",""
"Ja, alle 3-4 Wochen","2017","AkademikerIn","Ostdeutschland","70","0.0648478416749492","0.0487949683332624","0.080900715016636"
"Seltener","2017","(noch) kein Abschluss","Westdeutschland","21","","",""
"Seltener","2017","(noch) kein Abschluss","Ostdeutschland","3","","",""
"Seltener","2017","Hauptschule","Westdeutschland","354","0.133227994068903","0.121282945697342","0.145173042440465"
"Seltener","2017","Hauptschule","Ostdeutschland","38","0.110881373318196","0.0774080453028081","0.144354701333583"
"Seltener","2017","Realschule","Westdeutschland","439","0.149024660422332","0.136889293881536","0.161160026963128"
"Seltener","2017","Realschule","Ostdeutschland","203","","",""
"Seltener","2017","(Fach-)Abitur","Westdeutschland","319","0.137219846108197","0.123748341779374","0.15069135043702"
"Seltener","2017","(Fach-)Abitur","Ostdeutschland","55","0.169131633782249","0.132801669471623","0.205461598092876"
"Seltener","2017","AkademikerIn","Westdeutschland","678","0.196531100993977","0.183690558395302","0.209371643592652"
"Seltener","2017","AkademikerIn","Ostdeutschland","155","","",""
"Nein, nie","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Nein, nie","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Nein, nie","2018","Hauptschule","Westdeutschland","","","",""
"Nein, nie","2018","Hauptschule","Ostdeutschland","","","",""
"Nein, nie","2018","Realschule","Westdeutschland","","","",""
"Nein, nie","2018","Realschule","Ostdeutschland","","","",""
"Nein, nie","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Nein, nie","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Nein, nie","2018","AkademikerIn","Westdeutschland","","","",""
"Nein, nie","2018","AkademikerIn","Ostdeutschland","","","",""
"Ja, jede Woche","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, jede Woche","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Hauptschule","Westdeutschland","","","",""
"Ja, jede Woche","2018","Hauptschule","Ostdeutschland","","","",""
"Ja, jede Woche","2018","Realschule","Westdeutschland","","","",""
"Ja, jede Woche","2018","Realschule","Ostdeutschland","","","",""
"Ja, jede Woche","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, jede Woche","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, jede Woche","2018","AkademikerIn","Westdeutschland","","","",""
"Ja, jede Woche","2018","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Hauptschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Realschule","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","Realschule","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 2 Wochen","2018","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 2 Wochen","2018","AkademikerIn","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Hauptschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Hauptschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Realschule","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","Realschule","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","AkademikerIn","Westdeutschland","","","",""
"Ja, alle 3-4 Wochen","2018","AkademikerIn","Ostdeutschland","","","",""
"Seltener","2018","(noch) kein Abschluss","Westdeutschland","","","",""
"Seltener","2018","(noch) kein Abschluss","Ostdeutschland","","","",""
"Seltener","2018","Hauptschule","Westdeutschland","","","",""
"Seltener","2018","Hauptschule","Ostdeutschland","","","",""
"Seltener","2018","Realschule","Westdeutschland","","","",""
"Seltener","2018","Realschule","Ostdeutschland","","","",""
"Seltener","2018","(Fach-)Abitur","Westdeutschland","","","",""
"Seltener","2018","(Fach-)Abitur","Ostdeutschland","","","",""
"Seltener","2018","AkademikerIn","Westdeutschland","","","",""
"Seltener","2018","AkademikerIn","Ostdeutschland","","","",""
"Nein, nie","2019","(noch) kein Abschluss","Westdeutschland","151","","",""
"Nein, nie","2019","(noch) kein Abschluss","Ostdeutschland","14","","",""
"Nein, nie","2019","Hauptschule","Westdeutschland","1821","","",""
"Nein, nie","2019","Hauptschule","Ostdeutschland","183","","",""
"Nein, nie","2019","Realschule","Westdeutschland","2165","","",""
"Nein, nie","2019","Realschule","Ostdeutschland","918","0.622714952258596","0.597583856758183","0.647846047759008"
"Nein, nie","2019","(Fach-)Abitur","Westdeutschland","1635","","",""
"Nein, nie","2019","(Fach-)Abitur","Ostdeutschland","280","","",""
"Nein, nie","2019","AkademikerIn","Westdeutschland","2080","","",""
"Nein, nie","2019","AkademikerIn","Ostdeutschland","589","0.600272453096067","0.570867144958541","0.629677761233594"
"Ja, jede Woche","2019","(noch) kein Abschluss","Westdeutschland","22","","",""
"Ja, jede Woche","2019","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Ja, jede Woche","2019","Hauptschule","Westdeutschland","150","","",""
"Ja, jede Woche","2019","Hauptschule","Ostdeutschland","32","0.108902068739179","0.0737682462949864","0.144035891183372"
"Ja, jede Woche","2019","Realschule","Westdeutschland","173","","",""
"Ja, jede Woche","2019","Realschule","Ostdeutschland","72","0.0528388126645163","0.0412398153390099","0.0644378099900228"
"Ja, jede Woche","2019","(Fach-)Abitur","Westdeutschland","184","","",""
"Ja, jede Woche","2019","(Fach-)Abitur","Ostdeutschland","31","0.0541309394710603","0.0330837118352207","0.0751781671069"
"Ja, jede Woche","2019","AkademikerIn","Westdeutschland","414","0.0940214972280225","0.0850384188383861","0.103004575617659"
"Ja, jede Woche","2019","AkademikerIn","Ostdeutschland","78","0.0749339093144079","0.059128888768931","0.0907389298598848"
"Ja, alle 2 Wochen","2019","(noch) kein Abschluss","Westdeutschland","34","0.105567759181758","0.0663636613893645","0.144771856974152"
"Ja, alle 2 Wochen","2019","(noch) kein Abschluss","Ostdeutschland","4","0.141746947995357","0.00502361929558606","0.278470276695127"
"Ja, alle 2 Wochen","2019","Hauptschule","Westdeutschland","250","","",""
"Ja, alle 2 Wochen","2019","Hauptschule","Ostdeutschland","39","0.188351464738498","0.144254050415439","0.232448879061557"
"Ja, alle 2 Wochen","2019","Realschule","Westdeutschland","314","0.0904968156503937","0.080665161796199","0.100328469504588"
"Ja, alle 2 Wochen","2019","Realschule","Ostdeutschland","166","","",""
"Ja, alle 2 Wochen","2019","(Fach-)Abitur","Westdeutschland","269","","",""
"Ja, alle 2 Wochen","2019","(Fach-)Abitur","Ostdeutschland","45","0.0844572318430001","0.0585921208924495","0.110322342793551"
"Ja, alle 2 Wochen","2019","AkademikerIn","Westdeutschland","334","0.0788195342508221","0.0705259558626683","0.0871131126389758"
"Ja, alle 2 Wochen","2019","AkademikerIn","Ostdeutschland","106","","",""
"Ja, alle 3-4 Wochen","2019","(noch) kein Abschluss","Westdeutschland","11","","",""
"Ja, alle 3-4 Wochen","2019","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Ja, alle 3-4 Wochen","2019","Hauptschule","Westdeutschland","124","","",""
"Ja, alle 3-4 Wochen","2019","Hauptschule","Ostdeutschland","12","","",""
"Ja, alle 3-4 Wochen","2019","Realschule","Westdeutschland","190","","",""
"Ja, alle 3-4 Wochen","2019","Realschule","Ostdeutschland","78","0.0484126614777673","0.0372841831767274","0.0595411397788072"
"Ja, alle 3-4 Wochen","2019","(Fach-)Abitur","Westdeutschland","159","","",""
"Ja, alle 3-4 Wochen","2019","(Fach-)Abitur","Ostdeutschland","28","","",""
"Ja, alle 3-4 Wochen","2019","AkademikerIn","Westdeutschland","314","0.0632313197987062","0.0557404031243489","0.0707222364730634"
"Ja, alle 3-4 Wochen","2019","AkademikerIn","Ostdeutschland","77","0.0795107751439914","0.0632705578089761","0.0957509924790068"
"Seltener","2019","(noch) kein Abschluss","Westdeutschland","18","","",""
"Seltener","2019","(noch) kein Abschluss","Ostdeutschland","4","0.178781907889166","0.0285821872850824","0.328981628493249"
"Seltener","2019","Hauptschule","Westdeutschland","326","0.119836762494786","0.107520248820343","0.132153276169229"
"Seltener","2019","Hauptschule","Ostdeutschland","36","0.13905901493568","0.100035095597689","0.178082934273671"
"Seltener","2019","Realschule","Westdeutschland","429","0.129507860175909","0.118001490847138","0.14101422950468"
"Seltener","2019","Realschule","Ostdeutschland","195","","",""
"Seltener","2019","(Fach-)Abitur","Westdeutschland","357","0.129735496976267","0.116829764873972","0.142641229078561"
"Seltener","2019","(Fach-)Abitur","Ostdeutschland","60","0.143672148215275","0.111046215705487","0.176298080725064"
"Seltener","2019","AkademikerIn","Westdeutschland","913","0.229603050173545","0.216658148211646","0.242547952135444"
"Seltener","2019","AkademikerIn","Ostdeutschland","216","","",""
