"plb0219","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja, jede Woche","2013","30-45","indirekter Migrationshintergrund","35","0.0766106500237146","0.0514128160103196","0.10180848403711"
"Ja, jede Woche","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2013","46-65","kein Migrationshintergrund","396","0.064250794165181","0.0579733737714141","0.0705282145589479"
"Ja, jede Woche","2013","46-65","direkter Migrationshintergrund","46","0.0897975539217394","0.0662448307332115","0.113350277110267"
"Ja, jede Woche","2013","46-65","indirekter Migrationshintergrund","8","","",""
"Ja, jede Woche","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2013","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2013","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2013","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2013","17-29","kein Migrationshintergrund","175","0.109210214882072","0.0941742636249877","0.124246166139156"
"Ja, alle 2 Wochen","2013","17-29","direkter Migrationshintergrund","18","","",""
"Ja, alle 2 Wochen","2013","17-29","indirekter Migrationshintergrund","21","","",""
"Ja, alle 2 Wochen","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2013","30-45","kein Migrationshintergrund","515","0.102272154210744","0.0940062543234238","0.110538054098064"
"Ja, alle 2 Wochen","2013","30-45","direkter Migrationshintergrund","99","0.113832339687467","0.0921465488416303","0.135518130533303"
"Ja, alle 2 Wochen","2013","30-45","indirekter Migrationshintergrund","54","0.105845600980168","0.0767002780383482","0.134990923921988"
"Ja, alle 2 Wochen","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2013","46-65","kein Migrationshintergrund","524","0.0891228281069459","0.0818284777524308","0.096417178461461"
"Ja, alle 2 Wochen","2013","46-65","direkter Migrationshintergrund","61","0.11307840674316","0.0869885118173372","0.139168301668983"
"Ja, alle 2 Wochen","2013","46-65","indirekter Migrationshintergrund","16","","",""
"Ja, alle 2 Wochen","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2013","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2013","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2013","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2013","17-29","kein Migrationshintergrund","86","0.0487719459389426","0.0383885591715068","0.0591553327063784"
"Ja, alle 3-4 Wochen","2013","17-29","direkter Migrationshintergrund","7","","",""
"Ja, alle 3-4 Wochen","2013","17-29","indirekter Migrationshintergrund","7","","",""
"Ja, alle 3-4 Wochen","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2013","30-45","kein Migrationshintergrund","296","0.0678437038647464","0.0609834808448489","0.0747039268846439"
"Ja, alle 3-4 Wochen","2013","30-45","direkter Migrationshintergrund","40","0.0361210033396943","0.0233808209258416","0.0488611857535471"
"Ja, alle 3-4 Wochen","2013","30-45","indirekter Migrationshintergrund","28","","",""
"Ja, alle 3-4 Wochen","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2013","46-65","kein Migrationshintergrund","293","0.0502047753142681","0.0446142871148398","0.0557952635136964"
"Ja, alle 3-4 Wochen","2013","46-65","direkter Migrationshintergrund","30","0.0686528127520378","0.0478211063192635","0.089484519184812"
"Ja, alle 3-4 Wochen","2013","46-65","indirekter Migrationshintergrund","5","","",""
"Ja, alle 3-4 Wochen","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2013","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2013","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2013","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","17-29","kein Migrationshintergrund","181","0.12880658662745","0.112657870820544","0.144955302434356"
"Seltener","2013","17-29","direkter Migrationshintergrund","10","","",""
"Seltener","2013","17-29","indirekter Migrationshintergrund","18","","",""
"Seltener","2013","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","30-45","kein Migrationshintergrund","959","0.216297937201169","0.205066359273938","0.2275295151284"
"Seltener","2013","30-45","direkter Migrationshintergrund","123","0.159738263196673","0.134723507950182","0.184753018443164"
"Seltener","2013","30-45","indirekter Migrationshintergrund","68","0.157606931399606","0.12308689415746","0.192126968641751"
"Seltener","2013","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","46-65","kein Migrationshintergrund","1181","0.212782292526876","0.202304316525873","0.223260268527879"
"Seltener","2013","46-65","direkter Migrationshintergrund","62","0.110515387210738","0.0846856213129668","0.13634515310851"
"Seltener","2013","46-65","indirekter Migrationshintergrund","21","","",""
"Seltener","2013","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2013","66","kein Migrationshintergrund","","","",""
"Seltener","2013","66","direkter Migrationshintergrund","","","",""
"Seltener","2013","66","indirekter Migrationshintergrund","","","",""
"Seltener","2013","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2014","17-29","kein Migrationshintergrund","","","",""
"Nein, nie","2014","17-29","direkter Migrationshintergrund","","","",""
"Nein, nie","2014","17-29","indirekter Migrationshintergrund","","","",""
"Nein, nie","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2014","30-45","kein Migrationshintergrund","","","",""
"Nein, nie","2014","30-45","direkter Migrationshintergrund","","","",""
"Nein, nie","2014","30-45","indirekter Migrationshintergrund","","","",""
"Nein, nie","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2014","46-65","kein Migrationshintergrund","","","",""
"Nein, nie","2014","46-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2014","46-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2014","66","kein Migrationshintergrund","","","",""
"Nein, nie","2014","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2014","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2014","17-29","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2014","17-29","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","17-29","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2014","30-45","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2014","30-45","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","30-45","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2014","46-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2014","46-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","46-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2014","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2014","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2014","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2014","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2014","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2014","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2014","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","17-29","kein Migrationshintergrund","","","",""
"Seltener","2014","17-29","direkter Migrationshintergrund","","","",""
"Seltener","2014","17-29","indirekter Migrationshintergrund","","","",""
"Seltener","2014","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","30-45","kein Migrationshintergrund","","","",""
"Seltener","2014","30-45","direkter Migrationshintergrund","","","",""
"Seltener","2014","30-45","indirekter Migrationshintergrund","","","",""
"Seltener","2014","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","46-65","kein Migrationshintergrund","","","",""
"Seltener","2014","46-65","direkter Migrationshintergrund","","","",""
"Seltener","2014","46-65","indirekter Migrationshintergrund","","","",""
"Seltener","2014","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2014","66","kein Migrationshintergrund","","","",""
"Seltener","2014","66","direkter Migrationshintergrund","","","",""
"Seltener","2014","66","indirekter Migrationshintergrund","","","",""
"Seltener","2014","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2015","17-29","kein Migrationshintergrund","1019","0.640012644905581","0.616124628293541","0.663900661517621"
"Nein, nie","2015","17-29","direkter Migrationshintergrund","230","0.601581716699219","0.549543119983013","0.653620313415424"
"Nein, nie","2015","17-29","indirekter Migrationshintergrund","285","0.60057369190481","0.553508166542586","0.647639217267035"
"Nein, nie","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2015","30-45","kein Migrationshintergrund","2334","0.56405606245948","0.548589956504967","0.579522168413994"
"Nein, nie","2015","30-45","direkter Migrationshintergrund","880","0.600164984623265","0.574338231645507","0.625991737601024"
"Nein, nie","2015","30-45","indirekter Migrationshintergrund","297","0.593462503108837","0.55058003540354","0.636344970814133"
"Nein, nie","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2015","46-65","kein Migrationshintergrund","3237","0.591321638510123","0.578325107823428","0.604318169196819"
"Nein, nie","2015","46-65","direkter Migrationshintergrund","612","0.610068236800736","0.579231393706883","0.640905079894588"
"Nein, nie","2015","46-65","indirekter Migrationshintergrund","94","0.608255988348771","0.53140904074768","0.685102935949861"
"Nein, nie","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2015","66","kein Migrationshintergrund","","","",""
"Nein, nie","2015","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2015","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2015","17-29","kein Migrationshintergrund","96","0.052215282963992","0.0411440532793","0.063286512648684"
"Ja, jede Woche","2015","17-29","direkter Migrationshintergrund","27","","",""
"Ja, jede Woche","2015","17-29","indirekter Migrationshintergrund","31","0.0907719811931747","0.0631653293536191","0.11837863303273"
"Ja, jede Woche","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2015","30-45","kein Migrationshintergrund","252","0.059093228802528","0.0517388383862851","0.066447619218771"
"Ja, jede Woche","2015","30-45","direkter Migrationshintergrund","96","0.0790770816486415","0.0648495019636115","0.0933046613336714"
"Ja, jede Woche","2015","30-45","indirekter Migrationshintergrund","33","0.0625016618144434","0.0413685301691021","0.0836347934597847"
"Ja, jede Woche","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2015","46-65","kein Migrationshintergrund","365","0.0618144666252033","0.0554477699711972","0.0681811632792093"
"Ja, jede Woche","2015","46-65","direkter Migrationshintergrund","77","0.0854445383314082","0.0677705902533929","0.103118486409424"
"Ja, jede Woche","2015","46-65","indirekter Migrationshintergrund","13","","",""
"Ja, jede Woche","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2015","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2015","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2015","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2015","17-29","kein Migrationshintergrund","187","0.120423974495191","0.104226945408311","0.136621003582071"
"Ja, alle 2 Wochen","2015","17-29","direkter Migrationshintergrund","33","0.120089055313211","0.0855365369423523","0.15464157368407"
"Ja, alle 2 Wochen","2015","17-29","indirekter Migrationshintergrund","46","0.158954509836407","0.123818891897164","0.19409012777565"
"Ja, alle 2 Wochen","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2015","30-45","kein Migrationshintergrund","373","0.0978436315928093","0.0885772172486291","0.107110045936989"
"Ja, alle 2 Wochen","2015","30-45","direkter Migrationshintergrund","141","0.0988635681724595","0.0831270921637837","0.114600044181135"
"Ja, alle 2 Wochen","2015","30-45","indirekter Migrationshintergrund","68","0.120814641522884","0.0923613291953783","0.14926795385039"
"Ja, alle 2 Wochen","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2015","46-65","kein Migrationshintergrund","513","0.0920386000863771","0.0843959597152472","0.0996812404575071"
"Ja, alle 2 Wochen","2015","46-65","direkter Migrationshintergrund","122","0.133814461991085","0.112289450719501","0.155339473262669"
"Ja, alle 2 Wochen","2015","46-65","indirekter Migrationshintergrund","14","","",""
"Ja, alle 2 Wochen","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2015","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2015","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2015","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2015","17-29","kein Migrationshintergrund","64","0.0447923515124306","0.03449814161803","0.0550865614068313"
"Ja, alle 3-4 Wochen","2015","17-29","direkter Migrationshintergrund","22","","",""
"Ja, alle 3-4 Wochen","2015","17-29","indirekter Migrationshintergrund","12","","",""
"Ja, alle 3-4 Wochen","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2015","30-45","kein Migrationshintergrund","237","0.0705694394128281","0.062581747013872","0.0785571318117843"
"Ja, alle 3-4 Wochen","2015","30-45","direkter Migrationshintergrund","86","0.0772875345456341","0.0632082044842364","0.0913668646070318"
"Ja, alle 3-4 Wochen","2015","30-45","indirekter Migrationshintergrund","30","0.0628296676770108","0.0416448627148588","0.0840144726391628"
"Ja, alle 3-4 Wochen","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2015","46-65","kein Migrationshintergrund","291","0.0534475089133812","0.0475010172471781","0.0593940005795843"
"Ja, alle 3-4 Wochen","2015","46-65","direkter Migrationshintergrund","44","0.0584285563950915","0.0435990869135593","0.0732580258766236"
"Ja, alle 3-4 Wochen","2015","46-65","indirekter Migrationshintergrund","6","","",""
"Ja, alle 3-4 Wochen","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2015","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2015","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2015","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","17-29","kein Migrationshintergrund","185","0.142555746122805","0.125156216690717","0.159955275554893"
"Seltener","2015","17-29","direkter Migrationshintergrund","28","","",""
"Seltener","2015","17-29","indirekter Migrationshintergrund","42","0.118914161637723","0.0878093679316397","0.150018955343807"
"Seltener","2015","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","30-45","kein Migrationshintergrund","753","0.208437637732354","0.195768846970301","0.221106428494407"
"Seltener","2015","30-45","direkter Migrationshintergrund","179","0.144606831009999","0.126064199715223","0.163149462304776"
"Seltener","2015","30-45","indirekter Migrationshintergrund","76","0.160391525876825","0.128353780981004","0.192429270772646"
"Seltener","2015","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","46-65","kein Migrationshintergrund","1090","0.201377785864915","0.190775458667039","0.211980113062792"
"Seltener","2015","46-65","direkter Migrationshintergrund","106","0.11224420648168","0.0922862936349831","0.132202119328376"
"Seltener","2015","46-65","indirekter Migrationshintergrund","28","","",""
"Seltener","2015","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2015","66","kein Migrationshintergrund","","","",""
"Seltener","2015","66","direkter Migrationshintergrund","","","",""
"Seltener","2015","66","indirekter Migrationshintergrund","","","",""
"Seltener","2015","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2016","17-29","kein Migrationshintergrund","","","",""
"Nein, nie","2016","17-29","direkter Migrationshintergrund","","","",""
"Nein, nie","2016","17-29","indirekter Migrationshintergrund","","","",""
"Nein, nie","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2016","30-45","kein Migrationshintergrund","","","",""
"Nein, nie","2016","30-45","direkter Migrationshintergrund","","","",""
"Nein, nie","2016","30-45","indirekter Migrationshintergrund","","","",""
"Nein, nie","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2016","46-65","kein Migrationshintergrund","","","",""
"Nein, nie","2016","46-65","direkter Migrationshintergrund","","","",""
"Nein, nie","2016","46-65","indirekter Migrationshintergrund","","","",""
"Nein, nie","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2016","66","kein Migrationshintergrund","","","",""
"Nein, nie","2016","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2016","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2016","17-29","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2016","17-29","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","17-29","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2016","30-45","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2016","30-45","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","30-45","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2016","46-65","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2016","46-65","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","46-65","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2016","66","kein Migrationshintergrund","","","",""
"Ja, jede Woche","2016","66","direkter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","66","indirekter Migrationshintergrund","","","",""
"Ja, jede Woche","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2016","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2016","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2016","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 2 Wochen","2016","66","kein Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","66","direkter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 2 Wochen","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, alle 3-4 Wochen","2016","66","kein Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","66","direkter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","66","indirekter Migrationshintergrund","","","",""
"Ja, alle 3-4 Wochen","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","17-29","kein Migrationshintergrund","","","",""
"Seltener","2016","17-29","direkter Migrationshintergrund","","","",""
"Seltener","2016","17-29","indirekter Migrationshintergrund","","","",""
"Seltener","2016","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","30-45","kein Migrationshintergrund","","","",""
"Seltener","2016","30-45","direkter Migrationshintergrund","","","",""
"Seltener","2016","30-45","indirekter Migrationshintergrund","","","",""
"Seltener","2016","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","46-65","kein Migrationshintergrund","","","",""
"Seltener","2016","46-65","direkter Migrationshintergrund","","","",""
"Seltener","2016","46-65","indirekter Migrationshintergrund","","","",""
"Seltener","2016","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2016","66","kein Migrationshintergrund","","","",""
"Seltener","2016","66","direkter Migrationshintergrund","","","",""
"Seltener","2016","66","indirekter Migrationshintergrund","","","",""
"Seltener","2016","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2017","17-29","kein Migrationshintergrund","1242","0.673462651477518","0.652110896833296","0.694814406121741"
"Nein, nie","2017","17-29","direkter Migrationshintergrund","231","0.678368209244477","0.628790879763114","0.727945538725841"
"Nein, nie","2017","17-29","indirekter Migrationshintergrund","299","0.630680781881695","0.5858399317289","0.67552163203449"
"Nein, nie","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2017","30-45","kein Migrationshintergrund","2347","0.596378808043853","0.580879146419863","0.611878469667843"
"Nein, nie","2017","30-45","direkter Migrationshintergrund","1011","0.65895171529628","0.634734237109639","0.683169193482921"
"Nein, nie","2017","30-45","indirekter Migrationshintergrund","325","0.684546816826393","0.644137150012997","0.724956483639788"
"Nein, nie","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2017","46-65","kein Migrationshintergrund","3908","0.611526577307519","0.599585419761095","0.623467734853943"
"Nein, nie","2017","46-65","direkter Migrationshintergrund","702","0.630723950750222","0.601820573759719","0.659627327740726"
"Nein, nie","2017","46-65","indirekter Migrationshintergrund","115","0.648136334903141","0.581280325404664","0.714992344401619"
"Nein, nie","2017","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein, nie","2017","66","kein Migrationshintergrund","","","",""
"Nein, nie","2017","66","direkter Migrationshintergrund","","","",""
"Nein, nie","2017","66","indirekter Migrationshintergrund","","","",""
"Nein, nie","2017","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2017","17-29","kein Migrationshintergrund","138","0.0711737384779675","0.0594669569529103","0.0828805200030246"
"Ja, jede Woche","2017","17-29","direkter Migrationshintergrund","31","0.0752613228523762","0.0472607873954253","0.103261858309327"
"Ja, jede Woche","2017","17-29","indirekter Migrationshintergrund","38","0.100899648291827","0.0729151841345659","0.128884112449087"
"Ja, jede Woche","2017","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja, jede Woche","2017","30-45","kein Migrationshintergrund","246","0.0570189332361375","0.049693468772187","0.064344397700088"
"Ja, jede Woche","2017","30-45","direkter Migrationshintergrund","74","0.070278038961467","0.0572199221872394","0.0833361557356946"
"Ja, jede Woche","2017","30-45","indirekter Migrationshintergrund","34","0.0583987644648059","0.0380071517536549","0.0787903771759569"
"Ja, jede Woche","2017","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
