"plh0191","year","bula_h","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Stimmt eher nicht","2008","Schleswig-Holstein","2","39","0.391776428499843","0.301371968873207","0.482180888126478"
"Stimmt eher nicht","2008","Schleswig-Holstein","3","29","","",""
"Stimmt eher nicht","2008","Schleswig-Holstein","4","40","0.423351505194343","0.334949197236582","0.511753813152103"
"Stimmt eher nicht","2008","Schleswig-Holstein","5 Einkommensstärkstes Quintil","37","0.333724806266495","0.252352935104337","0.415096677428652"
"Stimmt eher nicht","2008","Hamburg","1 Einkommensschwächstes Quintil","16","","",""
"Stimmt eher nicht","2008","Hamburg","2","11","","",""
"Stimmt eher nicht","2008","Hamburg","3","17","","",""
"Stimmt eher nicht","2008","Hamburg","4","19","","",""
"Stimmt eher nicht","2008","Hamburg","5 Einkommensstärkstes Quintil","14","","",""
"Stimmt eher nicht","2008","Niedersachsen","1 Einkommensschwächstes Quintil","77","0.331081199842749","0.273206974098183","0.388955425587315"
"Stimmt eher nicht","2008","Niedersachsen","2","132","0.369642600574342","0.31899955521016","0.420285645938524"
"Stimmt eher nicht","2008","Niedersachsen","3","106","0.300839359496543","0.252654091086713","0.349024627906373"
"Stimmt eher nicht","2008","Niedersachsen","4","133","0.329902663180191","0.284054782504553","0.37575054385583"
"Stimmt eher nicht","2008","Niedersachsen","5 Einkommensstärkstes Quintil","123","0.342668114424114","0.294439385278109","0.390896843570119"
"Stimmt eher nicht","2008","Bremen","1 Einkommensschwächstes Quintil","9","","",""
"Stimmt eher nicht","2008","Bremen","2","14","","",""
"Stimmt eher nicht","2008","Bremen","3","7","","",""
"Stimmt eher nicht","2008","Bremen","4","9","","",""
"Stimmt eher nicht","2008","Bremen","5 Einkommensstärkstes Quintil","5","","",""
"Stimmt eher nicht","2008","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","227","0.359064916128177","0.321811004187655","0.396318828068699"
"Stimmt eher nicht","2008","Nordrhein-Westfalen","2","302","0.398595224792218","0.363601622431744","0.433588827152692"
"Stimmt eher nicht","2008","Nordrhein-Westfalen","3","260","0.356379073984254","0.320900165806777","0.391857982161732"
"Stimmt eher nicht","2008","Nordrhein-Westfalen","4","293","0.377658802848951","0.344436057242825","0.410881548455077"
"Stimmt eher nicht","2008","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","314","0.319849995557917","0.290927159623933","0.348772831491902"
"Stimmt eher nicht","2008","Hessen","1 Einkommensschwächstes Quintil","63","0.338511091482434","0.268798826611879","0.408223356352989"
"Stimmt eher nicht","2008","Hessen","2","81","0.337087448776425","0.278254358259812","0.395920539293039"
"Stimmt eher nicht","2008","Hessen","3","72","0.380174476943663","0.314519954006162","0.445828999881164"
"Stimmt eher nicht","2008","Hessen","4","104","0.355797881850117","0.299418415623773","0.412177348076462"
"Stimmt eher nicht","2008","Hessen","5 Einkommensstärkstes Quintil","129","0.342563327679394","0.295763210505495","0.389363444853292"
"Stimmt eher nicht","2008","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","62","0.356773720976053","0.284762205803171","0.428785236148935"
"Stimmt eher nicht","2008","Rheinland-Pfalz,Saarland","2","79","0.330248879095357","0.269990483669956","0.390507274520759"
"Stimmt eher nicht","2008","Rheinland-Pfalz,Saarland","3","58","0.262495848915434","0.203407515103141","0.321584182727726"
"Stimmt eher nicht","2008","Rheinland-Pfalz,Saarland","4","86","0.361105951924277","0.300338053842633","0.42187385000592"
"Stimmt eher nicht","2008","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","51","0.312240006194602","0.252480798694262","0.371999213694942"
"Stimmt eher nicht","2008","Baden-Württemberg","1 Einkommensschwächstes Quintil","81","0.298224664265476","0.243351084902779","0.353098243628174"
"Stimmt eher nicht","2008","Baden-Württemberg","2","159","0.37860545315743","0.332653565355606","0.424557340959254"
"Stimmt eher nicht","2008","Baden-Württemberg","3","169","0.39143422791836","0.345621304388838","0.437247151447882"
"Stimmt eher nicht","2008","Baden-Württemberg","4","225","0.394926832739083","0.356102704497894","0.433750960980272"
"Stimmt eher nicht","2008","Baden-Württemberg","5 Einkommensstärkstes Quintil","160","0.281263447749314","0.245166832930275","0.317360062568353"
"Stimmt eher nicht","2008","Bayern","1 Einkommensschwächstes Quintil","164","0.39565170459076","0.34767153104423","0.443631878137291"
"Stimmt eher nicht","2008","Bayern","2","210","0.43264113476035","0.390057841404888","0.475224428115811"
"Stimmt eher nicht","2008","Bayern","3","247","0.428883844315132","0.387256352646692","0.470511335983573"
"Stimmt eher nicht","2008","Bayern","4","255","0.429981757781864","0.391199747506776","0.468763768056951"
"Stimmt eher nicht","2008","Bayern","5 Einkommensstärkstes Quintil","254","0.379234673856522","0.341732162678954","0.416737185034091"
"Stimmt eher nicht","2008","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher nicht","2008","Saarland","2","","","",""
"Stimmt eher nicht","2008","Saarland","3","","","",""
"Stimmt eher nicht","2008","Saarland","4","","","",""
"Stimmt eher nicht","2008","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher nicht","2008","Berlin","1 Einkommensschwächstes Quintil","52","0.34676365448562","0.270851455284444","0.422675853686797"
"Stimmt eher nicht","2008","Berlin","2","39","0.313222396541485","0.229181703303559","0.397263089779411"
"Stimmt eher nicht","2008","Berlin","3","53","0.451235276579356","0.365364013514784","0.537106539643929"
"Stimmt eher nicht","2008","Berlin","4","72","0.458753852902591","0.381301110406548","0.536206595398633"
"Stimmt eher nicht","2008","Berlin","5 Einkommensstärkstes Quintil","59","0.382993078550495","0.308366287135567","0.457619869965423"
"Stimmt eher nicht","2008","Brandenburg","1 Einkommensschwächstes Quintil","77","0.34227306452273","0.27840417929564","0.406141949749819"
"Stimmt eher nicht","2008","Brandenburg","2","88","0.449682680891852","0.380039319190706","0.519326042592997"
"Stimmt eher nicht","2008","Brandenburg","3","67","0.425928039401545","0.350931514747731","0.500924564055359"
"Stimmt eher nicht","2008","Brandenburg","4","68","0.511021316175409","0.429375992202509","0.592666640148309"
"Stimmt eher nicht","2008","Brandenburg","5 Einkommensstärkstes Quintil","44","0.519216027593562","0.421776215018327","0.616655840168796"
"Stimmt eher nicht","2008","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","71","0.570666504782925","0.486226217410125","0.655106792155724"
"Stimmt eher nicht","2008","Mecklenburg-Vorpommern","2","57","0.46129659905316","0.369788264686873","0.552804933419446"
"Stimmt eher nicht","2008","Mecklenburg-Vorpommern","3","45","0.452341151731542","0.357140143987982","0.547542159475102"
"Stimmt eher nicht","2008","Mecklenburg-Vorpommern","4","24","","",""
"Stimmt eher nicht","2008","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","28","","",""
"Stimmt eher nicht","2008","Sachsen","1 Einkommensschwächstes Quintil","145","0.422789211476415","0.368663668006684","0.476914754946145"
"Stimmt eher nicht","2008","Sachsen","2","166","0.416178287444548","0.367068004175256","0.46528857071384"
"Stimmt eher nicht","2008","Sachsen","3","155","0.431813554598495","0.379163090665198","0.484464018531793"
"Stimmt eher nicht","2008","Sachsen","4","95","0.359260453759897","0.299786945402497","0.418733962117296"
"Stimmt eher nicht","2008","Sachsen","5 Einkommensstärkstes Quintil","40","0.336614478857967","0.255693368434547","0.417535589281386"
"Stimmt eher nicht","2008","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","65","0.383356058900239","0.312524434170491","0.454187683629988"
"Stimmt eher nicht","2008","Sachsen-Anhalt","2","106","0.387464390285542","0.324640667320472","0.450288113250612"
"Stimmt eher nicht","2008","Sachsen-Anhalt","3","84","0.462890434558157","0.390449683626488","0.535331185489826"
"Stimmt eher nicht","2008","Sachsen-Anhalt","4","70","0.503124354863365","0.422298380456147","0.583950329270582"
"Stimmt eher nicht","2008","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","22","","",""
"Stimmt eher nicht","2008","Thüringen","1 Einkommensschwächstes Quintil","106","0.395116334354205","0.333900542829174","0.456332125879236"
"Stimmt eher nicht","2008","Thüringen","2","115","0.430159713756015","0.369511285496267","0.490808142015762"
"Stimmt eher nicht","2008","Thüringen","3","90","0.495299486444921","0.421010526357833","0.569588446532009"
"Stimmt eher nicht","2008","Thüringen","4","68","0.517619859375178","0.435141747599977","0.600097971150379"
"Stimmt eher nicht","2008","Thüringen","5 Einkommensstärkstes Quintil","26","","",""
"Stimmt ganz u.gar nicht","2008","Schleswig-Holstein","1 Einkommensschwächstes Quintil","33","0.27924791793822","0.186561785401301","0.371934050475139"
"Stimmt ganz u.gar nicht","2008","Schleswig-Holstein","2","51","0.418550607393634","0.327187885739728","0.50991332904754"
"Stimmt ganz u.gar nicht","2008","Schleswig-Holstein","3","55","0.545425595396781","0.443677936861311","0.647173253932252"
"Stimmt ganz u.gar nicht","2008","Schleswig-Holstein","4","64","0.446449063274317","0.357503923681401","0.535394202867232"
"Stimmt ganz u.gar nicht","2008","Schleswig-Holstein","5 Einkommensstärkstes Quintil","78","0.556628006989893","0.470900559872591","0.642355454107196"
"Stimmt ganz u.gar nicht","2008","Hamburg","1 Einkommensschwächstes Quintil","8","","",""
"Stimmt ganz u.gar nicht","2008","Hamburg","2","27","","",""
"Stimmt ganz u.gar nicht","2008","Hamburg","3","36","0.625093857886361","0.500508217803736","0.749679497968986"
"Stimmt ganz u.gar nicht","2008","Hamburg","4","42","0.595481419650607","0.475237964021354","0.71572487527986"
"Stimmt ganz u.gar nicht","2008","Hamburg","5 Einkommensstärkstes Quintil","60","0.756973267839479","0.660544062031185","0.853402473647773"
"Stimmt ganz u.gar nicht","2008","Niedersachsen","1 Einkommensschwächstes Quintil","107","0.409242399831089","0.348774316504045","0.469710483158133"
"Stimmt ganz u.gar nicht","2008","Niedersachsen","2","163","0.457457091443695","0.405190087590559","0.509724095296832"
"Stimmt ganz u.gar nicht","2008","Niedersachsen","3","177","0.474758005620415","0.422292442533822","0.527223568707008"
"Stimmt ganz u.gar nicht","2008","Niedersachsen","4","221","0.538649742316507","0.490039697616646","0.587259787016367"
"Stimmt ganz u.gar nicht","2008","Niedersachsen","5 Einkommensstärkstes Quintil","220","0.578749787947269","0.528574241636431","0.628925334258107"
"Stimmt ganz u.gar nicht","2008","Bremen","1 Einkommensschwächstes Quintil","13","","",""
"Stimmt ganz u.gar nicht","2008","Bremen","2","11","","",""
"Stimmt ganz u.gar nicht","2008","Bremen","3","14","","",""
"Stimmt ganz u.gar nicht","2008","Bremen","4","14","","",""
"Stimmt ganz u.gar nicht","2008","Bremen","5 Einkommensstärkstes Quintil","29","","",""
"Stimmt ganz u.gar nicht","2008","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","239","0.362578221633593","0.325245239631634","0.399911203635553"
"Stimmt ganz u.gar nicht","2008","Nordrhein-Westfalen","2","293","0.403095611451599","0.368036928925717","0.438154293977481"
"Stimmt ganz u.gar nicht","2008","Nordrhein-Westfalen","3","317","0.465358917950259","0.42840808310467","0.502309752795849"
"Stimmt ganz u.gar nicht","2008","Nordrhein-Westfalen","4","408","0.482753293951232","0.448509416915868","0.516997170986597"
"Stimmt ganz u.gar nicht","2008","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","570","0.575291293618231","0.544639575031205","0.605943012205257"
"Stimmt ganz u.gar nicht","2008","Hessen","1 Einkommensschwächstes Quintil","67","0.34383050289776","0.273855700947359","0.413805304848161"
"Stimmt ganz u.gar nicht","2008","Hessen","2","117","0.435941694276792","0.374225597162528","0.497657791391055"
"Stimmt ganz u.gar nicht","2008","Hessen","3","109","0.492040970156825","0.424424356126177","0.559657584187474"
"Stimmt ganz u.gar nicht","2008","Hessen","4","144","0.517960348591196","0.459116936795127","0.576803760387266"
"Stimmt ganz u.gar nicht","2008","Hessen","5 Einkommensstärkstes Quintil","221","0.515304909005495","0.466019769104763","0.564590048906226"
"Stimmt ganz u.gar nicht","2008","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","67","0.387392063473196","0.314161850139517","0.460622276806874"
"Stimmt ganz u.gar nicht","2008","Rheinland-Pfalz,Saarland","2","122","0.50752760434809","0.443471438102572","0.571583770593608"
"Stimmt ganz u.gar nicht","2008","Rheinland-Pfalz,Saarland","3","121","0.559194820285608","0.492519792733178","0.625869847838039"
"Stimmt ganz u.gar nicht","2008","Rheinland-Pfalz,Saarland","4","119","0.48729944639346","0.424062291496791","0.550536601290129"
"Stimmt ganz u.gar nicht","2008","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","163","0.615423360865067","0.552686824240629","0.678159897489506"
"Stimmt ganz u.gar nicht","2008","Baden-Württemberg","1 Einkommensschwächstes Quintil","96","0.369189706009735","0.311304626006181","0.427074786013288"
"Stimmt ganz u.gar nicht","2008","Baden-Württemberg","2","163","0.38869350354369","0.342512926730439","0.434874080356941"
"Stimmt ganz u.gar nicht","2008","Baden-Württemberg","3","179","0.390381389068138","0.344590559927378","0.436172218208898"
"Stimmt ganz u.gar nicht","2008","Baden-Württemberg","4","297","0.45771145005009","0.418142862262899","0.49728003783728"
"Stimmt ganz u.gar nicht","2008","Baden-Württemberg","5 Einkommensstärkstes Quintil","358","0.591057295026993","0.551586944364884","0.630527645689101"
"Stimmt ganz u.gar nicht","2008","Bayern","1 Einkommensschwächstes Quintil","112","0.257706134822665","0.214790854128417","0.300621415516914"
"Stimmt ganz u.gar nicht","2008","Bayern","2","190","0.327112706029321","0.286788456836071","0.367436955222572"
"Stimmt ganz u.gar nicht","2008","Bayern","3","204","0.370230116576895","0.329616188798727","0.410844044355063"
"Stimmt ganz u.gar nicht","2008","Bayern","4","286","0.412357276687989","0.3737957306921","0.450918822683878"
"Stimmt ganz u.gar nicht","2008","Bayern","5 Einkommensstärkstes Quintil","322","0.515705739193763","0.477078092715395","0.554333385672132"
"Stimmt ganz u.gar nicht","2008","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2008","Saarland","2","","","",""
"Stimmt ganz u.gar nicht","2008","Saarland","3","","","",""
"Stimmt ganz u.gar nicht","2008","Saarland","4","","","",""
"Stimmt ganz u.gar nicht","2008","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar nicht","2008","Berlin","1 Einkommensschwächstes Quintil","59","0.366265442611713","0.289421208833896","0.44310967638953"
"Stimmt ganz u.gar nicht","2008","Berlin","2","48","0.365219081677937","0.277973423790507","0.452464739565368"
"Stimmt ganz u.gar nicht","2008","Berlin","3","50","0.322814874085398","0.24213156352618","0.403498184644616"
"Stimmt ganz u.gar nicht","2008","Berlin","4","64","0.425931479786479","0.34907132324808","0.502791636324878"
"Stimmt ganz u.gar nicht","2008","Berlin","5 Einkommensstärkstes Quintil","88","0.546037923286789","0.469605878399726","0.622469968173853"
"Stimmt ganz u.gar nicht","2008","Brandenburg","1 Einkommensschwächstes Quintil","60","0.255242605967875","0.19655259949915","0.3139326124366"
"Stimmt ganz u.gar nicht","2008","Brandenburg","2","73","0.359905249149734","0.292710354308147","0.427100143991321"
"Stimmt ganz u.gar nicht","2008","Brandenburg","3","46","0.244328283646798","0.179158945359488","0.309497621934108"
"Stimmt ganz u.gar nicht","2008","Brandenburg","4","47","0.287295964071978","0.2133888547104","0.361203073433556"
"Stimmt ganz u.gar nicht","2008","Brandenburg","5 Einkommensstärkstes Quintil","48","0.382931512316815","0.288130136126434","0.477732888507196"
"Stimmt ganz u.gar nicht","2008","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","40","0.266529587098708","0.191102881669405","0.341956292528012"
"Stimmt ganz u.gar nicht","2008","Mecklenburg-Vorpommern","2","29","","",""
"Stimmt ganz u.gar nicht","2008","Mecklenburg-Vorpommern","3","34","0.327110822035386","0.237373589996147","0.416848054074626"
"Stimmt ganz u.gar nicht","2008","Mecklenburg-Vorpommern","4","32","0.541052729180583","0.41701510530059","0.665090353060576"
"Stimmt ganz u.gar nicht","2008","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","37","0.504327469802989","0.386355920408329","0.62229901919765"
"Stimmt ganz u.gar nicht","2008","Sachsen","1 Einkommensschwächstes Quintil","100","0.318971397516203","0.267905420132754","0.370037374899652"
"Stimmt ganz u.gar nicht","2008","Sachsen","2","122","0.318081759218436","0.271680673272105","0.364482845164768"
"Stimmt ganz u.gar nicht","2008","Sachsen","3","124","0.357400470642738","0.306460769333172","0.408340171952304"
"Stimmt ganz u.gar nicht","2008","Sachsen","4","123","0.508890354460819","0.446920649526705","0.570860059394934"
"Stimmt ganz u.gar nicht","2008","Sachsen","5 Einkommensstärkstes Quintil","78","0.547650341241524","0.462418620201357","0.632882062281691"
"Stimmt ganz u.gar nicht","2008","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","76","0.403916839845284","0.332432944564213","0.475400735126355"
"Stimmt ganz u.gar nicht","2008","Sachsen-Anhalt","2","69","0.332760239108836","0.271995900671438","0.393524577546234"
"Stimmt ganz u.gar nicht","2008","Sachsen-Anhalt","3","52","0.304102870805022","0.237269220883286","0.370936520726758"
"Stimmt ganz u.gar nicht","2008","Sachsen-Anhalt","4","48","0.323858622230396","0.24821263192431","0.399504612536481"
"Stimmt ganz u.gar nicht","2008","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","41","0.646808139653655","0.535631895544103","0.757984383763206"
"Stimmt ganz u.gar nicht","2008","Thüringen","1 Einkommensschwächstes Quintil","58","0.25373803683279","0.199249707815916","0.308226365849663"
"Stimmt ganz u.gar nicht","2008","Thüringen","2","75","0.297093105040289","0.241114342153214","0.353071867927364"
"Stimmt ganz u.gar nicht","2008","Thüringen","3","40","0.298263476908758","0.230286703678096","0.36624025013942"
"Stimmt ganz u.gar nicht","2008","Thüringen","4","57","0.331890344009585","0.254165525327024","0.409615162692147"
"Stimmt ganz u.gar nicht","2008","Thüringen","5 Einkommensstärkstes Quintil","23","","",""
"Stimmt ganz u.gar","2009","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Schleswig-Holstein","2","","","",""
"Stimmt ganz u.gar","2009","Schleswig-Holstein","3","","","",""
"Stimmt ganz u.gar","2009","Schleswig-Holstein","4","","","",""
"Stimmt ganz u.gar","2009","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Hamburg","2","","","",""
"Stimmt ganz u.gar","2009","Hamburg","3","","","",""
"Stimmt ganz u.gar","2009","Hamburg","4","","","",""
"Stimmt ganz u.gar","2009","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Niedersachsen","2","","","",""
"Stimmt ganz u.gar","2009","Niedersachsen","3","","","",""
"Stimmt ganz u.gar","2009","Niedersachsen","4","","","",""
"Stimmt ganz u.gar","2009","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Bremen","2","","","",""
"Stimmt ganz u.gar","2009","Bremen","3","","","",""
"Stimmt ganz u.gar","2009","Bremen","4","","","",""
"Stimmt ganz u.gar","2009","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Nordrhein-Westfalen","2","","","",""
"Stimmt ganz u.gar","2009","Nordrhein-Westfalen","3","","","",""
"Stimmt ganz u.gar","2009","Nordrhein-Westfalen","4","","","",""
"Stimmt ganz u.gar","2009","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Hessen","2","","","",""
"Stimmt ganz u.gar","2009","Hessen","3","","","",""
"Stimmt ganz u.gar","2009","Hessen","4","","","",""
"Stimmt ganz u.gar","2009","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Rheinland-Pfalz,Saarland","2","","","",""
"Stimmt ganz u.gar","2009","Rheinland-Pfalz,Saarland","3","","","",""
"Stimmt ganz u.gar","2009","Rheinland-Pfalz,Saarland","4","","","",""
"Stimmt ganz u.gar","2009","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Baden-Württemberg","2","","","",""
"Stimmt ganz u.gar","2009","Baden-Württemberg","3","","","",""
"Stimmt ganz u.gar","2009","Baden-Württemberg","4","","","",""
"Stimmt ganz u.gar","2009","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Bayern","2","","","",""
"Stimmt ganz u.gar","2009","Bayern","3","","","",""
"Stimmt ganz u.gar","2009","Bayern","4","","","",""
"Stimmt ganz u.gar","2009","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Saarland","2","","","",""
"Stimmt ganz u.gar","2009","Saarland","3","","","",""
"Stimmt ganz u.gar","2009","Saarland","4","","","",""
"Stimmt ganz u.gar","2009","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Berlin","2","","","",""
"Stimmt ganz u.gar","2009","Berlin","3","","","",""
"Stimmt ganz u.gar","2009","Berlin","4","","","",""
"Stimmt ganz u.gar","2009","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Brandenburg","2","","","",""
"Stimmt ganz u.gar","2009","Brandenburg","3","","","",""
"Stimmt ganz u.gar","2009","Brandenburg","4","","","",""
"Stimmt ganz u.gar","2009","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Mecklenburg-Vorpommern","2","","","",""
"Stimmt ganz u.gar","2009","Mecklenburg-Vorpommern","3","","","",""
"Stimmt ganz u.gar","2009","Mecklenburg-Vorpommern","4","","","",""
"Stimmt ganz u.gar","2009","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Sachsen","2","","","",""
"Stimmt ganz u.gar","2009","Sachsen","3","","","",""
"Stimmt ganz u.gar","2009","Sachsen","4","","","",""
"Stimmt ganz u.gar","2009","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Sachsen-Anhalt","2","","","",""
"Stimmt ganz u.gar","2009","Sachsen-Anhalt","3","","","",""
"Stimmt ganz u.gar","2009","Sachsen-Anhalt","4","","","",""
"Stimmt ganz u.gar","2009","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Thüringen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt ganz u.gar","2009","Thüringen","2","","","",""
"Stimmt ganz u.gar","2009","Thüringen","3","","","",""
"Stimmt ganz u.gar","2009","Thüringen","4","","","",""
"Stimmt ganz u.gar","2009","Thüringen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Schleswig-Holstein","2","","","",""
"Stimmt eher","2009","Schleswig-Holstein","3","","","",""
"Stimmt eher","2009","Schleswig-Holstein","4","","","",""
"Stimmt eher","2009","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Hamburg","2","","","",""
"Stimmt eher","2009","Hamburg","3","","","",""
"Stimmt eher","2009","Hamburg","4","","","",""
"Stimmt eher","2009","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Niedersachsen","2","","","",""
"Stimmt eher","2009","Niedersachsen","3","","","",""
"Stimmt eher","2009","Niedersachsen","4","","","",""
"Stimmt eher","2009","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Bremen","2","","","",""
"Stimmt eher","2009","Bremen","3","","","",""
"Stimmt eher","2009","Bremen","4","","","",""
"Stimmt eher","2009","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Nordrhein-Westfalen","2","","","",""
"Stimmt eher","2009","Nordrhein-Westfalen","3","","","",""
"Stimmt eher","2009","Nordrhein-Westfalen","4","","","",""
"Stimmt eher","2009","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Hessen","2","","","",""
"Stimmt eher","2009","Hessen","3","","","",""
"Stimmt eher","2009","Hessen","4","","","",""
"Stimmt eher","2009","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Rheinland-Pfalz,Saarland","2","","","",""
"Stimmt eher","2009","Rheinland-Pfalz,Saarland","3","","","",""
"Stimmt eher","2009","Rheinland-Pfalz,Saarland","4","","","",""
"Stimmt eher","2009","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Baden-Württemberg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Baden-Württemberg","2","","","",""
"Stimmt eher","2009","Baden-Württemberg","3","","","",""
"Stimmt eher","2009","Baden-Württemberg","4","","","",""
"Stimmt eher","2009","Baden-Württemberg","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Bayern","2","","","",""
"Stimmt eher","2009","Bayern","3","","","",""
"Stimmt eher","2009","Bayern","4","","","",""
"Stimmt eher","2009","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Saarland","2","","","",""
"Stimmt eher","2009","Saarland","3","","","",""
"Stimmt eher","2009","Saarland","4","","","",""
"Stimmt eher","2009","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Berlin","2","","","",""
"Stimmt eher","2009","Berlin","3","","","",""
"Stimmt eher","2009","Berlin","4","","","",""
"Stimmt eher","2009","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Stimmt eher","2009","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Stimmt eher","2009","Brandenburg","2","","","",""
