"plh0036","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Einige Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2007","kein Migrationshintergrund","Staedtischer Raum","1092","","",""
"Keine Sorgen","2007","kein Migrationshintergrund","Laendlicher Raum","755","0.117469556525708","0.109671468949693","0.125267644101723"
"Keine Sorgen","2007","direkter Migrationshintergrund","Staedtischer Raum","217","","",""
"Keine Sorgen","2007","direkter Migrationshintergrund","Laendlicher Raum","46","0.13017490092125","0.0971576250310297","0.16319217681147"
"Keine Sorgen","2007","indirekter Migrationshintergrund","Staedtischer Raum","98","0.151495530050181","0.124225160196896","0.178765899903465"
"Keine Sorgen","2007","indirekter Migrationshintergrund","Laendlicher Raum","28","","",""
"Keine Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2007","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2008","kein Migrationshintergrund","Staedtischer Raum","2956","","",""
"Grosse Sorgen","2008","kein Migrationshintergrund","Laendlicher Raum","1589","","",""
"Grosse Sorgen","2008","direkter Migrationshintergrund","Staedtischer Raum","390","0.269205912717795","0.247089043047806","0.291322782387784"
"Grosse Sorgen","2008","direkter Migrationshintergrund","Laendlicher Raum","113","","",""
"Grosse Sorgen","2008","indirekter Migrationshintergrund","Staedtischer Raum","195","","",""
"Grosse Sorgen","2008","indirekter Migrationshintergrund","Laendlicher Raum","26","","",""
"Grosse Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2008","kein Migrationshintergrund","Staedtischer Raum","6081","0.576778357738072","0.567281900946104","0.58627481453004"
"Einige Sorgen","2008","kein Migrationshintergrund","Laendlicher Raum","3786","0.59503599490963","0.582801298958936","0.607270690860324"
"Einige Sorgen","2008","direkter Migrationshintergrund","Staedtischer Raum","921","0.570257826915074","0.54557337638737","0.594942277442778"
"Einige Sorgen","2008","direkter Migrationshintergrund","Laendlicher Raum","185","","",""
"Einige Sorgen","2008","indirekter Migrationshintergrund","Staedtischer Raum","344","0.509210825992581","0.47077929249695","0.547642359488213"
"Einige Sorgen","2008","indirekter Migrationshintergrund","Laendlicher Raum","58","0.449550533990707","0.358235212667415","0.540865855313998"
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2008","kein Migrationshintergrund","Staedtischer Raum","1361","","",""
"Keine Sorgen","2008","kein Migrationshintergrund","Laendlicher Raum","809","0.138716197933999","0.13010130114477","0.147331094723227"
"Keine Sorgen","2008","direkter Migrationshintergrund","Staedtischer Raum","234","","",""
"Keine Sorgen","2008","direkter Migrationshintergrund","Laendlicher Raum","57","0.183578514767816","0.143306620956405","0.223850408579226"
"Keine Sorgen","2008","indirekter Migrationshintergrund","Staedtischer Raum","111","","",""
"Keine Sorgen","2008","indirekter Migrationshintergrund","Laendlicher Raum","30","0.257543788833587","0.177273166881434","0.337814410785739"
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2008","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2009","kein Migrationshintergrund","Staedtischer Raum","2633","","",""
"Grosse Sorgen","2009","kein Migrationshintergrund","Laendlicher Raum","1435","","",""
"Grosse Sorgen","2009","direkter Migrationshintergrund","Staedtischer Raum","361","0.273158974802539","0.249212051473412","0.297105898131666"
"Grosse Sorgen","2009","direkter Migrationshintergrund","Laendlicher Raum","87","0.236589609299443","0.190098228844764","0.283080989754122"
"Grosse Sorgen","2009","indirekter Migrationshintergrund","Staedtischer Raum","158","","",""
"Grosse Sorgen","2009","indirekter Migrationshintergrund","Laendlicher Raum","23","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2009","kein Migrationshintergrund","Staedtischer Raum","5767","0.586578607949208","0.576772130726993","0.596385085171423"
"Einige Sorgen","2009","kein Migrationshintergrund","Laendlicher Raum","3612","0.607436663078273","0.594974280603105","0.619899045553441"
"Einige Sorgen","2009","direkter Migrationshintergrund","Staedtischer Raum","799","0.597793817431098","0.571441285322422","0.624146349539773"
"Einige Sorgen","2009","direkter Migrationshintergrund","Laendlicher Raum","189","","",""
"Einige Sorgen","2009","indirekter Migrationshintergrund","Staedtischer Raum","346","0.631816840332766","0.592865894989743","0.670767785675789"
"Einige Sorgen","2009","indirekter Migrationshintergrund","Laendlicher Raum","64","0.543839096229748","0.453200464807876","0.634477727651619"
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2009","kein Migrationshintergrund","Staedtischer Raum","1287","","",""
"Keine Sorgen","2009","kein Migrationshintergrund","Laendlicher Raum","851","0.148051026425244","0.138987270328748","0.157114782521741"
"Keine Sorgen","2009","direkter Migrationshintergrund","Staedtischer Raum","170","","",""
"Keine Sorgen","2009","direkter Migrationshintergrund","Laendlicher Raum","45","0.147458530675294","0.108671343812716","0.186245717537873"
"Keine Sorgen","2009","indirekter Migrationshintergrund","Staedtischer Raum","85","0.126557829133304","0.0997073506006206","0.153408307665987"
"Keine Sorgen","2009","indirekter Migrationshintergrund","Laendlicher Raum","29","","",""
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2009","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2010","kein Migrationshintergrund","Staedtischer Raum","3786","0.313308569221585","0.305123396254307","0.321493742188864"
"Grosse Sorgen","2010","kein Migrationshintergrund","Laendlicher Raum","1974","","",""
"Grosse Sorgen","2010","direkter Migrationshintergrund","Staedtischer Raum","661","0.310223540458219","0.291130883159543","0.329316197756895"
"Grosse Sorgen","2010","direkter Migrationshintergrund","Laendlicher Raum","164","","",""
"Grosse Sorgen","2010","indirekter Migrationshintergrund","Staedtischer Raum","298","","",""
"Grosse Sorgen","2010","indirekter Migrationshintergrund","Laendlicher Raum","49","0.195915411699644","0.141450327800234","0.250380495599054"
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2010","kein Migrationshintergrund","Staedtischer Raum","7169","0.57294724289741","0.564218353459786","0.581676132335034"
"Einige Sorgen","2010","kein Migrationshintergrund","Laendlicher Raum","4554","0.587033053836648","0.575906252081484","0.598159855591812"
"Einige Sorgen","2010","direkter Migrationshintergrund","Staedtischer Raum","1268","","",""
"Einige Sorgen","2010","direkter Migrationshintergrund","Laendlicher Raum","378","0.589623664919871","0.55096636596439","0.628280963875351"
"Einige Sorgen","2010","indirekter Migrationshintergrund","Staedtischer Raum","521","0.566892521826306","0.535233208971011","0.5985518346816"
"Einige Sorgen","2010","indirekter Migrationshintergrund","Laendlicher Raum","119","","",""
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2010","kein Migrationshintergrund","Staedtischer Raum","1381","","",""
"Keine Sorgen","2010","kein Migrationshintergrund","Laendlicher Raum","994","0.134538912131375","0.126827584498894","0.142250239763856"
"Keine Sorgen","2010","direkter Migrationshintergrund","Staedtischer Raum","326","0.123775555697054","0.110183036888055","0.137368074506053"
"Keine Sorgen","2010","direkter Migrationshintergrund","Laendlicher Raum","80","0.0969943490740427","0.0737364035398083","0.120252294608277"
"Keine Sorgen","2010","indirekter Migrationshintergrund","Staedtischer Raum","122","","",""
"Keine Sorgen","2010","indirekter Migrationshintergrund","Laendlicher Raum","36","0.227961544098184","0.17039326210299","0.285529826093377"
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2010","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2011","kein Migrationshintergrund","Staedtischer Raum","3523","0.321712328870601","0.313001748904005","0.330422908837197"
"Grosse Sorgen","2011","kein Migrationshintergrund","Laendlicher Raum","1916","","",""
"Grosse Sorgen","2011","direkter Migrationshintergrund","Staedtischer Raum","412","0.266189372460444","0.243926945468262","0.288451799452626"
"Grosse Sorgen","2011","direkter Migrationshintergrund","Laendlicher Raum","134","","",""
"Grosse Sorgen","2011","indirekter Migrationshintergrund","Staedtischer Raum","204","","",""
"Grosse Sorgen","2011","indirekter Migrationshintergrund","Laendlicher Raum","36","0.281882861035381","0.206543871884385","0.357221850186377"
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2011","kein Migrationshintergrund","Staedtischer Raum","6319","0.565550579773402","0.556307608671898","0.574793550874905"
"Einige Sorgen","2011","kein Migrationshintergrund","Laendlicher Raum","3914","0.58058598041599","0.568754213668846","0.592417747163134"
"Einige Sorgen","2011","direkter Migrationshintergrund","Staedtischer Raum","910","0.609642215736989","0.585069447079529","0.634214984394449"
"Einige Sorgen","2011","direkter Migrationshintergrund","Laendlicher Raum","267","","",""
"Einige Sorgen","2011","indirekter Migrationshintergrund","Staedtischer Raum","356","0.563383339534282","0.525226016889456","0.601540662179108"
"Einige Sorgen","2011","indirekter Migrationshintergrund","Laendlicher Raum","79","0.494656869188389","0.410936137939965","0.578377600436813"
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2011","kein Migrationshintergrund","Staedtischer Raum","1206","","",""
"Keine Sorgen","2011","kein Migrationshintergrund","Laendlicher Raum","852","0.12291267339426","0.115040138293675","0.130785208494845"
"Keine Sorgen","2011","direkter Migrationshintergrund","Staedtischer Raum","192","","",""
"Keine Sorgen","2011","direkter Migrationshintergrund","Laendlicher Raum","60","0.129756420744162","0.0990815691121557","0.160431272376169"
"Keine Sorgen","2011","indirekter Migrationshintergrund","Staedtischer Raum","89","0.143894631926428","0.116891654768242","0.170897609084614"
"Keine Sorgen","2011","indirekter Migrationshintergrund","Laendlicher Raum","22","","",""
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2011","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2012","kein Migrationshintergrund","Staedtischer Raum","3193","0.287225322984801","0.278722149868467","0.295728496101134"
"Grosse Sorgen","2012","kein Migrationshintergrund","Laendlicher Raum","1745","","",""
"Grosse Sorgen","2012","direkter Migrationshintergrund","Staedtischer Raum","385","0.274392887748085","0.251441868697793","0.297343906798376"
"Grosse Sorgen","2012","direkter Migrationshintergrund","Laendlicher Raum","140","","",""
"Grosse Sorgen","2012","indirekter Migrationshintergrund","Staedtischer Raum","166","","",""
"Grosse Sorgen","2012","indirekter Migrationshintergrund","Laendlicher Raum","36","0.240718654251548","0.172302493446722","0.309134815056374"
"Grosse Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2012","kein Migrationshintergrund","Staedtischer Raum","6407","0.591343848798484","0.582105537576161","0.600582160020808"
"Einige Sorgen","2012","kein Migrationshintergrund","Laendlicher Raum","4088","0.598136110880698","0.586477232111457","0.609794989649939"
"Einige Sorgen","2012","direkter Migrationshintergrund","Staedtischer Raum","860","0.593172716331947","0.567905325279583","0.618440107384311"
"Einige Sorgen","2012","direkter Migrationshintergrund","Laendlicher Raum","278","","",""
"Einige Sorgen","2012","indirekter Migrationshintergrund","Staedtischer Raum","366","0.582257639011959","0.543988419268568","0.620526858755349"
"Einige Sorgen","2012","indirekter Migrationshintergrund","Laendlicher Raum","92","0.530175024493835","0.45030567561313","0.610044373374539"
"Einige Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2012","kein Migrationshintergrund","Staedtischer Raum","1277","","",""
"Keine Sorgen","2012","kein Migrationshintergrund","Laendlicher Raum","960","0.135166307812606","0.127035797417827","0.143296818207385"
"Keine Sorgen","2012","direkter Migrationshintergrund","Staedtischer Raum","207","","",""
"Keine Sorgen","2012","direkter Migrationshintergrund","Laendlicher Raum","57","0.118176551640848","0.0891458345005508","0.147207268781146"
"Keine Sorgen","2012","indirekter Migrationshintergrund","Staedtischer Raum","106","","",""
"Keine Sorgen","2012","indirekter Migrationshintergrund","Laendlicher Raum","22","","",""
"Keine Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2012","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2013","kein Migrationshintergrund","Staedtischer Raum","2766","","",""
"Grosse Sorgen","2013","kein Migrationshintergrund","Laendlicher Raum","1516","","",""
"Grosse Sorgen","2013","direkter Migrationshintergrund","Staedtischer Raum","314","0.260726952206469","0.236637986444833","0.284815917968105"
"Grosse Sorgen","2013","direkter Migrationshintergrund","Laendlicher Raum","113","","",""
"Grosse Sorgen","2013","indirekter Migrationshintergrund","Staedtischer Raum","167","","",""
"Grosse Sorgen","2013","indirekter Migrationshintergrund","Laendlicher Raum","40","0.256419973244499","0.183829358548957","0.329010587940042"
"Grosse Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2013","kein Migrationshintergrund","Staedtischer Raum","6003","0.59270108598683","0.583130324124743","0.602271847848918"
"Einige Sorgen","2013","kein Migrationshintergrund","Laendlicher Raum","3756","0.600447263721706","0.58831281348759","0.612581713955822"
"Einige Sorgen","2013","direkter Migrationshintergrund","Staedtischer Raum","730","0.564037218544716","0.536828922627779","0.591245514461653"
"Einige Sorgen","2013","direkter Migrationshintergrund","Laendlicher Raum","230","","",""
"Einige Sorgen","2013","indirekter Migrationshintergrund","Staedtischer Raum","310","0.550489333660618","0.509652212544849","0.591326454776387"
"Einige Sorgen","2013","indirekter Migrationshintergrund","Laendlicher Raum","69","0.433647345739136","0.351261518419042","0.51603317305923"
"Einige Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2013","kein Migrationshintergrund","Staedtischer Raum","1355","","",""
"Keine Sorgen","2013","kein Migrationshintergrund","Laendlicher Raum","987","0.15206553078009","0.143169584506556","0.160961477053625"
"Keine Sorgen","2013","direkter Migrationshintergrund","Staedtischer Raum","232","","",""
"Keine Sorgen","2013","direkter Migrationshintergrund","Laendlicher Raum","55","0.133715453923698","0.100278428150802","0.167152479696595"
"Keine Sorgen","2013","indirekter Migrationshintergrund","Staedtischer Raum","93","0.178995326348589","0.147524777027377","0.210465875669802"
"Keine Sorgen","2013","indirekter Migrationshintergrund","Laendlicher Raum","30","0.309932681016364","0.233051489148594","0.386813872884135"
"Keine Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2013","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2014","kein Migrationshintergrund","Staedtischer Raum","3494","0.28087056769536","0.272921047363908","0.288820088026811"
"Grosse Sorgen","2014","kein Migrationshintergrund","Laendlicher Raum","1910","","",""
"Grosse Sorgen","2014","direkter Migrationshintergrund","Staedtischer Raum","1019","","",""
"Grosse Sorgen","2014","direkter Migrationshintergrund","Laendlicher Raum","303","0.249396717916188","0.225563546607795","0.273229889224582"
"Grosse Sorgen","2014","indirekter Migrationshintergrund","Staedtischer Raum","423","0.257179995588574","0.234706239059016","0.279653752118132"
"Grosse Sorgen","2014","indirekter Migrationshintergrund","Laendlicher Raum","89","0.266025224325081","0.218131766755247","0.313918681894914"
"Grosse Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2014","kein Migrationshintergrund","Staedtischer Raum","7199","0.58506677388089","0.576351599116295","0.593781948645486"
"Einige Sorgen","2014","kein Migrationshintergrund","Laendlicher Raum","4672","0.596041063262628","0.585172455629866","0.60690967089539"
"Einige Sorgen","2014","direkter Migrationshintergrund","Staedtischer Raum","2088","","",""
"Einige Sorgen","2014","direkter Migrationshintergrund","Laendlicher Raum","715","0.554894875586716","0.527519007948999","0.582270743224433"
"Einige Sorgen","2014","indirekter Migrationshintergrund","Staedtischer Raum","770","0.541760298434254","0.516141118234932","0.567379478633577"
"Einige Sorgen","2014","indirekter Migrationshintergrund","Laendlicher Raum","179","","",""
"Einige Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2014","kein Migrationshintergrund","Staedtischer Raum","1585","","",""
"Keine Sorgen","2014","kein Migrationshintergrund","Laendlicher Raum","1248","","",""
"Keine Sorgen","2014","direkter Migrationshintergrund","Staedtischer Raum","694","0.181220743332935","0.168974961280199","0.19346652538567"
"Keine Sorgen","2014","direkter Migrationshintergrund","Laendlicher Raum","248","","",""
"Keine Sorgen","2014","indirekter Migrationshintergrund","Staedtischer Raum","260","","",""
"Keine Sorgen","2014","indirekter Migrationshintergrund","Laendlicher Raum","59","0.164293612859803","0.124131975035791","0.204455250683815"
"Keine Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2014","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2015","kein Migrationshintergrund","Staedtischer Raum","3229","0.27715940847015","0.269001828279836","0.285316988660463"
"Grosse Sorgen","2015","kein Migrationshintergrund","Laendlicher Raum","1712","","",""
"Grosse Sorgen","2015","direkter Migrationshintergrund","Staedtischer Raum","769","0.260132518385172","0.244906192382143","0.275358844388202"
"Grosse Sorgen","2015","direkter Migrationshintergrund","Laendlicher Raum","233","","",""
"Grosse Sorgen","2015","indirekter Migrationshintergrund","Staedtischer Raum","371","0.262093656238946","0.238297322556685","0.285889989921207"
"Grosse Sorgen","2015","indirekter Migrationshintergrund","Laendlicher Raum","74","0.280889687664183","0.230284803772808","0.331494571555557"
"Grosse Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2015","kein Migrationshintergrund","Staedtischer Raum","6832","0.59283543322313","0.583881221946943","0.601789644499317"
"Einige Sorgen","2015","kein Migrationshintergrund","Laendlicher Raum","4519","0.600038057574353","0.588890643378615","0.611185471770091"
"Einige Sorgen","2015","direkter Migrationshintergrund","Staedtischer Raum","1814","","",""
"Einige Sorgen","2015","direkter Migrationshintergrund","Laendlicher Raum","628","0.593365609854996","0.564178110926357","0.622553108783635"
"Einige Sorgen","2015","indirekter Migrationshintergrund","Staedtischer Raum","708","0.528937410110878","0.501927532054297","0.555947288167459"
"Einige Sorgen","2015","indirekter Migrationshintergrund","Laendlicher Raum","176","","",""
"Einige Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2015","kein Migrationshintergrund","Staedtischer Raum","1504","","",""
"Keine Sorgen","2015","kein Migrationshintergrund","Laendlicher Raum","1188","","",""
"Keine Sorgen","2015","direkter Migrationshintergrund","Staedtischer Raum","606","0.185548995441874","0.17205680021099","0.199041190672759"
"Keine Sorgen","2015","direkter Migrationshintergrund","Laendlicher Raum","227","","",""
"Keine Sorgen","2015","indirekter Migrationshintergrund","Staedtischer Raum","233","","",""
"Keine Sorgen","2015","indirekter Migrationshintergrund","Laendlicher Raum","53","0.137626479801175","0.0988359702995225","0.176416989302828"
"Keine Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2015","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2016","kein Migrationshintergrund","Staedtischer Raum","3274","0.298847298634304","0.290224961582211","0.307469635686397"
"Grosse Sorgen","2016","kein Migrationshintergrund","Laendlicher Raum","1803","","",""
"Grosse Sorgen","2016","direkter Migrationshintergrund","Staedtischer Raum","958","0.277344218622624","0.26254214664245","0.292146290602798"
"Grosse Sorgen","2016","direkter Migrationshintergrund","Laendlicher Raum","314","0.253052611142858","0.228746103284983","0.277359119000734"
"Grosse Sorgen","2016","indirekter Migrationshintergrund","Staedtischer Raum","374","0.26175024962875","0.237183893578757","0.286316605678743"
"Grosse Sorgen","2016","indirekter Migrationshintergrund","Laendlicher Raum","77","0.255408931236487","0.206547708711122","0.304270153761853"
"Grosse Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2016","kein Migrationshintergrund","Staedtischer Raum","6202","0.569201868259643","0.559874393410479","0.578529343108807"
"Einige Sorgen","2016","kein Migrationshintergrund","Laendlicher Raum","4121","0.589161194038665","0.577586189984579","0.600736198092751"
"Einige Sorgen","2016","direkter Migrationshintergrund","Staedtischer Raum","1968","","",""
"Einige Sorgen","2016","direkter Migrationshintergrund","Laendlicher Raum","676","0.57697243024316","0.549351772493188","0.604593087993131"
"Einige Sorgen","2016","indirekter Migrationshintergrund","Staedtischer Raum","643","0.528852873089782","0.500956917505284","0.55674882867428"
"Einige Sorgen","2016","indirekter Migrationshintergrund","Laendlicher Raum","164","","",""
"Einige Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2016","kein Migrationshintergrund","Staedtischer Raum","1351","","",""
"Keine Sorgen","2016","kein Migrationshintergrund","Laendlicher Raum","1016","","",""
"Keine Sorgen","2016","direkter Migrationshintergrund","Staedtischer Raum","588","0.174012809182047","0.161477805157556","0.186547813206538"
"Keine Sorgen","2016","direkter Migrationshintergrund","Laendlicher Raum","239","","",""
"Keine Sorgen","2016","indirekter Migrationshintergrund","Staedtischer Raum","213","","",""
"Keine Sorgen","2016","indirekter Migrationshintergrund","Laendlicher Raum","65","0.174813205818391","0.132258202280121","0.21736820935666"
"Keine Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2016","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2017","kein Migrationshintergrund","Staedtischer Raum","4316","0.350892644434803","0.342442686431431","0.359342602438175"
"Grosse Sorgen","2017","kein Migrationshintergrund","Laendlicher Raum","2491","","",""
"Grosse Sorgen","2017","direkter Migrationshintergrund","Staedtischer Raum","1059","","",""
"Grosse Sorgen","2017","direkter Migrationshintergrund","Laendlicher Raum","319","0.278176978734888","0.252770756312697","0.303583201157078"
"Grosse Sorgen","2017","indirekter Migrationshintergrund","Staedtischer Raum","467","0.311225507148943","0.286876958027239","0.335574056270647"
"Grosse Sorgen","2017","indirekter Migrationshintergrund","Laendlicher Raum","91","0.309743010842527","0.257850541727756","0.361635479957297"
"Grosse Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2017","kein Migrationshintergrund","Staedtischer Raum","6679","0.537207706507148","0.528379482806731","0.546035930207565"
"Einige Sorgen","2017","kein Migrationshintergrund","Laendlicher Raum","4450","0.567379934447538","0.556422901732795","0.578336967162281"
"Einige Sorgen","2017","direkter Migrationshintergrund","Staedtischer Raum","1823","","",""
"Einige Sorgen","2017","direkter Migrationshintergrund","Laendlicher Raum","633","0.543738783394757","0.515498693747475","0.571978873042038"
"Einige Sorgen","2017","indirekter Migrationshintergrund","Staedtischer Raum","717","0.534806800638738","0.508575966139829","0.561037635137648"
"Einige Sorgen","2017","indirekter Migrationshintergrund","Laendlicher Raum","156","","",""
"Einige Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Einige Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Keine Sorgen","2017","kein Migrationshintergrund","Staedtischer Raum","1259","","",""
"Keine Sorgen","2017","kein Migrationshintergrund","Laendlicher Raum","913","0.114136566754039","0.107104249866158","0.12116888364192"
"Keine Sorgen","2017","direkter Migrationshintergrund","Staedtischer Raum","510","0.156374280472681","0.14415128257124","0.168597278374121"
"Keine Sorgen","2017","direkter Migrationshintergrund","Laendlicher Raum","243","","",""
"Keine Sorgen","2017","indirekter Migrationshintergrund","Staedtischer Raum","205","","",""
"Keine Sorgen","2017","indirekter Migrationshintergrund","Laendlicher Raum","58","0.14264076827567","0.103394224192378","0.181887312358963"
"Keine Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Keine Sorgen","2017","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Grosse Sorgen","2018","kein Migrationshintergrund","Staedtischer Raum","4051","0.336543262456109","0.328066908994473","0.345019615917746"
"Grosse Sorgen","2018","kein Migrationshintergrund","Laendlicher Raum","2165","","",""
"Grosse Sorgen","2018","direkter Migrationshintergrund","Staedtischer Raum","875","0.276616704658104","0.261284745484298","0.291948663831911"
"Grosse Sorgen","2018","direkter Migrationshintergrund","Laendlicher Raum","249","","",""
"Grosse Sorgen","2018","indirekter Migrationshintergrund","Staedtischer Raum","430","0.299642463574302","0.275533894005021","0.323751033143583"
"Grosse Sorgen","2018","indirekter Migrationshintergrund","Laendlicher Raum","86","0.28743580986305","0.237850214160644","0.337021405565457"
"Grosse Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"Grosse Sorgen","2018","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"Einige Sorgen","2018","kein Migrationshintergrund","Staedtischer Raum","6599","0.551119068631586","0.542196896430073","0.560041240833099"
"Einige Sorgen","2018","kein Migrationshintergrund","Laendlicher Raum","4280","0.575901484000779","0.564733136931625","0.587069831069932"
"Einige Sorgen","2018","direkter Migrationshintergrund","Staedtischer Raum","1800","","",""
