year,pgisced97,sex,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Lower Secondary Level,female,Yes,0.10100,253,2021,0.08786,0.11414
2017,Lower Secondary Level,female,No,0.88485,1768,2021,0.87093,0.89877
2017,Upper Secondary Level,male,Yes,0.08303,504,5852,0.07596,0.09010
2017,Upper Secondary Level,male,No,0.91655,5348,5852,0.90946,0.92363
2017,Upper Secondary Level,female,Yes,0.06294,504,6888,0.05720,0.06867
2017,Upper Secondary Level,female,No,0.93676,6384,6888,0.93101,0.94251
2017,Post-secondary Non-tertiary Level,male,Yes,0.14250,99,874,0.11931,0.16569
2017,Post-secondary Non-tertiary Level,male,No,0.85750,775,874,0.83431,0.88069
2017,Post-secondary Non-tertiary Level,female,Yes,0.06181,98,1438,0.04936,0.07426
2017,Post-secondary Non-tertiary Level,female,No,0.93819,1340,1438,0.92574,0.95064
2017,First Stage of Tertiary Education,male,No,0.97400,925,925,0.96374,0.98426
2017,First Stage of Tertiary Education,female,No,0.97930,577,577,0.96767,0.99093
2017,Second Stage of Tertiary Education,male,Yes,0.07287,227,3729,0.06453,0.08121
2017,Second Stage of Tertiary Education,male,No,0.92712,3502,3729,0.91878,0.93546
2017,Second Stage of Tertiary Education,female,Yes,0.09100,275,3520,0.08150,0.10050
2017,Second Stage of Tertiary Education,female,No,0.90900,3245,3520,0.89950,0.91850
2018,Pre-primary Level,male,Yes,0.51790,163,163,0.44095,0.59485
2018,Pre-primary Level,female,Yes,0.56184,184,184,0.48996,0.63373
2018,Primary Level,male,Yes,0.05870,74,874,0.04310,0.07429
2018,Primary Level,male,No,0.93268,800,874,0.91606,0.94930
2018,Primary Level,female,Yes,0.04274,61,895,0.02948,0.05600
2018,Primary Level,female,No,0.95336,834,895,0.93954,0.96718
2018,Lower Secondary Level,male,Yes,0.17775,305,1513,0.15848,0.19703
2018,Lower Secondary Level,male,No,0.79670,1208,1513,0.77641,0.81699
2018,Lower Secondary Level,female,Yes,0.09334,256,1913,0.08030,0.10638
2018,Lower Secondary Level,female,No,0.88833,1657,1913,0.87421,0.90245
2018,Upper Secondary Level,male,Yes,0.07284,493,5556,0.06601,0.07968
2018,Upper Secondary Level,male,No,0.92698,5063,5556,0.92014,0.93383
2018,Upper Secondary Level,female,Yes,0.06433,496,6584,0.05840,0.07026
2018,Upper Secondary Level,female,No,0.93546,6088,6584,0.92953,0.94140
2018,Post-secondary Non-tertiary Level,male,Yes,0.13085,91,840,0.10803,0.15367
2018,Post-secondary Non-tertiary Level,male,No,0.86915,749,840,0.84633,0.89197
2018,Post-secondary Non-tertiary Level,female,Yes,0.07048,80,1372,0.05693,0.08403
2018,Post-secondary Non-tertiary Level,female,No,0.92952,1292,1372,0.91597,0.94307
2018,First Stage of Tertiary Education,male,No,0.98401,860,860,0.97563,0.99240
2018,First Stage of Tertiary Education,female,No,0.98120,561,561,0.96995,0.99245
2018,Second Stage of Tertiary Education,male,Yes,0.07117,224,3553,0.06271,0.07963
2018,Second Stage of Tertiary Education,male,No,0.92872,3329,3553,0.92026,0.93718
2018,Second Stage of Tertiary Education,female,Yes,0.07924,258,3421,0.07019,0.08829
2018,Second Stage of Tertiary Education,female,No,0.92070,3163,3421,0.91164,0.92976
2019,Pre-primary Level,male,Yes,0.58118,162,162,0.50497,0.65739
2019,Pre-primary Level,female,Yes,0.61364,162,162,0.53842,0.68885
2019,Primary Level,male,Yes,0.05337,58,854,0.03828,0.06845
2019,Primary Level,male,No,0.93747,796,854,0.92122,0.95372
2019,Primary Level,female,Yes,0.08153,40,797,0.06252,0.10054
2019,Primary Level,female,No,0.91601,757,797,0.89674,0.93528
2019,Lower Secondary Level,male,Yes,0.17167,280,1410,0.15198,0.19136
2019,Lower Secondary Level,male,No,0.78844,1130,1410,0.76712,0.80977
2019,Lower Secondary Level,female,Yes,0.06668,209,1683,0.05476,0.07860
2019,Lower Secondary Level,female,No,0.90914,1474,1683,0.89540,0.92288
2019,Upper Secondary Level,male,Yes,0.07660,441,5382,0.06950,0.08371
2019,Upper Secondary Level,male,No,0.92314,4941,5382,0.91602,0.93026
2019,Upper Secondary Level,female,Yes,0.06738,505,6302,0.06119,0.07357
2019,Upper Secondary Level,female,No,0.93237,5797,6302,0.92617,0.93857
2019,Post-secondary Non-tertiary Level,male,Yes,0.11092,85,882,0.09019,0.13166
2019,Post-secondary Non-tertiary Level,male,No,0.88908,797,882,0.86834,0.90981
2019,Post-secondary Non-tertiary Level,female,Yes,0.06558,86,1375,0.05249,0.07867
2019,Post-secondary Non-tertiary Level,female,No,0.93442,1289,1375,0.92133,0.94751
2019,First Stage of Tertiary Education,male,No,0.98181,1061,1061,0.97377,0.98986
2019,First Stage of Tertiary Education,female,No,0.94634,564,564,0.92772,0.96495
2019,Second Stage of Tertiary Education,male,Yes,0.05946,230,4033,0.05216,0.06676
2019,Second Stage of Tertiary Education,male,No,0.94054,3803,4033,0.93324,0.94784
2019,Second Stage of Tertiary Education,female,Yes,0.07623,248,3548,0.06750,0.08497
2019,Second Stage of Tertiary Education,female,No,0.92370,3300,3548,0.91497,0.93244
2020,Pre-primary Level,male,Yes,0.50718,185,185,0.43494,0.57942
2020,Pre-primary Level,female,Yes,0.42018,155,155,0.34222,0.49814
2020,Primary Level,male,Yes,0.04701,67,1003,0.03390,0.06012
2020,Primary Level,male,No,0.95037,936,1003,0.93692,0.96381
2020,Primary Level,female,Yes,0.03400,44,806,0.02148,0.04652
2020,Primary Level,female,No,0.96494,762,806,0.95223,0.97764
2020,Lower Secondary Level,male,Yes,0.16751,274,1519,0.14873,0.18630
2020,Lower Secondary Level,male,No,0.80424,1245,1519,0.78428,0.82420
2020,Lower Secondary Level,female,Yes,0.09396,230,1711,0.08013,0.10779
2020,Lower Secondary Level,female,No,0.88940,1481,1711,0.87453,0.90426
2020,Upper Secondary Level,male,Yes,0.07990,474,5303,0.07261,0.08720
2020,Upper Secondary Level,male,No,0.91958,4829,5303,0.91226,0.92690
2020,Upper Secondary Level,female,Yes,0.06854,521,6063,0.06218,0.07490
2020,Upper Secondary Level,female,No,0.93038,5542,6063,0.92397,0.93678
2020,Post-secondary Non-tertiary Level,male,Yes,0.09624,79,946,0.07743,0.11504
2020,Post-secondary Non-tertiary Level,male,No,0.90376,867,946,0.88496,0.92257
2020,Post-secondary Non-tertiary Level,female,Yes,0.08760,110,1409,0.07284,0.10237
2020,Post-secondary Non-tertiary Level,female,No,0.91238,1299,1409,0.89761,0.92715
2020,First Stage of Tertiary Education,male,No,0.98415,910,910,0.97603,0.99227
2020,First Stage of Tertiary Education,female,No,0.98598,526,526,0.97592,0.99604
2020,Second Stage of Tertiary Education,male,Yes,0.06833,259,4099,0.06061,0.07606
2020,Second Stage of Tertiary Education,male,No,0.93167,3840,4099,0.92394,0.93939
2020,Second Stage of Tertiary Education,female,Yes,0.07704,283,3660,0.06840,0.08568
2020,Second Stage of Tertiary Education,female,No,0.92291,3377,3660,0.91426,0.93155
2021,Pre-primary Level,male,Yes,0.54284,93,93,0.44104,0.64463
2021,Pre-primary Level,female,Yes,0.43534,86,86,0.32993,0.54074
2021,Primary Level,male,Yes,0.04891,42,550,0.03087,0.06696
2021,Primary Level,male,No,0.94690,508,550,0.92815,0.96566
2021,Primary Level,female,Yes,0.02139,32,473,0.00834,0.03444
2021,Primary Level,female,No,0.96858,441,473,0.95284,0.98432
2021,Lower Secondary Level,male,Yes,0.16397,178,818,0.13858,0.18936
2021,Lower Secondary Level,male,No,0.79982,640,818,0.77239,0.82726
2021,Lower Secondary Level,female,Yes,0.07712,134,995,0.06054,0.09371
2021,Lower Secondary Level,female,No,0.89316,861,995,0.87396,0.91237
2021,Upper Secondary Level,male,Yes,0.08911,364,3371,0.07949,0.09873
2021,Upper Secondary Level,male,No,0.90748,3007,3371,0.89770,0.91727
2021,Upper Secondary Level,female,Yes,0.07954,389,4004,0.07116,0.08792
2021,Upper Secondary Level,female,No,0.91500,3615,4004,0.90636,0.92364
2021,Post-secondary Non-tertiary Level,male,Yes,0.09941,61,619,0.07582,0.12300
2021,Post-secondary Non-tertiary Level,male,No,0.90059,558,619,0.87700,0.92418
2021,Post-secondary Non-tertiary Level,female,Yes,0.08786,77,980,0.07013,0.10559
2021,Post-secondary Non-tertiary Level,female,No,0.91214,903,980,0.89441,0.92987
2021,First Stage of Tertiary Education,male,No,0.97429,599,599,0.96161,0.98698
2021,First Stage of Tertiary Education,female,No,0.97664,376,376,0.96135,0.99193
2021,Second Stage of Tertiary Education,male,Yes,0.07115,219,2953,0.06188,0.08043
2021,Second Stage of Tertiary Education,male,No,0.92801,2734,2953,0.91868,0.93733
2021,Second Stage of Tertiary Education,female,Yes,0.10062,223,2738,0.08935,0.11189
2021,Second Stage of Tertiary Education,female,No,0.89742,2515,2738,0.88605,0.90878
2022,Pre-primary Level,male,Yes,0.48249,110,149,0.40198,0.56299
2022,Pre-primary Level,male,No,0.11458,39,149,0.06326,0.16589
2022,Pre-primary Level,female,Yes,0.45838,132,167,0.38258,0.53418
2022,Pre-primary Level,female,No,0.12583,35,167,0.07538,0.17628
2022,Primary Level,male,No,0.94959,417,417,0.92856,0.97061
2022,Primary Level,female,No,0.96144,367,367,0.94171,0.98117
2022,Lower Secondary Level,male,Yes,0.13490,174,842,0.11181,0.15799
2022,Lower Secondary Level,male,No,0.83484,668,842,0.80975,0.85994
2022,Lower Secondary Level,female,Yes,0.06645,134,1024,0.05118,0.08171
2022,Lower Secondary Level,female,No,0.91319,890,1024,0.89593,0.93044
2022,Upper Secondary Level,male,Yes,0.10538,533,4203,0.09610,0.11467
2022,Upper Secondary Level,male,No,0.88345,3670,4203,0.87374,0.89315
2022,Upper Secondary Level,female,Yes,0.08311,566,4989,0.07545,0.09077
2022,Upper Secondary Level,female,No,0.90520,4423,4989,0.89707,0.91333
2022,Post-secondary Non-tertiary Level,male,Yes,0.11312,102,872,0.09209,0.13416
2022,Post-secondary Non-tertiary Level,male,No,0.88553,770,872,0.86438,0.90667
2022,Post-secondary Non-tertiary Level,female,Yes,0.10565,154,1320,0.08906,0.12224
2022,Post-secondary Non-tertiary Level,female,No,0.88745,1166,1320,0.87039,0.90451
2022,First Stage of Tertiary Education,male,No,0.97052,847,847,0.95912,0.98192
2022,First Stage of Tertiary Education,female,No,0.97449,482,482,0.96040,0.98858
2022,Second Stage of Tertiary Education,male,Yes,0.09262,427,4473,0.08412,0.10112
2022,Second Stage of Tertiary Education,male,No,0.90551,4046,4473,0.89693,0.91408
2022,Second Stage of Tertiary Education,female,Yes,0.09485,437,4161,0.08595,0.10376
2022,Second Stage of Tertiary Education,female,No,0.89833,3724,4161,0.88914,0.90751
