year,migback,quintil_oecd,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,No migration background,4th Quintile,Yes,0.08317,359,4356,0.07497,0.09137
2013,No migration background,4th Quintile,No,0.91683,3997,4356,0.90863,0.92503
2013,No migration background,5th Quintile,Yes,0.07455,314,4982,0.06726,0.08185
2013,No migration background,5th Quintile,No,0.92545,4668,4982,0.91815,0.93274
2013,Direct migration background,1st Quintile,Yes,0.10678,95,995,0.08758,0.12598
2013,Direct migration background,1st Quintile,No,0.89322,900,995,0.87402,0.91242
2013,Direct migration background,2nd Quintile,Yes,0.06224,48,728,0.04468,0.07980
2013,Direct migration background,2nd Quintile,No,0.93776,680,728,0.92020,0.95532
2013,Direct migration background,3rd Quintile,Yes,0.04282,31,470,0.02449,0.06114
2013,Direct migration background,3rd Quintile,No,0.95718,439,470,0.93886,0.97551
2013,Direct migration background,4th Quintile,No,0.96206,310,310,0.94075,0.98336
2013,Direct migration background,5th Quintile,No,0.95801,316,316,0.93586,0.98016
2013,Indirect migration background,1st Quintile,Yes,0.35494,116,310,0.30158,0.40829
2013,Indirect migration background,1st Quintile,No,0.64506,194,310,0.59171,0.69842
2013,Indirect migration background,2nd Quintile,Yes,0.32650,83,252,0.26848,0.38451
2013,Indirect migration background,2nd Quintile,No,0.67350,169,252,0.61549,0.73152
2013,Indirect migration background,3rd Quintile,Yes,0.25256,62,200,0.19219,0.31292
2013,Indirect migration background,3rd Quintile,No,0.74744,138,200,0.68708,0.80781
2013,Indirect migration background,4th Quintile,Yes,0.26372,35,173,0.19787,0.32958
2013,Indirect migration background,4th Quintile,No,0.73628,138,173,0.67042,0.80213
2013,Indirect migration background,5th Quintile,Yes,0.22655,47,191,0.16703,0.28608
2013,Indirect migration background,5th Quintile,No,0.77345,144,191,0.71392,0.83297
2014,No migration background,1st Quintile,Yes,0.13864,516,3347,0.12693,0.15035
2014,No migration background,1st Quintile,No,0.86136,2831,3347,0.84965,0.87307
2014,No migration background,2nd Quintile,Yes,0.08518,351,3799,0.07630,0.09406
2014,No migration background,2nd Quintile,No,0.91482,3448,3799,0.90594,0.92370
2014,No migration background,3rd Quintile,Yes,0.09108,342,3991,0.08215,0.10001
2014,No migration background,3rd Quintile,No,0.90892,3649,3991,0.89999,0.91785
2014,No migration background,4th Quintile,Yes,0.08031,353,4288,0.07218,0.08845
2014,No migration background,4th Quintile,No,0.91969,3935,4288,0.91155,0.92782
2014,No migration background,5th Quintile,Yes,0.06809,299,4672,0.06086,0.07531
2014,No migration background,5th Quintile,No,0.93191,4373,4672,0.92469,0.93914
2014,Direct migration background,1st Quintile,Yes,0.10838,210,1952,0.09459,0.12217
2014,Direct migration background,1st Quintile,No,0.89162,1742,1952,0.87783,0.90541
2014,Direct migration background,2nd Quintile,Yes,0.09160,127,1334,0.07612,0.10709
2014,Direct migration background,2nd Quintile,No,0.90840,1207,1334,0.89291,0.92388
2014,Direct migration background,3rd Quintile,Yes,0.07814,70,890,0.06050,0.09578
2014,Direct migration background,3rd Quintile,No,0.92186,820,890,0.90422,0.93950
2014,Direct migration background,4th Quintile,Yes,0.04779,47,600,0.03071,0.06488
2014,Direct migration background,4th Quintile,No,0.95221,553,600,0.93512,0.96929
2014,Direct migration background,5th Quintile,Yes,0.06718,34,502,0.04526,0.08910
2014,Direct migration background,5th Quintile,No,0.93282,468,502,0.91090,0.95474
2014,Indirect migration background,1st Quintile,Yes,0.41646,192,526,0.37429,0.45863
2014,Indirect migration background,1st Quintile,No,0.58354,334,526,0.54137,0.62571
2014,Indirect migration background,2nd Quintile,Yes,0.32002,106,385,0.27336,0.36668
2014,Indirect migration background,2nd Quintile,No,0.67998,279,385,0.63332,0.72664
2014,Indirect migration background,3rd Quintile,Yes,0.24530,68,283,0.19508,0.29552
2014,Indirect migration background,3rd Quintile,No,0.75470,215,283,0.70448,0.80492
2014,Indirect migration background,4th Quintile,Yes,0.26505,68,275,0.21279,0.31731
2014,Indirect migration background,4th Quintile,No,0.73495,207,275,0.68269,0.78721
2014,Indirect migration background,5th Quintile,Yes,0.20812,43,229,0.15543,0.26082
2014,Indirect migration background,5th Quintile,No,0.79188,186,229,0.73918,0.84457
2015,No migration background,1st Quintile,Yes,0.14152,450,3036,0.12912,0.15392
2015,No migration background,1st Quintile,No,0.85848,2586,3036,0.84608,0.87088
2015,No migration background,2nd Quintile,Yes,0.08329,349,3783,0.07448,0.09209
2015,No migration background,2nd Quintile,No,0.91671,3434,3783,0.90791,0.92552
2015,No migration background,3rd Quintile,Yes,0.08774,327,3759,0.07870,0.09679
2015,No migration background,3rd Quintile,No,0.91226,3432,3759,0.90321,0.92130
2015,No migration background,4th Quintile,Yes,0.07749,327,3993,0.06919,0.08578
2015,No migration background,4th Quintile,No,0.92251,3666,3993,0.91422,0.93081
2015,No migration background,5th Quintile,Yes,0.06318,278,4464,0.05604,0.07031
2015,No migration background,5th Quintile,No,0.93682,4186,4464,0.92969,0.94396
2015,Direct migration background,1st Quintile,Yes,0.08799,151,1608,0.07414,0.10184
2015,Direct migration background,1st Quintile,No,0.91201,1457,1608,0.89816,0.92586
2015,Direct migration background,2nd Quintile,Yes,0.05457,92,1140,0.04137,0.06776
2015,Direct migration background,2nd Quintile,No,0.94543,1048,1140,0.93224,0.95863
2015,Direct migration background,3rd Quintile,Yes,0.08170,60,818,0.06292,0.10048
2015,Direct migration background,3rd Quintile,No,0.91830,758,818,0.89952,0.93708
2015,Direct migration background,4th Quintile,No,0.96969,486,486,0.95443,0.98495
2015,Direct migration background,5th Quintile,No,0.95936,431,431,0.94069,0.97802
2015,Indirect migration background,1st Quintile,Yes,0.48440,218,484,0.43983,0.52897
2015,Indirect migration background,1st Quintile,No,0.51560,266,484,0.47103,0.56017
2015,Indirect migration background,2nd Quintile,Yes,0.24266,91,346,0.19742,0.28790
2015,Indirect migration background,2nd Quintile,No,0.75734,255,346,0.71210,0.80258
2015,Indirect migration background,3rd Quintile,Yes,0.30513,82,277,0.25081,0.35946
2015,Indirect migration background,3rd Quintile,No,0.69487,195,277,0.64054,0.74919
2015,Indirect migration background,4th Quintile,Yes,0.20416,55,260,0.15507,0.25325
2015,Indirect migration background,4th Quintile,No,0.79584,205,260,0.74675,0.84493
2015,Indirect migration background,5th Quintile,Yes,0.22726,37,195,0.16829,0.28623
2015,Indirect migration background,5th Quintile,No,0.77274,158,195,0.71377,0.83171
2016,No migration background,1st Quintile,Yes,0.16154,416,2782,0.14786,0.17522
2016,No migration background,1st Quintile,No,0.83846,2366,2782,0.82478,0.85214
2016,No migration background,2nd Quintile,Yes,0.08089,290,3460,0.07180,0.08997
2016,No migration background,2nd Quintile,No,0.91911,3170,3460,0.91003,0.92820
2016,No migration background,3rd Quintile,Yes,0.09332,297,3553,0.08376,0.10289
2016,No migration background,3rd Quintile,No,0.90668,3256,3553,0.89711,0.91624
2016,No migration background,4th Quintile,Yes,0.06594,275,3785,0.05803,0.07385
2016,No migration background,4th Quintile,No,0.93406,3510,3785,0.92615,0.94197
2016,No migration background,5th Quintile,Yes,0.06683,272,4180,0.05926,0.07440
2016,No migration background,5th Quintile,No,0.93317,3908,4180,0.92560,0.94074
2016,Direct migration background,1st Quintile,Yes,0.09629,211,1844,0.08282,0.10976
2016,Direct migration background,1st Quintile,No,0.90371,1633,1844,0.89024,0.91718
2016,Direct migration background,2nd Quintile,Yes,0.04941,75,1272,0.03749,0.06132
2016,Direct migration background,2nd Quintile,No,0.95059,1197,1272,0.93868,0.96251
2016,Direct migration background,3rd Quintile,Yes,0.04903,58,807,0.03412,0.06394
2016,Direct migration background,3rd Quintile,No,0.95097,749,807,0.93606,0.96588
2016,Direct migration background,4th Quintile,Yes,0.05917,42,618,0.04055,0.07778
2016,Direct migration background,4th Quintile,No,0.94083,576,618,0.92222,0.95945
2016,Direct migration background,5th Quintile,No,0.97134,473,473,0.95629,0.98639
2016,Indirect migration background,1st Quintile,Yes,0.40368,178,431,0.35730,0.45005
2016,Indirect migration background,1st Quintile,No,0.59632,253,431,0.54995,0.64270
2016,Indirect migration background,2nd Quintile,Yes,0.43758,132,359,0.38619,0.48897
2016,Indirect migration background,2nd Quintile,No,0.56242,227,359,0.51103,0.61381
2016,Indirect migration background,3rd Quintile,Yes,0.23366,54,263,0.18242,0.28490
2016,Indirect migration background,3rd Quintile,No,0.76634,209,263,0.71510,0.81758
2016,Indirect migration background,4th Quintile,Yes,0.22282,60,234,0.16938,0.27625
2016,Indirect migration background,4th Quintile,No,0.77718,174,234,0.72375,0.83062
2016,Indirect migration background,5th Quintile,Yes,0.24397,33,193,0.18322,0.30472
2016,Indirect migration background,5th Quintile,No,0.75603,160,193,0.69528,0.81678
2017,No migration background,1st Quintile,Yes,0.15253,422,2639,0.13881,0.16625
2017,No migration background,1st Quintile,No,0.84747,2217,2639,0.83375,0.86119
2017,No migration background,2nd Quintile,Yes,0.08213,316,3313,0.07278,0.09148
2017,No migration background,2nd Quintile,No,0.91787,2997,3313,0.90852,0.92722
2017,No migration background,3rd Quintile,Yes,0.07133,288,3444,0.06273,0.07993
2017,No migration background,3rd Quintile,No,0.92867,3156,3444,0.92007,0.93727
2017,No migration background,4th Quintile,Yes,0.08412,296,3635,0.07510,0.09315
2017,No migration background,4th Quintile,No,0.91588,3339,3635,0.90685,0.92490
2017,No migration background,5th Quintile,Yes,0.06720,261,3921,0.05936,0.07503
2017,No migration background,5th Quintile,No,0.93280,3660,3921,0.92497,0.94064
2017,Direct migration background,1st Quintile,Yes,0.09798,321,3134,0.08757,0.10839
2017,Direct migration background,1st Quintile,No,0.90202,2813,3134,0.89161,0.91243
2017,Direct migration background,2nd Quintile,Yes,0.06753,96,1293,0.05385,0.08122
2017,Direct migration background,2nd Quintile,No,0.93247,1197,1293,0.91878,0.94615
2017,Direct migration background,3rd Quintile,Yes,0.03896,43,745,0.02506,0.05287
2017,Direct migration background,3rd Quintile,No,0.96104,702,745,0.94713,0.97494
2017,Direct migration background,4th Quintile,No,0.97545,480,480,0.96159,0.98931
2017,Direct migration background,5th Quintile,No,0.96359,413,413,0.94551,0.98168
2017,Indirect migration background,1st Quintile,Yes,0.40878,174,447,0.36315,0.45440
2017,Indirect migration background,1st Quintile,No,0.59122,273,447,0.54560,0.63685
2017,Indirect migration background,2nd Quintile,Yes,0.37100,93,294,0.31569,0.42631
2017,Indirect migration background,2nd Quintile,No,0.62900,201,294,0.57369,0.68431
2017,Indirect migration background,3rd Quintile,Yes,0.24855,63,249,0.19476,0.30234
2017,Indirect migration background,3rd Quintile,No,0.75145,186,249,0.69766,0.80524
2017,Indirect migration background,4th Quintile,Yes,0.19854,53,216,0.14522,0.25186
2017,Indirect migration background,4th Quintile,No,0.80146,163,216,0.74814,0.85478
2017,Indirect migration background,5th Quintile,Yes,0.26358,42,197,0.20190,0.32526
2017,Indirect migration background,5th Quintile,No,0.73642,155,197,0.67474,0.79810
2018,No migration background,1st Quintile,Yes,0.15679,457,2854,0.14344,0.17013
2018,No migration background,1st Quintile,No,0.84321,2397,2854,0.82987,0.85656
2018,No migration background,2nd Quintile,Yes,0.08018,359,3666,0.07139,0.08897
2018,No migration background,2nd Quintile,No,0.91982,3307,3666,0.91103,0.92861
2018,No migration background,3rd Quintile,Yes,0.07652,306,3697,0.06795,0.08509
2018,No migration background,3rd Quintile,No,0.92348,3391,3697,0.91491,0.93205
2018,No migration background,4th Quintile,Yes,0.07042,314,4004,0.06250,0.07835
2018,No migration background,4th Quintile,No,0.92958,3690,4004,0.92165,0.93750
2018,No migration background,5th Quintile,Yes,0.06023,268,4426,0.05322,0.06724
2018,No migration background,5th Quintile,No,0.93977,4158,4426,0.93276,0.94678
2018,Direct migration background,1st Quintile,Yes,0.10013,408,3894,0.09070,0.10956
2018,Direct migration background,1st Quintile,No,0.89987,3486,3894,0.89044,0.90930
2018,Direct migration background,2nd Quintile,Yes,0.04860,96,1270,0.03677,0.06043
2018,Direct migration background,2nd Quintile,No,0.95140,1174,1270,0.93957,0.96323
2018,Direct migration background,3rd Quintile,Yes,0.04464,46,832,0.03060,0.05869
2018,Direct migration background,3rd Quintile,No,0.95536,786,832,0.94131,0.96940
2018,Direct migration background,4th Quintile,No,0.97702,509,509,0.96399,0.99005
2018,Direct migration background,5th Quintile,No,0.95189,411,411,0.93117,0.97260
2018,Indirect migration background,1st Quintile,Yes,0.42754,176,426,0.38051,0.47458
2018,Indirect migration background,1st Quintile,No,0.57246,250,426,0.52542,0.61949
2018,Indirect migration background,2nd Quintile,Yes,0.26972,112,382,0.22516,0.31429
2018,Indirect migration background,2nd Quintile,No,0.73028,270,382,0.68571,0.77484
2018,Indirect migration background,3rd Quintile,Yes,0.28750,74,294,0.23568,0.33933
2018,Indirect migration background,3rd Quintile,No,0.71250,220,294,0.66067,0.76432
2018,Indirect migration background,4th Quintile,Yes,0.20868,45,195,0.15149,0.26586
2018,Indirect migration background,4th Quintile,No,0.79132,150,195,0.73414,0.84851
2018,Indirect migration background,5th Quintile,Yes,0.12855,41,211,0.08328,0.17381
2018,Indirect migration background,5th Quintile,No,0.87145,170,211,0.82619,0.91672
2019,No migration background,1st Quintile,Yes,0.15511,416,2720,0.14150,0.16871
2019,No migration background,1st Quintile,No,0.84489,2304,2720,0.83129,0.85850
2019,No migration background,2nd Quintile,Yes,0.07907,352,3478,0.07010,0.08804
2019,No migration background,2nd Quintile,No,0.92093,3126,3478,0.91196,0.92990
2019,No migration background,3rd Quintile,Yes,0.08003,303,3488,0.07102,0.08903
2019,No migration background,3rd Quintile,No,0.91997,3185,3488,0.91097,0.92898
2019,No migration background,4th Quintile,Yes,0.06590,301,3647,0.05785,0.07395
2019,No migration background,4th Quintile,No,0.93410,3346,3647,0.92605,0.94215
2019,No migration background,5th Quintile,Yes,0.05184,240,4156,0.04510,0.05858
2019,No migration background,5th Quintile,No,0.94816,3916,4156,0.94142,0.95490
2019,Direct migration background,1st Quintile,Yes,0.09392,398,3945,0.08482,0.10303
2019,Direct migration background,1st Quintile,No,0.90608,3547,3945,0.89697,0.91518
2019,Direct migration background,2nd Quintile,Yes,0.06098,85,1134,0.04705,0.07491
2019,Direct migration background,2nd Quintile,No,0.93902,1049,1134,0.92509,0.95295
2019,Direct migration background,3rd Quintile,Yes,0.04009,47,676,0.02529,0.05489
2019,Direct migration background,3rd Quintile,No,0.95991,629,676,0.94511,0.97471
2019,Direct migration background,4th Quintile,No,0.92753,420,420,0.90270,0.95235
2019,Direct migration background,5th Quintile,No,0.97637,439,439,0.96215,0.99060
2019,Indirect migration background,1st Quintile,Yes,0.46151,169,415,0.41348,0.50953
2019,Indirect migration background,1st Quintile,No,0.53849,246,415,0.49047,0.58652
2019,Indirect migration background,2nd Quintile,Yes,0.25459,96,314,0.20633,0.30285
2019,Indirect migration background,2nd Quintile,No,0.74541,218,314,0.69715,0.79367
2019,Indirect migration background,3rd Quintile,Yes,0.22810,67,280,0.17886,0.27734
2019,Indirect migration background,3rd Quintile,No,0.77190,213,280,0.72266,0.82114
2019,Indirect migration background,4th Quintile,Yes,0.19863,39,189,0.14160,0.25566
2019,Indirect migration background,4th Quintile,No,0.80137,150,189,0.74434,0.85840
2019,Indirect migration background,5th Quintile,Yes,0.12443,44,212,0.07990,0.16897
2019,Indirect migration background,5th Quintile,No,0.87557,168,212,0.83103,0.92010
2020,No migration background,1st Quintile,Yes,0.14663,399,2638,0.13313,0.16013
2020,No migration background,1st Quintile,No,0.85337,2239,2638,0.83987,0.86687
2020,No migration background,2nd Quintile,Yes,0.08336,331,3455,0.07414,0.09258
2020,No migration background,2nd Quintile,No,0.91664,3124,3455,0.90742,0.92586
2020,No migration background,3rd Quintile,Yes,0.08598,312,3416,0.07658,0.09539
2020,No migration background,3rd Quintile,No,0.91402,3104,3416,0.90461,0.92342
2020,No migration background,4th Quintile,Yes,0.08064,304,3821,0.07200,0.08927
2020,No migration background,4th Quintile,No,0.91936,3517,3821,0.91073,0.92800
2020,No migration background,5th Quintile,Yes,0.05620,299,5173,0.04992,0.06248
2020,No migration background,5th Quintile,No,0.94380,4874,5173,0.93752,0.95008
2020,Direct migration background,1st Quintile,Yes,0.07745,330,3539,0.06864,0.08626
2020,Direct migration background,1st Quintile,No,0.92255,3209,3539,0.91374,0.93136
2020,Direct migration background,2nd Quintile,Yes,0.05079,78,1066,0.03760,0.06397
2020,Direct migration background,2nd Quintile,No,0.94921,988,1066,0.93603,0.96240
2020,Direct migration background,3rd Quintile,Yes,0.05007,36,578,0.03227,0.06786
2020,Direct migration background,3rd Quintile,No,0.94993,542,578,0.93214,0.96773
2020,Direct migration background,4th Quintile,Yes,0.04525,33,474,0.02652,0.06398
2020,Direct migration background,4th Quintile,No,0.95475,441,474,0.93602,0.97348
2020,Direct migration background,5th Quintile,No,0.96529,475,475,0.94881,0.98177
2020,Indirect migration background,1st Quintile,Yes,0.42788,169,408,0.37981,0.47595
2020,Indirect migration background,1st Quintile,No,0.57212,239,408,0.52405,0.62019
2020,Indirect migration background,2nd Quintile,Yes,0.24829,90,317,0.20066,0.29593
2020,Indirect migration background,2nd Quintile,No,0.75171,227,317,0.70407,0.79934
2020,Indirect migration background,3rd Quintile,Yes,0.29789,69,276,0.24383,0.35194
2020,Indirect migration background,3rd Quintile,No,0.70211,207,276,0.64806,0.75617
2020,Indirect migration background,4th Quintile,Yes,0.13290,46,232,0.08912,0.17667
2020,Indirect migration background,4th Quintile,No,0.86710,186,232,0.82333,0.91088
2020,Indirect migration background,5th Quintile,Yes,0.15129,49,286,0.10969,0.19290
2020,Indirect migration background,5th Quintile,No,0.84871,237,286,0.80710,0.89031
2021,No migration background,1st Quintile,Yes,0.16089,319,1957,0.14460,0.17717
2021,No migration background,1st Quintile,No,0.83911,1638,1957,0.82283,0.85540
2021,No migration background,2nd Quintile,Yes,0.09446,229,2399,0.08275,0.10616
2021,No migration background,2nd Quintile,No,0.90554,2170,2399,0.89384,0.91725
2021,No migration background,3rd Quintile,Yes,0.08414,227,2465,0.07318,0.09510
2021,No migration background,3rd Quintile,No,0.91586,2238,2465,0.90490,0.92682
2021,No migration background,4th Quintile,Yes,0.07684,200,2645,0.06669,0.08699
2021,No migration background,4th Quintile,No,0.92316,2445,2645,0.91301,0.93331
2021,No migration background,5th Quintile,Yes,0.05604,205,3655,0.04858,0.06350
2021,No migration background,5th Quintile,No,0.94396,3450,3655,0.93650,0.95142
2021,Direct migration background,1st Quintile,Yes,0.07519,340,2596,0.06505,0.08534
2021,Direct migration background,1st Quintile,No,0.92481,2256,2596,0.91466,0.93495
2021,Direct migration background,2nd Quintile,Yes,0.05008,78,943,0.03615,0.06401
2021,Direct migration background,2nd Quintile,No,0.94992,865,943,0.93599,0.96385
2021,Direct migration background,3rd Quintile,Yes,0.05770,46,529,0.03781,0.07759
2021,Direct migration background,3rd Quintile,No,0.94230,483,529,0.92241,0.96219
2021,Direct migration background,4th Quintile,Yes,0.05257,38,399,0.03064,0.07449
2021,Direct migration background,4th Quintile,No,0.94743,361,399,0.92551,0.96936
2021,Direct migration background,5th Quintile,No,0.93946,414,414,0.91646,0.96246
2021,Indirect migration background,1st Quintile,Yes,0.27315,92,236,0.21618,0.33012
2021,Indirect migration background,1st Quintile,No,0.72685,144,236,0.66988,0.78382
2021,Indirect migration background,2nd Quintile,Yes,0.31022,66,204,0.24659,0.37386
2021,Indirect migration background,2nd Quintile,No,0.68978,138,204,0.62614,0.75341
2021,Indirect migration background,3rd Quintile,Yes,0.21451,39,148,0.14815,0.28087
2021,Indirect migration background,3rd Quintile,No,0.78549,109,148,0.71913,0.85185
2021,Indirect migration background,4th Quintile,Yes,0.18088,35,150,0.11908,0.24269
2021,Indirect migration background,4th Quintile,No,0.81912,115,150,0.75731,0.88092
2021,Indirect migration background,5th Quintile,Yes,0.09474,34,190,0.05299,0.13650
2021,Indirect migration background,5th Quintile,No,0.90526,156,190,0.86350,0.94701
2022,No migration background,1st Quintile,Yes,0.15445,296,1748,0.13751,0.17140
2022,No migration background,1st Quintile,No,0.84555,1452,1748,0.82860,0.86249
2022,No migration background,2nd Quintile,Yes,0.06772,201,2214,0.05725,0.07819
2022,No migration background,2nd Quintile,No,0.93228,2013,2214,0.92181,0.94275
2022,No migration background,3rd Quintile,Yes,0.06642,196,2310,0.05626,0.07658
2022,No migration background,3rd Quintile,No,0.93358,2114,2310,0.92342,0.94374
2022,No migration background,4th Quintile,Yes,0.05856,178,2579,0.04949,0.06762
2022,No migration background,4th Quintile,No,0.94144,2401,2579,0.93238,0.95051
2022,No migration background,5th Quintile,Yes,0.05905,191,3455,0.05119,0.06691
2022,No migration background,5th Quintile,No,0.94095,3264,3455,0.93309,0.94881
2022,Direct migration background,1st Quintile,Yes,0.09858,325,2300,0.08639,0.11076
2022,Direct migration background,1st Quintile,No,0.90142,1975,2300,0.88924,0.91361
2022,Direct migration background,2nd Quintile,Yes,0.06947,77,817,0.05203,0.08692
2022,Direct migration background,2nd Quintile,No,0.93053,740,817,0.91308,0.94797
2022,Direct migration background,3rd Quintile,Yes,0.04087,42,494,0.02339,0.05835
2022,Direct migration background,3rd Quintile,No,0.95913,452,494,0.94165,0.97661
2022,Direct migration background,4th Quintile,No,0.97323,366,366,0.95667,0.98979
2022,Direct migration background,5th Quintile,No,0.93148,351,351,0.90501,0.95795
2022,Indirect migration background,1st Quintile,Yes,0.24931,70,203,0.18965,0.30897
2022,Indirect migration background,1st Quintile,No,0.75069,133,203,0.69103,0.81035
2022,Indirect migration background,2nd Quintile,Yes,0.31704,46,179,0.24868,0.38540
2022,Indirect migration background,2nd Quintile,No,0.68296,133,179,0.61460,0.75132
2022,Indirect migration background,3rd Quintile,Yes,0.11792,35,148,0.06578,0.17006
2022,Indirect migration background,3rd Quintile,No,0.88208,113,148,0.82994,0.93422
2022,Indirect migration background,4th Quintile,No,0.82886,104,104,0.75613,0.90160
2022,Indirect migration background,5th Quintile,No,0.91061,146,146,0.86417,0.95705
