year,pgisced97,sampreg,train,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Second Stage of Tertiary Education,West,Yes,0.06714,401,5885,0.06075,0.07354
2019,Second Stage of Tertiary Education,West,No,0.93282,5484,5885,0.92643,0.93922
2019,Second Stage of Tertiary Education,East,Yes,0.06743,75,1664,0.05538,0.07948
2019,Second Stage of Tertiary Education,East,No,0.93257,1589,1664,0.92052,0.94462
2020,Pre-primary Level,West,Yes,0.45649,277,277,0.39772,0.51526
2020,Pre-primary Level,East,Yes,0.50156,63,63,0.37710,0.62602
2020,Primary Level,West,Yes,0.03973,96,1571,0.03007,0.04939
2020,Primary Level,West,No,0.95879,1475,1571,0.94896,0.96862
2020,Primary Level,East,No,0.95612,223,223,0.92918,0.98306
2020,Lower Secondary Level,West,Yes,0.12340,433,2764,0.11114,0.13567
2020,Lower Secondary Level,West,No,0.85848,2331,2764,0.84548,0.87148
2020,Lower Secondary Level,East,Yes,0.14334,71,467,0.11152,0.17516
2020,Lower Secondary Level,East,No,0.80682,396,467,0.77097,0.84266
2020,Upper Secondary Level,West,Yes,0.07812,854,8825,0.07252,0.08372
2020,Upper Secondary Level,West,No,0.92094,7971,8825,0.91531,0.92657
2020,Upper Secondary Level,East,Yes,0.05664,143,2544,0.04765,0.06562
2020,Upper Secondary Level,East,No,0.94305,2401,2544,0.93404,0.95206
2020,Post-secondary Non-tertiary Level,West,Yes,0.09670,166,2031,0.08384,0.10955
2020,Post-secondary Non-tertiary Level,West,No,0.90329,1865,2031,0.89043,0.91615
2020,Post-secondary Non-tertiary Level,East,No,0.95078,302,302,0.92634,0.97522
2020,First Stage of Tertiary Education,West,No,0.98156,1047,1047,0.97340,0.98971
2020,First Stage of Tertiary Education,East,No,0.99552,389,389,0.98888,1.00217
2020,Second Stage of Tertiary Education,West,Yes,0.07847,464,6112,0.07173,0.08521
2020,Second Stage of Tertiary Education,West,No,0.92150,5648,6112,0.91475,0.92824
2020,Second Stage of Tertiary Education,East,Yes,0.04410,79,1648,0.03418,0.05401
2020,Second Stage of Tertiary Education,East,No,0.95590,1569,1648,0.94599,0.96582
2021,Pre-primary Level,West,Yes,0.48858,145,145,0.40693,0.57022
2021,Pre-primary Level,East,Yes,0.48949,34,34,0.31893,0.66005
2021,Primary Level,West,Yes,0.03442,61,899,0.02250,0.04634
2021,Primary Level,West,No,0.95903,838,899,0.94607,0.97199
2021,Primary Level,East,No,0.93555,111,111,0.88966,0.98144
2021,Lower Secondary Level,West,Yes,0.10433,262,1554,0.08912,0.11953
2021,Lower Secondary Level,West,No,0.86346,1292,1554,0.84638,0.88053
2021,Lower Secondary Level,East,Yes,0.18665,50,260,0.13920,0.23410
2021,Lower Secondary Level,East,No,0.77916,210,260,0.72864,0.82968
2021,Upper Secondary Level,West,Yes,0.08631,630,5701,0.07902,0.09360
2021,Upper Secondary Level,West,No,0.90972,5071,5701,0.90228,0.91716
2021,Upper Secondary Level,East,Yes,0.07461,125,1676,0.06203,0.08720
2021,Upper Secondary Level,East,No,0.91859,1551,1676,0.90550,0.93169
2021,Post-secondary Non-tertiary Level,West,Yes,0.09336,114,1377,0.07799,0.10873
2021,Post-secondary Non-tertiary Level,West,No,0.90664,1263,1377,0.89127,0.92201
2021,Post-secondary Non-tertiary Level,East,No,0.91403,199,199,0.87499,0.95308
2021,First Stage of Tertiary Education,West,No,0.97521,713,713,0.96379,0.98663
2021,First Stage of Tertiary Education,East,No,0.97481,262,262,0.95580,0.99382
2021,Second Stage of Tertiary Education,West,Yes,0.09228,377,4504,0.08383,0.10074
2021,Second Stage of Tertiary Education,West,No,0.90616,4127,4504,0.89764,0.91467
2021,Second Stage of Tertiary Education,East,Yes,0.05031,66,1189,0.03788,0.06274
2021,Second Stage of Tertiary Education,East,No,0.94924,1123,1189,0.93676,0.96173
2022,Pre-primary Level,West,Yes,0.48955,201,257,0.42832,0.55079
2022,Pre-primary Level,West,No,0.11834,56,257,0.07877,0.15791
2022,Pre-primary Level,East,Yes,0.31071,41,41,0.16730,0.45413
2022,Primary Level,West,Yes,0.03253,50,720,0.01956,0.04550
2022,Primary Level,West,No,0.95632,670,720,0.94138,0.97126
2022,Primary Level,East,No,0.94874,114,114,0.90808,0.98940
2022,Lower Secondary Level,West,Yes,0.08439,246,1519,0.07040,0.09837
2022,Lower Secondary Level,West,No,0.89525,1273,1519,0.87984,0.91065
2022,Lower Secondary Level,East,Yes,0.15140,62,349,0.11374,0.18906
2022,Lower Secondary Level,East,No,0.79855,287,349,0.75641,0.84069
2022,Upper Secondary Level,West,Yes,0.09441,875,7067,0.08760,0.10123
2022,Upper Secondary Level,West,No,0.89267,6192,7067,0.88545,0.89989
2022,Upper Secondary Level,East,Yes,0.08858,227,2130,0.07651,0.10065
2022,Upper Secondary Level,East,No,0.90714,1903,2130,0.89481,0.91947
2022,Post-secondary Non-tertiary Level,West,Yes,0.10652,210,1813,0.09232,0.12073
2022,Post-secondary Non-tertiary Level,West,No,0.88853,1603,1813,0.87404,0.90302
2022,Post-secondary Non-tertiary Level,East,Yes,0.12830,48,381,0.09468,0.16193
2022,Post-secondary Non-tertiary Level,East,No,0.86951,333,381,0.83564,0.90338
2022,First Stage of Tertiary Education,West,No,0.97102,994,994,0.96058,0.98145
2022,First Stage of Tertiary Education,East,No,0.97482,335,335,0.95801,0.99162
2022,Second Stage of Tertiary Education,West,Yes,0.10102,755,6893,0.09391,0.10814
2022,Second Stage of Tertiary Education,West,No,0.89510,6138,6893,0.88787,0.90234
2022,Second Stage of Tertiary Education,East,Yes,0.05556,111,1749,0.04482,0.06629
2022,Second Stage of Tertiary Education,East,No,0.93869,1638,1749,0.92745,0.94994
