,Unnamed: 0,year,bula_h,sex,plh0106,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
660,660,2021,Mecklenburg-Western Pomerania,male,Very important,0.15472,37,16736,0.10192,0.23551
661,661,2021,Mecklenburg-Western Pomerania,male,Important,0.53039,90,16736,0.40735,0.68328
662,662,2021,Mecklenburg-Western Pomerania,male,Less important,0.3149,52,16736,0.21468,0.41388
663,663,2021,Mecklenburg-Western Pomerania,female,Very important,0.16124,33,16736,0.10525,0.231
664,664,2021,Mecklenburg-Western Pomerania,female,Important,0.56173,113,16736,0.45934,0.67471
665,665,2021,Mecklenburg-Western Pomerania,female,Less important,0.27702,57,16736,0.21206,0.35199
666,666,2021,Saxony,male,Very important,0.17262,102,16736,0.13087,0.21609
667,667,2021,Saxony,male,Important,0.61303,290,16736,0.51994,0.69843
668,668,2021,Saxony,male,Less important,0.21435,129,16736,0.17179,0.25666
669,669,2021,Saxony,female,Very important,0.20319,104,16736,0.15931,0.25643
670,670,2021,Saxony,female,Important,0.56139,299,16736,0.48316,0.6522
671,671,2021,Saxony,female,Less important,0.23541,153,16736,0.19919,0.28176
672,672,2021,Saxony-Anhalt,male,Very important,0.14796,37,16736,0.07386,0.23793
673,673,2021,Saxony-Anhalt,male,Important,0.61568,152,16736,0.50057,0.78359
674,674,2021,Saxony-Anhalt,male,Less important,0.23636,58,16736,0.17026,0.31389
675,675,2021,Saxony-Anhalt,female,Very important,0.08688,38,16736,0.06854,0.11436
676,676,2021,Saxony-Anhalt,female,Important,0.56431,169,16736,0.45256,0.67588
677,677,2021,Saxony-Anhalt,female,Less important,0.34881,84,16736,0.26044,0.43608
678,678,2021,Thuringa,male,Very important,0.30497,53,16736,0.19873,0.41504
679,679,2021,Thuringa,male,Important,0.47979,143,16736,0.37956,0.6034
680,680,2021,Thuringa,male,Less important,0.21524,53,16736,0.15047,0.29072
681,681,2021,Thuringa,female,Very important,0.14975,58,16736,0.10017,0.20788
682,682,2021,Thuringa,female,Important,0.51887,167,16736,0.43116,0.60473
683,683,2021,Thuringa,female,Less important,0.33137,102,16736,0.24505,0.41891
