"plh0106","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Wichtig","2015","1 Einkommensschwächstes Quintil","männlich","","","",""
"Wichtig","2015","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Wichtig","2015","2","männlich","","","",""
"Wichtig","2015","2","weiblich","","","",""
"Wichtig","2015","3","männlich","","","",""
"Wichtig","2015","3","weiblich","","","",""
"Wichtig","2015","4","männlich","","","",""
"Wichtig","2015","4","weiblich","","","",""
"Wichtig","2015","5 Einkommensstärkstes Quintil","männlich","","","",""
"Wichtig","2015","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Weniger wichtig","2015","1 Einkommensschwächstes Quintil","männlich","","","",""
"Weniger wichtig","2015","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Weniger wichtig","2015","2","männlich","","","",""
"Weniger wichtig","2015","2","weiblich","","","",""
"Weniger wichtig","2015","3","männlich","","","",""
"Weniger wichtig","2015","3","weiblich","","","",""
"Weniger wichtig","2015","4","männlich","","","",""
"Weniger wichtig","2015","4","weiblich","","","",""
"Weniger wichtig","2015","5 Einkommensstärkstes Quintil","männlich","","","",""
"Weniger wichtig","2015","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ganz unwichtig","2015","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ganz unwichtig","2015","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ganz unwichtig","2015","2","männlich","","","",""
"Ganz unwichtig","2015","2","weiblich","","","",""
"Ganz unwichtig","2015","3","männlich","","","",""
"Ganz unwichtig","2015","3","weiblich","","","",""
"Ganz unwichtig","2015","4","männlich","","","",""
"Ganz unwichtig","2015","4","weiblich","","","",""
"Ganz unwichtig","2015","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ganz unwichtig","2015","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Sehr wichtig","2016","1 Einkommensschwächstes Quintil","männlich","289","0.202981173896619","0.181986907458877","0.223975440334362"
"Sehr wichtig","2016","1 Einkommensschwächstes Quintil","weiblich","398","0.204514878518356","0.186090210064313","0.222939546972399"
"Sehr wichtig","2016","2","männlich","294","0.170803379722983","0.152913780060694","0.188692979385272"
"Sehr wichtig","2016","2","weiblich","446","0.168919022479165","0.153633118065644","0.184204926892686"
"Sehr wichtig","2016","3","männlich","312","0.171002417681993","0.153770794751294","0.188234040612692"
"Sehr wichtig","2016","3","weiblich","382","0.138902653722264","0.124817544780751","0.152987762663777"
"Sehr wichtig","2016","4","männlich","460","0.169815046659274","0.155771612003034","0.183858481315515"
"Sehr wichtig","2016","4","weiblich","523","0.158592214543329","0.145869837737013","0.171314591349646"
"Sehr wichtig","2016","5 Einkommensstärkstes Quintil","männlich","605","0.187656909650235","0.174443387796932","0.200870431503538"
"Sehr wichtig","2016","5 Einkommensstärkstes Quintil","weiblich","638","0.193211039934717","0.180034619731976","0.206387460137458"
"Wichtig","2016","1 Einkommensschwächstes Quintil","männlich","761","0.507861995610627","0.481767143249332","0.533956847971921"
"Wichtig","2016","1 Einkommensschwächstes Quintil","weiblich","911","0.461522980114372","0.438750965759508","0.484294994469235"
"Wichtig","2016","2","männlich","968","0.538925859021024","0.515229941771129","0.562621776270919"
"Wichtig","2016","2","weiblich","1176","0.488942497290921","0.468548894032855","0.509336100548988"
"Wichtig","2016","3","männlich","1001","0.554566872748252","0.531820264746286","0.577313480750218"
"Wichtig","2016","3","weiblich","1205","0.527575764562699","0.507243426762513","0.547908102362885"
"Wichtig","2016","4","männlich","1503","0.560979018307143","0.542417488295424","0.579540548318861"
"Wichtig","2016","4","weiblich","1666","0.511905644111203","0.494496760925279","0.529314527297128"
"Wichtig","2016","5 Einkommensstärkstes Quintil","männlich","1818","0.544799007048736","0.52794565410358","0.561652359993892"
"Wichtig","2016","5 Einkommensstärkstes Quintil","weiblich","1782","0.500106389890389","0.483419650305841","0.516793129474937"
"Weniger wichtig","2016","1 Einkommensschwächstes Quintil","männlich","317","0.24786970498411","0.225332668870826","0.270406741097393"
"Weniger wichtig","2016","1 Einkommensschwächstes Quintil","weiblich","461","0.287010523018565","0.266346652736122","0.307674393301008"
"Weniger wichtig","2016","2","männlich","378","0.243613163440691","0.223207722348295","0.264018604533087"
"Weniger wichtig","2016","2","weiblich","598","0.290104533349483","0.271590346266953","0.308618720432014"
"Weniger wichtig","2016","3","männlich","463","0.237945425506117","0.218456847914355","0.257434003097879"
"Weniger wichtig","2016","3","weiblich","655","0.295206494068583","0.276629616713078","0.313783371424089"
"Weniger wichtig","2016","4","männlich","709","0.243770370752713","0.227711495367293","0.259829246138133"
"Weniger wichtig","2016","4","weiblich","891","0.290520088480846","0.274708256354428","0.306331920607264"
"Weniger wichtig","2016","5 Einkommensstärkstes Quintil","männlich","859","0.250027320258986","0.235372414953785","0.264682225564188"
"Weniger wichtig","2016","5 Einkommensstärkstes Quintil","weiblich","935","0.278051986984038","0.263099361421517","0.293004612546559"
"Ganz unwichtig","2016","1 Einkommensschwächstes Quintil","männlich","43","0.0412871255086441","0.0309025167712106","0.0516717342460777"
"Ganz unwichtig","2016","1 Einkommensschwächstes Quintil","weiblich","71","0.0469516183487083","0.0372887969135388","0.0566144397838778"
"Ganz unwichtig","2016","2","männlich","60","0.0466575978153021","0.0366320232176804","0.0566831724129237"
"Ganz unwichtig","2016","2","weiblich","88","0.0520339468804297","0.0429730754893301","0.0610948182715294"
"Ganz unwichtig","2016","3","männlich","58","0.0364852840636383","0.0279043124095621","0.0450662557177145"
"Ganz unwichtig","2016","3","weiblich","74","0.0383150876464533","0.030497367380179","0.0461328079127275"
"Ganz unwichtig","2016","4","männlich","74","0.0254355642808705","0.0195468051264663","0.0313243234352747"
"Ganz unwichtig","2016","4","weiblich","87","0.0389820528646213","0.0322410864787829","0.0457230192504596"
"Ganz unwichtig","2016","5 Einkommensstärkstes Quintil","männlich","72","0.0175167630420428","0.0130770381071774","0.0219564879769081"
"Ganz unwichtig","2016","5 Einkommensstärkstes Quintil","weiblich","94","0.0286305831908563","0.0230650240252237","0.0341961423564888"
