year,pgisced97,sampreg,doctoryn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2014,Primary Level,West,Yes,0.74196,332,447,0.70135,0.78257
2014,Primary Level,West,No,0.25804,115,447,0.21743,0.29865
2014,Primary Level,East,Yes,0.68859,36,36,0.53518,0.84201
2014,Lower Secondary Level,West,Yes,0.73568,1906,2722,0.71911,0.75225
2014,Lower Secondary Level,West,No,0.26432,816,2722,0.24775,0.28089
2014,Lower Secondary Level,East,Yes,0.76751,268,377,0.72481,0.81021
2014,Lower Secondary Level,East,No,0.23249,109,377,0.18979,0.27519
2014,Upper Secondary Level,West,Yes,0.71214,6775,9652,0.70311,0.72117
2014,Upper Secondary Level,West,No,0.28786,2877,9652,0.27883,0.29689
2014,Upper Secondary Level,East,Yes,0.73663,2053,2841,0.72043,0.75283
2014,Upper Secondary Level,East,No,0.26337,788,2841,0.24717,0.27957
2014,Post-secondary Non-tertiary Level,West,Yes,0.70556,1238,1743,0.68415,0.72696
2014,Post-secondary Non-tertiary Level,West,No,0.29444,505,1743,0.27304,0.31585
2014,Post-secondary Non-tertiary Level,East,Yes,0.63894,182,296,0.58413,0.69375
2014,Post-secondary Non-tertiary Level,East,No,0.36106,114,296,0.30625,0.41587
2014,First Stage of Tertiary Education,West,Yes,0.70498,818,1182,0.67897,0.73099
2014,First Stage of Tertiary Education,West,No,0.29502,364,1182,0.26901,0.32103
2014,First Stage of Tertiary Education,East,Yes,0.76534,314,407,0.72411,0.80656
2014,First Stage of Tertiary Education,East,No,0.23466,93,407,0.19344,0.27589
2014,Second Stage of Tertiary Education,West,Yes,0.70693,3288,4771,0.69401,0.71985
2014,Second Stage of Tertiary Education,West,No,0.29307,1483,4771,0.28015,0.30599
2014,Second Stage of Tertiary Education,East,Yes,0.77395,1091,1435,0.75230,0.79560
2014,Second Stage of Tertiary Education,East,No,0.22605,344,1435,0.20440,0.24770
2015,No answer / don't know,West,Yes,0.63018,332,530,0.58904,0.67132
2015,No answer / don't know,West,No,0.36982,198,530,0.32868,0.41096
2015,No answer / don't know,East,Yes,0.63890,53,53,0.50835,0.76945
2015,Pre-primary Level,West,Yes,0.73583,204,294,0.68535,0.78632
2015,Pre-primary Level,West,No,0.26417,90,294,0.21368,0.31465
2015,Primary Level,West,Yes,0.78643,265,360,0.74404,0.82883
2015,Primary Level,West,No,0.21357,95,360,0.17117,0.25596
2015,Primary Level,East,Yes,0.67629,35,35,0.51901,0.83356
2015,Lower Secondary Level,West,Yes,0.71013,1628,2327,0.69170,0.72857
2015,Lower Secondary Level,West,No,0.28987,699,2327,0.27143,0.30830
2015,Lower Secondary Level,East,Yes,0.68916,242,338,0.63975,0.73858
2015,Lower Secondary Level,East,No,0.31084,96,338,0.26142,0.36025
2015,Upper Secondary Level,West,Yes,0.73376,6340,8931,0.72459,0.74293
2015,Upper Secondary Level,West,No,0.26624,2591,8931,0.25707,0.27541
2015,Upper Secondary Level,East,Yes,0.72319,1920,2675,0.70624,0.74015
2015,Upper Secondary Level,East,No,0.27681,755,2675,0.25985,0.29376
2015,Post-secondary Non-tertiary Level,West,Yes,0.69148,1149,1674,0.66935,0.71361
2015,Post-secondary Non-tertiary Level,West,No,0.30852,525,1674,0.28639,0.33065
2015,Post-secondary Non-tertiary Level,East,Yes,0.70866,190,275,0.65486,0.76246
2015,Post-secondary Non-tertiary Level,East,No,0.29134,85,275,0.23754,0.34514
2015,First Stage of Tertiary Education,West,Yes,0.72016,767,1119,0.69384,0.74647
2015,First Stage of Tertiary Education,West,No,0.27984,352,1119,0.25353,0.30616
2015,First Stage of Tertiary Education,East,Yes,0.73589,288,395,0.69236,0.77942
2015,First Stage of Tertiary Education,East,No,0.26411,107,395,0.22058,0.30764
2015,Second Stage of Tertiary Education,West,Yes,0.71486,3135,4494,0.70165,0.72806
2015,Second Stage of Tertiary Education,West,No,0.28514,1359,4494,0.27194,0.29835
2015,Second Stage of Tertiary Education,East,Yes,0.75890,1029,1365,0.73620,0.78160
2015,Second Stage of Tertiary Education,East,No,0.24110,336,1365,0.21840,0.26380
2016,No answer / don't know,West,Yes,0.64035,306,500,0.59824,0.68246
2016,No answer / don't know,West,No,0.35965,194,500,0.31754,0.40176
2016,No answer / don't know,East,Yes,0.63563,55,90,0.53565,0.73562
2016,No answer / don't know,East,No,0.36437,35,90,0.26438,0.46435
2016,Pre-primary Level,West,Yes,0.60403,180,288,0.54745,0.66061
2016,Pre-primary Level,West,No,0.39597,108,288,0.33939,0.45255
2016,Pre-primary Level,East,Yes,0.67189,34,34,0.51169,0.83209
2016,Primary Level,West,Yes,0.70992,246,353,0.66252,0.75733
2016,Primary Level,West,No,0.29008,107,353,0.24267,0.33748
2016,Lower Secondary Level,West,Yes,0.71109,1544,2237,0.69230,0.72988
2016,Lower Secondary Level,West,No,0.28891,693,2237,0.27012,0.30770
2016,Lower Secondary Level,East,Yes,0.71636,235,313,0.66634,0.76638
2016,Lower Secondary Level,East,No,0.28364,78,313,0.23362,0.33366
2016,Upper Secondary Level,West,Yes,0.71873,5833,8386,0.70910,0.72835
2016,Upper Secondary Level,West,No,0.28127,2553,8386,0.27165,0.29090
2016,Upper Secondary Level,East,Yes,0.71397,1804,2537,0.69638,0.73155
2016,Upper Secondary Level,East,No,0.28603,733,2537,0.26845,0.30362
2016,Post-secondary Non-tertiary Level,West,Yes,0.67347,1173,1739,0.65142,0.69551
2016,Post-secondary Non-tertiary Level,West,No,0.32653,566,1739,0.30449,0.34858
2016,Post-secondary Non-tertiary Level,East,Yes,0.72504,190,272,0.67188,0.77820
2016,Post-secondary Non-tertiary Level,East,No,0.27496,82,272,0.22180,0.32812
2016,First Stage of Tertiary Education,West,Yes,0.71116,720,1028,0.68344,0.73888
2016,First Stage of Tertiary Education,West,No,0.28884,308,1028,0.26112,0.31656
2016,First Stage of Tertiary Education,East,Yes,0.70201,268,364,0.65496,0.74906
2016,First Stage of Tertiary Education,East,No,0.29799,96,364,0.25094,0.34504
2016,Second Stage of Tertiary Education,West,Yes,0.71318,3129,4529,0.70001,0.72636
2016,Second Stage of Tertiary Education,West,No,0.28682,1400,4529,0.27364,0.29999
2016,Second Stage of Tertiary Education,East,Yes,0.75381,988,1333,0.73067,0.77694
2016,Second Stage of Tertiary Education,East,No,0.24619,345,1333,0.22306,0.26933
2017,No answer / don't know,West,Yes,0.69146,347,511,0.65137,0.73155
2017,No answer / don't know,West,No,0.30854,164,511,0.26845,0.34863
2017,No answer / don't know,East,Yes,0.66921,56,94,0.57359,0.76484
2017,No answer / don't know,East,No,0.33079,38,94,0.23516,0.42641
2017,Pre-primary Level,West,Yes,0.72860,234,331,0.68062,0.77658
2017,Pre-primary Level,West,No,0.27140,97,331,0.22342,0.31938
2017,Pre-primary Level,East,Yes,0.71858,43,43,0.58258,0.85458
2017,Primary Level,West,Yes,0.73724,289,391,0.69356,0.78092
2017,Primary Level,West,No,0.26276,102,391,0.21908,0.30644
2017,Lower Secondary Level,West,Yes,0.73859,1688,2342,0.72079,0.75639
2017,Lower Secondary Level,West,No,0.26141,654,2342,0.24361,0.27921
2017,Lower Secondary Level,East,Yes,0.75650,275,375,0.71300,0.80000
2017,Lower Secondary Level,East,No,0.24350,100,375,0.20000,0.28700
2017,Upper Secondary Level,West,Yes,0.73535,6566,9144,0.72631,0.74440
2017,Upper Secondary Level,West,No,0.26465,2578,9144,0.25560,0.27369
2017,Upper Secondary Level,East,Yes,0.74541,2068,2836,0.72937,0.76144
2017,Upper Secondary Level,East,No,0.25459,768,2836,0.23856,0.27063
2017,Post-secondary Non-tertiary Level,West,Yes,0.72298,1309,1869,0.70268,0.74327
2017,Post-secondary Non-tertiary Level,West,No,0.27702,560,1869,0.25673,0.29732
2017,Post-secondary Non-tertiary Level,East,Yes,0.67203,223,326,0.62099,0.72307
2017,Post-secondary Non-tertiary Level,East,No,0.32797,103,326,0.27693,0.37901
2017,First Stage of Tertiary Education,West,Yes,0.70906,805,1129,0.68255,0.73557
2017,First Stage of Tertiary Education,West,No,0.29094,324,1129,0.26443,0.31745
2017,First Stage of Tertiary Education,East,Yes,0.80915,296,396,0.77040,0.84791
2017,First Stage of Tertiary Education,East,No,0.19085,100,396,0.15209,0.22960
2017,Second Stage of Tertiary Education,West,Yes,0.71441,3586,5054,0.70196,0.72687
2017,Second Stage of Tertiary Education,West,No,0.28559,1468,5054,0.27313,0.29804
2017,Second Stage of Tertiary Education,East,Yes,0.79154,1108,1430,0.77048,0.81260
2017,Second Stage of Tertiary Education,East,No,0.20846,322,1430,0.18740,0.22952
2018,No answer / don't know,West,Yes,0.60360,328,535,0.56211,0.64509
2018,No answer / don't know,West,No,0.39640,207,535,0.35491,0.43789
2018,No answer / don't know,East,Yes,0.71712,65,65,0.60677,0.82747
2018,Pre-primary Level,West,Yes,0.68287,180,279,0.62817,0.73758
2018,Pre-primary Level,West,No,0.31713,99,279,0.26242,0.37183
2018,Pre-primary Level,East,Yes,0.61728,32,32,0.44618,0.78839
2018,Primary Level,West,Yes,0.72931,296,420,0.68677,0.77186
2018,Primary Level,West,No,0.27069,124,420,0.22814,0.31323
2018,Primary Level,East,Yes,0.76260,40,40,0.62905,0.89614
2018,Lower Secondary Level,West,Yes,0.71713,1614,2286,0.69866,0.73560
2018,Lower Secondary Level,West,No,0.28287,672,2286,0.26440,0.30134
2018,Lower Secondary Level,East,Yes,0.64629,262,399,0.59932,0.69326
2018,Lower Secondary Level,East,No,0.35371,137,399,0.30674,0.40068
2018,Upper Secondary Level,West,Yes,0.73151,6296,8724,0.72221,0.74081
2018,Upper Secondary Level,West,No,0.26849,2428,8724,0.25919,0.27779
2018,Upper Secondary Level,East,Yes,0.73632,2027,2766,0.71990,0.75275
2018,Upper Secondary Level,East,No,0.26368,739,2766,0.24725,0.28010
2018,Post-secondary Non-tertiary Level,West,Yes,0.71226,1279,1799,0.69133,0.73319
2018,Post-secondary Non-tertiary Level,West,No,0.28774,520,1799,0.26681,0.30867
2018,Post-secondary Non-tertiary Level,East,Yes,0.67167,213,322,0.62030,0.72305
2018,Post-secondary Non-tertiary Level,East,No,0.32833,109,322,0.27695,0.37970
2018,First Stage of Tertiary Education,West,Yes,0.69268,754,1052,0.66479,0.72058
2018,First Stage of Tertiary Education,West,No,0.30732,298,1052,0.27942,0.33521
2018,First Stage of Tertiary Education,East,Yes,0.77332,304,387,0.73155,0.81508
2018,First Stage of Tertiary Education,East,No,0.22668,83,387,0.18492,0.26845
2018,Second Stage of Tertiary Education,West,Yes,0.72998,3520,4937,0.71759,0.74236
2018,Second Stage of Tertiary Education,West,No,0.27002,1417,4937,0.25764,0.28241
2018,Second Stage of Tertiary Education,East,Yes,0.77371,1081,1391,0.75171,0.79571
2018,Second Stage of Tertiary Education,East,No,0.22629,310,1391,0.20429,0.24829
2019,No answer / don't know,West,Yes,0.67059,287,457,0.62745,0.71373
2019,No answer / don't know,West,No,0.32941,170,457,0.28627,0.37255
2019,No answer / don't know,East,Yes,0.62172,59,110,0.53067,0.71276
2019,No answer / don't know,East,No,0.37828,51,110,0.28724,0.46933
2019,Pre-primary Level,West,Yes,0.73075,180,278,0.67851,0.78299
2019,Pre-primary Level,West,No,0.26925,98,278,0.21701,0.32149
2019,Pre-primary Level,East,Yes,0.67561,36,36,0.52051,0.83070
2019,Primary Level,West,Yes,0.77900,250,342,0.73496,0.82304
2019,Primary Level,West,No,0.22100,92,342,0.17696,0.26504
2019,Primary Level,East,Yes,0.77516,35,35,0.63483,0.91549
2019,Lower Secondary Level,West,Yes,0.73484,1463,2037,0.71567,0.75402
2019,Lower Secondary Level,West,No,0.26516,574,2037,0.24598,0.28433
2019,Lower Secondary Level,East,Yes,0.74510,261,375,0.70093,0.78927
2019,Lower Secondary Level,East,No,0.25490,114,375,0.21073,0.29907
2019,Upper Secondary Level,West,Yes,0.74715,6192,8489,0.73790,0.75639
2019,Upper Secondary Level,West,No,0.25285,2297,8489,0.24361,0.26210
2019,Upper Secondary Level,East,Yes,0.73640,1906,2603,0.71947,0.75333
2019,Upper Secondary Level,East,No,0.26360,697,2603,0.24667,0.28053
2019,Post-secondary Non-tertiary Level,West,Yes,0.71896,1300,1844,0.69843,0.73948
2019,Post-secondary Non-tertiary Level,West,No,0.28104,544,1844,0.26052,0.30157
2019,Post-secondary Non-tertiary Level,East,Yes,0.64990,215,321,0.59763,0.70216
2019,Post-secondary Non-tertiary Level,East,No,0.35010,106,321,0.29784,0.40237
2019,First Stage of Tertiary Education,West,Yes,0.68976,866,1212,0.66371,0.71582
2019,First Stage of Tertiary Education,West,No,0.31024,346,1212,0.28418,0.33629
2019,First Stage of Tertiary Education,East,Yes,0.77303,320,438,0.73376,0.81231
2019,First Stage of Tertiary Education,East,No,0.22697,118,438,0.18769,0.26624
2019,Second Stage of Tertiary Education,West,Yes,0.72484,3858,5391,0.71292,0.73676
2019,Second Stage of Tertiary Education,West,No,0.27516,1533,5391,0.26324,0.28708
2019,Second Stage of Tertiary Education,East,Yes,0.76092,1180,1583,0.73990,0.78194
2019,Second Stage of Tertiary Education,East,No,0.23908,403,1583,0.21806,0.26010
2020,No answer / don't know,West,Yes,0.52854,373,738,0.49250,0.56458
2020,No answer / don't know,West,No,0.47146,365,738,0.43542,0.50750
2020,No answer / don't know,East,Yes,0.43940,66,124,0.35169,0.52712
2020,No answer / don't know,East,No,0.56060,58,124,0.47288,0.64831
2020,Pre-primary Level,West,Yes,0.63184,168,287,0.57594,0.68774
2020,Pre-primary Level,West,No,0.36816,119,287,0.31226,0.42406
2020,Pre-primary Level,East,Yes,0.63693,34,34,0.47286,0.80100
2020,Primary Level,West,Yes,0.64235,684,1284,0.61613,0.66858
2020,Primary Level,West,No,0.35765,600,1284,0.33142,0.38387
2020,Primary Level,East,Yes,0.69569,92,189,0.62991,0.76146
2020,Primary Level,East,No,0.30431,97,189,0.23854,0.37009
2020,Lower Secondary Level,West,Yes,0.67472,1599,2577,0.65663,0.69281
2020,Lower Secondary Level,West,No,0.32528,978,2577,0.30719,0.34337
2020,Lower Secondary Level,East,Yes,0.65779,269,446,0.61371,0.70187
2020,Lower Secondary Level,East,No,0.34221,177,446,0.29813,0.38629
2020,Upper Secondary Level,West,Yes,0.69437,5797,8628,0.68465,0.70409
2020,Upper Secondary Level,West,No,0.30563,2831,8628,0.29591,0.31535
2020,Upper Secondary Level,East,Yes,0.70419,1724,2514,0.68635,0.72204
2020,Upper Secondary Level,East,No,0.29581,790,2514,0.27796,0.31365
2020,Post-secondary Non-tertiary Level,West,Yes,0.65715,1304,2015,0.63642,0.67788
2020,Post-secondary Non-tertiary Level,West,No,0.34285,711,2015,0.32212,0.36358
2020,Post-secondary Non-tertiary Level,East,Yes,0.59673,195,325,0.54332,0.65015
2020,Post-secondary Non-tertiary Level,East,No,0.40327,130,325,0.34985,0.45668
2020,First Stage of Tertiary Education,West,Yes,0.64590,711,1063,0.61713,0.67466
2020,First Stage of Tertiary Education,West,No,0.35410,352,1063,0.32534,0.38287
2020,First Stage of Tertiary Education,East,Yes,0.72015,283,389,0.67548,0.76482
2020,First Stage of Tertiary Education,East,No,0.27985,106,389,0.23518,0.32452
2020,Second Stage of Tertiary Education,West,Yes,0.68186,3923,6018,0.67010,0.69363
2020,Second Stage of Tertiary Education,West,No,0.31814,2095,6018,0.30637,0.32990
2020,Second Stage of Tertiary Education,East,Yes,0.73025,1135,1635,0.70873,0.75177
2020,Second Stage of Tertiary Education,East,No,0.26975,500,1635,0.24823,0.29127
2021,No answer / don't know,West,Yes,0.64976,327,506,0.60816,0.69137
2021,No answer / don't know,West,No,0.35024,179,506,0.30863,0.39184
2021,No answer / don't know,East,Yes,0.82908,71,71,0.74089,0.91726
2021,Pre-primary Level,West,Yes,0.71128,104,154,0.63947,0.78309
2021,Pre-primary Level,West,No,0.28872,50,154,0.21691,0.36053
2021,Primary Level,West,Yes,0.69019,112,176,0.62167,0.75870
2021,Primary Level,West,No,0.30981,64,176,0.24130,0.37833
2021,Lower Secondary Level,West,Yes,0.73032,812,1155,0.70472,0.75593
2021,Lower Secondary Level,West,No,0.26968,343,1155,0.24407,0.29528
2021,Lower Secondary Level,East,Yes,0.61725,144,218,0.55258,0.68192
2021,Lower Secondary Level,East,No,0.38275,74,218,0.31808,0.44742
2021,Upper Secondary Level,West,Yes,0.74221,3896,5334,0.73047,0.75395
2021,Upper Secondary Level,West,No,0.25779,1438,5334,0.24605,0.26953
2021,Upper Secondary Level,East,Yes,0.72073,1167,1624,0.69891,0.74256
2021,Upper Secondary Level,East,No,0.27927,457,1624,0.25744,0.30109
2021,Post-secondary Non-tertiary Level,West,Yes,0.67856,916,1310,0.65326,0.70386
2021,Post-secondary Non-tertiary Level,West,No,0.32144,394,1310,0.29614,0.34674
2021,Post-secondary Non-tertiary Level,East,Yes,0.63958,148,217,0.57555,0.70361
2021,Post-secondary Non-tertiary Level,East,No,0.36042,69,217,0.29639,0.42445
2021,First Stage of Tertiary Education,West,Yes,0.70713,539,735,0.67421,0.74005
2021,First Stage of Tertiary Education,West,No,0.29287,196,735,0.25995,0.32579
2021,First Stage of Tertiary Education,East,Yes,0.77597,208,266,0.72577,0.82617
2021,First Stage of Tertiary Education,East,No,0.22403,58,266,0.17383,0.27423
2021,Second Stage of Tertiary Education,West,Yes,0.71563,2997,4158,0.70191,0.72934
2021,Second Stage of Tertiary Education,West,No,0.28437,1161,4158,0.27066,0.29809
2021,Second Stage of Tertiary Education,East,Yes,0.74044,868,1130,0.71487,0.76601
2021,Second Stage of Tertiary Education,East,No,0.25956,262,1130,0.23399,0.28513
2022,No answer / don't know,West,Yes,0.68578,1677,2580,0.66786,0.70370
2022,No answer / don't know,West,No,0.31422,903,2580,0.29630,0.33214
2022,No answer / don't know,East,Yes,0.58786,409,639,0.54967,0.62605
2022,No answer / don't know,East,No,0.41214,230,639,0.37395,0.45033
2022,Pre-primary Level,West,Yes,0.63240,151,247,0.57214,0.69265
2022,Pre-primary Level,West,No,0.36760,96,247,0.30735,0.42786
2022,Primary Level,West,Yes,0.70685,465,705,0.67323,0.74048
2022,Primary Level,West,No,0.29315,240,705,0.25952,0.32677
2022,Primary Level,East,Yes,0.51812,75,116,0.42679,0.60944
2022,Primary Level,East,No,0.48188,41,116,0.39056,0.57321
2022,Lower Secondary Level,West,Yes,0.70108,978,1435,0.67738,0.72477
2022,Lower Secondary Level,West,No,0.29892,457,1435,0.27523,0.32262
2022,Lower Secondary Level,East,Yes,0.68359,229,330,0.63333,0.73384
2022,Lower Secondary Level,East,No,0.31641,101,330,0.26616,0.36667
2022,Upper Secondary Level,West,Yes,0.70327,4426,6389,0.69207,0.71447
2022,Upper Secondary Level,West,No,0.29673,1963,6389,0.28553,0.30793
2022,Upper Secondary Level,East,Yes,0.71080,1312,1920,0.69051,0.73108
2022,Upper Secondary Level,East,No,0.28920,608,1920,0.26892,0.30949
2022,Post-secondary Non-tertiary Level,West,Yes,0.67646,1129,1671,0.65402,0.69890
2022,Post-secondary Non-tertiary Level,West,No,0.32354,542,1671,0.30110,0.34598
2022,Post-secondary Non-tertiary Level,East,Yes,0.65614,229,353,0.60652,0.70576
2022,Post-secondary Non-tertiary Level,East,No,0.34386,124,353,0.29424,0.39348
2022,First Stage of Tertiary Education,West,Yes,0.67454,625,904,0.64398,0.70510
2022,First Stage of Tertiary Education,West,No,0.32546,279,904,0.29490,0.35602
2022,First Stage of Tertiary Education,East,Yes,0.71764,215,290,0.66574,0.76954
2022,First Stage of Tertiary Education,East,No,0.28236,75,290,0.23046,0.33426
2022,Second Stage of Tertiary Education,West,Yes,0.67505,4261,6339,0.66352,0.68658
2022,Second Stage of Tertiary Education,West,No,0.32495,2078,6339,0.31342,0.33648
2022,Second Stage of Tertiary Education,East,Yes,0.70253,1067,1546,0.67974,0.72533
2022,Second Stage of Tertiary Education,East,No,0.29747,479,1546,0.27467,0.32026
