year,hhtyp,regtyp,hgeqpter,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Other Combinations,Rural regions,Yes,0.68355,59,59,0.56385,0.80324
2022,No answer / don't know,Urban regions,Yes,0.86098,242,304,0.82202,0.89993
2022,No answer / don't know,Urban regions,No,0.13902,62,304,0.10007,0.17798
2022,No answer / don't know,Rural regions,Yes,0.83461,123,123,0.76868,0.90054
2022,Single-person household,Urban regions,Yes,0.78027,2812,4175,0.76771,0.79283
2022,Single-person household,Urban regions,No,0.21973,1363,4175,0.20717,0.23229
2022,Single-person household,Rural regions,Yes,0.71223,1063,1577,0.68988,0.73458
2022,Single-person household,Rural regions,No,0.28777,514,1577,0.26542,0.31012
2022,Couple without children,Urban regions,Yes,0.90097,3363,3925,0.89163,0.91032
2022,Couple without children,Urban regions,No,0.09903,562,3925,0.08968,0.10837
2022,Couple without children,Rural regions,Yes,0.88009,1545,1837,0.86524,0.89495
2022,Couple without children,Rural regions,No,0.11991,292,1837,0.10505,0.13476
2022,Single parent,Urban regions,Yes,0.77867,650,814,0.75013,0.80720
2022,Single parent,Urban regions,No,0.22133,164,814,0.19280,0.24987
2022,Single parent,Rural regions,Yes,0.75714,286,397,0.71491,0.79938
2022,Single parent,Rural regions,No,0.24286,111,397,0.20062,0.28509
2022,Couple with children,Urban regions,Yes,0.90468,3237,3734,0.89526,0.91410
2022,Couple with children,Urban regions,No,0.09532,497,3734,0.08590,0.10474
2022,Couple with children,Rural regions,Yes,0.86423,1591,1884,0.84876,0.87970
2022,Couple with children,Rural regions,No,0.13577,293,1884,0.12030,0.15124
2022,Multi-generational household,Urban regions,Yes,0.90089,51,51,0.81807,0.98372
2022,Other Combinations,Urban regions,Yes,0.85514,648,815,0.83096,0.87932
2022,Other Combinations,Urban regions,No,0.14486,167,815,0.12068,0.16904
2022,Other Combinations,Rural regions,Yes,0.82037,280,352,0.78021,0.86053
2022,Other Combinations,Rural regions,No,0.17963,72,352,0.13947,0.21979
