year,age_gr,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,66 and older,Urban regions,Other Degree,0.03134,100,2324,0.02426,0.03843
2000,66 and older,Urban regions,"Dropout, No School Degree",0.01903,54,2324,0.01347,0.02458
2000,66 and older,Rural regions,Secondary School Degree,0.77224,979,1213,0.74863,0.79585
2000,66 and older,Rural regions,Intermediate School Degree,0.10474,122,1213,0.08750,0.12198
2000,66 and older,Rural regions,Upper Secondary Degree,0.04775,62,1213,0.03575,0.05976
2000,66 and older,Rural regions,Other Degree,0.03300,50,1213,0.02294,0.04305
2001,17-29 y.,Urban regions,Secondary School Degree,0.20808,546,2536,0.19228,0.22388
2001,17-29 y.,Urban regions,Intermediate School Degree,0.28683,776,2536,0.26923,0.30444
2001,17-29 y.,Urban regions,Technical School Degree,0.05417,133,2536,0.04536,0.06298
2001,17-29 y.,Urban regions,Upper Secondary Degree,0.24842,618,2536,0.23159,0.26524
2001,17-29 y.,Urban regions,Other Degree,0.05018,113,2536,0.04168,0.05868
2001,17-29 y.,Urban regions,No School Degree Yet,0.12122,350,2536,0.10851,0.13392
2001,17-29 y.,Rural regions,Secondary School Degree,0.26084,336,1436,0.23812,0.28356
2001,17-29 y.,Rural regions,Intermediate School Degree,0.38971,594,1436,0.36447,0.41494
2001,17-29 y.,Rural regions,Technical School Degree,0.04117,51,1436,0.03089,0.05145
2001,17-29 y.,Rural regions,Upper Secondary Degree,0.14360,234,1436,0.12545,0.16174
2001,17-29 y.,Rural regions,Other Degree,0.02663,32,1436,0.01830,0.03496
2001,17-29 y.,Rural regions,No School Degree Yet,0.10736,189,1436,0.09134,0.12338
2001,30-45 y.,Urban regions,Secondary School Degree,0.27623,1364,4830,0.26362,0.28884
2001,30-45 y.,Urban regions,Intermediate School Degree,0.31571,1609,4830,0.30260,0.32882
2001,30-45 y.,Urban regions,Technical School Degree,0.06722,301,4830,0.06016,0.07429
2001,30-45 y.,Urban regions,Upper Secondary Degree,0.24815,1101,4830,0.23597,0.26033
2001,30-45 y.,Urban regions,Other Degree,0.07686,395,4830,0.06935,0.08438
2001,30-45 y.,Urban regions,"Dropout, No School Degree",0.01170,60,4830,0.00867,0.01473
2001,30-45 y.,Rural regions,Secondary School Degree,0.28257,650,2457,0.26476,0.30038
2001,30-45 y.,Rural regions,Intermediate School Degree,0.49373,1306,2457,0.47396,0.51350
2001,30-45 y.,Rural regions,Technical School Degree,0.04406,97,2457,0.03594,0.05218
2001,30-45 y.,Rural regions,Upper Secondary Degree,0.12818,314,2457,0.11495,0.14140
2001,30-45 y.,Rural regions,Other Degree,0.04122,90,2457,0.03336,0.04908
2001,46-65 y.,Urban regions,Secondary School Degree,0.49337,2176,4616,0.47895,0.50780
2001,46-65 y.,Urban regions,Intermediate School Degree,0.21048,971,4616,0.19872,0.22225
2001,46-65 y.,Urban regions,Technical School Degree,0.04946,205,4616,0.04320,0.05571
2001,46-65 y.,Urban regions,Upper Secondary Degree,0.13132,635,4616,0.12158,0.14107
2001,46-65 y.,Urban regions,Other Degree,0.09426,513,4616,0.08583,0.10269
2001,46-65 y.,Urban regions,"Dropout, No School Degree",0.01930,116,4616,0.01533,0.02327
2001,46-65 y.,Rural regions,Secondary School Degree,0.56513,1333,2441,0.54546,0.58480
2001,46-65 y.,Rural regions,Intermediate School Degree,0.25660,689,2441,0.23927,0.27393
2001,46-65 y.,Rural regions,Technical School Degree,0.03779,77,2441,0.03022,0.04535
2001,46-65 y.,Rural regions,Upper Secondary Degree,0.10444,271,2441,0.09231,0.11658
2001,46-65 y.,Rural regions,Other Degree,0.02647,71,2441,0.02010,0.03284
2001,66 and older,Urban regions,Secondary School Degree,0.63604,1401,2193,0.61589,0.65618
2001,66 and older,Urban regions,Intermediate School Degree,0.16861,346,2193,0.15294,0.18429
2001,66 and older,Urban regions,Technical School Degree,0.03202,74,2193,0.02465,0.03939
2001,66 and older,Urban regions,Upper Secondary Degree,0.10512,220,2193,0.09228,0.11796
2001,66 and older,Urban regions,Other Degree,0.03561,105,2193,0.02785,0.04337
2001,66 and older,Urban regions,"Dropout, No School Degree",0.01753,47,2193,0.01204,0.02303
2001,66 and older,Rural regions,Secondary School Degree,0.77020,919,1152,0.74589,0.79450
2001,66 and older,Rural regions,Intermediate School Degree,0.10833,125,1152,0.09037,0.12628
2001,66 and older,Rural regions,Upper Secondary Degree,0.05293,65,1152,0.03999,0.06586
2001,66 and older,Rural regions,Other Degree,0.03089,43,1152,0.02090,0.04089
2002,17-29 y.,Urban regions,Secondary School Degree,0.20074,479,2541,0.18516,0.21632
2002,17-29 y.,Urban regions,Intermediate School Degree,0.27851,744,2541,0.26108,0.29595
2002,17-29 y.,Urban regions,Technical School Degree,0.05013,124,2541,0.04164,0.05862
2002,17-29 y.,Urban regions,Upper Secondary Degree,0.24987,686,2541,0.23303,0.26670
2002,17-29 y.,Urban regions,Other Degree,0.04001,83,2541,0.03239,0.04764
2002,17-29 y.,Urban regions,No School Degree Yet,0.13166,425,2541,0.11851,0.14481
2002,17-29 y.,Rural regions,Secondary School Degree,0.25525,302,1379,0.23223,0.27828
2002,17-29 y.,Rural regions,Intermediate School Degree,0.37580,561,1379,0.35023,0.40137
2002,17-29 y.,Rural regions,Technical School Degree,0.03559,57,1379,0.02581,0.04537
2002,17-29 y.,Rural regions,Upper Secondary Degree,0.13874,272,1379,0.12048,0.15699
2002,17-29 y.,Rural regions,No School Degree Yet,0.11064,187,1379,0.09407,0.12720
2002,30-45 y.,Urban regions,Secondary School Degree,0.27688,1253,4984,0.26446,0.28931
2002,30-45 y.,Urban regions,Intermediate School Degree,0.32270,1646,4984,0.30972,0.33568
2002,30-45 y.,Urban regions,Technical School Degree,0.06834,342,4984,0.06134,0.07535
2002,30-45 y.,Urban regions,Upper Secondary Degree,0.23354,1319,4984,0.22179,0.24528
2002,30-45 y.,Urban regions,Other Degree,0.07997,363,4984,0.07243,0.08750
2002,30-45 y.,Urban regions,"Dropout, No School Degree",0.01473,61,4984,0.01138,0.01807
2002,30-45 y.,Rural regions,Secondary School Degree,0.29028,607,2412,0.27216,0.30840
2002,30-45 y.,Rural regions,Intermediate School Degree,0.49001,1247,2412,0.47005,0.50996
2002,30-45 y.,Rural regions,Technical School Degree,0.05084,104,2412,0.04207,0.05960
2002,30-45 y.,Rural regions,Upper Secondary Degree,0.11789,372,2412,0.10502,0.13076
2002,30-45 y.,Rural regions,Other Degree,0.03960,82,2412,0.03181,0.04738
2002,46-65 y.,Urban regions,Secondary School Degree,0.48374,2087,5239,0.47021,0.49727
2002,46-65 y.,Urban regions,Intermediate School Degree,0.21386,1189,5239,0.20276,0.22497
2002,46-65 y.,Urban regions,Technical School Degree,0.04764,272,5239,0.04187,0.05341
2002,46-65 y.,Urban regions,Upper Secondary Degree,0.13686,1065,5239,0.12755,0.14617
2002,46-65 y.,Urban regions,Other Degree,0.09887,530,5239,0.09079,0.10695
2002,46-65 y.,Urban regions,"Dropout, No School Degree",0.01754,96,5239,0.01398,0.02109
2002,46-65 y.,Rural regions,Secondary School Degree,0.54021,1224,2577,0.52097,0.55946
2002,46-65 y.,Rural regions,Intermediate School Degree,0.27647,791,2577,0.25920,0.29374
2002,46-65 y.,Rural regions,Technical School Degree,0.03897,96,2577,0.03150,0.04645
2002,46-65 y.,Rural regions,Upper Secondary Degree,0.10095,391,2577,0.08932,0.11258
2002,46-65 y.,Rural regions,Other Degree,0.03079,75,2577,0.02412,0.03746
2002,66 and older,Urban regions,Secondary School Degree,0.63669,1433,2344,0.61722,0.65617
2002,66 and older,Urban regions,Intermediate School Degree,0.17475,375,2344,0.15937,0.19013
2002,66 and older,Urban regions,Technical School Degree,0.02722,73,2344,0.02063,0.03381
2002,66 and older,Urban regions,Upper Secondary Degree,0.10168,302,2344,0.08944,0.11392
2002,66 and older,Urban regions,Other Degree,0.03722,111,2344,0.02956,0.04489
2002,66 and older,Urban regions,"Dropout, No School Degree",0.01848,50,2344,0.01303,0.02393
2002,66 and older,Rural regions,Secondary School Degree,0.77901,938,1192,0.75544,0.80257
2002,66 and older,Rural regions,Intermediate School Degree,0.10251,129,1192,0.08528,0.11974
2002,66 and older,Rural regions,Upper Secondary Degree,0.05023,81,1192,0.03782,0.06263
2002,66 and older,Rural regions,Other Degree,0.03253,44,1192,0.02245,0.04260
2003,17-29 y.,Urban regions,Secondary School Degree,0.19653,438,2438,0.18075,0.21230
2003,17-29 y.,Urban regions,Intermediate School Degree,0.27109,700,2438,0.25344,0.28873
2003,17-29 y.,Urban regions,Technical School Degree,0.05018,124,2438,0.04151,0.05885
2003,17-29 y.,Urban regions,Upper Secondary Degree,0.24130,678,2438,0.22431,0.25829
2003,17-29 y.,Urban regions,Other Degree,0.03988,79,2438,0.03211,0.04765
2003,17-29 y.,Urban regions,No School Degree Yet,0.12678,419,2438,0.11357,0.13999
2003,17-29 y.,Rural regions,Secondary School Degree,0.23749,272,1292,0.21427,0.26070
2003,17-29 y.,Rural regions,Intermediate School Degree,0.37806,509,1292,0.35161,0.40451
2003,17-29 y.,Rural regions,Technical School Degree,0.04800,62,1292,0.03634,0.05967
2003,17-29 y.,Rural regions,Upper Secondary Degree,0.14022,251,1292,0.12128,0.15916
2003,17-29 y.,Rural regions,No School Degree Yet,0.11357,198,1292,0.09626,0.13088
2003,30-45 y.,Urban regions,Secondary School Degree,0.26940,1181,4649,0.25665,0.28216
2003,30-45 y.,Urban regions,Intermediate School Degree,0.32155,1550,4649,0.30812,0.33497
2003,30-45 y.,Urban regions,Technical School Degree,0.06952,316,4649,0.06221,0.07684
2003,30-45 y.,Urban regions,Upper Secondary Degree,0.24013,1222,4649,0.22785,0.25241
2003,30-45 y.,Urban regions,Other Degree,0.07979,322,4649,0.07200,0.08758
2003,30-45 y.,Urban regions,"Dropout, No School Degree",0.01485,58,4649,0.01138,0.01833
2003,30-45 y.,Rural regions,Secondary School Degree,0.27010,534,2239,0.25171,0.28850
2003,30-45 y.,Rural regions,Intermediate School Degree,0.49705,1179,2239,0.47634,0.51777
2003,30-45 y.,Rural regions,Technical School Degree,0.05299,99,2239,0.04371,0.06228
2003,30-45 y.,Rural regions,Upper Secondary Degree,0.12573,352,2239,0.11199,0.13946
2003,30-45 y.,Rural regions,Other Degree,0.04018,75,2239,0.03204,0.04831
2003,46-65 y.,Urban regions,Secondary School Degree,0.46577,1943,5036,0.45199,0.47955
2003,46-65 y.,Urban regions,Intermediate School Degree,0.21911,1177,5036,0.20768,0.23053
2003,46-65 y.,Urban regions,Technical School Degree,0.04943,267,5036,0.04345,0.05542
2003,46-65 y.,Urban regions,Upper Secondary Degree,0.14819,1072,5036,0.13838,0.15801
2003,46-65 y.,Urban regions,Other Degree,0.09613,488,5036,0.08799,0.10427
2003,46-65 y.,Urban regions,"Dropout, No School Degree",0.01874,89,5036,0.01500,0.02249
2003,46-65 y.,Rural regions,Secondary School Degree,0.51756,1132,2494,0.49794,0.53717
2003,46-65 y.,Rural regions,Intermediate School Degree,0.29634,818,2494,0.27842,0.31427
2003,46-65 y.,Rural regions,Technical School Degree,0.02964,83,2494,0.02298,0.03630
2003,46-65 y.,Rural regions,Upper Secondary Degree,0.10774,383,2494,0.09556,0.11991
2003,46-65 y.,Rural regions,Other Degree,0.03467,78,2494,0.02749,0.04185
2003,66 and older,Urban regions,Secondary School Degree,0.62873,1450,2390,0.60936,0.64811
2003,66 and older,Urban regions,Intermediate School Degree,0.17190,381,2390,0.15677,0.18703
2003,66 and older,Urban regions,Technical School Degree,0.03119,80,2390,0.02422,0.03816
2003,66 and older,Urban regions,Upper Secondary Degree,0.10170,308,2390,0.08958,0.11382
2003,66 and older,Urban regions,Other Degree,0.04378,124,2390,0.03557,0.05198
2003,66 and older,Urban regions,"Dropout, No School Degree",0.01956,47,2390,0.01400,0.02511
2003,66 and older,Rural regions,Secondary School Degree,0.76814,942,1203,0.74428,0.79200
2003,66 and older,Rural regions,Intermediate School Degree,0.09843,128,1203,0.08158,0.11527
2003,66 and older,Rural regions,Upper Secondary Degree,0.05357,85,1203,0.04084,0.06630
2003,66 and older,Rural regions,Other Degree,0.03431,48,1203,0.02402,0.04460
2004,17-29 y.,Urban regions,Secondary School Degree,0.19031,399,2370,0.17450,0.20611
2004,17-29 y.,Urban regions,Intermediate School Degree,0.25836,667,2370,0.24074,0.27599
2004,17-29 y.,Urban regions,Technical School Degree,0.04816,123,2370,0.03954,0.05679
2004,17-29 y.,Urban regions,Upper Secondary Degree,0.23129,671,2370,0.21431,0.24827
2004,17-29 y.,Urban regions,Other Degree,0.03473,68,2370,0.02735,0.04210
2004,17-29 y.,Urban regions,No School Degree Yet,0.14192,442,2370,0.12787,0.15598
2004,17-29 y.,Rural regions,Secondary School Degree,0.23711,261,1260,0.21362,0.26061
2004,17-29 y.,Rural regions,Intermediate School Degree,0.37660,492,1260,0.34984,0.40337
2004,17-29 y.,Rural regions,Technical School Degree,0.03909,63,1260,0.02839,0.04980
2004,17-29 y.,Rural regions,Upper Secondary Degree,0.13174,245,1260,0.11306,0.15042
2004,17-29 y.,Rural regions,No School Degree Yet,0.11390,199,1260,0.09635,0.13145
2004,30-45 y.,Urban regions,Secondary School Degree,0.26720,1113,4410,0.25414,0.28026
2004,30-45 y.,Urban regions,Intermediate School Degree,0.31605,1457,4410,0.30233,0.32978
2004,30-45 y.,Urban regions,Technical School Degree,0.06727,300,4410,0.05987,0.07466
2004,30-45 y.,Urban regions,Upper Secondary Degree,0.24316,1172,4410,0.23049,0.25582
2004,30-45 y.,Urban regions,Other Degree,0.08332,309,4410,0.07517,0.09148
2004,30-45 y.,Urban regions,"Dropout, No School Degree",0.01785,59,4410,0.01394,0.02176
2004,30-45 y.,Rural regions,Secondary School Degree,0.27044,485,2071,0.25131,0.28958
2004,30-45 y.,Rural regions,Intermediate School Degree,0.49138,1089,2071,0.46984,0.51292
2004,30-45 y.,Rural regions,Technical School Degree,0.05267,90,2071,0.04305,0.06229
2004,30-45 y.,Rural regions,Upper Secondary Degree,0.13690,347,2071,0.12209,0.15171
2004,30-45 y.,Rural regions,Other Degree,0.03346,60,2071,0.02571,0.04120
2004,46-65 y.,Urban regions,Secondary School Degree,0.45002,1800,4862,0.43604,0.46401
2004,46-65 y.,Urban regions,Intermediate School Degree,0.22622,1173,4862,0.21446,0.23798
2004,46-65 y.,Urban regions,Technical School Degree,0.05175,270,4862,0.04552,0.05797
2004,46-65 y.,Urban regions,Upper Secondary Degree,0.14938,1067,4862,0.13936,0.15940
2004,46-65 y.,Urban regions,Other Degree,0.10426,469,4862,0.09567,0.11285
2004,46-65 y.,Urban regions,"Dropout, No School Degree",0.01687,83,4862,0.01325,0.02049
2004,46-65 y.,Rural regions,Secondary School Degree,0.49908,1045,2467,0.47935,0.51882
2004,46-65 y.,Rural regions,Intermediate School Degree,0.31324,866,2467,0.29493,0.33154
2004,46-65 y.,Rural regions,Technical School Degree,0.03116,85,2467,0.02430,0.03801
2004,46-65 y.,Rural regions,Upper Secondary Degree,0.10286,388,2467,0.09087,0.11485
2004,46-65 y.,Rural regions,Other Degree,0.04009,83,2467,0.03235,0.04784
2004,66 and older,Urban regions,Secondary School Degree,0.62396,1468,2456,0.60480,0.64313
2004,66 and older,Urban regions,Intermediate School Degree,0.16642,391,2456,0.15169,0.18116
2004,66 and older,Urban regions,Technical School Degree,0.03229,89,2456,0.02530,0.03928
2004,66 and older,Urban regions,Upper Secondary Degree,0.10488,328,2456,0.09276,0.11701
2004,66 and older,Urban regions,Other Degree,0.04808,132,2456,0.03962,0.05654
2004,66 and older,Urban regions,"Dropout, No School Degree",0.02151,48,2456,0.01577,0.02725
2004,66 and older,Rural regions,Secondary School Degree,0.75627,965,1274,0.73268,0.77985
2004,66 and older,Rural regions,Intermediate School Degree,0.10998,145,1274,0.09280,0.12717
2004,66 and older,Rural regions,Technical School Degree,0.03107,32,1274,0.02154,0.04060
2004,66 and older,Rural regions,Upper Secondary Degree,0.05366,89,1274,0.04128,0.06604
2004,66 and older,Rural regions,Other Degree,0.03106,43,1274,0.02153,0.04058
2005,17-29 y.,Urban regions,Secondary School Degree,0.17597,366,2273,0.16031,0.19163
2005,17-29 y.,Urban regions,Intermediate School Degree,0.25442,644,2273,0.23651,0.27233
2005,17-29 y.,Urban regions,Technical School Degree,0.04525,114,2273,0.03670,0.05379
2005,17-29 y.,Urban regions,Upper Secondary Degree,0.22855,646,2273,0.21129,0.24582
2005,17-29 y.,Urban regions,Other Degree,0.03462,56,2273,0.02710,0.04214
2005,17-29 y.,Urban regions,No School Degree Yet,0.14643,447,2273,0.13190,0.16097
2005,17-29 y.,Rural regions,Secondary School Degree,0.23894,233,1175,0.21455,0.26333
2005,17-29 y.,Rural regions,Intermediate School Degree,0.34832,440,1175,0.32107,0.37558
2005,17-29 y.,Rural regions,Technical School Degree,0.04449,64,1175,0.03270,0.05629
2005,17-29 y.,Rural regions,Upper Secondary Degree,0.13500,231,1175,0.11545,0.15454
2005,17-29 y.,Rural regions,No School Degree Yet,0.12622,207,1175,0.10722,0.14522
2005,30-45 y.,Urban regions,Secondary School Degree,0.26364,1032,4111,0.25017,0.27711
2005,30-45 y.,Urban regions,Intermediate School Degree,0.31335,1338,4111,0.29917,0.32753
2005,30-45 y.,Urban regions,Technical School Degree,0.06717,291,4111,0.05952,0.07482
2005,30-45 y.,Urban regions,Upper Secondary Degree,0.24526,1108,4111,0.23211,0.25842
2005,30-45 y.,Urban regions,Other Degree,0.08381,287,4111,0.07534,0.09229
2005,30-45 y.,Urban regions,"Dropout, No School Degree",0.01945,55,4111,0.01523,0.02368
2005,30-45 y.,Rural regions,Secondary School Degree,0.26509,446,1928,0.24538,0.28480
2005,30-45 y.,Rural regions,Intermediate School Degree,0.49287,1013,1928,0.47055,0.51519
2005,30-45 y.,Rural regions,Technical School Degree,0.04972,81,1928,0.04002,0.05943
2005,30-45 y.,Rural regions,Upper Secondary Degree,0.14462,333,1928,0.12892,0.16033
2005,30-45 y.,Rural regions,Other Degree,0.03608,55,1928,0.02775,0.04440
2005,46-65 y.,Urban regions,Secondary School Degree,0.42719,1625,4601,0.41290,0.44149
2005,46-65 y.,Urban regions,Intermediate School Degree,0.23948,1168,4601,0.22714,0.25181
2005,46-65 y.,Urban regions,Technical School Degree,0.04946,255,4601,0.04319,0.05572
2005,46-65 y.,Urban regions,Upper Secondary Degree,0.15194,1029,4601,0.14157,0.16232
2005,46-65 y.,Urban regions,Other Degree,0.11088,444,4601,0.10180,0.11995
2005,46-65 y.,Urban regions,"Dropout, No School Degree",0.01948,80,4601,0.01549,0.02348
2005,46-65 y.,Rural regions,Secondary School Degree,0.46893,959,2380,0.44888,0.48899
2005,46-65 y.,Rural regions,Intermediate School Degree,0.33219,877,2380,0.31326,0.35111
2005,46-65 y.,Rural regions,Technical School Degree,0.03199,85,2380,0.02492,0.03906
2005,46-65 y.,Rural regions,Upper Secondary Degree,0.10780,375,2380,0.09534,0.12027
2005,46-65 y.,Rural regions,Other Degree,0.04471,84,2380,0.03641,0.05302
2005,66 and older,Urban regions,Secondary School Degree,0.62229,1466,2475,0.60318,0.64139
2005,66 and older,Urban regions,Intermediate School Degree,0.16435,388,2475,0.14975,0.17896
2005,66 and older,Urban regions,Technical School Degree,0.03489,95,2475,0.02766,0.04212
2005,66 and older,Urban regions,Upper Secondary Degree,0.10530,345,2475,0.09321,0.11740
2005,66 and older,Urban regions,Other Degree,0.05155,138,2475,0.04283,0.06026
2005,66 and older,Urban regions,"Dropout, No School Degree",0.01896,43,2475,0.01358,0.02433
2005,66 and older,Rural regions,Secondary School Degree,0.74639,943,1257,0.72233,0.77046
2005,66 and older,Rural regions,Intermediate School Degree,0.11282,151,1257,0.09532,0.13032
2005,66 and older,Rural regions,Technical School Degree,0.03438,33,1257,0.02431,0.04446
2005,66 and older,Rural regions,Upper Secondary Degree,0.05510,92,1257,0.04248,0.06772
2005,66 and older,Rural regions,Other Degree,0.02809,38,1257,0.01896,0.03723
2006,17-29 y.,Urban regions,Secondary School Degree,0.17360,369,2310,0.15815,0.18905
2006,17-29 y.,Urban regions,Intermediate School Degree,0.24154,645,2310,0.22408,0.25900
2006,17-29 y.,Urban regions,Technical School Degree,0.04992,130,2310,0.04104,0.05881
2006,17-29 y.,Urban regions,Upper Secondary Degree,0.24522,678,2310,0.22767,0.26276
2006,17-29 y.,Urban regions,Other Degree,0.03450,61,2310,0.02706,0.04194
2006,17-29 y.,Urban regions,No School Degree Yet,0.12488,427,2310,0.11140,0.13836
2006,17-29 y.,Rural regions,Secondary School Degree,0.23440,254,1275,0.21114,0.25766
2006,17-29 y.,Rural regions,Intermediate School Degree,0.34470,471,1275,0.31860,0.37080
2006,17-29 y.,Rural regions,Technical School Degree,0.04446,68,1275,0.03314,0.05578
2006,17-29 y.,Rural regions,Upper Secondary Degree,0.13677,240,1275,0.11790,0.15564
2006,17-29 y.,Rural regions,Other Degree,0.02717,34,1275,0.01824,0.03610
2006,17-29 y.,Rural regions,No School Degree Yet,0.11897,208,1275,0.10120,0.13675
2006,30-45 y.,Urban regions,Secondary School Degree,0.25928,1027,4192,0.24601,0.27255
2006,30-45 y.,Urban regions,Intermediate School Degree,0.30670,1341,4192,0.29274,0.32066
2006,30-45 y.,Urban regions,Technical School Degree,0.07038,310,4192,0.06264,0.07813
2006,30-45 y.,Urban regions,Upper Secondary Degree,0.25656,1184,4192,0.24334,0.26978
2006,30-45 y.,Urban regions,Other Degree,0.08623,288,4192,0.07773,0.09473
2006,30-45 y.,Urban regions,"Dropout, No School Degree",0.01336,42,4192,0.00988,0.01683
2006,30-45 y.,Rural regions,Secondary School Degree,0.27247,482,2032,0.25311,0.29184
2006,30-45 y.,Rural regions,Intermediate School Degree,0.47928,1046,2032,0.45755,0.50100
2006,30-45 y.,Rural regions,Technical School Degree,0.05619,93,2032,0.04618,0.06621
2006,30-45 y.,Rural regions,Upper Secondary Degree,0.14220,349,2032,0.12701,0.15739
2006,30-45 y.,Rural regions,Other Degree,0.03659,62,2032,0.02842,0.04475
2006,46-65 y.,Urban regions,Secondary School Degree,0.40236,1718,4920,0.38866,0.41607
2006,46-65 y.,Urban regions,Intermediate School Degree,0.24979,1307,4920,0.23770,0.26189
2006,46-65 y.,Urban regions,Technical School Degree,0.04636,270,4920,0.04048,0.05224
2006,46-65 y.,Urban regions,Upper Secondary Degree,0.16196,1102,4920,0.15167,0.17226
2006,46-65 y.,Urban regions,Other Degree,0.11305,447,4920,0.10420,0.12190
2006,46-65 y.,Urban regions,"Dropout, No School Degree",0.02254,76,4920,0.01840,0.02669
2006,46-65 y.,Rural regions,Secondary School Degree,0.42927,986,2613,0.41029,0.44826
2006,46-65 y.,Rural regions,Intermediate School Degree,0.36247,1021,2613,0.34404,0.38091
2006,46-65 y.,Rural regions,Technical School Degree,0.03337,95,2613,0.02648,0.04025
2006,46-65 y.,Rural regions,Upper Secondary Degree,0.11728,420,2613,0.10494,0.12962
2006,46-65 y.,Rural regions,Other Degree,0.04449,91,2613,0.03658,0.05240
2006,66 and older,Urban regions,Secondary School Degree,0.60040,1654,2858,0.58244,0.61837
2006,66 and older,Urban regions,Intermediate School Degree,0.16893,466,2858,0.15519,0.18267
2006,66 and older,Urban regions,Technical School Degree,0.03806,123,2858,0.03104,0.04507
2006,66 and older,Urban regions,Upper Secondary Degree,0.10900,400,2858,0.09757,0.12043
2006,66 and older,Urban regions,Other Degree,0.05878,165,2858,0.05015,0.06740
2006,66 and older,Urban regions,"Dropout, No School Degree",0.01900,50,2858,0.01399,0.02400
2006,66 and older,Rural regions,Secondary School Degree,0.72766,1126,1517,0.70525,0.75007
2006,66 and older,Rural regions,Intermediate School Degree,0.12202,193,1517,0.10554,0.13849
2006,66 and older,Rural regions,Technical School Degree,0.02807,33,1517,0.01975,0.03638
2006,66 and older,Rural regions,Upper Secondary Degree,0.06272,115,1517,0.05051,0.07492
2006,66 and older,Rural regions,Other Degree,0.03199,50,1517,0.02313,0.04085
2007,17-29 y.,Urban regions,Secondary School Degree,0.15978,323,2139,0.14425,0.17531
2007,17-29 y.,Urban regions,Intermediate School Degree,0.24051,577,2139,0.22239,0.25863
2007,17-29 y.,Urban regions,Technical School Degree,0.04898,118,2139,0.03983,0.05813
2007,17-29 y.,Urban regions,Upper Secondary Degree,0.25544,662,2139,0.23695,0.27393
2007,17-29 y.,Urban regions,Other Degree,0.02464,43,2139,0.01807,0.03121
2007,17-29 y.,Urban regions,No School Degree Yet,0.13877,416,2139,0.12411,0.15342
2007,17-29 y.,Rural regions,Secondary School Degree,0.22006,226,1135,0.19595,0.24418
2007,17-29 y.,Rural regions,Intermediate School Degree,0.33840,411,1135,0.31086,0.36594
2007,17-29 y.,Rural regions,Technical School Degree,0.04989,63,1135,0.03722,0.06256
2007,17-29 y.,Rural regions,Upper Secondary Degree,0.12951,221,1135,0.10997,0.14905
2007,17-29 y.,Rural regions,No School Degree Yet,0.14275,214,1135,0.12239,0.16311
2007,30-45 y.,Urban regions,Secondary School Degree,0.24263,884,3796,0.22899,0.25627
2007,30-45 y.,Urban regions,Intermediate School Degree,0.30064,1218,3796,0.28605,0.31523
2007,30-45 y.,Urban regions,Technical School Degree,0.07380,282,3796,0.06548,0.08212
2007,30-45 y.,Urban regions,Upper Secondary Degree,0.28095,1135,3796,0.26665,0.29525
2007,30-45 y.,Urban regions,Other Degree,0.08015,240,3796,0.07151,0.08879
2007,30-45 y.,Urban regions,"Dropout, No School Degree",0.01402,37,3796,0.01028,0.01776
2007,30-45 y.,Rural regions,Secondary School Degree,0.25629,433,1862,0.23646,0.27613
2007,30-45 y.,Rural regions,Intermediate School Degree,0.47290,934,1862,0.45022,0.49559
2007,30-45 y.,Rural regions,Technical School Degree,0.05740,90,1862,0.04683,0.06797
2007,30-45 y.,Rural regions,Upper Secondary Degree,0.15732,346,1862,0.14078,0.17387
2007,30-45 y.,Rural regions,Other Degree,0.04124,59,1862,0.03220,0.05027
2007,46-65 y.,Urban regions,Secondary School Degree,0.39248,1532,4558,0.37831,0.40666
2007,46-65 y.,Urban regions,Intermediate School Degree,0.25651,1253,4558,0.24383,0.26919
2007,46-65 y.,Urban regions,Technical School Degree,0.04693,250,4558,0.04079,0.05308
2007,46-65 y.,Urban regions,Upper Secondary Degree,0.16742,1060,4558,0.15658,0.17826
2007,46-65 y.,Urban regions,Other Degree,0.11218,399,4558,0.10301,0.12134
2007,46-65 y.,Urban regions,"Dropout, No School Degree",0.02165,64,4558,0.01742,0.02587
2007,46-65 y.,Rural regions,Secondary School Degree,0.40505,855,2467,0.38568,0.42443
2007,46-65 y.,Rural regions,Intermediate School Degree,0.37763,1016,2467,0.35850,0.39676
2007,46-65 y.,Rural regions,Technical School Degree,0.02964,89,2467,0.02294,0.03633
2007,46-65 y.,Rural regions,Upper Secondary Degree,0.11965,411,2467,0.10684,0.13246
2007,46-65 y.,Rural regions,Other Degree,0.05482,96,2467,0.04584,0.06381
2007,66 and older,Urban regions,Secondary School Degree,0.59511,1593,2814,0.57697,0.61325
2007,66 and older,Urban regions,Intermediate School Degree,0.16956,478,2814,0.15569,0.18343
2007,66 and older,Urban regions,Technical School Degree,0.04529,130,2814,0.03760,0.05297
2007,66 and older,Urban regions,Upper Secondary Degree,0.11167,413,2814,0.10003,0.12331
2007,66 and older,Urban regions,Other Degree,0.05512,153,2814,0.04669,0.06356
2007,66 and older,Urban regions,"Dropout, No School Degree",0.01684,47,2814,0.01209,0.02160
2007,66 and older,Rural regions,Secondary School Degree,0.71815,1087,1492,0.69532,0.74099
2007,66 and older,Rural regions,Intermediate School Degree,0.12129,196,1492,0.10472,0.13787
2007,66 and older,Rural regions,Technical School Degree,0.03162,37,1492,0.02274,0.04050
