year,age_gr,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1999,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89709,826,907,0.87730,0.91687
1999,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.10291,81,907,0.08313,0.12270
1999,46-65 y.,Primary Level,Not born in Germany,0.91637,203,203,0.87819,0.95455
1999,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.74841,466,718,0.71665,0.78017
1999,46-65 y.,Lower Secondary Level,Not born in Germany,0.25159,252,718,0.21983,0.28335
1999,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91146,1922,2171,0.89951,0.92341
1999,46-65 y.,Upper Secondary Level,Not born in Germany,0.08854,249,2171,0.07659,0.10049
1999,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.56573,38,38,0.40601,0.72544
1999,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90613,247,247,0.86968,0.94257
1999,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87474,650,716,0.85048,0.89900
1999,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12526,66,716,0.10100,0.14952
1999,66 and older,Primary Level,Not born in Germany,0.76188,49,49,0.64138,0.88238
1999,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.89147,488,553,0.86552,0.91742
1999,66 and older,Lower Secondary Level,Not born in Germany,0.10853,65,553,0.08258,0.13448
1999,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.91141,774,869,0.89250,0.93031
1999,66 and older,Upper Secondary Level,Not born in Germany,0.08859,95,869,0.06969,0.10750
1999,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89031,73,73,0.81813,0.96250
1999,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89541,177,177,0.85020,0.94062
2000,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.88796,435,485,0.85986,0.91606
2000,17-29 y.,Pre-primary Level,Not born in Germany,0.11204,50,485,0.08394,0.14014
2000,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.66137,47,47,0.52461,0.79813
2000,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.83151,896,1059,0.80896,0.85407
2000,17-29 y.,Lower Secondary Level,Not born in Germany,0.16849,163,1059,0.14593,0.19104
2000,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.87716,1917,2162,0.86332,0.89100
2000,17-29 y.,Upper Secondary Level,Not born in Germany,0.12284,245,2162,0.10900,0.13668
2000,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84451,278,326,0.80511,0.88390
2000,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.15549,48,326,0.11610,0.19489
2000,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87350,179,179,0.82467,0.92234
2000,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.84927,230,263,0.80594,0.89259
2000,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.15073,33,263,0.10741,0.19406
2000,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.44492,43,105,0.34941,0.54043
2000,30-45 y.,Primary Level,Not born in Germany,0.55508,62,105,0.45957,0.65059
2000,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.64703,340,590,0.60844,0.68563
2000,30-45 y.,Lower Secondary Level,Not born in Germany,0.35297,250,590,0.31437,0.39156
2000,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90068,3996,4482,0.89192,0.90943
2000,30-45 y.,Upper Secondary Level,Not born in Germany,0.09932,486,4482,0.09057,0.10808
2000,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77240,385,509,0.73594,0.80886
2000,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22760,124,509,0.19114,0.26406
2000,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90357,717,787,0.88293,0.92420
2000,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09643,70,787,0.07580,0.11707
2000,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88300,1505,1680,0.86762,0.89837
2000,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.11700,175,1680,0.10163,0.13238
2000,46-65 y.,Primary Level,Not born in Germany,0.89306,155,155,0.84425,0.94187
2000,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.72559,659,991,0.69779,0.75338
2000,46-65 y.,Lower Secondary Level,Not born in Germany,0.27441,332,991,0.24662,0.30221
2000,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92179,3923,4295,0.91376,0.92982
2000,46-65 y.,Upper Secondary Level,Not born in Germany,0.07821,372,4295,0.07018,0.08624
2000,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.61598,106,185,0.54571,0.68626
2000,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.38402,79,185,0.31374,0.45429
2000,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88824,578,651,0.86402,0.91247
2000,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.11176,73,651,0.08753,0.13598
2000,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86322,1299,1457,0.84557,0.88087
2000,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13678,158,1457,0.11913,0.15443
2000,66 and older,Primary Level,Not born in Germany,0.68394,45,45,0.54656,0.82132
2000,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.89141,807,913,0.87121,0.91160
2000,66 and older,Lower Secondary Level,Not born in Germany,0.10859,106,913,0.08840,0.12879
2000,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93817,1735,1858,0.92721,0.94912
2000,66 and older,Upper Secondary Level,Not born in Germany,0.06183,123,1858,0.05088,0.07279
2000,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.83481,77,77,0.75132,0.91830
2000,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90707,216,216,0.86826,0.94588
2000,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91475,384,416,0.88789,0.94162
2000,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.08525,32,416,0.05838,0.11211
2001,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.88940,493,539,0.86290,0.91590
2001,17-29 y.,Pre-primary Level,Not born in Germany,0.11060,46,539,0.08410,0.13710
2001,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.74834,38,38,0.60850,0.88817
2001,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.81831,799,943,0.79368,0.84293
2001,17-29 y.,Lower Secondary Level,Not born in Germany,0.18169,144,943,0.15707,0.20632
2001,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88309,1647,1842,0.86841,0.89776
2001,17-29 y.,Upper Secondary Level,Not born in Germany,0.11691,195,1842,0.10224,0.13159
2001,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.83507,231,267,0.79047,0.87967
2001,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.16493,36,267,0.12033,0.20953
2001,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87962,125,125,0.82234,0.93689
2001,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.79955,194,226,0.74723,0.85186
2001,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.20045,32,226,0.14814,0.25277
2001,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.50877,40,82,0.39989,0.61764
2001,30-45 y.,Primary Level,Not born in Germany,0.49123,42,82,0.38236,0.60011
2001,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.61740,282,513,0.57530,0.65950
2001,30-45 y.,Lower Secondary Level,Not born in Germany,0.38260,231,513,0.34050,0.42470
2001,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89922,3575,4002,0.88989,0.90855
2001,30-45 y.,Upper Secondary Level,Not born in Germany,0.10078,427,4002,0.09145,0.11011
2001,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.78665,388,506,0.75092,0.82238
2001,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.21335,118,506,0.17762,0.24908
2001,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91422,651,714,0.89366,0.93478
2001,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.08578,63,714,0.06522,0.10634
2001,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88000,1342,1497,0.86353,0.89647
2001,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.12000,155,1497,0.10353,0.13647
2001,46-65 y.,Primary Level,Not born in Germany,0.85356,111,111,0.78748,0.91963
2001,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.70998,528,821,0.67892,0.74104
2001,46-65 y.,Lower Secondary Level,Not born in Germany,0.29002,293,821,0.25896,0.32108
2001,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92102,3601,3953,0.91261,0.92943
2001,46-65 y.,Upper Secondary Level,Not born in Germany,0.07898,352,3953,0.07057,0.08739
2001,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.63696,114,193,0.56894,0.70498
2001,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.36304,79,193,0.29502,0.43106
2001,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88956,529,590,0.86425,0.91488
2001,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.11044,61,590,0.08512,0.13575
2001,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87357,1263,1405,0.85618,0.89095
2001,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12643,142,1405,0.10905,0.14382
2001,66 and older,Primary Level,Not born in Germany,0.70630,41,41,0.56515,0.84745
2001,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.88413,701,805,0.86201,0.90626
2001,66 and older,Lower Secondary Level,Not born in Germany,0.11587,104,805,0.09374,0.13799
2001,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94459,1665,1776,0.93395,0.95523
2001,66 and older,Upper Secondary Level,Not born in Germany,0.05541,111,1776,0.04477,0.06605
2001,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.85612,82,82,0.77968,0.93255
2001,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92121,207,207,0.88442,0.95800
2001,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91848,390,422,0.89234,0.94462
2001,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.08152,32,422,0.05538,0.10766
2002,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.86282,560,611,0.83551,0.89012
2002,17-29 y.,Pre-primary Level,Not born in Germany,0.13718,51,611,0.10988,0.16449
2002,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.73348,32,32,0.57783,0.88912
2002,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.81615,751,872,0.79042,0.84187
2002,17-29 y.,Lower Secondary Level,Not born in Germany,0.18385,121,872,0.15813,0.20958
2002,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.87957,1667,1841,0.86470,0.89444
2002,17-29 y.,Upper Secondary Level,Not born in Germany,0.12043,174,1841,0.10556,0.13530
2002,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.80281,245,278,0.75596,0.84967
2002,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.19719,33,278,0.15033,0.24404
2002,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90540,103,103,0.84860,0.96220
2002,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89295,208,208,0.85084,0.93507
2002,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.49192,39,82,0.38305,0.60080
2002,30-45 y.,Primary Level,Not born in Germany,0.50808,43,82,0.39920,0.61695
2002,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.62992,265,470,0.58622,0.67362
2002,30-45 y.,Lower Secondary Level,Not born in Germany,0.37008,205,470,0.32638,0.41378
2002,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90643,3463,3835,0.89721,0.91565
2002,30-45 y.,Upper Secondary Level,Not born in Germany,0.09357,372,3835,0.08435,0.10279
2002,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76717,446,560,0.73214,0.80221
2002,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.23283,114,560,0.19779,0.26786
2002,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90064,677,738,0.87904,0.92224
2002,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09936,61,738,0.07776,0.12096
2002,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87053,1568,1739,0.85475,0.88631
2002,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.12947,171,1739,0.11369,0.14525
2002,46-65 y.,Primary Level,Not born in Germany,0.80862,90,90,0.72689,0.89035
2002,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.68980,481,759,0.65687,0.72273
2002,46-65 y.,Lower Secondary Level,Not born in Germany,0.31020,278,759,0.27727,0.34313
2002,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91543,3696,4052,0.90686,0.92400
2002,46-65 y.,Upper Secondary Level,Not born in Germany,0.08457,356,4052,0.07600,0.09314
2002,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.64306,151,230,0.58101,0.70511
2002,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.35694,79,230,0.29489,0.41899
2002,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88441,582,649,0.85980,0.90903
2002,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.11559,67,649,0.09097,0.14020
2002,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87804,1889,2051,0.86388,0.89221
2002,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12196,162,2051,0.10779,0.13612
2002,66 and older,Primary Level,Not born in Germany,0.71883,44,44,0.58446,0.85321
2002,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.88043,685,790,0.85779,0.90307
2002,66 and older,Lower Secondary Level,Not born in Germany,0.11957,105,790,0.09693,0.14221
2002,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94370,1736,1853,0.93321,0.95420
2002,66 and older,Upper Secondary Level,Not born in Germany,0.05630,117,1853,0.04580,0.06679
2002,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84527,81,81,0.76602,0.92452
2002,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93544,222,222,0.90303,0.96784
2002,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88861,501,543,0.86212,0.91510
2002,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.11139,42,543,0.08490,0.13788
2003,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.87050,566,617,0.84399,0.89702
2003,17-29 y.,Pre-primary Level,Not born in Germany,0.12950,51,617,0.10298,0.15601
2003,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.86503,37,37,0.75341,0.97665
2003,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.86064,730,821,0.83694,0.88435
2003,17-29 y.,Lower Secondary Level,Not born in Germany,0.13936,91,821,0.11565,0.16306
2003,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88045,1593,1748,0.86523,0.89566
2003,17-29 y.,Upper Secondary Level,Not born in Germany,0.11955,155,1748,0.10434,0.13477
2003,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.82370,246,246,0.77598,0.87142
2003,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92827,87,87,0.87374,0.98281
2003,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85604,183,183,0.80504,0.90704
2003,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.50311,39,78,0.39143,0.61479
2003,30-45 y.,Primary Level,Not born in Germany,0.49689,39,78,0.38521,0.60857
2003,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.61233,247,437,0.56659,0.65806
2003,30-45 y.,Lower Secondary Level,Not born in Germany,0.38767,190,437,0.34194,0.43341
2003,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89896,3224,3580,0.88909,0.90883
2003,30-45 y.,Upper Secondary Level,Not born in Germany,0.10104,356,3580,0.09117,0.11091
2003,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77575,440,545,0.74070,0.81080
2003,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22425,105,545,0.18920,0.25930
2003,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90595,645,700,0.88431,0.92759
2003,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09405,55,700,0.07241,0.11569
2003,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87138,1431,1578,0.85485,0.88790
2003,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.12862,147,1578,0.11210,0.14515
2003,46-65 y.,Primary Level,Not born in Germany,0.79193,83,83,0.70407,0.87979
2003,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.67358,426,691,0.63859,0.70856
2003,46-65 y.,Lower Secondary Level,Not born in Germany,0.32642,265,691,0.29144,0.36141
2003,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91421,3556,3888,0.90540,0.92301
2003,46-65 y.,Upper Secondary Level,Not born in Germany,0.08579,332,3888,0.07699,0.09460
2003,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.65353,157,235,0.59256,0.71450
2003,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.34647,78,235,0.28550,0.40744
2003,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89420,585,647,0.87048,0.91792
2003,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.10580,62,647,0.08208,0.12952
2003,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87280,1840,2000,0.85819,0.88741
2003,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12720,160,2000,0.11259,0.14181
2003,66 and older,Primary Level,Not born in Germany,0.70010,40,40,0.55629,0.84391
2003,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.86801,672,785,0.84431,0.89170
2003,66 and older,Lower Secondary Level,Not born in Germany,0.13199,113,785,0.10830,0.15569
2003,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94140,1763,1887,0.93080,0.95200
2003,66 and older,Upper Secondary Level,Not born in Germany,0.05860,124,1887,0.04800,0.06920
2003,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87912,84,84,0.80899,0.94925
2003,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93486,228,228,0.90276,0.96697
2003,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89601,530,573,0.87099,0.92103
2003,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.10399,43,573,0.07897,0.12901
2004,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.85790,577,639,0.83081,0.88499
2004,17-29 y.,Pre-primary Level,Not born in Germany,0.14210,62,639,0.11501,0.16919
2004,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.90619,37,37,0.81095,1.00143
2004,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85651,690,769,0.83172,0.88131
2004,17-29 y.,Lower Secondary Level,Not born in Germany,0.14349,79,769,0.11869,0.16828
2004,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88245,1549,1704,0.86716,0.89775
2004,17-29 y.,Upper Secondary Level,Not born in Germany,0.11755,155,1704,0.10225,0.13284
2004,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.84613,250,250,0.80131,0.89094
2004,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90013,83,83,0.83524,0.96503
2004,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88952,186,186,0.84434,0.93469
2004,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.47520,35,74,0.36064,0.58976
2004,30-45 y.,Primary Level,Not born in Germany,0.52480,39,74,0.41024,0.63936
2004,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.62074,240,421,0.57433,0.66714
2004,30-45 y.,Lower Secondary Level,Not born in Germany,0.37926,181,421,0.33286,0.42567
2004,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89578,3011,3344,0.88543,0.90614
2004,30-45 y.,Upper Secondary Level,Not born in Germany,0.10422,333,3344,0.09386,0.11457
2004,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77722,429,526,0.74163,0.81282
2004,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22278,97,526,0.18718,0.25837
2004,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90146,613,665,0.87879,0.92413
2004,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09854,52,665,0.07587,0.12121
2004,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86993,1339,1482,0.85279,0.88706
2004,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.13007,143,1482,0.11294,0.14721
2004,46-65 y.,Primary Level,Not born in Germany,0.80085,74,74,0.70924,0.89246
2004,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.65393,375,618,0.61639,0.69147
2004,46-65 y.,Lower Secondary Level,Not born in Germany,0.34607,243,618,0.30853,0.38361
2004,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90946,3448,3772,0.90030,0.91862
2004,46-65 y.,Upper Secondary Level,Not born in Germany,0.09054,324,3772,0.08138,0.09970
2004,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.63377,172,256,0.57464,0.69290
2004,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.36623,84,256,0.30710,0.42536
2004,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88825,568,630,0.86362,0.91287
2004,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.11175,62,630,0.08713,0.13638
2004,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87347,1833,1993,0.85887,0.88807
2004,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12653,160,1993,0.11193,0.14113
2004,66 and older,Primary Level,Not born in Germany,0.66825,39,39,0.51854,0.81795
2004,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.87013,652,766,0.84630,0.89395
2004,66 and older,Lower Secondary Level,Not born in Germany,0.12987,114,766,0.10605,0.15370
2004,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93759,1825,1958,0.92687,0.94831
2004,66 and older,Upper Secondary Level,Not born in Germany,0.06241,133,1958,0.05169,0.07313
2004,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.89271,85,85,0.82652,0.95889
2004,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94046,238,238,0.91033,0.97058
2004,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90425,579,622,0.88110,0.92739
2004,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.09575,43,622,0.07261,0.11890
2005,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.89565,595,650,0.87213,0.91917
2005,17-29 y.,Pre-primary Level,Not born in Germany,0.10435,55,650,0.08083,0.12787
2005,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.91712,39,39,0.82945,1.00478
2005,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85644,634,700,0.83044,0.88243
2005,17-29 y.,Lower Secondary Level,Not born in Germany,0.14356,66,700,0.11757,0.16956
2005,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89889,1479,1600,0.88411,0.91367
2005,17-29 y.,Upper Secondary Level,Not born in Germany,0.10111,121,1600,0.08633,0.11589
2005,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87510,256,256,0.83452,0.91568
2005,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92442,62,62,0.85809,0.99075
2005,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93012,197,197,0.89442,0.96581
2005,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.44752,31,69,0.32933,0.56571
2005,30-45 y.,Primary Level,Not born in Germany,0.55248,38,69,0.43429,0.67067
2005,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.60526,234,408,0.55777,0.65275
2005,30-45 y.,Lower Secondary Level,Not born in Germany,0.39474,174,408,0.34725,0.44223
2005,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89585,2787,3096,0.88509,0.90661
2005,30-45 y.,Upper Secondary Level,Not born in Germany,0.10415,309,3096,0.09339,0.11491
2005,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77050,407,499,0.73356,0.80743
2005,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22950,92,499,0.19257,0.26644
2005,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.88971,571,622,0.86508,0.91435
2005,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.11029,51,622,0.08565,0.13492
2005,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87840,1252,1381,0.86115,0.89564
2005,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.12160,129,1381,0.10436,0.13885
2005,46-65 y.,Primary Level,Not born in Germany,0.73901,66,66,0.63225,0.84578
2005,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.63893,332,550,0.59875,0.67910
2005,46-65 y.,Lower Secondary Level,Not born in Germany,0.36107,218,550,0.32090,0.40125
2005,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90585,3278,3590,0.89629,0.91540
2005,46-65 y.,Upper Secondary Level,Not born in Germany,0.09415,312,3590,0.08460,0.10371
2005,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.61282,168,249,0.55220,0.67345
2005,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.38718,81,249,0.32655,0.44780
2005,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89375,559,618,0.86944,0.91807
2005,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.10625,59,618,0.08193,0.13056
2005,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86922,1767,1915,0.85411,0.88432
2005,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13078,148,1915,0.11568,0.14589
2005,66 and older,Primary Level,Not born in Germany,0.75566,40,40,0.62080,0.89052
