year,migback,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Indirect migration background,Not employed: Pensioner,0.01557,41,1733,0.00974,0.02140
2017,Indirect migration background,Not employed: registered unemployed,0.03761,126,1733,0.02865,0.04657
2017,Indirect migration background,Not employed: no further information,0.05645,244,1733,0.04558,0.06732
2018,No migration background,Self-employed,0.04814,1093,19694,0.04515,0.05113
2018,No migration background,Blue-collar worker,0.09119,1931,19694,0.08717,0.09521
2018,No migration background,Civil servant,0.03607,914,19694,0.03346,0.03867
2018,No migration background,White-collar worker,0.31758,7602,19694,0.31108,0.32408
2018,No migration background,Apprentice/ Trainee/ Intern,0.04713,1254,19694,0.04417,0.05009
2018,No migration background,Not employed: Pensioner,0.26028,4969,19694,0.25415,0.26641
2018,No migration background,Not employed: Military/Community Service,0.00108,41,19694,0.00062,0.00153
2018,No migration background,Not employed: registered unemployed,0.02919,776,19694,0.02684,0.03155
2018,No migration background,Not employed: no further information,0.03853,1114,19694,0.03584,0.04121
2018,Direct migration background,Self-employed,0.04635,217,8213,0.04181,0.05090
2018,Direct migration background,Blue-collar worker,0.17831,1314,8213,0.17003,0.18659
2018,Direct migration background,Civil servant,0.00351,32,8213,0.00223,0.00479
2018,Direct migration background,White-collar worker,0.33345,1961,8213,0.32325,0.34364
2018,Direct migration background,Apprentice/ Trainee/ Intern,0.03435,532,8213,0.03041,0.03829
2018,Direct migration background,Not employed: Pensioner,0.15872,533,8213,0.15082,0.16663
2018,Direct migration background,Not employed: registered unemployed,0.09252,1712,8213,0.08626,0.09879
2018,Direct migration background,Not employed: no further information,0.09746,1912,8213,0.09105,0.10388
2018,Indirect migration background,Self-employed,0.01616,64,1714,0.01019,0.02213
2018,Indirect migration background,Blue-collar worker,0.06587,202,1714,0.05412,0.07761
2018,Indirect migration background,Civil servant,0.01891,47,1714,0.01246,0.02536
2018,Indirect migration background,White-collar worker,0.23221,666,1714,0.21221,0.25221
2018,Indirect migration background,Apprentice/ Trainee/ Intern,0.10174,360,1714,0.08743,0.11606
2018,Indirect migration background,Not employed: Pensioner,0.01505,44,1714,0.00928,0.02081
2018,Indirect migration background,Not employed: registered unemployed,0.03652,120,1714,0.02763,0.04540
2018,Indirect migration background,Not employed: no further information,0.04634,211,1714,0.03639,0.05630
2019,No migration background,Self-employed,0.04772,2244,20386,0.04480,0.05065
2019,No migration background,Blue-collar worker,0.08543,1701,20386,0.08159,0.08927
2019,No migration background,Civil servant,0.03659,871,20386,0.03401,0.03916
2019,No migration background,White-collar worker,0.32629,7760,20386,0.31986,0.33273
2019,No migration background,Apprentice/ Trainee/ Intern,0.04520,1155,20386,0.04235,0.04805
2019,No migration background,Not employed: Pensioner,0.25838,4912,20386,0.25237,0.26439
2019,No migration background,Not employed: Military/Community Service,0.00123,42,20386,0.00075,0.00171
2019,No migration background,Not employed: registered unemployed,0.02549,646,20386,0.02333,0.02765
2019,No migration background,Not employed: no further information,0.03785,1055,20386,0.03523,0.04046
2019,Direct migration background,Self-employed,0.04355,307,7321,0.03888,0.04823
2019,Direct migration background,Blue-collar worker,0.17775,1179,7321,0.16899,0.18651
2019,Direct migration background,White-collar worker,0.33852,1923,7321,0.32768,0.34936
2019,Direct migration background,Apprentice/ Trainee/ Intern,0.03064,439,7321,0.02669,0.03459
2019,Direct migration background,Not employed: Pensioner,0.16419,505,7321,0.15570,0.17268
2019,Direct migration background,Not employed: registered unemployed,0.09278,1520,7321,0.08614,0.09943
2019,Direct migration background,Not employed: no further information,0.09602,1448,7321,0.08927,0.10277
2019,Indirect migration background,Self-employed,0.01864,128,1639,0.01209,0.02518
2019,Indirect migration background,Blue-collar worker,0.05385,158,1639,0.04292,0.06478
2019,Indirect migration background,Civil servant,0.01833,43,1639,0.01183,0.02483
2019,Indirect migration background,White-collar worker,0.24004,673,1639,0.21936,0.26073
2019,Indirect migration background,Apprentice/ Trainee/ Intern,0.09527,301,1639,0.08105,0.10948
2019,Indirect migration background,Not employed: Pensioner,0.01691,47,1639,0.01066,0.02315
2019,Indirect migration background,Not employed: registered unemployed,0.03706,102,1639,0.02791,0.04620
2019,Indirect migration background,Not employed: no further information,0.04055,187,1639,0.03100,0.05010
2020,No migration background,Self-employed,0.04684,1699,18828,0.04382,0.04986
2020,No migration background,Blue-collar worker,0.08293,1532,18828,0.07899,0.08687
2020,No migration background,Civil servant,0.03806,854,18828,0.03533,0.04079
2020,No migration background,White-collar worker,0.32707,7300,18828,0.32037,0.33378
2020,No migration background,Apprentice/ Trainee/ Intern,0.04556,1090,18828,0.04258,0.04854
2020,No migration background,Not employed: Pensioner,0.25536,4676,18828,0.24913,0.26159
2020,No migration background,Not employed: Military/Community Service,0.00142,35,18828,0.00088,0.00195
2020,No migration background,Not employed: registered unemployed,0.02598,610,18828,0.02370,0.02825
2020,No migration background,Not employed: no further information,0.04030,1032,18828,0.03749,0.04311
2020,Direct migration background,Self-employed,0.04228,267,9314,0.03820,0.04637
2020,Direct migration background,Blue-collar worker,0.17730,1581,9314,0.16954,0.18506
2020,Direct migration background,Civil servant,0.00275,47,9314,0.00169,0.00382
2020,Direct migration background,White-collar worker,0.33104,2907,9314,0.32148,0.34060
2020,Direct migration background,Apprentice/ Trainee/ Intern,0.03098,654,9314,0.02746,0.03450
2020,Direct migration background,Not employed: Pensioner,0.16181,501,9314,0.15433,0.16928
2020,Direct migration background,Not employed: registered unemployed,0.08627,1267,9314,0.08056,0.09197
2020,Direct migration background,Not employed: no further information,0.11102,2090,9314,0.10464,0.11740
2020,Indirect migration background,Self-employed,0.01861,89,1595,0.01198,0.02525
2020,Indirect migration background,Blue-collar worker,0.05787,161,1595,0.04641,0.06934
2020,Indirect migration background,Civil servant,0.01561,48,1595,0.00952,0.02169
2020,Indirect migration background,White-collar worker,0.22191,671,1595,0.20151,0.24230
2020,Indirect migration background,Apprentice/ Trainee/ Intern,0.09368,295,1595,0.07938,0.10799
2020,Indirect migration background,Not employed: Pensioner,0.02163,49,1595,0.01448,0.02877
2020,Indirect migration background,Not employed: registered unemployed,0.04193,112,1595,0.03209,0.05177
2020,Indirect migration background,Not employed: no further information,0.04194,170,1595,0.03210,0.05178
2021,No migration background,Self-employed,0.04232,1096,13310,0.03890,0.04574
2021,No migration background,Blue-collar worker,0.07149,847,13310,0.06711,0.07586
2021,No migration background,Civil servant,0.03951,661,13310,0.03620,0.04282
2021,No migration background,White-collar worker,0.34032,5443,13310,0.33227,0.34837
2021,No migration background,Apprentice/ Trainee/ Intern,0.04462,715,13310,0.04111,0.04813
2021,No migration background,Not employed: Pensioner,0.24883,3353,13310,0.24148,0.25617
2021,No migration background,Not employed: registered unemployed,0.02570,411,13310,0.02301,0.02838
2021,No migration background,Not employed: no further information,0.04209,784,13310,0.03868,0.04550
2021,Direct migration background,Self-employed,0.03386,165,5370,0.02902,0.03870
2021,Direct migration background,Blue-collar worker,0.15619,781,5370,0.14648,0.16590
2021,Direct migration background,Civil servant,0.00521,50,5370,0.00328,0.00713
2021,Direct migration background,White-collar worker,0.37281,1750,5370,0.35988,0.38575
2021,Direct migration background,Apprentice/ Trainee/ Intern,0.02944,394,5370,0.02492,0.03396
2021,Direct migration background,Not employed: Pensioner,0.14954,324,5370,0.14000,0.15908
2021,Direct migration background,Not employed: registered unemployed,0.08411,700,5370,0.07669,0.09154
2021,Direct migration background,Not employed: no further information,0.09980,1206,5370,0.09178,0.10781
2021,Indirect migration background,Self-employed,0.01482,56,967,0.00720,0.02244
2021,Indirect migration background,Blue-collar worker,0.03765,67,967,0.02565,0.04966
2021,Indirect migration background,Civil servant,0.01765,37,967,0.00935,0.02596
2021,Indirect migration background,White-collar worker,0.25450,448,967,0.22703,0.28197
2021,Indirect migration background,Apprentice/ Trainee/ Intern,0.05376,154,967,0.03954,0.06799
2021,Indirect migration background,Not employed: Pensioner,0.01298,35,967,0.00584,0.02012
2021,Indirect migration background,Not employed: registered unemployed,0.03576,63,967,0.02405,0.04747
2021,Indirect migration background,Not employed: no further information,0.05441,107,967,0.04011,0.06872
