"hlf0071_h","year","bula_h","quintil","n","percent","lower_confidence","upper_confidence"
"Gerade richtig","2004","Berlin","5","186","0.604967823898257","0.548800469205255","0.66113517859126"
"Gerade richtig","2004","Brandenburg","1","","","",""
"Gerade richtig","2004","Brandenburg","2","229","0.747731673910476","0.698585273430482","0.796878074390471"
"Gerade richtig","2004","Brandenburg","3","254","0.82013845527458","0.778057474886193","0.862219435662967"
"Gerade richtig","2004","Brandenburg","4","262","0.792555456116427","0.749135285475789","0.835975626757065"
"Gerade richtig","2004","Brandenburg","5","125","0.707096605902746","0.635909744873178","0.778283466932315"
"Gerade richtig","2004","Mecklenburg-Vorpommern","1","","","",""
"Gerade richtig","2004","Mecklenburg-Vorpommern","2","145","0.840835348951508","0.78632187853399","0.895348819369026"
"Gerade richtig","2004","Mecklenburg-Vorpommern","3","175","0.807629470409024","0.75577968622211","0.859479254595938"
"Gerade richtig","2004","Mecklenburg-Vorpommern","4","116","0.806944337617322","0.742701139706786","0.871187535527859"
"Gerade richtig","2004","Mecklenburg-Vorpommern","5","49","0.52614537182573","0.426779404547446","0.625511339104013"
"Gerade richtig","2004","Sachsen","1","","","",""
"Gerade richtig","2004","Sachsen","2","357","0.699303372533239","0.658065298291213","0.740541446775265"
"Gerade richtig","2004","Sachsen","3","536","0.800501597788588","0.770597077121308","0.830406118455867"
"Gerade richtig","2004","Sachsen","4","357","0.735900653920385","0.696584793641044","0.775216514199727"
"Gerade richtig","2004","Sachsen","5","173","0.7727795724451","0.720521773039655","0.825037371850545"
"Gerade richtig","2004","Sachsen-Anhalt","1","","","",""
"Gerade richtig","2004","Sachsen-Anhalt","2","193","0.778805329822088","0.728833305736019","0.828777353908156"
"Gerade richtig","2004","Sachsen-Anhalt","3","318","0.805947392795375","0.766237502104592","0.845657283486158"
"Gerade richtig","2004","Sachsen-Anhalt","4","237","0.773182165940076","0.727155020143579","0.819209311736573"
"Gerade richtig","2004","Sachsen-Anhalt","5","121","0.677935290493767","0.605532752472693","0.75033782851484"
"Gerade richtig","2004","Thüringen","1","","","",""
"Gerade richtig","2004","Thüringen","2","202","0.715714851997812","0.663799453441363","0.767630250554261"
"Gerade richtig","2004","Thüringen","3","389","0.78811608406374","0.751747925449922","0.824484242677558"
"Gerade richtig","2004","Thüringen","4","177","0.774408719380738","0.721856480118123","0.826960958643353"
"Gerade richtig","2004","Thüringen","5","113","0.785937144992767","0.717502958026317","0.854371331959217"
"Etwas zu gross","2004","Schleswig-Holstein","1","","","",""
"Etwas zu gross","2004","Schleswig-Holstein","2","","","",""
"Etwas zu gross","2004","Schleswig-Holstein","3","","","",""
"Etwas zu gross","2004","Schleswig-Holstein","4","","","",""
"Etwas zu gross","2004","Schleswig-Holstein","5","","","",""
"Etwas zu gross","2004","Hamburg","1","","","",""
"Etwas zu gross","2004","Hamburg","2","","","",""
"Etwas zu gross","2004","Hamburg","3","","","",""
"Etwas zu gross","2004","Hamburg","4","","","",""
"Etwas zu gross","2004","Hamburg","5","","","",""
"Etwas zu gross","2004","Niedersachsen","1","","","",""
"Etwas zu gross","2004","Niedersachsen","2","","","",""
"Etwas zu gross","2004","Niedersachsen","3","64","0.0940989902084311","0.0737265785713947","0.114471401845467"
"Etwas zu gross","2004","Niedersachsen","4","94","0.177375742927888","0.147136861413639","0.207614624442137"
"Etwas zu gross","2004","Niedersachsen","5","115","0.211386042990832","0.18092155175375","0.241850534227915"
"Etwas zu gross","2004","Bremen","1","","","",""
"Etwas zu gross","2004","Bremen","2","","","",""
"Etwas zu gross","2004","Bremen","3","","","",""
"Etwas zu gross","2004","Bremen","4","","","",""
"Etwas zu gross","2004","Bremen","5","","","",""
"Etwas zu gross","2004","Nordrhein-Westfalen","1","","","",""
"Etwas zu gross","2004","Nordrhein-Westfalen","2","69","0.0770451918075787","0.0601237684069454","0.093966615208212"
"Etwas zu gross","2004","Nordrhein-Westfalen","3","116","0.0753147345011855","0.0626918186702656","0.0879376503321053"
"Etwas zu gross","2004","Nordrhein-Westfalen","4","157","0.10915590502825","0.093422310949787","0.124889499106712"
"Etwas zu gross","2004","Nordrhein-Westfalen","5","214","0.124539423386906","0.108902866406038","0.140175980367774"
"Etwas zu gross","2004","Hessen","1","","","",""
"Etwas zu gross","2004","Hessen","2","","","",""
"Etwas zu gross","2004","Hessen","3","30","0.051215265947616","0.0317961680206448","0.0706343638745871"
"Etwas zu gross","2004","Hessen","4","57","0.103983318808589","0.0774399452182131","0.130526692398965"
"Etwas zu gross","2004","Hessen","5","96","0.152745380046004","0.124079754845839","0.181411005246169"
"Etwas zu gross","2004","Rheinland-Pfalz,Saarland","1","","","",""
"Etwas zu gross","2004","Rheinland-Pfalz,Saarland","2","","","",""
"Etwas zu gross","2004","Rheinland-Pfalz,Saarland","3","","","",""
"Etwas zu gross","2004","Rheinland-Pfalz,Saarland","4","54","0.169795687669574","0.129530411870176","0.210060963468972"
"Etwas zu gross","2004","Rheinland-Pfalz,Saarland","5","52","0.146328841287689","0.108649785405876","0.184007897169501"
"Etwas zu gross","2004","Baden-Württemberg","1","","","",""
"Etwas zu gross","2004","Baden-Württemberg","2","","","",""
"Etwas zu gross","2004","Baden-Württemberg","3","41","0.0446349302627212","0.0317586112384442","0.0575112492869982"
"Etwas zu gross","2004","Baden-Württemberg","4","98","0.135573473347219","0.113689026775616","0.157457919918823"
"Etwas zu gross","2004","Baden-Württemberg","5","111","0.115528590878045","0.0961660928001793","0.134891088955911"
"Etwas zu gross","2004","Bayern","1","","","",""
"Etwas zu gross","2004","Bayern","2","33","0.0687997663021277","0.0477607362049225","0.0898387963993328"
"Etwas zu gross","2004","Bayern","3","89","0.0910243173907788","0.0744856743099375","0.10756296047162"
"Etwas zu gross","2004","Bayern","4","112","0.114672391822853","0.0954730342769491","0.133871749368757"
"Etwas zu gross","2004","Bayern","5","156","0.174677660316554","0.153336806692932","0.196018513940175"
"Etwas zu gross","2004","Saarland","1","","","",""
"Etwas zu gross","2004","Saarland","2","","","",""
"Etwas zu gross","2004","Saarland","3","","","",""
"Etwas zu gross","2004","Saarland","4","","","",""
"Etwas zu gross","2004","Saarland","5","","","",""
"Etwas zu gross","2004","Berlin","1","","","",""
"Etwas zu gross","2004","Berlin","2","","","",""
"Etwas zu gross","2004","Berlin","3","","","",""
"Etwas zu gross","2004","Berlin","4","","","",""
"Etwas zu gross","2004","Berlin","5","40","0.120747308440309","0.083310641205045","0.158183975675573"
"Etwas zu gross","2004","Brandenburg","1","","","",""
"Etwas zu gross","2004","Brandenburg","2","","","",""
"Etwas zu gross","2004","Brandenburg","3","","","",""
"Etwas zu gross","2004","Brandenburg","4","","","",""
"Etwas zu gross","2004","Brandenburg","5","","","",""
"Etwas zu gross","2004","Mecklenburg-Vorpommern","1","","","",""
"Etwas zu gross","2004","Mecklenburg-Vorpommern","2","","","",""
"Etwas zu gross","2004","Mecklenburg-Vorpommern","3","","","",""
"Etwas zu gross","2004","Mecklenburg-Vorpommern","4","","","",""
"Etwas zu gross","2004","Mecklenburg-Vorpommern","5","32","0.218441876361243","0.13621556397196","0.300668188750527"
"Etwas zu gross","2004","Sachsen","1","","","",""
"Etwas zu gross","2004","Sachsen","2","33","0.0843308539782236","0.0593409938314007","0.109320714125047"
"Etwas zu gross","2004","Sachsen","3","52","0.059128056867397","0.0414779192601336","0.0767781944746604"
"Etwas zu gross","2004","Sachsen","4","61","0.119406161242464","0.0904876643865857","0.148324658098341"
"Etwas zu gross","2004","Sachsen","5","40","0.111291269810908","0.0720710623638501","0.150511477257966"
"Etwas zu gross","2004","Sachsen-Anhalt","1","","","",""
"Etwas zu gross","2004","Sachsen-Anhalt","2","","","",""
"Etwas zu gross","2004","Sachsen-Anhalt","3","","","",""
"Etwas zu gross","2004","Sachsen-Anhalt","4","38","0.12462115009738","0.0883193272428638","0.160922972951897"
"Etwas zu gross","2004","Sachsen-Anhalt","5","","","",""
"Etwas zu gross","2004","Thüringen","1","","","",""
"Etwas zu gross","2004","Thüringen","2","","","",""
"Etwas zu gross","2004","Thüringen","3","","","",""
"Etwas zu gross","2004","Thüringen","4","30","0.125113428768368","0.0835153960095073","0.166711461527228"
"Etwas zu gross","2004","Thüringen","5","","","",""
"Viel zu gross","2004","Schleswig-Holstein","1","","","",""
"Viel zu gross","2004","Schleswig-Holstein","2","","","",""
"Viel zu gross","2004","Schleswig-Holstein","3","","","",""
"Viel zu gross","2004","Schleswig-Holstein","4","","","",""
"Viel zu gross","2004","Schleswig-Holstein","5","","","",""
"Viel zu gross","2004","Hamburg","1","","","",""
"Viel zu gross","2004","Hamburg","2","","","",""
"Viel zu gross","2004","Hamburg","3","","","",""
"Viel zu gross","2004","Hamburg","4","","","",""
"Viel zu gross","2004","Hamburg","5","","","",""
"Viel zu gross","2004","Niedersachsen","1","","","",""
"Viel zu gross","2004","Niedersachsen","2","","","",""
"Viel zu gross","2004","Niedersachsen","3","","","",""
"Viel zu gross","2004","Niedersachsen","4","","","",""
"Viel zu gross","2004","Niedersachsen","5","","","",""
"Viel zu gross","2004","Bremen","1","","","",""
"Viel zu gross","2004","Bremen","2","","","",""
"Viel zu gross","2004","Bremen","3","","","",""
"Viel zu gross","2004","Bremen","4","","","",""
"Viel zu gross","2004","Bremen","5","","","",""
"Viel zu gross","2004","Nordrhein-Westfalen","1","","","",""
"Viel zu gross","2004","Nordrhein-Westfalen","2","","","",""
"Viel zu gross","2004","Nordrhein-Westfalen","3","","","",""
"Viel zu gross","2004","Nordrhein-Westfalen","4","","","",""
"Viel zu gross","2004","Nordrhein-Westfalen","5","","","",""
"Viel zu gross","2004","Hessen","1","","","",""
"Viel zu gross","2004","Hessen","2","","","",""
"Viel zu gross","2004","Hessen","3","","","",""
"Viel zu gross","2004","Hessen","4","","","",""
"Viel zu gross","2004","Hessen","5","","","",""
"Viel zu gross","2004","Rheinland-Pfalz,Saarland","1","","","",""
"Viel zu gross","2004","Rheinland-Pfalz,Saarland","2","","","",""
"Viel zu gross","2004","Rheinland-Pfalz,Saarland","3","","","",""
"Viel zu gross","2004","Rheinland-Pfalz,Saarland","4","","","",""
"Viel zu gross","2004","Rheinland-Pfalz,Saarland","5","","","",""
"Viel zu gross","2004","Baden-Württemberg","1","","","",""
"Viel zu gross","2004","Baden-Württemberg","2","","","",""
"Viel zu gross","2004","Baden-Württemberg","3","","","",""
"Viel zu gross","2004","Baden-Württemberg","4","","","",""
"Viel zu gross","2004","Baden-Württemberg","5","","","",""
"Viel zu gross","2004","Bayern","1","","","",""
"Viel zu gross","2004","Bayern","2","","","",""
"Viel zu gross","2004","Bayern","3","","","",""
"Viel zu gross","2004","Bayern","4","","","",""
"Viel zu gross","2004","Bayern","5","","","",""
"Viel zu gross","2004","Saarland","1","","","",""
"Viel zu gross","2004","Saarland","2","","","",""
"Viel zu gross","2004","Saarland","3","","","",""
"Viel zu gross","2004","Saarland","4","","","",""
"Viel zu gross","2004","Saarland","5","","","",""
"Viel zu gross","2004","Berlin","1","","","",""
"Viel zu gross","2004","Berlin","2","","","",""
"Viel zu gross","2004","Berlin","3","","","",""
"Viel zu gross","2004","Berlin","4","","","",""
"Viel zu gross","2004","Berlin","5","","","",""
"Viel zu gross","2004","Brandenburg","1","","","",""
"Viel zu gross","2004","Brandenburg","2","","","",""
"Viel zu gross","2004","Brandenburg","3","","","",""
"Viel zu gross","2004","Brandenburg","4","","","",""
"Viel zu gross","2004","Brandenburg","5","","","",""
"Viel zu gross","2004","Mecklenburg-Vorpommern","1","","","",""
"Viel zu gross","2004","Mecklenburg-Vorpommern","2","","","",""
"Viel zu gross","2004","Mecklenburg-Vorpommern","3","","","",""
"Viel zu gross","2004","Mecklenburg-Vorpommern","4","","","",""
"Viel zu gross","2004","Mecklenburg-Vorpommern","5","","","",""
"Viel zu gross","2004","Sachsen","1","","","",""
"Viel zu gross","2004","Sachsen","2","","","",""
"Viel zu gross","2004","Sachsen","3","","","",""
"Viel zu gross","2004","Sachsen","4","","","",""
"Viel zu gross","2004","Sachsen","5","","","",""
"Viel zu gross","2004","Sachsen-Anhalt","1","","","",""
"Viel zu gross","2004","Sachsen-Anhalt","2","","","",""
"Viel zu gross","2004","Sachsen-Anhalt","3","","","",""
"Viel zu gross","2004","Sachsen-Anhalt","4","","","",""
"Viel zu gross","2004","Sachsen-Anhalt","5","","","",""
"Viel zu gross","2004","Thüringen","1","","","",""
"Viel zu gross","2004","Thüringen","2","","","",""
"Viel zu gross","2004","Thüringen","3","","","",""
"Viel zu gross","2004","Thüringen","4","","","",""
"Viel zu gross","2004","Thüringen","5","","","",""
"Viel zu klein","2005","Schleswig-Holstein","1","","","",""
"Viel zu klein","2005","Schleswig-Holstein","2","","","",""
"Viel zu klein","2005","Schleswig-Holstein","3","","","",""
"Viel zu klein","2005","Schleswig-Holstein","4","","","",""
"Viel zu klein","2005","Schleswig-Holstein","5","","","",""
"Viel zu klein","2005","Hamburg","1","","","",""
"Viel zu klein","2005","Hamburg","2","","","",""
"Viel zu klein","2005","Hamburg","3","","","",""
"Viel zu klein","2005","Hamburg","4","","","",""
"Viel zu klein","2005","Hamburg","5","","","",""
"Viel zu klein","2005","Niedersachsen","1","","","",""
"Viel zu klein","2005","Niedersachsen","2","","","",""
"Viel zu klein","2005","Niedersachsen","3","","","",""
"Viel zu klein","2005","Niedersachsen","4","","","",""
"Viel zu klein","2005","Niedersachsen","5","","","",""
"Viel zu klein","2005","Bremen","1","","","",""
"Viel zu klein","2005","Bremen","2","","","",""
"Viel zu klein","2005","Bremen","3","","","",""
"Viel zu klein","2005","Bremen","4","","","",""
"Viel zu klein","2005","Bremen","5","","","",""
"Viel zu klein","2005","Nordrhein-Westfalen","1","","","",""
"Viel zu klein","2005","Nordrhein-Westfalen","2","","","",""
"Viel zu klein","2005","Nordrhein-Westfalen","3","","","",""
"Viel zu klein","2005","Nordrhein-Westfalen","4","","","",""
"Viel zu klein","2005","Nordrhein-Westfalen","5","","","",""
"Viel zu klein","2005","Hessen","1","","","",""
"Viel zu klein","2005","Hessen","2","","","",""
"Viel zu klein","2005","Hessen","3","","","",""
"Viel zu klein","2005","Hessen","4","","","",""
"Viel zu klein","2005","Hessen","5","","","",""
"Viel zu klein","2005","Rheinland-Pfalz,Saarland","1","","","",""
"Viel zu klein","2005","Rheinland-Pfalz,Saarland","2","","","",""
"Viel zu klein","2005","Rheinland-Pfalz,Saarland","3","","","",""
"Viel zu klein","2005","Rheinland-Pfalz,Saarland","4","","","",""
"Viel zu klein","2005","Rheinland-Pfalz,Saarland","5","","","",""
"Viel zu klein","2005","Baden-Württemberg","1","","","",""
"Viel zu klein","2005","Baden-Württemberg","2","37","0.0958902488506241","0.0694114009041995","0.122369096797049"
"Viel zu klein","2005","Baden-Württemberg","3","","","",""
"Viel zu klein","2005","Baden-Württemberg","4","","","",""
"Viel zu klein","2005","Baden-Württemberg","5","","","",""
"Viel zu klein","2005","Bayern","1","","","",""
"Viel zu klein","2005","Bayern","2","","","",""
"Viel zu klein","2005","Bayern","3","","","",""
"Viel zu klein","2005","Bayern","4","","","",""
"Viel zu klein","2005","Bayern","5","","","",""
"Viel zu klein","2005","Saarland","1","","","",""
"Viel zu klein","2005","Saarland","2","","","",""
"Viel zu klein","2005","Saarland","3","","","",""
"Viel zu klein","2005","Saarland","4","","","",""
"Viel zu klein","2005","Saarland","5","","","",""
"Viel zu klein","2005","Berlin","1","","","",""
"Viel zu klein","2005","Berlin","2","","","",""
"Viel zu klein","2005","Berlin","3","","","",""
"Viel zu klein","2005","Berlin","4","","","",""
"Viel zu klein","2005","Berlin","5","","","",""
"Viel zu klein","2005","Brandenburg","1","","","",""
"Viel zu klein","2005","Brandenburg","2","","","",""
"Viel zu klein","2005","Brandenburg","3","","","",""
"Viel zu klein","2005","Brandenburg","4","","","",""
"Viel zu klein","2005","Brandenburg","5","","","",""
"Viel zu klein","2005","Mecklenburg-Vorpommern","1","","","",""
"Viel zu klein","2005","Mecklenburg-Vorpommern","2","","","",""
"Viel zu klein","2005","Mecklenburg-Vorpommern","3","","","",""
"Viel zu klein","2005","Mecklenburg-Vorpommern","4","","","",""
"Viel zu klein","2005","Mecklenburg-Vorpommern","5","","","",""
"Viel zu klein","2005","Sachsen","1","","","",""
"Viel zu klein","2005","Sachsen","2","","","",""
"Viel zu klein","2005","Sachsen","3","","","",""
"Viel zu klein","2005","Sachsen","4","","","",""
"Viel zu klein","2005","Sachsen","5","","","",""
"Viel zu klein","2005","Sachsen-Anhalt","1","","","",""
"Viel zu klein","2005","Sachsen-Anhalt","2","","","",""
"Viel zu klein","2005","Sachsen-Anhalt","3","","","",""
"Viel zu klein","2005","Sachsen-Anhalt","4","","","",""
"Viel zu klein","2005","Sachsen-Anhalt","5","","","",""
"Viel zu klein","2005","Thüringen","1","","","",""
"Viel zu klein","2005","Thüringen","2","","","",""
"Viel zu klein","2005","Thüringen","3","","","",""
"Viel zu klein","2005","Thüringen","4","","","",""
"Viel zu klein","2005","Thüringen","5","","","",""
"Etwas zu klein","2005","Schleswig-Holstein","1","","","",""
"Etwas zu klein","2005","Schleswig-Holstein","2","45","0.27125082488371","0.200336464640002","0.342165185127418"
"Etwas zu klein","2005","Schleswig-Holstein","3","33","0.170674195076297","0.121184118600898","0.220164271551697"
"Etwas zu klein","2005","Schleswig-Holstein","4","","","",""
"Etwas zu klein","2005","Schleswig-Holstein","5","","","",""
"Etwas zu klein","2005","Hamburg","1","","","",""
"Etwas zu klein","2005","Hamburg","2","","","",""
"Etwas zu klein","2005","Hamburg","3","35","0.33597437920496","0.237289127471841","0.43465963093808"
"Etwas zu klein","2005","Hamburg","4","","","",""
"Etwas zu klein","2005","Hamburg","5","","","",""
"Etwas zu klein","2005","Niedersachsen","1","","","",""
"Etwas zu klein","2005","Niedersachsen","2","49","0.123886954986879","0.0892231513102241","0.158550758663534"
"Etwas zu klein","2005","Niedersachsen","3","97","0.142084068354352","0.116670002782772","0.167498133925932"
"Etwas zu klein","2005","Niedersachsen","4","83","0.176484163305447","0.147266326119018","0.205702000491876"
"Etwas zu klein","2005","Niedersachsen","5","31","0.0652663784785059","0.0458400386994172","0.0846927182575946"
"Etwas zu klein","2005","Bremen","1","","","",""
"Etwas zu klein","2005","Bremen","2","","","",""
"Etwas zu klein","2005","Bremen","3","","","",""
"Etwas zu klein","2005","Bremen","4","","","",""
"Etwas zu klein","2005","Bremen","5","","","",""
"Etwas zu klein","2005","Nordrhein-Westfalen","1","","","",""
"Etwas zu klein","2005","Nordrhein-Westfalen","2","198","0.198438453812122","0.172969917064074","0.223906990560171"
"Etwas zu klein","2005","Nordrhein-Westfalen","3","227","0.167556507411684","0.148631314060302","0.186481700763066"
"Etwas zu klein","2005","Nordrhein-Westfalen","4","240","0.143532127084152","0.125584327772223","0.16147992639608"
"Etwas zu klein","2005","Nordrhein-Westfalen","5","187","0.110845821942133","0.0960607872467453","0.125630856637521"
"Etwas zu klein","2005","Hessen","1","","","",""
"Etwas zu klein","2005","Hessen","2","64","0.226500851134929","0.174822022667249","0.278179679602609"
"Etwas zu klein","2005","Hessen","3","110","0.249173247089122","0.210357363500969","0.287989130677275"
"Etwas zu klein","2005","Hessen","4","85","0.210044012635681","0.172697797752917","0.247390227518445"
"Etwas zu klein","2005","Hessen","5","92","0.142856331991419","0.114692139597106","0.171020524385732"
"Etwas zu klein","2005","Rheinland-Pfalz,Saarland","1","","","",""
"Etwas zu klein","2005","Rheinland-Pfalz,Saarland","2","","","",""
"Etwas zu klein","2005","Rheinland-Pfalz,Saarland","3","61","0.0876685744782087","0.0610612310052924","0.114275917951125"
"Etwas zu klein","2005","Rheinland-Pfalz,Saarland","4","56","0.189144088450064","0.14540789693911","0.232880279961019"
"Etwas zu klein","2005","Rheinland-Pfalz,Saarland","5","37","0.109044724115132","0.0755669746269086","0.142522473603355"
"Etwas zu klein","2005","Baden-Württemberg","1","","","",""
"Etwas zu klein","2005","Baden-Württemberg","2","108","0.253758372495364","0.214624645395003","0.292892099595724"
"Etwas zu klein","2005","Baden-Württemberg","3","185","0.175121635135347","0.150707681872956","0.199535588397739"
"Etwas zu klein","2005","Baden-Württemberg","4","188","0.184962614504651","0.160740042387493","0.209185186621809"
"Etwas zu klein","2005","Baden-Württemberg","5","112","0.136176677672604","0.1146924089912","0.157660946354008"
"Etwas zu klein","2005","Bayern","1","","","",""
"Etwas zu klein","2005","Bayern","2","95","0.179483440838021","0.147556488208773","0.211410393467269"
"Etwas zu klein","2005","Bayern","3","210","0.17020347531675","0.147363194512445","0.193043756121055"
"Etwas zu klein","2005","Bayern","4","165","0.138616029892254","0.118055308761077","0.159176751023431"
"Etwas zu klein","2005","Bayern","5","142","0.129617508266246","0.110255246761364","0.148979769771128"
"Etwas zu klein","2005","Saarland","1","","","",""
"Etwas zu klein","2005","Saarland","2","","","",""
"Etwas zu klein","2005","Saarland","3","","","",""
"Etwas zu klein","2005","Saarland","4","","","",""
"Etwas zu klein","2005","Saarland","5","","","",""
"Etwas zu klein","2005","Berlin","1","","","",""
"Etwas zu klein","2005","Berlin","2","44","0.198863868989553","0.146000220290144","0.251727517688963"
"Etwas zu klein","2005","Berlin","3","35","0.107570457013236","0.0693160656290228","0.145824848397449"
"Etwas zu klein","2005","Berlin","4","58","0.238830354143752","0.182994961606972","0.294665746680532"
"Etwas zu klein","2005","Berlin","5","56","0.212435446062841","0.162621060114671","0.262249832011012"
"Etwas zu klein","2005","Brandenburg","1","","","",""
"Etwas zu klein","2005","Brandenburg","2","66","0.230036568778696","0.181346472559773","0.278726664997618"
"Etwas zu klein","2005","Brandenburg","3","52","0.136944323232548","0.100347813693711","0.173540832771386"
"Etwas zu klein","2005","Brandenburg","4","44","0.108657667114855","0.0741255465271401","0.14318978770257"
"Etwas zu klein","2005","Brandenburg","5","","","",""
"Etwas zu klein","2005","Mecklenburg-Vorpommern","1","","","",""
"Etwas zu klein","2005","Mecklenburg-Vorpommern","2","","","",""
"Etwas zu klein","2005","Mecklenburg-Vorpommern","3","","","",""
"Etwas zu klein","2005","Mecklenburg-Vorpommern","4","","","",""
"Etwas zu klein","2005","Mecklenburg-Vorpommern","5","","","",""
"Etwas zu klein","2005","Sachsen","1","","","",""
"Etwas zu klein","2005","Sachsen","2","95","0.219114653969545","0.182263188901919","0.255966119037172"
"Etwas zu klein","2005","Sachsen","3","72","0.127518954695874","0.101305861532086","0.153732047859662"
"Etwas zu klein","2005","Sachsen","4","65","0.103506064550037","0.0765619496906877","0.130450179409387"
"Etwas zu klein","2005","Sachsen","5","","","",""
"Etwas zu klein","2005","Sachsen-Anhalt","1","","","",""
"Etwas zu klein","2005","Sachsen-Anhalt","2","52","0.142522754114305","0.100824332694129","0.184221175534482"
"Etwas zu klein","2005","Sachsen-Anhalt","3","","","",""
"Etwas zu klein","2005","Sachsen-Anhalt","4","30","0.124481917632052","0.0870623993867093","0.161901435877394"
"Etwas zu klein","2005","Sachsen-Anhalt","5","","","",""
"Etwas zu klein","2005","Thüringen","1","","","",""
"Etwas zu klein","2005","Thüringen","2","64","0.181708479224422","0.14119494867807","0.222222009770773"
"Etwas zu klein","2005","Thüringen","3","55","0.112279659128164","0.0809062351383495","0.143653083117978"
"Etwas zu klein","2005","Thüringen","4","30","0.146283960964913","0.101197394253315","0.191370527676512"
"Etwas zu klein","2005","Thüringen","5","","","",""
"Gerade richtig","2005","Schleswig-Holstein","1","","","",""
"Gerade richtig","2005","Schleswig-Holstein","2","97","0.675903773046541","0.601252186802801","0.750555359290282"
"Gerade richtig","2005","Schleswig-Holstein","3","167","0.719677923323721","0.660593997396824","0.778761849250618"
"Gerade richtig","2005","Schleswig-Holstein","4","160","0.773242426895144","0.716061233030919","0.830423620759369"
"Gerade richtig","2005","Schleswig-Holstein","5","210","0.772928639989423","0.721100919159354","0.824756360819491"
"Gerade richtig","2005","Hamburg","1","","","",""
"Gerade richtig","2005","Hamburg","2","","","",""
"Gerade richtig","2005","Hamburg","3","44","0.583023370324206","0.480007154123863","0.686039586524549"
"Gerade richtig","2005","Hamburg","4","56","0.736843786250316","0.642675866770492","0.83101170573014"
"Gerade richtig","2005","Hamburg","5","114","0.707631627223038","0.636025356708382","0.779237897737694"
"Gerade richtig","2005","Niedersachsen","1","","","",""
"Gerade richtig","2005","Niedersachsen","2","248","0.694538525169312","0.64607558639856","0.743001463940065"
"Gerade richtig","2005","Niedersachsen","3","532","0.723032660933389","0.690458568462688","0.755606753404091"
"Gerade richtig","2005","Niedersachsen","4","465","0.633408291560506","0.596477177573133","0.670339405547879"
"Gerade richtig","2005","Niedersachsen","5","469","0.723696590032775","0.688526484097517","0.758866695968032"
"Gerade richtig","2005","Bremen","1","","","",""
"Gerade richtig","2005","Bremen","2","","","",""
"Gerade richtig","2005","Bremen","3","40","0.860192024876121","0.763093254597402","0.95729079515484"
"Gerade richtig","2005","Bremen","4","","","",""
"Gerade richtig","2005","Bremen","5","42","0.764241437598575","0.653067469860207","0.875415405336943"
"Gerade richtig","2005","Nordrhein-Westfalen","1","","","",""
"Gerade richtig","2005","Nordrhein-Westfalen","2","667","0.715548928152431","0.686738739992854","0.744359116312009"
"Gerade richtig","2005","Nordrhein-Westfalen","3","1121","0.732714528383367","0.710289274305595","0.755139782461138"
"Gerade richtig","2005","Nordrhein-Westfalen","4","1094","0.760611084777337","0.738767975956229","0.782454193598445"
"Gerade richtig","2005","Nordrhein-Westfalen","5","1291","0.743054944711236","0.722476869808901","0.763633019613571"
"Gerade richtig","2005","Hessen","1","","","",""
"Gerade richtig","2005","Hessen","2","172","0.705091806770931","0.64879107055662","0.761392542985242"
"Gerade richtig","2005","Hessen","3","322","0.655445813043868","0.612799050880997","0.69809257520674"
"Gerade richtig","2005","Hessen","4","327","0.680161932716416","0.637399615775493","0.722924249657339"
"Gerade richtig","2005","Hessen","5","387","0.643969415550883","0.605430719282315","0.682508111819451"
"Gerade richtig","2005","Rheinland-Pfalz,Saarland","1","","","",""
"Gerade richtig","2005","Rheinland-Pfalz,Saarland","2","193","0.79501148976853","0.743831451913528","0.846191527623532"
"Gerade richtig","2005","Rheinland-Pfalz,Saarland","3","334","0.825627311090934","0.789930083848653","0.861324538333214"
"Gerade richtig","2005","Rheinland-Pfalz,Saarland","4","212","0.671254437815795","0.618792265789369","0.723716609842221"
"Gerade richtig","2005","Rheinland-Pfalz,Saarland","5","247","0.736554311631307","0.689242028088933","0.783866595173681"
"Gerade richtig","2005","Baden-Württemberg","1","","","",""
"Gerade richtig","2005","Baden-Württemberg","2","313","0.612751742327238","0.568945268147622","0.656558216506855"
"Gerade richtig","2005","Baden-Württemberg","3","657","0.668199741300957","0.637953963155341","0.698445519446573"
"Gerade richtig","2005","Baden-Württemberg","4","690","0.689841142472278","0.660983811867084","0.718698473077472"
"Gerade richtig","2005","Baden-Württemberg","5","728","0.7371317512851","0.709557840237713","0.764705662332487"
"Gerade richtig","2005","Bayern","1","","","",""
"Gerade richtig","2005","Bayern","2","403","0.742382210775259","0.705998809003412","0.778765612547106"
"Gerade richtig","2005","Bayern","3","721","0.709622650138475","0.682034249474479","0.737211050802472"
"Gerade richtig","2005","Bayern","4","786","0.729264251502201","0.702825040746293","0.755703462258109"
"Gerade richtig","2005","Bayern","5","835","0.711170053920612","0.685043807782843","0.737296300058382"
"Gerade richtig","2005","Saarland","1","","","",""
"Gerade richtig","2005","Saarland","2","52","0.832930562337644","0.738540696214674","0.927320428460614"
"Gerade richtig","2005","Saarland","3","57","0.616382125626446","0.520108020935017","0.712656230317874"
"Gerade richtig","2005","Saarland","4","75","0.714088061306255","0.625081397060815","0.803094725551694"
"Gerade richtig","2005","Saarland","5","51","0.643217128042163","0.536905299373914","0.749528956710412"
"Gerade richtig","2005","Berlin","1","","","",""
