"hlf0071_h","year","bula_h","hhtyp","n","percent","lower_confidence","upper_confidence"
"Viel zu gross","2001","Sachsen","Sonstige","","","",""
"Viel zu gross","2001","Sachsen-Anhalt","1-Pers.-HH","","","",""
"Viel zu gross","2001","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","2001","Sachsen-Anhalt","Alleinerziehende","","","",""
"Viel zu gross","2001","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Viel zu gross","2001","Sachsen-Anhalt","Sonstige","","","",""
"Viel zu gross","2001","Thüringen","1-Pers.-HH","","","",""
"Viel zu gross","2001","Thüringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu gross","2001","Thüringen","Alleinerziehende","","","",""
"Viel zu gross","2001","Thüringen","Paar mit Kind(ern)","","","",""
"Viel zu gross","2001","Thüringen","Sonstige","","","",""
"Viel zu klein","2002","Schleswig-Holstein","1-Pers.-HH","","","",""
"Viel zu klein","2002","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Schleswig-Holstein","Alleinerziehende","","","",""
"Viel zu klein","2002","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Schleswig-Holstein","Sonstige","","","",""
"Viel zu klein","2002","Hamburg","1-Pers.-HH","","","",""
"Viel zu klein","2002","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Hamburg","Alleinerziehende","","","",""
"Viel zu klein","2002","Hamburg","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Hamburg","Sonstige","","","",""
"Viel zu klein","2002","Niedersachsen","1-Pers.-HH","","","",""
"Viel zu klein","2002","Niedersachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Niedersachsen","Alleinerziehende","","","",""
"Viel zu klein","2002","Niedersachsen","Paar mit Kind(ern)","45","0.0417765556111106","0.0316581324952542","0.051894978726967"
"Viel zu klein","2002","Niedersachsen","Sonstige","","","",""
"Viel zu klein","2002","Bremen","1-Pers.-HH","","","",""
"Viel zu klein","2002","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Bremen","Alleinerziehende","","","",""
"Viel zu klein","2002","Bremen","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Bremen","Sonstige","","","",""
"Viel zu klein","2002","Nordrhein-Westfalen","1-Pers.-HH","","","",""
"Viel zu klein","2002","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Nordrhein-Westfalen","Alleinerziehende","","","",""
"Viel zu klein","2002","Nordrhein-Westfalen","Paar mit Kind(ern)","113","0.0286384402635079","0.0231088921909731","0.0341679883360427"
"Viel zu klein","2002","Nordrhein-Westfalen","Sonstige","","","",""
"Viel zu klein","2002","Hessen","1-Pers.-HH","","","",""
"Viel zu klein","2002","Hessen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Hessen","Alleinerziehende","","","",""
"Viel zu klein","2002","Hessen","Paar mit Kind(ern)","63","0.049139394834653","0.0370691503667333","0.0612096393025726"
"Viel zu klein","2002","Hessen","Sonstige","","","",""
"Viel zu klein","2002","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Viel zu klein","2002","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Viel zu klein","2002","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Viel zu klein","2002","Baden-Württemberg","1-Pers.-HH","","","",""
"Viel zu klein","2002","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Baden-Württemberg","Alleinerziehende","","","",""
"Viel zu klein","2002","Baden-Württemberg","Paar mit Kind(ern)","88","0.0390288738595545","0.0311279410532321","0.046929806665877"
"Viel zu klein","2002","Baden-Württemberg","Sonstige","","","",""
"Viel zu klein","2002","Bayern","1-Pers.-HH","","","",""
"Viel zu klein","2002","Bayern","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Bayern","Alleinerziehende","","","",""
"Viel zu klein","2002","Bayern","Paar mit Kind(ern)","74","0.033190091197717","0.0260940332467393","0.0402861491486946"
"Viel zu klein","2002","Bayern","Sonstige","","","",""
"Viel zu klein","2002","Saarland","1-Pers.-HH","","","",""
"Viel zu klein","2002","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Saarland","Alleinerziehende","","","",""
"Viel zu klein","2002","Saarland","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Saarland","Sonstige","","","",""
"Viel zu klein","2002","Berlin","1-Pers.-HH","","","",""
"Viel zu klein","2002","Berlin","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Berlin","Alleinerziehende","","","",""
"Viel zu klein","2002","Berlin","Paar mit Kind(ern)","34","0.091000304899425","0.0652708393703309","0.116729770428519"
"Viel zu klein","2002","Berlin","Sonstige","","","",""
"Viel zu klein","2002","Brandenburg","1-Pers.-HH","","","",""
"Viel zu klein","2002","Brandenburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Brandenburg","Alleinerziehende","","","",""
"Viel zu klein","2002","Brandenburg","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Brandenburg","Sonstige","","","",""
"Viel zu klein","2002","Mecklenburg-Vorpommern","1-Pers.-HH","","","",""
"Viel zu klein","2002","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Viel zu klein","2002","Mecklenburg-Vorpommern","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Mecklenburg-Vorpommern","Sonstige","","","",""
"Viel zu klein","2002","Sachsen","1-Pers.-HH","","","",""
"Viel zu klein","2002","Sachsen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Sachsen","Alleinerziehende","","","",""
"Viel zu klein","2002","Sachsen","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Sachsen","Sonstige","","","",""
"Viel zu klein","2002","Sachsen-Anhalt","1-Pers.-HH","","","",""
"Viel zu klein","2002","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Sachsen-Anhalt","Alleinerziehende","","","",""
"Viel zu klein","2002","Sachsen-Anhalt","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Sachsen-Anhalt","Sonstige","","","",""
"Viel zu klein","2002","Thüringen","1-Pers.-HH","","","",""
"Viel zu klein","2002","Thüringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Viel zu klein","2002","Thüringen","Alleinerziehende","","","",""
"Viel zu klein","2002","Thüringen","Paar mit Kind(ern)","","","",""
"Viel zu klein","2002","Thüringen","Sonstige","","","",""
"Etwas zu klein","2002","Schleswig-Holstein","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","2002","Schleswig-Holstein","Alleinerziehende","","","",""
"Etwas zu klein","2002","Schleswig-Holstein","Paar mit Kind(ern)","122","0.27441063190921","0.235022031117347","0.313799232701072"
"Etwas zu klein","2002","Schleswig-Holstein","Sonstige","","","",""
"Etwas zu klein","2002","Hamburg","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","2002","Hamburg","Alleinerziehende","","","",""
"Etwas zu klein","2002","Hamburg","Paar mit Kind(ern)","90","0.383302305880621","0.316584787254973","0.45001982450627"
"Etwas zu klein","2002","Hamburg","Sonstige","","","",""
"Etwas zu klein","2002","Niedersachsen","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Niedersachsen","(Ehe-)Paar ohne Kind(er)","44","0.0740866384118617","0.0541049931889308","0.0940682836347926"
"Etwas zu klein","2002","Niedersachsen","Alleinerziehende","","","",""
"Etwas zu klein","2002","Niedersachsen","Paar mit Kind(ern)","299","0.247312443188024","0.225493009382712","0.269131876993337"
"Etwas zu klein","2002","Niedersachsen","Sonstige","","","",""
"Etwas zu klein","2002","Bremen","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","2002","Bremen","Alleinerziehende","","","",""
"Etwas zu klein","2002","Bremen","Paar mit Kind(ern)","","","",""
"Etwas zu klein","2002","Bremen","Sonstige","","","",""
"Etwas zu klein","2002","Nordrhein-Westfalen","1-Pers.-HH","63","0.0967431877420693","0.0734747049728537","0.120011670511285"
"Etwas zu klein","2002","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","168","0.0996101271677221","0.0854570486626604","0.113763205672784"
"Etwas zu klein","2002","Nordrhein-Westfalen","Alleinerziehende","68","0.255147428748407","0.205568102001373","0.304726755495442"
"Etwas zu klein","2002","Nordrhein-Westfalen","Paar mit Kind(ern)","631","0.195076593346344","0.181939346488314","0.208213840204374"
"Etwas zu klein","2002","Nordrhein-Westfalen","Sonstige","44","0.136335976138858","0.0904683238359563","0.18220362844176"
"Etwas zu klein","2002","Hessen","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Hessen","(Ehe-)Paar ohne Kind(er)","74","0.0998995102586089","0.0757031933618294","0.124095827155388"
"Etwas zu klein","2002","Hessen","Alleinerziehende","","","",""
"Etwas zu klein","2002","Hessen","Paar mit Kind(ern)","312","0.228021666828696","0.20459376741297","0.251449566244423"
"Etwas zu klein","2002","Hessen","Sonstige","","","",""
"Etwas zu klein","2002","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","2002","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Etwas zu klein","2002","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","119","0.126900502475977","0.103935057553554","0.1498659473984"
"Etwas zu klein","2002","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Etwas zu klein","2002","Baden-Württemberg","1-Pers.-HH","37","0.112886781278669","0.0778846622426252","0.147888900314713"
"Etwas zu klein","2002","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","92","0.09493032692501","0.0753627093149658","0.114497944535054"
"Etwas zu klein","2002","Baden-Württemberg","Alleinerziehende","53","0.256597021760329","0.197242422445881","0.315951621074778"
"Etwas zu klein","2002","Baden-Württemberg","Paar mit Kind(ern)","489","0.241689410606847","0.224223848780158","0.259154972433536"
"Etwas zu klein","2002","Baden-Württemberg","Sonstige","","","",""
"Etwas zu klein","2002","Bayern","1-Pers.-HH","40","0.108807157208463","0.0777423247606959","0.13987198965623"
"Etwas zu klein","2002","Bayern","(Ehe-)Paar ohne Kind(er)","108","0.106577654522107","0.0881229356092777","0.125032373434936"
"Etwas zu klein","2002","Bayern","Alleinerziehende","64","0.193067737429346","0.147243098211928","0.238892376646763"
"Etwas zu klein","2002","Bayern","Paar mit Kind(ern)","496","0.204505198250477","0.188527536120969","0.220482860379986"
"Etwas zu klein","2002","Bayern","Sonstige","","","",""
"Etwas zu klein","2002","Saarland","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","2002","Saarland","Alleinerziehende","","","",""
"Etwas zu klein","2002","Saarland","Paar mit Kind(ern)","39","0.203685107134185","0.151294043034675","0.256076171233694"
"Etwas zu klein","2002","Saarland","Sonstige","","","",""
"Etwas zu klein","2002","Berlin","1-Pers.-HH","37","0.207943941990445","0.149776711796129","0.26611117218476"
"Etwas zu klein","2002","Berlin","(Ehe-)Paar ohne Kind(er)","46","0.177846722255505","0.130256078487079","0.22543736602393"
"Etwas zu klein","2002","Berlin","Alleinerziehende","","","",""
"Etwas zu klein","2002","Berlin","Paar mit Kind(ern)","132","0.287091867354599","0.246619864045159","0.327563870664038"
"Etwas zu klein","2002","Berlin","Sonstige","","","",""
"Etwas zu klein","2002","Brandenburg","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Brandenburg","(Ehe-)Paar ohne Kind(er)","34","0.0755118336167411","0.0480656933607802","0.102957973872702"
"Etwas zu klein","2002","Brandenburg","Alleinerziehende","","","",""
"Etwas zu klein","2002","Brandenburg","Paar mit Kind(ern)","120","0.191454968684182","0.159351969212846","0.223557968155518"
"Etwas zu klein","2002","Brandenburg","Sonstige","","","",""
"Etwas zu klein","2002","Mecklenburg-Vorpommern","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","2002","Mecklenburg-Vorpommern","Alleinerziehende","","","",""
"Etwas zu klein","2002","Mecklenburg-Vorpommern","Paar mit Kind(ern)","62","0.215527800282604","0.169901923737649","0.261153676827558"
"Etwas zu klein","2002","Mecklenburg-Vorpommern","Sonstige","","","",""
"Etwas zu klein","2002","Sachsen","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Sachsen","(Ehe-)Paar ohne Kind(er)","56","0.0962775434584342","0.072230360413203","0.120324726503665"
"Etwas zu klein","2002","Sachsen","Alleinerziehende","","","",""
"Etwas zu klein","2002","Sachsen","Paar mit Kind(ern)","166","0.138850566694927","0.118341312860698","0.159359820529156"
"Etwas zu klein","2002","Sachsen","Sonstige","","","",""
"Etwas zu klein","2002","Sachsen-Anhalt","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","38","0.116008188707532","0.0823626944101514","0.149653683004912"
"Etwas zu klein","2002","Sachsen-Anhalt","Alleinerziehende","","","",""
"Etwas zu klein","2002","Sachsen-Anhalt","Paar mit Kind(ern)","91","0.151598653336567","0.123045102387143","0.18015220428599"
"Etwas zu klein","2002","Sachsen-Anhalt","Sonstige","","","",""
"Etwas zu klein","2002","Thüringen","1-Pers.-HH","","","",""
"Etwas zu klein","2002","Thüringen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu klein","2002","Thüringen","Alleinerziehende","","","",""
"Etwas zu klein","2002","Thüringen","Paar mit Kind(ern)","134","0.166371448818555","0.138297698531087","0.194445199106024"
"Etwas zu klein","2002","Thüringen","Sonstige","","","",""
"Gerade richtig","2002","Schleswig-Holstein","1-Pers.-HH","68","0.703784508426527","0.614295061019277","0.793273955833777"
"Gerade richtig","2002","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","216","0.798278164147726","0.75058927349343","0.845967054802021"
"Gerade richtig","2002","Schleswig-Holstein","Alleinerziehende","38","0.691094357672006","0.567859716395527","0.814328998948485"
"Gerade richtig","2002","Schleswig-Holstein","Paar mit Kind(ern)","349","0.680253968052665","0.639085684981514","0.721422251123816"
"Gerade richtig","2002","Schleswig-Holstein","Sonstige","","","",""
"Gerade richtig","2002","Hamburg","1-Pers.-HH","49","0.599381878471823","0.492002670351516","0.706761086592129"
"Gerade richtig","2002","Hamburg","(Ehe-)Paar ohne Kind(er)","92","0.861563349630042","0.797024547902642","0.926102151357443"
"Gerade richtig","2002","Hamburg","Alleinerziehende","","","",""
"Gerade richtig","2002","Hamburg","Paar mit Kind(ern)","99","0.502534998258094","0.433923416776713","0.571146579739475"
"Gerade richtig","2002","Hamburg","Sonstige","","","",""
"Gerade richtig","2002","Niedersachsen","1-Pers.-HH","140","0.64094639793516","0.576672934348784","0.705219861521536"
"Gerade richtig","2002","Niedersachsen","(Ehe-)Paar ohne Kind(er)","454","0.650372346432671","0.613992568436063","0.686752124429279"
"Gerade richtig","2002","Niedersachsen","Alleinerziehende","109","0.656118370335956","0.58157974506743","0.730656995604481"
"Gerade richtig","2002","Niedersachsen","Paar mit Kind(ern)","1039","0.636297450696632","0.611968891538963","0.660626009854302"
"Gerade richtig","2002","Niedersachsen","Sonstige","83","0.793381745294933","0.718730971203472","0.868032519386394"
"Gerade richtig","2002","Bremen","1-Pers.-HH","","","",""
"Gerade richtig","2002","Bremen","(Ehe-)Paar ohne Kind(er)","52","0.740949373930949","0.63361354988298","0.848285197978919"
"Gerade richtig","2002","Bremen","Alleinerziehende","","","",""
"Gerade richtig","2002","Bremen","Paar mit Kind(ern)","65","0.712810677778216","0.624131974541902","0.801489381014531"
"Gerade richtig","2002","Bremen","Sonstige","","","",""
"Gerade richtig","2002","Nordrhein-Westfalen","1-Pers.-HH","439","0.719039233605796","0.683659758967881","0.754418708243712"
"Gerade richtig","2002","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","1276","0.728680936268156","0.707667710518252","0.74969416201806"
"Gerade richtig","2002","Nordrhein-Westfalen","Alleinerziehende","178","0.615286736956469","0.559954628105955","0.670618845806984"
"Gerade richtig","2002","Nordrhein-Westfalen","Paar mit Kind(ern)","2560","0.719287106803692","0.704389832347061","0.734184381260323"
"Gerade richtig","2002","Nordrhein-Westfalen","Sonstige","142","0.720385049256018","0.660393317177332","0.780376781334704"
"Gerade richtig","2002","Hessen","1-Pers.-HH","131","0.712404459694634","0.647179080110513","0.777629839278755"
"Gerade richtig","2002","Hessen","(Ehe-)Paar ohne Kind(er)","414","0.713109249020648","0.676612145994756","0.74960635204654"
"Gerade richtig","2002","Hessen","Alleinerziehende","56","0.602811958112239","0.506424726787813","0.699199189436665"
"Gerade richtig","2002","Hessen","Paar mit Kind(ern)","741","0.6282839457026","0.60129869994261","0.65526919146259"
"Gerade richtig","2002","Hessen","Sonstige","52","0.618789075456842","0.504190944777944","0.733387206135739"
"Gerade richtig","2002","Rheinland-Pfalz,Saarland","1-Pers.-HH","79","0.658676545113852","0.575885763185764","0.741467327041939"
"Gerade richtig","2002","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","228","0.669965944108795","0.619232205974881","0.720699682242708"
"Gerade richtig","2002","Rheinland-Pfalz,Saarland","Alleinerziehende","57","0.467635974324801","0.372200079841876","0.563071868807727"
"Gerade richtig","2002","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","635","0.794144461202998","0.766248434015107","0.822040488390889"
"Gerade richtig","2002","Rheinland-Pfalz,Saarland","Sonstige","65","0.894657657691591","0.826961429403716","0.962353885979465"
"Gerade richtig","2002","Baden-Württemberg","1-Pers.-HH","230","0.747514267416315","0.69946227153729","0.79556626329534"
"Gerade richtig","2002","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","622","0.745527275322372","0.716450459438681","0.774604091206062"
"Gerade richtig","2002","Baden-Württemberg","Alleinerziehende","129","0.669846828243673","0.605937844278386","0.73375581220896"
"Gerade richtig","2002","Baden-Württemberg","Paar mit Kind(ern)","1596","0.660230278134061","0.640907469860439","0.679553086407682"
"Gerade richtig","2002","Baden-Württemberg","Sonstige","115","0.809957643330059","0.746098888270054","0.873816398390065"
"Gerade richtig","2002","Bayern","1-Pers.-HH","279","0.732179343069726","0.688003463008995","0.776355223130458"
"Gerade richtig","2002","Bayern","(Ehe-)Paar ohne Kind(er)","786","0.734534751858682","0.708125508281697","0.760943995435668"
"Gerade richtig","2002","Bayern","Alleinerziehende","184","0.667639363197339","0.612950182234448","0.722328544160231"
"Gerade richtig","2002","Bayern","Paar mit Kind(ern)","1714","0.703649459538336","0.685560090230215","0.721738828846457"
"Gerade richtig","2002","Bayern","Sonstige","120","0.815764249125232","0.754535269901128","0.876993228349336"
"Gerade richtig","2002","Saarland","1-Pers.-HH","","","",""
"Gerade richtig","2002","Saarland","(Ehe-)Paar ohne Kind(er)","68","0.667735906776447","0.5772094562971","0.758262357255793"
"Gerade richtig","2002","Saarland","Alleinerziehende","","","",""
"Gerade richtig","2002","Saarland","Paar mit Kind(ern)","169","0.714430669317835","0.655672130263227","0.773189208372444"
"Gerade richtig","2002","Saarland","Sonstige","","","",""
"Gerade richtig","2002","Berlin","1-Pers.-HH","127","0.681166380996485","0.614372612848911","0.74796014914406"
"Gerade richtig","2002","Berlin","(Ehe-)Paar ohne Kind(er)","176","0.727919849060531","0.672532259980383","0.783307438140679"
"Gerade richtig","2002","Berlin","Alleinerziehende","82","0.759479048535538","0.679969194342557","0.838988902728518"
"Gerade richtig","2002","Berlin","Paar mit Kind(ern)","304","0.604177266853251","0.560429082950785","0.647925450755718"
"Gerade richtig","2002","Berlin","Sonstige","","","",""
"Gerade richtig","2002","Brandenburg","1-Pers.-HH","91","0.741172642562074","0.662479046843174","0.819866238280974"
"Gerade richtig","2002","Brandenburg","(Ehe-)Paar ohne Kind(er)","272","0.80404860012064","0.762816217878575","0.845280982362706"
"Gerade richtig","2002","Brandenburg","Alleinerziehende","48","0.541765739511539","0.428243283537258","0.655288195485819"
"Gerade richtig","2002","Brandenburg","Paar mit Kind(ern)","428","0.756780283498171","0.721774123147238","0.791786443849104"
"Gerade richtig","2002","Brandenburg","Sonstige","","","",""
"Gerade richtig","2002","Mecklenburg-Vorpommern","1-Pers.-HH","56","0.775239533226439","0.6813927884012","0.869086278051677"
"Gerade richtig","2002","Mecklenburg-Vorpommern","(Ehe-)Paar ohne Kind(er)","142","0.80753231703046","0.750256504113031","0.86480812994789"
"Gerade richtig","2002","Mecklenburg-Vorpommern","Alleinerziehende","45","0.777447429135736","0.673908404403473","0.880986453868"
"Gerade richtig","2002","Mecklenburg-Vorpommern","Paar mit Kind(ern)","236","0.752836988890966","0.704972546127956","0.800701431653976"
"Gerade richtig","2002","Mecklenburg-Vorpommern","Sonstige","","","",""
"Gerade richtig","2002","Sachsen","1-Pers.-HH","164","0.810678634658659","0.756247707698396","0.865109561618922"
"Gerade richtig","2002","Sachsen","(Ehe-)Paar ohne Kind(er)","436","0.760807360868292","0.726030095438303","0.79558462629828"
"Gerade richtig","2002","Sachsen","Alleinerziehende","85","0.625438750246114","0.536590376974578","0.714287123517649"
"Gerade richtig","2002","Sachsen","Paar mit Kind(ern)","822","0.739350679595263","0.713313717640342","0.765387641550183"
"Gerade richtig","2002","Sachsen","Sonstige","45","0.766342324516277","0.655512789941482","0.877171859091072"
"Gerade richtig","2002","Sachsen-Anhalt","1-Pers.-HH","93","0.764697117254883","0.689426318254288","0.839967916255477"
"Gerade richtig","2002","Sachsen-Anhalt","(Ehe-)Paar ohne Kind(er)","272","0.766039475159507","0.721560442089795","0.810518508229219"
"Gerade richtig","2002","Sachsen-Anhalt","Alleinerziehende","67","0.723023225384982","0.627889078266757","0.818157372503206"
"Gerade richtig","2002","Sachsen-Anhalt","Paar mit Kind(ern)","473","0.774769046153877","0.741509834749961","0.808028257557794"
"Gerade richtig","2002","Sachsen-Anhalt","Sonstige","","","",""
"Gerade richtig","2002","Thüringen","1-Pers.-HH","102","0.864676361411264","0.803977324245212","0.925375398577315"
"Gerade richtig","2002","Thüringen","(Ehe-)Paar ohne Kind(er)","236","0.831863944992173","0.78867143678362","0.875056453200726"
"Gerade richtig","2002","Thüringen","Alleinerziehende","58","0.827836302468773","0.741233950816513","0.914438654121033"
"Gerade richtig","2002","Thüringen","Paar mit Kind(ern)","508","0.78698008053049","0.756115049273819","0.817845111787161"
"Gerade richtig","2002","Thüringen","Sonstige","33","0.845348707215564","0.725561954276452","0.965135460154676"
"Etwas zu gross","2002","Schleswig-Holstein","1-Pers.-HH","","","",""
"Etwas zu gross","2002","Schleswig-Holstein","(Ehe-)Paar ohne Kind(er)","34","0.108468154780535","0.0715123048041371","0.145424004756933"
"Etwas zu gross","2002","Schleswig-Holstein","Alleinerziehende","","","",""
"Etwas zu gross","2002","Schleswig-Holstein","Paar mit Kind(ern)","","","",""
"Etwas zu gross","2002","Schleswig-Holstein","Sonstige","","","",""
"Etwas zu gross","2002","Hamburg","1-Pers.-HH","","","",""
"Etwas zu gross","2002","Hamburg","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","2002","Hamburg","Alleinerziehende","","","",""
"Etwas zu gross","2002","Hamburg","Paar mit Kind(ern)","","","",""
"Etwas zu gross","2002","Hamburg","Sonstige","","","",""
"Etwas zu gross","2002","Niedersachsen","1-Pers.-HH","37","0.18620875774861","0.134053540152454","0.238363975344766"
"Etwas zu gross","2002","Niedersachsen","(Ehe-)Paar ohne Kind(er)","132","0.234151391028689","0.201844441124089","0.266458340933289"
"Etwas zu gross","2002","Niedersachsen","Alleinerziehende","","","",""
"Etwas zu gross","2002","Niedersachsen","Paar mit Kind(ern)","111","0.0614282319278565","0.0492850954627467","0.0735713683929663"
"Etwas zu gross","2002","Niedersachsen","Sonstige","","","",""
"Etwas zu gross","2002","Bremen","1-Pers.-HH","","","",""
"Etwas zu gross","2002","Bremen","(Ehe-)Paar ohne Kind(er)","","","",""
"Etwas zu gross","2002","Bremen","Alleinerziehende","","","",""
"Etwas zu gross","2002","Bremen","Paar mit Kind(ern)","","","",""
"Etwas zu gross","2002","Bremen","Sonstige","","","",""
"Etwas zu gross","2002","Nordrhein-Westfalen","1-Pers.-HH","86","0.135658725509681","0.108705003887578","0.162612447131784"
"Etwas zu gross","2002","Nordrhein-Westfalen","(Ehe-)Paar ohne Kind(er)","232","0.144525285128336","0.127908026705439","0.161142543551234"
"Etwas zu gross","2002","Nordrhein-Westfalen","Alleinerziehende","37","0.103681392120917","0.0690115804477388","0.138351203794095"
"Etwas zu gross","2002","Nordrhein-Westfalen","Paar mit Kind(ern)","164","0.0468819058561117","0.0398738026751923","0.053890009037031"
"Etwas zu gross","2002","Nordrhein-Westfalen","Sonstige","","","",""
"Etwas zu gross","2002","Hessen","1-Pers.-HH","","","",""
"Etwas zu gross","2002","Hessen","(Ehe-)Paar ohne Kind(er)","90","0.165904663716289","0.135888220534893","0.195921106897686"
"Etwas zu gross","2002","Hessen","Alleinerziehende","","","",""
"Etwas zu gross","2002","Hessen","Paar mit Kind(ern)","113","0.0907364207664718","0.0746973775758383","0.106775463957105"
"Etwas zu gross","2002","Hessen","Sonstige","","","",""
"Etwas zu gross","2002","Rheinland-Pfalz,Saarland","1-Pers.-HH","","","",""
"Etwas zu gross","2002","Rheinland-Pfalz,Saarland","(Ehe-)Paar ohne Kind(er)","74","0.193994576968333","0.151331232488554","0.236657921448113"
"Etwas zu gross","2002","Rheinland-Pfalz,Saarland","Alleinerziehende","","","",""
"Etwas zu gross","2002","Rheinland-Pfalz,Saarland","Paar mit Kind(ern)","39","0.0569591953339273","0.0409688262270998","0.0729495644407547"
"Etwas zu gross","2002","Rheinland-Pfalz,Saarland","Sonstige","","","",""
"Etwas zu gross","2002","Baden-Württemberg","1-Pers.-HH","35","0.109028527168699","0.0745550382183409","0.143502016119058"
"Etwas zu gross","2002","Baden-Württemberg","(Ehe-)Paar ohne Kind(er)","118","0.133617348712351","0.110904021536962","0.15633067588774"
"Etwas zu gross","2002","Baden-Württemberg","Alleinerziehende","","","",""
"Etwas zu gross","2002","Baden-Württemberg","Paar mit Kind(ern)","135","0.0590514373995376","0.0494346864928809","0.0686681883061943"
"Etwas zu gross","2002","Baden-Württemberg","Sonstige","","","",""
"Etwas zu gross","2002","Bayern","1-Pers.-HH","52","0.125745519842603","0.0926690134476989","0.158822026237507"
"Etwas zu gross","2002","Bayern","(Ehe-)Paar ohne Kind(er)","142","0.130931526309737","0.110757384767586","0.151105667851889"
"Etwas zu gross","2002","Bayern","Alleinerziehende","","","",""
"Etwas zu gross","2002","Bayern","Paar mit Kind(ern)","156","0.0575348163790878","0.0483103679383425","0.0667592648198331"
"Etwas zu gross","2002","Bayern","Sonstige","","","",""
"Etwas zu gross","2002","Saarland","1-Pers.-HH","","","",""
"Etwas zu gross","2002","Saarland","(Ehe-)Paar ohne Kind(er)","","","",""
